,700.HK,9988.HK,3690.HK,939.HK,NIO,2318.HK,2269.HK,BIDU,1398.HK,JD,1810.HK,PDD,NTES,M4B.,600519.SS,3988.HK,BILI,2020.HK,2331.HK,—,BY6.,2382.HK,TCOM,2319.HK,2313.HK,XPEV,175.HK,LI,2688.HK,1801.HK,6098.HK,CHL.,291.HK,SNPMF,600036.SS,HTHT,000858.SZ,EDU,1093.HK,1109.HK,1288.HK,2333.HK,960.HK,857.HK,BEKE,241.HK,ZLAB,6969.HK,384.HK,TAL,1177.HK,688.HK,GDS,968.HK,268.HK,2601.HK,TME,VIPS,2899.HK,1918.HK,2007.HK,601318.SS,6690.HK,2359.HK,586.HK,2328.HK,788.HK,AQE.,1919.HK,1088.HK,1658.HK,2202.HK,1024.HK,881.HK,601888.SS,916.HK,LU,6862.HK,6186.HK,267.HK,6030.HK,168.HK,1066.HK,601166.SS,300750.SZ,000001.SZ,002594.SZ,285.HK,601012.SS,1044.HK,1193.HK,600309.SS,3888.HK,D7C.,601288.SS,3323.HK,1833.HK,600276.SS,1548.HK,IQ,270.HK,3328.HK,2338.HK,772.HK,300760.SZ,600809.SS,148.HK,3692.HK,3908.HK,300015.SZ,3606.HK,601398.SS,ATHM,000568.SZ,002304.SZ,2196.HK,ZTO,300059.SZ,002714.SZ,6185.HK,WB,813.HK,3759.HK,002475.SZ,600436.SS,600000.SS,1099.HK,YY,656.HK,3333.HK,601919.SS,884.HK,867.HK,1951.HK,3898.HK,1336.HK,600900.SS,1378.HK,1579.HK,1988.HK,135.HK,836.HK,KC,1171.HK,300122.SZ,6618.HK,000002.SZ,002142.SZ,1339.HK,D7N.,600030.SS,601988.SS,489.HK,754.HK,2238.HK,6837.HK,6110.HK,3347.HK,600031.SS,MOMO,2128.HK,1816.HK,ZTCOF,966.HK,2600.HK,1772.HK,1347.HK,BS6.SI,603501.SS,2689.HK,6886.HK,1209.HK,JOBS,600887.SS,1888.HK,002460.SZ,696.HK,390.HK,358.HK,601899.SS,300014.SZ,1776.HK,371.HK,1585.HK,6881.HK,780.HK,3360.HK,600104.SS,909.HK,601601.SS,601668.SS,1313.HK,601328.SS,1882.HK,300124.SZ,000725.SZ,3998.HK,603288.SS,6060.HK,144.HK,DIDI,6865.HK,603799.SS,002352.SZ,817.HK,002812.SZ,1060.HK,300274.SZ,600406.SS,2607.HK,600703.SS,600438.SS,600111.SS,601633.SS,600893.SS,257.HK,603986.SS,000063.SZ,600196.SS,600690.SS,2357.HK,600585.SS,1030.HK,392.HK,902.HK,002371.SZ,002049.SZ,2380.HK,6099.HK,600019.SS,002241.SZ,n/a,1766.HK,601766.SS,SUM
07/29/2021,13.71,12.75,4.27,2.36,2.03,1.88,1.79,1.63,1.62,1.51,1.59,1.2,0.95,1.03,0.9,0.96,0.79,0.87,0.85,0.63,0.79,0.7,0.49,0.61,0.57,0.76,0.59,0.51,0.57,0.46,0.39,0.45,0.46,0.42,0.39,0.32,0.38,0.11,0.43,0.39,0.38,0.48,0.37,0.31,0.21,0.28,0.28,0.29,0.34,0.07,0.3,0.33,0.23,0.31,0.29,0.27,0.22,0.26,0.29,0.26,0.27,0.24,0.29,0.25,0.24,0.21,0.22,0.22,0.19,0.23,0.22,0.18,0.14,0.21,0.2,0.2,0.15,0.16,0.2,0.19,0.18,0.16,0.16,0.15,0.18,0.15,0.18,0.14,0.19,0.16,0.18,0.16,0.13,0.15,0.16,0.17,0.13,0.15,0.15,0.12,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.13,0.14,0.12,0.14,0.14,0.11,0.12,0.11,0.14,0.12,0.14,0.09,0.09,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.08,0.09,0.09,0.1,0.09,0.13,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.11,0.09,0.08,0.08,0.08,0.1,0.12,0.1,0.09,0.09,0.09,0.1,0.1,0.07,0.09,0.09,0.07,0.07,0.09,0.09,0.08,0.09,0.11,0.1,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.08,0.11,0.0,0.0,0.0,0.08,0.09,0.08,0.08,0.0,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.0,0.08,0.0,0.07,0.0,0.07,0.09,0.08,0.08,0.07,0.0,0.0,0.0,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.01
07/30/2021,13.27,12.71,3.73,2.54,1.97,1.92,1.75,1.68,1.74,1.58,1.59,1.14,0.99,1.13,0.9,1.03,0.8,0.87,0.79,0.72,0.79,0.74,0.53,0.63,0.59,0.69,0.61,0.47,0.6,0.44,0.35,0.46,0.47,0.45,0.4,0.34,0.37,0.13,0.42,0.39,0.4,0.48,0.37,0.33,0.22,0.25,0.26,0.27,0.36,0.09,0.31,0.34,0.23,0.31,0.27,0.27,0.22,0.27,0.33,0.26,0.28,0.24,0.28,0.25,0.24,0.21,0.23,0.22,0.18,0.23,0.22,0.18,0.15,0.21,0.2,0.2,0.16,0.15,0.17,0.21,0.18,0.16,0.16,0.15,0.18,0.15,0.18,0.15,0.19,0.17,0.19,0.16,0.13,0.16,0.17,0.17,0.13,0.15,0.14,0.12,0.16,0.16,0.17,0.15,0.15,0.17,0.14,0.12,0.14,0.13,0.13,0.15,0.11,0.12,0.12,0.14,0.13,0.14,0.09,0.09,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.12,0.0,0.09,0.09,0.1,0.08,0.13,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.09,0.11,0.09,0.0,0.08,0.08,0.1,0.12,0.1,0.1,0.09,0.08,0.1,0.11,0.07,0.09,0.09,0.0,0.07,0.09,0.1,0.08,0.09,0.11,0.1,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.0,0.07,0.08,0.09,0.08,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.0,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.0,0.0,0.07,0.0,0.09,0.08,0.07,0.0,0.0,0.07,0.07,0.07,0.0,0.07,0.0,0.0,0.07,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.85000000000001
08/02/2021,13.68,13.03,4.11,2.33,1.99,1.86,1.89,1.66,1.59,1.63,1.58,1.23,1.06,1.11,0.87,0.95,0.8,0.91,0.87,0.68,0.83,0.73,0.53,0.6,0.57,0.71,0.64,0.5,0.56,0.49,0.41,0.44,0.45,0.42,0.39,0.36,0.35,0.12,0.44,0.35,0.37,0.51,0.34,0.31,0.19,0.29,0.28,0.27,0.33,0.09,0.3,0.31,0.24,0.3,0.31,0.26,0.22,0.26,0.3,0.25,0.27,0.23,0.27,0.27,0.23,0.2,0.22,0.21,0.18,0.22,0.22,0.17,0.15,0.21,0.2,0.22,0.15,0.14,0.19,0.2,0.18,0.15,0.16,0.14,0.19,0.14,0.18,0.15,0.19,0.16,0.18,0.16,0.14,0.15,0.16,0.15,0.13,0.14,0.16,0.12,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.1,0.11,0.11,0.15,0.12,0.13,0.08,0.1,0.11,0.11,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.07,0.08,0.09,0.1,0.1,0.13,0.09,0.1,0.1,0.11,0.09,0.09,0.11,0.1,0.11,0.08,0.08,0.08,0.08,0.09,0.12,0.09,0.09,0.09,0.07,0.1,0.1,0.07,0.09,0.08,0.0,0.07,0.08,0.1,0.07,0.08,0.11,0.11,0.08,0.09,0.07,0.08,0.09,0.08,0.08,0.08,0.1,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.08,0.07,0.08,0.07,0.07,0.0,0.07,0.1,0.08,0.07,0.0,0.0,0.07,0.0,0.09,0.07,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.35000000000001
08/03/2021,13.68,13.03,4.11,2.33,1.99,1.86,1.89,1.66,1.59,1.63,1.58,1.23,1.06,1.11,0.87,0.95,0.8,0.91,0.87,0.68,0.83,0.73,0.53,0.6,0.57,0.71,0.64,0.5,0.56,0.49,0.41,0.44,0.45,0.42,0.39,0.36,0.35,0.12,0.44,0.35,0.37,0.51,0.34,0.31,0.19,0.29,0.28,0.27,0.33,0.09,0.3,0.31,0.24,0.3,0.31,0.26,0.22,0.26,0.3,0.25,0.27,0.23,0.27,0.27,0.23,0.2,0.22,0.21,0.18,0.22,0.22,0.17,0.15,0.21,0.2,0.22,0.15,0.14,0.19,0.2,0.18,0.15,0.16,0.14,0.19,0.14,0.18,0.15,0.19,0.16,0.18,0.16,0.14,0.15,0.16,0.15,0.13,0.14,0.16,0.12,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.1,0.11,0.11,0.15,0.12,0.13,0.08,0.1,0.11,0.11,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.07,0.08,0.09,0.1,0.1,0.13,0.09,0.1,0.1,0.11,0.09,0.09,0.11,0.1,0.11,0.08,0.08,0.08,0.08,0.09,0.12,0.09,0.09,0.09,0.07,0.1,0.1,0.07,0.09,0.08,0.0,0.07,0.08,0.1,0.07,0.08,0.11,0.11,0.08,0.09,0.07,0.08,0.09,0.08,0.08,0.08,0.1,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.08,0.07,0.07,0.0,0.07,0.0,0.0,0.08,0.07,0.08,0.07,0.07,0.0,0.07,0.1,0.08,0.07,0.0,0.0,0.07,0.0,0.09,0.07,0.07,0.07,0.0,0.07,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.35000000000001
08/04/2021,13.54,12.68,3.93,2.37,2.12,1.91,1.83,1.66,1.6,1.64,1.58,1.24,1.09,1.09,0.85,0.96,0.78,0.9,0.85,0.69,0.88,0.74,0.5,0.61,0.59,0.77,0.66,0.56,0.57,0.49,0.41,0.45,0.43,0.43,0.39,0.35,0.34,0.12,0.43,0.34,0.38,0.56,0.32,0.31,0.19,0.28,0.31,0.27,0.34,0.1,0.3,0.3,0.25,0.32,0.3,0.26,0.22,0.27,0.31,0.24,0.26,0.24,0.28,0.26,0.23,0.2,0.22,0.21,0.18,0.23,0.22,0.18,0.14,0.21,0.19,0.23,0.15,0.13,0.19,0.2,0.18,0.14,0.16,0.14,0.19,0.14,0.19,0.15,0.18,0.16,0.18,0.16,0.14,0.15,0.16,0.15,0.13,0.14,0.16,0.12,0.16,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.1,0.1,0.1,0.16,0.12,0.13,0.08,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.0,0.08,0.09,0.09,0.09,0.14,0.09,0.11,0.11,0.11,0.09,0.09,0.12,0.1,0.11,0.09,0.08,0.08,0.08,0.09,0.12,0.09,0.09,0.1,0.0,0.1,0.1,0.07,0.09,0.08,0.07,0.0,0.09,0.1,0.08,0.09,0.12,0.11,0.08,0.08,0.07,0.08,0.09,0.08,0.08,0.08,0.11,0.0,0.07,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.08,0.07,0.0,0.08,0.07,0.08,0.07,0.0,0.07,0.07,0.11,0.08,0.07,0.07,0.0,0.0,0.07,0.09,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2
08/05/2021,13.22,12.69,3.89,2.35,2.15,1.89,1.84,1.66,1.59,1.63,1.58,1.22,1.1,1.09,0.87,0.95,0.81,0.88,0.82,0.68,0.93,0.71,0.5,0.62,0.59,0.81,0.67,0.55,0.58,0.48,0.39,0.45,0.42,0.42,0.39,0.34,0.35,0.12,0.43,0.35,0.37,0.56,0.33,0.31,0.18,0.27,0.3,0.28,0.34,0.09,0.3,0.31,0.25,0.33,0.29,0.27,0.23,0.27,0.32,0.25,0.27,0.24,0.29,0.26,0.24,0.21,0.23,0.23,0.19,0.22,0.22,0.18,0.14,0.21,0.18,0.24,0.15,0.13,0.19,0.2,0.18,0.14,0.16,0.14,0.18,0.14,0.21,0.15,0.18,0.16,0.18,0.16,0.14,0.15,0.16,0.17,0.13,0.14,0.16,0.12,0.15,0.15,0.18,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.14,0.1,0.11,0.11,0.16,0.12,0.14,0.09,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.0,0.09,0.09,0.1,0.09,0.12,0.09,0.1,0.11,0.12,0.09,0.09,0.13,0.1,0.1,0.08,0.0,0.08,0.08,0.09,0.12,0.1,0.09,0.1,0.08,0.1,0.1,0.0,0.08,0.09,0.08,0.08,0.09,0.11,0.08,0.09,0.12,0.11,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.0,0.0,0.08,0.08,0.08,0.09,0.08,0.0,0.08,0.07,0.08,0.0,0.0,0.07,0.08,0.0,0.07,0.08,0.08,0.08,0.0,0.07,0.0,0.0,0.11,0.09,0.0,0.07,0.0,0.0,0.07,0.09,0.07,0.07,0.07,0.08,0.08,0.09,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.11000000000001
08/06/2021,12.52,12.91,3.84,2.39,2.11,1.93,1.94,1.65,1.6,1.61,1.6,1.2,0.99,1.12,0.88,0.97,0.76,0.92,0.88,0.68,0.94,0.71,0.48,0.65,0.6,0.8,0.68,0.54,0.6,0.49,0.41,0.45,0.44,0.43,0.39,0.34,0.36,0.12,0.43,0.35,0.38,0.52,0.33,0.32,0.18,0.27,0.31,0.29,0.35,0.1,0.31,0.31,0.24,0.36,0.31,0.27,0.22,0.28,0.32,0.24,0.27,0.24,0.3,0.27,0.26,0.22,0.23,0.24,0.2,0.23,0.23,0.19,0.14,0.2,0.19,0.24,0.15,0.13,0.2,0.2,0.19,0.15,0.16,0.14,0.18,0.14,0.2,0.15,0.18,0.16,0.18,0.17,0.14,0.15,0.16,0.17,0.13,0.15,0.18,0.12,0.16,0.15,0.18,0.14,0.15,0.15,0.14,0.13,0.14,0.13,0.15,0.14,0.09,0.11,0.11,0.17,0.12,0.14,0.09,0.12,0.11,0.11,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.0,0.09,0.09,0.1,0.09,0.12,0.09,0.1,0.1,0.12,0.09,0.09,0.13,0.1,0.1,0.1,0.0,0.08,0.08,0.09,0.12,0.1,0.09,0.1,0.08,0.1,0.1,0.0,0.09,0.1,0.08,0.08,0.09,0.11,0.08,0.08,0.11,0.11,0.08,0.08,0.0,0.08,0.08,0.08,0.09,0.0,0.1,0.0,0.0,0.0,0.08,0.08,0.09,0.08,0.07,0.08,0.07,0.08,0.07,0.0,0.0,0.08,0.07,0.0,0.08,0.08,0.08,0.0,0.07,0.07,0.07,0.11,0.08,0.0,0.07,0.0,0.0,0.07,0.08,0.0,0.0,0.07,0.08,0.0,0.08,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.04000000000002
08/10/2021,12.35,12.86,3.84,2.39,2.16,1.92,2.0,1.67,1.59,1.63,1.63,1.2,0.93,1.1,0.85,0.96,0.73,0.94,0.9,0.69,0.99,0.78,0.48,0.65,0.62,0.8,0.71,0.52,0.58,0.48,0.38,0.45,0.44,0.43,0.39,0.35,0.35,0.12,0.44,0.34,0.37,0.55,0.32,0.31,0.17,0.27,0.32,0.3,0.35,0.1,0.32,0.31,0.24,0.36,0.3,0.27,0.22,0.28,0.31,0.25,0.27,0.24,0.3,0.27,0.26,0.21,0.23,0.24,0.19,0.23,0.23,0.18,0.11,0.2,0.2,0.24,0.14,0.13,0.18,0.2,0.18,0.15,0.16,0.14,0.19,0.14,0.21,0.15,0.2,0.16,0.18,0.16,0.13,0.15,0.16,0.18,0.14,0.15,0.18,0.12,0.16,0.15,0.18,0.14,0.14,0.15,0.14,0.13,0.14,0.12,0.16,0.14,0.1,0.1,0.11,0.17,0.13,0.14,0.08,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.09,0.09,0.1,0.09,0.12,0.1,0.11,0.1,0.11,0.09,0.09,0.13,0.09,0.1,0.1,0.0,0.08,0.08,0.09,0.11,0.09,0.09,0.1,0.08,0.1,0.1,0.08,0.09,0.1,0.0,0.07,0.09,0.11,0.08,0.08,0.12,0.12,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.1,0.0,0.07,0.0,0.08,0.09,0.09,0.08,0.0,0.08,0.0,0.08,0.0,0.07,0.0,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.07,0.0,0.07,0.1,0.1,0.0,0.0,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.08,0.08,0.09,0.0,0.07,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.02
08/11/2021,12.79,12.96,3.9,2.38,2.08,1.9,1.9,1.66,1.59,1.6,1.64,1.19,0.93,1.1,0.84,0.96,0.72,0.91,0.86,0.69,1.01,0.74,0.48,0.65,0.62,0.78,0.69,0.51,0.58,0.45,0.38,0.45,0.43,0.43,0.39,0.35,0.34,0.12,0.44,0.34,0.37,0.54,0.31,0.31,0.16,0.27,0.31,0.31,0.35,0.09,0.32,0.3,0.25,0.35,0.29,0.27,0.22,0.28,0.32,0.24,0.27,0.24,0.3,0.25,0.25,0.21,0.24,0.24,0.2,0.23,0.23,0.18,0.11,0.2,0.19,0.23,0.14,0.13,0.18,0.2,0.18,0.15,0.16,0.14,0.18,0.14,0.22,0.15,0.19,0.16,0.18,0.16,0.14,0.15,0.16,0.18,0.13,0.14,0.17,0.12,0.16,0.15,0.18,0.14,0.14,0.15,0.14,0.13,0.14,0.12,0.15,0.14,0.09,0.11,0.11,0.15,0.13,0.14,0.08,0.13,0.11,0.11,0.12,0.11,0.1,0.11,0.12,0.09,0.1,0.0,0.09,0.09,0.1,0.09,0.12,0.09,0.11,0.1,0.11,0.09,0.09,0.13,0.09,0.1,0.09,0.0,0.08,0.08,0.09,0.12,0.1,0.09,0.1,0.0,0.1,0.1,0.08,0.09,0.1,0.07,0.0,0.09,0.11,0.08,0.09,0.12,0.13,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.11,0.0,0.0,0.07,0.08,0.09,0.09,0.08,0.0,0.08,0.0,0.08,0.0,0.0,0.07,0.08,0.0,0.07,0.08,0.08,0.08,0.08,0.0,0.0,0.07,0.1,0.09,0.0,0.0,0.0,0.08,0.0,0.09,0.07,0.07,0.0,0.08,0.08,0.09,0.07,0.07,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.00999999999999
08/13/2021,13.34,12.57,4.24,2.33,2.04,1.89,1.91,1.62,1.55,1.61,1.66,1.21,0.95,1.14,0.88,0.94,0.71,0.89,0.89,0.69,0.96,0.67,0.47,0.62,0.6,0.78,0.67,0.49,0.57,0.45,0.39,0.44,0.46,0.42,0.4,0.34,0.37,0.12,0.44,0.35,0.36,0.5,0.32,0.3,0.17,0.28,0.31,0.34,0.34,0.1,0.31,0.31,0.24,0.33,0.3,0.27,0.22,0.27,0.3,0.23,0.28,0.24,0.3,0.25,0.25,0.21,0.22,0.24,0.2,0.23,0.23,0.19,0.11,0.21,0.2,0.22,0.16,0.14,0.17,0.19,0.19,0.15,0.16,0.15,0.17,0.15,0.2,0.15,0.18,0.15,0.18,0.15,0.14,0.15,0.15,0.18,0.13,0.15,0.18,0.11,0.16,0.15,0.18,0.14,0.14,0.16,0.13,0.13,0.14,0.12,0.14,0.13,0.09,0.11,0.11,0.15,0.12,0.14,0.09,0.12,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.1,0.1,0.0,0.09,0.09,0.1,0.09,0.12,0.1,0.1,0.1,0.12,0.09,0.09,0.14,0.1,0.1,0.09,0.07,0.08,0.09,0.09,0.12,0.1,0.09,0.09,0.0,0.1,0.1,0.08,0.08,0.1,0.0,0.0,0.09,0.11,0.08,0.08,0.11,0.11,0.09,0.0,0.08,0.08,0.08,0.0,0.09,0.07,0.09,0.0,0.0,0.07,0.08,0.08,0.09,0.08,0.07,0.08,0.0,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.0,0.07,0.07,0.1,0.09,0.0,0.0,0.0,0.07,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.08000000000001
08/16/2021,13.36,12.42,4.24,2.4,1.98,1.87,1.82,1.58,1.6,1.6,1.6,1.17,0.96,1.17,0.83,0.96,0.72,0.87,0.88,0.7,0.99,0.68,0.46,0.62,0.58,0.76,0.72,0.49,0.59,0.43,0.4,0.44,0.44,0.43,0.41,0.33,0.36,0.11,0.45,0.37,0.37,0.52,0.34,0.32,0.16,0.28,0.31,0.35,0.34,0.09,0.3,0.34,0.25,0.32,0.31,0.26,0.21,0.26,0.32,0.24,0.29,0.24,0.31,0.24,0.24,0.22,0.22,0.24,0.22,0.23,0.24,0.2,0.11,0.21,0.19,0.22,0.16,0.14,0.17,0.2,0.19,0.15,0.15,0.15,0.17,0.16,0.22,0.15,0.18,0.16,0.18,0.15,0.14,0.15,0.16,0.18,0.13,0.14,0.15,0.1,0.16,0.15,0.18,0.14,0.13,0.16,0.13,0.12,0.14,0.12,0.14,0.14,0.09,0.11,0.11,0.14,0.12,0.13,0.09,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.09,0.1,0.0,0.1,0.1,0.1,0.09,0.11,0.1,0.11,0.12,0.11,0.09,0.1,0.14,0.09,0.1,0.09,0.07,0.09,0.09,0.09,0.13,0.1,0.09,0.1,0.07,0.11,0.11,0.07,0.08,0.1,0.0,0.0,0.09,0.1,0.08,0.09,0.11,0.11,0.08,0.07,0.08,0.08,0.08,0.0,0.09,0.07,0.1,0.0,0.0,0.07,0.08,0.08,0.09,0.08,0.07,0.08,0.0,0.08,0.07,0.0,0.07,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.0,0.0,0.07,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.0,0.07,0.08,0.0,0.08,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91999999999999
08/18/2021,13.19,12.26,4.24,2.43,1.94,1.87,1.88,1.53,1.61,1.6,1.57,1.14,0.95,1.2,0.85,0.96,0.67,0.88,0.9,0.68,0.99,0.69,0.48,0.62,0.61,0.75,0.72,0.5,0.61,0.45,0.4,0.44,0.44,0.43,0.42,0.34,0.36,0.11,0.45,0.37,0.37,0.51,0.33,0.32,0.15,0.28,0.32,0.36,0.35,0.09,0.3,0.34,0.24,0.32,0.31,0.27,0.21,0.26,0.34,0.25,0.29,0.24,0.31,0.24,0.25,0.22,0.22,0.24,0.22,0.23,0.25,0.2,0.1,0.21,0.2,0.22,0.16,0.14,0.18,0.2,0.19,0.16,0.15,0.15,0.17,0.16,0.21,0.15,0.18,0.16,0.18,0.16,0.14,0.16,0.16,0.18,0.13,0.15,0.16,0.1,0.15,0.15,0.18,0.14,0.13,0.16,0.13,0.12,0.14,0.12,0.13,0.14,0.09,0.11,0.11,0.13,0.12,0.13,0.09,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.09,0.1,0.07,0.1,0.1,0.1,0.09,0.11,0.1,0.11,0.12,0.11,0.09,0.1,0.14,0.09,0.1,0.09,0.07,0.09,0.09,0.09,0.13,0.1,0.09,0.1,0.08,0.11,0.11,0.0,0.08,0.1,0.0,0.07,0.09,0.1,0.08,0.09,0.11,0.1,0.09,0.07,0.08,0.08,0.08,0.08,0.09,0.07,0.1,0.0,0.07,0.07,0.09,0.08,0.09,0.08,0.0,0.08,0.0,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.09,0.08,0.0,0.0,0.07,0.0,0.0,0.08,0.07,0.0,0.07,0.08,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.79
08/19/2021,12.95,12.23,4.09,2.49,1.86,1.94,1.89,1.5,1.65,1.56,1.56,1.13,0.92,1.22,0.86,0.98,0.64,0.91,0.95,0.7,0.94,0.68,0.49,0.64,0.61,0.72,0.68,0.49,0.63,0.45,0.4,0.46,0.46,0.45,0.43,0.35,0.37,0.1,0.47,0.39,0.38,0.5,0.34,0.33,0.15,0.28,0.31,0.35,0.35,0.08,0.31,0.35,0.24,0.31,0.3,0.28,0.19,0.25,0.34,0.25,0.3,0.25,0.32,0.24,0.25,0.22,0.23,0.25,0.21,0.24,0.26,0.2,0.1,0.21,0.2,0.22,0.16,0.14,0.18,0.2,0.2,0.16,0.15,0.15,0.16,0.16,0.21,0.15,0.18,0.16,0.19,0.16,0.14,0.16,0.16,0.19,0.13,0.15,0.16,0.1,0.16,0.16,0.19,0.14,0.14,0.16,0.13,0.12,0.14,0.12,0.14,0.14,0.09,0.11,0.11,0.14,0.12,0.14,0.1,0.1,0.1,0.11,0.12,0.11,0.11,0.11,0.12,0.08,0.1,0.0,0.1,0.1,0.1,0.09,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.14,0.09,0.1,0.09,0.0,0.09,0.09,0.1,0.13,0.1,0.09,0.1,0.08,0.11,0.11,0.07,0.08,0.1,0.07,0.0,0.09,0.1,0.08,0.09,0.1,0.1,0.09,0.0,0.08,0.09,0.08,0.08,0.09,0.07,0.09,0.0,0.0,0.0,0.09,0.08,0.1,0.08,0.07,0.08,0.0,0.08,0.08,0.0,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.0,0.0,0.0,0.09,0.07,0.0,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.07,0.08,0.07,0.09,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.65
