,JPM,BRK.B,BAC,WFC,C,BLK,GS,MS,AXP,SCHW,SPGI,USB,TFC,PNC,CME,CB,COF,MMC,ICE,BX,PGR,AON,MCO,MET,AIG,BK,PRU,ALL,TRV,MSCI,AFL,DFS,TROW,WLTW,FRC,STT,AMP,SIVB,FITB,KKR,AJG,SYF,NTRS,HIG,RF,KEY,CFG,MTB,ALLY,NDAQ,CINF,PFG,MKTX,MKL,RJF,ACGL,HBAN,SBNY,L,FNF,NLY,LNC,FDS,BRO,EQH,CBOE,LPLA,IVZ,WRB,CMA,EWBC,FHN,RE,BEN,GL,WAL,Y,AGNC,APO,AFG,ZION,AIZ,RGA,TW,ATH,CBSH,VOYA,PBCT,RNR,SEIC,ORI,SF,STWD,SNV,TCF,CFR,FAF,AMG,PB,CG,PNFP,BPOP,JEF,FFIN,SLM,PRI,UNM,SSB,ARES,EVR,JHG,VLY,MORN,GBCI,NYCB,IBKR,ESNT,PACW,UBSI,CIT,OZK,STL,ERIE,WBS,THG,MTG,FCNCA,KMPR,NRZ,OMF,WTFC,SIGI,RDN,BXMT,BKU,UMBF,CBU,FNB,RLI,HOMB,HWC,BHF,UMPQ,CACC,AXS,PPBI,AGO,HLI,HASI,ABCB,EBC,FHB,WTM,KNSL,BOH,CNO,PRG,ASB,ISBC,TCBI,PFSI,LPRO,NAVI,SFBS,LMND,APAM,SFNC,FCFS,CIM,AUB,BXS,ONB,CATY,MC,COLB,ESGR,TRUP,WD,FHI,UCBI,HLNE,CNNE,IBTX,CVBF,CADE,BOKF,UPST,FBP,FULT,VIRT,INDB,AEL,SI,WSBC,WSFS,AX,WAFD,IBOC,FFBC,FRME,RKT,FOCS,TREE,HTH,PIPR,COOP,SC,FBC,LC,GSHD,GDOT,n/a,LOB,TBK,ABR,SUM
09/28/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
09/29/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
09/30/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/01/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/04/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/05/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/06/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/07/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/08/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/11/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/12/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/13/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/14/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/15/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
10/18/2021,9.31,7.29,6.19,3.63,2.86,2.77,2.7,2.8,2.18,2.03,2.06,1.56,1.48,1.56,1.39,1.59,1.44,1.54,1.29,1.65,1.08,1.25,1.23,0.89,0.9,0.89,0.8,0.78,0.77,1.01,0.7,0.75,0.79,0.55,0.67,0.62,0.61,0.6,0.53,0.65,0.57,0.56,0.45,0.46,0.38,0.38,0.36,0.35,0.38,0.43,0.36,0.35,0.35,0.34,0.33,0.32,0.44,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.23,0.26,0.23,0.17,0.21,0.2,0.2,0.17,0.2,0.19,0.18,0.19,0.18,0.16,0.2,0.19,0.18,0.2,0.15,0.18,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.0,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.15,0.12,0.1,0.12,0.1,0.09,0.18,0.11,0.13,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.09,0.09,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.07,0.05,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.0,0.0,0.0,0.0,95.89
