,SC,DKS,DISH,ORI,SLG,UHS,JEF,UGI,UTHR,FAF,KIM,SEB,FNF,QRTEA,NXST,VST,CACI,BWA,EVRG,IVZ,PNW,PHM,ARW,INGR,TPR,MHK,TOL,MTG,NWSA,CACC,ATO,KNX,MRO,MDU,UNM,BKH,BG,POR,VER,XRX,MOS,AMKR,ESGR,AFG,RDN,ESNT,LKQ,STLD,KMPR,SLM,EQT,OMF,MTZ,SIGI,FL,WPC,EVR,KBH,CLR,CUZ,JLL,BERY,AL,LNT,BPOP,PINC,THG,AYI,LPX,SF,SNX,WLK,WHR,FHN,SWI,HII,GL,IDA,RS,SLGN,UHAL,OGS,TKR,VLY,ZION,PB,PAG,BOKF,EQH,CBOE,CSL,NYCB,AIZ,CF,CLH,HSIC,JBL,NRG,THO,VNT,JNPR,HIW,AN,CIEN,KRC,LAZ,DOC,SAIC,BC,CW,HR,SEIC,REYN,PWR,CNA,MSM,ACI,RE,OZK,MMS,SNA,ALSN,GPK,ASGN,HE,WU,UBSI,SNV,PPC,COG,RBC,RGA,CASY,ESI,LOPE,NEU,TXT,CC,SRC,WCC,PRGO,AAP,JAZZ,LEG,ACC,BRX,AMG,ACHC,G,NNN,SCI,STOR,SON,STWD,HRC,CCK,NI,BXMT,CR,CFR,FLO,LNC,OHI,OSK,PRI,WWD,PSN,WRK,PNFP,LPLA,CMA,FCN,EWBC,FCNCA,GNTX,LEA,AGCO,CDK,HUN,KSS,CRI,REG,IPG,RHI,ALLE,NDSN,LECO,DCI,RXN,TAP,EME,FLS,NVST,LW,DEI,CFX,AXTA,NLY,Y,AOS,BLDR,AGNC,OC,CNP,VOYA,OGE,POST,DXC,ASH,NWL,WRB,TRGP,NFG,M,SSB,CHRW,Axis Capital Holdings Limited,WBS,HFC,ROLL,PII,PSB,PVH,WEA.,VMI,AXS,WAL,EHC,COLM,HTA,AWI,HUBB,LSTR,NABL WI,LFUS,US Dollar,IFF,018000.KQ,n/a,688101.SS,IAC,UFPI,FYBR,DISCA,PFSI,LGIH,X,L,GT,GPS,LUMN,LAD,HRB,LITE,SJM,OGN,NRZ,RNR,UMBF,UMPQ,PACW,GTES,ADS,CPB,HOG,MPW,REZI,BWXT,FBHS,SSD,AVNT,PKG,OLLI,HELE,ENS,SMG,SKX,ADT,AMED,ERIE,MAN,WSO,ATR,BLD,CTRA,RRX,RPM,BJ,HHC,HAS,BAH,IPGP,FMC,CHE,NRA.,RL,MPLN,CHX,ALK,CBSH,LANC,EXEL,SUM
10/20/2021,0.0,0.0,0.71,0.75,0.6,0.68,0.79,0.73,0.0,0.77,0.15,0.71,0.77,0.7,0.0,0.0,0.61,0.77,0.0,0.0,0.53,0.75,0.6,0.15,0.0,0.74,0.75,0.78,0.0,0.45,0.6,0.69,0.67,0.59,0.62,0.58,0.75,0.58,0.0,0.72,0.82,0.0,0.73,0.6,0.76,0.79,0.0,0.75,0.42,0.0,0.0,0.76,0.43,0.59,0.74,0.0,0.0,0.0,0.48,0.3,0.43,0.44,0.76,0.0,0.58,0.29,0.59,0.34,0.0,0.47,0.0,0.76,0.72,0.58,0.0,0.62,0.62,0.29,0.73,0.45,0.0,0.0,0.62,0.44,0.57,0.44,0.58,0.6,0.0,0.0,0.0,0.46,0.29,0.3,0.0,0.29,0.45,0.57,0.62,0.29,0.0,0.0,0.54,0.43,0.75,0.31,0.0,0.3,0.0,0.3,0.0,0.44,0.43,0.0,0.61,0.3,0.26,0.79,0.44,0.44,0.59,0.42,0.29,0.15,0.44,0.45,0.42,0.44,0.0,0.0,0.0,0.62,0.28,0.0,0.58,0.0,0.0,0.15,0.3,0.31,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.15,0.3,0.0,0.15,0.0,0.0,0.0,0.0,0.29,0.45,0.42,0.0,0.3,0.45,0.3,0.56,0.15,0.0,0.0,0.0,0.0,0.0,0.44,0.3,0.15,0.0,0.48,0.65,0.59,0.0,0.77,0.7,0.43,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.29,0.15,0.39,0.0,0.0,0.16,0.15,0.72,0.75,0.3,0.78,0.0,0.76,0.0,0.79,0.58,0.0,0.59,0.46,0.43,0.3,0.0,0.31,0.6,0.44,0.31,0.0,0.3,0.62,0.0,0.62,0.0,0.46,0.0,0.0,0.48,0.0,0.26,0.28,0.16,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.78,0.69,0.69,0.77,0.69,0.71,0.61,0.6,0.55,0.55,0.6,0.56,0.58,0.58,0.6,0.58,0.45,0.44,0.43,0.45,0.43,0.42,0.42,0.43,0.44,0.43,0.3,0.3,0.31,0.31,0.28,0.31,0.28,0.3,0.29,0.3,0.3,0.3,0.15,0.0,0.15,0.15,0.15,0.26,0.27,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.23
10/21/2021,0.0,0.0,0.71,0.75,0.59,0.68,0.8,0.73,0.0,0.77,0.16,0.72,0.77,0.71,0.0,0.0,0.61,0.75,0.0,0.0,0.52,0.76,0.6,0.15,0.0,0.74,0.77,0.77,0.0,0.45,0.58,0.7,0.68,0.58,0.62,0.58,0.75,0.58,0.0,0.71,0.83,0.0,0.71,0.6,0.75,0.78,0.0,0.76,0.41,0.0,0.0,0.76,0.43,0.58,0.74,0.0,0.0,0.0,0.48,0.3,0.44,0.44,0.75,0.0,0.58,0.29,0.58,0.34,0.0,0.47,0.0,0.78,0.72,0.58,0.0,0.61,0.62,0.28,0.74,0.45,0.0,0.0,0.62,0.43,0.57,0.44,0.59,0.6,0.0,0.0,0.0,0.46,0.29,0.31,0.15,0.28,0.45,0.57,0.63,0.29,0.0,0.0,0.55,0.43,0.73,0.31,0.0,0.29,0.0,0.3,0.0,0.44,0.44,0.0,0.61,0.3,0.27,0.78,0.44,0.43,0.6,0.42,0.3,0.0,0.43,0.45,0.42,0.45,0.0,0.0,0.0,0.61,0.28,0.0,0.57,0.0,0.0,0.15,0.3,0.31,0.0,0.15,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.15,0.0,0.0,0.0,0.0,0.29,0.45,0.42,0.0,0.3,0.45,0.3,0.56,0.15,0.0,0.0,0.0,0.0,0.0,0.44,0.3,0.15,0.0,0.47,0.63,0.58,0.0,0.77,0.72,0.43,0.0,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.29,0.15,0.39,0.0,0.0,0.15,0.15,0.72,0.74,0.3,0.79,0.0,0.76,0.0,0.8,0.57,0.0,0.58,0.46,0.43,0.3,0.0,0.31,0.71,0.44,0.32,0.0,0.3,0.63,0.0,0.63,0.0,0.45,0.0,0.0,0.48,0.0,0.26,0.28,0.16,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.78,0.69,0.69,0.77,0.7,0.7,0.6,0.61,0.58,0.55,0.6,0.56,0.57,0.57,0.6,0.58,0.44,0.44,0.43,0.45,0.43,0.42,0.41,0.43,0.44,0.43,0.3,0.31,0.31,0.31,0.28,0.31,0.29,0.29,0.29,0.29,0.3,0.3,0.15,0.0,0.15,0.15,0.16,0.27,0.28,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3
10/22/2021,0.0,0.0,0.72,0.76,0.58,0.67,0.8,0.74,0.0,0.77,0.15,0.73,0.77,0.71,0.0,0.0,0.61,0.75,0.0,0.0,0.52,0.76,0.6,0.15,0.0,0.74,0.76,0.77,0.0,0.45,0.6,0.7,0.68,0.59,0.63,0.58,0.75,0.57,0.0,0.72,0.83,0.0,0.71,0.6,0.75,0.78,0.0,0.77,0.41,0.0,0.0,0.76,0.43,0.58,0.74,0.0,0.0,0.0,0.47,0.3,0.43,0.45,0.74,0.0,0.58,0.29,0.58,0.34,0.0,0.47,0.0,0.78,0.71,0.59,0.0,0.61,0.62,0.28,0.73,0.44,0.0,0.0,0.62,0.43,0.58,0.44,0.58,0.6,0.0,0.0,0.0,0.46,0.29,0.31,0.15,0.29,0.45,0.56,0.63,0.29,0.0,0.0,0.54,0.44,0.73,0.32,0.0,0.3,0.0,0.29,0.0,0.45,0.43,0.0,0.61,0.3,0.26,0.78,0.44,0.43,0.61,0.42,0.3,0.0,0.43,0.42,0.42,0.46,0.0,0.0,0.0,0.61,0.29,0.0,0.57,0.0,0.0,0.0,0.29,0.31,0.0,0.15,0.0,0.44,0.0,0.0,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.45,0.41,0.15,0.3,0.46,0.3,0.57,0.15,0.0,0.0,0.0,0.0,0.0,0.44,0.3,0.15,0.0,0.47,0.62,0.6,0.0,0.78,0.71,0.44,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.29,0.15,0.39,0.0,0.0,0.15,0.15,0.73,0.75,0.3,0.79,0.0,0.74,0.0,0.8,0.58,0.0,0.58,0.46,0.44,0.3,0.0,0.31,0.66,0.44,0.32,0.0,0.3,0.64,0.0,0.62,0.0,0.45,0.0,0.0,0.48,0.0,0.26,0.29,0.16,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.77,0.71,0.69,0.78,0.71,0.71,0.6,0.61,0.57,0.56,0.6,0.55,0.58,0.57,0.6,0.58,0.45,0.44,0.44,0.45,0.43,0.42,0.41,0.42,0.43,0.43,0.3,0.31,0.3,0.31,0.27,0.31,0.29,0.3,0.29,0.29,0.3,0.31,0.16,0.0,0.15,0.15,0.15,0.27,0.27,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.33
10/25/2021,0.0,0.0,0.71,0.75,0.58,0.69,0.8,0.73,0.0,0.78,0.15,0.7,0.76,0.7,0.0,0.0,0.6,0.74,0.0,0.0,0.52,0.76,0.6,0.15,0.0,0.76,0.77,0.77,0.0,0.44,0.59,0.77,0.66,0.58,0.62,0.59,0.75,0.58,0.0,0.72,0.82,0.0,0.71,0.61,0.75,0.79,0.0,0.75,0.42,0.0,0.0,0.7,0.43,0.58,0.75,0.0,0.0,0.0,0.45,0.3,0.43,0.45,0.74,0.0,0.59,0.29,0.57,0.33,0.0,0.47,0.0,0.77,0.71,0.58,0.0,0.61,0.59,0.28,0.73,0.44,0.0,0.0,0.62,0.43,0.58,0.45,0.61,0.62,0.0,0.0,0.0,0.46,0.29,0.3,0.0,0.29,0.45,0.56,0.61,0.29,0.0,0.0,0.58,0.44,0.73,0.32,0.0,0.3,0.0,0.29,0.0,0.45,0.43,0.0,0.61,0.29,0.26,0.78,0.44,0.43,0.57,0.42,0.3,0.0,0.42,0.41,0.42,0.47,0.0,0.0,0.0,0.6,0.28,0.0,0.58,0.0,0.0,0.0,0.29,0.31,0.0,0.16,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.29,0.45,0.42,0.15,0.3,0.46,0.29,0.58,0.15,0.0,0.0,0.0,0.0,0.0,0.45,0.3,0.0,0.0,0.47,0.62,0.6,0.0,0.77,0.7,0.43,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.29,0.0,0.39,0.0,0.0,0.16,0.16,0.72,0.75,0.31,0.79,0.0,0.74,0.0,0.78,0.57,0.0,0.58,0.46,0.44,0.3,0.0,0.31,0.65,0.45,0.32,0.0,0.29,0.62,0.0,0.6,0.0,0.46,0.0,0.0,0.48,0.0,0.26,0.29,0.16,0.0,0.15,0.3,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.82,0.84,0.75,0.69,0.77,0.71,0.71,0.6,0.63,0.56,0.56,0.59,0.55,0.57,0.57,0.6,0.58,0.45,0.44,0.43,0.44,0.43,0.4,0.41,0.42,0.43,0.43,0.3,0.3,0.3,0.32,0.27,0.31,0.28,0.29,0.28,0.3,0.29,0.31,0.16,0.0,0.16,0.0,0.16,0.27,0.28,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.24
10/26/2021,0.0,0.0,0.7,0.76,0.57,0.68,0.8,0.73,0.0,0.77,0.15,0.7,0.76,0.71,0.0,0.0,0.61,0.73,0.0,0.0,0.52,0.76,0.6,0.15,0.0,0.76,0.76,0.77,0.0,0.45,0.6,0.77,0.68,0.59,0.62,0.59,0.76,0.58,0.0,0.72,0.82,0.0,0.71,0.62,0.75,0.78,0.0,0.76,0.43,0.0,0.0,0.68,0.43,0.58,0.74,0.0,0.0,0.0,0.47,0.3,0.44,0.46,0.74,0.0,0.6,0.29,0.57,0.33,0.0,0.48,0.0,0.77,0.73,0.58,0.0,0.62,0.58,0.28,0.73,0.44,0.0,0.0,0.61,0.43,0.6,0.45,0.62,0.63,0.0,0.0,0.0,0.46,0.29,0.3,0.15,0.29,0.44,0.56,0.59,0.29,0.0,0.0,0.6,0.43,0.73,0.32,0.0,0.3,0.0,0.29,0.0,0.45,0.43,0.0,0.61,0.29,0.28,0.78,0.43,0.42,0.56,0.41,0.3,0.0,0.43,0.41,0.43,0.47,0.0,0.0,0.0,0.6,0.28,0.0,0.58,0.0,0.0,0.0,0.3,0.3,0.0,0.16,0.0,0.44,0.0,0.0,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.45,0.42,0.15,0.3,0.46,0.28,0.58,0.15,0.0,0.0,0.0,0.0,0.0,0.46,0.3,0.15,0.0,0.44,0.61,0.6,0.0,0.77,0.73,0.44,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.29,0.15,0.39,0.0,0.0,0.16,0.16,0.72,0.76,0.31,0.79,0.0,0.73,0.0,0.79,0.58,0.0,0.57,0.46,0.43,0.31,0.0,0.31,0.66,0.45,0.32,0.0,0.3,0.62,0.0,0.59,0.0,0.46,0.0,0.0,0.47,0.0,0.26,0.29,0.16,0.0,0.0,0.31,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.82,0.84,0.76,0.69,0.76,0.72,0.73,0.6,0.62,0.55,0.56,0.6,0.55,0.56,0.57,0.61,0.58,0.44,0.45,0.43,0.44,0.43,0.4,0.41,0.42,0.43,0.44,0.3,0.3,0.3,0.32,0.27,0.31,0.28,0.29,0.28,0.3,0.29,0.32,0.16,0.0,0.16,0.0,0.17,0.27,0.28,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43
10/27/2021,0.0,0.0,0.7,0.76,0.57,0.68,0.8,0.73,0.0,0.77,0.15,0.7,0.76,0.71,0.0,0.0,0.61,0.73,0.0,0.0,0.52,0.76,0.6,0.15,0.0,0.76,0.76,0.77,0.0,0.45,0.6,0.77,0.68,0.59,0.62,0.59,0.76,0.58,0.0,0.72,0.82,0.0,0.71,0.62,0.75,0.78,0.0,0.76,0.43,0.0,0.0,0.68,0.43,0.58,0.74,0.0,0.0,0.0,0.47,0.3,0.44,0.46,0.74,0.0,0.6,0.29,0.57,0.33,0.0,0.48,0.0,0.77,0.73,0.58,0.0,0.62,0.58,0.28,0.73,0.44,0.0,0.0,0.61,0.43,0.6,0.45,0.62,0.63,0.0,0.0,0.0,0.46,0.29,0.3,0.15,0.29,0.44,0.56,0.59,0.29,0.0,0.0,0.6,0.43,0.73,0.32,0.0,0.3,0.0,0.29,0.0,0.45,0.43,0.0,0.61,0.29,0.28,0.78,0.43,0.42,0.56,0.41,0.3,0.0,0.43,0.41,0.43,0.47,0.0,0.0,0.0,0.6,0.28,0.0,0.58,0.0,0.0,0.0,0.3,0.3,0.0,0.16,0.0,0.44,0.0,0.0,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.45,0.42,0.15,0.3,0.46,0.28,0.58,0.15,0.0,0.0,0.0,0.0,0.0,0.46,0.3,0.15,0.0,0.44,0.61,0.6,0.0,0.77,0.73,0.44,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.29,0.15,0.39,0.0,0.0,0.16,0.16,0.72,0.76,0.31,0.79,0.0,0.73,0.0,0.79,0.58,0.0,0.57,0.46,0.43,0.31,0.0,0.31,0.66,0.45,0.32,0.0,0.3,0.62,0.0,0.59,0.0,0.46,0.0,0.0,0.47,0.0,0.26,0.29,0.16,0.0,0.0,0.31,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.82,0.84,0.76,0.69,0.76,0.72,0.73,0.6,0.62,0.55,0.56,0.6,0.55,0.56,0.57,0.61,0.58,0.44,0.45,0.43,0.44,0.43,0.4,0.41,0.42,0.43,0.44,0.3,0.3,0.3,0.32,0.27,0.31,0.28,0.29,0.28,0.3,0.29,0.32,0.16,0.0,0.16,0.0,0.17,0.27,0.28,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43
10/28/2021,0.0,0.0,0.7,0.75,0.57,0.67,0.81,0.73,0.0,0.77,0.16,0.68,0.76,0.72,0.0,0.0,0.6,0.73,0.0,0.0,0.52,0.75,0.6,0.15,0.0,0.76,0.76,0.76,0.0,0.44,0.59,0.75,0.68,0.58,0.61,0.59,0.75,0.58,0.0,0.71,0.83,0.0,0.71,0.61,0.75,0.78,0.0,0.8,0.43,0.0,0.0,0.68,0.43,0.59,0.75,0.0,0.0,0.0,0.47,0.3,0.45,0.46,0.74,0.0,0.61,0.28,0.57,0.33,0.0,0.48,0.0,0.78,0.71,0.58,0.0,0.61,0.58,0.28,0.75,0.43,0.0,0.0,0.61,0.44,0.59,0.44,0.63,0.64,0.0,0.0,0.0,0.45,0.29,0.29,0.15,0.28,0.44,0.57,0.58,0.28,0.0,0.0,0.6,0.42,0.72,0.32,0.0,0.3,0.0,0.29,0.0,0.45,0.42,0.15,0.61,0.29,0.27,0.78,0.45,0.42,0.56,0.41,0.3,0.0,0.42,0.4,0.43,0.47,0.0,0.0,0.0,0.6,0.29,0.0,0.57,0.0,0.0,0.0,0.3,0.31,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.15,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.29,0.45,0.41,0.0,0.3,0.46,0.28,0.58,0.15,0.0,0.0,0.0,0.0,0.0,0.46,0.3,0.0,0.0,0.44,0.6,0.6,0.0,0.77,0.72,0.43,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.29,0.0,0.38,0.0,0.0,0.16,0.0,0.72,0.76,0.3,0.81,0.0,0.74,0.0,0.78,0.58,0.0,0.56,0.45,0.42,0.31,0.0,0.31,0.66,0.44,0.31,0.0,0.3,0.62,0.0,0.59,0.0,0.46,0.0,0.0,0.48,0.0,0.25,0.29,0.15,0.0,0.15,0.31,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.84,0.86,0.77,0.69,0.75,0.71,0.78,0.59,0.65,0.55,0.55,0.59,0.55,0.54,0.57,0.63,0.59,0.45,0.45,0.43,0.44,0.43,0.4,0.4,0.42,0.42,0.44,0.3,0.3,0.3,0.33,0.27,0.31,0.28,0.29,0.28,0.31,0.29,0.31,0.16,0.0,0.15,0.0,0.17,0.29,0.28,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29
10/29/2021,0.0,0.0,0.7,0.75,0.57,0.67,0.81,0.73,0.0,0.77,0.16,0.68,0.76,0.72,0.0,0.0,0.6,0.73,0.0,0.0,0.52,0.75,0.6,0.15,0.0,0.76,0.76,0.76,0.0,0.44,0.59,0.75,0.68,0.58,0.61,0.59,0.75,0.58,0.0,0.71,0.83,0.0,0.71,0.61,0.75,0.78,0.0,0.8,0.43,0.0,0.0,0.68,0.43,0.59,0.75,0.0,0.0,0.0,0.47,0.3,0.45,0.46,0.74,0.0,0.61,0.28,0.57,0.33,0.0,0.48,0.0,0.78,0.71,0.58,0.0,0.61,0.58,0.28,0.75,0.43,0.0,0.0,0.61,0.44,0.59,0.44,0.63,0.64,0.0,0.0,0.0,0.45,0.29,0.29,0.15,0.28,0.44,0.57,0.58,0.28,0.0,0.0,0.6,0.42,0.72,0.32,0.0,0.3,0.0,0.29,0.0,0.45,0.42,0.15,0.61,0.29,0.27,0.78,0.45,0.42,0.56,0.41,0.3,0.0,0.42,0.4,0.43,0.47,0.0,0.0,0.0,0.6,0.29,0.0,0.57,0.0,0.0,0.0,0.3,0.31,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.15,0.3,0.15,0.15,0.0,0.0,0.0,0.0,0.29,0.45,0.41,0.0,0.3,0.46,0.28,0.58,0.15,0.0,0.0,0.0,0.0,0.0,0.46,0.3,0.0,0.0,0.44,0.6,0.6,0.0,0.77,0.72,0.43,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.29,0.0,0.38,0.0,0.0,0.16,0.0,0.72,0.76,0.3,0.81,0.0,0.74,0.0,0.78,0.58,0.0,0.56,0.45,0.42,0.31,0.0,0.31,0.66,0.44,0.31,0.0,0.3,0.62,0.0,0.59,0.0,0.46,0.0,0.0,0.48,0.0,0.25,0.29,0.15,0.0,0.15,0.31,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.84,0.86,0.77,0.69,0.75,0.71,0.78,0.59,0.65,0.55,0.55,0.59,0.55,0.54,0.57,0.63,0.59,0.45,0.45,0.43,0.44,0.43,0.4,0.4,0.42,0.42,0.44,0.3,0.3,0.3,0.33,0.27,0.31,0.28,0.29,0.28,0.31,0.29,0.31,0.16,0.0,0.15,0.0,0.17,0.29,0.28,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29
11/01/2021,0.0,0.0,0.67,0.8,0.56,0.64,0.82,0.72,0.0,0.77,0.15,0.68,0.75,0.71,0.0,0.0,0.6,0.74,0.0,0.0,0.52,0.75,0.58,0.15,0.0,0.79,0.77,0.76,0.0,0.44,0.6,0.78,0.68,0.59,0.61,0.6,0.81,0.58,0.0,0.63,0.83,0.0,0.69,0.62,0.74,0.77,0.0,0.79,0.45,0.0,0.0,0.67,0.44,0.58,0.73,0.0,0.0,0.0,0.45,0.3,0.45,0.47,0.74,0.0,0.59,0.28,0.55,0.34,0.0,0.46,0.0,0.76,0.73,0.6,0.0,0.6,0.58,0.28,0.72,0.45,0.0,0.0,0.62,0.43,0.57,0.45,0.59,0.64,0.0,0.0,0.0,0.42,0.29,0.29,0.0,0.28,0.44,0.57,0.6,0.28,0.15,0.0,0.56,0.45,0.73,0.32,0.0,0.29,0.0,0.29,0.0,0.45,0.42,0.15,0.61,0.29,0.27,0.75,0.43,0.43,0.56,0.41,0.3,0.0,0.42,0.39,0.43,0.46,0.0,0.0,0.0,0.61,0.28,0.0,0.57,0.0,0.0,0.0,0.31,0.32,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.3,0.16,0.15,0.0,0.0,0.0,0.0,0.29,0.46,0.45,0.16,0.3,0.46,0.29,0.6,0.15,0.0,0.0,0.0,0.0,0.0,0.45,0.3,0.0,0.0,0.45,0.61,0.57,0.0,0.76,0.72,0.44,0.0,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.31,0.0,0.39,0.0,0.0,0.16,0.0,0.72,0.75,0.33,0.8,0.0,0.77,0.0,0.8,0.58,0.0,0.55,0.46,0.42,0.31,0.0,0.31,0.66,0.44,0.32,0.0,0.29,0.58,0.0,0.55,0.0,0.45,0.0,0.0,0.49,0.0,0.24,0.3,0.16,0.0,0.15,0.31,0.0,0.15,0.0,0.0,0.0,0.17,0.0,0.84,0.86,0.79,0.68,0.72,0.74,0.75,0.59,0.61,0.57,0.54,0.57,0.53,0.56,0.59,0.63,0.59,0.44,0.44,0.42,0.44,0.44,0.36,0.41,0.43,0.46,0.43,0.3,0.32,0.28,0.34,0.29,0.32,0.28,0.3,0.29,0.31,0.29,0.32,0.16,0.0,0.15,0.0,0.18,0.28,0.29,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.22
11/02/2021,0.0,0.0,0.67,0.79,0.56,0.64,0.82,0.72,0.0,0.78,0.15,0.67,0.75,0.73,0.0,0.0,0.62,0.74,0.0,0.0,0.51,0.74,0.59,0.0,0.0,0.71,0.77,0.77,0.0,0.44,0.59,0.79,0.68,0.59,0.58,0.6,0.81,0.6,0.0,0.63,0.83,0.0,0.7,0.61,0.75,0.77,0.0,0.8,0.41,0.0,0.0,0.68,0.44,0.59,0.74,0.0,0.0,0.0,0.45,0.3,0.44,0.46,0.72,0.0,0.6,0.29,0.55,0.34,0.0,0.46,0.0,0.76,0.73,0.59,0.0,0.6,0.57,0.29,0.73,0.45,0.0,0.0,0.62,0.42,0.58,0.45,0.6,0.64,0.0,0.0,0.0,0.41,0.29,0.29,0.0,0.28,0.44,0.56,0.59,0.29,0.15,0.0,0.57,0.45,0.72,0.3,0.0,0.3,0.0,0.29,0.0,0.45,0.42,0.15,0.61,0.3,0.28,0.74,0.44,0.43,0.55,0.4,0.3,0.0,0.42,0.38,0.43,0.45,0.0,0.0,0.0,0.6,0.29,0.0,0.52,0.0,0.0,0.0,0.3,0.32,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.15,0.3,0.16,0.15,0.0,0.0,0.0,0.0,0.29,0.46,0.46,0.16,0.3,0.45,0.28,0.59,0.16,0.0,0.0,0.0,0.0,0.0,0.45,0.3,0.0,0.0,0.46,0.62,0.57,0.0,0.78,0.73,0.43,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.16,0.0,0.71,0.74,0.34,0.8,0.0,0.78,0.0,0.81,0.59,0.0,0.55,0.46,0.44,0.31,0.0,0.31,0.67,0.45,0.32,0.0,0.29,0.58,0.0,0.55,0.0,0.45,0.0,0.0,0.48,0.0,0.24,0.31,0.16,0.0,0.16,0.32,0.0,0.15,0.0,0.0,0.0,0.18,0.0,0.83,0.86,0.79,0.66,0.72,0.75,0.85,0.59,0.61,0.57,0.54,0.57,0.52,0.56,0.58,0.64,0.59,0.43,0.44,0.43,0.45,0.43,0.36,0.41,0.42,0.45,0.42,0.3,0.32,0.28,0.33,0.28,0.32,0.28,0.31,0.29,0.31,0.29,0.32,0.16,0.0,0.15,0.0,0.18,0.28,0.29,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.22
