,TFDXX,HOLD,Fidelity® Inv MM Fds Government III,NYT,INSG,AKTS,GNOG,REGI,SAVE,SABR,ALX,PING,FTOC,RNG,NFE,LTC,NMR,UEIC,EVER,ZG,DOYU,MSGE,BEPC,TREE,HBC2.,MNST,SDGR,FFIV,DNOW,WBK,HAS,FCFS,ETSY,MRCY,LFC,SAIL,ROAD,GO,CSN.MX,CWEN,PTC,PVH,OLED,VZ,FSLY,BBY,MKC,FIVE,MKTX,BEKE,WH,PCG,EHTH,APPF,GRUB,Cash,FCGXX,AI,BE,MFG,GNW,TPIC,ADNT,HAL,AL,CTXS,TDS,QSR,SPOT,BFAM,ELAN,RDFN,NOV,NLSN,ARMK,SNA,PLAN,DY,DAN,AXL,CCMP,T,APPN,POLY,AYX,ZTO,TTWO,LMND,LZB,COUP,LOGN.SW,n/a,VRTX,CVNA,RIOT,GDS,FUN,POSH,BYND,TDOC,DXC,RXT,WU,HNST,LYFT,RIO,FRPT,TER,CHRW,COUR,ABEV,ALRM,AEO,COTY,HCSG,JMIA,YEXT,WHR,BBD,PRPL,NWL,MMS,KN,FMC,MKSI,INTC,MBUU,PUBM,AVT,CRI,HPQ,PAYA,CPB,TWM,SRG,ENR,NATI,BSAC,STRA,AMKR,FVRR,SNBR,MGNI,DRQ,USM,SVC,WGO,KAR,TMX,TPR,CX,VIV,NTCT,GDDY,MMM,PHM,EMN,BKI,DBK.DE,BFLY,ZM,VFC,SFT,OLLI,SUMO,TPX,FOUR,JACK,WIX,SFIX,C,COF,JKHY,EEFT,GH,XRX,GLBE,BRFS,SAJA.,PINS,CRSR,INTA,COLD,SUZ,KTOS,ERIC,PEGA,RKT,MRNA,RAD,STEM,MUFG,BVXB.,EGHT,NTGR,NCR,TTEC,CZR,BWA,JBGS,BABA,SMFG,LEG,GSHD,TWO,GWRE,THO,MLCO,LVS,CAT,PCOR,DDOG,SANM,OMF,HBI,ORLY,YOU,SBGI,SAN,QTRX,IWM,SUM
10/11/2021,168.78,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.41,0.0,0.0,0.0,0.0,-2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,0.0,21.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27,-1.26,0.0,0.0,-1.13,0.0,0.0,0.0,0.0,-2.69,0.0,-2.41,0.0,0.0,-0.84,-1.89,0.0,-1.6,0.0,0.0,-1.6,0.0,-2.05,0.0,-1.21,-63.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,-1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.76,0.0,0.0,-1.08,-1.0,0.0,-2.4,-1.25,-1.26,-2.36,0.0,-1.2,-2.3,-1.16,-1.17,-1.24,-1.38,-2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/12/2021,168.2,27.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.43,0.0,0.0,0.0,0.0,-2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,22.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,-1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67,0.0,-2.41,0.0,0.0,-0.83,0.0,0.0,-1.6,0.0,0.0,-1.67,0.0,-2.08,0.0,-1.21,-68.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81,-1.66,0.0,0.0,0.0,0.0,0.0,-2.3,0.0,-2.81,0.0,0.0,-1.08,-0.34,0.0,-2.4,-0.51,-1.25,-2.33,0.0,-1.18,-0.76,-1.17,-1.8,-1.23,-1.38,0.0,-1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/13/2021,168.2,27.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.43,0.0,0.0,0.0,0.0,-2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.51,0.0,0.0,22.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,-1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.67,0.0,-2.41,0.0,0.0,-0.83,0.0,0.0,-1.6,0.0,0.0,-1.67,0.0,-2.08,0.0,-1.21,-68.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81,-1.66,0.0,0.0,0.0,0.0,0.0,-2.3,0.0,-2.81,0.0,0.0,-1.08,-0.34,0.0,-2.4,-0.51,-1.25,-2.33,0.0,-1.18,-0.76,-1.17,-1.8,-1.23,-1.38,0.0,-1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/14/2021,177.87,28.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.55,0.0,0.0,0.0,0.0,-2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.55,0.0,0.0,23.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,0.0,-2.48,0.0,0.0,-0.88,0.0,0.0,-1.73,0.0,0.0,0.0,0.0,-2.17,0.0,-1.27,-72.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.89,-1.72,-1.1,0.0,0.0,0.0,0.0,-2.37,0.0,-2.99,0.0,0.0,-2.12,-0.35,0.0,-2.47,-0.54,-1.28,-2.46,0.0,-1.2,-0.81,-1.21,-1.89,-1.29,-1.46,0.0,-2.22,-1.33,-1.61,-2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/15/2021,180.83,29.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,0.0,0.0,0.0,0.0,-2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.57,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.86,0.0,-2.55,0.0,0.0,-0.89,-2.26,0.0,-1.87,0.0,0.0,0.0,0.0,-2.21,0.0,-1.3,-77.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,-1.72,-1.12,0.0,0.0,0.0,0.0,0.0,0.0,-3.03,0.0,0.0,-2.2,-0.36,0.0,-2.44,-0.56,-1.33,-2.51,0.0,-1.22,-0.82,-1.24,-1.91,-1.3,-1.5,0.0,-2.25,-1.44,-1.62,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
10/18/2021,183.07,29.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.73,0.0,0.0,0.0,0.0,-2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.61,0.0,0.0,28.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35,-1.37,0.0,0.0,0.0,-1.91,0.0,0.0,0.0,-2.88,0.0,-2.6,0.0,0.0,-0.91,-2.28,-2.06,-1.97,0.0,0.0,0.0,0.0,-2.24,0.0,-1.33,-72.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.04,-3.0,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,-3.09,0.0,0.0,-2.25,-0.36,0.0,-3.33,-0.58,-1.38,-2.53,0.0,-1.21,-0.83,-1.27,-1.95,-2.65,-1.49,0.0,-2.29,-1.65,-1.65,-2.14,-1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/19/2021,157.69,25.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38,0.0,0.0,0.0,0.0,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,-1.04,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18,-1.19,0.0,0.0,0.0,-1.66,0.0,0.0,0.0,-2.55,0.0,-2.27,0.0,0.0,0.0,-1.99,-1.78,-1.89,0.0,0.0,0.0,0.0,-1.93,0.0,-1.14,-56.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,-2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99,-0.32,0.0,-2.79,0.0,-1.18,-2.27,0.0,0.0,0.0,-1.11,-1.77,-2.39,-1.31,0.0,-1.98,0.0,-1.45,-1.91,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999997
10/20/2021,157.69,25.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38,0.0,0.0,0.0,0.0,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,-1.04,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18,-1.19,0.0,0.0,0.0,-1.66,0.0,0.0,0.0,-2.55,0.0,-2.27,0.0,0.0,0.0,-1.99,-1.78,-1.89,0.0,0.0,0.0,0.0,-1.93,0.0,-1.14,-56.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,-2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99,-0.32,0.0,-2.79,0.0,-1.18,-2.27,0.0,0.0,0.0,-1.11,-1.77,-2.39,-1.31,0.0,-1.98,0.0,-1.45,-1.91,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999997
10/21/2021,157.69,25.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38,0.0,0.0,0.0,0.0,-1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,-1.04,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18,-1.19,0.0,0.0,0.0,-1.66,0.0,0.0,0.0,-2.55,0.0,-2.27,0.0,0.0,0.0,-1.99,-1.78,-1.89,0.0,0.0,0.0,0.0,-1.93,0.0,-1.14,-56.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,-2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99,-0.32,0.0,-2.79,0.0,-1.18,-2.27,0.0,0.0,0.0,-1.11,-1.77,-2.39,-1.31,0.0,-1.98,0.0,-1.45,-1.91,-1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999997
10/22/2021,191.18,30.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.92,0.0,0.0,0.0,0.0,-2.52,0.0,-2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.95,-2.15,0.0,0.0,0.0,-2.77,0.0,0.0,0.0,-3.17,0.0,-2.87,0.0,0.0,0.0,-2.4,-2.28,-2.76,0.0,0.0,0.0,0.0,-3.17,0.0,-1.41,-70.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.19,-3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.44,-0.4,0.0,-3.46,0.0,-2.28,-2.74,0.0,0.0,0.0,-1.33,-2.14,-2.89,-1.59,-1.73,-2.38,0.0,-1.78,-2.36,-1.81,-1.27,-1.28,-7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
10/25/2021,174.06,28.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68,0.0,0.0,0.0,0.0,-2.28,0.0,-3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38,0.0,0.0,26.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-1.97,0.0,0.0,0.0,-2.61,0.0,0.0,0.0,-2.73,0.0,-2.75,0.0,0.0,0.0,-2.2,-2.11,-2.31,0.0,0.0,0.0,0.0,-2.9,0.0,-1.29,-47.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.99,0.0,0.0,0.0,0.0,0.0,0.0,-1.68,0.0,0.0,0.0,-2.2,-0.35,0.0,-2.72,0.0,-2.18,-3.56,0.0,0.0,0.0,-1.21,-2.0,-2.67,-1.45,-1.6,-2.18,0.0,-1.63,-2.15,-1.74,-1.12,-1.16,-6.42,-1.32,-1.33,-1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/26/2021,172.94,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,-2.66,0.0,0.0,0.0,0.0,-2.27,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.85,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,-2.68,0.0,-2.83,0.0,0.0,0.0,-3.97,-2.02,-2.26,0.0,0.0,0.0,0.0,-3.36,0.0,-1.27,-45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,-2.18,-0.35,0.0,0.0,0.0,-2.13,-3.63,0.0,0.0,0.0,0.0,0.0,-2.63,-1.43,-1.4,-2.17,0.0,-1.61,-2.19,0.0,-1.09,-1.15,-6.4,-1.29,-1.31,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/27/2021,172.94,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,-2.66,0.0,0.0,0.0,0.0,-2.27,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.85,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,-2.68,0.0,-2.83,0.0,0.0,0.0,-3.97,-2.02,-2.26,0.0,0.0,0.0,0.0,-3.36,0.0,-1.27,-45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,-2.18,-0.35,0.0,0.0,0.0,-2.13,-3.63,0.0,0.0,0.0,0.0,0.0,-2.63,-1.43,-1.4,-2.17,0.0,-1.61,-2.19,0.0,-1.09,-1.15,-6.4,-1.29,-1.31,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
