,AAPL,MSFT,AMZN,GOOG,GOOGL,FB,Taiwan Semiconductor Manufacturing Co. Ltd. Sponsored ADR,V,JPM,UNH,700.HK,ADBE,BAC,TSLA,HD,PYPL,DIS,Alibaba Group Holding Ltd.,Samsung Electronics Co. Ltd. Sponsored GDR,JNJ,NVDA,CRM,TXN,TMO,NKE,NESN.SW,ASML.AS,CSCO,ABT,HON,MDT,DHR,SBUX,LLY,INTC,INTU,PFE,COST,6758.T,ORCL,ROG.SW,PLD,AMAT,GS,AVGO,C,AXP,WFC,QCOM,XOM,7203.T,UNP,T,LOW,AMGN,EL,BRK.B,ITW,MRK,CHTR,NOVOB.CO,PEP,ACN,DE,NEE,ETN,A,CMCSA,PG,TT,LIN,RTX,WMT,CVX,MMC,WM,PH,AMT,MS,Infosys Limited Sponsored ADR,TEL,NSC,TJX,SCHW,ALL,7741.T,PSA,CSX,ANTM,CSL.AX,CVS,TGT,CHD,CB,9984.T,NOVN.SW,MC.PA,CMI,BDX,MCD,China Merchants Bank Co. Ltd. Class H,LUMI.TA,GEBN.SW,NFLX,ROST,III.L,DFS,ORLY,IBM,CAP.PA,FDX,3690.HK,LMT,KO,CAT,AZN.L,7951.T,ADS.DE,UPS,AFL,NXRT,EBAY,Shopify Inc. Class A,SAP.DE,BMY,MA,ADP,MMM,PM,DPW.DE,MRK.DE,BA,BIIB,1299.HK,VZ,EMR,Royal Dutch Shell Plc Class B,PNC,DSM.AS,GD,SIE.DE,MKC,ALV.DE,JCI,ANA.MC,GIVN.SW,ADM,TD.TO,RY.TO,9433.T,CLX,GILD,HSY,MET,RIO.L,Vale S.A. Sponsored ADR,AEP,USB,BKNG,SU.PA,KER.PA,BAM.A.TO,United Microelectronics Corp. Sponsored ADR,EOG,MQG.AX,CL,GLW,SCP.AX,SGE.L,OR.PA,S68.SI,BAX,COF,NOC,KEYS,6981.T,4543.T,CNR.TO,TRV,NA.TO,HSBA.L,SYY,BK,PRU,Dr. Reddy's Laboratories Ltd. Sponsored ADR,EXPN.L,SAN.PA,RELX PLC,DG.PA,ROIC,WTB.L,ECL,4901.T,DAI.DE,ALXN,16.HK,Reliance Industries Limited Sponsored GDR 144A,COP.DE,388.HK,ABBN.SW,Atlas Copco AB Class B,035420.KS,CTSH,TSM,9988.HK,SSU.,NOVO B.CO,INFY,REL.L,M4B.,4970.T,SHOP,RYDBF,VALE,UMC,RDY,ATCOB.ST,RIGDS.,KMB,WES.AX,CMPUY,ABBV,RITN.,Compagnie Financiere Richemont SA,EL.PA,MRNA,T.TO,BAM,4568.T,8035.T,6861.T,UMH,n/a,COP,UCB.BR,TTE.PA,SPG,IBN,PRX.AS,F,AMD,MCK,CFR.SW,DLTR,6902.T,HPQ,SSU.DE,SHEL.L,MPC,VLO,PXD,RIGDS,SJM,TSN,PEG,GSK.L,BHP.AX,MTB,DGE.L,SUM
10/13/2021,3.31,2.99,2.0,1.29,1.25,1.01,0.0,0.8,0.91,0.67,0.58,0.65,0.73,0.76,0.55,0.53,0.59,0.0,0.0,0.51,0.52,0.56,0.5,0.54,0.46,0.45,0.5,0.48,0.43,0.43,0.42,0.44,0.39,0.4,0.38,0.41,0.41,0.43,0.39,0.41,0.36,0.37,0.32,0.36,0.35,0.35,0.34,0.36,0.29,0.33,0.31,0.31,0.3,0.34,0.26,0.3,0.31,0.29,0.31,0.29,0.0,0.31,0.31,0.29,0.31,0.29,0.29,0.27,0.29,0.26,0.28,0.29,0.27,0.28,0.3,0.29,0.26,0.25,0.29,0.0,0.28,0.25,0.24,0.28,0.24,0.27,0.24,0.24,0.24,0.24,0.25,0.22,0.23,0.26,0.19,0.21,0.21,0.23,0.21,0.24,0.0,0.25,0.22,0.26,0.19,0.22,0.24,0.22,0.22,0.23,0.16,0.18,0.19,0.21,0.19,0.2,0.22,0.17,0.18,0.21,0.23,0.22,0.0,0.19,0.17,0.18,0.2,0.17,0.18,0.17,0.21,0.18,0.15,0.17,0.17,0.18,0.0,0.19,0.19,0.19,0.18,0.16,0.16,0.17,0.19,0.17,0.18,0.17,0.17,0.18,0.15,0.17,0.17,0.18,0.14,0.0,0.16,0.18,0.18,0.16,0.13,0.0,0.0,0.17,0.18,0.0,0.14,0.17,0.16,0.14,0.0,0.15,0.16,0.16,0.15,0.14,0.16,0.16,0.15,0.15,0.14,0.16,0.16,0.16,0.0,0.15,0.13,0.0,0.13,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.78,0.4,0.44,0.34,0.27,0.23,0.21,0.0,0.18,0.21,0.0,0.18,0.0,0.13,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.0,0.13,0.17,0.14,0.0,0.0,0.0,0.18,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.00999999999999
10/19/2021,3.28,3.02,2.03,1.27,1.24,0.98,0.0,0.79,0.87,0.69,0.58,0.67,0.75,0.8,0.56,0.53,0.57,0.0,0.0,0.5,0.53,0.59,0.49,0.53,0.46,0.45,0.52,0.47,0.42,0.43,0.42,0.44,0.39,0.4,0.38,0.42,0.39,0.42,0.41,0.41,0.36,0.39,0.32,0.37,0.35,0.35,0.34,0.36,0.29,0.32,0.31,0.32,0.28,0.35,0.25,0.3,0.31,0.3,0.29,0.28,0.0,0.3,0.32,0.27,0.31,0.3,0.29,0.26,0.29,0.26,0.29,0.28,0.27,0.28,0.3,0.29,0.26,0.25,0.29,0.0,0.27,0.26,0.24,0.28,0.24,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.22,0.26,0.18,0.2,0.22,0.22,0.21,0.23,0.0,0.25,0.22,0.25,0.18,0.23,0.23,0.23,0.22,0.24,0.16,0.2,0.2,0.2,0.19,0.2,0.23,0.17,0.18,0.21,0.23,0.21,0.0,0.2,0.17,0.18,0.2,0.17,0.18,0.16,0.21,0.17,0.15,0.16,0.17,0.18,0.0,0.19,0.2,0.19,0.18,0.15,0.16,0.18,0.2,0.16,0.18,0.17,0.17,0.18,0.15,0.16,0.17,0.18,0.14,0.0,0.16,0.17,0.18,0.16,0.14,0.0,0.0,0.16,0.18,0.0,0.14,0.17,0.15,0.15,0.0,0.14,0.16,0.16,0.16,0.14,0.16,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.0,0.15,0.0,0.0,0.13,0.14,0.14,0.14,0.15,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.79,0.41,0.43,0.35,0.28,0.24,0.21,0.0,0.18,0.22,0.0,0.17,0.0,0.14,0.17,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.18,0.14,0.0,0.0,0.0,0.2,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.06
10/20/2021,3.28,3.02,2.03,1.27,1.24,0.98,0.0,0.79,0.87,0.69,0.58,0.67,0.75,0.8,0.56,0.53,0.57,0.0,0.0,0.5,0.53,0.59,0.49,0.53,0.46,0.45,0.52,0.47,0.42,0.43,0.42,0.44,0.39,0.4,0.38,0.42,0.39,0.42,0.41,0.41,0.36,0.39,0.32,0.37,0.35,0.35,0.34,0.36,0.29,0.32,0.31,0.32,0.28,0.35,0.25,0.3,0.31,0.3,0.29,0.28,0.0,0.3,0.32,0.27,0.31,0.3,0.29,0.26,0.29,0.26,0.29,0.28,0.27,0.28,0.3,0.29,0.26,0.25,0.29,0.0,0.27,0.26,0.24,0.28,0.24,0.27,0.25,0.25,0.24,0.25,0.24,0.23,0.22,0.26,0.18,0.2,0.22,0.22,0.21,0.23,0.0,0.25,0.22,0.25,0.18,0.23,0.23,0.23,0.22,0.24,0.16,0.2,0.2,0.2,0.19,0.2,0.23,0.17,0.18,0.21,0.23,0.21,0.0,0.2,0.17,0.18,0.2,0.17,0.18,0.16,0.21,0.17,0.15,0.16,0.17,0.18,0.0,0.19,0.2,0.19,0.18,0.15,0.16,0.18,0.2,0.16,0.18,0.17,0.17,0.18,0.15,0.16,0.17,0.18,0.14,0.0,0.16,0.17,0.18,0.16,0.14,0.0,0.0,0.16,0.18,0.0,0.14,0.17,0.15,0.15,0.0,0.14,0.16,0.16,0.16,0.14,0.16,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.0,0.15,0.0,0.0,0.13,0.14,0.14,0.14,0.15,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.79,0.41,0.43,0.35,0.28,0.24,0.21,0.0,0.18,0.22,0.0,0.17,0.0,0.14,0.17,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.18,0.14,0.0,0.0,0.0,0.2,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.06
10/21/2021,3.32,3.04,2.05,1.28,1.25,1.01,0.0,0.78,0.87,0.68,0.59,0.68,0.75,0.83,0.57,0.54,0.56,0.0,0.0,0.49,0.54,0.58,0.49,0.53,0.47,0.45,0.52,0.47,0.42,0.43,0.39,0.44,0.39,0.4,0.38,0.43,0.39,0.43,0.4,0.41,0.36,0.4,0.33,0.37,0.35,0.34,0.34,0.37,0.29,0.32,0.32,0.32,0.27,0.36,0.25,0.3,0.3,0.29,0.29,0.28,0.0,0.3,0.32,0.27,0.3,0.3,0.29,0.25,0.29,0.26,0.29,0.28,0.27,0.28,0.3,0.29,0.26,0.25,0.28,0.0,0.27,0.26,0.24,0.28,0.23,0.26,0.25,0.25,0.24,0.24,0.24,0.24,0.22,0.25,0.18,0.2,0.22,0.22,0.21,0.23,0.0,0.25,0.22,0.25,0.18,0.23,0.23,0.23,0.21,0.23,0.16,0.19,0.2,0.2,0.19,0.2,0.23,0.17,0.18,0.2,0.23,0.21,0.0,0.2,0.16,0.18,0.2,0.17,0.18,0.16,0.21,0.17,0.14,0.16,0.17,0.18,0.0,0.19,0.2,0.19,0.18,0.15,0.16,0.18,0.2,0.17,0.18,0.17,0.17,0.17,0.15,0.16,0.17,0.18,0.14,0.0,0.15,0.17,0.18,0.16,0.14,0.0,0.0,0.16,0.18,0.0,0.14,0.17,0.15,0.14,0.0,0.14,0.16,0.16,0.16,0.14,0.16,0.17,0.14,0.16,0.15,0.15,0.16,0.15,0.0,0.15,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.8,0.41,0.43,0.35,0.29,0.24,0.21,0.0,0.18,0.22,0.0,0.17,0.0,0.13,0.17,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.14,0.0,0.18,0.13,0.0,0.0,0.0,0.2,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.09
10/22/2021,3.34,3.03,2.03,1.28,1.24,1.01,0.0,0.79,0.87,0.68,0.58,0.69,0.74,0.82,0.57,0.54,0.55,0.0,0.0,0.5,0.54,0.58,0.49,0.53,0.46,0.44,0.52,0.47,0.42,0.43,0.4,0.44,0.39,0.4,0.38,0.43,0.39,0.43,0.4,0.41,0.35,0.39,0.33,0.37,0.35,0.34,0.34,0.37,0.3,0.33,0.32,0.32,0.27,0.35,0.25,0.29,0.3,0.29,0.29,0.28,0.0,0.3,0.32,0.28,0.3,0.3,0.29,0.26,0.28,0.26,0.29,0.28,0.28,0.28,0.3,0.29,0.26,0.25,0.28,0.0,0.27,0.26,0.23,0.28,0.23,0.27,0.25,0.25,0.24,0.24,0.24,0.23,0.22,0.26,0.19,0.2,0.21,0.22,0.21,0.23,0.0,0.25,0.22,0.25,0.18,0.23,0.23,0.23,0.21,0.24,0.16,0.2,0.2,0.2,0.19,0.2,0.23,0.17,0.18,0.2,0.23,0.21,0.0,0.19,0.16,0.18,0.2,0.17,0.18,0.16,0.21,0.16,0.14,0.16,0.17,0.18,0.0,0.19,0.2,0.19,0.18,0.15,0.16,0.18,0.2,0.17,0.18,0.17,0.17,0.17,0.14,0.16,0.17,0.18,0.14,0.0,0.16,0.17,0.17,0.16,0.13,0.0,0.0,0.16,0.19,0.0,0.14,0.17,0.15,0.14,0.0,0.14,0.16,0.16,0.16,0.13,0.16,0.17,0.14,0.15,0.14,0.15,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.8,0.41,0.43,0.35,0.29,0.24,0.21,0.0,0.19,0.22,0.0,0.17,0.0,0.14,0.17,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.14,0.0,0.18,0.0,0.13,0.0,0.0,0.2,0.14,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03999999999999
10/26/2021,3.42,3.11,2.08,1.32,1.27,1.04,0.0,0.79,0.87,0.72,0.59,0.71,0.76,0.85,0.59,0.48,0.55,0.0,0.0,0.5,0.54,0.57,0.5,0.56,0.47,0.46,0.51,0.47,0.44,0.43,0.39,0.45,0.39,0.4,0.39,0.44,0.4,0.44,0.4,0.41,0.35,0.41,0.32,0.36,0.35,0.33,0.34,0.37,0.3,0.32,0.31,0.32,0.27,0.36,0.25,0.29,0.3,0.29,0.3,0.29,0.0,0.3,0.32,0.28,0.31,0.3,0.29,0.26,0.28,0.26,0.29,0.28,0.28,0.28,0.31,0.3,0.26,0.26,0.28,0.0,0.27,0.26,0.24,0.29,0.23,0.26,0.25,0.25,0.26,0.24,0.24,0.23,0.22,0.26,0.19,0.2,0.22,0.22,0.21,0.22,0.0,0.26,0.22,0.26,0.18,0.23,0.22,0.24,0.19,0.23,0.16,0.2,0.2,0.2,0.19,0.2,0.22,0.17,0.18,0.2,0.24,0.21,0.0,0.19,0.16,0.18,0.2,0.17,0.18,0.16,0.22,0.16,0.14,0.16,0.17,0.18,0.0,0.2,0.2,0.19,0.17,0.15,0.16,0.18,0.21,0.17,0.18,0.17,0.17,0.17,0.14,0.16,0.17,0.18,0.0,0.0,0.16,0.17,0.17,0.16,0.13,0.0,0.0,0.16,0.19,0.0,0.14,0.18,0.15,0.14,0.0,0.15,0.15,0.16,0.16,0.13,0.15,0.18,0.15,0.15,0.15,0.15,0.17,0.16,0.0,0.16,0.0,0.0,0.13,0.14,0.13,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.81,0.43,0.43,0.35,0.28,0.24,0.22,0.0,0.19,0.22,0.0,0.17,0.0,0.13,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.13,0.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.59
11/02/2021,3.42,3.31,2.03,1.36,1.33,0.98,0.0,0.73,0.87,0.75,0.56,0.72,0.78,1.06,0.6,0.46,0.54,0.0,0.0,0.49,0.61,0.59,0.46,0.58,0.48,0.48,0.53,0.47,0.45,0.42,0.39,0.45,0.36,0.42,0.34,0.47,0.4,0.45,0.41,0.4,0.35,0.4,0.33,0.37,0.37,0.33,0.33,0.37,0.3,0.33,0.31,0.34,0.27,0.37,0.25,0.3,0.3,0.3,0.32,0.26,0.0,0.31,0.33,0.27,0.31,0.3,0.29,0.24,0.29,0.26,0.29,0.27,0.28,0.29,0.31,0.29,0.25,0.26,0.28,0.0,0.27,0.27,0.24,0.28,0.23,0.26,0.26,0.26,0.26,0.25,0.25,0.24,0.23,0.27,0.18,0.2,0.22,0.22,0.21,0.23,0.0,0.27,0.22,0.27,0.19,0.24,0.2,0.22,0.19,0.25,0.16,0.18,0.17,0.21,0.19,0.2,0.23,0.17,0.2,0.2,0.24,0.21,0.0,0.19,0.16,0.17,0.21,0.16,0.17,0.16,0.22,0.16,0.14,0.16,0.17,0.18,0.0,0.19,0.2,0.19,0.17,0.15,0.16,0.18,0.22,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.16,0.17,0.0,0.0,0.16,0.17,0.17,0.16,0.13,0.0,0.0,0.17,0.19,0.0,0.13,0.17,0.15,0.15,0.0,0.14,0.14,0.14,0.17,0.13,0.15,0.18,0.15,0.15,0.15,0.14,0.17,0.15,0.0,0.16,0.13,0.0,0.13,0.13,0.13,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.79,0.41,0.42,0.36,0.26,0.24,0.22,0.0,0.18,0.2,0.0,0.17,0.0,0.13,0.16,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.14,0.13,0.18,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.97
11/03/2021,3.42,3.31,2.03,1.36,1.33,0.98,0.0,0.73,0.87,0.75,0.56,0.72,0.78,1.06,0.6,0.46,0.54,0.0,0.0,0.49,0.61,0.59,0.46,0.58,0.48,0.48,0.53,0.47,0.45,0.42,0.39,0.45,0.36,0.42,0.34,0.47,0.4,0.45,0.41,0.4,0.35,0.4,0.33,0.37,0.37,0.33,0.33,0.37,0.3,0.33,0.31,0.34,0.27,0.37,0.25,0.3,0.3,0.3,0.32,0.26,0.0,0.31,0.33,0.27,0.31,0.3,0.29,0.24,0.29,0.26,0.29,0.27,0.28,0.29,0.31,0.29,0.25,0.26,0.28,0.0,0.27,0.27,0.24,0.28,0.23,0.26,0.26,0.26,0.26,0.25,0.25,0.24,0.23,0.27,0.18,0.2,0.22,0.22,0.21,0.23,0.0,0.27,0.22,0.27,0.19,0.24,0.2,0.22,0.19,0.25,0.16,0.18,0.17,0.21,0.19,0.2,0.23,0.17,0.2,0.2,0.24,0.21,0.0,0.19,0.16,0.17,0.21,0.16,0.17,0.16,0.22,0.16,0.14,0.16,0.17,0.18,0.0,0.19,0.2,0.19,0.17,0.15,0.16,0.18,0.22,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.16,0.17,0.0,0.0,0.16,0.17,0.17,0.16,0.13,0.0,0.0,0.17,0.19,0.0,0.13,0.17,0.15,0.15,0.0,0.14,0.14,0.14,0.17,0.13,0.15,0.18,0.15,0.15,0.15,0.14,0.17,0.15,0.0,0.16,0.13,0.0,0.13,0.13,0.13,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.79,0.41,0.42,0.36,0.26,0.24,0.22,0.0,0.18,0.2,0.0,0.17,0.0,0.13,0.16,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.14,0.13,0.18,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.97
11/05/2021,3.4,3.3,1.98,1.33,1.29,0.98,0.0,0.71,0.87,0.73,0.53,0.71,0.77,1.11,0.59,0.45,0.54,0.0,0.0,0.5,0.63,0.59,0.46,0.58,0.48,0.47,0.53,0.48,0.45,0.42,0.39,0.44,0.38,0.42,0.34,0.46,0.42,0.45,0.43,0.4,0.36,0.41,0.34,0.37,0.37,0.32,0.32,0.37,0.3,0.33,0.31,0.33,0.27,0.37,0.26,0.31,0.3,0.3,0.33,0.26,0.0,0.31,0.33,0.28,0.31,0.31,0.29,0.25,0.29,0.26,0.3,0.27,0.28,0.29,0.3,0.29,0.26,0.26,0.29,0.0,0.28,0.26,0.24,0.28,0.23,0.27,0.26,0.25,0.25,0.25,0.25,0.24,0.23,0.26,0.18,0.2,0.22,0.22,0.21,0.23,0.0,0.26,0.22,0.26,0.19,0.23,0.2,0.22,0.19,0.25,0.16,0.18,0.17,0.2,0.19,0.21,0.23,0.17,0.19,0.2,0.24,0.21,0.0,0.19,0.16,0.16,0.21,0.17,0.17,0.17,0.22,0.16,0.14,0.16,0.16,0.18,0.0,0.19,0.2,0.18,0.18,0.15,0.16,0.18,0.22,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.16,0.17,0.0,0.0,0.16,0.17,0.17,0.17,0.13,0.0,0.0,0.17,0.19,0.0,0.14,0.17,0.15,0.15,0.0,0.14,0.14,0.14,0.17,0.0,0.15,0.18,0.15,0.15,0.14,0.14,0.17,0.15,0.0,0.16,0.14,0.0,0.13,0.14,0.13,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.79,0.4,0.43,0.37,0.27,0.24,0.21,0.0,0.18,0.2,0.0,0.17,0.0,0.13,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.14,0.0,0.18,0.13,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.15,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.88
11/08/2021,3.39,3.31,2.06,1.35,1.31,1.0,0.0,0.71,0.85,0.73,0.55,0.74,0.76,1.15,0.59,0.44,0.54,0.0,0.0,0.49,0.7,0.6,0.46,0.57,0.5,0.48,0.54,0.47,0.45,0.42,0.38,0.43,0.38,0.44,0.34,0.46,0.4,0.47,0.43,0.4,0.36,0.41,0.36,0.36,0.37,0.31,0.32,0.36,0.34,0.32,0.31,0.33,0.26,0.37,0.26,0.31,0.3,0.3,0.33,0.26,0.0,0.31,0.33,0.28,0.31,0.31,0.29,0.24,0.29,0.26,0.3,0.27,0.28,0.28,0.29,0.29,0.27,0.25,0.27,0.0,0.28,0.26,0.25,0.28,0.21,0.27,0.25,0.25,0.25,0.25,0.26,0.24,0.23,0.26,0.18,0.2,0.22,0.21,0.21,0.23,0.0,0.27,0.22,0.26,0.19,0.23,0.2,0.22,0.18,0.26,0.17,0.19,0.17,0.2,0.18,0.2,0.21,0.18,0.19,0.2,0.24,0.21,0.0,0.19,0.16,0.16,0.21,0.16,0.17,0.17,0.23,0.16,0.14,0.15,0.16,0.18,0.0,0.19,0.2,0.18,0.18,0.15,0.15,0.18,0.2,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.16,0.17,0.0,0.0,0.15,0.17,0.17,0.17,0.0,0.0,0.0,0.16,0.19,0.0,0.13,0.17,0.15,0.16,0.0,0.14,0.14,0.14,0.17,0.0,0.16,0.17,0.14,0.15,0.14,0.14,0.16,0.15,0.0,0.16,0.14,0.0,0.13,0.14,0.13,0.14,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.81,0.41,0.42,0.38,0.26,0.24,0.21,0.0,0.19,0.2,0.0,0.17,0.0,0.13,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.14,0.13,0.13,0.0,0.15,0.13,0.0,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.09
11/09/2021,3.39,3.3,2.09,1.35,1.31,1.01,0.0,0.73,0.85,0.73,0.53,0.73,0.75,1.14,0.59,0.43,0.55,0.0,0.0,0.49,0.7,0.6,0.47,0.55,0.5,0.48,0.55,0.47,0.43,0.42,0.39,0.41,0.39,0.43,0.34,0.45,0.44,0.46,0.43,0.39,0.35,0.4,0.36,0.36,0.38,0.31,0.33,0.36,0.36,0.33,0.31,0.33,0.26,0.37,0.25,0.32,0.3,0.3,0.29,0.26,0.0,0.31,0.33,0.28,0.31,0.31,0.28,0.25,0.29,0.26,0.3,0.28,0.28,0.28,0.29,0.29,0.27,0.25,0.27,0.0,0.29,0.26,0.25,0.28,0.21,0.27,0.25,0.25,0.25,0.25,0.26,0.23,0.23,0.26,0.18,0.2,0.23,0.21,0.21,0.23,0.0,0.27,0.22,0.25,0.2,0.23,0.2,0.22,0.18,0.25,0.17,0.19,0.18,0.2,0.19,0.2,0.2,0.18,0.19,0.2,0.25,0.21,0.0,0.19,0.16,0.17,0.21,0.16,0.17,0.17,0.21,0.17,0.14,0.15,0.16,0.18,0.0,0.19,0.2,0.18,0.18,0.15,0.16,0.18,0.2,0.17,0.18,0.17,0.17,0.16,0.14,0.15,0.16,0.17,0.0,0.0,0.15,0.17,0.18,0.17,0.13,0.0,0.0,0.17,0.19,0.0,0.14,0.18,0.15,0.16,0.0,0.14,0.14,0.14,0.17,0.0,0.15,0.18,0.14,0.15,0.14,0.15,0.16,0.15,0.0,0.16,0.13,0.0,0.13,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.81,0.39,0.42,0.37,0.26,0.24,0.21,0.0,0.19,0.2,0.0,0.17,0.0,0.13,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.13,0.18,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.15,0.13,0.0,0.14,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.09
