,TMO,VONG,ANGL,FCVT,LGLV,PWB,MGK,AGGY,FCOR,CWB,MGC,JNK,COF,JPM,NVDA,DHR,ETSY,AAPL,SPGP,BIV,TSLA,USMV,CSCO,ACN,LLY,QCOM,INTU,VCIT,ISTB,QQQ,MOAT.L,MOAT,NOBL,PFM,WFC,COP,GTO,PM,LMT,ATVI,CVX,VGT,QUAL,IWY,SUM
12/20/2021,0.0,7.09,6.8,6.4,6.85,7.29,6.8,6.85,6.81,6.37,6.72,6.73,4.01,4.12,4.49,4.42,3.87,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/21/2021,0.0,7.16,6.98,6.42,7.12,7.31,0.0,6.97,6.94,6.37,6.89,0.0,0.0,4.07,3.95,4.45,3.49,4.69,6.97,6.9,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/22/2021,0.0,7.16,6.98,6.42,7.12,7.31,0.0,6.97,6.94,6.37,6.89,0.0,0.0,4.07,3.95,4.45,3.49,4.69,6.97,6.9,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/23/2021,0.0,7.14,7.03,6.43,7.12,7.26,0.0,7.01,6.97,6.37,6.88,0.0,0.0,4.04,3.97,4.5,3.47,4.69,6.93,6.96,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/24/2021,0.0,7.19,6.95,6.48,7.07,7.35,0.0,6.9,6.87,6.42,6.89,0.0,0.0,4.03,4.1,4.43,3.52,4.7,6.94,6.84,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/27/2021,0.0,7.31,6.96,5.39,7.13,7.5,0.0,6.87,6.85,2.15,6.98,0.0,0.0,1.35,4.17,4.51,3.56,4.78,7.03,6.72,3.72,4.31,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/28/2021,0.0,7.31,6.96,5.39,7.13,7.5,0.0,6.87,6.85,2.15,6.98,0.0,0.0,1.35,4.17,4.51,3.56,4.78,7.03,6.72,3.72,4.31,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/29/2021,0.0,7.31,6.96,5.39,7.13,7.5,0.0,6.87,6.85,2.15,6.98,0.0,0.0,1.35,4.17,4.51,3.56,4.78,7.03,6.72,3.72,4.31,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/30/2021,0.0,7.33,6.89,5.37,7.14,7.55,0.0,6.78,6.78,2.13,6.97,0.0,0.0,1.34,4.3,4.55,3.54,4.83,7.05,6.65,3.77,4.3,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/31/2021,0.0,7.34,6.92,5.35,7.19,7.51,0.0,6.81,6.81,2.12,6.99,0.0,0.0,1.35,4.23,4.51,3.43,4.82,7.08,6.68,3.77,4.33,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,0.0,7.31,6.87,5.37,7.21,7.49,0.0,6.8,6.78,2.13,6.97,0.0,0.0,1.35,0.0,0.0,0.0,0.0,7.1,6.67,3.7,4.34,2.76,4.81,4.6,4.24,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,0.0,7.31,6.87,5.37,7.21,7.49,0.0,6.8,6.78,2.13,6.97,0.0,0.0,1.35,0.0,0.0,0.0,0.0,7.1,6.67,3.7,4.34,2.76,4.81,4.6,4.24,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,0.0,7.31,6.87,5.37,7.21,7.49,0.0,6.8,6.78,2.13,6.97,0.0,0.0,1.35,0.0,0.0,0.0,0.0,7.1,6.67,3.7,4.34,2.76,4.81,4.6,4.24,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/04/2022,0.0,7.31,6.87,5.37,7.21,7.49,0.0,6.8,6.78,2.13,6.97,0.0,0.0,1.35,0.0,0.0,0.0,0.0,7.1,6.67,3.7,4.34,2.76,4.81,4.6,4.24,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/05/2022,0.0,7.31,6.87,5.37,7.21,7.49,0.0,6.8,6.78,2.13,6.97,0.0,0.0,1.35,0.0,0.0,0.0,0.0,7.1,6.67,3.7,4.34,2.76,4.81,4.6,4.24,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/06/2022,0.0,7.24,6.86,5.33,7.2,7.42,0.0,0.0,0.0,2.12,6.92,0.0,0.0,1.34,0.0,0.0,0.0,0.0,7.06,6.64,3.64,4.32,2.74,4.8,4.57,4.23,3.49,7.34,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/07/2022,0.0,5.97,6.86,5.33,7.17,7.38,0.0,0.0,0.0,2.1,7.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,7.07,6.63,3.93,4.3,2.66,4.69,4.42,4.34,3.37,7.33,6.76,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
01/10/2022,0.0,5.89,6.91,5.29,7.2,7.27,0.0,0.0,0.0,2.09,6.99,0.0,0.0,1.42,0.0,0.0,0.0,0.0,7.08,6.73,3.79,4.33,2.67,4.69,4.39,4.4,3.3,7.42,6.87,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/11/2022,0.0,5.9,6.94,5.33,7.23,7.31,0.0,0.0,0.0,2.1,7.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,7.1,6.74,3.72,4.33,2.71,4.48,4.39,4.41,3.27,7.44,6.89,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/12/2022,0.0,5.87,6.96,5.31,7.23,0.0,0.0,0.0,0.0,2.1,7.02,0.0,0.0,1.46,0.0,0.0,0.0,0.0,7.09,6.75,3.61,4.34,2.73,4.42,4.42,4.3,3.18,7.46,6.93,1.26,7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/13/2022,0.0,5.92,7.02,5.35,7.25,0.0,0.0,0.0,0.0,2.12,7.07,0.0,0.0,1.48,0.0,0.0,0.0,0.0,7.17,6.81,3.75,4.36,2.79,4.49,4.46,4.32,3.23,7.52,6.98,1.27,0.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
01/14/2022,0.0,5.98,7.05,5.39,0.99,0.0,0.0,0.0,0.0,2.14,7.13,0.0,0.0,1.48,0.0,0.0,0.0,0.0,7.23,6.82,3.77,4.37,2.81,4.51,4.5,4.45,3.27,7.52,6.98,1.28,0.0,6.72,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/17/2022,0.0,0.0,6.76,6.66,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,6.53,3.75,6.74,3.97,4.34,4.2,4.29,3.13,7.21,6.68,6.89,0.0,7.26,7.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/18/2022,0.0,0.0,6.82,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,6.62,3.54,6.75,3.98,0.0,4.15,4.28,3.03,7.31,6.76,6.79,0.0,7.29,7.5,7.28,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
01/19/2022,0.0,0.0,6.78,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,6.56,3.59,6.69,0.0,0.0,4.04,4.38,3.01,7.24,6.73,6.81,0.0,7.32,7.44,7.22,4.5,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/20/2022,0.0,0.0,6.78,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,6.56,3.59,6.69,0.0,0.0,4.04,4.38,3.01,7.24,6.73,6.81,0.0,7.32,7.44,7.22,4.5,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/21/2022,0.0,0.0,6.77,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,3.55,6.67,0.0,0.0,4.12,4.18,2.95,7.23,6.75,6.68,0.0,7.25,7.41,7.17,4.43,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
01/24/2022,0.0,0.0,6.86,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,6.79,0.0,3.48,6.7,0.0,0.0,4.12,3.95,3.04,7.36,6.86,6.63,0.0,7.19,7.39,7.16,4.36,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/25/2022,0.0,0.0,6.94,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0,6.78,0.0,3.34,6.72,0.0,0.0,4.17,3.96,2.99,7.48,6.96,6.53,0.0,7.18,7.41,7.19,4.31,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/26/2022,0.0,0.0,6.94,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0,6.78,0.0,3.34,6.72,0.0,0.0,4.17,3.96,2.99,7.48,6.96,6.53,0.0,7.18,7.41,7.19,4.31,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/27/2022,0.0,0.0,6.91,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,3.28,6.73,0.0,0.0,4.11,4.08,3.01,7.46,6.95,6.54,0.0,7.21,7.41,7.19,4.27,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/28/2022,0.0,0.0,6.91,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,6.84,0.0,3.28,6.73,0.0,0.0,4.11,4.08,3.01,7.46,6.95,6.54,0.0,7.21,7.41,7.19,4.27,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
01/31/2022,0.0,0.0,8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,8.34,0.0,0.0,0.0,0.0,0.0,0.0,9.41,7.93,0.0,8.91,9.24,9.08,5.41,5.6,9.3,4.93,4.43,0.0,0.0,0.0,0.0,0.0,100.0
02/01/2022,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24,0.0,0.0,9.67,0.0,0.0,0.0,0.0,0.0,0.0,10.67,0.4,0.0,0.45,10.59,10.46,0.27,11.94,10.53,0.24,5.07,3.86,5.88,0.0,0.0,0.0,100.0
02/02/2022,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24,0.0,0.0,9.67,0.0,0.0,0.0,0.0,0.0,0.0,10.67,0.4,0.0,0.45,10.59,10.46,0.27,11.94,10.53,0.24,5.07,3.86,5.88,0.0,0.0,0.0,100.0
02/03/2022,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24,0.0,0.0,9.67,0.0,0.0,0.0,0.0,0.0,0.0,10.67,0.4,0.0,0.45,10.59,10.46,0.27,11.94,10.53,0.24,5.07,3.86,5.88,0.0,0.0,0.0,100.0
02/04/2022,0.0,0.0,9.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,9.89,0.0,0.0,0.0,0.0,0.0,0.0,10.78,0.0,0.0,0.0,10.79,10.67,0.0,11.98,10.63,0.0,5.06,3.9,5.97,0.0,0.0,0.0,99.99
02/07/2022,0.0,0.0,10.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.72,0.0,0.0,11.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,11.93,0.0,13.77,11.82,0.0,5.6,4.34,6.81,0.0,0.0,0.0,100.0
02/08/2022,0.0,0.0,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.11,9.06,0.0,10.55,8.95,0.0,4.3,3.32,5.24,8.89,7.84,7.31,100.00999999999999
