,AAPL,TSLA,JNJ,PG,ADBE,XOM,INTC,CSCO,PFE,CRM,CVX,ABT,TMO,MRK,LLY,NKE,TXN,DHR,MDT,QCOM,UPS,LIN,BMY,IBM,INTU,AMAT,MMM,AMD,CVS,SYK,MU,PLD,MDLZ,TMUS,COP,UBER,FDX,EL,BDX,EQIX,NSC,ADSK,EW,APD,ADI,BSX,ETN,EMR,REGN,NXPI,FCX,IDXX,BIIB,DOCU,ECL,NEM,EOG,JCI,ALGN,EBAY,KLAC,DOW,MRVL,TEL,A,TT,EXC,APTV,DD,CARR,SRE,SNPS,ALXN,LULU,BAX,PPG,ORLY,PSX,HPQ,CDNS,IFF,PXD,CTSH,RMD,WBA,CMI,SWK,ZBH,CTAS,MNST,ADM,CTVA,AZO,ROK,VLO,GLW,DHI,MCK,FAST,PEG,ANSS,PCAR,ZBRA,NUE,CPRT,LEN,LH,VFC,DELL,WST,LBRDK,WY,ODFL,KDP,CDW,IP,TDOC,CERN,DLTR,FTV,VMC,GRMN,MLM,WDC,DOV,TSCO,BURL,EIX,XYL,EXPD,HZNP,CHD,IT,FLT,GWW,TRMB,STE,ALB,COO,HPE,TFX,PAYC,AKAM,ULTA,POOL,TYL,IR,GPC,CTLT,FANG,AVY,BKR,DGX,PKI,OMC,HOLX,ABC,CAH,IEX,PLUG,BMRN,PTC,WAB,PHM,CTXS,LKQ,JBHT,FMC,XRAY,WRK,BIO,SJM,FBHS,AAP,WHR,CHRW,XPO,IPG,PKG,VMW,ATO,CDAY,STLD,JKHY,CCEP,SNA,BWA,UHS,FFIV,PNR,CF,MHK,CLVT,REG,BG,JAZZ,LEA,HSIC,DOX,NWSA,PNW,AZN,RHI,JNPR,ST,FLEX,TJX,PANW,PAYX,ARE,GNRC,WAT,LYB,CRL,TECH,DVN,EXAS,BBWI WI,OGN,NOW,LRCX,MPC,EA,OKTA,TER,PPL,HES,HAL,YNDX,CTRA,SEDG,HAS,ALLE,SUM
07/23/2021,17.13,3.83,3.32,2.54,2.18,1.77,1.67,1.69,1.72,1.59,1.4,1.55,1.53,1.44,1.49,1.48,1.3,1.34,1.26,1.18,1.15,1.13,1.11,0.93,0.97,0.9,0.87,0.79,0.81,0.66,0.63,0.7,0.67,0.64,0.55,0.56,0.54,0.55,0.53,0.55,0.48,0.49,0.5,0.47,0.44,0.45,0.46,0.43,0.44,0.4,0.36,0.42,0.36,0.43,0.4,0.36,0.31,0.37,0.36,0.36,0.34,0.33,0.34,0.33,0.34,0.35,0.33,0.31,0.3,0.32,0.31,0.31,0.3,0.32,0.3,0.28,0.31,0.23,0.26,0.28,0.27,0.23,0.26,0.27,0.25,0.26,0.25,0.24,0.26,0.26,0.24,0.23,0.26,0.25,0.19,0.23,0.22,0.23,0.24,0.23,0.23,0.22,0.21,0.2,0.22,0.2,0.2,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.1,0.12,0.11,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.18
07/26/2021,16.93,3.77,3.32,2.52,2.17,1.82,1.69,1.69,1.7,1.59,1.44,1.54,1.5,1.44,1.49,1.48,1.33,1.32,1.27,1.19,1.14,1.14,1.11,0.94,0.98,0.93,0.87,0.81,0.81,0.67,0.64,0.69,0.66,0.64,0.57,0.57,0.54,0.55,0.53,0.54,0.49,0.5,0.49,0.47,0.45,0.46,0.46,0.43,0.43,0.4,0.37,0.41,0.36,0.43,0.4,0.36,0.32,0.37,0.36,0.35,0.36,0.33,0.35,0.34,0.33,0.35,0.33,0.31,0.3,0.32,0.3,0.31,0.3,0.32,0.3,0.28,0.31,0.24,0.26,0.29,0.27,0.24,0.26,0.27,0.25,0.26,0.25,0.25,0.26,0.26,0.24,0.23,0.25,0.26,0.2,0.23,0.22,0.23,0.24,0.22,0.23,0.22,0.21,0.2,0.22,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.15,0.16,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11
07/27/2021,16.93,3.77,3.32,2.52,2.17,1.82,1.69,1.69,1.7,1.59,1.44,1.54,1.5,1.44,1.49,1.48,1.33,1.32,1.27,1.19,1.14,1.14,1.11,0.94,0.98,0.93,0.87,0.81,0.81,0.67,0.64,0.69,0.66,0.64,0.57,0.57,0.54,0.55,0.53,0.54,0.49,0.5,0.49,0.47,0.45,0.46,0.46,0.43,0.43,0.4,0.37,0.41,0.36,0.43,0.4,0.36,0.32,0.37,0.36,0.35,0.36,0.33,0.35,0.34,0.33,0.35,0.33,0.31,0.3,0.32,0.3,0.31,0.3,0.32,0.3,0.28,0.31,0.24,0.26,0.29,0.27,0.24,0.26,0.27,0.25,0.26,0.25,0.25,0.26,0.26,0.24,0.23,0.25,0.26,0.2,0.23,0.22,0.23,0.24,0.22,0.23,0.22,0.21,0.2,0.22,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.15,0.16,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.11,0.12,0.11,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.11
07/28/2021,17.13,3.67,3.33,2.5,2.2,1.78,1.58,1.72,1.71,1.62,1.41,1.55,1.53,1.45,1.52,1.51,1.27,1.36,1.27,1.2,1.13,1.15,1.12,0.93,0.99,0.93,0.86,0.82,0.81,0.67,0.62,0.69,0.66,0.63,0.55,0.56,0.53,0.56,0.53,0.54,0.49,0.51,0.5,0.47,0.44,0.46,0.46,0.43,0.43,0.4,0.38,0.42,0.36,0.43,0.4,0.35,0.31,0.37,0.37,0.37,0.36,0.33,0.35,0.33,0.34,0.35,0.33,0.31,0.29,0.33,0.3,0.32,0.0,0.33,0.3,0.28,0.31,0.23,0.26,0.29,0.27,0.23,0.27,0.27,0.25,0.25,0.25,0.24,0.26,0.26,0.24,0.23,0.26,0.25,0.19,0.23,0.23,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.16,0.14,0.13,0.14,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.1,0.12,0.11,0.13,0.13,0.11,0.13,0.13,0.13,0.13,0.1,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.0,0.0,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08
07/29/2021,17.14,3.74,3.32,2.51,2.18,1.82,1.61,1.72,1.72,1.61,1.44,1.53,1.52,1.44,1.51,1.5,1.28,1.35,1.27,1.19,1.12,1.14,1.1,0.93,0.99,0.92,0.86,0.82,0.8,0.67,0.62,0.69,0.66,0.63,0.57,0.56,0.53,0.56,0.53,0.54,0.49,0.51,0.5,0.47,0.44,0.45,0.46,0.43,0.42,0.4,0.39,0.42,0.37,0.42,0.4,0.35,0.32,0.37,0.36,0.37,0.35,0.34,0.35,0.33,0.33,0.35,0.33,0.31,0.3,0.33,0.3,0.31,0.0,0.33,0.3,0.28,0.31,0.24,0.26,0.29,0.27,0.23,0.27,0.27,0.25,0.25,0.25,0.24,0.25,0.26,0.24,0.23,0.26,0.25,0.19,0.23,0.22,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.12,0.11,0.13,0.14,0.11,0.13,0.13,0.12,0.12,0.1,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.07,0.0,0.0,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.04
07/30/2021,17.14,3.74,3.32,2.51,2.18,1.82,1.61,1.72,1.72,1.61,1.44,1.53,1.52,1.44,1.51,1.5,1.28,1.35,1.27,1.19,1.12,1.14,1.1,0.93,0.99,0.92,0.86,0.82,0.8,0.67,0.62,0.69,0.66,0.63,0.57,0.56,0.53,0.56,0.53,0.54,0.49,0.51,0.5,0.47,0.44,0.45,0.46,0.43,0.42,0.4,0.39,0.42,0.37,0.42,0.4,0.35,0.32,0.37,0.36,0.37,0.35,0.34,0.35,0.33,0.33,0.35,0.33,0.31,0.3,0.33,0.3,0.31,0.0,0.33,0.3,0.28,0.31,0.24,0.26,0.29,0.27,0.23,0.27,0.27,0.25,0.25,0.25,0.24,0.25,0.26,0.24,0.23,0.26,0.25,0.19,0.23,0.22,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.12,0.11,0.13,0.14,0.11,0.13,0.13,0.12,0.12,0.1,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.07,0.0,0.0,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.04
08/02/2021,16.78,3.7,3.35,2.49,2.19,1.82,1.58,1.71,1.79,1.59,1.45,1.55,1.53,1.47,1.54,1.51,1.27,1.37,1.3,1.19,1.03,1.14,1.13,0.93,0.99,0.92,0.85,0.88,0.81,0.69,0.62,0.69,0.65,0.63,0.57,0.55,0.51,0.56,0.54,0.55,0.48,0.51,0.51,0.47,0.44,0.47,0.46,0.43,0.43,0.4,0.39,0.42,0.37,0.43,0.4,0.36,0.31,0.37,0.36,0.37,0.35,0.34,0.35,0.34,0.34,0.35,0.34,0.32,0.3,0.33,0.31,0.31,0.0,0.33,0.3,0.28,0.31,0.24,0.26,0.29,0.27,0.23,0.27,0.28,0.25,0.25,0.24,0.25,0.25,0.26,0.24,0.24,0.25,0.25,0.2,0.23,0.22,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.18,0.17,0.17,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.17,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.1,0.13,0.11,0.13,0.14,0.11,0.13,0.13,0.13,0.12,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08
08/03/2021,16.78,3.7,3.35,2.49,2.19,1.82,1.58,1.71,1.79,1.59,1.45,1.55,1.53,1.47,1.54,1.51,1.27,1.37,1.3,1.19,1.03,1.14,1.13,0.93,0.99,0.92,0.85,0.88,0.81,0.69,0.62,0.69,0.65,0.63,0.57,0.55,0.51,0.56,0.54,0.55,0.48,0.51,0.51,0.47,0.44,0.47,0.46,0.43,0.43,0.4,0.39,0.42,0.37,0.43,0.4,0.36,0.31,0.37,0.36,0.37,0.35,0.34,0.35,0.34,0.34,0.35,0.34,0.32,0.3,0.33,0.31,0.31,0.0,0.33,0.3,0.28,0.31,0.24,0.26,0.29,0.27,0.23,0.27,0.28,0.25,0.25,0.24,0.25,0.25,0.26,0.24,0.24,0.25,0.25,0.2,0.23,0.22,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.18,0.17,0.17,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.17,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.1,0.13,0.11,0.13,0.14,0.11,0.13,0.13,0.13,0.12,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08
08/04/2021,16.78,3.7,3.35,2.49,2.19,1.82,1.58,1.71,1.79,1.59,1.45,1.55,1.53,1.47,1.54,1.51,1.27,1.37,1.3,1.19,1.03,1.14,1.13,0.93,0.99,0.92,0.85,0.88,0.81,0.69,0.62,0.69,0.65,0.63,0.57,0.55,0.51,0.56,0.54,0.55,0.48,0.51,0.51,0.47,0.44,0.47,0.46,0.43,0.43,0.4,0.39,0.42,0.37,0.43,0.4,0.36,0.31,0.37,0.36,0.37,0.35,0.34,0.35,0.34,0.34,0.35,0.34,0.32,0.3,0.33,0.31,0.31,0.0,0.33,0.3,0.28,0.31,0.24,0.26,0.29,0.27,0.23,0.27,0.28,0.25,0.25,0.24,0.25,0.25,0.26,0.24,0.24,0.25,0.25,0.2,0.23,0.22,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.18,0.17,0.17,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.17,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.1,0.13,0.11,0.13,0.14,0.11,0.13,0.13,0.13,0.12,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08
08/05/2021,16.78,3.7,3.35,2.49,2.19,1.82,1.58,1.71,1.79,1.59,1.45,1.55,1.53,1.47,1.54,1.51,1.27,1.37,1.3,1.19,1.03,1.14,1.13,0.93,0.99,0.92,0.85,0.88,0.81,0.69,0.62,0.69,0.65,0.63,0.57,0.55,0.51,0.56,0.54,0.55,0.48,0.51,0.51,0.47,0.44,0.47,0.46,0.43,0.43,0.4,0.39,0.42,0.37,0.43,0.4,0.36,0.31,0.37,0.36,0.37,0.35,0.34,0.35,0.34,0.34,0.35,0.34,0.32,0.3,0.33,0.31,0.31,0.0,0.33,0.3,0.28,0.31,0.24,0.26,0.29,0.27,0.23,0.27,0.28,0.25,0.25,0.24,0.25,0.25,0.26,0.24,0.24,0.25,0.25,0.2,0.23,0.22,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.18,0.17,0.17,0.14,0.17,0.15,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.17,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.1,0.13,0.11,0.13,0.14,0.11,0.13,0.13,0.13,0.12,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08
08/06/2021,16.71,3.98,3.32,2.53,2.15,1.78,1.58,1.72,1.85,1.54,1.44,1.54,1.52,1.4,1.57,1.53,1.26,1.38,1.28,1.21,1.02,1.14,1.11,0.93,0.98,0.93,0.84,0.99,0.8,0.67,0.65,0.69,0.63,0.62,0.55,0.5,0.49,0.54,0.53,0.52,0.47,0.53,0.52,0.46,0.45,0.46,0.47,0.43,0.42,0.42,0.38,0.42,0.37,0.4,0.39,0.36,0.31,0.37,0.39,0.34,0.38,0.33,0.35,0.35,0.34,0.35,0.33,0.33,0.29,0.36,0.3,0.31,0.0,0.33,0.28,0.28,0.3,0.24,0.26,0.3,0.27,0.24,0.28,0.28,0.25,0.24,0.24,0.23,0.25,0.25,0.24,0.23,0.26,0.26,0.2,0.23,0.23,0.24,0.24,0.23,0.23,0.2,0.21,0.23,0.22,0.21,0.21,0.19,0.19,0.22,0.2,0.19,0.2,0.17,0.19,0.16,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.15,0.17,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.18,0.14,0.15,0.15,0.15,0.17,0.15,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.1,0.13,0.11,0.14,0.15,0.11,0.14,0.13,0.12,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.0,0.0,0.2,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.04
08/09/2021,16.73,4.02,3.32,2.52,2.19,1.76,1.58,1.71,1.83,1.61,1.42,1.54,1.54,1.39,1.62,1.56,1.29,1.41,1.25,1.2,1.0,1.15,1.1,0.92,1.0,0.94,0.83,0.99,0.77,0.66,0.66,0.69,0.62,0.61,0.55,0.5,0.49,0.54,0.51,0.53,0.46,0.53,0.52,0.46,0.45,0.46,0.47,0.43,0.43,0.42,0.38,0.42,0.37,0.42,0.39,0.35,0.3,0.37,0.39,0.33,0.39,0.33,0.35,0.35,0.34,0.33,0.34,0.31,0.29,0.35,0.3,0.32,0.0,0.34,0.27,0.28,0.3,0.23,0.26,0.3,0.27,0.24,0.28,0.28,0.25,0.24,0.23,0.23,0.25,0.25,0.24,0.23,0.25,0.26,0.19,0.22,0.23,0.23,0.24,0.23,0.23,0.2,0.22,0.22,0.22,0.21,0.21,0.19,0.19,0.22,0.2,0.19,0.2,0.17,0.19,0.16,0.16,0.17,0.16,0.17,0.17,0.18,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.17,0.15,0.18,0.15,0.15,0.16,0.15,0.18,0.14,0.14,0.13,0.16,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.1,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.08,0.07,0.07,0.0,0.2,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07000000000002
08/10/2021,16.73,4.02,3.32,2.52,2.19,1.76,1.58,1.71,1.83,1.61,1.42,1.54,1.54,1.39,1.62,1.56,1.29,1.41,1.25,1.2,1.0,1.15,1.1,0.92,1.0,0.94,0.83,0.99,0.77,0.66,0.66,0.69,0.62,0.61,0.55,0.5,0.49,0.54,0.51,0.53,0.46,0.53,0.52,0.46,0.45,0.46,0.47,0.43,0.43,0.42,0.38,0.42,0.37,0.42,0.39,0.35,0.3,0.37,0.39,0.33,0.39,0.33,0.35,0.35,0.34,0.33,0.34,0.31,0.29,0.35,0.3,0.32,0.0,0.34,0.27,0.28,0.3,0.23,0.26,0.3,0.27,0.24,0.28,0.28,0.25,0.24,0.23,0.23,0.25,0.25,0.24,0.23,0.25,0.26,0.19,0.22,0.23,0.23,0.24,0.23,0.23,0.2,0.22,0.22,0.22,0.21,0.21,0.19,0.19,0.22,0.2,0.19,0.2,0.17,0.19,0.16,0.16,0.17,0.16,0.17,0.17,0.18,0.16,0.15,0.17,0.16,0.16,0.15,0.16,0.15,0.17,0.15,0.18,0.15,0.15,0.16,0.15,0.18,0.14,0.14,0.13,0.16,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.1,0.12,0.11,0.14,0.15,0.11,0.14,0.13,0.11,0.12,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.1,0.1,0.1,0.1,0.09,0.0,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.09,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.08,0.07,0.07,0.0,0.2,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07000000000002
