,TGT,WMT,VRTX,MNST,CSCO,ACN,EA,ZM,TXN,PG,AON,ORLY,SPGI,EL,LOW,EBAY,ALL,SHW,KLAC,AAPL,TROW,COST,JNJ,INTC,CDNS,MCO,AMD,ANTM,ADBE,EW,SYY,HUM,LULU,NKE,CERN,FLO,MO,CL,KR,VEEV,CLX,A,AMAT,MMM,ADP,FTNT,JBSS,FB,PAYX,LSTR,FCNCA,ISRG,LLY,ITW,INTU,BK,SPG,AMZN,BKNG,CMI,SGEN,LRCX,CTXS,WAL,SLM,BIIB,TEL,EMR,QLYS,PII,TTC,AGCO,WSO,SAM,SEIC,TTWO,IBM,AA,RMD,GPC,LANC,KTB,MSM,CHE,BBY,ABT,LC,BPOP,CTSH,VFC,CORT,BRK.B,RHI,EXEL,ALGN,LPLA,AOS,BSIG,MCK,BC,NVDA,AMP,DBX,AGO,WSM,STT,MSTR,CTRN,EBF,OMI,SIG,QCOM,MOH,TER,MSFT,DFIN,HAE,DECK,ASB,AGYS,LHCG,QDEL,EQH,TBK,FRME,PRG,IRBT,CHCO,LOVE,SIVB,VMW,USNA,TPX,DISCA,IMKTA,MANH,EME,GGG,AMG,NTRS,ZBRA,CSWI,LPX,CASY,WDFC,PTON,PLCE,WASH,RS,SSTK,YNDX,EWBC,GRMN,JOUT,SAFT,APPS,TCBK,FULT,HEAR,SNA,GNRC,ETSY,MOV,LAKE,HMST,MCFT,TNET,EIG,ROK,MTD,CAH,GNTX,WMK,TT,HBI,NX,PAYC,DHIL,SAGE,TSCO,ODP,TREX,KEYS,YETI,CRWD,NYT,UI,WSFS,MMS,FCF,CBOE,MPWR,FFBC,DFS,WRLD,JAZZ,KFRC,MED,VBTX,RCII,IDXX,TJX,ROST,AMGN,NOW,SNPS,ATVI,FCX,ECL,LECO,JKHY,GILD,VOYA,HTLD,DKS,INCY,ESTC,CVLT,STMP,BRKR,FNF,ULTA,CRI,CRUS,NVR,NTAP,OLLI,EPAM,SWKS,TPL,GWW,BKE,PFSI,MRNA,PRDO,TEAM,AAP,ECPG,HCSG,OVID,EXPD,ESGR,HTH,FICO,RPM,NAVI,PLAN,CHRW,SAFM,LL,ATEN,CRVL,ASTE,COLM,SCVL,GOLF,ZUMZ,BF.B,HZO,DLB,PETS,BAH,VIRT,FAF,SUM
08/10/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
08/11/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
08/13/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
08/16/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
08/17/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
08/18/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
08/19/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
08/20/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
08/23/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
08/24/2021,1.07,0.9,0.42,0.35,0.28,0.74,0.26,0.8,0.62,0.71,0.69,0.88,0.59,0.61,0.65,0.29,0.49,0.72,0.52,0.27,0.27,0.92,0.69,0.72,0.66,0.59,0.7,0.6,0.58,0.52,0.39,0.41,0.5,0.74,0.43,0.26,0.36,0.88,0.23,0.78,0.0,0.28,0.57,0.7,0.54,0.36,0.16,0.48,0.28,0.21,0.24,0.22,0.57,0.24,0.28,0.0,0.27,0.37,0.14,0.0,0.25,0.24,0.0,0.2,0.24,0.0,0.2,0.2,0.15,0.26,0.0,0.17,0.27,0.0,0.0,0.0,0.39,0.19,0.32,0.21,0.17,0.2,0.27,0.0,0.27,0.2,0.0,0.18,0.15,0.17,0.0,0.63,0.18,0.0,0.4,0.15,0.16,0.18,0.0,0.25,0.23,0.16,0.0,0.17,0.23,0.0,0.0,0.16,0.15,0.17,0.21,0.16,0.16,0.16,0.17,0.17,0.0,0.32,0.14,0.17,0.0,0.25,0.0,0.0,0.0,0.21,0.15,0.0,0.19,0.15,0.14,0.16,0.15,0.0,0.0,0.21,0.22,0.23,0.14,0.0,0.14,0.0,0.27,0.15,0.14,0.0,0.17,0.0,0.19,0.17,0.14,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.18,0.16,0.0,0.0,0.16,0.0,0.14,0.23,0.17,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.84,0.58,0.57,0.54,0.45,0.42,0.38,0.35,0.32,0.31,0.31,0.28,0.26,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,58.67
