,NESN.SW,ASML.AS,ROG.SW,NOVN.SW,MC.PA,AZN.L,ULVR.L,SAP.DE,NOVOB.CO,SIE.DE,HSBA.L,SAN.PA,TTE.PA,DGE.L,OR.PA,ALV.DE,GSK.L,BATS.L,RIO.L,BP.L,SU.PA,RDSA,AI.PA,AIR.PA,ADYEN.AS,IBE.MC,ENEL.MI,RDSB,DAI.DE,BAS.DE,BNP.PA,DTE.DE,ADS.DE,DPW.DE,RKT.L,ABBN.SW,SAN.MC,KER.PA,0QMU,BHP.L,ABI.BR,ZURN.SW,BAYN.DE,UBSG.SW,REL.L,AAL.L,LONN.SW,EL.PA,DG.PA,CS.PA,IFX.DE,PRU.L,RMS.PA,INGA.AS,NG.L,BN.PA,SAF.PA,DSV.CO,ISP.MI,GLEN.L,SIKA.SW,LLOY.L,VOD.L,VOW3.DE,RI.PA,STLA.MI,PHIA.AS,INVE B.ST,BBVA.MC,VWS.CO,CRH.L,ATCO A.ST,ITX.MC,PRX.AS,CPG.L,MUV2.DE,VNA.DE,BARC.L,VOLV B.ST,NDA SE.ST,GIVN.SW,EXPN.L,LSEG.L,SGO.PA,ERIC B.ST,CASH OR CASH COLLATERAL,CLNX.MC,ALC.SW,DASSAULT SYSTEMES SE,AHT.L,DB1.DE,DSM.AS,FERG.L,BMW.DE,KNEBV.HE,AMS.MC,AD.AS,CAP.PA,NOKIA.HE,ENI.MI,ASSA B.ST,HOLN.SW,LR.PA,FLTR,PGHN.SW,VIV.PA,HEXA B.ST,ML.PA,HEIA.AS,GEBN.SW,SAND.ST,GMAB.CO,WKL.AS,EVO.ST,ORSTED.CO,NESTE.HE,DHER.DE,EOAN.DE,SREN.SW,MRK.DE,KBC.BR,RACE.MI,DBK.DE,RWE.DE,TSCO.L,UCG.MI,CSGN.SW,G.MI,STM.PA,ENGI.PA,TEF.MC,ORA.PA,BT.A.L,TEP.PA,AKZA.AS,GLE.PA,BA.L,SAMPO.HE,WLN.PA,KRZ.IR,DWNI.DE,SSE.L,AV.L,EQNR.OL,LGEN.L,FRE.DE,MT.AS,ZAL.DE,SOON.SW,SEB A.ST,ESSITY B.ST,UPM.HE,IMB.L,ATCOB,SRT3,CARL B.CO,STMN.SW,HEN3.DE,SGRO.L,COLO B.CO,SN.L,DNB.OL,MAERSK B.CO,SY1.DE,HMB.ST,ACA.PA,SHL.DE,REP.MC,STAN.L,WPP.L,SHB A.ST,VIE.PA,SWED A.ST,KNIN.SW,SLHN.SW,NIBE B.ST,KRX.IR,CON.DE,NZYM B.CO,III.L,OCDO.L,SGSN.SW,PAH3.DE,FME.DE,CNHI.MI,ERF.PA,SWMA.ST,SK3.IR,MONC.MI,EPI A.ST,BNR.DE,EDEN.PA,HLMA.L,NXT.L,BAER.SW,SCMN.SW,CRDA.L,NWG.L,PUB.PA,HAL.AS,DSY.PA,NN.AS,SPX.L,FER.MC,EDP.LS,ARGX.BR,ENT.L,DSY,NOVO B.CO,RDSA.AS,RYDBF,RITN.,UG,DSYA.,ANSGR.IS,FLTR.L,ATCOB.ST,SRT3.,HM B.ST,RTO.L,n/a,UCB.BR,ZAL.,CFR.SW,DIM.PA,603613.SS,CRH.IR,FLTR.IR,RR.L,SUM
08/17/2021,3.08,2.82,2.41,1.98,1.91,1.54,1.29,1.38,1.43,1.16,1.01,1.01,0.96,1.0,0.98,0.84,0.88,0.73,0.72,0.72,0.83,0.71,0.71,0.71,0.72,0.6,0.61,0.63,0.64,0.64,0.63,0.6,0.59,0.57,0.49,0.62,0.57,0.59,0.56,0.58,0.45,0.57,0.47,0.56,0.51,0.55,0.5,0.5,0.45,0.51,0.45,0.47,0.47,0.46,0.43,0.45,0.39,0.41,0.43,0.44,0.44,0.39,0.38,0.38,0.38,0.42,0.35,0.39,0.39,0.33,0.36,0.39,0.34,0.32,0.32,0.36,0.34,0.35,0.32,0.35,0.34,0.34,0.3,0.35,0.27,0.0,0.32,0.3,0.0,0.3,0.28,0.31,0.28,0.27,0.29,0.24,0.29,0.31,0.3,0.27,0.28,0.26,0.26,0.26,0.28,0.27,0.29,0.26,0.22,0.27,0.25,0.26,0.26,0.22,0.24,0.22,0.22,0.24,0.23,0.25,0.24,0.25,0.23,0.21,0.22,0.23,0.22,0.22,0.24,0.21,0.22,0.2,0.18,0.21,0.21,0.22,0.22,0.22,0.17,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.22,0.16,0.18,0.19,0.17,0.19,0.18,0.2,0.18,0.15,0.18,0.15,0.18,0.18,0.14,0.16,0.16,0.16,0.14,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.13,0.15,0.14,0.13,0.13,0.0,0.15,0.14,0.13,0.13,0.0,0.14,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81
08/18/2021,3.08,2.82,2.41,1.98,1.91,1.54,1.29,1.38,1.43,1.16,1.01,1.01,0.96,1.0,0.98,0.84,0.88,0.73,0.72,0.72,0.83,0.71,0.71,0.71,0.72,0.6,0.61,0.63,0.64,0.64,0.63,0.6,0.59,0.57,0.49,0.62,0.57,0.59,0.56,0.58,0.45,0.57,0.47,0.56,0.51,0.55,0.5,0.5,0.45,0.51,0.45,0.47,0.47,0.46,0.43,0.45,0.39,0.41,0.43,0.44,0.44,0.39,0.38,0.38,0.38,0.42,0.35,0.39,0.39,0.33,0.36,0.39,0.34,0.32,0.32,0.36,0.34,0.35,0.32,0.35,0.34,0.34,0.3,0.35,0.27,0.0,0.32,0.3,0.0,0.3,0.28,0.31,0.28,0.27,0.29,0.24,0.29,0.31,0.3,0.27,0.28,0.26,0.26,0.26,0.28,0.27,0.29,0.26,0.22,0.27,0.25,0.26,0.26,0.22,0.24,0.22,0.22,0.24,0.23,0.25,0.24,0.25,0.23,0.21,0.22,0.23,0.22,0.22,0.24,0.21,0.22,0.2,0.18,0.21,0.21,0.22,0.22,0.22,0.17,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.22,0.16,0.18,0.19,0.17,0.19,0.18,0.2,0.18,0.15,0.18,0.15,0.18,0.18,0.14,0.16,0.16,0.16,0.14,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.13,0.15,0.14,0.13,0.13,0.0,0.15,0.14,0.13,0.13,0.0,0.14,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81
08/19/2021,3.11,2.82,2.44,2.0,1.89,1.56,1.29,1.39,1.44,1.16,1.0,1.02,0.95,1.01,0.97,0.84,0.89,0.73,0.71,0.71,0.84,0.69,0.71,0.71,0.73,0.6,0.61,0.62,0.63,0.63,0.63,0.61,0.59,0.57,0.49,0.62,0.56,0.56,0.55,0.57,0.45,0.57,0.48,0.57,0.51,0.54,0.51,0.49,0.45,0.51,0.45,0.46,0.47,0.46,0.43,0.45,0.38,0.42,0.43,0.43,0.44,0.39,0.38,0.38,0.38,0.41,0.35,0.38,0.39,0.33,0.35,0.38,0.34,0.31,0.32,0.36,0.34,0.35,0.32,0.35,0.34,0.34,0.31,0.35,0.26,0.0,0.32,0.3,0.0,0.3,0.28,0.31,0.28,0.26,0.28,0.24,0.29,0.31,0.3,0.27,0.28,0.26,0.26,0.25,0.28,0.27,0.28,0.26,0.23,0.27,0.24,0.26,0.26,0.22,0.24,0.21,0.22,0.25,0.23,0.26,0.24,0.25,0.23,0.22,0.22,0.23,0.22,0.22,0.24,0.22,0.22,0.2,0.18,0.22,0.21,0.22,0.22,0.22,0.17,0.19,0.19,0.2,0.2,0.19,0.19,0.2,0.21,0.0,0.18,0.19,0.17,0.19,0.18,0.2,0.19,0.15,0.18,0.15,0.18,0.18,0.15,0.16,0.16,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.15,0.14,0.13,0.13,0.0,0.14,0.14,0.13,0.13,0.13,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.13,0.16,0.0,0.0,0.0,0.0,0.0,0.0,81.74
08/20/2021,3.15,2.8,2.45,2.02,1.86,1.58,1.29,1.4,1.47,1.16,1.0,1.04,0.95,1.0,0.97,0.83,0.9,0.73,0.7,0.71,0.84,0.7,0.71,0.7,0.73,0.61,0.61,0.63,0.61,0.63,0.61,0.61,0.58,0.58,0.49,0.62,0.55,0.55,0.54,0.59,0.45,0.57,0.47,0.56,0.51,0.53,0.52,0.49,0.45,0.51,0.45,0.46,0.47,0.45,0.44,0.45,0.38,0.43,0.42,0.42,0.44,0.38,0.38,0.37,0.37,0.4,0.35,0.38,0.38,0.33,0.35,0.38,0.33,0.62,0.31,0.36,0.34,0.34,0.31,0.34,0.35,0.34,0.31,0.34,0.26,0.0,0.33,0.3,0.0,0.3,0.29,0.31,0.28,0.26,0.28,0.23,0.3,0.31,0.29,0.26,0.28,0.25,0.26,0.25,0.29,0.27,0.29,0.26,0.23,0.27,0.24,0.26,0.26,0.22,0.24,0.21,0.22,0.25,0.23,0.26,0.24,0.24,0.22,0.22,0.22,0.22,0.21,0.21,0.24,0.21,0.22,0.2,0.18,0.22,0.2,0.21,0.22,0.22,0.17,0.19,0.19,0.2,0.19,0.2,0.19,0.2,0.21,0.16,0.18,0.19,0.17,0.19,0.18,0.19,0.19,0.15,0.18,0.15,0.18,0.18,0.15,0.16,0.16,0.16,0.13,0.15,0.17,0.0,0.14,0.14,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.0,0.14,0.15,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.0,0.13,0.0,0.13,0.0,0.13,0.13,0.15,0.0,0.13,0.13,0.0,0.14,0.14,0.0,0.13,0.13,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.17,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85000000000001
08/23/2021,3.19,2.86,2.49,2.01,1.68,1.61,1.29,1.41,1.5,1.15,0.98,1.06,0.93,1.0,0.96,0.84,0.91,0.73,0.67,0.69,0.85,0.68,0.73,0.69,0.79,0.64,0.63,0.61,0.6,0.62,0.61,0.62,0.57,0.6,0.5,0.63,0.55,0.49,0.49,0.54,0.44,0.58,0.48,0.56,0.52,0.47,0.53,0.49,0.46,0.51,0.45,0.45,0.44,0.45,0.44,0.45,0.37,0.43,0.42,0.4,0.44,0.37,0.39,0.37,0.37,0.39,0.35,0.38,0.38,0.35,0.35,0.38,0.34,0.61,0.31,0.37,0.35,0.34,0.3,0.34,0.35,0.35,0.31,0.34,0.26,0.0,0.34,0.35,0.0,0.3,0.29,0.32,0.28,0.25,0.29,0.24,0.31,0.31,0.29,0.26,0.27,0.25,0.26,0.25,0.28,0.27,0.28,0.26,0.22,0.27,0.23,0.27,0.26,0.22,0.25,0.21,0.22,0.26,0.23,0.27,0.24,0.24,0.22,0.23,0.23,0.22,0.22,0.22,0.24,0.22,0.22,0.2,0.18,0.22,0.2,0.21,0.22,0.22,0.17,0.2,0.19,0.21,0.19,0.19,0.19,0.19,0.2,0.16,0.18,0.18,0.17,0.19,0.17,0.19,0.19,0.15,0.19,0.15,0.18,0.18,0.15,0.16,0.16,0.16,0.13,0.15,0.17,0.13,0.14,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.15,0.0,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.0,0.13,0.13,0.16,0.0,0.0,0.13,0.0,0.14,0.14,0.13,0.0,0.13,0.13,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.92
08/24/2021,3.19,2.88,2.46,2.01,1.7,1.6,1.29,1.41,1.52,1.14,0.98,1.06,0.93,0.98,0.97,0.84,0.9,0.73,0.67,0.69,0.84,0.68,0.73,0.69,0.82,0.64,0.63,0.61,0.6,0.61,0.61,0.62,0.57,0.59,0.49,0.62,0.55,0.49,0.0,0.55,0.44,0.58,0.47,0.56,0.51,0.46,0.54,0.49,0.45,0.51,0.46,0.45,0.44,0.45,0.44,0.44,0.37,0.43,0.42,0.4,0.44,0.37,0.39,0.36,0.36,0.39,0.35,0.38,0.38,0.35,0.35,0.38,0.34,0.61,0.31,0.37,0.35,0.34,0.3,0.35,0.35,0.35,0.31,0.34,0.26,0.0,0.33,0.35,0.0,0.29,0.29,0.32,0.28,0.25,0.29,0.23,0.31,0.31,0.3,0.26,0.27,0.25,0.26,0.25,0.29,0.28,0.29,0.26,0.22,0.27,0.23,0.27,0.26,0.22,0.26,0.21,0.22,0.26,0.23,0.27,0.24,0.24,0.22,0.23,0.23,0.22,0.22,0.21,0.24,0.22,0.22,0.21,0.18,0.22,0.2,0.21,0.22,0.23,0.17,0.2,0.19,0.21,0.19,0.19,0.19,0.19,0.2,0.16,0.18,0.19,0.17,0.19,0.18,0.2,0.2,0.15,0.19,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.13,0.15,0.17,0.13,0.14,0.14,0.15,0.16,0.16,0.15,0.15,0.17,0.15,0.0,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.16,0.0,0.13,0.13,0.34,0.14,0.14,0.13,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.19,0.13,0.0,0.49,0.13,0.0,0.0,0.0,0.0,81.91
08/25/2021,3.19,2.88,2.46,2.01,1.7,1.6,1.29,1.41,1.52,1.14,0.98,1.06,0.93,0.98,0.97,0.84,0.9,0.73,0.67,0.69,0.84,0.68,0.73,0.69,0.82,0.64,0.63,0.61,0.6,0.61,0.61,0.62,0.57,0.59,0.49,0.62,0.55,0.49,0.0,0.55,0.44,0.58,0.47,0.56,0.51,0.46,0.54,0.49,0.45,0.51,0.46,0.45,0.44,0.45,0.44,0.44,0.37,0.43,0.42,0.4,0.44,0.37,0.39,0.36,0.36,0.39,0.35,0.38,0.38,0.35,0.35,0.38,0.34,0.61,0.31,0.37,0.35,0.34,0.3,0.35,0.35,0.35,0.31,0.34,0.26,0.0,0.33,0.35,0.0,0.29,0.29,0.32,0.28,0.25,0.29,0.23,0.31,0.31,0.3,0.26,0.27,0.25,0.26,0.25,0.29,0.28,0.29,0.26,0.22,0.27,0.23,0.27,0.26,0.22,0.26,0.21,0.22,0.26,0.23,0.27,0.24,0.24,0.22,0.23,0.23,0.22,0.22,0.21,0.24,0.22,0.22,0.21,0.18,0.22,0.2,0.21,0.22,0.23,0.17,0.2,0.19,0.21,0.19,0.19,0.19,0.19,0.2,0.16,0.18,0.19,0.17,0.19,0.18,0.2,0.2,0.15,0.19,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.13,0.15,0.17,0.13,0.14,0.14,0.15,0.16,0.16,0.15,0.15,0.17,0.15,0.0,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.16,0.0,0.13,0.13,0.34,0.14,0.14,0.13,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.19,0.13,0.0,0.49,0.13,0.0,0.0,0.0,0.0,81.91
08/26/2021,3.16,2.94,2.44,2.0,1.73,1.58,1.28,1.4,1.49,1.14,0.97,1.04,0.94,0.97,0.97,0.83,0.89,0.73,0.67,0.7,0.83,0.69,0.73,0.69,0.83,0.63,0.61,0.62,0.59,0.61,0.61,0.62,0.57,0.6,0.49,0.62,0.55,0.5,0.0,0.55,0.44,0.58,0.48,0.56,0.51,0.47,0.54,0.49,0.45,0.51,0.46,0.46,0.45,0.45,0.44,0.44,0.37,0.43,0.42,0.41,0.44,0.37,0.39,0.36,0.36,0.39,0.35,0.38,0.38,0.35,0.35,0.38,0.34,0.61,0.31,0.37,0.34,0.34,0.31,0.35,0.35,0.35,0.31,0.34,0.27,0.0,0.34,0.35,0.0,0.3,0.29,0.32,0.28,0.25,0.29,0.23,0.31,0.31,0.3,0.26,0.27,0.25,0.26,0.25,0.29,0.28,0.29,0.26,0.22,0.27,0.23,0.27,0.26,0.23,0.26,0.22,0.22,0.26,0.23,0.27,0.24,0.24,0.22,0.23,0.23,0.22,0.22,0.21,0.24,0.22,0.22,0.2,0.17,0.22,0.2,0.21,0.22,0.22,0.17,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.2,0.16,0.18,0.19,0.17,0.19,0.18,0.19,0.2,0.15,0.19,0.15,0.18,0.18,0.15,0.16,0.16,0.16,0.0,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.15,0.17,0.15,0.0,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.0,0.13,0.13,0.0,0.0,0.16,0.0,0.13,0.13,0.34,0.14,0.14,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.19,0.13,0.0,0.51,0.13,0.0,0.0,0.0,0.0,81.94
08/27/2021,3.15,2.91,2.43,1.96,1.69,1.56,1.27,1.4,1.46,1.15,0.96,1.03,0.94,0.97,0.96,0.84,0.88,0.72,0.69,0.71,0.83,0.7,0.72,0.7,0.85,0.63,0.61,0.63,0.6,0.62,0.62,0.61,0.57,0.59,0.48,0.62,0.55,0.5,0.0,0.56,0.44,0.58,0.48,0.56,0.51,0.48,0.54,0.49,0.45,0.51,0.47,0.47,0.44,0.46,0.43,0.44,0.37,0.43,0.42,0.42,0.44,0.37,0.39,0.37,0.36,0.39,0.36,0.37,0.37,0.36,0.35,0.39,0.34,0.63,0.32,0.36,0.33,0.34,0.31,0.35,0.35,0.35,0.31,0.34,0.27,0.0,0.33,0.35,0.0,0.29,0.29,0.32,0.28,0.25,0.29,0.24,0.31,0.31,0.3,0.26,0.27,0.25,0.26,0.25,0.29,0.27,0.29,0.25,0.22,0.27,0.23,0.27,0.26,0.23,0.26,0.22,0.24,0.25,0.23,0.26,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.21,0.24,0.22,0.22,0.2,0.17,0.22,0.2,0.21,0.22,0.23,0.17,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.21,0.16,0.18,0.19,0.17,0.19,0.17,0.2,0.2,0.15,0.18,0.15,0.18,0.18,0.15,0.16,0.15,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.15,0.17,0.15,0.13,0.14,0.15,0.14,0.14,0.0,0.14,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.0,0.0,0.16,0.0,0.13,0.0,0.34,0.14,0.14,0.13,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.19,0.13,0.0,0.51,0.13,0.0,0.0,0.0,0.0,81.86
08/30/2021,3.14,2.95,2.42,1.96,1.69,1.58,1.27,1.4,0.0,1.14,0.97,1.03,0.94,0.96,0.97,0.83,0.88,0.73,0.68,0.7,0.83,0.0,0.73,0.72,0.82,0.62,0.6,0.0,0.6,0.62,0.63,0.61,0.57,0.59,0.49,0.62,0.56,0.5,0.0,0.56,0.44,0.57,0.47,0.56,0.51,0.48,0.54,0.49,0.45,0.51,0.47,0.47,0.44,0.46,0.43,0.43,0.38,0.43,0.42,0.42,0.44,0.37,0.39,0.37,0.36,0.0,0.35,0.37,0.38,0.36,0.36,0.38,0.33,0.63,0.32,0.36,0.33,0.35,0.31,0.35,0.34,0.35,0.31,0.34,0.28,0.0,0.33,0.35,0.0,0.3,0.29,0.32,0.28,0.25,0.29,0.24,0.31,0.31,0.3,0.26,0.28,0.25,0.26,0.0,0.29,0.28,0.29,0.25,0.22,0.27,0.24,0.27,0.27,0.23,0.25,0.22,0.23,0.0,0.23,0.26,0.25,0.24,0.22,0.23,0.23,0.23,0.22,0.21,0.24,0.22,0.22,0.2,0.18,0.22,0.2,0.21,0.22,0.22,0.17,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.2,0.16,0.18,0.19,0.17,0.19,0.17,0.0,0.0,0.15,0.19,0.15,0.18,0.18,0.15,0.16,0.16,0.16,0.0,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.15,0.17,0.15,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.0,0.13,0.0,0.13,0.13,0.15,0.14,0.13,0.13,0.34,0.14,0.14,0.0,0.13,0.15,0.13,0.0,1.46,0.7,0.63,0.0,0.39,0.0,0.0,0.26,0.2,0.19,0.13,0.13,0.0,0.0,0.0,0.51,0.0,0.25,0.0,0.0,0.0,81.86
08/31/2021,3.16,2.99,2.42,1.95,1.69,1.56,1.25,1.39,1.43,1.15,0.97,1.02,0.95,0.96,0.96,0.83,0.87,0.73,0.69,0.72,0.83,0.7,0.72,0.71,0.84,0.62,0.6,0.63,0.6,0.62,0.62,0.61,0.57,0.59,0.48,0.62,0.56,0.5,0.0,0.57,0.44,0.57,0.47,0.56,0.51,0.5,0.55,0.49,0.45,0.51,0.48,0.47,0.44,0.46,0.42,0.43,0.38,0.43,0.42,0.43,0.44,0.37,0.39,0.37,0.36,0.39,0.35,0.37,0.38,0.35,0.36,0.39,0.33,0.63,0.32,0.36,0.33,0.35,0.31,0.35,0.35,0.35,0.31,0.34,0.27,0.0,0.33,0.35,0.0,0.3,0.29,0.32,0.28,0.25,0.29,0.23,0.3,0.31,0.3,0.27,0.28,0.25,0.26,0.26,0.29,0.28,0.29,0.25,0.22,0.27,0.24,0.27,0.26,0.23,0.24,0.22,0.23,0.25,0.23,0.26,0.25,0.24,0.22,0.22,0.23,0.23,0.22,0.21,0.25,0.22,0.22,0.2,0.18,0.22,0.2,0.21,0.22,0.22,0.17,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.21,0.16,0.18,0.19,0.17,0.19,0.17,0.19,0.19,0.15,0.19,0.15,0.18,0.18,0.15,0.17,0.16,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.15,0.17,0.15,0.13,0.14,0.15,0.15,0.14,0.0,0.14,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.0,0.13,0.0,0.0,0.13,0.15,0.14,0.13,0.13,0.34,0.14,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.0,0.51,0.13,0.0,0.0,0.0,0.0,81.91999999999999
09/01/2021,3.16,2.99,2.42,1.95,1.69,1.56,1.25,1.39,1.43,1.15,0.97,1.02,0.95,0.96,0.96,0.83,0.87,0.73,0.69,0.72,0.83,0.7,0.72,0.71,0.84,0.62,0.6,0.63,0.6,0.62,0.62,0.61,0.57,0.59,0.48,0.62,0.56,0.5,0.0,0.57,0.44,0.57,0.47,0.56,0.51,0.5,0.55,0.49,0.45,0.51,0.48,0.47,0.44,0.46,0.42,0.43,0.38,0.43,0.42,0.43,0.44,0.37,0.39,0.37,0.36,0.39,0.35,0.37,0.38,0.35,0.36,0.39,0.33,0.63,0.32,0.36,0.33,0.35,0.31,0.35,0.35,0.35,0.31,0.34,0.27,0.0,0.33,0.35,0.0,0.3,0.29,0.32,0.28,0.25,0.29,0.23,0.3,0.31,0.3,0.27,0.28,0.25,0.26,0.26,0.29,0.28,0.29,0.25,0.22,0.27,0.24,0.27,0.26,0.23,0.24,0.22,0.23,0.25,0.23,0.26,0.25,0.24,0.22,0.22,0.23,0.23,0.22,0.21,0.25,0.22,0.22,0.2,0.18,0.22,0.2,0.21,0.22,0.22,0.17,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.21,0.16,0.18,0.19,0.17,0.19,0.17,0.19,0.19,0.15,0.19,0.15,0.18,0.18,0.15,0.17,0.16,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.15,0.17,0.15,0.13,0.14,0.15,0.15,0.14,0.0,0.14,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.0,0.13,0.0,0.0,0.13,0.15,0.14,0.13,0.13,0.34,0.14,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.0,0.51,0.13,0.0,0.0,0.0,0.0,81.91999999999999
09/02/2021,3.16,3.02,2.41,1.94,1.69,1.56,1.26,1.41,1.43,1.16,0.96,1.02,0.95,0.96,0.97,0.83,0.87,0.73,0.69,0.71,0.83,0.7,0.73,0.71,0.85,0.62,0.61,0.63,0.6,0.62,0.61,0.6,0.56,0.59,0.48,0.61,0.55,0.5,0.0,0.57,0.44,0.57,0.47,0.55,0.51,0.5,0.54,0.49,0.45,0.5,0.48,0.47,0.44,0.46,0.42,0.43,0.38,0.44,0.42,0.43,0.44,0.37,0.39,0.37,0.36,0.38,0.35,0.37,0.37,0.35,0.36,0.39,0.33,0.62,0.32,0.35,0.33,0.35,0.31,0.35,0.34,0.35,0.31,0.33,0.27,0.0,0.33,0.35,0.0,0.3,0.29,0.32,0.28,0.26,0.29,0.23,0.3,0.31,0.3,0.27,0.28,0.25,0.26,0.26,0.28,0.29,0.29,0.25,0.22,0.27,0.25,0.27,0.27,0.23,0.25,0.22,0.22,0.25,0.22,0.26,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.21,0.25,0.22,0.22,0.2,0.18,0.22,0.2,0.21,0.22,0.22,0.17,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.21,0.16,0.18,0.19,0.17,0.19,0.17,0.2,0.2,0.15,0.19,0.15,0.18,0.18,0.15,0.16,0.16,0.16,0.13,0.16,0.17,0.14,0.14,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.15,0.13,0.14,0.15,0.15,0.14,0.0,0.0,0.14,0.15,0.13,0.13,0.0,0.0,0.14,0.0,0.0,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.34,0.14,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.0,0.5,0.13,0.0,0.0,0.0,0.0,81.85
