,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,DIS,MA,BAC,ADBE,CMCSA,NFLX,VZ,INTC,CRM,CSCO,PFE,KO,ABT,T,PEP,ABBV,TMO,NKE,MRK,AVGO,WMT,ACN,WFC,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,C,UNP,NEE,ORCL,AMGN,LOW,MS,INTU,SBUX,BA,IBM,AMAT,RTX,GS,BLK,AMT,TGT,CAT,GE,MMM,AMD,DE,CVS,ISRG,SCHW,NOW,AXP,CHTR,SPGI,MU,ANTM,LRCX,LMT,BKNG,PLD,ZTS,MO,FIS,MDLZ,GILD,SYK,TMUS,ADP,CCI,CI,TJX,PNC,USB,CME,DUK,GM,TFC,ATVI,EL,FDX,CSX,EQIX,CB,MMC,BDX,COF,ILMN,CL,ICE,NSC,SHW,EW,ITW,ADSK,SO,APD,FISV,ADI,BSX,Cash,D,ETN,REGN,MCO,F,EMR,PGR,HUM,NXPI,GPN,TWTR,HCA,NOC,WM,FCX,IDXX,AON,BIIB,VRTX,ECL,DG,NEM,KLAC,ROP,JCI,DOW,IQV,PSA,EBAY,KMB,TROW,A,TEL,MET,LHX,MSCI,ROST,TT,ALGN,GD,EXC,CMG,SPG,APTV,CNC,DLR,AEP,INFO,SNPS,SRE,DXCM,BK,EA,DD,MCHP,APH,AIG,ALXN,BAX,PPG,PRU,ORLY,SYY,CARR,PH,STZ,ALL,CDNS,WBA,TRV,IFF,GIS,MSI,CTSH,MRNA,RMD,YUM,MAR,DFS,n/a,SBAC,FTNT,KR,MNST,OTIS,MTD,HPQ,WELL,XEL,PAYX,CTAS,FRC,SIVB,MTCH,SUM
08/13/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/16/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/17/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/18/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/19/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/20/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/23/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/24/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/25/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/26/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/27/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/30/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
08/31/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
09/01/2021,6.31,5.91,3.92,2.35,2.23,2.12,1.45,1.46,1.34,1.27,1.25,1.15,1.07,0.89,0.96,0.96,0.88,0.93,0.8,0.82,0.74,0.63,0.64,0.6,0.64,0.64,0.66,0.61,0.59,0.55,0.6,0.57,0.58,0.59,0.54,0.55,0.54,0.56,0.52,0.53,0.48,0.52,0.5,0.52,0.49,0.47,0.43,0.45,0.38,0.44,0.42,0.39,0.4,0.42,0.44,0.38,0.38,0.39,0.4,0.39,0.34,0.35,0.35,0.36,0.35,0.34,0.35,0.36,0.31,0.31,0.32,0.36,0.31,0.3,0.32,0.28,0.32,0.31,0.28,0.28,0.24,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.25,0.23,0.22,0.23,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.18,0.0,0.17,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.18,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.3,0.11,0.11,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.75
