,TBF,FNDE,FNDF,GLTR,KRE,CPER,SLV,SCHC,XME,VBR,QVAL,VTV,EZU,IVAL,EWW,RSP,FIDU,DBB,USL,FCX,JPM,GNR,4165.T,MLM,VMC,EPD,ITB,RJA,VOE,BHP,RIO,FRDM,ARCH,CCO.TO,FGXXX,SLB,COP,XOM,XOP,CVX,JJN,iPath® B Bloomberg Coffee Ttl Ret ETN,X,NEM,ABX.TO,JO,SPDR® S&P Oil & Gas Explor & Prodtn ETF,n/a,601019.SS,KRBN,VTIP,STPZ,MSFT,GOOGL,FB,AMZN,BCI,PPLT,PALL,XLE,VTI,TIP,YANG,SUM
07/23/2021,11.89,9.6,6.93,5.57,4.58,4.41,4.02,3.64,3.16,2.99,3.04,3.11,2.54,2.56,2.21,2.1,2.06,2.09,1.66,1.49,1.53,1.44,1.3,1.08,1.09,1.04,1.03,1.06,1.01,0.97,0.91,0.77,0.75,0.63,0.67,0.54,0.56,0.52,0.0,0.49,0.55,0.0,0.48,0.47,0.48,0.55,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/26/2021,11.83,9.43,6.93,5.44,4.67,4.37,3.93,3.64,3.29,3.04,3.07,3.1,2.54,2.54,2.17,2.1,2.08,2.05,1.7,1.55,1.55,1.45,1.26,1.09,1.09,1.03,1.04,1.05,1.01,0.99,0.91,0.76,0.77,0.65,0.65,0.56,0.58,0.53,0.0,0.5,0.54,0.0,0.5,0.45,0.48,0.6,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
07/27/2021,11.83,9.43,6.93,5.44,4.67,4.37,3.93,3.64,3.29,3.04,3.07,3.1,2.54,2.54,2.17,2.1,2.08,2.05,1.7,1.55,1.55,1.45,1.26,1.09,1.09,1.03,1.04,1.05,1.01,0.99,0.91,0.76,0.77,0.65,0.65,0.56,0.58,0.53,0.0,0.5,0.54,0.0,0.5,0.45,0.48,0.6,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
07/28/2021,11.76,9.4,6.93,5.42,4.59,4.52,3.91,3.66,3.27,3.01,3.08,3.1,2.57,2.54,2.19,2.1,2.08,2.09,1.74,1.56,1.52,1.45,1.24,1.1,1.1,1.03,1.06,1.04,1.01,0.99,0.91,0.76,0.79,0.64,0.65,0.56,0.56,0.52,0.0,0.49,0.56,0.0,0.5,0.45,0.47,0.65,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/29/2021,11.69,9.3,6.91,5.36,4.59,4.64,3.88,3.65,3.33,3.0,3.06,3.08,2.55,2.53,2.21,2.09,2.06,2.1,1.73,1.62,1.52,1.46,1.27,1.08,1.08,1.04,1.04,1.04,1.01,1.02,0.93,0.75,0.8,0.64,0.65,0.58,0.57,0.53,0.0,0.5,0.57,0.0,0.52,0.45,0.47,0.7,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/30/2021,11.69,9.3,6.91,5.36,4.59,4.64,3.88,3.65,3.33,3.0,3.06,3.08,2.55,2.53,2.21,2.09,2.06,2.1,1.73,1.62,1.52,1.46,1.27,1.08,1.08,1.04,1.04,1.04,1.01,1.02,0.93,0.75,0.8,0.64,0.65,0.58,0.57,0.53,0.0,0.5,0.57,0.0,0.52,0.45,0.47,0.7,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/02/2021,11.57,9.38,6.93,5.36,4.63,4.51,3.85,3.65,3.34,3.01,3.05,3.07,2.56,2.53,2.23,2.09,2.04,2.08,1.73,1.62,1.52,1.47,1.28,1.12,1.12,1.01,1.04,1.05,1.01,1.02,0.94,0.75,0.82,0.65,0.65,0.57,0.57,0.53,0.0,0.5,0.56,0.0,0.52,0.46,0.48,0.68,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/03/2021,11.57,9.38,6.93,5.36,4.63,4.51,3.85,3.65,3.34,3.01,3.05,3.07,2.56,2.53,2.23,2.09,2.04,2.08,1.73,1.62,1.52,1.47,1.28,1.12,1.12,1.01,1.04,1.05,1.01,1.02,0.94,0.75,0.82,0.65,0.65,0.57,0.57,0.53,0.0,0.5,0.56,0.0,0.52,0.46,0.48,0.68,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,11.57,9.38,6.93,5.36,4.63,4.51,3.85,3.65,3.34,3.01,3.05,3.07,2.56,2.53,2.23,2.09,2.04,2.08,1.73,1.62,1.52,1.47,1.28,1.12,1.12,1.01,1.04,1.05,1.01,1.02,0.94,0.75,0.82,0.65,0.65,0.57,0.57,0.53,0.0,0.5,0.56,0.0,0.52,0.46,0.48,0.68,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,11.57,9.38,6.93,5.36,4.63,4.51,3.85,3.65,3.34,3.01,3.05,3.07,2.56,2.53,2.23,2.09,2.04,2.08,1.73,1.62,1.52,1.47,1.28,1.12,1.12,1.01,1.04,1.05,1.01,1.02,0.94,0.75,0.82,0.65,0.65,0.57,0.57,0.53,0.0,0.5,0.56,0.0,0.52,0.46,0.48,0.68,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,11.4,9.43,6.98,5.37,4.61,4.4,3.91,3.68,3.43,3.01,3.12,3.1,2.57,2.52,2.24,2.1,2.06,2.08,1.69,1.61,1.52,1.48,1.29,1.1,1.1,0.97,1.08,1.03,1.01,1.02,0.96,0.76,0.85,0.64,0.65,0.56,0.57,0.52,0.0,0.5,0.55,0.0,0.55,0.46,0.49,0.59,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/09/2021,11.48,9.47,7.0,5.4,4.61,4.38,3.92,3.7,3.32,2.99,3.11,3.09,2.6,2.51,2.23,2.1,2.05,2.09,1.66,1.58,1.52,1.47,1.32,1.12,1.1,0.97,1.08,1.04,1.01,1.02,0.96,0.77,0.85,0.63,0.66,0.54,0.56,0.52,0.0,0.5,0.55,0.0,0.54,0.46,0.49,0.59,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/10/2021,11.52,9.48,7.01,5.36,4.69,4.39,3.87,3.71,3.29,3.03,3.12,3.1,2.6,2.5,2.23,2.11,2.05,2.09,1.68,1.58,1.54,1.47,1.33,1.11,1.09,0.96,1.08,1.04,1.02,0.99,0.92,0.77,0.85,0.63,0.61,0.55,0.57,0.52,0.0,0.5,0.56,0.0,0.54,0.46,0.48,0.59,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/11/2021,11.52,9.48,7.01,5.36,4.69,4.39,3.87,3.71,3.29,3.03,3.12,3.1,2.6,2.5,2.23,2.11,2.05,2.09,1.68,1.58,1.54,1.47,1.33,1.11,1.09,0.96,1.08,1.04,1.02,0.99,0.92,0.77,0.85,0.63,0.61,0.55,0.57,0.52,0.0,0.5,0.56,0.0,0.54,0.46,0.48,0.59,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/13/2021,11.77,9.45,7.03,5.13,4.82,4.34,3.63,3.69,3.37,3.05,3.12,3.12,2.6,2.49,2.2,2.12,2.06,2.07,1.64,1.61,1.58,1.46,1.34,1.13,1.13,0.97,1.07,1.04,1.03,0.99,0.93,0.76,0.81,0.63,0.61,0.55,0.56,0.52,0.0,0.5,0.54,0.0,0.58,0.44,0.46,0.6,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/16/2021,11.68,9.38,7.0,5.1,4.85,4.35,3.53,3.66,3.51,3.06,3.14,3.12,2.59,2.47,2.2,2.11,2.07,2.06,1.67,1.67,1.6,1.47,1.31,1.17,1.16,0.97,1.09,1.06,1.03,0.98,0.85,0.75,0.87,0.63,0.63,0.55,0.57,0.51,0.0,0.5,0.55,0.0,0.59,0.43,0.45,0.62,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/17/2021,11.68,9.38,7.0,5.1,4.85,4.35,3.53,3.66,3.51,3.06,3.14,3.12,2.59,2.47,2.2,2.11,2.07,2.06,1.67,1.67,1.6,1.47,1.31,1.17,1.16,0.97,1.09,1.06,1.03,0.98,0.85,0.75,0.87,0.63,0.63,0.55,0.57,0.51,0.0,0.5,0.55,0.0,0.59,0.43,0.45,0.62,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/18/2021,11.68,9.38,7.0,5.1,4.85,4.35,3.53,3.66,3.51,3.06,3.14,3.12,2.59,2.47,2.2,2.11,2.07,2.06,1.67,1.67,1.6,1.47,1.31,1.17,1.16,0.97,1.09,1.06,1.03,0.98,0.85,0.75,0.87,0.63,0.63,0.55,0.57,0.51,0.0,0.5,0.55,0.0,0.59,0.43,0.45,0.62,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,11.52,9.41,7.03,5.18,4.8,4.37,3.61,3.68,3.5,3.05,3.13,3.13,2.61,2.48,2.23,2.12,2.07,2.08,1.65,1.66,1.59,1.47,1.3,1.16,1.15,0.96,1.09,1.07,1.03,0.99,0.85,0.75,0.87,0.61,0.63,0.55,0.56,0.51,0.0,0.5,0.55,0.0,0.61,0.43,0.45,0.61,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/20/2021,11.52,9.44,7.01,5.21,4.8,4.33,3.65,3.67,3.45,3.04,3.16,3.15,2.61,2.47,2.23,2.12,2.08,2.08,1.64,1.61,1.58,1.46,1.36,1.16,1.14,0.96,1.1,1.07,1.03,0.97,0.84,0.75,0.9,0.61,0.63,0.54,0.55,0.5,0.0,0.49,0.56,0.0,0.61,0.44,0.45,0.61,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/23/2021,11.74,9.52,7.04,5.24,4.78,4.21,3.67,3.7,3.39,3.04,3.14,3.17,2.63,2.48,2.3,2.13,2.08,2.07,1.62,1.52,1.58,1.45,1.35,1.16,1.15,0.96,1.08,1.08,1.03,0.86,0.82,0.76,0.85,0.6,0.65,0.53,0.55,0.5,0.0,0.48,0.55,0.0,0.64,0.43,0.44,0.6,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/24/2021,11.85,9.52,7.03,5.25,4.79,4.2,3.69,3.71,3.31,3.05,3.18,3.2,2.64,2.49,2.28,2.16,2.1,2.08,1.62,1.47,1.59,1.43,0.0,1.17,1.16,0.95,1.09,1.08,1.04,0.83,0.81,0.76,0.81,0.6,0.66,0.53,0.55,0.49,0.0,0.48,0.54,0.0,0.6,0.43,0.44,0.62,0.0,0.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/25/2021,11.85,9.52,7.03,5.25,4.79,4.2,3.69,3.71,3.31,3.05,3.18,3.2,2.64,2.49,2.28,2.16,2.1,2.08,1.62,1.47,1.59,1.43,0.0,1.17,1.16,0.95,1.09,1.08,1.04,0.83,0.81,0.76,0.81,0.6,0.66,0.53,0.55,0.49,0.0,0.48,0.54,0.0,0.6,0.43,0.44,0.62,0.0,0.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/26/2021,11.79,9.47,7.01,5.21,4.86,4.28,3.64,3.71,3.3,3.07,3.22,3.21,2.64,2.47,2.26,2.17,2.1,2.09,1.57,1.49,1.59,1.43,0.0,1.18,1.15,0.96,1.11,1.07,1.05,0.84,0.81,0.76,0.85,0.61,0.65,0.53,0.55,0.49,0.0,0.48,0.54,0.0,0.59,0.43,0.44,0.61,0.0,0.4,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/27/2021,11.63,9.47,6.98,5.25,4.84,4.29,3.68,3.71,3.37,3.06,3.18,3.18,2.63,2.46,2.26,2.15,2.08,2.07,1.63,1.53,1.59,1.44,0.0,1.17,1.15,0.96,1.09,1.06,1.04,0.84,0.8,0.76,0.9,0.63,0.64,0.55,0.56,0.5,0.0,0.48,0.55,0.0,0.59,0.44,0.46,0.6,0.0,0.42,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/30/2021,11.63,9.48,6.95,5.18,4.85,4.31,3.66,3.69,3.36,3.07,3.19,3.15,2.6,2.45,2.24,2.14,2.08,2.08,1.67,1.55,1.61,1.44,0.0,1.18,1.16,0.96,1.1,1.06,1.04,0.85,0.82,0.76,0.95,0.64,0.64,0.56,0.56,0.5,0.0,0.48,0.55,0.0,0.58,0.42,0.45,0.61,0.0,0.43,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,11.7,9.47,6.95,5.18,4.81,4.3,3.65,3.71,3.33,3.06,3.2,3.16,2.6,2.45,2.25,2.14,2.08,2.09,1.67,1.53,1.63,1.44,0.0,1.18,1.15,0.96,1.1,1.06,1.04,0.84,0.81,0.76,0.96,0.64,0.64,0.55,0.56,0.5,0.0,0.48,0.54,0.0,0.57,0.42,0.45,0.62,0.0,0.43,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,11.44,9.49,6.91,5.19,4.87,4.34,3.67,3.69,3.42,3.08,3.19,3.13,2.59,2.42,2.24,2.13,2.07,2.08,1.67,1.6,1.62,1.44,0.0,1.16,1.14,0.96,1.1,1.05,1.04,0.85,0.81,0.76,0.99,0.65,0.63,0.56,0.57,0.5,0.0,0.48,0.54,0.0,0.58,0.43,0.45,0.62,0.0,0.44,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/02/2021,11.44,9.49,6.91,5.19,4.87,4.34,3.67,3.69,3.42,3.08,3.19,3.13,2.59,2.42,2.24,2.13,2.07,2.08,1.67,1.6,1.62,1.44,0.0,1.16,1.14,0.96,1.1,1.05,1.04,0.85,0.81,0.76,0.99,0.65,0.63,0.56,0.57,0.5,0.0,0.48,0.54,0.0,0.58,0.43,0.45,0.62,0.0,0.44,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/03/2021,11.43,9.54,6.91,5.21,4.76,4.38,3.67,3.71,3.4,3.06,3.2,3.13,2.59,2.43,2.26,2.13,2.07,2.1,1.68,1.6,1.59,1.44,0.0,1.16,1.13,0.96,1.09,1.05,1.03,0.86,0.82,0.76,0.97,0.66,0.63,0.55,0.56,0.49,0.0,0.48,0.55,0.0,0.57,0.42,0.44,0.65,0.0,0.44,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/06/2021,11.47,9.66,6.95,5.2,4.77,4.28,3.68,3.73,3.39,3.06,3.19,3.11,2.61,2.44,2.26,2.13,2.06,2.08,1.67,1.57,1.59,1.43,0.0,1.15,1.13,0.96,1.1,1.03,1.03,0.83,0.81,0.77,1.01,0.7,0.63,0.54,0.55,0.48,0.0,0.47,0.55,0.0,0.57,0.43,0.44,0.64,0.0,0.43,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/07/2021,11.39,9.6,6.96,5.14,4.75,4.29,3.63,3.75,3.42,3.07,3.2,3.13,2.62,2.45,2.26,2.14,2.07,2.08,1.7,1.58,1.59,1.45,0.0,1.14,1.11,0.98,1.09,1.04,1.04,0.79,0.81,0.77,1.04,0.76,0.63,0.55,0.56,0.49,0.45,0.48,0.55,0.0,0.57,0.43,0.44,0.63,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/08/2021,11.39,9.6,6.96,5.14,4.75,4.29,3.63,3.75,3.42,3.07,3.2,3.13,2.62,2.45,2.26,2.14,2.07,2.08,1.7,1.58,1.59,1.45,0.0,1.14,1.11,0.98,1.09,1.04,1.04,0.79,0.81,0.77,1.04,0.76,0.63,0.55,0.56,0.49,0.45,0.48,0.55,0.0,0.57,0.43,0.44,0.63,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/09/2021,11.39,9.6,6.96,5.14,4.75,4.29,3.63,3.75,3.42,3.07,3.2,3.13,2.62,2.45,2.26,2.14,2.07,2.08,1.7,1.58,1.59,1.45,0.0,1.14,1.11,0.98,1.09,1.04,1.04,0.79,0.81,0.77,1.04,0.76,0.63,0.55,0.56,0.49,0.45,0.48,0.55,0.0,0.57,0.43,0.44,0.63,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/10/2021,11.44,9.63,6.97,5.21,4.71,4.29,3.74,3.75,3.41,3.04,3.17,3.1,2.59,2.46,2.24,2.12,2.05,2.08,1.68,1.57,1.57,1.44,0.0,1.12,1.09,0.97,1.08,1.04,1.03,0.8,0.81,0.77,1.04,0.79,0.63,0.54,0.56,0.49,0.44,0.47,0.56,0.0,0.55,0.44,0.45,0.63,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/13/2021,11.62,9.65,7.01,5.12,4.7,4.26,3.68,3.75,3.39,3.04,3.13,3.11,2.6,2.48,2.25,2.13,2.05,2.13,1.7,1.51,1.59,1.44,0.0,1.12,1.07,0.96,1.06,1.03,1.03,0.78,0.8,0.76,1.05,0.84,0.59,0.52,0.56,0.49,0.44,0.47,0.57,0.0,0.54,0.43,0.45,0.62,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/14/2021,11.48,9.69,7.01,5.11,4.73,4.31,3.69,3.76,3.41,3.04,3.14,3.1,2.6,2.48,2.26,2.13,2.04,2.16,1.67,1.53,1.59,1.44,0.0,1.12,1.08,0.96,1.06,1.02,1.03,0.78,0.78,0.76,1.07,0.85,0.59,0.52,0.56,0.49,0.45,0.47,0.57,0.0,0.55,0.43,0.44,0.62,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/15/2021,11.56,9.69,6.97,5.05,4.66,4.45,3.64,3.75,3.44,3.0,3.11,3.07,2.58,2.47,2.26,2.11,2.03,2.19,1.71,1.56,1.57,1.44,0.0,1.12,1.08,0.95,1.05,1.03,1.02,0.78,0.79,0.76,1.09,0.9,0.61,0.52,0.56,0.49,0.45,0.47,0.58,0.0,0.55,0.42,0.43,0.61,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/16/2021,11.56,9.69,6.97,5.05,4.66,4.45,3.64,3.75,3.44,3.0,3.11,3.07,2.58,2.47,2.26,2.11,2.03,2.19,1.71,1.56,1.57,1.44,0.0,1.12,1.08,0.95,1.05,1.03,1.02,0.78,0.79,0.76,1.09,0.9,0.61,0.52,0.56,0.49,0.45,0.47,0.58,0.0,0.55,0.42,0.43,0.61,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/17/2021,11.45,9.77,7.03,5.03,4.7,4.37,3.63,3.76,3.42,3.02,3.12,3.08,2.59,2.47,2.26,2.11,2.02,2.16,1.72,1.55,1.59,1.45,0.0,1.12,1.08,0.96,1.05,1.02,1.02,0.78,0.8,0.76,1.07,0.9,0.61,0.55,0.58,0.5,0.46,0.48,0.57,0.0,0.54,0.42,0.43,0.61,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
