,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,MA,HD,PG,DIS,BAC,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CRM,CSCO,PFE,KO,CVX,T,PEP,ABT,ABBV,NKE,MRK,TMO,WFC,WMT,ACN,AVGO,LLY,MCD,TXN,COST,DHR,MDT,QCOM,HON,PM,BMY,UPS,LIN,C,UNP,NEE,ORCL,AMGN,BA,LOW,SBUX,RTX,INTU,IBM,MS,GS,AMAT,BLK,AMT,TGT,CAT,GE,MMM,AXP,SCHW,DE,CVS,NOW,ISRG,AMD,CHTR,SPGI,SQ,BKNG,ANTM,LMT,PLD,LRCX,FIS,MU,ZTS,MDLZ,MO,SYK,GILD,CCI,TMUS,ADP,COP,PNC,CI,TJX,GM,USB,CME,ZM,DUK,UBER,TFC,EL,CB,COF,ATVI,CSX,MMC,MELI,BX,NSC,ICE,EQIX,ILMN,BDX,FDX,CL,MRNA,SHW,FISV,SO,EW,ADI,D,TWLO,None,BSX,APD,ADSK,SNAP,ITW,F,ETN,MCO,NXPI,NOC,GPN,REGN,HUM,PGR,EMR,WM,IDXX,BIIB,AON,TWTR,FCX,HCA,DOCU,ECL,VRTX,CRWD,EOG,DG,NEM,ROKU,ROP,SLB,PSA,JCI,IQV,KLAC,DOW,MSCI,AEP,EXC,CMG,DLR,TROW,SRE,GD,LULU,ROST,VEEV,KMB,WDAY,LHX,MET,MTCH,ALGN,EBAY,A,CNC,PRU,MCHP,DD,APH,BAX,BK,SNPS,APTV,TT,INFO,CARR,EA,ORLY,TEL,GIS,XEL,AIG,SPG,ALL,STZ,PPG,GE.,CTSH,MAR,PH,TRV,SYY,SUM
08/17/2021,7.1,6.69,4.29,2.64,2.52,2.4,1.66,1.68,1.53,1.47,1.41,1.19,1.17,0.98,0.96,1.07,1.07,1.0,0.95,0.93,0.73,0.83,0.7,0.7,0.66,0.74,0.72,0.82,0.67,0.6,0.61,0.66,0.66,0.62,0.67,0.59,0.65,0.63,0.62,0.63,0.6,0.64,0.54,0.53,0.6,0.61,0.52,0.51,0.49,0.48,0.46,0.43,0.49,0.46,0.46,0.5,0.5,0.4,0.39,0.41,0.42,0.4,0.45,0.39,0.47,0.43,0.36,0.4,0.39,0.39,0.36,0.0,0.35,0.33,0.34,0.37,0.34,0.35,0.36,0.4,0.32,0.32,0.32,0.27,0.27,0.26,0.3,0.25,0.25,0.24,0.29,0.27,0.27,0.26,0.27,0.26,0.26,0.28,0.23,0.25,0.22,0.26,0.21,0.24,0.23,0.23,0.25,0.19,0.24,0.23,0.25,0.25,0.2,0.23,0.23,0.26,0.24,0.21,0.2,0.22,0.23,0.22,0.2,0.2,0.36,0.22,0.2,0.21,0.21,0.19,0.19,0.18,0.0,0.19,0.19,0.22,0.21,0.2,0.16,0.2,0.19,0.18,0.16,0.15,0.2,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.16,0.17,0.2,0.18,0.17,0.15,0.15,0.12,0.17,0.14,0.0,0.15,0.12,0.14,0.16,0.14,0.15,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.0,0.15,0.15,0.14,0.0,0.13,0.0,0.13,0.14,0.0,0.13,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.12,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,97.07
08/18/2021,7.1,6.69,4.29,2.64,2.52,2.4,1.66,1.68,1.53,1.47,1.41,1.19,1.17,0.98,0.96,1.07,1.07,1.0,0.95,0.93,0.73,0.83,0.7,0.7,0.66,0.74,0.72,0.82,0.67,0.6,0.61,0.66,0.66,0.62,0.67,0.59,0.65,0.63,0.62,0.63,0.6,0.64,0.54,0.53,0.6,0.61,0.52,0.51,0.49,0.48,0.46,0.43,0.49,0.46,0.46,0.5,0.5,0.4,0.39,0.41,0.42,0.4,0.45,0.39,0.47,0.43,0.36,0.4,0.39,0.39,0.36,0.0,0.35,0.33,0.34,0.37,0.34,0.35,0.36,0.4,0.32,0.32,0.32,0.27,0.27,0.26,0.3,0.25,0.25,0.24,0.29,0.27,0.27,0.26,0.27,0.26,0.26,0.28,0.23,0.25,0.22,0.26,0.21,0.24,0.23,0.23,0.25,0.19,0.24,0.23,0.25,0.25,0.2,0.23,0.23,0.26,0.24,0.21,0.2,0.22,0.23,0.22,0.2,0.2,0.36,0.22,0.2,0.21,0.21,0.19,0.19,0.18,0.0,0.19,0.19,0.22,0.21,0.2,0.16,0.2,0.19,0.18,0.16,0.15,0.2,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.16,0.17,0.2,0.18,0.17,0.15,0.15,0.12,0.17,0.14,0.0,0.15,0.12,0.14,0.16,0.14,0.15,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.0,0.15,0.15,0.14,0.0,0.13,0.0,0.13,0.14,0.0,0.13,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.12,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,97.07
08/19/2021,7.17,6.72,4.28,2.66,2.52,2.4,1.66,1.6,1.5,1.46,1.42,1.2,1.19,0.99,0.96,1.08,1.07,0.99,0.94,0.92,0.72,0.83,0.7,0.7,0.65,0.73,0.72,0.83,0.68,0.59,0.61,0.66,0.67,0.63,0.67,0.6,0.66,0.62,0.63,0.63,0.6,0.65,0.55,0.53,0.61,0.61,0.53,0.51,0.49,0.48,0.46,0.43,0.49,0.45,0.46,0.5,0.5,0.4,0.38,0.41,0.42,0.4,0.45,0.39,0.47,0.42,0.37,0.4,0.39,0.4,0.36,0.0,0.36,0.33,0.33,0.36,0.34,0.35,0.37,0.39,0.33,0.33,0.31,0.26,0.28,0.27,0.3,0.26,0.25,0.24,0.3,0.27,0.27,0.26,0.27,0.26,0.25,0.28,0.23,0.24,0.22,0.26,0.21,0.24,0.23,0.22,0.25,0.19,0.23,0.23,0.25,0.24,0.2,0.23,0.24,0.25,0.24,0.21,0.2,0.23,0.23,0.22,0.21,0.2,0.35,0.23,0.2,0.21,0.22,0.19,0.19,0.17,0.0,0.19,0.19,0.22,0.21,0.2,0.16,0.2,0.19,0.18,0.17,0.15,0.2,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.15,0.16,0.2,0.17,0.17,0.15,0.14,0.0,0.17,0.14,0.0,0.16,0.12,0.14,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.15,0.13,0.13,0.14,0.13,0.15,0.14,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.34,0.0,0.0,0.12,0.12,0.12,97.12
08/20/2021,7.18,6.72,4.23,2.62,2.51,2.38,1.67,1.56,1.48,1.45,1.44,1.21,1.21,0.97,0.97,1.04,1.08,0.97,0.95,0.93,0.72,0.83,0.7,0.71,0.65,0.73,0.72,0.86,0.68,0.6,0.61,0.66,0.68,0.64,0.66,0.61,0.67,0.61,0.63,0.64,0.6,0.66,0.55,0.53,0.61,0.62,0.54,0.5,0.49,0.49,0.47,0.44,0.49,0.45,0.46,0.5,0.5,0.4,0.37,0.39,0.42,0.4,0.45,0.39,0.47,0.42,0.36,0.39,0.4,0.39,0.35,0.0,0.35,0.33,0.33,0.36,0.35,0.35,0.37,0.39,0.33,0.33,0.31,0.26,0.28,0.27,0.3,0.25,0.25,0.24,0.3,0.27,0.27,0.27,0.28,0.26,0.25,0.28,0.23,0.24,0.22,0.25,0.2,0.23,0.23,0.22,0.25,0.19,0.23,0.23,0.25,0.24,0.2,0.23,0.24,0.25,0.24,0.21,0.2,0.23,0.23,0.22,0.21,0.21,0.37,0.22,0.21,0.21,0.22,0.19,0.19,0.17,0.0,0.19,0.19,0.22,0.21,0.2,0.15,0.2,0.19,0.17,0.17,0.15,0.21,0.16,0.17,0.19,0.18,0.18,0.16,0.19,0.15,0.15,0.2,0.17,0.17,0.16,0.14,0.12,0.17,0.14,0.0,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.15,0.14,0.0,0.15,0.14,0.15,0.0,0.0,0.0,0.0,0.14,0.12,0.13,0.14,0.13,0.14,0.14,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.12,0.34,0.0,0.0,0.12,0.12,0.0,97.02
08/23/2021,7.08,6.88,4.2,2.61,2.51,2.4,1.66,1.6,1.52,1.43,1.45,1.2,1.24,0.98,0.96,1.06,1.09,0.97,0.93,0.94,0.69,0.83,0.74,0.71,0.65,0.75,0.74,0.84,0.68,0.56,0.6,0.68,0.68,0.64,0.65,0.61,0.67,0.6,0.63,0.64,0.59,0.66,0.55,0.53,0.62,0.63,0.53,0.49,0.49,0.49,0.47,0.43,0.5,0.45,0.46,0.51,0.49,0.4,0.36,0.44,0.41,0.39,0.46,0.38,0.46,0.41,0.37,0.39,0.4,0.37,0.34,0.0,0.35,0.32,0.33,0.35,0.34,0.36,0.39,0.39,0.34,0.32,0.31,0.26,0.28,0.27,0.31,0.25,0.25,0.24,0.3,0.28,0.27,0.27,0.28,0.26,0.25,0.28,0.22,0.24,0.22,0.27,0.19,0.23,0.22,0.22,0.25,0.18,0.23,0.23,0.26,0.23,0.2,0.24,0.24,0.25,0.23,0.21,0.2,0.23,0.21,0.22,0.2,0.21,0.35,0.22,0.21,0.22,0.23,0.19,0.2,0.17,0.0,0.19,0.19,0.22,0.2,0.2,0.15,0.21,0.19,0.17,0.17,0.15,0.21,0.16,0.18,0.19,0.18,0.18,0.16,0.19,0.15,0.15,0.2,0.17,0.17,0.16,0.14,0.0,0.17,0.14,0.0,0.16,0.0,0.15,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.14,0.12,0.13,0.15,0.13,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.12,0.14,0.13,0.0,0.0,0.12,0.34,0.0,0.0,0.0,0.12,0.12,97.12
08/24/2021,7.09,6.99,4.18,2.62,2.52,2.41,1.65,1.6,1.58,1.43,1.44,1.19,1.24,0.98,0.95,1.07,1.08,0.97,0.93,0.95,0.68,0.83,0.74,0.7,0.64,0.75,0.75,0.83,0.67,0.56,0.6,0.67,0.68,0.64,0.65,0.61,0.67,0.6,0.63,0.65,0.59,0.66,0.54,0.52,0.62,0.62,0.53,0.49,0.48,0.48,0.47,0.43,0.5,0.44,0.45,0.52,0.49,0.39,0.36,0.45,0.41,0.39,0.46,0.38,0.46,0.41,0.36,0.4,0.4,0.38,0.34,0.0,0.34,0.32,0.33,0.34,0.34,0.36,0.38,0.39,0.34,0.32,0.32,0.26,0.28,0.27,0.31,0.25,0.25,0.24,0.3,0.27,0.27,0.27,0.28,0.26,0.25,0.28,0.22,0.24,0.22,0.27,0.19,0.23,0.22,0.22,0.25,0.18,0.23,0.23,0.26,0.23,0.2,0.23,0.24,0.25,0.24,0.2,0.2,0.23,0.22,0.22,0.2,0.2,0.36,0.23,0.21,0.22,0.23,0.19,0.2,0.17,0.12,0.19,0.18,0.22,0.21,0.2,0.15,0.2,0.18,0.17,0.17,0.15,0.21,0.16,0.18,0.19,0.18,0.18,0.16,0.19,0.15,0.15,0.2,0.17,0.17,0.16,0.14,0.0,0.17,0.14,0.0,0.15,0.0,0.15,0.16,0.15,0.15,0.14,0.16,0.14,0.15,0.16,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.12,0.14,0.0,0.13,0.15,0.13,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.12,0.14,0.13,0.0,0.0,0.12,0.34,0.0,0.0,0.0,0.0,0.12,97.14
08/25/2021,7.09,6.99,4.18,2.62,2.52,2.41,1.65,1.6,1.58,1.43,1.44,1.19,1.24,0.98,0.95,1.07,1.08,0.97,0.93,0.95,0.68,0.83,0.74,0.7,0.64,0.75,0.75,0.83,0.67,0.56,0.6,0.67,0.68,0.64,0.65,0.61,0.67,0.6,0.63,0.65,0.59,0.66,0.54,0.52,0.62,0.62,0.53,0.49,0.48,0.48,0.47,0.43,0.5,0.44,0.45,0.52,0.49,0.39,0.36,0.45,0.41,0.39,0.46,0.38,0.46,0.41,0.36,0.4,0.4,0.38,0.34,0.34,0.34,0.32,0.33,0.34,0.34,0.36,0.38,0.39,0.34,0.32,0.32,0.26,0.28,0.27,0.31,0.25,0.25,0.24,0.3,0.27,0.27,0.27,0.28,0.26,0.25,0.28,0.22,0.24,0.22,0.27,0.19,0.23,0.22,0.22,0.25,0.18,0.23,0.23,0.26,0.23,0.2,0.23,0.24,0.25,0.24,0.2,0.2,0.23,0.22,0.22,0.2,0.2,0.36,0.23,0.21,0.22,0.23,0.19,0.2,0.17,0.12,0.19,0.18,0.22,0.21,0.2,0.15,0.2,0.18,0.17,0.17,0.15,0.21,0.16,0.18,0.19,0.18,0.18,0.16,0.19,0.15,0.15,0.2,0.17,0.17,0.16,0.14,0.0,0.17,0.14,0.0,0.15,0.0,0.15,0.16,0.15,0.15,0.14,0.16,0.14,0.15,0.16,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.12,0.14,0.0,0.13,0.15,0.13,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.12,0.14,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,97.14
08/26/2021,7.1,6.94,4.23,2.63,2.55,2.43,1.64,1.64,1.65,1.43,1.41,1.19,1.21,0.98,0.95,1.05,1.07,0.98,0.93,0.95,0.7,0.83,0.74,0.69,0.65,0.76,0.75,0.84,0.66,0.57,0.59,0.66,0.67,0.63,0.65,0.6,0.66,0.59,0.62,0.64,0.6,0.65,0.54,0.53,0.61,0.61,0.52,0.49,0.48,0.47,0.47,0.42,0.49,0.44,0.45,0.5,0.49,0.39,0.36,0.44,0.41,0.39,0.46,0.38,0.46,0.41,0.37,0.4,0.4,0.38,0.35,0.34,0.34,0.32,0.33,0.34,0.34,0.37,0.38,0.4,0.33,0.32,0.32,0.27,0.28,0.26,0.3,0.25,0.24,0.24,0.3,0.27,0.27,0.26,0.28,0.26,0.25,0.27,0.23,0.24,0.22,0.27,0.19,0.23,0.22,0.22,0.25,0.18,0.23,0.24,0.25,0.23,0.19,0.23,0.24,0.25,0.24,0.2,0.2,0.23,0.21,0.22,0.2,0.2,0.38,0.22,0.21,0.21,0.22,0.19,0.19,0.17,0.12,0.19,0.18,0.22,0.21,0.2,0.15,0.2,0.18,0.18,0.16,0.15,0.21,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.16,0.15,0.2,0.17,0.17,0.16,0.15,0.12,0.17,0.14,0.0,0.15,0.0,0.15,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.17,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.0,0.15,0.14,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.15,0.13,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.12,97.06
08/27/2021,7.09,6.88,4.28,2.64,2.57,2.45,1.64,1.65,1.64,1.44,1.39,1.19,1.21,0.99,0.96,1.04,1.06,0.98,0.95,0.95,0.71,0.83,0.74,0.69,0.66,0.76,0.76,0.82,0.66,0.57,0.59,0.65,0.67,0.63,0.65,0.59,0.66,0.6,0.62,0.64,0.59,0.63,0.54,0.52,0.6,0.62,0.54,0.49,0.48,0.47,0.46,0.42,0.49,0.45,0.44,0.5,0.48,0.39,0.37,0.43,0.41,0.39,0.46,0.38,0.46,0.42,0.37,0.4,0.39,0.38,0.35,0.34,0.34,0.32,0.34,0.35,0.33,0.37,0.37,0.4,0.33,0.32,0.32,0.28,0.28,0.26,0.29,0.25,0.24,0.24,0.3,0.26,0.27,0.27,0.27,0.25,0.25,0.27,0.23,0.24,0.22,0.27,0.19,0.23,0.22,0.22,0.24,0.18,0.23,0.24,0.25,0.23,0.19,0.23,0.24,0.26,0.25,0.2,0.2,0.22,0.21,0.22,0.2,0.2,0.36,0.22,0.21,0.21,0.22,0.19,0.19,0.17,0.12,0.19,0.18,0.23,0.21,0.2,0.15,0.21,0.18,0.18,0.16,0.15,0.21,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.15,0.16,0.2,0.17,0.17,0.16,0.16,0.12,0.17,0.14,0.0,0.15,0.12,0.14,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.17,0.14,0.15,0.0,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.0,0.16,0.14,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.15,0.13,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.12,97.04
08/30/2021,7.02,6.83,4.31,2.65,2.58,2.46,1.64,1.64,1.67,1.48,1.38,1.18,1.19,0.97,0.94,1.04,1.06,0.97,0.96,0.95,0.7,0.82,0.74,0.69,0.65,0.78,0.76,0.8,0.65,0.57,0.58,0.65,0.67,0.64,0.65,0.59,0.66,0.61,0.61,0.64,0.6,0.63,0.54,0.53,0.6,0.61,0.54,0.49,0.49,0.48,0.45,0.42,0.49,0.46,0.44,0.5,0.49,0.38,0.36,0.44,0.41,0.39,0.46,0.38,0.47,0.43,0.37,0.4,0.39,0.37,0.35,0.35,0.34,0.33,0.34,0.36,0.33,0.37,0.37,0.4,0.34,0.32,0.31,0.28,0.28,0.27,0.3,0.25,0.24,0.25,0.3,0.26,0.27,0.27,0.27,0.25,0.24,0.27,0.23,0.25,0.22,0.27,0.19,0.24,0.22,0.22,0.24,0.18,0.23,0.24,0.25,0.24,0.19,0.23,0.24,0.26,0.25,0.2,0.2,0.23,0.21,0.22,0.2,0.2,0.37,0.22,0.21,0.21,0.22,0.19,0.19,0.17,0.0,0.19,0.18,0.21,0.2,0.2,0.15,0.21,0.18,0.19,0.17,0.14,0.21,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.15,0.15,0.2,0.17,0.17,0.16,0.17,0.12,0.16,0.14,0.0,0.15,0.12,0.14,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.17,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.0,0.15,0.15,0.16,0.0,0.0,0.13,0.12,0.14,0.0,0.14,0.15,0.0,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,97.09
08/31/2021,7.01,6.79,4.31,2.68,2.6,2.48,1.63,1.65,1.69,1.48,1.37,1.18,1.19,0.98,0.94,1.03,1.05,0.98,0.96,0.95,0.71,0.82,0.75,0.68,0.65,0.77,0.75,0.78,0.65,0.58,0.58,0.64,0.66,0.63,0.64,0.58,0.65,0.62,0.6,0.64,0.61,0.62,0.53,0.53,0.6,0.61,0.54,0.49,0.48,0.48,0.45,0.42,0.49,0.45,0.44,0.49,0.49,0.38,0.37,0.43,0.41,0.39,0.47,0.38,0.47,0.43,0.38,0.41,0.39,0.37,0.35,0.35,0.34,0.33,0.34,0.36,0.33,0.38,0.37,0.41,0.34,0.32,0.32,0.28,0.27,0.27,0.29,0.26,0.24,0.25,0.29,0.26,0.28,0.27,0.27,0.25,0.24,0.27,0.23,0.25,0.22,0.27,0.19,0.24,0.22,0.22,0.24,0.18,0.24,0.24,0.25,0.24,0.19,0.23,0.24,0.26,0.26,0.2,0.2,0.22,0.2,0.22,0.19,0.2,0.35,0.22,0.21,0.21,0.22,0.19,0.19,0.18,0.12,0.19,0.18,0.21,0.21,0.2,0.16,0.2,0.18,0.19,0.16,0.15,0.21,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.15,0.16,0.2,0.18,0.17,0.16,0.17,0.12,0.16,0.14,0.0,0.15,0.0,0.14,0.16,0.15,0.16,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.0,0.14,0.15,0.13,0.14,0.14,0.15,0.14,0.14,0.0,0.15,0.15,0.16,0.0,0.0,0.13,0.12,0.14,0.0,0.14,0.15,0.13,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,97.06
09/01/2021,7.01,6.79,4.31,2.68,2.6,2.48,1.63,1.65,1.69,1.48,1.37,1.18,1.19,0.98,0.94,1.03,1.05,0.98,0.96,0.95,0.71,0.82,0.75,0.68,0.65,0.77,0.75,0.78,0.65,0.58,0.58,0.64,0.66,0.63,0.64,0.58,0.65,0.62,0.6,0.64,0.61,0.62,0.53,0.53,0.6,0.61,0.54,0.49,0.48,0.48,0.45,0.42,0.49,0.45,0.44,0.49,0.49,0.38,0.37,0.43,0.41,0.39,0.47,0.38,0.47,0.43,0.38,0.41,0.39,0.37,0.35,0.35,0.34,0.33,0.34,0.36,0.33,0.38,0.37,0.41,0.34,0.32,0.32,0.28,0.27,0.27,0.29,0.26,0.24,0.25,0.29,0.26,0.28,0.27,0.27,0.25,0.24,0.27,0.23,0.25,0.22,0.27,0.19,0.24,0.22,0.22,0.24,0.18,0.24,0.24,0.25,0.24,0.19,0.23,0.24,0.26,0.26,0.2,0.2,0.22,0.2,0.22,0.19,0.2,0.35,0.22,0.21,0.21,0.22,0.19,0.19,0.18,0.12,0.19,0.18,0.21,0.21,0.2,0.16,0.2,0.18,0.19,0.16,0.15,0.21,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.15,0.16,0.2,0.18,0.17,0.16,0.17,0.12,0.16,0.14,0.0,0.15,0.0,0.14,0.16,0.15,0.16,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.0,0.14,0.15,0.13,0.14,0.14,0.15,0.14,0.14,0.0,0.15,0.15,0.16,0.0,0.0,0.13,0.12,0.14,0.0,0.14,0.15,0.13,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,97.06
09/02/2021,7.18,6.84,4.38,2.72,2.6,2.48,1.62,1.68,1.69,1.45,1.37,1.17,1.18,1.01,0.92,1.04,1.04,0.98,0.94,0.95,0.7,0.82,0.75,0.68,0.65,0.76,0.75,0.78,0.65,0.57,0.58,0.64,0.66,0.63,0.64,0.58,0.66,0.6,0.61,0.64,0.61,0.63,0.53,0.53,0.6,0.62,0.54,0.49,0.48,0.48,0.45,0.42,0.49,0.44,0.43,0.49,0.48,0.38,0.36,0.43,0.41,0.38,0.46,0.37,0.46,0.42,0.37,0.4,0.4,0.37,0.35,0.35,0.34,0.32,0.33,0.36,0.33,0.38,0.38,0.4,0.34,0.32,0.32,0.28,0.27,0.26,0.3,0.26,0.24,0.25,0.29,0.26,0.28,0.27,0.27,0.25,0.24,0.27,0.23,0.24,0.21,0.26,0.19,0.23,0.21,0.22,0.24,0.18,0.23,0.24,0.25,0.22,0.19,0.23,0.24,0.26,0.26,0.2,0.2,0.23,0.2,0.22,0.19,0.2,0.34,0.22,0.21,0.21,0.22,0.25,0.19,0.18,0.0,0.19,0.18,0.21,0.21,0.2,0.15,0.2,0.18,0.19,0.16,0.14,0.21,0.16,0.17,0.19,0.18,0.17,0.16,0.19,0.15,0.16,0.2,0.18,0.17,0.16,0.17,0.12,0.16,0.14,0.0,0.15,0.12,0.14,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.14,0.15,0.0,0.14,0.15,0.13,0.14,0.14,0.15,0.14,0.14,0.0,0.15,0.15,0.16,0.0,0.0,0.13,0.12,0.14,0.0,0.13,0.15,0.0,0.14,0.13,0.14,0.0,0.13,0.15,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,97.15
09/03/2021,7.14,6.81,4.46,2.72,2.61,2.48,1.62,1.7,1.67,1.45,1.37,1.16,1.18,1.02,0.91,1.04,1.04,0.99,0.94,0.95,0.69,0.84,0.76,0.68,0.65,0.77,0.75,0.77,0.65,0.56,0.59,0.65,0.67,0.64,0.63,0.58,0.66,0.56,0.61,0.64,0.61,0.62,0.53,0.53,0.6,0.62,0.54,0.5,0.48,0.48,0.45,0.43,0.49,0.45,0.43,0.49,0.48,0.39,0.36,0.43,0.42,0.38,0.46,0.38,0.47,0.42,0.37,0.4,0.4,0.37,0.35,0.35,0.34,0.32,0.33,0.36,0.34,0.38,0.37,0.4,0.34,0.32,0.32,0.28,0.28,0.26,0.3,0.26,0.24,0.25,0.29,0.26,0.28,0.27,0.27,0.25,0.24,0.27,0.23,0.24,0.22,0.26,0.19,0.23,0.22,0.18,0.24,0.17,0.23,0.24,0.25,0.23,0.19,0.22,0.24,0.26,0.26,0.19,0.2,0.23,0.2,0.22,0.19,0.2,0.34,0.22,0.21,0.21,0.22,0.25,0.19,0.17,0.0,0.19,0.18,0.2,0.21,0.2,0.15,0.2,0.18,0.18,0.16,0.14,0.21,0.16,0.17,0.19,0.18,0.17,0.15,0.19,0.15,0.16,0.2,0.17,0.17,0.16,0.17,0.12,0.16,0.14,0.0,0.15,0.12,0.15,0.16,0.15,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.15,0.0,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.0,0.15,0.15,0.16,0.0,0.0,0.13,0.12,0.14,0.0,0.13,0.15,0.0,0.14,0.13,0.14,0.12,0.13,0.15,0.0,0.0,0.14,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,97.14
