,EBAY,CCEP,OMF,LOW,BBY,DG,DGX,HUM,WMT,HBI,PFG,NLSN,MAN,CF,TSLA,ZM,FB,ACN,SHOP,JEF,NVDA,NFLX,AAPL,LMT,AMZN,PII,CRH,AES,EMN,PG,OZK,DOV,Cash&Other,AVGO,BNTX,TDOC,NVAX,MRNA,FSK,OVV,HRC,CRM,DASH,ABNB,ARWR,AMGN,BC,SF,JHG,NWL,ZION,CC,TOL,QCOM,n/a,HSY,TROW,CDW,OMC,FHN,GWW,EMR,PH,MMC,ALLE,FE,CSCO,ABBV,ABC,WM,IBKR,GD,HIG,AMAT,MET,GOOGL,USB,TSN,KSS,PEP,DE,ROST,SBUX,MSFT,MU,PYPL,SUM
07/23/2021,5.6,4.75,0.0,4.85,4.57,4.52,4.18,4.13,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,2.79,0.0,0.0,4.18,0.0,2.21,4.04,0.0,2.0,0.0,0.0,1.5,0.0,0.93,31.95,2.46,1.99,1.98,1.9,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.51000000000002
07/26/2021,5.77,4.85,0.0,4.88,4.51,4.48,4.2,4.14,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,2.9,0.0,0.0,4.0,0.0,2.19,4.09,0.0,2.01,0.0,0.0,1.47,0.0,0.94,9.42,2.48,2.26,1.94,1.91,1.95,4.7,4.27,2.6,2.05,2.04,1.99,1.98,1.96,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
07/27/2021,5.82,4.87,0.0,4.93,4.6,4.49,4.2,4.16,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,2.96,0.0,0.0,3.98,0.0,2.17,4.07,0.0,2.0,0.0,0.0,1.47,0.0,0.93,0.77,2.49,2.25,1.9,1.83,2.08,4.63,4.19,2.61,2.02,2.08,1.96,1.97,1.96,0.99,4.46,2.89,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/28/2021,5.82,4.87,0.0,4.93,4.6,4.49,4.2,4.16,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,2.96,0.0,0.0,3.98,0.0,2.17,4.07,0.0,2.0,0.0,0.0,1.47,0.0,0.93,0.77,2.49,2.25,1.9,1.83,2.08,4.63,4.19,2.61,2.02,2.08,1.96,1.97,1.96,0.99,4.46,2.89,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/29/2021,5.81,4.9,0.0,4.86,4.67,4.52,4.17,4.13,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,2.85,0.0,0.0,4.0,0.0,2.1,4.12,0.0,2.02,0.0,0.0,1.48,0.0,0.92,0.76,2.49,2.28,1.88,1.74,2.01,4.66,4.33,2.63,2.02,2.03,2.01,1.92,1.94,0.99,4.5,2.93,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/30/2021,5.78,4.9,0.0,4.8,4.69,4.56,4.26,4.17,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,2.83,0.0,0.0,4.05,0.0,0.0,4.07,0.0,2.03,0.0,0.0,1.5,0.0,0.93,2.9,2.48,2.28,1.91,1.63,1.98,4.68,4.2,2.7,2.0,2.0,2.02,1.92,1.96,0.97,4.5,2.89,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/02/2021,5.82,4.94,0.0,4.76,4.64,4.58,4.26,3.81,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,2.75,0.0,0.0,3.98,0.0,0.0,4.01,0.0,2.06,0.0,0.0,1.47,0.0,0.93,3.7,2.5,2.49,1.96,0.82,2.07,4.64,4.0,2.96,1.99,1.96,2.03,1.97,1.92,1.0,4.62,3.05,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/03/2021,5.46,4.99,0.0,4.78,4.61,4.62,4.32,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,2.73,0.0,0.0,4.05,0.0,0.0,3.74,0.0,2.07,0.0,0.0,1.51,0.0,0.95,4.6,2.53,2.65,1.89,0.81,2.14,4.68,3.97,3.02,1.99,1.94,2.06,2.02,1.94,1.04,4.61,3.06,1.11,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/04/2021,5.46,4.99,0.0,4.78,4.61,4.62,4.32,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,2.73,0.0,0.0,4.05,0.0,0.0,3.74,0.0,2.07,0.0,0.0,1.51,0.0,0.95,4.6,2.53,2.65,1.89,0.81,2.14,4.68,3.97,3.02,1.99,1.94,2.06,2.02,1.94,1.04,4.61,3.06,1.11,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/05/2021,0.0,4.94,0.0,4.75,4.62,4.62,4.36,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,2.81,0.0,0.0,4.03,0.0,0.0,3.75,0.0,2.07,0.0,0.0,1.51,0.0,0.95,13.31,2.53,3.74,1.91,0.83,2.1,4.68,0.0,3.02,1.99,1.98,2.08,2.96,1.92,1.03,4.58,3.03,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.12
08/06/2021,0.0,4.91,0.0,4.77,4.66,4.62,4.39,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,2.75,0.0,0.0,3.96,0.0,0.0,3.75,0.0,2.08,0.0,0.0,1.52,0.0,0.96,2.04,2.52,3.83,1.9,0.85,3.65,4.63,0.0,3.0,1.97,1.96,2.06,2.88,1.94,1.04,4.51,3.01,0.0,2.93,4.24,4.23,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.16
08/09/2021,0.0,4.8,0.0,0.0,4.63,4.57,4.38,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,2.75,0.0,0.0,4.01,0.0,0.0,3.71,0.0,2.04,0.0,0.0,1.48,0.0,0.94,0.0,2.49,4.34,1.9,1.04,3.88,4.63,0.0,2.88,2.02,1.97,2.1,2.89,0.0,1.02,4.51,2.98,0.0,2.91,4.04,4.07,2.73,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/10/2021,0.0,4.85,0.0,0.0,4.62,4.6,4.38,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,2.72,0.0,0.0,3.99,0.0,0.0,3.69,0.0,2.07,0.0,0.0,1.48,0.0,0.95,3.63,2.49,4.19,1.86,0.84,3.87,4.7,0.0,0.0,2.03,1.99,2.1,2.77,0.0,1.02,4.6,3.01,0.0,3.03,4.14,4.06,2.73,0.0,4.51,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/11/2021,0.0,4.85,0.0,0.0,4.62,4.6,4.38,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,2.72,0.0,0.0,3.99,0.0,0.0,3.69,0.0,2.07,0.0,0.0,1.48,0.0,0.95,3.63,2.49,4.19,1.86,0.84,3.87,4.7,0.0,0.0,2.03,1.99,2.1,2.77,0.0,1.02,4.6,3.01,0.0,3.03,4.14,4.06,2.73,0.0,4.51,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/13/2021,0.0,4.84,0.0,0.0,4.57,4.58,4.38,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.69,0.0,0.0,3.91,0.0,0.0,3.62,0.0,2.08,0.0,0.0,1.47,0.0,0.95,0.75,2.44,4.43,1.81,0.0,4.22,4.91,0.0,0.0,1.94,2.05,2.05,2.58,0.0,1.01,4.59,3.02,0.0,2.98,4.13,4.03,2.69,0.0,4.46,4.25,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/16/2021,0.0,4.76,0.0,0.0,4.72,4.57,4.39,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,1.48,0.0,0.96,10.35,2.46,0.0,0.0,0.0,0.0,4.97,0.0,0.0,1.99,2.04,2.11,0.0,0.0,1.04,4.68,3.07,0.0,3.06,4.18,4.23,2.73,0.0,4.46,4.24,2.02,4.75,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/17/2021,0.0,4.72,0.0,0.0,4.55,4.58,4.4,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,1.49,0.0,0.95,0.8,2.47,0.0,0.0,0.0,0.0,5.02,0.0,0.0,2.02,2.12,2.13,0.0,0.0,1.03,4.65,3.06,0.0,3.03,4.22,4.25,2.76,0.0,4.5,4.23,4.01,4.71,4.7,4.25,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/18/2021,0.0,4.72,0.0,0.0,4.55,4.58,4.4,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,1.49,0.0,0.95,0.8,2.47,0.0,0.0,0.0,0.0,5.02,0.0,0.0,2.02,2.12,2.13,0.0,0.0,1.03,4.65,3.06,0.0,3.03,4.22,4.25,2.76,0.0,4.5,4.23,4.01,4.71,4.7,4.25,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/19/2021,0.0,4.68,0.0,0.0,4.61,4.6,4.49,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1.5,0.0,0.97,0.8,2.48,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.04,2.07,0.0,0.0,1.03,4.61,3.08,0.0,3.01,4.14,4.27,2.75,0.0,4.55,4.25,4.02,4.73,4.69,4.26,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/20/2021,0.0,4.66,0.0,0.0,4.49,4.54,4.58,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1.52,0.0,0.97,1.06,2.47,0.0,0.0,0.0,0.0,4.78,0.0,0.0,2.01,2.05,2.03,0.0,0.0,1.01,4.62,3.07,0.0,3.01,4.17,4.14,2.71,0.0,4.63,4.24,4.03,4.72,4.69,4.28,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/23/2021,0.0,0.0,0.0,0.0,4.52,4.63,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,1.55,0.0,0.99,6.41,2.48,0.0,0.0,0.0,0.0,4.71,0.0,0.0,2.09,2.04,2.05,0.0,0.0,0.0,4.56,3.06,0.0,2.99,3.95,4.15,2.68,0.0,4.66,4.31,4.05,4.57,4.64,4.29,3.34,3.95,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
08/24/2021,0.0,0.0,0.0,0.0,4.6,4.64,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1.54,0.0,0.98,18.0,2.47,0.0,0.0,0.0,0.0,4.76,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.01,1.17,4.23,2.69,0.0,4.61,4.33,4.04,0.0,4.67,4.26,3.32,3.93,0.97,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.83
08/25/2021,0.0,0.0,0.0,0.0,4.6,4.64,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1.54,0.0,0.98,18.0,2.47,0.0,0.0,0.0,0.0,4.76,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.01,1.17,4.23,2.69,0.0,4.61,4.33,4.04,0.0,4.67,4.26,3.32,3.93,0.97,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.83
08/26/2021,0.0,0.0,0.0,0.0,4.57,4.62,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,1.52,0.0,0.98,9.2,2.5,0.0,0.0,0.0,0.0,4.78,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,3.05,0.0,4.21,2.72,0.0,4.57,4.32,4.04,0.0,4.69,4.27,3.34,4.01,0.97,4.17,4.45,3.99,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/27/2021,0.0,0.0,0.0,0.0,4.91,4.55,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,1.5,0.0,0.98,0.79,2.47,0.0,0.0,0.0,0.0,4.77,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,3.08,0.0,4.29,2.71,0.0,4.47,4.32,4.02,0.0,4.74,4.22,3.34,4.04,0.96,4.17,4.4,4.01,1.48,4.4,3.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
08/30/2021,0.0,0.0,0.0,0.0,4.78,4.42,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,1.49,0.0,0.98,0.79,2.5,0.0,0.0,0.0,0.0,4.77,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,3.08,0.0,4.44,2.67,0.0,4.44,4.35,4.05,0.0,4.76,4.2,3.37,4.11,0.96,4.16,4.39,4.0,1.49,4.36,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/31/2021,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,1.48,0.0,0.97,5.14,2.53,0.0,0.0,0.0,0.0,4.78,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.0,3.2,0.0,4.49,2.69,0.0,4.42,4.39,4.04,0.0,4.83,4.19,3.36,4.07,0.96,4.17,4.35,3.96,1.47,4.44,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
