,MSFT,AAPL,AMZN,FB,NVDA,JNJ,UNH,V,GOOG,GOOGL,ENPH,PG,MA,PYPL,DIS,BAC,ADBE,CMCSA,VZ,PFE,CRM,INTC,T,ABT,KO,PEP,ABBV,MRK,AY,BDX,ACN,LLY,SEDG,MCD,MDT,QCOM,BMY,UPS,UNP,AMGN,C,MS,FSLR,INTU,SBUX,GS,BLK,TGT,CAT,GE,MMM,CVS,AXP,SPGI,ANTM,PLD,CI,GILD,ADP,TJX,USB,CSX,EQIX,GM,CL,EL,COF,NSC,EW,APD,ITW,ADSK,REGN,D,ETN,PGR,MCO,EMR,F,WM,BIIB,VRTX,ECL,NEM,JCI,DOW,TROW,KMB,MET,TEL,A,EXC,EBAY,LULU,BAX,INFO,APTV,BK,ALL,WDAY,HASI,PRU,AIG,SRE,PPG,HPQ,GIS,CMI,MAR,MSI,AFL,WBA,WELL,ADM,ROK,HLT,FRC,MCK,KR,AVB,STT,AMP,CBRE,VRSK,AWK,ES,KEYS,IFF,FITB,DAL,BBY,KHC,VFC,IP,WY,ED,HSY,NTRS,CLX,HIG,EIX,TSN,PPL,XYL,VTR,EXPE,CHD,ETR,TRU,LUV,GWW,KEY,YUM,CCL,RF,DRI,PEAK,DGX,CAG,CMS,CE,CAH,RCL,K,ABC,AVY,PFG,PCG,BMRN,SJM,HBAN,CNP,LUMN,WPC,HAS,IPG,IRM,ELS,HST,TREX,PNR,LNC,MOS,TAP,WTRG,DECK,OC,UGI,NI,CPB,VST,OGN,VOYA,ALV,GPS,PRGO,BEPC,AGPXX,VER,VEREIT Inc,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,n/a,SLVM WI,SLVM,O,ONL,XOM,IBM,CVX,WFC,COP,DD,ETSY,PSX,OXY,MAA,LYFT,ESS,BKR,VIAC,VICI,OMC,BF.B,JLL,RHI,RUN,PVH,STOR,DISCK,NLSN,BAH,DISCA,VIACA,CEGVV,CEG,SUM
10/15/2021,5.11,4.96,5.03,3.2,4.78,1.87,1.7,1.71,2.41,2.58,1.02,1.53,1.39,1.37,1.85,1.42,2.49,1.39,1.25,1.05,2.38,1.93,1.07,0.92,0.93,0.95,0.86,0.87,0.18,0.3,1.86,0.83,0.68,1.08,0.74,1.26,0.57,0.59,0.6,0.52,0.64,0.64,0.51,1.31,0.78,0.58,0.54,0.5,0.47,0.51,0.45,0.49,0.49,0.47,0.41,0.42,0.31,0.38,0.38,0.45,0.37,0.32,0.3,0.49,0.28,0.32,0.33,0.28,0.31,0.26,0.27,0.56,0.26,0.25,0.27,0.23,0.26,0.25,0.34,0.26,0.19,0.21,0.23,0.19,0.22,0.19,0.2,0.19,0.21,0.42,0.2,0.2,0.29,0.27,0.17,0.21,0.24,0.19,0.17,0.43,0.2,0.19,0.22,0.17,0.16,0.29,0.16,0.15,0.25,0.35,0.15,0.15,0.15,0.15,0.15,0.23,0.16,0.14,0.12,0.13,0.15,0.14,0.14,0.15,0.13,0.12,0.27,0.16,0.13,0.12,0.14,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.11,0.09,0.12,0.08,0.07,0.07,0.07,0.08,0.06,0.12,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.65,0.29,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,5.09,4.92,5.04,3.19,4.78,1.84,1.7,1.71,2.38,2.54,1.08,1.53,1.39,1.37,1.85,1.41,2.53,1.4,1.23,1.04,2.43,1.88,1.05,0.93,0.93,0.96,0.85,0.87,0.18,0.31,1.87,0.83,0.73,1.07,0.74,1.24,0.56,0.59,0.6,0.51,0.63,0.64,0.53,1.32,0.78,0.58,0.54,0.51,0.46,0.5,0.45,0.49,0.5,0.47,0.41,0.43,0.31,0.38,0.38,0.45,0.37,0.32,0.3,0.49,0.28,0.32,0.33,0.28,0.31,0.27,0.27,0.56,0.26,0.25,0.27,0.23,0.26,0.25,0.35,0.26,0.19,0.21,0.23,0.19,0.21,0.19,0.19,0.2,0.21,0.41,0.2,0.2,0.29,0.27,0.17,0.21,0.25,0.19,0.17,0.44,0.21,0.18,0.21,0.17,0.16,0.28,0.16,0.14,0.25,0.36,0.15,0.15,0.15,0.15,0.15,0.23,0.15,0.14,0.12,0.14,0.15,0.14,0.15,0.15,0.13,0.12,0.27,0.16,0.13,0.12,0.14,0.11,0.14,0.13,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.09,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.12,0.09,0.12,0.08,0.08,0.07,0.07,0.08,0.06,0.12,0.07,0.08,0.07,0.07,0.07,0.06,0.06,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.67,0.29,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/19/2021,5.15,4.89,5.01,3.16,4.92,1.83,1.73,1.68,2.41,2.57,1.08,1.51,1.35,1.4,1.82,1.43,2.58,1.41,1.21,1.02,2.47,1.9,1.03,0.91,0.91,0.95,0.83,0.84,0.18,0.3,1.89,0.82,0.73,1.05,0.73,1.27,0.56,0.61,0.61,0.51,0.62,0.65,0.52,1.33,0.77,0.58,0.56,0.52,0.46,0.49,0.45,0.48,0.48,0.47,0.42,0.43,0.3,0.37,0.38,0.45,0.35,0.32,0.3,0.47,0.28,0.32,0.32,0.28,0.31,0.27,0.27,0.57,0.26,0.25,0.28,0.23,0.26,0.25,0.34,0.26,0.19,0.2,0.24,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.2,0.21,0.28,0.28,0.17,0.21,0.25,0.19,0.16,0.45,0.21,0.18,0.21,0.17,0.16,0.28,0.16,0.15,0.24,0.36,0.15,0.16,0.15,0.15,0.15,0.22,0.16,0.13,0.11,0.14,0.14,0.14,0.15,0.15,0.13,0.12,0.27,0.16,0.13,0.11,0.14,0.11,0.14,0.12,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.11,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.03,0.66,0.28,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/20/2021,5.15,4.89,5.01,3.16,4.92,1.83,1.73,1.68,2.41,2.57,1.08,1.51,1.35,1.4,1.82,1.43,2.58,1.41,1.21,1.02,2.47,1.9,1.03,0.91,0.91,0.95,0.83,0.84,0.18,0.3,1.89,0.82,0.73,1.05,0.73,1.27,0.56,0.61,0.61,0.51,0.62,0.65,0.52,1.33,0.77,0.58,0.56,0.52,0.46,0.49,0.45,0.48,0.48,0.47,0.42,0.43,0.3,0.37,0.38,0.45,0.35,0.32,0.3,0.47,0.28,0.32,0.32,0.28,0.31,0.27,0.27,0.57,0.26,0.25,0.28,0.23,0.26,0.25,0.34,0.26,0.19,0.2,0.24,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.2,0.21,0.28,0.28,0.17,0.21,0.25,0.19,0.16,0.45,0.21,0.18,0.21,0.17,0.16,0.28,0.16,0.15,0.24,0.36,0.15,0.16,0.15,0.15,0.15,0.22,0.16,0.13,0.11,0.14,0.14,0.14,0.15,0.15,0.13,0.12,0.27,0.16,0.13,0.11,0.14,0.11,0.14,0.12,0.12,0.11,0.11,0.11,0.09,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.09,0.09,0.09,0.08,0.09,0.21,0.11,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.03,0.66,0.28,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/21/2021,5.13,4.89,5.13,3.1,4.91,1.83,1.75,1.71,2.39,2.56,1.06,1.51,1.39,1.4,1.83,1.46,2.57,1.4,1.21,1.01,2.47,1.91,1.03,0.9,0.9,0.94,0.83,0.83,0.18,0.3,1.89,0.82,0.71,1.03,0.75,1.28,0.56,0.61,0.61,0.51,0.62,0.65,0.51,1.34,0.76,0.59,0.56,0.52,0.47,0.49,0.45,0.48,0.49,0.47,0.42,0.43,0.3,0.37,0.39,0.45,0.35,0.33,0.3,0.47,0.28,0.32,0.32,0.28,0.31,0.28,0.27,0.57,0.25,0.25,0.28,0.23,0.26,0.25,0.35,0.26,0.18,0.2,0.23,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.2,0.2,0.28,0.28,0.17,0.21,0.25,0.19,0.16,0.45,0.21,0.18,0.21,0.17,0.16,0.29,0.16,0.15,0.25,0.35,0.15,0.15,0.15,0.15,0.16,0.23,0.16,0.13,0.11,0.13,0.14,0.14,0.15,0.14,0.13,0.12,0.27,0.16,0.13,0.11,0.14,0.1,0.13,0.12,0.12,0.11,0.11,0.11,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.21,0.11,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.03,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.66,0.29,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/22/2021,5.17,4.94,5.18,3.2,4.98,1.81,1.73,1.7,2.41,2.57,1.1,1.48,1.39,1.4,1.77,1.45,2.62,1.38,1.2,1.0,2.46,1.9,1.01,0.89,0.89,0.93,0.81,0.81,0.18,0.3,1.89,0.82,0.73,1.03,0.7,1.27,0.54,0.61,0.62,0.5,0.62,0.64,0.51,1.36,0.77,0.6,0.56,0.54,0.46,0.49,0.45,0.48,0.49,0.47,0.41,0.44,0.3,0.36,0.39,0.45,0.35,0.33,0.29,0.46,0.27,0.32,0.32,0.28,0.31,0.28,0.27,0.57,0.25,0.24,0.28,0.23,0.26,0.25,0.34,0.26,0.17,0.2,0.23,0.19,0.22,0.19,0.2,0.19,0.2,0.42,0.2,0.2,0.28,0.29,0.17,0.22,0.25,0.19,0.16,0.45,0.2,0.18,0.21,0.17,0.16,0.29,0.16,0.14,0.25,0.35,0.14,0.15,0.15,0.15,0.16,0.23,0.16,0.13,0.11,0.13,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.16,0.13,0.11,0.15,0.1,0.13,0.11,0.12,0.11,0.11,0.11,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.14,0.09,0.08,0.09,0.08,0.08,0.09,0.21,0.11,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.65,0.3,0.0,0.0,0.0,0.0,-0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/25/2021,5.13,4.98,5.09,3.22,4.91,1.84,1.76,1.69,2.38,2.53,1.09,1.46,1.37,1.33,1.75,1.46,2.64,1.4,1.23,1.03,2.43,1.92,1.02,0.94,0.9,0.95,0.81,0.85,0.18,0.3,1.89,0.83,0.72,1.01,0.7,1.28,0.55,0.61,0.62,0.51,0.61,0.63,0.49,1.37,0.77,0.59,0.55,0.53,0.47,0.49,0.45,0.48,0.49,0.46,0.44,0.45,0.31,0.36,0.38,0.44,0.36,0.32,0.3,0.46,0.27,0.3,0.33,0.28,0.32,0.28,0.27,0.58,0.26,0.26,0.28,0.23,0.26,0.25,0.35,0.26,0.17,0.21,0.23,0.19,0.22,0.19,0.2,0.19,0.2,0.41,0.21,0.21,0.28,0.28,0.17,0.21,0.25,0.2,0.16,0.45,0.21,0.19,0.21,0.17,0.16,0.29,0.16,0.15,0.24,0.36,0.15,0.15,0.15,0.15,0.16,0.22,0.16,0.13,0.11,0.13,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.16,0.13,0.11,0.14,0.1,0.13,0.12,0.12,0.11,0.11,0.11,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.13,0.09,0.09,0.09,0.08,0.08,0.09,0.21,0.1,0.09,0.1,0.08,0.08,0.07,0.07,0.08,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.03,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.66,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
10/26/2021,5.17,4.97,5.1,3.22,5.02,1.83,1.78,1.68,2.38,2.53,1.09,1.43,1.37,1.25,1.75,1.45,2.66,1.38,1.22,1.02,2.42,1.93,1.02,0.95,0.89,0.93,0.81,0.85,0.18,0.3,1.89,0.82,0.73,1.01,0.7,1.29,0.55,0.62,0.62,0.5,0.6,0.63,0.51,1.38,0.77,0.59,0.55,0.53,0.47,0.48,0.44,0.48,0.48,0.46,0.45,0.45,0.31,0.36,0.39,0.44,0.35,0.33,0.31,0.47,0.27,0.31,0.31,0.29,0.32,0.27,0.27,0.59,0.26,0.26,0.27,0.23,0.26,0.25,0.36,0.26,0.17,0.21,0.23,0.19,0.22,0.19,0.2,0.18,0.2,0.42,0.2,0.21,0.28,0.29,0.17,0.21,0.25,0.2,0.16,0.46,0.21,0.18,0.21,0.17,0.16,0.31,0.16,0.14,0.24,0.36,0.14,0.15,0.15,0.15,0.15,0.22,0.16,0.13,0.11,0.13,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.15,0.13,0.11,0.15,0.1,0.13,0.11,0.11,0.11,0.11,0.11,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.09,0.21,0.1,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.65,0.29,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/27/2021,5.17,4.97,5.1,3.22,5.02,1.83,1.78,1.68,2.38,2.53,1.09,1.43,1.37,1.25,1.75,1.45,2.66,1.38,1.22,1.02,2.42,1.93,1.02,0.95,0.89,0.93,0.81,0.85,0.18,0.3,1.89,0.82,0.73,1.01,0.7,1.29,0.55,0.62,0.62,0.5,0.6,0.63,0.51,1.38,0.77,0.59,0.55,0.53,0.47,0.48,0.44,0.48,0.48,0.46,0.45,0.45,0.31,0.36,0.39,0.44,0.35,0.33,0.31,0.47,0.27,0.31,0.31,0.29,0.32,0.27,0.27,0.59,0.26,0.26,0.27,0.23,0.26,0.25,0.36,0.26,0.17,0.21,0.23,0.19,0.22,0.19,0.2,0.18,0.2,0.42,0.2,0.21,0.28,0.29,0.17,0.21,0.25,0.2,0.16,0.46,0.21,0.18,0.21,0.17,0.16,0.31,0.16,0.14,0.24,0.36,0.14,0.15,0.15,0.15,0.15,0.22,0.16,0.13,0.11,0.13,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.15,0.13,0.11,0.15,0.1,0.13,0.11,0.11,0.11,0.11,0.11,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.09,0.21,0.1,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.65,0.29,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/28/2021,5.17,4.97,5.1,3.22,5.02,1.83,1.78,1.68,2.38,2.53,1.09,1.43,1.37,1.25,1.75,1.45,2.66,1.38,1.22,1.02,2.42,1.93,1.02,0.95,0.89,0.93,0.81,0.85,0.18,0.3,1.89,0.82,0.73,1.01,0.7,1.29,0.55,0.62,0.62,0.5,0.6,0.63,0.51,1.38,0.77,0.59,0.55,0.53,0.47,0.48,0.44,0.48,0.48,0.46,0.45,0.45,0.31,0.36,0.39,0.44,0.35,0.33,0.31,0.47,0.27,0.31,0.31,0.29,0.32,0.27,0.27,0.59,0.26,0.26,0.27,0.23,0.26,0.25,0.36,0.26,0.17,0.21,0.23,0.19,0.22,0.19,0.2,0.18,0.2,0.42,0.2,0.21,0.28,0.29,0.17,0.21,0.25,0.2,0.16,0.46,0.21,0.18,0.21,0.17,0.16,0.31,0.16,0.14,0.24,0.36,0.14,0.15,0.15,0.15,0.15,0.22,0.16,0.13,0.11,0.13,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.15,0.13,0.11,0.15,0.1,0.13,0.11,0.11,0.11,0.11,0.11,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.09,0.21,0.1,0.09,0.11,0.08,0.07,0.07,0.07,0.08,0.06,0.11,0.06,0.08,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.07,0.06,0.07,0.08,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.65,0.29,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/29/2021,5.13,4.95,4.93,3.1,5.13,1.83,1.81,1.71,2.31,2.45,1.09,1.45,1.39,1.27,1.76,1.47,2.69,1.38,1.2,1.03,2.45,1.71,1.01,0.96,0.89,0.93,0.81,0.85,0.18,0.3,1.94,0.84,0.73,1.0,0.71,1.28,0.55,0.64,0.65,0.5,0.6,0.64,0.52,1.44,0.77,0.6,0.57,0.55,0.47,0.49,0.45,0.49,0.5,0.47,0.45,0.45,0.31,0.36,0.39,0.45,0.36,0.34,0.31,0.46,0.27,0.33,0.32,0.29,0.32,0.27,0.27,0.6,0.26,0.26,0.28,0.24,0.27,0.25,0.35,0.26,0.17,0.2,0.23,0.19,0.22,0.18,0.2,0.18,0.2,0.41,0.21,0.21,0.3,0.29,0.17,0.21,0.25,0.2,0.16,0.46,0.21,0.18,0.21,0.17,0.16,0.31,0.15,0.14,0.24,0.35,0.15,0.15,0.14,0.15,0.15,0.22,0.16,0.13,0.11,0.13,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.16,0.13,0.11,0.15,0.1,0.13,0.11,0.12,0.11,0.11,0.11,0.08,0.11,0.09,0.1,0.09,0.1,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.1,0.21,0.1,0.1,0.1,0.08,0.07,0.06,0.07,0.08,0.06,0.11,0.06,0.08,0.08,0.07,0.07,0.06,0.05,0.1,0.06,0.06,0.06,0.06,0.08,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.65,0.3,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/01/2021,5.37,4.95,5.01,2.92,5.38,1.82,1.82,1.57,2.44,2.6,1.31,1.45,1.28,1.2,1.72,1.46,2.65,1.33,1.2,1.02,2.45,1.65,0.98,0.96,0.91,0.94,0.81,0.85,0.19,0.3,1.92,0.85,0.8,1.01,0.7,1.26,0.53,0.66,0.64,0.5,0.6,0.64,0.53,1.46,0.76,0.59,0.56,0.54,0.45,0.48,0.43,0.49,0.48,0.48,0.45,0.44,0.31,0.36,0.4,0.44,0.34,0.34,0.31,0.43,0.27,0.32,0.29,0.29,0.32,0.27,0.26,0.59,0.27,0.25,0.27,0.23,0.27,0.24,0.34,0.25,0.17,0.2,0.23,0.19,0.21,0.18,0.2,0.18,0.2,0.4,0.2,0.21,0.29,0.29,0.17,0.22,0.25,0.19,0.16,0.46,0.21,0.18,0.21,0.17,0.16,0.3,0.15,0.14,0.24,0.36,0.14,0.14,0.14,0.15,0.15,0.23,0.16,0.13,0.11,0.14,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.16,0.12,0.1,0.15,0.1,0.13,0.11,0.11,0.11,0.11,0.11,0.08,0.11,0.1,0.1,0.09,0.1,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.09,0.2,0.1,0.09,0.1,0.08,0.07,0.06,0.07,0.07,0.06,0.11,0.06,0.07,0.07,0.07,0.07,0.05,0.05,0.1,0.06,0.06,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.02,0.02,0.64,0.29,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/02/2021,5.34,5.02,5.04,2.94,5.43,1.8,1.81,1.51,2.41,2.57,1.34,1.45,1.26,1.2,1.71,1.46,2.62,1.31,1.19,1.02,2.45,1.64,0.99,0.95,0.9,0.93,0.81,0.89,0.19,0.29,1.91,0.85,0.82,1.02,0.69,1.27,0.53,0.66,0.64,0.49,0.6,0.63,0.56,1.45,0.75,0.59,0.56,0.54,0.47,0.48,0.43,0.49,0.47,0.48,0.44,0.45,0.31,0.36,0.39,0.44,0.34,0.34,0.32,0.43,0.27,0.32,0.28,0.29,0.32,0.28,0.27,0.6,0.28,0.25,0.28,0.23,0.28,0.24,0.36,0.25,0.17,0.2,0.23,0.18,0.22,0.18,0.21,0.18,0.2,0.4,0.2,0.21,0.27,0.3,0.16,0.22,0.25,0.2,0.16,0.46,0.21,0.18,0.21,0.17,0.16,0.3,0.15,0.14,0.24,0.35,0.14,0.14,0.14,0.15,0.15,0.22,0.16,0.13,0.11,0.14,0.15,0.14,0.15,0.14,0.13,0.12,0.28,0.16,0.13,0.1,0.15,0.1,0.13,0.11,0.11,0.11,0.11,0.11,0.08,0.11,0.1,0.1,0.09,0.1,0.09,0.13,0.09,0.08,0.09,0.08,0.08,0.09,0.2,0.1,0.09,0.1,0.08,0.07,0.06,0.07,0.07,0.06,0.1,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.1,0.06,0.06,0.06,0.07,0.08,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.03,0.04,0.06,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.04,0.03,0.02,0.66,0.32,0.0,0.0,0.0,0.0,-0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
