,ADBE,LLY,MSFT,AAPL,FB,ROG.SW,2330.TW,ACN,NOVO B.CO,TXN,ORCL,MA,NOVN.SW,NESN.SW,PEP,PM,INTC,WMT,LOW,HD,CSCO,ABBV,PG,JNJ,ASML.AS,VZ,ULVR.L,UPS,PFE,MRK,AMGN,QCOM,BMY,T,TGT,AMAT,INTU,RIO.L,005930.KS,IBM,MO,BHP.AX,SPGI,AMT,GSK.L,LMT,MMM,VALE3.SA,CSL.AX,BATS.L,GILD,LRCX,GOOG,GOOGL,INFY,939.HK,8035.T,BHP.L,7974.T,BIIB,CNR.TO,CL,ITW,MCO,PSA,IBE.MC,REGN,9433.T,—,WES.AX,APD,7741.T,REL.L,IDXX,KMB,GAZP.ME,FMG.AX,RIO.AX,AAL.L,PGR,DG,SAN.MC,KLAC,TCS.NS,VRTX,ORLY,6501.T,MRNA,LKOH.ME,RMS.PA,EBAY,TROW,SPG,9432.T,PGHN.SW,8001.T,9434.T,ALXN,TEL,CDNS,1398.HK,SWKS,GIS,MNST,EA,BNS.TO,CMI,ITX.MC,CTSH,3988.HK,MTD,FAST,PAYX,HPQ,VEEV,XLNX,AD.AS,NTES,WOW.AX,8316.T,ADYEN.AS,GMKN.ME,CSU.TO,WBA,ROK,IMB.L,6981.T,HCA,GEBN.SW,4503.T,DHI,1120.SR,4452.T,CLX,NUE,CPRT,MXIM,LYB,HSY,HINDUNILVR.NS,KR,FNV.TO,MG.TO,BBY,2914.T,PCAR,FERG.L,COLO B.CO,ODFL,FTNT,5108.T,STX,4519.T,KNEBV.HE,EVO.ST,BT.A.L,STLA.MI,WST,LOGN.SW,RACE.MI,EXPD,GRMN,TRP.TO,TSCO,TEF.MC,TSN,NTAP,ATD.B.TO,005935.KQ,VIAC,EXR,CERN,CHD,7010.SR,PNDORA.CO,600519.SS,GWW,BBVA.MC,NVR,ANET,MKTX,TER,RCI.B.TO,GIB.A.TO,3382.T,PAH3.DE,105560.KS,PPL,WPM.TO,2303.TW,UPM.HE,CE,BR,TTWO,PSN.L,8411.T,POW.TO,BA.L,1113.HK,COL.AX,6857.T,OMC,WALMEX.MX,DPZ,CHKP,FPH.NZ,SGSN.SW,POOL,SCMN.SW,7309.T,4507.T,601019.SS,ATD/A.NE,RCI/A.NE,HCLTECH.NS,Z74.SI,GMAB.CO,LEN,2412.TW,KNIN.SW,STLD,K,n/a,SUM
07/29/2021,1.24,1.2,1.14,1.14,1.14,1.05,1.02,1.07,1.06,1.0,1.07,1.04,0.99,0.98,1.04,0.98,0.95,0.99,0.99,1.0,1.01,0.97,0.98,0.97,1.05,0.93,0.88,0.94,1.01,0.93,0.94,0.94,0.91,0.87,0.93,0.88,0.92,0.89,0.8,0.86,0.85,0.87,0.79,0.81,0.72,0.69,0.68,0.67,0.66,0.6,0.61,0.57,0.59,0.56,0.52,0.46,0.46,0.52,0.42,0.43,0.47,0.46,0.45,0.44,0.43,0.41,0.41,0.41,0.31,0.41,0.37,0.36,0.37,0.37,0.35,0.34,0.39,0.35,0.36,0.32,0.35,0.33,0.32,0.31,0.32,0.32,0.29,0.42,0.28,0.32,0.3,0.29,0.29,0.27,0.3,0.27,0.27,0.0,0.27,0.27,0.23,0.25,0.25,0.26,0.25,0.24,0.24,0.23,0.24,0.22,0.24,0.24,0.24,0.22,0.23,0.21,0.22,0.18,0.23,0.21,0.23,0.21,0.21,0.21,0.21,0.19,0.2,0.23,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.2,0.18,0.18,0.19,0.18,0.2,0.18,0.16,0.19,0.18,0.18,0.18,0.19,0.17,0.18,0.16,0.17,0.17,0.16,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.89999999999999
07/30/2021,1.24,1.21,1.13,1.12,1.12,1.05,1.02,1.08,1.07,0.99,1.07,1.04,0.99,0.99,1.05,0.99,0.93,0.99,0.97,0.99,1.01,0.98,0.99,0.98,1.03,0.94,0.89,0.87,1.02,0.94,0.94,0.93,0.91,0.87,0.93,0.86,0.91,0.89,0.81,0.86,0.85,0.9,0.79,0.82,0.72,0.7,0.68,0.66,0.66,0.61,0.61,0.56,0.58,0.56,0.52,0.47,0.46,0.52,0.42,0.44,0.47,0.46,0.45,0.44,0.44,0.4,0.42,0.41,0.31,0.41,0.38,0.36,0.37,0.37,0.36,0.34,0.4,0.36,0.36,0.33,0.35,0.33,0.32,0.31,0.33,0.32,0.29,0.41,0.28,0.32,0.3,0.29,0.29,0.27,0.3,0.28,0.27,0.0,0.26,0.26,0.23,0.24,0.25,0.26,0.24,0.24,0.23,0.23,0.24,0.23,0.24,0.24,0.24,0.22,0.23,0.2,0.22,0.18,0.23,0.21,0.23,0.22,0.21,0.21,0.21,0.19,0.2,0.23,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.2,0.18,0.18,0.19,0.18,0.21,0.18,0.16,0.19,0.18,0.17,0.18,0.19,0.17,0.18,0.16,0.17,0.17,0.16,0.17,0.16,0.15,0.15,0.13,0.16,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.87
08/02/2021,1.24,1.2,1.12,1.11,1.09,1.06,1.02,1.06,1.09,1.01,1.06,1.03,0.99,0.98,1.03,0.99,0.93,0.98,0.96,0.98,1.0,0.98,0.97,0.97,1.05,0.93,0.9,0.85,1.02,0.93,0.92,0.99,0.91,0.86,0.93,0.87,0.91,0.92,0.81,0.85,0.86,0.89,0.81,0.8,0.73,0.69,0.67,0.67,0.66,0.6,0.62,0.55,0.57,0.57,0.52,0.46,0.46,0.53,0.41,0.43,0.47,0.45,0.45,0.43,0.43,0.42,0.42,0.4,0.32,0.4,0.37,0.37,0.38,0.38,0.35,0.35,0.4,0.36,0.39,0.33,0.35,0.33,0.32,0.3,0.32,0.3,0.29,0.43,0.29,0.32,0.3,0.29,0.28,0.27,0.31,0.28,0.27,0.0,0.28,0.27,0.23,0.25,0.24,0.25,0.24,0.24,0.23,0.23,0.25,0.22,0.24,0.24,0.24,0.22,0.23,0.22,0.22,0.2,0.23,0.21,0.24,0.21,0.21,0.21,0.21,0.19,0.2,0.23,0.21,0.2,0.21,0.2,0.19,0.19,0.21,0.2,0.18,0.19,0.19,0.18,0.21,0.19,0.16,0.19,0.18,0.17,0.17,0.2,0.18,0.19,0.16,0.17,0.17,0.16,0.17,0.15,0.15,0.16,0.13,0.16,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.87
08/03/2021,1.24,1.2,1.12,1.11,1.09,1.06,1.02,1.06,1.09,1.01,1.06,1.03,0.99,0.98,1.03,0.99,0.93,0.98,0.96,0.98,1.0,0.98,0.97,0.97,1.05,0.93,0.9,0.85,1.02,0.93,0.92,0.99,0.91,0.86,0.93,0.87,0.91,0.92,0.81,0.85,0.86,0.89,0.81,0.8,0.73,0.69,0.67,0.67,0.66,0.6,0.62,0.55,0.57,0.57,0.52,0.46,0.46,0.53,0.41,0.43,0.47,0.45,0.45,0.43,0.43,0.42,0.42,0.4,0.32,0.4,0.37,0.37,0.38,0.38,0.35,0.35,0.4,0.36,0.39,0.33,0.35,0.33,0.32,0.3,0.32,0.3,0.29,0.43,0.29,0.32,0.3,0.29,0.28,0.27,0.31,0.28,0.27,0.0,0.28,0.27,0.23,0.25,0.24,0.25,0.24,0.24,0.23,0.23,0.25,0.22,0.24,0.24,0.24,0.22,0.23,0.22,0.22,0.2,0.23,0.21,0.24,0.21,0.21,0.21,0.21,0.19,0.2,0.23,0.21,0.2,0.21,0.2,0.19,0.19,0.21,0.2,0.18,0.19,0.19,0.18,0.21,0.19,0.16,0.19,0.18,0.17,0.17,0.2,0.18,0.19,0.16,0.17,0.17,0.16,0.17,0.15,0.15,0.16,0.13,0.16,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.11,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.87
08/04/2021,1.24,1.2,1.12,1.11,1.09,1.08,1.02,1.07,1.1,1.02,1.06,1.02,1.0,1.0,1.04,0.99,0.93,0.99,0.96,0.99,1.01,0.96,0.99,0.97,1.05,0.93,0.91,0.85,1.03,0.93,0.92,0.98,0.91,0.86,0.93,0.89,0.92,0.89,0.8,0.85,0.85,0.9,0.82,0.8,0.73,0.69,0.67,0.63,0.65,0.59,0.61,0.57,0.57,0.56,0.53,0.46,0.45,0.52,0.39,0.43,0.48,0.43,0.45,0.43,0.43,0.41,0.41,0.39,0.32,0.4,0.38,0.37,0.39,0.37,0.35,0.35,0.38,0.36,0.38,0.33,0.35,0.32,0.35,0.3,0.32,0.31,0.28,0.44,0.28,0.32,0.28,0.29,0.29,0.27,0.31,0.27,0.27,0.0,0.28,0.27,0.23,0.23,0.24,0.25,0.25,0.24,0.23,0.23,0.25,0.22,0.24,0.24,0.24,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.23,0.22,0.22,0.21,0.22,0.19,0.2,0.23,0.21,0.19,0.21,0.2,0.19,0.19,0.21,0.2,0.18,0.18,0.19,0.18,0.21,0.19,0.16,0.19,0.18,0.17,0.17,0.2,0.18,0.18,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.17,0.13,0.16,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.16,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.84
08/05/2021,1.23,1.21,1.12,1.11,1.07,1.08,1.04,1.06,1.1,1.01,1.06,0.99,1.0,1.0,1.03,0.98,0.93,0.98,0.95,0.98,1.0,0.95,0.99,0.97,1.07,0.92,0.91,0.85,1.05,0.92,0.91,0.97,0.91,0.86,0.92,0.9,0.91,0.91,0.81,0.85,0.84,0.9,0.83,0.8,0.73,0.69,0.66,0.63,0.66,0.59,0.6,0.57,0.57,0.56,0.53,0.46,0.47,0.52,0.4,0.43,0.48,0.43,0.45,0.43,0.43,0.41,0.41,0.4,0.32,0.4,0.37,0.39,0.39,0.37,0.35,0.35,0.37,0.36,0.39,0.32,0.35,0.32,0.35,0.31,0.32,0.31,0.28,0.43,0.28,0.32,0.28,0.29,0.28,0.27,0.31,0.28,0.27,0.0,0.28,0.27,0.23,0.24,0.24,0.25,0.25,0.24,0.23,0.24,0.25,0.22,0.24,0.24,0.24,0.22,0.23,0.22,0.22,0.21,0.23,0.21,0.24,0.22,0.22,0.2,0.22,0.19,0.21,0.23,0.21,0.2,0.21,0.21,0.19,0.19,0.2,0.2,0.18,0.18,0.19,0.18,0.21,0.19,0.16,0.19,0.19,0.17,0.17,0.2,0.18,0.19,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.17,0.13,0.16,0.14,0.16,0.14,0.14,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.13,0.12,0.14,0.12,0.11,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.13,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.84
08/06/2021,1.23,1.25,1.12,1.11,1.06,1.08,1.04,1.06,1.1,1.0,1.08,0.96,0.99,0.98,1.02,0.98,0.93,0.99,0.96,0.99,1.01,0.95,1.0,0.98,1.06,0.92,0.9,0.86,1.09,0.91,0.92,0.96,0.92,0.86,0.93,0.9,0.91,0.91,0.82,0.86,0.84,0.88,0.82,0.8,0.73,0.68,0.67,0.63,0.66,0.59,0.61,0.57,0.57,0.56,0.54,0.46,0.47,0.52,0.39,0.44,0.47,0.43,0.45,0.43,0.42,0.41,0.41,0.39,0.31,0.4,0.37,0.4,0.39,0.37,0.35,0.34,0.36,0.35,0.4,0.33,0.35,0.32,0.35,0.31,0.32,0.31,0.27,0.48,0.28,0.33,0.27,0.29,0.29,0.27,0.31,0.28,0.27,0.0,0.28,0.27,0.23,0.24,0.24,0.25,0.24,0.24,0.23,0.23,0.26,0.22,0.24,0.24,0.24,0.22,0.24,0.22,0.23,0.18,0.23,0.21,0.23,0.22,0.21,0.21,0.22,0.19,0.21,0.23,0.21,0.19,0.21,0.21,0.19,0.17,0.21,0.2,0.18,0.18,0.19,0.18,0.22,0.19,0.16,0.19,0.19,0.16,0.17,0.2,0.18,0.2,0.16,0.18,0.16,0.16,0.15,0.15,0.16,0.17,0.13,0.15,0.14,0.17,0.14,0.14,0.15,0.13,0.13,0.16,0.14,0.13,0.14,0.13,0.12,0.14,0.12,0.11,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.88999999999999
08/10/2021,1.25,1.29,1.13,1.11,1.09,1.09,1.05,1.06,1.21,1.02,1.08,0.98,0.98,0.97,1.01,0.97,0.93,1.0,0.94,1.0,1.0,0.94,0.99,0.97,1.09,0.91,0.89,0.84,1.07,0.9,0.88,0.95,0.91,0.85,0.92,0.9,0.93,0.87,0.84,0.85,0.83,0.89,0.83,0.79,0.74,0.67,0.66,0.62,0.66,0.58,0.61,0.57,0.57,0.56,0.54,0.46,0.48,0.5,0.39,0.43,0.48,0.42,0.45,0.44,0.42,0.41,0.43,0.39,0.33,0.41,0.37,0.4,0.39,0.38,0.34,0.35,0.35,0.35,0.38,0.32,0.35,0.33,0.36,0.31,0.32,0.31,0.27,0.52,0.28,0.33,0.27,0.3,0.3,0.27,0.31,0.28,0.27,0.0,0.28,0.28,0.22,0.23,0.24,0.24,0.23,0.24,0.23,0.23,0.25,0.22,0.24,0.24,0.24,0.22,0.24,0.23,0.22,0.17,0.23,0.21,0.24,0.21,0.22,0.2,0.22,0.19,0.21,0.23,0.21,0.19,0.21,0.21,0.19,0.17,0.2,0.2,0.18,0.18,0.19,0.18,0.21,0.18,0.16,0.19,0.18,0.16,0.18,0.2,0.18,0.2,0.16,0.18,0.16,0.16,0.15,0.15,0.16,0.17,0.13,0.16,0.14,0.17,0.14,0.14,0.15,0.13,0.13,0.15,0.14,0.14,0.14,0.13,0.12,0.14,0.12,0.11,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.14,0.11,0.11,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.12,0.11,0.0,0.12,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.94999999999999
08/11/2021,1.25,1.29,1.13,1.11,1.1,1.07,1.04,1.07,1.18,1.02,1.08,0.99,0.98,0.97,1.01,0.97,0.93,1.0,0.94,0.99,1.0,0.94,0.98,0.97,1.08,0.91,0.89,0.85,1.08,0.91,0.87,0.95,0.91,0.85,0.92,0.9,0.92,0.88,0.83,0.85,0.83,0.87,0.84,0.79,0.73,0.67,0.66,0.61,0.67,0.57,0.61,0.58,0.57,0.57,0.55,0.46,0.47,0.5,0.36,0.44,0.47,0.42,0.45,0.44,0.42,0.4,0.43,0.39,0.34,0.41,0.37,0.4,0.39,0.37,0.35,0.34,0.35,0.35,0.38,0.33,0.35,0.33,0.36,0.32,0.32,0.31,0.27,0.52,0.28,0.33,0.26,0.3,0.3,0.27,0.31,0.28,0.27,0.0,0.28,0.28,0.22,0.23,0.24,0.26,0.23,0.24,0.23,0.23,0.25,0.22,0.24,0.24,0.24,0.22,0.24,0.23,0.22,0.17,0.23,0.21,0.24,0.21,0.22,0.21,0.22,0.19,0.2,0.23,0.21,0.19,0.2,0.21,0.19,0.17,0.21,0.2,0.18,0.18,0.19,0.18,0.21,0.18,0.16,0.19,0.18,0.16,0.18,0.2,0.18,0.2,0.16,0.18,0.16,0.16,0.15,0.15,0.17,0.17,0.13,0.16,0.14,0.17,0.14,0.14,0.15,0.13,0.13,0.16,0.14,0.14,0.14,0.13,0.12,0.14,0.11,0.11,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.88
08/12/2021,1.25,1.31,1.13,1.11,1.09,1.09,1.05,1.06,1.19,1.01,1.09,0.98,0.99,0.97,1.01,0.97,0.93,1.0,0.93,0.99,1.0,0.93,0.99,0.98,1.09,0.91,0.9,0.85,1.1,0.9,0.86,0.96,0.9,0.85,0.93,0.9,0.92,0.88,0.83,0.84,0.84,0.86,0.83,0.79,0.74,0.67,0.66,0.6,0.66,0.57,0.6,0.57,0.57,0.57,0.55,0.46,0.47,0.5,0.36,0.44,0.47,0.42,0.45,0.44,0.42,0.4,0.44,0.39,0.35,0.41,0.35,0.4,0.39,0.37,0.35,0.34,0.34,0.34,0.39,0.33,0.35,0.33,0.35,0.32,0.32,0.3,0.27,0.6,0.28,0.33,0.26,0.3,0.3,0.26,0.31,0.28,0.27,0.0,0.28,0.27,0.23,0.23,0.24,0.26,0.23,0.24,0.23,0.23,0.25,0.22,0.24,0.24,0.24,0.22,0.23,0.22,0.23,0.18,0.23,0.21,0.24,0.21,0.22,0.21,0.22,0.19,0.2,0.23,0.21,0.19,0.2,0.21,0.19,0.17,0.22,0.2,0.18,0.18,0.19,0.18,0.21,0.18,0.16,0.18,0.18,0.16,0.17,0.2,0.18,0.2,0.16,0.18,0.16,0.16,0.15,0.15,0.17,0.17,0.13,0.16,0.14,0.17,0.14,0.14,0.15,0.15,0.13,0.15,0.14,0.13,0.14,0.13,0.12,0.14,0.12,0.11,0.13,0.14,0.13,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.14,0.11,0.11,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.11,0.0,0.12,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.93
08/13/2021,1.23,1.32,1.12,1.1,1.09,1.09,1.04,1.07,1.18,1.0,1.08,0.97,0.99,0.97,1.01,0.98,0.93,1.02,0.94,0.99,1.0,0.94,0.99,0.98,1.09,0.92,0.89,0.84,1.15,0.9,0.86,0.95,0.9,0.86,0.94,0.87,0.91,0.89,0.81,0.84,0.85,0.86,0.82,0.77,0.74,0.67,0.67,0.62,0.66,0.57,0.61,0.55,0.57,0.57,0.54,0.46,0.47,0.51,0.35,0.44,0.47,0.42,0.45,0.43,0.43,0.4,0.44,0.39,0.35,0.41,0.36,0.41,0.39,0.36,0.35,0.34,0.34,0.34,0.39,0.33,0.36,0.33,0.35,0.32,0.31,0.3,0.27,0.57,0.28,0.32,0.27,0.31,0.3,0.27,0.31,0.28,0.27,0.0,0.28,0.27,0.22,0.23,0.24,0.26,0.23,0.24,0.23,0.23,0.25,0.22,0.24,0.24,0.24,0.22,0.22,0.22,0.23,0.18,0.23,0.21,0.24,0.2,0.22,0.21,0.22,0.19,0.2,0.22,0.21,0.19,0.2,0.21,0.19,0.17,0.24,0.2,0.18,0.19,0.19,0.18,0.22,0.18,0.17,0.19,0.18,0.16,0.17,0.19,0.18,0.2,0.16,0.18,0.16,0.16,0.15,0.15,0.17,0.17,0.13,0.16,0.14,0.17,0.14,0.15,0.15,0.15,0.13,0.16,0.14,0.13,0.14,0.13,0.12,0.14,0.12,0.11,0.13,0.14,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.12,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.89999999999999
08/16/2021,1.25,1.29,1.13,1.13,1.1,1.1,1.03,1.07,1.2,0.99,1.09,0.95,0.99,0.96,1.01,0.98,0.92,1.02,0.95,1.0,1.02,0.94,0.99,0.98,1.08,0.92,0.89,0.86,1.12,0.91,0.86,0.96,0.89,0.85,0.93,0.81,0.92,0.81,0.77,0.85,0.85,0.88,0.83,0.79,0.75,0.66,0.67,0.61,0.65,0.58,0.63,0.52,0.57,0.57,0.55,0.47,0.45,0.5,0.36,0.44,0.47,0.42,0.46,0.43,0.43,0.4,0.43,0.39,0.3,0.41,0.36,0.41,0.39,0.36,0.35,0.35,0.34,0.32,0.4,0.33,0.35,0.34,0.33,0.32,0.31,0.3,0.28,0.49,0.29,0.33,0.28,0.3,0.3,0.27,0.31,0.28,0.27,0.0,0.29,0.28,0.23,0.23,0.24,0.26,0.23,0.24,0.24,0.24,0.26,0.22,0.25,0.24,0.24,0.23,0.22,0.22,0.23,0.18,0.24,0.21,0.23,0.21,0.22,0.21,0.22,0.2,0.2,0.22,0.21,0.19,0.21,0.21,0.19,0.17,0.25,0.19,0.18,0.19,0.19,0.18,0.22,0.18,0.17,0.19,0.18,0.16,0.18,0.19,0.18,0.21,0.17,0.18,0.16,0.16,0.15,0.15,0.17,0.17,0.13,0.16,0.14,0.17,0.14,0.15,0.16,0.15,0.14,0.15,0.13,0.13,0.14,0.13,0.12,0.14,0.11,0.11,0.13,0.14,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.12,0.0,0.11,0.11,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.82
08/17/2021,1.25,1.28,1.13,1.13,1.1,1.09,1.03,1.07,1.2,0.99,1.08,0.95,0.99,0.96,1.01,0.98,0.92,1.02,0.94,1.0,1.02,0.94,0.99,0.98,1.08,0.91,0.89,0.85,1.12,0.91,0.86,0.96,0.89,0.85,0.92,0.81,0.92,0.81,0.77,0.85,0.85,0.88,0.83,0.78,0.75,0.66,0.67,0.61,0.65,0.58,0.62,0.52,0.57,0.57,0.55,0.47,0.45,0.5,0.36,0.44,0.47,0.42,0.46,0.43,0.43,0.4,0.43,0.39,0.0,0.41,0.35,0.41,0.39,0.36,0.35,0.35,0.34,0.32,0.39,0.33,0.35,0.34,0.33,0.32,0.31,0.3,0.28,0.49,0.29,0.33,0.28,0.3,0.3,0.27,0.31,0.28,0.27,0.0,0.29,0.28,0.23,0.23,0.24,0.26,0.23,0.24,0.24,0.24,0.26,0.22,0.25,0.24,0.24,0.23,0.22,0.22,0.24,0.18,0.24,0.21,0.23,0.21,0.22,0.21,0.22,0.19,0.2,0.22,0.21,0.19,0.21,0.21,0.19,0.17,0.25,0.19,0.18,0.19,0.18,0.18,0.22,0.18,0.17,0.19,0.18,0.16,0.18,0.19,0.18,0.2,0.17,0.18,0.16,0.16,0.15,0.15,0.17,0.17,0.13,0.16,0.14,0.17,0.14,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.14,0.13,0.12,0.14,0.11,0.11,0.13,0.14,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.12,0.12,0.12,0.11,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.12,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.23,0.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.61999999999999
08/18/2021,1.25,1.28,1.14,1.13,1.09,1.1,1.01,1.07,1.2,1.0,1.09,0.95,1.0,0.98,1.02,0.99,0.92,1.02,0.94,0.99,1.01,0.95,0.99,0.98,1.07,0.92,0.9,0.85,1.15,0.91,0.86,0.96,0.9,0.86,0.92,0.82,0.93,0.81,0.74,0.85,0.85,0.88,0.84,0.79,0.76,0.66,0.67,0.6,0.67,0.58,0.63,0.51,0.57,0.57,0.56,0.47,0.44,0.51,0.36,0.44,0.47,0.43,0.46,0.43,0.43,0.4,0.44,0.39,0.35,0.42,0.36,0.41,0.39,0.36,0.35,0.35,0.33,0.32,0.39,0.32,0.35,0.33,0.33,0.33,0.31,0.3,0.28,0.49,0.28,0.33,0.3,0.3,0.3,0.27,0.31,0.28,0.27,0.0,0.29,0.28,0.23,0.23,0.25,0.26,0.23,0.24,0.23,0.24,0.26,0.22,0.25,0.24,0.24,0.22,0.22,0.22,0.23,0.17,0.24,0.21,0.24,0.2,0.22,0.21,0.22,0.2,0.2,0.22,0.21,0.19,0.21,0.21,0.19,0.17,0.25,0.19,0.18,0.19,0.19,0.18,0.22,0.18,0.17,0.19,0.18,0.16,0.18,0.19,0.18,0.21,0.17,0.18,0.16,0.16,0.15,0.15,0.17,0.17,0.13,0.17,0.14,0.17,0.14,0.15,0.16,0.15,0.14,0.16,0.12,0.13,0.14,0.13,0.12,0.14,0.12,0.11,0.13,0.14,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.13,0.11,0.11,0.12,0.0,0.0,0.11,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.95
