,IBM,CVS,ANTM,ENB.TO,BNS.TO,MO,GILD,CI,BMO.TO,TFC,F,CM.TO,EPD,TRP.TO,CNQ.TO,EOG,EBAY,BK,KMB,MFC.TO,WBA,ORLY,PRU,SYY,HPQ,GIS,DHI,SWK,WMB,LEN,MPLX,MCK,STT,BBY,W,NUE,KR,ET,DBK.DE,TSN,OKE,IP,ABC,DLTR,GWW,HIG,K,TSCO,PPL,STX,LB,ETR,PPL.TO,HPE,GPC,DGX,CAH,NWSA,MAS,LUMN,PHM,CTXS,SJM,AAP,XRAY,WRK,WHR,CPB,LII,HAS,GME,STLD,ALLE,GPS,CHRW,NLY,SC,CHG.BK,TPL,IRM,SNA,WSM,TPR,TAP,NWL,BPY,MMP,HSIC,RHI,UAA,WU,RS,PNW,AGNC,JNPR,KSS,RL,ARW,PII,HII,DOO.TO,JNJ,WMT,HD,PG,ADBE,VZ,CSCO,INTC,PFE,PEP,ABBV,T,MRK,COST,TXN,QCOM,PM,BMY,AMGN,LOW,MMM,AMD,EL,CL,HUM,EMR,CTAS,LVS,CDNS,TDG,ROK,VFC,SWKS,FAST,SIRI,VIACA,HSY,CERN,EIX,AMC,WDC,AMCR,ROL,BAH,CNA,RPM,STN.TO,SMG,ACI,Brookfield Business Partners LP,ARCC,OHI,DCI,LECO,JEF,Cash,YSS.V,TENO.CN,SDA.AX,BBU.UN.TO,n/a,603983.SS,UNH,AVGO,ACN,TGT,CTSH,YUM,OXY,CLX,NTAP,UI,EMN,BAP,NI,VST,JBL,BJ,PAG,TPX,ESLT.TA,M,OGE,CHE,COTY,PVH,NXST,DKS,CASY,GT,LPX,LSTR,ALGM,SSD,SUM
07/28/2021,1.77,1.54,0.0,0.0,0.0,1.23,1.22,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.62,0.64,0.0,0.57,0.0,0.55,0.52,0.5,0.51,0.0,0.0,0.43,0.0,0.0,0.45,0.42,0.4,0.31,0.0,0.42,0.0,0.36,0.3,0.0,0.0,0.0,0.33,0.0,0.0,0.3,0.3,0.31,0.0,0.0,0.0,0.0,0.26,0.26,0.26,0.24,0.0,0.21,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.19,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.13,0.11,0.0,0.0,0.12,0.0,0.0,6.35,5.63,4.97,4.81,4.2,3.25,3.27,3.01,3.28,3.05,2.93,2.82,2.76,2.63,2.42,2.29,2.15,2.14,2.0,2.02,1.63,1.57,1.09,0.99,0.85,0.83,0.58,0.49,0.57,0.5,0.49,0.46,0.45,0.44,0.37,0.37,0.37,0.33,0.3,0.23,0.27,0.24,0.26,0.17,0.17,0.16,0.16,0.14,0.13,0.13,0.12,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/29/2021,1.79,1.53,0.0,0.0,0.0,1.24,1.21,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.62,0.64,0.0,0.57,0.0,0.56,0.53,0.5,0.51,0.0,0.0,0.44,0.0,0.0,0.45,0.42,0.4,0.31,0.0,0.42,0.0,0.36,0.29,0.0,0.0,0.0,0.33,0.0,0.0,0.3,0.3,0.31,0.0,0.0,0.0,0.0,0.26,0.26,0.25,0.24,0.0,0.21,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.13,0.11,0.0,0.0,0.12,0.0,0.0,6.35,5.63,4.94,4.82,4.17,3.24,3.28,3.08,3.28,3.04,2.92,2.82,2.74,2.63,2.44,2.27,2.17,2.12,1.98,1.98,1.64,1.56,1.08,1.0,0.85,0.83,0.57,0.49,0.57,0.5,0.49,0.46,0.45,0.44,0.37,0.38,0.37,0.33,0.3,0.25,0.28,0.25,0.26,0.17,0.17,0.16,0.16,0.14,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/30/2021,1.79,1.55,0.0,0.0,0.0,1.24,1.22,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.62,0.65,0.0,0.57,0.0,0.56,0.53,0.5,0.51,0.0,0.0,0.43,0.0,0.0,0.45,0.42,0.4,0.3,0.0,0.43,0.0,0.36,0.3,0.0,0.0,0.0,0.32,0.0,0.0,0.31,0.3,0.31,0.0,0.0,0.0,0.0,0.26,0.26,0.26,0.24,0.0,0.21,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.0,0.0,6.39,5.64,4.89,4.85,4.16,3.27,3.28,3.02,3.31,3.07,2.93,2.83,2.77,2.64,2.4,2.23,2.19,2.12,1.98,1.95,1.63,1.55,1.07,1.0,0.85,0.83,0.58,0.47,0.56,0.5,0.48,0.46,0.44,0.44,0.39,0.38,0.37,0.34,0.3,0.24,0.27,0.25,0.26,0.17,0.17,0.15,0.16,0.14,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/02/2021,1.77,1.53,0.0,0.0,0.0,1.26,1.23,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.63,0.64,0.0,0.57,0.0,0.56,0.54,0.5,0.5,0.0,0.0,0.43,0.0,0.0,0.46,0.43,0.4,0.29,0.0,0.43,0.0,0.37,0.3,0.0,0.0,0.0,0.32,0.0,0.0,0.3,0.29,0.31,0.0,0.0,0.0,0.0,0.27,0.26,0.26,0.24,0.0,0.21,0.19,0.0,0.17,0.2,0.19,0.0,0.0,0.2,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.0,0.0,6.34,5.6,4.87,4.78,4.16,3.24,3.25,3.03,3.35,3.03,2.94,2.83,2.73,2.63,2.45,2.38,2.19,2.13,1.95,1.94,1.61,1.75,1.08,0.99,0.78,0.84,0.58,0.46,0.57,0.5,0.5,0.46,0.45,0.44,0.37,0.38,0.37,0.33,0.3,0.24,0.28,0.25,0.26,0.17,0.17,0.16,0.16,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/03/2021,1.77,1.53,0.0,0.0,0.0,1.26,1.23,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.63,0.64,0.0,0.57,0.0,0.56,0.54,0.5,0.5,0.0,0.0,0.43,0.0,0.0,0.46,0.43,0.4,0.29,0.0,0.43,0.0,0.37,0.3,0.0,0.0,0.0,0.32,0.0,0.0,0.3,0.29,0.31,0.0,0.0,0.0,0.0,0.27,0.26,0.26,0.24,0.0,0.21,0.19,0.0,0.17,0.2,0.19,0.0,0.0,0.2,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.0,0.0,6.34,5.6,4.87,4.78,4.16,3.24,3.25,3.03,3.35,3.03,2.94,2.83,2.73,2.63,2.45,2.38,2.19,2.13,1.95,1.94,1.61,1.75,1.08,0.99,0.78,0.84,0.58,0.46,0.57,0.5,0.5,0.46,0.45,0.44,0.37,0.38,0.37,0.33,0.3,0.24,0.28,0.25,0.26,0.17,0.17,0.16,0.16,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,1.77,1.53,0.0,0.0,0.0,1.26,1.23,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.63,0.64,0.0,0.57,0.0,0.56,0.54,0.5,0.5,0.0,0.0,0.43,0.0,0.0,0.46,0.43,0.4,0.29,0.0,0.43,0.0,0.37,0.3,0.0,0.0,0.0,0.32,0.0,0.0,0.3,0.29,0.31,0.0,0.0,0.0,0.0,0.27,0.26,0.26,0.24,0.0,0.21,0.19,0.0,0.17,0.2,0.19,0.0,0.0,0.2,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.0,0.0,6.34,5.6,4.87,4.78,4.16,3.24,3.25,3.03,3.35,3.03,2.94,2.83,2.73,2.63,2.45,2.38,2.19,2.13,1.95,1.94,1.61,1.75,1.08,0.99,0.78,0.84,0.58,0.46,0.57,0.5,0.5,0.46,0.45,0.44,0.37,0.38,0.37,0.33,0.3,0.24,0.28,0.25,0.26,0.17,0.17,0.16,0.16,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,1.77,1.53,0.0,0.0,0.0,1.26,1.23,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.63,0.64,0.0,0.57,0.0,0.56,0.54,0.5,0.5,0.0,0.0,0.43,0.0,0.0,0.46,0.43,0.4,0.29,0.0,0.43,0.0,0.37,0.3,0.0,0.0,0.0,0.32,0.0,0.0,0.3,0.29,0.31,0.0,0.0,0.0,0.0,0.27,0.26,0.26,0.24,0.0,0.21,0.19,0.0,0.17,0.2,0.19,0.0,0.0,0.2,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.0,0.0,6.34,5.6,4.87,4.78,4.16,3.24,3.25,3.03,3.35,3.03,2.94,2.83,2.73,2.63,2.45,2.38,2.19,2.13,1.95,1.94,1.61,1.75,1.08,0.99,0.78,0.84,0.58,0.46,0.57,0.5,0.5,0.46,0.45,0.44,0.37,0.38,0.37,0.33,0.3,0.24,0.28,0.25,0.26,0.17,0.17,0.16,0.16,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/06/2021,1.79,1.53,0.0,0.0,0.0,1.23,1.22,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.63,0.63,0.0,0.57,0.0,0.56,0.52,0.51,0.5,0.0,0.0,0.42,0.0,0.0,0.45,0.43,0.4,0.27,0.0,0.45,0.0,0.36,0.29,0.0,0.0,0.0,0.32,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.27,0.26,0.26,0.24,0.0,0.21,0.2,0.0,0.18,0.2,0.19,0.0,0.0,0.19,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.12,0.13,0.11,0.0,0.0,0.11,0.0,0.0,6.37,5.62,4.9,4.89,4.12,3.2,3.29,3.03,3.55,3.0,2.85,2.79,2.68,2.67,2.43,2.31,2.17,2.15,1.95,1.93,1.62,1.9,1.05,0.93,0.76,0.84,0.57,0.43,0.58,0.48,0.5,0.44,0.43,0.45,0.37,0.35,0.37,0.34,0.29,0.21,0.28,0.25,0.27,0.16,0.17,0.16,0.16,0.14,0.15,0.12,0.12,0.11,0.12,0.12,0.12,0.02,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,1.72,1.52,0.0,0.0,0.0,1.26,1.23,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.68,0.63,0.0,0.58,0.0,0.58,0.57,0.5,0.49,0.0,0.0,0.41,0.0,0.0,0.44,0.45,0.4,0.31,0.0,0.48,0.0,0.35,0.32,0.0,0.0,0.0,0.29,0.0,0.0,0.3,0.31,0.31,0.0,0.0,0.0,0.0,0.28,0.25,0.27,0.21,0.0,0.22,0.18,0.0,0.17,0.19,0.18,0.0,0.0,0.19,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.0,0.12,0.13,0.13,0.0,0.0,0.1,0.0,0.0,6.28,5.69,4.74,4.81,4.34,3.13,3.43,3.0,3.6,2.95,2.91,2.67,2.66,2.75,2.43,2.25,2.2,2.05,1.76,2.03,1.56,1.87,1.09,0.9,0.72,0.87,0.57,0.46,0.62,0.46,0.51,0.41,0.42,0.44,0.35,0.37,0.36,0.32,0.3,0.25,0.27,0.27,0.26,0.15,0.17,0.15,0.16,0.12,0.18,0.0,0.12,0.11,0.12,0.11,0.13,0.0,0.0,0.0,0.46,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/01/2021,1.72,1.52,0.0,0.0,0.0,1.26,1.23,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.68,0.63,0.0,0.58,0.0,0.58,0.57,0.5,0.49,0.0,0.0,0.41,0.0,0.0,0.44,0.45,0.4,0.31,0.0,0.48,0.0,0.35,0.32,0.0,0.0,0.0,0.29,0.0,0.0,0.3,0.31,0.31,0.0,0.0,0.0,0.0,0.28,0.25,0.27,0.21,0.0,0.22,0.18,0.0,0.17,0.19,0.18,0.0,0.0,0.19,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.0,0.12,0.13,0.13,0.0,0.0,0.1,0.0,0.0,6.28,5.69,4.74,4.81,4.34,3.13,3.43,3.0,3.6,2.95,2.91,2.67,2.66,2.75,2.43,2.25,2.2,2.05,1.76,2.03,1.56,1.87,1.09,0.9,0.72,0.87,0.57,0.46,0.62,0.46,0.51,0.41,0.42,0.44,0.35,0.37,0.36,0.32,0.3,0.25,0.27,0.27,0.26,0.15,0.17,0.15,0.16,0.12,0.18,0.0,0.12,0.11,0.12,0.11,0.13,0.0,0.0,0.0,0.0,0.11,0.02,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/02/2021,1.7,1.53,0.0,0.0,0.0,1.26,1.24,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.66,0.63,0.0,0.58,0.0,0.57,0.55,0.51,0.48,0.0,0.0,0.41,0.0,0.0,0.44,0.44,0.41,0.31,0.0,0.48,0.0,0.35,0.32,0.0,0.0,0.0,0.29,0.0,0.0,0.3,0.31,0.31,0.0,0.0,0.0,0.0,0.27,0.24,0.27,0.21,0.0,0.22,0.18,0.0,0.18,0.18,0.18,0.0,0.0,0.19,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.12,0.13,0.12,0.0,0.0,0.1,0.0,0.0,6.28,5.71,4.78,4.81,4.37,3.12,3.42,2.99,3.6,2.96,2.92,2.67,2.66,2.77,2.43,2.26,2.21,2.06,1.77,2.01,1.56,1.86,1.09,0.9,0.72,0.87,0.57,0.46,0.63,0.46,0.52,0.41,0.42,0.44,0.35,0.36,0.36,0.31,0.3,0.27,0.26,0.27,0.26,0.15,0.16,0.15,0.16,0.12,0.19,0.0,0.12,0.11,0.12,0.11,0.13,0.0,0.0,0.0,0.0,0.11,0.02,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,1.7,1.53,0.0,0.0,0.0,1.26,1.24,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.66,0.63,0.0,0.58,0.0,0.57,0.55,0.51,0.48,0.0,0.0,0.41,0.0,0.0,0.44,0.44,0.41,0.31,0.0,0.48,0.0,0.35,0.32,0.0,0.0,0.0,0.29,0.0,0.0,0.3,0.31,0.31,0.0,0.0,0.0,0.0,0.27,0.24,0.27,0.21,0.0,0.22,0.18,0.0,0.18,0.18,0.18,0.0,0.0,0.19,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.12,0.13,0.12,0.0,0.0,0.1,0.0,0.0,6.28,5.71,4.78,4.81,4.37,3.12,3.42,2.99,3.6,2.96,2.92,2.67,2.66,2.77,2.43,2.26,2.21,2.06,1.77,2.01,1.56,1.86,1.09,0.9,0.72,0.87,0.57,0.46,0.63,0.46,0.52,0.41,0.42,0.44,0.35,0.36,0.36,0.31,0.3,0.27,0.26,0.27,0.26,0.15,0.16,0.15,0.16,0.12,0.19,0.0,0.12,0.11,0.12,0.11,0.13,0.0,0.0,0.0,0.46,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/18/2022,0.0,1.98,1.55,0.0,0.0,1.32,1.27,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.65,0.63,0.0,0.63,0.6,0.5,0.0,0.5,0.0,0.45,0.55,0.0,0.35,0.0,0.0,0.52,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.36,0.32,0.34,0.0,0.0,0.0,0.33,0.28,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.25,5.72,5.5,5.47,0.0,3.12,3.66,3.21,0.0,3.44,3.4,0.0,2.91,3.14,0.0,0.0,2.28,2.04,1.88,2.38,1.46,0.0,1.05,1.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.48,0.0,0.0,0.41,0.38,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.21,0.0,6.25,3.47,3.28,1.5,0.65,0.53,0.47,0.33,0.3,0.27,0.24,0.16,0.16,0.15,0.14,0.13,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,99.97
01/19/2022,0.0,1.98,1.55,0.0,0.0,1.32,1.27,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.65,0.63,0.0,0.63,0.6,0.5,0.0,0.5,0.0,0.45,0.55,0.0,0.35,0.0,0.0,0.52,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.36,0.32,0.34,0.0,0.0,0.0,0.33,0.28,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.25,5.72,5.5,5.47,0.0,3.12,3.66,3.21,0.0,3.44,3.4,0.0,2.91,3.14,0.0,0.0,2.28,2.04,1.88,2.38,1.46,0.0,1.05,1.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.48,0.0,0.0,0.41,0.38,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.21,0.0,6.25,3.47,3.28,1.5,0.65,0.53,0.47,0.33,0.3,0.27,0.24,0.16,0.16,0.15,0.14,0.13,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,99.97
01/20/2022,0.0,1.98,1.55,0.0,0.0,1.32,1.27,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.65,0.63,0.0,0.63,0.6,0.5,0.0,0.5,0.0,0.45,0.55,0.0,0.35,0.0,0.0,0.52,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.36,0.32,0.34,0.0,0.0,0.0,0.33,0.28,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.25,5.72,5.5,5.47,0.0,3.12,3.66,3.21,0.0,3.44,3.4,0.0,2.91,3.14,0.0,0.0,2.28,2.04,1.88,2.38,1.46,0.0,1.05,1.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.48,0.0,0.0,0.41,0.38,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.21,0.0,6.25,3.47,3.28,1.5,0.65,0.53,0.47,0.33,0.3,0.27,0.24,0.16,0.16,0.15,0.14,0.13,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,99.97
01/21/2022,0.0,1.98,1.56,0.0,0.0,1.33,1.27,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.65,0.63,0.0,0.62,0.6,0.48,0.0,0.52,0.0,0.46,0.55,0.0,0.35,0.0,0.0,0.52,0.0,0.0,0.4,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.36,0.32,0.34,0.0,0.0,0.0,0.32,0.28,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.21,0.0,0.0,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.31,5.7,5.49,5.44,0.0,3.17,3.61,3.19,0.0,3.45,3.47,0.0,2.95,3.09,0.0,0.0,2.27,2.07,1.89,2.37,1.47,0.0,1.03,1.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.48,0.0,0.0,0.42,0.39,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.2,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.0,6.23,3.41,3.28,1.51,0.65,0.53,0.48,0.32,0.3,0.26,0.25,0.16,0.16,0.16,0.14,0.13,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08,100.0
