,FNR 2021-36 HI,GNR 2020-191 UE,GNR 2020-167 ID,GNR 2020-17 BI,GNR 2021-122 ID,FGXXX,XIT 1.25 08.15.31,T 1.25 08.15.31,FNR 2018-56 IO,FHR 4978 MI,FHR 5094 CI,FNR 2021-73 EI,FNR 2021-26 EI,T 1.375 11.15.31,FHR 5115 PI,FHR 4965 IG,FHR 4999 IA,FHR 5169 IY,FHR 5018 IN,FHR 5104 CI,FHR 5133 CI,FHR 5023 IB,FHR 5070 IH,FHR 5024 HI,FHR 5012 CI,FHR 5167 UI,FNR 2020-99 IC,FHR 5086 BI,FNR 2021-79 LI,FHR 4998 GI,FNR 2020-20 GI,FNR 2021-65 AI,GNR 2020-85 IG,FHR 5163 NI,FHR 5159 IB,FNR 2020-44 AI,FNR 2020-36 AI,GNR 2021-161 XI,FHR 5116 CI,GNR 2021-161 IC,FHR 5145 IH,FNR 2020-8 CI,FNR 2021-17 IG,FHR 5159 BI,FHR 4912 PI,FNR 2021-49 GI,FNR 2021-30 NI,FNR 2020-98 OI,FHR 5103 BI,FHR 5102 MI,FNR 2020-76 HI,FNR 2021-77 I,GNR 2022-61 GI,FHR 5162 CI,FNR 2020-78 KI,FHR 5115 IK,FHR 5100 GI,FNR 2018-1 IY,GNR 2021-58 IC,GNR 2022-34 TI,GNR 2021-58 EI,GNR 2019-151 DI,FHR 4981 YI,FNR 2020-94 MI,FHR 4980 KI,FNR 2021-25 IT,FHR 5211 IH,FNR 2021-4 IV,FHR 5184 PI,FHR 5103 EI,GNR 2020-151 QI,GNR 2020-79 WI,GNR 2020-1 PI,GNR 2022-65 HI,GNR 2022-90 QI,n/a,SUM
12/13/2021,8.08,7.39,7.94,7.44,7.51,2.55,0.0,13.49,12.52,8.59,8.12,8.16,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/14/2021,8.08,7.39,7.94,7.44,7.51,2.55,0.0,13.49,12.52,8.59,8.12,8.16,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/15/2021,8.08,7.39,7.94,7.44,7.51,2.55,0.0,13.49,12.52,8.59,8.12,8.16,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/16/2021,8.08,7.39,7.94,7.44,7.51,2.55,0.0,13.49,12.52,8.59,8.12,8.16,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/17/2021,8.08,7.39,7.94,7.44,7.51,2.55,0.0,13.49,12.52,8.59,8.12,8.16,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/20/2021,8.08,7.39,7.94,7.44,7.51,2.55,0.0,13.49,12.52,8.59,8.12,8.16,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
04/07/2022,2.66,0.55,0.73,0.56,0.67,6.46,0.0,0.0,1.2,2.95,1.5,0.77,0.68,7.62,5.13,4.29,4.28,4.13,3.81,3.55,3.37,3.19,3.19,3.19,3.09,3.04,2.83,2.52,1.77,1.75,1.74,1.73,1.69,1.69,1.66,1.57,1.57,1.54,1.44,1.32,1.05,1.05,0.93,0.8,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
04/08/2022,2.51,0.52,0.67,0.53,0.63,6.03,0.0,0.0,1.13,2.78,1.42,0.73,0.64,7.16,4.83,4.04,4.03,3.89,3.59,3.33,3.17,3.0,3.0,3.0,2.9,2.86,2.67,2.37,1.67,1.65,1.64,1.63,1.59,1.59,1.56,1.48,1.47,1.45,1.36,1.25,0.99,0.98,0.88,0.75,0.7,3.19,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
04/29/2022,1.17,0.23,2.22,0.23,0.29,5.75,0.0,0.0,0.51,1.22,1.22,0.32,0.28,2.94,2.16,1.74,3.71,1.76,1.55,1.48,1.36,1.41,1.37,4.06,1.28,1.3,1.19,1.06,0.75,0.73,0.73,0.73,2.57,3.95,0.68,0.65,3.18,0.65,0.61,0.58,0.46,0.45,0.51,0.34,0.32,1.39,1.22,4.49,3.99,3.53,3.27,3.15,3.15,3.08,2.44,1.88,1.83,1.69,1.59,1.27,1.21,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/05/2022,0.65,0.13,1.27,0.12,2.84,1.39,0.0,0.0,0.3,0.68,0.67,0.19,0.14,0.0,1.27,0.96,2.08,1.02,0.86,1.24,0.78,0.82,0.79,3.51,2.33,0.75,0.69,0.63,0.44,0.39,0.43,1.76,1.41,3.93,0.39,0.37,1.85,0.38,0.34,0.31,0.27,0.27,0.29,0.19,0.18,0.81,0.7,2.53,2.33,1.99,1.87,4.19,1.78,1.88,1.43,1.13,1.04,0.96,0.91,0.7,0.68,0.66,5.35,5.34,4.82,3.64,3.58,3.08,2.32,1.67,1.47,1.38,1.14,0.67,0.61,0.0,99.97
07/28/2022,0.62,0.13,1.22,0.12,2.78,2.95,0.0,0.0,0.29,0.66,0.66,0.18,0.14,0.0,1.17,0.92,2.01,0.98,0.84,1.2,0.76,0.81,0.75,3.19,2.26,0.72,0.66,0.58,0.41,0.38,0.41,1.7,1.35,3.71,0.37,0.36,1.77,0.37,0.33,0.3,0.25,0.25,0.28,0.18,0.17,0.79,0.67,2.43,2.27,1.86,1.8,4.01,1.69,1.74,1.37,1.09,0.98,0.9,0.88,0.67,0.66,0.63,5.15,5.06,4.63,3.5,3.47,2.94,2.21,1.61,1.44,1.31,1.11,0.64,0.56,2.75,100.01000000000002
