,STLD,OC,EWBC,JLL,UGI,RS,LEA,Y,FHN,ACM,SBNY,OHI,OSK,NNN,CPRI,KSS,AFG,ARW,AIRC,TRGP,RGA,JBL,KRC,MPW,THC,ORI,CPT,HOG,NVST,AMG,OGE,FAF,MOH,BRX,XPO,VAC,SON,JHG,JEF,SKX,PNFP,EME,PB,DKS,POST,BJ,OLN,SNV,MDU,MAN,FL,INGR,CFR,THO,AYI,NCR,X,MTZ,CIEN,AEO,DEI,SLG,CUZ,SRC,STOR,VNT,CFX,VLY,KBR,WTRG,CDAY,JBLU,AN,HXL,NYCB,FLS,NVT,ADS,OZK,IDA,CIT,LII,THG,SNX,UTHR,NFG,HIW,GT,UBSI,SIGI,WBS,MTG,HFC,CR,HE,AGCO,PK,LAMR,STL,HRC,CRI,BLDR,NDSN,CASY,ITT,RPM,KMPR,AVNT,COHR,HPP,HRB,DTM WI,WTFC,BKH,CSL,ACC,LSI,UNVR,CBSH,HUBB,DOC,DCI,PII,ADNT,CAR,JWN,LIVN,OGS,SRCL,EPR,R,SBRA,AVT,SF,UMBF,SWX,FNB,XEC,MIDD,WRI,NJR,XRX,SR,SAFM,HWC,WEX,HOMB,CMC,TOL,ALE,KBH,EHC,SCI,ATR,WSO,KEX,EQT,JBGS,SEIC,NUVA,CNXC,WWD,CBRL,ACHC,CACI,BC,FR,TDC,PACW,TMHC,MUR,BOH,GNTX,NAVI,DAN,MUSA,VSAT,CBT,OFC,RGLD,TCBI,FCFS,REXR,CC,G,AZPN,SAIC,CW,NATI,RNR,WH,GATX,RYN,TNL,NWE,ASB,ASH,CNO,PEB,CDK,SFM,KMT,FLO,MLHR,EGP,VMI,GXO WI,GME,CLH,VSH,SYNA,RBC,DTM,GXO,GVMXX,PFGC,CATY,PRGO,NOV,UNM,MAC,BXS,SGMS,GBCI,COG,TNDM,RRX,CHX,KRG,SLAB,CADE,KD WI,FLR,KD,COTY,BRKR,SUM
09/17/2021,1.01,0.8,0.82,1.0,0.75,0.76,0.7,0.7,0.68,0.77,0.81,0.62,0.59,0.65,0.65,0.66,0.73,0.68,0.65,0.63,0.62,0.68,0.56,0.6,0.62,0.54,0.64,0.47,0.57,0.54,0.56,0.6,0.57,0.56,0.33,0.55,0.51,0.59,0.6,0.51,0.56,0.52,0.49,0.7,0.52,0.64,0.56,0.48,0.5,0.52,0.42,0.47,0.51,0.5,0.49,0.41,0.54,0.42,0.42,0.32,0.44,0.38,0.45,0.46,0.43,0.5,0.45,0.39,0.45,0.43,0.47,0.38,0.47,0.39,0.48,0.38,0.44,0.38,0.4,0.43,0.41,0.36,0.39,0.4,0.44,0.38,0.37,0.37,0.36,0.39,0.35,0.41,0.37,0.38,0.37,0.37,0.37,0.39,0.34,0.47,0.36,0.45,0.4,0.36,0.35,0.32,0.33,0.35,0.33,0.32,0.36,0.0,0.34,0.35,0.35,0.34,0.37,0.31,0.29,0.34,0.32,0.31,0.3,0.29,0.38,0.0,0.36,0.29,0.32,0.3,0.35,0.28,0.31,0.32,0.31,0.33,0.28,0.32,0.31,0.0,0.28,0.27,0.26,0.3,0.3,0.26,0.26,0.29,0.3,0.27,0.3,0.27,0.34,0.26,0.28,0.25,0.28,0.26,0.28,0.25,0.3,0.28,0.26,0.28,0.27,0.28,0.28,0.28,0.28,0.28,0.24,0.25,0.26,0.34,0.26,0.3,0.26,0.0,0.25,0.25,0.0,0.29,0.27,0.0,0.28,0.0,0.24,0.0,0.25,0.25,0.26,0.25,0.25,0.0,0.26,0.26,0.26,0.26,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.25,0.0,0.48,0.25,0.0,0.27,0.25,0.37,0.33,0.0,0.56,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.09
09/20/2021,1.03,0.8,0.84,1.0,0.73,0.75,0.68,0.7,0.69,0.78,0.8,0.62,0.6,0.64,0.64,0.67,0.74,0.69,0.63,0.66,0.62,0.68,0.56,0.59,0.63,0.53,0.63,0.48,0.56,0.54,0.55,0.6,0.59,0.57,0.33,0.53,0.5,0.58,0.59,0.49,0.55,0.52,0.49,0.7,0.51,0.65,0.57,0.48,0.49,0.52,0.41,0.48,0.51,0.49,0.5,0.41,0.55,0.41,0.43,0.33,0.43,0.38,0.45,0.47,0.43,0.49,0.44,0.39,0.45,0.42,0.48,0.39,0.51,0.39,0.48,0.37,0.45,0.4,0.4,0.42,0.4,0.35,0.38,0.4,0.43,0.38,0.37,0.38,0.35,0.38,0.36,0.41,0.37,0.38,0.36,0.37,0.37,0.39,0.35,0.47,0.35,0.45,0.39,0.36,0.34,0.32,0.32,0.35,0.33,0.32,0.36,0.0,0.34,0.34,0.35,0.34,0.37,0.31,0.29,0.33,0.32,0.31,0.3,0.29,0.41,0.24,0.35,0.28,0.31,0.3,0.35,0.28,0.3,0.33,0.32,0.32,0.28,0.33,0.3,0.0,0.28,0.27,0.26,0.31,0.31,0.26,0.28,0.29,0.31,0.26,0.3,0.27,0.34,0.25,0.28,0.25,0.27,0.27,0.28,0.24,0.3,0.27,0.26,0.27,0.27,0.28,0.28,0.28,0.29,0.28,0.25,0.25,0.26,0.34,0.27,0.32,0.28,0.0,0.25,0.0,0.0,0.29,0.27,0.0,0.28,0.0,0.0,0.25,0.25,0.25,0.26,0.25,0.25,0.0,0.25,0.25,0.26,0.25,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.25,0.0,0.49,0.25,0.0,0.27,0.24,0.37,0.33,0.0,0.55,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.03
09/21/2021,1.01,0.78,0.83,1.0,0.73,0.75,0.68,0.7,0.69,0.78,0.8,0.61,0.6,0.64,0.65,0.68,0.74,0.68,0.63,0.65,0.61,0.67,0.56,0.59,0.63,0.53,0.63,0.48,0.56,0.55,0.55,0.6,0.61,0.56,0.33,0.54,0.49,0.6,0.6,0.5,0.56,0.51,0.5,0.71,0.52,0.65,0.57,0.49,0.49,0.49,0.42,0.48,0.51,0.5,0.49,0.41,0.51,0.41,0.42,0.33,0.43,0.38,0.45,0.46,0.43,0.48,0.43,0.4,0.45,0.42,0.48,0.39,0.53,0.4,0.48,0.37,0.44,0.39,0.4,0.42,0.41,0.35,0.38,0.39,0.42,0.38,0.37,0.38,0.36,0.38,0.36,0.41,0.37,0.37,0.36,0.37,0.37,0.39,0.35,0.47,0.35,0.45,0.39,0.36,0.34,0.31,0.32,0.34,0.33,0.32,0.37,0.0,0.35,0.33,0.35,0.33,0.37,0.31,0.3,0.33,0.32,0.31,0.3,0.29,0.4,0.25,0.35,0.28,0.31,0.3,0.35,0.28,0.3,0.33,0.32,0.32,0.28,0.34,0.3,0.0,0.28,0.28,0.26,0.31,0.31,0.26,0.27,0.29,0.32,0.26,0.31,0.27,0.34,0.25,0.28,0.25,0.27,0.26,0.28,0.25,0.29,0.27,0.27,0.28,0.27,0.28,0.27,0.28,0.29,0.28,0.25,0.26,0.27,0.35,0.26,0.34,0.28,0.0,0.25,0.0,0.0,0.29,0.27,0.0,0.27,0.0,0.0,0.26,0.25,0.25,0.26,0.25,0.25,0.0,0.25,0.25,0.26,0.25,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.24,0.0,0.49,0.25,0.0,0.27,0.0,0.35,0.33,0.0,0.57,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.01
09/22/2021,1.01,0.78,0.83,1.0,0.73,0.75,0.68,0.7,0.69,0.78,0.8,0.61,0.6,0.64,0.65,0.68,0.74,0.68,0.63,0.65,0.61,0.67,0.56,0.59,0.63,0.53,0.63,0.48,0.56,0.55,0.55,0.6,0.61,0.56,0.33,0.54,0.49,0.6,0.6,0.5,0.56,0.51,0.5,0.71,0.52,0.65,0.57,0.49,0.49,0.49,0.42,0.48,0.51,0.5,0.49,0.41,0.51,0.41,0.42,0.33,0.43,0.38,0.45,0.46,0.43,0.48,0.43,0.4,0.45,0.42,0.48,0.39,0.53,0.4,0.48,0.37,0.44,0.39,0.4,0.42,0.41,0.35,0.38,0.39,0.42,0.38,0.37,0.38,0.36,0.38,0.36,0.41,0.37,0.37,0.36,0.37,0.37,0.39,0.35,0.47,0.35,0.45,0.39,0.36,0.34,0.31,0.32,0.34,0.33,0.32,0.37,0.0,0.35,0.33,0.35,0.33,0.37,0.31,0.3,0.33,0.32,0.31,0.3,0.29,0.4,0.25,0.35,0.28,0.31,0.3,0.35,0.28,0.3,0.33,0.32,0.32,0.28,0.34,0.3,0.0,0.28,0.28,0.26,0.31,0.31,0.26,0.27,0.29,0.32,0.26,0.31,0.27,0.34,0.25,0.28,0.25,0.27,0.26,0.28,0.25,0.29,0.27,0.27,0.28,0.27,0.28,0.27,0.28,0.29,0.28,0.25,0.26,0.27,0.35,0.26,0.34,0.28,0.0,0.25,0.0,0.0,0.29,0.27,0.0,0.27,0.0,0.0,0.26,0.25,0.25,0.26,0.25,0.25,0.0,0.25,0.25,0.26,0.25,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.24,0.0,0.49,0.25,0.0,0.27,0.0,0.35,0.33,0.0,0.57,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.01
09/23/2021,0.92,0.75,0.79,0.98,0.72,0.73,0.71,0.71,0.67,0.74,0.8,0.63,0.6,0.64,0.63,0.67,0.7,0.65,0.63,0.63,0.6,0.7,0.55,0.6,0.62,0.52,0.65,0.46,0.54,0.5,0.55,0.59,0.6,0.55,0.32,0.53,0.48,0.58,0.58,0.49,0.55,0.5,0.5,0.7,0.51,0.64,0.53,0.47,0.49,0.48,0.37,0.47,0.5,0.48,0.49,0.42,0.48,0.41,0.41,0.33,0.46,0.37,0.45,0.48,0.43,0.47,0.47,0.4,0.43,0.44,0.0,0.41,0.42,0.41,0.47,0.37,0.45,0.37,0.4,0.43,0.41,0.35,0.37,0.38,0.43,0.37,0.38,0.38,0.34,0.37,0.35,0.41,0.36,0.37,0.37,0.36,0.37,0.4,0.34,0.47,0.34,0.45,0.39,0.35,0.33,0.32,0.32,0.34,0.34,0.33,0.37,0.0,0.34,0.34,0.36,0.34,0.38,0.31,0.3,0.33,0.33,0.31,0.29,0.28,0.36,0.25,0.35,0.28,0.3,0.3,0.34,0.28,0.3,0.33,0.31,0.32,0.28,0.34,0.31,0.0,0.28,0.0,0.26,0.33,0.31,0.26,0.27,0.3,0.32,0.26,0.3,0.27,0.33,0.26,0.28,0.25,0.26,0.28,0.25,0.25,0.3,0.29,0.27,0.29,0.28,0.27,0.28,0.3,0.29,0.27,0.0,0.26,0.26,0.31,0.25,0.31,0.31,0.0,0.26,0.0,0.0,0.28,0.27,0.0,0.27,0.0,0.24,0.26,0.25,0.0,0.26,0.25,0.26,0.24,0.25,0.25,0.26,0.0,0.24,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.51,0.25,0.0,0.27,0.0,0.36,0.31,0.0,0.56,0.0,0.47,0.41,0.4,0.29,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46000000000001
09/24/2021,0.91,0.74,0.79,0.98,0.72,0.73,0.71,0.71,0.67,0.73,0.8,0.61,0.58,0.64,0.63,0.67,0.7,0.64,0.63,0.64,0.59,0.7,0.56,0.62,0.63,0.52,0.66,0.46,0.54,0.5,0.54,0.6,0.61,0.55,0.32,0.53,0.48,0.58,0.58,0.49,0.56,0.49,0.5,0.71,0.51,0.65,0.53,0.47,0.49,0.47,0.37,0.48,0.5,0.48,0.5,0.41,0.47,0.41,0.4,0.33,0.46,0.37,0.45,0.48,0.43,0.46,0.47,0.4,0.43,0.44,0.0,0.39,0.43,0.4,0.47,0.36,0.44,0.38,0.4,0.43,0.41,0.35,0.37,0.38,0.43,0.37,0.38,0.38,0.34,0.37,0.36,0.41,0.37,0.37,0.37,0.37,0.38,0.41,0.35,0.47,0.34,0.45,0.39,0.35,0.33,0.32,0.32,0.34,0.34,0.33,0.36,0.0,0.34,0.33,0.37,0.34,0.38,0.32,0.3,0.32,0.33,0.31,0.29,0.28,0.36,0.25,0.36,0.28,0.31,0.3,0.34,0.28,0.3,0.33,0.31,0.32,0.28,0.34,0.31,0.0,0.28,0.0,0.27,0.33,0.31,0.26,0.27,0.3,0.31,0.26,0.3,0.27,0.33,0.26,0.29,0.25,0.26,0.29,0.25,0.26,0.29,0.29,0.26,0.29,0.28,0.26,0.28,0.3,0.3,0.27,0.24,0.26,0.26,0.31,0.25,0.31,0.31,0.0,0.26,0.0,0.0,0.29,0.28,0.0,0.26,0.0,0.24,0.26,0.25,0.0,0.26,0.25,0.26,0.0,0.25,0.25,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.51,0.25,0.0,0.27,0.0,0.35,0.32,0.0,0.57,0.0,0.47,0.4,0.39,0.3,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.49000000000001
09/27/2021,0.91,0.72,0.83,1.0,0.7,0.72,0.73,0.69,0.69,0.76,0.81,0.6,0.57,0.62,0.65,0.68,0.7,0.64,0.62,0.66,0.59,0.71,0.57,0.61,0.61,0.52,0.64,0.47,0.54,0.51,0.53,0.58,0.6,0.55,0.32,0.54,0.47,0.58,0.58,0.49,0.56,0.5,0.5,0.7,0.5,0.63,0.57,0.48,0.48,0.47,0.37,0.47,0.52,0.48,0.51,0.42,0.47,0.4,0.4,0.34,0.45,0.38,0.44,0.47,0.41,0.46,0.47,0.42,0.43,0.42,0.0,0.4,0.42,0.41,0.47,0.36,0.44,0.39,0.41,0.42,0.41,0.34,0.37,0.37,0.42,0.37,0.37,0.39,0.34,0.37,0.37,0.41,0.38,0.37,0.36,0.37,0.38,0.41,0.36,0.45,0.33,0.45,0.39,0.34,0.32,0.31,0.32,0.35,0.33,0.33,0.36,0.0,0.35,0.32,0.36,0.34,0.36,0.32,0.3,0.32,0.32,0.3,0.29,0.3,0.4,0.26,0.35,0.28,0.3,0.31,0.34,0.27,0.3,0.33,0.32,0.32,0.29,0.34,0.3,0.0,0.27,0.0,0.25,0.32,0.32,0.26,0.27,0.3,0.3,0.25,0.29,0.27,0.33,0.25,0.28,0.25,0.26,0.28,0.25,0.26,0.29,0.28,0.27,0.29,0.27,0.27,0.27,0.3,0.31,0.26,0.26,0.26,0.26,0.3,0.27,0.31,0.32,0.0,0.26,0.0,0.0,0.28,0.26,0.0,0.26,0.0,0.0,0.26,0.24,0.0,0.27,0.25,0.25,0.25,0.0,0.26,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.5,0.26,0.0,0.28,0.0,0.35,0.31,0.0,0.58,0.24,0.45,0.4,0.39,0.31,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.4
09/28/2021,0.92,0.72,0.84,1.01,0.7,0.72,0.73,0.69,0.7,0.76,0.81,0.59,0.57,0.61,0.63,0.68,0.69,0.65,0.62,0.66,0.59,0.72,0.57,0.6,0.6,0.52,0.64,0.46,0.55,0.51,0.53,0.59,0.61,0.54,0.32,0.55,0.47,0.58,0.58,0.47,0.56,0.5,0.5,0.68,0.5,0.63,0.56,0.5,0.48,0.47,0.34,0.47,0.53,0.48,0.51,0.42,0.47,0.4,0.4,0.34,0.45,0.39,0.44,0.46,0.41,0.47,0.47,0.43,0.43,0.42,0.0,0.41,0.43,0.4,0.47,0.37,0.44,0.4,0.41,0.42,0.41,0.34,0.38,0.37,0.41,0.37,0.37,0.4,0.34,0.38,0.38,0.41,0.38,0.37,0.36,0.36,0.38,0.41,0.37,0.45,0.34,0.45,0.38,0.34,0.32,0.31,0.32,0.34,0.33,0.33,0.36,0.0,0.35,0.32,0.36,0.34,0.35,0.33,0.3,0.32,0.32,0.31,0.29,0.31,0.42,0.26,0.35,0.27,0.31,0.3,0.35,0.27,0.3,0.34,0.32,0.32,0.29,0.35,0.3,0.0,0.27,0.0,0.25,0.32,0.32,0.26,0.28,0.3,0.3,0.25,0.29,0.27,0.32,0.25,0.28,0.24,0.27,0.28,0.25,0.26,0.29,0.28,0.27,0.29,0.27,0.27,0.27,0.31,0.31,0.26,0.26,0.27,0.26,0.3,0.27,0.31,0.32,0.0,0.25,0.0,0.0,0.28,0.26,0.0,0.26,0.0,0.24,0.26,0.0,0.0,0.27,0.25,0.25,0.25,0.0,0.26,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.48,0.26,0.0,0.28,0.0,0.35,0.3,0.0,0.58,0.25,0.45,0.4,0.39,0.3,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.47
09/29/2021,0.92,0.72,0.84,1.01,0.7,0.72,0.73,0.69,0.7,0.76,0.81,0.59,0.57,0.61,0.63,0.68,0.69,0.65,0.62,0.66,0.59,0.72,0.57,0.6,0.6,0.52,0.64,0.46,0.55,0.51,0.53,0.59,0.61,0.54,0.32,0.55,0.47,0.58,0.58,0.47,0.56,0.5,0.5,0.68,0.5,0.63,0.56,0.5,0.48,0.47,0.34,0.47,0.53,0.48,0.51,0.42,0.47,0.4,0.4,0.34,0.45,0.39,0.44,0.46,0.41,0.47,0.47,0.43,0.43,0.42,0.0,0.41,0.43,0.4,0.47,0.37,0.44,0.4,0.41,0.42,0.41,0.34,0.38,0.37,0.41,0.37,0.37,0.4,0.34,0.38,0.38,0.41,0.38,0.37,0.36,0.36,0.38,0.41,0.37,0.45,0.34,0.45,0.38,0.34,0.32,0.31,0.32,0.34,0.33,0.33,0.36,0.0,0.35,0.32,0.36,0.34,0.35,0.33,0.3,0.32,0.32,0.31,0.29,0.31,0.42,0.26,0.35,0.27,0.31,0.3,0.35,0.27,0.3,0.34,0.32,0.32,0.29,0.35,0.3,0.0,0.27,0.0,0.25,0.32,0.32,0.26,0.28,0.3,0.3,0.25,0.29,0.27,0.32,0.25,0.28,0.24,0.27,0.28,0.25,0.26,0.29,0.28,0.27,0.29,0.27,0.27,0.27,0.31,0.31,0.26,0.26,0.27,0.26,0.3,0.27,0.31,0.32,0.0,0.25,0.0,0.0,0.28,0.26,0.0,0.26,0.0,0.24,0.26,0.0,0.0,0.27,0.25,0.25,0.25,0.0,0.26,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.48,0.26,0.0,0.28,0.0,0.35,0.3,0.0,0.58,0.25,0.45,0.4,0.39,0.3,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.47
09/30/2021,0.92,0.72,0.84,1.01,0.7,0.72,0.73,0.69,0.7,0.76,0.81,0.59,0.57,0.61,0.63,0.68,0.69,0.65,0.62,0.66,0.59,0.72,0.57,0.6,0.6,0.52,0.64,0.46,0.55,0.51,0.53,0.59,0.61,0.54,0.32,0.55,0.47,0.58,0.58,0.47,0.56,0.5,0.5,0.68,0.5,0.63,0.56,0.5,0.48,0.47,0.34,0.47,0.53,0.48,0.51,0.42,0.47,0.4,0.4,0.34,0.45,0.39,0.44,0.46,0.41,0.47,0.47,0.43,0.43,0.42,0.0,0.41,0.43,0.4,0.47,0.37,0.44,0.4,0.41,0.42,0.41,0.34,0.38,0.37,0.41,0.37,0.37,0.4,0.34,0.38,0.38,0.41,0.38,0.37,0.36,0.36,0.38,0.41,0.37,0.45,0.34,0.45,0.38,0.34,0.32,0.31,0.32,0.34,0.33,0.33,0.36,0.0,0.35,0.32,0.36,0.34,0.35,0.33,0.3,0.32,0.32,0.31,0.29,0.31,0.42,0.26,0.35,0.27,0.31,0.3,0.35,0.27,0.3,0.34,0.32,0.32,0.29,0.35,0.3,0.0,0.27,0.0,0.25,0.32,0.32,0.26,0.28,0.3,0.3,0.25,0.29,0.27,0.32,0.25,0.28,0.24,0.27,0.28,0.25,0.26,0.29,0.28,0.27,0.29,0.27,0.27,0.27,0.31,0.31,0.26,0.26,0.27,0.26,0.3,0.27,0.31,0.32,0.0,0.25,0.0,0.0,0.28,0.26,0.0,0.26,0.0,0.24,0.26,0.0,0.0,0.27,0.25,0.25,0.25,0.0,0.26,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.48,0.26,0.0,0.28,0.0,0.35,0.3,0.0,0.58,0.25,0.45,0.4,0.39,0.3,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.47
10/01/2021,0.96,0.72,0.89,1.0,0.69,0.73,0.76,0.68,0.71,0.75,0.86,0.58,0.58,0.61,0.63,0.67,0.66,0.65,0.6,0.68,0.6,0.7,0.56,0.59,0.57,0.51,0.63,0.46,0.55,0.5,0.52,0.59,0.58,0.53,0.3,0.55,0.47,0.57,0.58,0.46,0.56,0.5,0.52,0.66,0.5,0.61,0.57,0.51,0.48,0.47,0.35,0.47,0.54,0.53,0.49,0.41,0.48,0.41,0.39,0.34,0.45,0.39,0.44,0.45,0.4,0.46,0.48,0.44,0.43,0.42,0.0,0.41,0.42,0.41,0.48,0.37,0.44,0.4,0.42,0.42,0.43,0.33,0.37,0.35,0.39,0.39,0.37,0.41,0.36,0.36,0.39,0.41,0.39,0.38,0.36,0.37,0.38,0.4,0.38,0.45,0.35,0.45,0.38,0.34,0.32,0.31,0.32,0.35,0.33,0.33,0.35,0.0,0.36,0.31,0.36,0.34,0.35,0.33,0.31,0.32,0.31,0.3,0.29,0.32,0.45,0.26,0.34,0.27,0.3,0.3,0.36,0.26,0.3,0.34,0.33,0.31,0.3,0.37,0.3,0.0,0.27,0.0,0.25,0.31,0.33,0.27,0.29,0.31,0.3,0.25,0.29,0.27,0.32,0.25,0.27,0.25,0.3,0.28,0.25,0.26,0.3,0.27,0.27,0.29,0.28,0.27,0.27,0.31,0.31,0.26,0.28,0.27,0.26,0.3,0.28,0.31,0.31,0.0,0.25,0.0,0.25,0.28,0.25,0.0,0.25,0.0,0.24,0.26,0.0,0.0,0.28,0.25,0.24,0.24,0.0,0.27,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.26,0.0,0.26,0.0,0.36,0.29,0.0,0.58,0.26,0.46,0.41,0.4,0.3,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.62
10/04/2021,0.92,0.71,0.89,1.01,0.71,0.72,0.76,0.69,0.72,0.74,0.87,0.58,0.56,0.61,0.59,0.59,0.67,0.65,0.61,0.69,0.61,0.68,0.56,0.59,0.57,0.53,0.63,0.45,0.54,0.5,0.53,0.59,0.58,0.53,0.3,0.54,0.47,0.58,0.59,0.46,0.57,0.5,0.53,0.63,0.52,0.6,0.56,0.51,0.49,0.47,0.33,0.48,0.54,0.54,0.5,0.41,0.48,0.4,0.4,0.32,0.44,0.38,0.44,0.44,0.4,0.45,0.48,0.44,0.44,0.42,0.0,0.4,0.43,0.41,0.48,0.36,0.44,0.4,0.42,0.43,0.42,0.33,0.37,0.35,0.39,0.38,0.37,0.4,0.38,0.36,0.4,0.41,0.4,0.39,0.36,0.36,0.37,0.4,0.39,0.46,0.34,0.44,0.38,0.35,0.33,0.31,0.32,0.35,0.33,0.32,0.36,0.0,0.37,0.32,0.36,0.33,0.35,0.33,0.31,0.32,0.31,0.3,0.29,0.32,0.44,0.0,0.34,0.28,0.3,0.3,0.36,0.26,0.3,0.34,0.33,0.32,0.3,0.38,0.3,0.0,0.28,0.0,0.26,0.32,0.33,0.27,0.29,0.3,0.29,0.26,0.28,0.27,0.32,0.25,0.27,0.0,0.31,0.28,0.25,0.25,0.31,0.28,0.27,0.29,0.29,0.27,0.27,0.32,0.31,0.26,0.3,0.27,0.27,0.27,0.26,0.32,0.32,0.0,0.25,0.0,0.25,0.28,0.26,0.0,0.26,0.0,0.25,0.27,0.0,0.0,0.27,0.26,0.24,0.0,0.0,0.27,0.26,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.46,0.26,0.0,0.27,0.25,0.37,0.3,0.0,0.57,0.27,0.51,0.41,0.41,0.29,0.26,0.27,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.68
10/05/2021,0.9,0.7,0.89,1.03,0.71,0.71,0.76,0.69,0.72,0.76,0.9,0.57,0.57,0.61,0.59,0.59,0.66,0.65,0.61,0.7,0.61,0.68,0.55,0.58,0.58,0.52,0.63,0.44,0.54,0.5,0.52,0.58,0.57,0.54,0.3,0.55,0.46,0.57,0.59,0.45,0.57,0.5,0.53,0.63,0.51,0.57,0.56,0.52,0.49,0.47,0.33,0.48,0.54,0.55,0.49,0.43,0.46,0.41,0.4,0.32,0.44,0.38,0.45,0.45,0.4,0.45,0.48,0.44,0.45,0.41,0.0,0.42,0.41,0.41,0.49,0.36,0.45,0.41,0.42,0.42,0.42,0.33,0.37,0.35,0.39,0.39,0.38,0.41,0.37,0.36,0.4,0.42,0.4,0.39,0.36,0.36,0.38,0.4,0.39,0.45,0.34,0.44,0.38,0.34,0.32,0.31,0.32,0.34,0.33,0.33,0.36,0.0,0.37,0.32,0.35,0.33,0.34,0.33,0.31,0.31,0.31,0.3,0.29,0.32,0.45,0.0,0.34,0.28,0.3,0.31,0.35,0.26,0.3,0.34,0.33,0.32,0.3,0.0,0.3,0.0,0.28,0.0,0.26,0.31,0.33,0.28,0.3,0.3,0.29,0.25,0.28,0.26,0.32,0.25,0.27,0.0,0.31,0.28,0.25,0.26,0.32,0.28,0.27,0.29,0.28,0.27,0.27,0.32,0.32,0.26,0.31,0.27,0.26,0.25,0.28,0.31,0.32,0.0,0.25,0.0,0.25,0.28,0.26,0.0,0.25,0.0,0.24,0.27,0.0,0.0,0.28,0.26,0.0,0.24,0.0,0.27,0.26,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.46,0.26,0.0,0.27,0.24,0.37,0.3,0.0,0.59,0.27,0.51,0.41,0.41,0.29,0.26,0.27,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.65
