,TECH,FICO,CGNX,SEDG,WSM,GGG,FDS,BRO,TTC,CREE,TREX,DAR,PRAH,MASI,JAZZ,LAD,RH,MKSI,FIVE,CABO,SAM,DECK,RGEN,OLED,CLF,NBIX,AXON,CONE,SMG,MANH,AMED,PEN,CHE,MOH,SYNH,XPO,LECO,IAA,BRKS,NDSN,RPM,ARWR,MAT,TPX,LSCC,RUN,LII,IIVI,EXEL,CDAY,CHDN,HQY,STAA,SLM,TXRH,YETI,BLD,FOXF,TTEK,FSLR,LFUS,AZPN,PRI,PCTY,LHCG,HUBB,NYT,LITE,MSA,TKR,CSL,WSO,ATR,KNX,CLGX,CPT,GRUB,MIDD,GMED,ASGN,IBKR,SCI,WTRG,HALO,HELE,WEX,GNTX,SBNY,OLLI,G,SSD,MPW,EHC,RGLD,FCN,MEDP,FFIN,QDEL,LAMR,BLDR,CCMP,RNR,BC,REXR,SAIL,BHF,WING,WEN,LSTR,SMTC,CBSH,LPX,LSI,DCI,WWD,EVR,SEIC,EXP,WH,MRCY,ITT,EGP,PII,VVV,AGCO,KNSL,SLAB,MMS,UTHR,XEC,FR,JCOM,COR,NSP,QLYS,TOL,RCM,CDK,HRC,CASY,PZZA,SF,STOR,CNXC,CIEN,CNX,NEOG,RBC,SRCL,BYD,GBCI,CACI,IRDM,EBS,AM,ESNT,CC,JACK,ACC,RLI,IART,ACIW,NATI,SGMS,TREE,EQT,MSM,TNL,COHR,ACHC,VMI,SYNA,LANC,RYN,ICUI,HAIN,SAIC,CHX,ENS,CRUS,TDC,CW,ASH,CHH,FLO,CLH,GO,UMPQ,NSA,RAMP,SXT,CVLT,TGNA,HR,NUS,PNM,PRG,VC,NGVT,SABR,CROX,ENV,TRGP,ELY,HAE,BLKB,CRNC,LOPE,SAIA,GME,GXO,MIME,VSCO,n/a,OPCH,CREEEUR,ZD,RRX,WOLF,APPS,TNDM,PGNY,ETRN,SPWR,AZTA,SITM,STLD,EWBC,THC,BRKR,CAR,OLN,JEF,DKS,AYI,PNFP,AMG,JLL,CPRI,POWI,PACW,AVNT,UMBF,AA,JBL,KBR,AFG,BRX,AIRC,CFR,FAF,NNN,MUR,NVT,NAVI,JHG,VAC,NFG,OGE,LIVN,SNV,SKX,VICR,DEI,MTZ,OZK,WTFC,CFX,CR,PSB,AN,WBS,CIT,SUM
12/13/2021,0.0,0.98,1.34,1.61,1.21,1.11,1.45,0.0,0.89,0.0,1.06,1.19,0.0,1.25,0.71,0.84,0.97,0.72,0.96,0.74,0.4,0.95,1.29,0.69,0.95,0.87,1.03,0.88,0.52,1.0,0.48,0.83,0.66,0.81,0.84,0.38,0.73,0.7,0.75,0.75,0.61,0.58,0.66,0.76,0.82,1.03,0.52,0.55,0.59,0.0,0.69,0.48,0.49,0.49,0.54,0.75,0.73,0.59,0.82,1.03,0.63,0.64,0.58,1.04,0.37,0.56,0.79,0.54,0.48,0.43,0.58,0.51,0.42,0.82,0.0,0.67,0.0,0.54,0.52,0.55,0.54,0.6,0.46,0.47,0.47,0.34,0.43,0.55,0.36,0.45,0.4,0.43,0.31,0.33,0.43,0.56,0.36,0.44,0.43,0.51,0.33,0.33,0.34,0.47,0.39,0.36,0.45,0.34,0.37,0.48,0.31,0.27,0.47,0.33,0.32,0.33,0.3,0.33,0.37,0.25,0.32,0.4,0.27,0.32,0.28,0.35,0.39,0.28,0.31,0.0,0.33,0.0,0.35,0.39,0.36,0.27,0.25,0.23,0.37,0.23,0.35,0.28,0.27,0.32,0.27,0.28,0.24,0.0,0.21,0.24,0.26,0.25,0.28,0.2,0.3,0.23,0.18,0.19,0.25,0.22,0.21,0.17,0.22,0.39,0.0,0.2,0.17,0.16,0.18,0.18,0.18,0.29,0.17,0.18,0.21,0.2,0.18,0.19,0.0,0.17,0.2,0.17,0.17,0.21,0.17,0.19,0.0,0.17,0.27,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.24,0.25,0.16,0.17,0.0,0.35,0.0,0.71,0.47,0.39,0.4,0.18,0.25,0.18,0.0,0.34,0.45,1.2,0.65,0.46,0.18,0.16,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48000000000002
12/14/2021,0.0,0.98,1.34,1.61,1.21,1.11,1.45,0.0,0.89,0.0,1.06,1.19,0.0,1.25,0.71,0.84,0.97,0.72,0.96,0.74,0.4,0.95,1.29,0.69,0.95,0.87,1.03,0.88,0.52,1.0,0.48,0.83,0.66,0.81,0.84,0.38,0.73,0.7,0.75,0.75,0.61,0.58,0.66,0.76,0.82,1.03,0.52,0.55,0.59,0.0,0.69,0.48,0.49,0.49,0.54,0.75,0.73,0.59,0.82,1.03,0.63,0.64,0.58,1.04,0.37,0.56,0.79,0.54,0.48,0.43,0.58,0.51,0.42,0.82,0.0,0.67,0.0,0.54,0.52,0.55,0.54,0.6,0.46,0.47,0.47,0.34,0.43,0.55,0.36,0.45,0.4,0.43,0.31,0.33,0.43,0.56,0.36,0.44,0.43,0.51,0.33,0.33,0.34,0.47,0.39,0.36,0.45,0.34,0.37,0.48,0.31,0.27,0.47,0.33,0.32,0.33,0.3,0.33,0.37,0.25,0.32,0.4,0.27,0.32,0.28,0.35,0.39,0.28,0.31,0.0,0.33,0.0,0.35,0.39,0.36,0.27,0.25,0.23,0.37,0.23,0.35,0.28,0.27,0.32,0.27,0.28,0.24,0.0,0.21,0.24,0.26,0.25,0.28,0.2,0.3,0.23,0.18,0.19,0.25,0.22,0.21,0.17,0.22,0.39,0.0,0.2,0.17,0.16,0.18,0.18,0.18,0.29,0.17,0.18,0.21,0.2,0.18,0.19,0.0,0.17,0.2,0.17,0.17,0.21,0.17,0.19,0.0,0.17,0.27,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.24,0.25,0.16,0.17,0.0,0.35,0.0,0.71,0.47,0.39,0.4,0.18,0.25,0.18,0.0,0.34,0.45,1.2,0.65,0.46,0.18,0.16,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48000000000002
12/15/2021,0.0,0.98,1.34,1.61,1.21,1.11,1.45,0.0,0.89,0.0,1.06,1.19,0.0,1.25,0.71,0.84,0.97,0.72,0.96,0.74,0.4,0.95,1.29,0.69,0.95,0.87,1.03,0.88,0.52,1.0,0.48,0.83,0.66,0.81,0.84,0.38,0.73,0.7,0.75,0.75,0.61,0.58,0.66,0.76,0.82,1.03,0.52,0.55,0.59,0.0,0.69,0.48,0.49,0.49,0.54,0.75,0.73,0.59,0.82,1.03,0.63,0.64,0.58,1.04,0.37,0.56,0.79,0.54,0.48,0.43,0.58,0.51,0.42,0.82,0.0,0.67,0.0,0.54,0.52,0.55,0.54,0.6,0.46,0.47,0.47,0.34,0.43,0.55,0.36,0.45,0.4,0.43,0.31,0.33,0.43,0.56,0.36,0.44,0.43,0.51,0.33,0.33,0.34,0.47,0.39,0.36,0.45,0.34,0.37,0.48,0.31,0.27,0.47,0.33,0.32,0.33,0.3,0.33,0.37,0.25,0.32,0.4,0.27,0.32,0.28,0.35,0.39,0.28,0.31,0.0,0.33,0.0,0.35,0.39,0.36,0.27,0.25,0.23,0.37,0.23,0.35,0.28,0.27,0.32,0.27,0.28,0.24,0.0,0.21,0.24,0.26,0.25,0.28,0.2,0.3,0.23,0.18,0.19,0.25,0.22,0.21,0.17,0.22,0.39,0.0,0.2,0.17,0.16,0.18,0.18,0.18,0.29,0.17,0.18,0.21,0.2,0.18,0.19,0.0,0.17,0.2,0.17,0.17,0.21,0.17,0.19,0.0,0.17,0.27,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.24,0.25,0.16,0.17,0.0,0.35,0.0,0.71,0.47,0.39,0.4,0.18,0.25,0.18,0.0,0.34,0.45,1.2,0.65,0.46,0.18,0.16,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48000000000002
12/16/2021,0.0,0.98,1.34,1.61,1.21,1.11,1.45,0.0,0.89,0.0,1.06,1.19,0.0,1.25,0.71,0.84,0.97,0.72,0.96,0.74,0.4,0.95,1.29,0.69,0.95,0.87,1.03,0.88,0.52,1.0,0.48,0.83,0.66,0.81,0.84,0.38,0.73,0.7,0.75,0.75,0.61,0.58,0.66,0.76,0.82,1.03,0.52,0.55,0.59,0.0,0.69,0.48,0.49,0.49,0.54,0.75,0.73,0.59,0.82,1.03,0.63,0.64,0.58,1.04,0.37,0.56,0.79,0.54,0.48,0.43,0.58,0.51,0.42,0.82,0.0,0.67,0.0,0.54,0.52,0.55,0.54,0.6,0.46,0.47,0.47,0.34,0.43,0.55,0.36,0.45,0.4,0.43,0.31,0.33,0.43,0.56,0.36,0.44,0.43,0.51,0.33,0.33,0.34,0.47,0.39,0.36,0.45,0.34,0.37,0.48,0.31,0.27,0.47,0.33,0.32,0.33,0.3,0.33,0.37,0.25,0.32,0.4,0.27,0.32,0.28,0.35,0.39,0.28,0.31,0.0,0.33,0.0,0.35,0.39,0.36,0.27,0.25,0.23,0.37,0.23,0.35,0.28,0.27,0.32,0.27,0.28,0.24,0.0,0.21,0.24,0.26,0.25,0.28,0.2,0.3,0.23,0.18,0.19,0.25,0.22,0.21,0.17,0.22,0.39,0.0,0.2,0.17,0.16,0.18,0.18,0.18,0.29,0.17,0.18,0.21,0.2,0.18,0.19,0.0,0.17,0.2,0.17,0.17,0.21,0.17,0.19,0.0,0.17,0.27,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.24,0.25,0.16,0.17,0.0,0.35,0.0,0.71,0.47,0.39,0.4,0.18,0.25,0.18,0.0,0.34,0.45,1.2,0.65,0.46,0.18,0.16,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48000000000002
12/17/2021,0.0,0.98,1.34,1.61,1.21,1.11,1.45,0.0,0.89,0.0,1.06,1.19,0.0,1.25,0.71,0.84,0.97,0.72,0.96,0.74,0.4,0.95,1.29,0.69,0.95,0.87,1.03,0.88,0.52,1.0,0.48,0.83,0.66,0.81,0.84,0.38,0.73,0.7,0.75,0.75,0.61,0.58,0.66,0.76,0.82,1.03,0.52,0.55,0.59,0.0,0.69,0.48,0.49,0.49,0.54,0.75,0.73,0.59,0.82,1.03,0.63,0.64,0.58,1.04,0.37,0.56,0.79,0.54,0.48,0.43,0.58,0.51,0.42,0.82,0.0,0.67,0.0,0.54,0.52,0.55,0.54,0.6,0.46,0.47,0.47,0.34,0.43,0.55,0.36,0.45,0.4,0.43,0.31,0.33,0.43,0.56,0.36,0.44,0.43,0.51,0.33,0.33,0.34,0.47,0.39,0.36,0.45,0.34,0.37,0.48,0.31,0.27,0.47,0.33,0.32,0.33,0.3,0.33,0.37,0.25,0.32,0.4,0.27,0.32,0.28,0.35,0.39,0.28,0.31,0.0,0.33,0.0,0.35,0.39,0.36,0.27,0.25,0.23,0.37,0.23,0.35,0.28,0.27,0.32,0.27,0.28,0.24,0.0,0.21,0.24,0.26,0.25,0.28,0.2,0.3,0.23,0.18,0.19,0.25,0.22,0.21,0.17,0.22,0.39,0.0,0.2,0.17,0.16,0.18,0.18,0.18,0.29,0.17,0.18,0.21,0.2,0.18,0.19,0.0,0.17,0.2,0.17,0.17,0.21,0.17,0.19,0.0,0.17,0.27,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.24,0.25,0.16,0.17,0.0,0.35,0.0,0.71,0.47,0.39,0.4,0.18,0.25,0.18,0.0,0.34,0.45,1.2,0.65,0.46,0.18,0.16,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48000000000002
12/20/2021,0.0,0.98,1.34,1.61,1.21,1.11,1.45,0.0,0.89,0.0,1.06,1.19,0.0,1.25,0.71,0.84,0.97,0.72,0.96,0.74,0.4,0.95,1.29,0.69,0.95,0.87,1.03,0.88,0.52,1.0,0.48,0.83,0.66,0.81,0.84,0.38,0.73,0.7,0.75,0.75,0.61,0.58,0.66,0.76,0.82,1.03,0.52,0.55,0.59,0.0,0.69,0.48,0.49,0.49,0.54,0.75,0.73,0.59,0.82,1.03,0.63,0.64,0.58,1.04,0.37,0.56,0.79,0.54,0.48,0.43,0.58,0.51,0.42,0.82,0.0,0.67,0.0,0.54,0.52,0.55,0.54,0.6,0.46,0.47,0.47,0.34,0.43,0.55,0.36,0.45,0.4,0.43,0.31,0.33,0.43,0.56,0.36,0.44,0.43,0.51,0.33,0.33,0.34,0.47,0.39,0.36,0.45,0.34,0.37,0.48,0.31,0.27,0.47,0.33,0.32,0.33,0.3,0.33,0.37,0.25,0.32,0.4,0.27,0.32,0.28,0.35,0.39,0.28,0.31,0.0,0.33,0.0,0.35,0.39,0.36,0.27,0.25,0.23,0.37,0.23,0.35,0.28,0.27,0.32,0.27,0.28,0.24,0.0,0.21,0.24,0.26,0.25,0.28,0.2,0.3,0.23,0.18,0.19,0.25,0.22,0.21,0.17,0.22,0.39,0.0,0.2,0.17,0.16,0.18,0.18,0.18,0.29,0.17,0.18,0.21,0.2,0.18,0.19,0.0,0.17,0.2,0.17,0.17,0.21,0.17,0.19,0.0,0.17,0.27,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.24,0.25,0.16,0.17,0.0,0.35,0.0,0.71,0.47,0.39,0.4,0.18,0.25,0.18,0.0,0.34,0.45,1.2,0.65,0.46,0.18,0.16,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48000000000002
12/21/2021,0.0,0.98,1.34,1.61,1.21,1.11,1.45,0.0,0.89,0.0,1.06,1.19,0.0,1.25,0.71,0.84,0.97,0.72,0.96,0.74,0.4,0.95,1.29,0.69,0.95,0.87,1.03,0.88,0.52,1.0,0.48,0.83,0.66,0.81,0.84,0.38,0.73,0.7,0.0,0.75,0.61,0.58,0.66,0.76,0.82,1.03,0.52,0.55,0.59,0.0,0.69,0.48,0.49,0.49,0.54,0.75,0.73,0.59,0.82,1.03,0.63,0.64,0.58,1.04,0.37,0.56,0.79,0.54,0.48,0.43,0.58,0.51,0.42,0.82,0.0,0.67,0.0,0.54,0.52,0.55,0.54,0.6,0.46,0.47,0.47,0.34,0.43,0.55,0.36,0.45,0.4,0.43,0.31,0.33,0.43,0.56,0.36,0.44,0.43,0.51,0.33,0.33,0.34,0.47,0.39,0.36,0.45,0.34,0.37,0.48,0.31,0.27,0.47,0.33,0.32,0.33,0.3,0.33,0.37,0.25,0.32,0.4,0.27,0.32,0.28,0.35,0.39,0.28,0.31,0.0,0.33,0.0,0.35,0.39,0.36,0.27,0.25,0.23,0.37,0.23,0.35,0.28,0.27,0.32,0.27,0.28,0.24,0.0,0.21,0.24,0.26,0.25,0.28,0.2,0.3,0.23,0.18,0.19,0.25,0.22,0.21,0.17,0.22,0.39,0.0,0.2,0.17,0.16,0.18,0.18,0.18,0.29,0.17,0.18,0.21,0.2,0.18,0.19,0.0,0.17,0.2,0.17,0.17,0.21,0.17,0.19,0.0,0.17,0.27,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.24,0.25,0.16,0.17,0.0,0.35,0.0,0.71,0.47,0.39,0.4,0.18,0.25,0.18,0.0,0.34,0.45,1.2,0.65,0.46,0.18,0.16,0.24,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48000000000002
12/22/2021,0.0,0.98,1.34,1.61,1.21,1.11,1.45,0.0,0.89,0.0,1.06,1.19,0.0,1.25,0.71,0.84,0.97,0.72,0.96,0.74,0.4,0.95,1.29,0.69,0.95,0.87,1.03,0.88,0.52,1.0,0.48,0.83,0.66,0.81,0.84,0.38,0.73,0.7,0.0,0.75,0.61,0.58,0.66,0.76,0.82,1.03,0.52,0.55,0.59,0.0,0.69,0.48,0.49,0.49,0.54,0.75,0.73,0.59,0.82,1.03,0.63,0.64,0.58,1.04,0.37,0.56,0.79,0.54,0.48,0.43,0.58,0.51,0.42,0.82,0.0,0.67,0.0,0.54,0.52,0.55,0.54,0.6,0.46,0.47,0.47,0.34,0.43,0.55,0.36,0.45,0.4,0.43,0.31,0.33,0.43,0.56,0.36,0.44,0.43,0.51,0.33,0.33,0.34,0.47,0.39,0.36,0.45,0.34,0.37,0.48,0.31,0.27,0.47,0.33,0.32,0.33,0.3,0.33,0.37,0.25,0.32,0.4,0.27,0.32,0.28,0.35,0.39,0.28,0.31,0.0,0.33,0.0,0.35,0.39,0.36,0.27,0.25,0.23,0.37,0.23,0.35,0.28,0.27,0.32,0.27,0.28,0.24,0.0,0.21,0.24,0.26,0.25,0.28,0.2,0.3,0.23,0.18,0.19,0.25,0.22,0.21,0.17,0.22,0.39,0.0,0.2,0.17,0.16,0.18,0.18,0.18,0.29,0.17,0.18,0.21,0.2,0.18,0.19,0.0,0.17,0.2,0.17,0.17,0.21,0.17,0.19,0.0,0.17,0.27,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.24,0.25,0.16,0.17,0.0,0.35,0.0,0.71,0.47,0.39,0.4,0.18,0.25,0.18,0.0,0.34,0.45,1.2,0.65,0.46,0.18,0.16,0.24,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48000000000002
12/23/2021,0.0,0.98,1.34,1.61,1.21,1.11,1.45,0.0,0.89,0.0,1.06,1.19,0.0,1.25,0.71,0.84,0.97,0.72,0.96,0.74,0.4,0.95,1.29,0.69,0.95,0.87,1.03,0.88,0.52,1.0,0.48,0.83,0.66,0.81,0.84,0.38,0.73,0.7,0.0,0.75,0.61,0.58,0.66,0.76,0.82,1.03,0.52,0.55,0.59,0.0,0.69,0.48,0.49,0.49,0.54,0.75,0.73,0.59,0.82,1.03,0.63,0.64,0.58,1.04,0.37,0.56,0.79,0.54,0.48,0.43,0.58,0.51,0.42,0.82,0.0,0.67,0.0,0.54,0.52,0.55,0.54,0.6,0.46,0.47,0.47,0.34,0.43,0.55,0.36,0.45,0.4,0.43,0.31,0.33,0.43,0.56,0.36,0.44,0.43,0.51,0.33,0.33,0.34,0.47,0.39,0.36,0.45,0.34,0.37,0.48,0.31,0.27,0.47,0.33,0.32,0.33,0.3,0.33,0.37,0.25,0.32,0.4,0.27,0.32,0.28,0.35,0.39,0.28,0.31,0.0,0.33,0.0,0.35,0.39,0.36,0.27,0.25,0.23,0.37,0.23,0.35,0.28,0.27,0.32,0.27,0.28,0.24,0.0,0.21,0.24,0.26,0.25,0.28,0.2,0.3,0.23,0.18,0.19,0.25,0.22,0.21,0.17,0.22,0.39,0.0,0.2,0.17,0.16,0.18,0.18,0.18,0.29,0.17,0.18,0.21,0.2,0.18,0.19,0.0,0.17,0.2,0.17,0.17,0.21,0.17,0.19,0.0,0.17,0.27,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.24,0.25,0.16,0.17,0.0,0.35,0.0,0.71,0.47,0.39,0.4,0.18,0.25,0.18,0.0,0.34,0.45,1.2,0.65,0.46,0.18,0.16,0.24,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.48000000000002
12/24/2021,0.0,0.9,1.23,1.54,1.31,1.11,1.59,0.0,0.97,0.0,1.37,0.98,0.0,1.26,0.66,0.79,0.89,0.76,1.02,0.79,0.38,1.01,1.32,0.56,0.83,0.71,1.0,0.99,0.53,0.89,0.41,0.76,0.66,0.81,0.9,0.33,0.72,0.58,0.0,0.78,0.66,0.66,0.66,0.76,0.93,0.85,0.56,0.59,0.47,0.0,0.7,0.41,0.41,0.49,0.52,0.72,0.8,0.66,0.9,0.92,0.66,0.61,0.52,0.89,0.33,0.57,0.71,0.59,0.47,0.41,0.61,0.54,0.43,0.85,0.0,0.7,0.0,0.53,0.44,0.58,0.58,0.6,0.47,0.42,0.52,0.29,0.43,0.58,0.34,0.46,0.45,0.44,0.29,0.34,0.45,0.53,0.37,0.5,0.43,0.63,0.35,0.37,0.36,0.51,0.44,0.36,0.43,0.33,0.36,0.5,0.32,0.31,0.48,0.32,0.31,0.31,0.29,0.36,0.36,0.25,0.33,0.43,0.27,0.33,0.26,0.4,0.42,0.26,0.32,0.0,0.36,0.0,0.43,0.37,0.39,0.29,0.29,0.21,0.39,0.25,0.36,0.28,0.27,0.31,0.31,0.27,0.23,0.0,0.18,0.23,0.26,0.24,0.28,0.0,0.28,0.21,0.2,0.16,0.25,0.22,0.21,0.17,0.22,0.32,0.0,0.2,0.17,0.15,0.19,0.17,0.19,0.43,0.15,0.19,0.21,0.21,0.17,0.15,0.0,0.18,0.16,0.17,0.18,0.22,0.18,0.18,0.0,0.16,0.27,0.15,0.18,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.23,0.24,0.16,0.0,0.0,0.26,0.0,0.78,0.52,0.44,0.44,0.2,0.29,0.17,0.0,0.31,0.48,1.27,0.42,0.45,0.16,0.16,0.21,0.75,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43
12/27/2021,0.0,0.9,1.23,1.54,1.31,1.11,1.59,0.0,0.97,0.0,1.37,0.98,0.0,1.26,0.66,0.79,0.89,0.76,1.02,0.79,0.38,1.01,1.32,0.56,0.83,0.71,1.0,0.99,0.53,0.89,0.41,0.76,0.66,0.81,0.9,0.33,0.72,0.58,0.0,0.78,0.66,0.66,0.66,0.76,0.93,0.85,0.56,0.59,0.47,0.0,0.7,0.41,0.41,0.49,0.52,0.72,0.8,0.66,0.9,0.92,0.66,0.61,0.52,0.89,0.33,0.57,0.71,0.59,0.47,0.41,0.61,0.54,0.43,0.85,0.0,0.7,0.0,0.53,0.44,0.58,0.58,0.6,0.47,0.42,0.52,0.29,0.43,0.58,0.34,0.46,0.45,0.44,0.29,0.34,0.45,0.53,0.37,0.5,0.43,0.63,0.35,0.37,0.36,0.51,0.44,0.36,0.43,0.33,0.36,0.5,0.32,0.31,0.48,0.32,0.31,0.31,0.29,0.36,0.36,0.25,0.33,0.43,0.27,0.33,0.26,0.4,0.42,0.26,0.32,0.0,0.36,0.0,0.43,0.37,0.39,0.29,0.29,0.21,0.39,0.25,0.36,0.28,0.27,0.31,0.31,0.27,0.23,0.0,0.18,0.23,0.26,0.24,0.28,0.0,0.28,0.21,0.2,0.16,0.25,0.22,0.21,0.17,0.22,0.32,0.0,0.2,0.17,0.15,0.19,0.17,0.19,0.43,0.15,0.19,0.21,0.21,0.17,0.15,0.0,0.18,0.16,0.17,0.18,0.22,0.18,0.18,0.0,0.16,0.27,0.15,0.18,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.23,0.24,0.16,0.0,0.0,0.26,0.0,0.78,0.52,0.44,0.44,0.2,0.29,0.17,0.0,0.31,0.48,1.27,0.42,0.45,0.16,0.16,0.21,0.75,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43
