,TECH,FICO,CGNX,MOH,SEDG,XPO,SBNY,CPT,MASI,CDAY,FDS,GGG,BRO,WSM,TTC,NDSN,MPW,STLD,RPM,AXON,RH,CREE,JAZZ,DECK,DAR,CABO,OC,LAD,HUBB,EWBC,CSL,JLL,MIDD,CLF,MANH,LEA,OLED,PEN,FHN,SCI,ACM,NBIX,Y,ATR,SYNH,CIEN,AMED,CONE,WEX,STOR,SAM,LSI,ARW,OSK,NNN,KSS,UTHR,CPRI,GNTX,DCI,ITT,EHC,LECO,AGCO,JBL,HRC,RGA,REXR,FSLR,CBSH,BC,PII,SMG,TPX,KRC,XEC,RNR,PCTY,WWD,THC,SEIC,HOG,AMG,TTEK,MAT,FAF,BRX,ACC,SON,WH,EME,JHG,PB,SLAB,SLM,TOL,SRCL,LHCG,PNFP,SNV,FL,NYT,OLN,BJ,TXRH,DKS,COHR,MAN,INGR,LFUS,X,AYI,THO,MSA,EQT,VVV,COR,PRI,EXEL,EXP,NATI,MTZ,SRC,EVR,ACHC,HELE,SLG,CC,RBC,AEO,DEI,CUZ,MMS,SYNA,AN,IBKR,TDC,TKR,ADS,KBR,CFX,TNL,RYN,NYCB,HXL,OZK,SAIC,QDEL,FLS,ESNT,CIT,CW,THG,NFG,FLO,ASH,IART,IRDM,MTG,CLH,SNX,SIGI,PK,GT,HIW,FCN,HE,WBS,WING,CR,PACW,ACIW,STL,CRI,KMPR,HRB,SMTC,WTFC,HR,ICUI,AVNT,LOPE,HPP,CCMP,RLI,WEN,ENS,UNVR,TGNA,CAR,UMPQ,LIVN,XRX,JWN,R,TRIP,SR,AVT,UMBF,FNB,SWX,BCO,MRCY,NJR,PZZA,CVLT,KBH,CMC,NSP,NAVI,SAFM,HWC,MUSA,QLYS,ETRN,VSAT,MAC,MUR,COG,WOLF,n/a,RRX,PCH,BXS,HAIN,CADE,SUM
08/13/2021,1.08,0.8,0.9,0.9,0.93,0.53,0.88,0.84,0.81,0.84,0.82,0.78,0.77,0.73,0.74,0.72,0.7,0.82,0.67,0.71,0.72,0.65,0.52,0.73,0.72,0.64,0.61,0.66,0.66,0.64,0.63,0.78,0.64,0.72,0.61,0.55,0.53,0.52,0.54,0.66,0.55,0.49,0.57,0.51,0.52,0.52,0.38,0.55,0.47,0.52,0.37,0.55,0.53,0.49,0.5,0.52,0.55,0.54,0.48,0.52,0.51,0.48,0.51,0.52,0.49,0.51,0.49,0.48,0.49,0.45,0.49,0.46,0.39,0.47,0.42,0.41,0.46,0.56,0.4,0.42,0.43,0.38,0.42,0.46,0.47,0.45,0.42,0.4,0.39,0.41,0.4,0.44,0.39,0.42,0.36,0.4,0.37,0.35,0.43,0.39,0.36,0.42,0.41,0.44,0.36,0.43,0.35,0.39,0.35,0.4,0.46,0.38,0.4,0.35,0.33,0.33,0.36,0.36,0.33,0.38,0.34,0.32,0.35,0.33,0.34,0.35,0.3,0.34,0.37,0.32,0.31,0.35,0.31,0.36,0.38,0.31,0.34,0.32,0.28,0.32,0.35,0.27,0.31,0.35,0.29,0.31,0.28,0.3,0.31,0.32,0.32,0.29,0.3,0.3,0.27,0.29,0.3,0.31,0.3,0.31,0.31,0.3,0.27,0.28,0.28,0.3,0.29,0.28,0.3,0.3,0.3,0.0,0.27,0.26,0.25,0.27,0.25,0.26,0.26,0.23,0.26,0.25,0.24,0.0,0.26,0.0,0.25,0.25,0.0,0.27,0.26,0.25,0.24,0.25,0.25,0.0,0.0,0.25,0.24,0.0,0.25,0.23,0.0,0.0,0.24,0.0,0.0,0.25,0.24,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.19000000000001
08/16/2021,1.08,0.79,0.86,0.86,0.9,0.53,0.89,0.84,0.8,0.84,0.82,0.78,0.77,0.74,0.73,0.73,0.7,0.87,0.67,0.72,0.74,0.63,0.52,0.73,0.75,0.66,0.61,0.67,0.67,0.65,0.64,0.77,0.61,0.7,0.59,0.55,0.51,0.53,0.54,0.66,0.57,0.49,0.56,0.52,0.52,0.52,0.36,0.55,0.46,0.52,0.35,0.55,0.52,0.49,0.5,0.52,0.54,0.54,0.48,0.51,0.51,0.46,0.51,0.53,0.49,0.52,0.48,0.48,0.49,0.45,0.49,0.47,0.38,0.47,0.42,0.4,0.47,0.57,0.42,0.44,0.43,0.38,0.42,0.46,0.46,0.45,0.42,0.41,0.39,0.4,0.4,0.44,0.4,0.42,0.36,0.41,0.37,0.34,0.44,0.4,0.36,0.42,0.41,0.42,0.36,0.43,0.35,0.39,0.35,0.41,0.45,0.38,0.4,0.35,0.32,0.34,0.36,0.36,0.34,0.39,0.33,0.32,0.35,0.34,0.34,0.35,0.3,0.34,0.38,0.3,0.31,0.35,0.3,0.36,0.38,0.31,0.34,0.32,0.28,0.33,0.35,0.28,0.31,0.35,0.29,0.32,0.28,0.29,0.31,0.32,0.32,0.29,0.3,0.29,0.27,0.28,0.3,0.31,0.31,0.32,0.31,0.3,0.27,0.28,0.28,0.3,0.29,0.28,0.3,0.31,0.3,0.0,0.26,0.27,0.24,0.28,0.24,0.26,0.26,0.0,0.26,0.24,0.24,0.0,0.26,0.25,0.23,0.24,0.0,0.28,0.26,0.24,0.24,0.24,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.24,0.0,0.0,0.25,0.0,0.0,0.26,0.24,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.14000000000001
08/17/2021,1.09,0.78,0.87,0.87,0.88,0.55,0.89,0.85,0.8,0.84,0.83,0.79,0.78,0.73,0.73,0.74,0.71,0.87,0.67,0.71,0.72,0.63,0.51,0.73,0.77,0.66,0.6,0.67,0.67,0.64,0.64,0.77,0.59,0.71,0.6,0.56,0.51,0.52,0.54,0.66,0.56,0.5,0.57,0.52,0.53,0.52,0.36,0.55,0.47,0.53,0.35,0.55,0.52,0.49,0.5,0.51,0.54,0.53,0.47,0.52,0.51,0.47,0.51,0.52,0.5,0.54,0.48,0.49,0.49,0.44,0.49,0.46,0.38,0.48,0.42,0.4,0.47,0.56,0.41,0.44,0.43,0.38,0.42,0.46,0.46,0.45,0.42,0.41,0.39,0.4,0.4,0.44,0.39,0.42,0.36,0.41,0.37,0.34,0.44,0.39,0.35,0.42,0.42,0.41,0.35,0.43,0.35,0.4,0.36,0.41,0.47,0.38,0.4,0.35,0.3,0.34,0.37,0.36,0.35,0.39,0.34,0.32,0.36,0.34,0.33,0.35,0.31,0.34,0.39,0.3,0.31,0.35,0.31,0.36,0.37,0.31,0.36,0.32,0.28,0.33,0.35,0.28,0.31,0.35,0.29,0.31,0.28,0.28,0.31,0.32,0.31,0.29,0.3,0.29,0.29,0.29,0.3,0.3,0.31,0.31,0.31,0.3,0.27,0.28,0.28,0.3,0.29,0.28,0.3,0.3,0.3,0.0,0.26,0.27,0.24,0.28,0.25,0.26,0.26,0.0,0.27,0.24,0.24,0.0,0.26,0.25,0.0,0.24,0.0,0.29,0.26,0.24,0.23,0.24,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.23,0.0,0.0,0.25,0.0,0.24,0.26,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.25
08/18/2021,1.09,0.78,0.87,0.87,0.88,0.55,0.89,0.85,0.8,0.84,0.83,0.79,0.78,0.73,0.73,0.74,0.71,0.87,0.67,0.71,0.72,0.63,0.51,0.73,0.77,0.66,0.6,0.67,0.67,0.64,0.64,0.77,0.59,0.71,0.6,0.56,0.51,0.52,0.54,0.66,0.56,0.5,0.57,0.52,0.53,0.52,0.36,0.55,0.47,0.53,0.35,0.55,0.52,0.49,0.5,0.51,0.54,0.53,0.47,0.52,0.51,0.47,0.51,0.52,0.5,0.54,0.48,0.49,0.49,0.44,0.49,0.46,0.38,0.48,0.42,0.4,0.47,0.56,0.41,0.44,0.43,0.38,0.42,0.46,0.46,0.45,0.42,0.41,0.39,0.4,0.4,0.44,0.39,0.42,0.36,0.41,0.37,0.34,0.44,0.39,0.35,0.42,0.42,0.41,0.35,0.43,0.35,0.4,0.36,0.41,0.47,0.38,0.4,0.35,0.3,0.34,0.37,0.36,0.35,0.39,0.34,0.32,0.36,0.34,0.33,0.35,0.31,0.34,0.39,0.3,0.31,0.35,0.31,0.36,0.37,0.31,0.36,0.32,0.28,0.33,0.35,0.28,0.31,0.35,0.29,0.31,0.28,0.28,0.31,0.32,0.31,0.29,0.3,0.29,0.29,0.29,0.3,0.3,0.31,0.31,0.31,0.3,0.27,0.28,0.28,0.3,0.29,0.28,0.3,0.3,0.3,0.0,0.26,0.27,0.24,0.28,0.25,0.26,0.26,0.0,0.27,0.24,0.24,0.0,0.26,0.25,0.0,0.24,0.0,0.29,0.26,0.24,0.23,0.24,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.23,0.0,0.0,0.25,0.0,0.24,0.26,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.25
08/19/2021,1.11,0.78,0.88,0.89,0.86,0.55,0.89,0.86,0.82,0.84,0.85,0.79,0.79,0.75,0.74,0.74,0.7,0.86,0.68,0.72,0.72,0.6,0.5,0.74,0.77,0.66,0.61,0.67,0.67,0.64,0.65,0.76,0.6,0.7,0.6,0.55,0.51,0.51,0.54,0.66,0.56,0.51,0.57,0.52,0.54,0.52,0.36,0.56,0.47,0.53,0.35,0.55,0.53,0.48,0.5,0.51,0.53,0.52,0.48,0.52,0.51,0.47,0.51,0.52,0.49,0.53,0.48,0.49,0.49,0.44,0.49,0.46,0.37,0.48,0.42,0.39,0.47,0.57,0.41,0.45,0.43,0.38,0.42,0.46,0.46,0.45,0.42,0.4,0.39,0.4,0.39,0.44,0.4,0.42,0.36,0.42,0.36,0.34,0.44,0.39,0.35,0.42,0.41,0.43,0.35,0.44,0.35,0.4,0.36,0.41,0.47,0.39,0.4,0.35,0.29,0.34,0.37,0.36,0.35,0.39,0.33,0.31,0.36,0.34,0.34,0.35,0.31,0.34,0.39,0.29,0.31,0.35,0.31,0.36,0.4,0.31,0.36,0.32,0.27,0.33,0.34,0.28,0.31,0.35,0.29,0.31,0.29,0.28,0.31,0.32,0.31,0.29,0.3,0.29,0.29,0.29,0.31,0.29,0.31,0.31,0.31,0.3,0.26,0.27,0.28,0.3,0.3,0.28,0.3,0.31,0.29,0.0,0.26,0.27,0.24,0.28,0.25,0.26,0.26,0.0,0.27,0.24,0.24,0.0,0.26,0.25,0.0,0.24,0.0,0.29,0.26,0.25,0.0,0.23,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.24,0.0,0.0,0.25,0.0,0.23,0.25,0.24,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.32000000000001
08/20/2021,1.12,0.8,0.88,0.92,0.84,0.54,0.86,0.87,0.85,0.84,0.86,0.79,0.8,0.74,0.73,0.75,0.71,0.83,0.67,0.72,0.7,0.6,0.5,0.72,0.75,0.67,0.6,0.61,0.67,0.63,0.65,0.76,0.6,0.68,0.61,0.54,0.51,0.52,0.54,0.66,0.56,0.52,0.58,0.53,0.55,0.52,0.37,0.56,0.47,0.53,0.35,0.56,0.53,0.48,0.5,0.5,0.55,0.5,0.48,0.52,0.51,0.47,0.51,0.5,0.49,0.54,0.48,0.5,0.48,0.45,0.48,0.45,0.37,0.47,0.43,0.39,0.49,0.57,0.42,0.45,0.43,0.38,0.42,0.46,0.45,0.46,0.42,0.41,0.4,0.39,0.39,0.44,0.4,0.42,0.36,0.4,0.36,0.34,0.44,0.39,0.34,0.43,0.4,0.44,0.36,0.42,0.36,0.4,0.36,0.41,0.46,0.39,0.39,0.36,0.29,0.34,0.38,0.37,0.36,0.39,0.33,0.31,0.36,0.33,0.34,0.35,0.31,0.34,0.38,0.28,0.31,0.35,0.33,0.36,0.38,0.3,0.35,0.32,0.28,0.34,0.34,0.27,0.31,0.36,0.29,0.31,0.3,0.28,0.31,0.32,0.31,0.29,0.31,0.29,0.3,0.29,0.31,0.29,0.31,0.31,0.31,0.31,0.25,0.26,0.28,0.3,0.3,0.27,0.3,0.3,0.29,0.0,0.26,0.27,0.25,0.28,0.24,0.26,0.26,0.24,0.27,0.24,0.24,0.0,0.27,0.25,0.0,0.24,0.0,0.29,0.26,0.26,0.23,0.0,0.25,0.0,0.0,0.24,0.24,0.0,0.26,0.24,0.0,0.0,0.25,0.0,0.0,0.25,0.24,0.24,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.27000000000001
08/23/2021,1.14,0.8,0.91,0.95,0.84,0.53,0.85,0.88,0.87,0.86,0.85,0.8,0.82,0.74,0.72,0.75,0.71,0.83,0.67,0.72,0.7,0.57,0.49,0.75,0.74,0.67,0.59,0.61,0.66,0.61,0.65,0.75,0.61,0.66,0.61,0.52,0.54,0.53,0.53,0.67,0.57,0.52,0.59,0.53,0.55,0.52,0.36,0.57,0.47,0.53,0.34,0.57,0.54,0.47,0.51,0.54,0.55,0.49,0.48,0.52,0.5,0.47,0.51,0.49,0.49,0.54,0.5,0.5,0.49,0.45,0.47,0.44,0.39,0.48,0.43,0.37,0.5,0.57,0.43,0.45,0.43,0.38,0.41,0.45,0.45,0.46,0.42,0.42,0.4,0.4,0.41,0.44,0.4,0.43,0.36,0.4,0.38,0.34,0.43,0.38,0.35,0.44,0.39,0.46,0.37,0.43,0.37,0.39,0.36,0.41,0.46,0.39,0.38,0.36,0.28,0.34,0.39,0.36,0.35,0.39,0.33,0.31,0.36,0.33,0.33,0.35,0.31,0.32,0.38,0.3,0.32,0.35,0.32,0.36,0.38,0.31,0.34,0.31,0.28,0.33,0.34,0.27,0.31,0.35,0.28,0.31,0.29,0.27,0.3,0.32,0.31,0.29,0.31,0.29,0.3,0.28,0.31,0.29,0.31,0.32,0.32,0.31,0.26,0.25,0.28,0.31,0.3,0.27,0.3,0.3,0.29,0.0,0.25,0.27,0.25,0.28,0.25,0.26,0.26,0.25,0.26,0.24,0.23,0.0,0.27,0.26,0.0,0.24,0.0,0.29,0.26,0.26,0.0,0.23,0.24,0.0,0.0,0.24,0.23,0.0,0.26,0.24,0.0,0.0,0.26,0.0,0.0,0.24,0.25,0.24,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.4
08/24/2021,1.14,0.78,0.92,0.95,0.86,0.52,0.87,0.87,0.87,0.86,0.85,0.79,0.82,0.76,0.72,0.76,0.71,0.82,0.67,0.74,0.71,0.58,0.49,0.75,0.69,0.67,0.59,0.6,0.67,0.62,0.65,0.75,0.61,0.64,0.62,0.52,0.53,0.54,0.54,0.66,0.57,0.53,0.58,0.53,0.54,0.52,0.36,0.57,0.47,0.53,0.33,0.57,0.54,0.47,0.5,0.55,0.56,0.5,0.47,0.52,0.5,0.47,0.5,0.49,0.5,0.55,0.48,0.5,0.49,0.45,0.47,0.44,0.39,0.47,0.42,0.37,0.49,0.58,0.43,0.47,0.43,0.37,0.41,0.45,0.45,0.46,0.42,0.42,0.4,0.4,0.4,0.44,0.4,0.43,0.36,0.41,0.37,0.34,0.44,0.39,0.37,0.45,0.39,0.48,0.36,0.44,0.37,0.39,0.36,0.41,0.45,0.39,0.38,0.36,0.28,0.33,0.38,0.36,0.36,0.39,0.33,0.31,0.35,0.33,0.35,0.34,0.3,0.32,0.38,0.3,0.31,0.35,0.33,0.36,0.38,0.31,0.35,0.31,0.28,0.32,0.34,0.27,0.31,0.35,0.28,0.31,0.29,0.28,0.3,0.32,0.32,0.29,0.31,0.29,0.3,0.28,0.31,0.3,0.31,0.32,0.32,0.31,0.26,0.24,0.28,0.3,0.3,0.27,0.3,0.3,0.29,0.0,0.26,0.28,0.25,0.28,0.25,0.26,0.26,0.25,0.27,0.24,0.0,0.0,0.27,0.25,0.0,0.24,0.0,0.29,0.26,0.26,0.0,0.24,0.25,0.0,0.0,0.24,0.24,0.0,0.26,0.23,0.0,0.0,0.25,0.0,0.0,0.24,0.25,0.24,0.24,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.45
08/25/2021,1.14,0.78,0.92,0.95,0.86,0.52,0.87,0.87,0.87,0.86,0.85,0.79,0.82,0.76,0.72,0.76,0.71,0.82,0.67,0.74,0.71,0.58,0.49,0.75,0.69,0.67,0.59,0.6,0.67,0.62,0.65,0.75,0.61,0.64,0.62,0.52,0.53,0.54,0.54,0.66,0.57,0.53,0.58,0.53,0.54,0.52,0.36,0.57,0.47,0.53,0.33,0.57,0.54,0.47,0.5,0.55,0.56,0.5,0.47,0.52,0.5,0.47,0.5,0.49,0.5,0.55,0.48,0.5,0.49,0.45,0.47,0.44,0.39,0.47,0.42,0.37,0.49,0.58,0.43,0.47,0.43,0.37,0.41,0.45,0.45,0.46,0.42,0.42,0.4,0.4,0.4,0.44,0.4,0.43,0.36,0.41,0.37,0.34,0.44,0.39,0.37,0.45,0.39,0.48,0.36,0.44,0.37,0.39,0.36,0.41,0.45,0.39,0.38,0.36,0.28,0.33,0.38,0.36,0.36,0.39,0.33,0.31,0.35,0.33,0.35,0.34,0.3,0.32,0.38,0.3,0.31,0.35,0.33,0.36,0.38,0.31,0.35,0.31,0.28,0.32,0.34,0.27,0.31,0.35,0.28,0.31,0.29,0.28,0.3,0.32,0.32,0.29,0.31,0.29,0.3,0.28,0.31,0.3,0.31,0.32,0.32,0.31,0.26,0.24,0.28,0.3,0.3,0.27,0.3,0.3,0.29,0.0,0.26,0.28,0.25,0.28,0.25,0.26,0.26,0.25,0.27,0.24,0.0,0.0,0.27,0.25,0.0,0.24,0.0,0.29,0.26,0.26,0.0,0.24,0.25,0.0,0.0,0.24,0.24,0.0,0.26,0.23,0.0,0.0,0.25,0.0,0.0,0.24,0.25,0.24,0.24,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.45
08/26/2021,1.13,0.79,0.92,0.93,0.88,0.53,0.88,0.85,0.87,0.86,0.84,0.79,0.82,0.75,0.71,0.75,0.71,0.83,0.66,0.73,0.7,0.6,0.51,0.74,0.72,0.66,0.59,0.61,0.67,0.63,0.65,0.75,0.61,0.66,0.62,0.52,0.54,0.54,0.54,0.65,0.56,0.53,0.57,0.52,0.54,0.52,0.36,0.56,0.48,0.52,0.34,0.56,0.54,0.47,0.5,0.55,0.56,0.52,0.46,0.51,0.5,0.46,0.5,0.49,0.49,0.54,0.48,0.49,0.49,0.45,0.48,0.44,0.39,0.47,0.42,0.37,0.48,0.59,0.43,0.47,0.43,0.37,0.41,0.46,0.45,0.46,0.41,0.41,0.4,0.39,0.4,0.44,0.4,0.43,0.35,0.41,0.37,0.34,0.43,0.39,0.37,0.45,0.4,0.46,0.36,0.44,0.37,0.39,0.36,0.42,0.45,0.39,0.38,0.35,0.28,0.33,0.38,0.36,0.36,0.39,0.34,0.31,0.35,0.34,0.34,0.34,0.3,0.33,0.38,0.3,0.31,0.35,0.33,0.37,0.37,0.31,0.35,0.31,0.28,0.33,0.34,0.27,0.31,0.35,0.29,0.31,0.29,0.28,0.3,0.32,0.32,0.29,0.3,0.29,0.29,0.29,0.31,0.3,0.31,0.32,0.31,0.31,0.26,0.25,0.28,0.29,0.3,0.27,0.3,0.3,0.3,0.0,0.26,0.28,0.25,0.28,0.25,0.26,0.25,0.24,0.27,0.24,0.23,0.0,0.27,0.25,0.0,0.24,0.0,0.29,0.26,0.26,0.0,0.25,0.25,0.0,0.0,0.24,0.23,0.0,0.25,0.23,0.0,0.0,0.24,0.0,0.0,0.24,0.25,0.24,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.33000000000001
08/27/2021,1.15,0.79,0.92,0.94,0.87,0.53,0.89,0.83,0.87,0.86,0.83,0.78,0.81,0.77,0.71,0.75,0.71,0.85,0.65,0.72,0.7,0.6,0.49,0.74,0.72,0.65,0.6,0.61,0.67,0.62,0.64,0.74,0.6,0.68,0.62,0.53,0.54,0.56,0.54,0.63,0.57,0.52,0.57,0.52,0.55,0.52,0.36,0.55,0.48,0.51,0.34,0.56,0.54,0.47,0.49,0.56,0.55,0.55,0.46,0.52,0.5,0.47,0.5,0.5,0.49,0.53,0.48,0.48,0.48,0.45,0.48,0.44,0.39,0.48,0.42,0.37,0.47,0.59,0.43,0.46,0.43,0.38,0.41,0.45,0.46,0.46,0.41,0.41,0.39,0.4,0.4,0.44,0.4,0.42,0.35,0.41,0.36,0.34,0.43,0.39,0.38,0.44,0.4,0.46,0.36,0.45,0.37,0.39,0.35,0.41,0.45,0.39,0.39,0.35,0.28,0.33,0.37,0.36,0.36,0.39,0.33,0.31,0.35,0.33,0.34,0.34,0.3,0.33,0.38,0.31,0.31,0.35,0.32,0.37,0.37,0.31,0.35,0.31,0.28,0.32,0.34,0.28,0.3,0.35,0.29,0.31,0.29,0.28,0.3,0.32,0.32,0.29,0.3,0.28,0.29,0.29,0.31,0.29,0.31,0.31,0.31,0.31,0.27,0.25,0.28,0.29,0.29,0.27,0.3,0.3,0.3,0.0,0.26,0.28,0.25,0.27,0.25,0.26,0.25,0.24,0.27,0.24,0.23,0.0,0.27,0.24,0.0,0.24,0.0,0.29,0.26,0.26,0.0,0.25,0.25,0.0,0.0,0.23,0.23,0.0,0.24,0.23,0.0,0.0,0.24,0.0,0.0,0.25,0.25,0.24,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.19
08/30/2021,1.15,0.79,0.93,0.93,0.88,0.53,0.89,0.86,0.84,0.87,0.85,0.78,0.81,0.85,0.72,0.75,0.7,0.83,0.65,0.72,0.72,0.59,0.48,0.72,0.73,0.66,0.61,0.6,0.67,0.62,0.66,0.74,0.62,0.66,0.63,0.53,0.53,0.55,0.55,0.63,0.58,0.53,0.56,0.52,0.56,0.53,0.35,0.55,0.48,0.52,0.33,0.56,0.54,0.48,0.49,0.55,0.55,0.52,0.45,0.52,0.51,0.46,0.5,0.52,0.5,0.53,0.48,0.48,0.48,0.44,0.48,0.43,0.38,0.49,0.42,0.37,0.46,0.58,0.43,0.47,0.43,0.37,0.42,0.46,0.46,0.46,0.41,0.42,0.39,0.41,0.4,0.44,0.39,0.43,0.36,0.43,0.37,0.34,0.43,0.39,0.37,0.44,0.42,0.46,0.37,0.53,0.37,0.39,0.36,0.42,0.43,0.39,0.38,0.35,0.3,0.33,0.37,0.36,0.36,0.4,0.33,0.31,0.35,0.33,0.35,0.34,0.3,0.34,0.38,0.28,0.31,0.35,0.32,0.37,0.36,0.31,0.35,0.3,0.29,0.33,0.34,0.28,0.29,0.35,0.29,0.31,0.29,0.29,0.3,0.32,0.32,0.29,0.3,0.28,0.28,0.29,0.31,0.29,0.31,0.31,0.32,0.3,0.27,0.26,0.28,0.29,0.29,0.27,0.3,0.3,0.3,0.0,0.26,0.27,0.25,0.27,0.26,0.26,0.25,0.24,0.27,0.24,0.23,0.0,0.26,0.24,0.0,0.24,0.0,0.28,0.25,0.26,0.0,0.0,0.26,0.0,0.0,0.24,0.23,0.0,0.24,0.23,0.0,0.0,0.25,0.0,0.23,0.24,0.25,0.24,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.44
08/31/2021,1.14,0.79,0.93,0.93,0.89,0.53,0.9,0.85,0.83,0.86,0.84,0.78,0.8,0.83,0.7,0.74,0.7,0.84,0.64,0.71,0.7,0.59,0.47,0.71,0.75,0.66,0.61,0.59,0.67,0.62,0.65,0.75,0.61,0.66,0.62,0.53,0.53,0.54,0.55,0.63,0.58,0.53,0.56,0.52,0.55,0.52,0.35,0.54,0.48,0.51,0.32,0.55,0.54,0.48,0.49,0.54,0.56,0.52,0.45,0.51,0.5,0.46,0.5,0.51,0.5,0.53,0.48,0.48,0.47,0.44,0.47,0.42,0.39,0.49,0.42,0.39,0.46,0.59,0.43,0.47,0.43,0.36,0.43,0.46,0.45,0.46,0.41,0.42,0.39,0.41,0.4,0.45,0.39,0.42,0.36,0.43,0.37,0.34,0.44,0.39,0.36,0.44,0.43,0.46,0.37,0.54,0.37,0.39,0.35,0.42,0.44,0.39,0.38,0.34,0.31,0.33,0.36,0.36,0.36,0.39,0.33,0.31,0.35,0.34,0.35,0.34,0.29,0.34,0.38,0.29,0.31,0.34,0.32,0.38,0.35,0.31,0.35,0.3,0.29,0.33,0.34,0.29,0.3,0.35,0.29,0.31,0.29,0.29,0.3,0.32,0.32,0.29,0.3,0.28,0.28,0.29,0.31,0.29,0.31,0.31,0.32,0.3,0.28,0.26,0.27,0.28,0.28,0.28,0.3,0.31,0.3,0.0,0.26,0.26,0.25,0.27,0.26,0.26,0.25,0.23,0.28,0.24,0.23,0.23,0.26,0.24,0.0,0.24,0.0,0.28,0.25,0.26,0.0,0.0,0.26,0.0,0.0,0.24,0.23,0.0,0.24,0.23,0.0,0.0,0.24,0.0,0.23,0.24,0.25,0.25,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2
09/01/2021,1.14,0.79,0.93,0.93,0.89,0.53,0.9,0.85,0.83,0.86,0.84,0.78,0.8,0.83,0.7,0.74,0.7,0.84,0.64,0.71,0.7,0.59,0.47,0.71,0.75,0.66,0.61,0.59,0.67,0.62,0.65,0.75,0.61,0.66,0.62,0.53,0.53,0.54,0.55,0.63,0.58,0.53,0.56,0.52,0.55,0.52,0.35,0.54,0.48,0.51,0.32,0.55,0.54,0.48,0.49,0.54,0.56,0.52,0.45,0.51,0.5,0.46,0.5,0.51,0.5,0.53,0.48,0.48,0.47,0.44,0.47,0.42,0.39,0.49,0.42,0.39,0.46,0.59,0.43,0.47,0.43,0.36,0.43,0.46,0.45,0.46,0.41,0.42,0.39,0.41,0.4,0.45,0.39,0.42,0.36,0.43,0.37,0.34,0.44,0.39,0.36,0.44,0.43,0.46,0.37,0.54,0.37,0.39,0.35,0.42,0.44,0.39,0.38,0.34,0.31,0.33,0.36,0.36,0.36,0.39,0.33,0.31,0.35,0.34,0.35,0.34,0.29,0.34,0.38,0.29,0.31,0.34,0.32,0.38,0.35,0.31,0.35,0.3,0.29,0.33,0.34,0.29,0.3,0.35,0.29,0.31,0.29,0.29,0.3,0.32,0.32,0.29,0.3,0.28,0.28,0.29,0.31,0.29,0.31,0.31,0.32,0.3,0.28,0.26,0.27,0.28,0.28,0.28,0.3,0.31,0.3,0.0,0.26,0.26,0.25,0.27,0.26,0.26,0.25,0.23,0.28,0.24,0.23,0.23,0.26,0.24,0.0,0.24,0.0,0.28,0.25,0.26,0.0,0.0,0.26,0.0,0.0,0.24,0.23,0.0,0.24,0.23,0.0,0.0,0.24,0.0,0.23,0.24,0.25,0.25,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2
