,MRVL,PINS,DXCM,CDNS,PANW,RMD,SBAC,KKR,FTNT,FRC,PTON,CSGP,MTD,TTD,OKTA,ANSS,FAST,EFX,EPAM,ZBRA,VRSK,CPRT,MXIM,WST,GNRC,VFC,HUBS,ENPH,ETSY,RNG,ODFL,TDG,DDOG,SPLK,VRSN,WORK,VMC,BURL,YUM,ALXN,INVH,IT,QRVO,TDOC,FLT,OTIS,TRU,HZNP,XYL,ABNB,SWKS,TER,SIVB,XLNX,NET,EXAS,CVNA,ALNY,STE,ANET,TRMB,COUP,LNG,KEYS,COO,TTWO,ROK,SUI,TDY,ULTA,BR,Z,TYL,SGEN,CTLT,TFX,BLL,MDB,PAYC,PODD,CRL,AVTR,DPZ,GLW,AJG,POOL,MKTX,TECH,KSU,ZEN,PAYX,IEX,DHI,MPWR,ZS,DKNG,MGM,PLUG,ENTG,NVCR,XTSLA,AWK,AME,ARE,INCY,CTVA,PTC,BMRN,CDW,AVB,WAT,GDDY,FICO,SWK,ABMD,CGNX,AVLR,TXG,HLT,SEDG,HSY,BIO,EXPD,ALB,MLM,W,JBHT,CZR,MSI,CDAY,MASI,CERN,GGG,FDS,FIVN,MTN,BRO,FTV,VMW,BKI,CHGG,JKHY,TSCO,WLTW,CHD,CBRE,RH,AKAM,ELAN,TREX,TTC,BILL,GRMN,NDSN,NDAQ,AZO,PENN,DRE,FND,EXR,DT,AXON,ZNGA,AMH,LPLA,FIVE,DAR,DECK,AVY,MKC,GH,LAD,GWW,CABO,NVR,RGEN,PFPT,AZPN,HOLX,OLED,EXPE,HEI.A,PEN,HWM,WSO,NTRA,ESTC,MANH,GWRE,DOV,DRI,RF,IR,PCAR,CE,SMAR,TW,NBIX,LB,DBX,MAA,AMED,SAM,CONE,O,KMX,4282.T,XRAY,ON,BBWI WI,ROL,HBAN,PCTY,WDC,SITE,BRKR,PLAN,ACGL,RSG,ADI,ARES,TPX,UPST,YETI,CLVT,XLRN,CHDN,SUM
08/13/2021,1.08,0.69,1.07,0.92,0.81,0.88,0.82,0.85,0.9,0.77,0.68,0.74,0.78,0.83,0.64,0.7,0.7,0.7,0.75,0.67,0.67,0.66,0.59,0.69,0.58,0.57,0.64,0.55,0.53,0.46,0.57,0.5,0.6,0.51,0.46,0.0,0.55,0.52,0.56,0.0,0.49,0.55,0.47,0.43,0.49,0.52,0.5,0.52,0.51,0.48,0.46,0.45,0.49,0.47,0.53,0.37,0.53,0.54,0.47,0.45,0.49,0.34,0.45,0.48,0.44,0.41,0.5,0.48,0.46,0.44,0.44,0.35,0.43,0.44,0.45,0.37,0.46,0.43,0.5,0.41,0.45,0.44,0.44,0.42,0.41,0.43,0.39,0.4,0.4,0.33,0.4,0.38,0.38,0.44,0.4,0.37,0.36,0.33,0.36,0.27,0.25,0.39,0.37,0.39,0.3,0.35,0.32,0.31,0.36,0.35,0.36,0.27,0.29,0.31,0.33,0.33,0.31,0.27,0.32,0.34,0.32,0.36,0.3,0.44,0.33,0.28,0.31,0.28,0.31,0.31,0.3,0.28,0.29,0.3,0.29,0.27,0.28,0.29,0.28,0.26,0.27,0.28,0.27,0.25,0.26,0.3,0.27,0.25,0.22,0.26,0.27,0.27,0.29,0.26,0.28,0.28,0.23,0.25,0.28,0.25,0.26,0.26,0.0,0.25,0.26,0.27,0.27,0.26,0.25,0.23,0.2,0.24,0.22,0.24,0.23,0.28,0.22,0.22,0.24,0.0,0.19,0.19,0.0,0.2,0.2,0.2,0.21,0.22,0.21,0.24,0.0,0.2,0.21,0.0,0.21,0.0,0.2,0.0,0.0,0.21,0.2,0.0,0.0,0.2,0.19,0.19,0.0,0.0,0.22,0.19,0.0,0.2,0.21,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.64000000000001
08/16/2021,1.08,0.68,1.05,0.93,0.79,0.88,0.84,0.85,0.91,0.77,0.67,0.73,0.78,0.81,0.65,0.7,0.7,0.69,0.75,0.67,0.68,0.65,0.58,0.7,0.59,0.57,0.64,0.54,0.54,0.45,0.58,0.49,0.62,0.53,0.46,0.0,0.56,0.51,0.56,0.0,0.49,0.58,0.47,0.42,0.47,0.52,0.5,0.53,0.52,0.49,0.45,0.43,0.52,0.47,0.52,0.36,0.51,0.52,0.47,0.44,0.49,0.35,0.45,0.48,0.48,0.41,0.49,0.48,0.47,0.45,0.44,0.35,0.43,0.44,0.45,0.37,0.46,0.44,0.51,0.41,0.45,0.44,0.44,0.41,0.41,0.43,0.39,0.4,0.4,0.32,0.4,0.38,0.39,0.44,0.4,0.39,0.36,0.3,0.34,0.27,0.25,0.39,0.37,0.39,0.3,0.35,0.31,0.3,0.37,0.34,0.37,0.26,0.29,0.32,0.32,0.32,0.31,0.26,0.31,0.33,0.32,0.36,0.3,0.43,0.34,0.31,0.32,0.28,0.31,0.31,0.29,0.28,0.29,0.3,0.28,0.26,0.28,0.3,0.28,0.26,0.26,0.28,0.28,0.26,0.26,0.3,0.27,0.25,0.22,0.27,0.27,0.28,0.29,0.27,0.28,0.28,0.24,0.26,0.27,0.25,0.26,0.26,0.0,0.25,0.26,0.27,0.28,0.26,0.25,0.23,0.2,0.25,0.22,0.24,0.23,0.29,0.22,0.19,0.24,0.19,0.19,0.2,0.2,0.2,0.2,0.19,0.21,0.22,0.21,0.24,0.19,0.21,0.22,0.0,0.21,0.0,0.2,0.0,0.0,0.21,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.21,0.19,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.66
08/17/2021,1.09,0.68,1.05,0.93,0.8,0.88,0.85,0.85,0.92,0.77,0.66,0.73,0.79,0.77,0.65,0.7,0.7,0.7,0.75,0.67,0.68,0.65,0.59,0.71,0.57,0.57,0.64,0.52,0.54,0.45,0.59,0.49,0.65,0.53,0.46,0.0,0.55,0.5,0.56,0.0,0.49,0.58,0.47,0.42,0.48,0.52,0.5,0.53,0.52,0.49,0.45,0.43,0.51,0.47,0.51,0.35,0.51,0.51,0.47,0.44,0.49,0.35,0.44,0.48,0.47,0.41,0.49,0.49,0.47,0.45,0.45,0.34,0.43,0.44,0.45,0.38,0.46,0.44,0.5,0.42,0.45,0.44,0.44,0.41,0.41,0.43,0.39,0.4,0.4,0.32,0.4,0.37,0.39,0.44,0.4,0.38,0.36,0.28,0.35,0.26,0.23,0.4,0.37,0.39,0.3,0.35,0.31,0.3,0.37,0.35,0.37,0.26,0.29,0.32,0.32,0.32,0.31,0.26,0.31,0.32,0.32,0.37,0.3,0.43,0.33,0.31,0.32,0.28,0.31,0.31,0.29,0.29,0.29,0.31,0.28,0.26,0.29,0.3,0.28,0.26,0.26,0.29,0.28,0.25,0.26,0.3,0.27,0.25,0.23,0.27,0.27,0.29,0.29,0.27,0.28,0.27,0.23,0.26,0.27,0.25,0.26,0.26,0.0,0.25,0.26,0.27,0.28,0.27,0.25,0.23,0.0,0.25,0.22,0.24,0.23,0.29,0.22,0.19,0.24,0.19,0.0,0.2,0.0,0.2,0.2,0.19,0.21,0.22,0.21,0.24,0.19,0.2,0.22,0.0,0.21,0.0,0.2,0.19,0.0,0.21,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.21,0.19,0.0,0.2,0.21,0.0,0.2,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.61
08/18/2021,1.09,0.68,1.05,0.93,0.8,0.88,0.85,0.85,0.92,0.77,0.66,0.73,0.79,0.77,0.65,0.7,0.7,0.7,0.75,0.67,0.68,0.65,0.59,0.71,0.57,0.57,0.64,0.52,0.54,0.45,0.59,0.49,0.65,0.53,0.46,0.0,0.55,0.5,0.56,0.0,0.49,0.58,0.47,0.42,0.48,0.52,0.5,0.53,0.52,0.49,0.45,0.43,0.51,0.47,0.51,0.35,0.51,0.51,0.47,0.44,0.49,0.35,0.44,0.48,0.47,0.41,0.49,0.49,0.47,0.45,0.45,0.34,0.43,0.44,0.45,0.38,0.46,0.44,0.5,0.42,0.45,0.44,0.44,0.41,0.41,0.43,0.39,0.4,0.4,0.32,0.4,0.37,0.39,0.44,0.4,0.38,0.36,0.28,0.35,0.26,0.23,0.4,0.37,0.39,0.3,0.35,0.31,0.3,0.37,0.35,0.37,0.26,0.29,0.32,0.32,0.32,0.31,0.26,0.31,0.32,0.32,0.37,0.3,0.43,0.33,0.31,0.32,0.28,0.31,0.31,0.29,0.29,0.29,0.31,0.28,0.26,0.29,0.3,0.28,0.26,0.26,0.29,0.28,0.25,0.26,0.3,0.27,0.25,0.23,0.27,0.27,0.29,0.29,0.27,0.28,0.27,0.23,0.26,0.27,0.25,0.26,0.26,0.0,0.25,0.26,0.27,0.28,0.27,0.25,0.23,0.19,0.25,0.22,0.24,0.23,0.29,0.22,0.19,0.24,0.0,0.0,0.2,0.19,0.2,0.2,0.19,0.21,0.22,0.21,0.24,0.19,0.2,0.22,0.0,0.21,0.0,0.2,0.19,0.0,0.21,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.21,0.0,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.61
08/19/2021,1.07,0.68,1.08,0.93,0.8,0.9,0.85,0.84,0.9,0.78,0.65,0.72,0.8,0.75,0.64,0.7,0.7,0.7,0.77,0.68,0.68,0.65,0.59,0.72,0.57,0.57,0.64,0.5,0.53,0.44,0.59,0.48,0.64,0.52,0.46,0.0,0.55,0.5,0.57,0.0,0.5,0.59,0.47,0.4,0.48,0.53,0.5,0.53,0.53,0.48,0.45,0.43,0.51,0.46,0.51,0.35,0.52,0.51,0.48,0.44,0.5,0.34,0.43,0.48,0.48,0.41,0.5,0.49,0.47,0.45,0.45,0.33,0.43,0.44,0.45,0.38,0.46,0.43,0.51,0.43,0.46,0.45,0.44,0.41,0.42,0.44,0.39,0.41,0.4,0.31,0.41,0.38,0.39,0.44,0.4,0.38,0.35,0.28,0.35,0.26,0.23,0.4,0.37,0.4,0.31,0.34,0.3,0.3,0.38,0.35,0.38,0.26,0.28,0.32,0.32,0.32,0.31,0.26,0.31,0.32,0.33,0.37,0.31,0.41,0.33,0.29,0.33,0.27,0.31,0.31,0.3,0.29,0.29,0.31,0.27,0.26,0.29,0.3,0.28,0.26,0.25,0.29,0.28,0.25,0.27,0.29,0.27,0.25,0.23,0.27,0.27,0.28,0.3,0.27,0.28,0.28,0.22,0.26,0.27,0.25,0.25,0.27,0.0,0.25,0.26,0.28,0.28,0.27,0.25,0.23,0.19,0.25,0.22,0.25,0.23,0.29,0.22,0.0,0.24,0.19,0.0,0.0,0.19,0.2,0.2,0.19,0.21,0.22,0.2,0.24,0.0,0.2,0.22,0.0,0.21,0.0,0.2,0.19,0.0,0.2,0.2,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.21,0.0,0.0,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.62
08/20/2021,1.07,0.68,1.1,0.93,0.79,0.91,0.87,0.82,0.9,0.77,0.68,0.73,0.8,0.76,0.64,0.69,0.7,0.71,0.78,0.67,0.7,0.64,0.6,0.73,0.55,0.55,0.63,0.49,0.55,0.44,0.59,0.49,0.64,0.52,0.47,0.0,0.55,0.49,0.57,0.0,0.5,0.59,0.46,0.41,0.48,0.53,0.51,0.53,0.53,0.47,0.44,0.43,0.5,0.46,0.51,0.36,0.51,0.52,0.49,0.45,0.49,0.34,0.44,0.48,0.48,0.42,0.49,0.49,0.47,0.44,0.46,0.33,0.43,0.45,0.46,0.39,0.47,0.43,0.5,0.45,0.47,0.45,0.46,0.41,0.42,0.43,0.4,0.41,0.4,0.32,0.41,0.38,0.38,0.43,0.4,0.37,0.34,0.29,0.34,0.26,0.24,0.41,0.37,0.4,0.31,0.34,0.3,0.31,0.37,0.35,0.38,0.26,0.29,0.31,0.33,0.32,0.31,0.27,0.3,0.31,0.33,0.37,0.31,0.4,0.33,0.3,0.32,0.26,0.31,0.31,0.31,0.29,0.29,0.31,0.27,0.26,0.29,0.3,0.28,0.27,0.25,0.29,0.28,0.25,0.27,0.29,0.26,0.25,0.23,0.26,0.27,0.27,0.3,0.27,0.28,0.28,0.22,0.26,0.26,0.26,0.25,0.26,0.0,0.25,0.25,0.28,0.28,0.26,0.25,0.24,0.19,0.22,0.22,0.25,0.23,0.29,0.22,0.19,0.24,0.19,0.0,0.0,0.0,0.0,0.2,0.19,0.21,0.22,0.21,0.24,0.0,0.2,0.21,0.0,0.21,0.0,0.2,0.0,0.0,0.2,0.21,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.21,0.0,0.19,0.2,0.21,0.0,0.19,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.67999999999999
08/23/2021,1.08,0.65,1.1,0.96,0.79,0.92,0.88,0.81,0.9,0.77,0.65,0.73,0.8,0.73,0.65,0.7,0.71,0.71,0.78,0.68,0.71,0.64,0.61,0.74,0.55,0.55,0.64,0.5,0.55,0.45,0.6,0.48,0.65,0.52,0.47,0.0,0.55,0.52,0.57,0.0,0.51,0.58,0.45,0.4,0.48,0.53,0.5,0.52,0.53,0.47,0.44,0.43,0.49,0.46,0.51,0.35,0.51,0.52,0.47,0.45,0.5,0.35,0.43,0.49,0.49,0.42,0.5,0.5,0.46,0.44,0.45,0.33,0.43,0.45,0.46,0.39,0.49,0.44,0.5,0.44,0.47,0.45,0.45,0.42,0.42,0.44,0.4,0.41,0.41,0.32,0.4,0.38,0.38,0.45,0.41,0.38,0.34,0.27,0.34,0.25,0.24,0.41,0.37,0.4,0.31,0.33,0.3,0.31,0.37,0.35,0.38,0.26,0.29,0.31,0.34,0.33,0.32,0.26,0.31,0.31,0.33,0.38,0.31,0.4,0.33,0.28,0.32,0.25,0.32,0.31,0.31,0.29,0.29,0.31,0.26,0.26,0.3,0.29,0.28,0.26,0.25,0.29,0.28,0.25,0.27,0.29,0.25,0.25,0.23,0.27,0.26,0.29,0.3,0.27,0.28,0.28,0.22,0.26,0.27,0.26,0.26,0.26,0.19,0.25,0.25,0.28,0.27,0.27,0.25,0.24,0.19,0.22,0.22,0.25,0.23,0.3,0.22,0.0,0.24,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.22,0.22,0.21,0.24,0.0,0.2,0.21,0.0,0.2,0.19,0.2,0.19,0.0,0.2,0.21,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.21,0.2,0.0,0.2,0.21,0.0,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.83000000000001
08/24/2021,1.09,0.65,1.11,0.97,0.79,0.92,0.88,0.82,0.9,0.76,0.64,0.72,0.79,0.74,0.64,0.7,0.71,0.7,0.79,0.68,0.71,0.65,0.61,0.74,0.56,0.55,0.65,0.5,0.56,0.45,0.6,0.48,0.63,0.53,0.47,0.0,0.54,0.51,0.57,0.0,0.51,0.58,0.45,0.41,0.48,0.52,0.5,0.52,0.53,0.47,0.44,0.42,0.49,0.47,0.51,0.35,0.5,0.52,0.47,0.45,0.5,0.35,0.43,0.49,0.49,0.41,0.5,0.49,0.46,0.45,0.45,0.34,0.43,0.45,0.47,0.39,0.5,0.44,0.51,0.43,0.47,0.45,0.44,0.41,0.42,0.43,0.4,0.41,0.4,0.31,0.4,0.37,0.38,0.46,0.41,0.38,0.35,0.28,0.34,0.25,0.24,0.41,0.36,0.4,0.31,0.32,0.3,0.31,0.37,0.35,0.37,0.26,0.28,0.3,0.35,0.33,0.32,0.26,0.31,0.31,0.33,0.37,0.3,0.41,0.33,0.29,0.32,0.26,0.32,0.31,0.32,0.29,0.29,0.31,0.27,0.26,0.3,0.29,0.28,0.26,0.25,0.29,0.29,0.26,0.27,0.29,0.26,0.25,0.23,0.28,0.26,0.29,0.3,0.28,0.28,0.28,0.22,0.26,0.27,0.26,0.26,0.27,0.0,0.25,0.25,0.28,0.25,0.27,0.25,0.24,0.2,0.22,0.22,0.25,0.23,0.3,0.22,0.0,0.24,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.22,0.22,0.21,0.24,0.0,0.2,0.21,0.0,0.2,0.19,0.2,0.0,0.0,0.2,0.21,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.21,0.2,0.0,0.2,0.21,0.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.87
08/25/2021,1.09,0.65,1.11,0.97,0.79,0.92,0.88,0.82,0.9,0.76,0.64,0.72,0.79,0.74,0.64,0.7,0.71,0.7,0.79,0.68,0.71,0.65,0.61,0.74,0.56,0.55,0.65,0.5,0.56,0.45,0.6,0.48,0.63,0.53,0.47,0.0,0.54,0.51,0.57,0.0,0.51,0.58,0.45,0.41,0.48,0.52,0.5,0.52,0.53,0.47,0.44,0.42,0.49,0.47,0.51,0.35,0.5,0.52,0.47,0.45,0.5,0.35,0.43,0.49,0.49,0.41,0.5,0.49,0.46,0.45,0.45,0.34,0.43,0.45,0.47,0.39,0.5,0.44,0.51,0.43,0.47,0.45,0.44,0.41,0.42,0.43,0.4,0.41,0.4,0.31,0.4,0.37,0.38,0.46,0.41,0.38,0.35,0.28,0.34,0.25,0.24,0.41,0.36,0.4,0.31,0.32,0.3,0.31,0.37,0.35,0.37,0.26,0.28,0.3,0.35,0.33,0.32,0.26,0.31,0.31,0.33,0.37,0.3,0.41,0.33,0.29,0.32,0.26,0.32,0.31,0.32,0.29,0.29,0.31,0.27,0.26,0.3,0.29,0.28,0.26,0.25,0.29,0.29,0.26,0.27,0.29,0.26,0.25,0.23,0.28,0.26,0.29,0.3,0.28,0.28,0.28,0.22,0.26,0.27,0.26,0.26,0.27,0.0,0.25,0.25,0.28,0.25,0.27,0.25,0.24,0.2,0.22,0.22,0.25,0.23,0.3,0.22,0.0,0.24,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.22,0.22,0.21,0.24,0.0,0.2,0.21,0.0,0.2,0.19,0.2,0.0,0.0,0.2,0.21,0.0,0.0,0.21,0.2,0.0,0.0,0.0,0.21,0.2,0.0,0.2,0.21,0.0,0.19,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.87
08/26/2021,1.12,0.66,1.09,0.97,0.8,0.91,0.86,0.82,0.92,0.76,0.63,0.73,0.78,0.75,0.65,0.7,0.7,0.7,0.78,0.68,0.7,0.64,0.63,0.72,0.57,0.54,0.65,0.51,0.55,0.45,0.59,0.48,0.63,0.52,0.47,0.0,0.54,0.5,0.56,0.0,0.5,0.57,0.46,0.42,0.48,0.52,0.5,0.53,0.52,0.47,0.44,0.43,0.49,0.49,0.52,0.37,0.51,0.51,0.46,0.45,0.51,0.36,0.44,0.49,0.48,0.42,0.49,0.48,0.46,0.45,0.44,0.34,0.43,0.46,0.47,0.39,0.49,0.44,0.51,0.43,0.47,0.44,0.43,0.41,0.42,0.42,0.4,0.41,0.4,0.32,0.4,0.37,0.38,0.46,0.41,0.38,0.35,0.29,0.34,0.26,0.24,0.4,0.36,0.4,0.31,0.32,0.3,0.3,0.37,0.34,0.37,0.26,0.28,0.3,0.35,0.34,0.32,0.27,0.31,0.32,0.32,0.37,0.3,0.42,0.33,0.28,0.32,0.27,0.32,0.31,0.31,0.28,0.29,0.3,0.27,0.26,0.3,0.29,0.28,0.26,0.25,0.29,0.28,0.25,0.26,0.29,0.26,0.25,0.23,0.28,0.26,0.3,0.3,0.27,0.28,0.27,0.23,0.25,0.27,0.26,0.26,0.27,0.2,0.25,0.25,0.28,0.26,0.27,0.25,0.23,0.21,0.22,0.22,0.24,0.23,0.3,0.22,0.0,0.24,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.22,0.22,0.21,0.24,0.19,0.2,0.21,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.2,0.21,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.82000000000001
08/27/2021,1.12,0.66,1.09,0.96,0.94,0.9,0.84,0.82,0.89,0.76,0.67,0.73,0.77,0.76,0.67,0.7,0.69,0.69,0.78,0.67,0.7,0.64,0.61,0.72,0.57,0.54,0.64,0.51,0.56,0.45,0.59,0.48,0.64,0.55,0.46,0.0,0.54,0.5,0.55,0.0,0.5,0.56,0.45,0.42,0.48,0.51,0.49,0.53,0.53,0.52,0.44,0.42,0.49,0.48,0.52,0.37,0.5,0.52,0.45,0.45,0.51,0.37,0.44,0.5,0.48,0.41,0.49,0.48,0.46,0.45,0.43,0.34,0.42,0.46,0.47,0.39,0.49,0.45,0.52,0.43,0.47,0.44,0.42,0.41,0.41,0.42,0.4,0.42,0.4,0.32,0.39,0.37,0.38,0.46,0.42,0.4,0.36,0.29,0.34,0.26,0.23,0.4,0.36,0.39,0.31,0.32,0.3,0.31,0.37,0.34,0.37,0.27,0.28,0.3,0.35,0.34,0.33,0.27,0.32,0.32,0.31,0.37,0.3,0.41,0.32,0.28,0.32,0.28,0.31,0.31,0.31,0.27,0.29,0.3,0.27,0.26,0.29,0.29,0.28,0.26,0.25,0.28,0.27,0.25,0.25,0.29,0.26,0.24,0.23,0.28,0.26,0.29,0.3,0.27,0.28,0.27,0.24,0.25,0.27,0.26,0.26,0.26,0.19,0.24,0.25,0.28,0.26,0.26,0.25,0.23,0.21,0.22,0.21,0.24,0.23,0.3,0.22,0.0,0.24,0.19,0.0,0.0,0.2,0.2,0.2,0.21,0.22,0.23,0.21,0.24,0.0,0.2,0.21,0.0,0.2,0.2,0.2,0.19,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.2,0.21,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.82000000000001
08/30/2021,1.13,0.68,1.09,0.96,0.97,0.9,0.83,0.81,0.91,0.76,0.67,0.71,0.79,0.74,0.71,0.69,0.69,0.7,0.76,0.67,0.7,0.65,0.0,0.72,0.59,0.54,0.65,0.51,0.59,0.45,0.59,0.47,0.62,0.55,0.46,0.0,0.54,0.46,0.54,0.0,0.5,0.57,0.46,0.4,0.47,0.52,0.49,0.53,0.53,0.49,0.44,0.42,0.49,0.48,0.51,0.38,0.5,0.52,0.45,0.44,0.52,0.36,0.44,0.5,0.48,0.4,0.49,0.48,0.46,0.46,0.43,0.34,0.42,0.47,0.48,0.39,0.48,0.45,0.51,0.42,0.48,0.44,0.43,0.4,0.41,0.42,0.39,0.42,0.4,0.32,0.38,0.37,0.38,0.46,0.43,0.41,0.37,0.29,0.34,0.25,0.25,0.4,0.36,0.39,0.31,0.33,0.3,0.31,0.37,0.34,0.37,0.27,0.28,0.3,0.35,0.34,0.33,0.26,0.31,0.32,0.31,0.37,0.3,0.42,0.33,0.28,0.32,0.3,0.32,0.31,0.3,0.27,0.29,0.31,0.27,0.26,0.29,0.28,0.28,0.25,0.25,0.28,0.27,0.25,0.25,0.29,0.26,0.24,0.24,0.27,0.26,0.3,0.3,0.27,0.28,0.27,0.26,0.25,0.27,0.26,0.27,0.26,0.0,0.24,0.26,0.27,0.26,0.26,0.25,0.22,0.22,0.22,0.21,0.24,0.22,0.3,0.22,0.19,0.24,0.19,0.0,0.19,0.2,0.0,0.2,0.21,0.21,0.23,0.21,0.24,0.0,0.2,0.21,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.21,0.21,0.0,0.2,0.21,0.0,0.19,0.0,0.19,0.0,0.19,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.88000000000001
08/31/2021,1.09,0.68,1.09,0.98,0.97,0.91,0.84,0.81,0.93,0.77,0.61,0.71,0.79,0.75,0.71,0.69,0.69,0.7,0.77,0.68,0.7,0.65,0.0,0.72,0.6,0.53,0.67,0.52,0.58,0.45,0.6,0.48,0.64,0.55,0.46,0.0,0.54,0.45,0.54,0.0,0.5,0.57,0.47,0.41,0.47,0.52,0.5,0.53,0.53,0.49,0.44,0.44,0.5,0.49,0.52,0.39,0.47,0.52,0.45,0.44,0.52,0.38,0.45,0.51,0.48,0.4,0.49,0.48,0.46,0.46,0.43,0.35,0.42,0.46,0.48,0.39,0.48,0.46,0.52,0.42,0.48,0.44,0.43,0.41,0.41,0.42,0.4,0.42,0.4,0.32,0.39,0.37,0.38,0.46,0.44,0.42,0.38,0.3,0.35,0.25,0.24,0.39,0.36,0.39,0.31,0.33,0.3,0.33,0.37,0.34,0.37,0.27,0.29,0.3,0.35,0.34,0.34,0.26,0.32,0.33,0.31,0.37,0.3,0.43,0.33,0.28,0.33,0.31,0.32,0.32,0.3,0.27,0.29,0.31,0.27,0.27,0.3,0.29,0.26,0.26,0.25,0.28,0.27,0.25,0.25,0.29,0.26,0.24,0.24,0.28,0.26,0.38,0.31,0.27,0.28,0.26,0.27,0.25,0.27,0.26,0.27,0.26,0.2,0.24,0.26,0.26,0.27,0.26,0.25,0.22,0.22,0.22,0.21,0.24,0.22,0.31,0.22,0.0,0.24,0.19,0.0,0.0,0.2,0.2,0.2,0.22,0.21,0.23,0.21,0.24,0.2,0.2,0.22,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.22,0.21,0.0,0.2,0.22,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.00000000000001
09/01/2021,1.09,0.68,1.09,0.98,0.97,0.91,0.84,0.81,0.93,0.77,0.61,0.71,0.79,0.75,0.71,0.69,0.69,0.7,0.77,0.68,0.7,0.65,0.0,0.72,0.6,0.53,0.67,0.52,0.58,0.45,0.6,0.48,0.64,0.55,0.46,0.0,0.54,0.45,0.54,0.0,0.5,0.57,0.47,0.41,0.47,0.52,0.5,0.53,0.53,0.49,0.44,0.44,0.5,0.49,0.52,0.39,0.47,0.52,0.45,0.44,0.52,0.38,0.45,0.51,0.48,0.4,0.49,0.48,0.46,0.46,0.43,0.35,0.42,0.46,0.48,0.39,0.48,0.46,0.52,0.42,0.48,0.44,0.43,0.41,0.41,0.42,0.4,0.42,0.4,0.32,0.39,0.37,0.38,0.46,0.44,0.42,0.38,0.3,0.35,0.25,0.24,0.39,0.36,0.39,0.31,0.33,0.3,0.33,0.37,0.34,0.37,0.27,0.29,0.3,0.35,0.34,0.34,0.26,0.32,0.33,0.31,0.37,0.3,0.43,0.33,0.28,0.33,0.31,0.32,0.32,0.3,0.27,0.29,0.31,0.27,0.27,0.3,0.29,0.26,0.26,0.25,0.28,0.27,0.25,0.25,0.29,0.26,0.24,0.24,0.28,0.26,0.38,0.31,0.27,0.28,0.26,0.27,0.25,0.27,0.26,0.27,0.26,0.2,0.24,0.26,0.26,0.27,0.26,0.25,0.22,0.22,0.22,0.21,0.24,0.22,0.31,0.22,0.0,0.24,0.19,0.0,0.0,0.2,0.2,0.2,0.22,0.21,0.23,0.21,0.24,0.2,0.2,0.22,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.22,0.21,0.0,0.2,0.22,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.00000000000001
