,MRVL,PINS,DXCM,CDNS,PANW,RMD,SBAC,KKR,FTNT,FRC,PTON,CSGP,MTD,TTD,OKTA,ANSS,FAST,EFX,EPAM,ZBRA,VRSK,CPRT,MXIM,WST,GNRC,VFC,HUBS,ENPH,ETSY,RNG,ODFL,TDG,DDOG,SPLK,VRSN,WORK,VMC,BURL,YUM,ALXN,INVH,IT,QRVO,TDOC,FLT,OTIS,TRU,HZNP,XYL,ABNB,SWKS,TER,SIVB,XLNX,NET,EXAS,CVNA,ALNY,STE,ANET,TRMB,COUP,LNG,KEYS,COO,TTWO,ROK,SUI,TDY,ULTA,BR,Z,TYL,SGEN,CTLT,TFX,BLL,MDB,PAYC,PODD,CRL,AVTR,DPZ,GLW,AJG,POOL,MKTX,TECH,KSU,ZEN,PAYX,IEX,DHI,MPWR,ZS,DKNG,MGM,PLUG,ENTG,NVCR,XTSLA,AWK,AME,ARE,INCY,CTVA,PTC,BMRN,CDW,AVB,WAT,GDDY,FICO,SWK,ABMD,CGNX,AVLR,TXG,HLT,SEDG,HSY,BIO,EXPD,ALB,MLM,W,JBHT,CZR,MSI,CDAY,MASI,CERN,GGG,FDS,FIVN,MTN,BRO,FTV,VMW,BKI,CHGG,JKHY,TSCO,WLTW,CHD,CBRE,RH,AKAM,ELAN,TREX,TTC,BILL,GRMN,NDSN,NDAQ,AZO,PENN,DRE,FND,EXR,DT,AXON,ZNGA,AMH,LPLA,FIVE,DAR,DECK,AVY,MKC,GH,LAD,GWW,CABO,NVR,RGEN,PFPT,AZPN,HOLX,OLED,EXPE,HEI.A,PEN,HWM,WSO,NTRA,ESTC,MANH,GWRE,DOV,DRI,RF,IR,PCAR,CE,SMAR,TW,NBIX,LB,DBX,MAA,AMED,SAM,CONE,O,KMX,4282.T,XRAY,ON,BBWI WI,ROL,HBAN,PCTY,WDC,SITE,BRKR,PLAN,ACGL,RSG,ADI,ARES,TPX,UPST,YETI,CLVT,XLRN,CHDN,SUM
09/02/2021,1.1,0.67,1.09,0.99,0.97,0.91,0.85,0.81,0.94,0.75,0.59,0.72,0.8,0.75,0.72,0.69,0.7,0.7,0.78,0.68,0.7,0.65,0.0,0.72,0.6,0.54,0.67,0.52,0.6,0.45,0.6,0.48,0.64,0.55,0.46,0.0,0.53,0.43,0.54,0.0,0.51,0.57,0.46,0.41,0.47,0.52,0.5,0.53,0.53,0.5,0.45,0.44,0.48,0.49,0.51,0.38,0.47,0.52,0.45,0.44,0.52,0.39,0.44,0.51,0.48,0.4,0.5,0.49,0.46,0.45,0.43,0.33,0.42,0.46,0.48,0.4,0.49,0.46,0.52,0.42,0.48,0.45,0.43,0.4,0.41,0.43,0.39,0.43,0.4,0.32,0.39,0.37,0.38,0.47,0.45,0.42,0.38,0.29,0.35,0.25,0.24,0.4,0.36,0.39,0.31,0.32,0.3,0.33,0.37,0.35,0.37,0.27,0.28,0.3,0.35,0.34,0.34,0.28,0.31,0.33,0.31,0.38,0.3,0.43,0.33,0.28,0.33,0.3,0.32,0.32,0.3,0.27,0.29,0.31,0.27,0.26,0.29,0.29,0.26,0.25,0.26,0.28,0.27,0.25,0.25,0.29,0.26,0.24,0.24,0.28,0.26,0.38,0.31,0.28,0.28,0.26,0.26,0.26,0.28,0.26,0.27,0.27,0.0,0.25,0.26,0.26,0.27,0.25,0.25,0.22,0.23,0.21,0.21,0.24,0.22,0.31,0.22,0.19,0.24,0.0,0.0,0.0,0.2,0.19,0.2,0.22,0.22,0.23,0.22,0.24,0.0,0.2,0.22,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.22,0.21,0.19,0.2,0.22,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.07000000000001
09/03/2021,1.09,0.66,1.11,0.99,0.98,0.92,0.85,0.81,0.93,0.76,0.59,0.73,0.79,0.75,0.72,0.69,0.7,0.72,0.78,0.68,0.71,0.65,0.0,0.73,0.6,0.53,0.65,0.51,0.6,0.44,0.6,0.48,0.65,0.54,0.47,0.0,0.54,0.43,0.54,0.0,0.51,0.58,0.46,0.41,0.48,0.52,0.51,0.53,0.53,0.49,0.45,0.44,0.49,0.49,0.5,0.39,0.46,0.52,0.46,0.44,0.51,0.39,0.44,0.51,0.48,0.41,0.5,0.49,0.47,0.46,0.44,0.33,0.43,0.46,0.48,0.4,0.49,0.46,0.52,0.43,0.49,0.44,0.44,0.4,0.41,0.43,0.39,0.42,0.38,0.32,0.39,0.37,0.38,0.46,0.45,0.42,0.38,0.29,0.35,0.25,0.26,0.4,0.36,0.39,0.31,0.33,0.3,0.33,0.37,0.35,0.38,0.27,0.29,0.3,0.36,0.34,0.34,0.28,0.31,0.33,0.32,0.38,0.3,0.43,0.33,0.27,0.32,0.31,0.32,0.32,0.3,0.27,0.29,0.31,0.23,0.27,0.3,0.29,0.26,0.26,0.26,0.29,0.27,0.25,0.26,0.3,0.26,0.24,0.24,0.28,0.26,0.37,0.3,0.28,0.29,0.26,0.26,0.26,0.28,0.27,0.28,0.26,0.0,0.25,0.26,0.26,0.26,0.25,0.25,0.23,0.24,0.21,0.21,0.25,0.22,0.31,0.22,0.19,0.24,0.2,0.0,0.0,0.2,0.0,0.2,0.22,0.22,0.23,0.22,0.24,0.2,0.2,0.22,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.22,0.21,0.19,0.2,0.22,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.26
09/06/2021,1.08,0.67,1.12,0.99,0.97,0.92,0.86,0.81,0.92,0.76,0.58,0.74,0.79,0.72,0.73,0.69,0.69,0.73,0.77,0.68,0.71,0.65,0.0,0.73,0.61,0.52,0.65,0.52,0.58,0.44,0.61,0.48,0.64,0.56,0.47,0.0,0.52,0.43,0.54,0.0,0.52,0.58,0.45,0.41,0.47,0.52,0.51,0.53,0.53,0.5,0.44,0.43,0.49,0.48,0.53,0.4,0.45,0.51,0.46,0.43,0.51,0.4,0.45,0.51,0.48,0.4,0.5,0.5,0.46,0.45,0.43,0.34,0.43,0.43,0.51,0.41,0.5,0.46,0.53,0.43,0.49,0.45,0.43,0.39,0.41,0.43,0.39,0.43,0.4,0.32,0.38,0.37,0.38,0.46,0.45,0.43,0.37,0.3,0.35,0.26,0.0,0.4,0.36,0.39,0.31,0.33,0.3,0.34,0.37,0.35,0.38,0.27,0.29,0.3,0.36,0.34,0.35,0.29,0.31,0.33,0.31,0.38,0.3,0.44,0.32,0.26,0.33,0.31,0.32,0.32,0.3,0.27,0.29,0.32,0.24,0.26,0.3,0.29,0.25,0.26,0.26,0.28,0.27,0.26,0.26,0.3,0.24,0.24,0.24,0.28,0.25,0.39,0.3,0.28,0.29,0.25,0.26,0.26,0.28,0.27,0.28,0.25,0.19,0.25,0.26,0.23,0.26,0.24,0.25,0.23,0.24,0.21,0.21,0.25,0.22,0.32,0.0,0.19,0.24,0.0,0.0,0.0,0.2,0.19,0.2,0.22,0.22,0.23,0.21,0.24,0.0,0.0,0.22,0.19,0.2,0.2,0.2,0.2,0.0,0.2,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.2,0.19,0.2,0.22,0.0,0.0,0.2,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,80.12
09/07/2021,1.08,0.67,1.13,0.99,0.98,0.93,0.86,0.81,0.93,0.76,0.57,0.75,0.79,0.72,0.73,0.69,0.69,0.73,0.78,0.68,0.71,0.65,0.0,0.74,0.61,0.53,0.66,0.51,0.6,0.44,0.62,0.47,0.65,0.56,0.47,0.0,0.51,0.43,0.53,0.0,0.51,0.58,0.45,0.41,0.47,0.52,0.51,0.53,0.53,0.5,0.44,0.44,0.49,0.49,0.54,0.4,0.46,0.5,0.46,0.43,0.51,0.41,0.45,0.51,0.48,0.4,0.49,0.5,0.45,0.45,0.43,0.34,0.43,0.42,0.51,0.4,0.49,0.58,0.52,0.43,0.49,0.45,0.43,0.39,0.41,0.43,0.39,0.43,0.39,0.32,0.38,0.36,0.37,0.46,0.46,0.43,0.37,0.29,0.36,0.26,0.0,0.4,0.35,0.39,0.31,0.33,0.3,0.33,0.37,0.35,0.38,0.27,0.29,0.3,0.36,0.34,0.35,0.3,0.3,0.32,0.31,0.38,0.3,0.43,0.32,0.26,0.33,0.31,0.32,0.33,0.3,0.27,0.29,0.31,0.25,0.25,0.3,0.29,0.25,0.26,0.26,0.28,0.28,0.26,0.26,0.3,0.24,0.24,0.24,0.28,0.25,0.4,0.3,0.28,0.29,0.26,0.26,0.26,0.28,0.28,0.28,0.26,0.0,0.25,0.26,0.23,0.26,0.24,0.25,0.23,0.24,0.21,0.21,0.24,0.22,0.32,0.0,0.0,0.24,0.0,0.0,0.0,0.2,0.19,0.2,0.22,0.23,0.23,0.22,0.24,0.19,0.19,0.22,0.19,0.2,0.21,0.2,0.19,0.0,0.21,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.2,0.19,0.2,0.22,0.0,0.0,0.2,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,80.3
09/08/2021,1.08,0.67,1.13,0.99,0.98,0.93,0.86,0.81,0.93,0.76,0.57,0.75,0.79,0.72,0.73,0.69,0.69,0.73,0.78,0.68,0.71,0.65,0.0,0.74,0.61,0.53,0.66,0.51,0.6,0.44,0.62,0.47,0.65,0.56,0.47,0.0,0.51,0.43,0.53,0.0,0.51,0.58,0.45,0.41,0.47,0.52,0.51,0.53,0.53,0.5,0.44,0.44,0.49,0.49,0.54,0.4,0.46,0.5,0.46,0.43,0.51,0.41,0.45,0.51,0.48,0.4,0.49,0.5,0.45,0.45,0.43,0.34,0.43,0.42,0.51,0.4,0.49,0.58,0.52,0.43,0.49,0.45,0.43,0.39,0.41,0.43,0.39,0.43,0.39,0.32,0.38,0.36,0.37,0.46,0.46,0.43,0.37,0.29,0.36,0.26,0.0,0.4,0.35,0.39,0.31,0.33,0.3,0.33,0.37,0.35,0.38,0.27,0.29,0.3,0.36,0.34,0.35,0.3,0.3,0.32,0.31,0.38,0.3,0.43,0.32,0.26,0.33,0.31,0.32,0.33,0.3,0.27,0.29,0.31,0.25,0.25,0.3,0.29,0.25,0.26,0.26,0.28,0.28,0.26,0.26,0.3,0.24,0.24,0.24,0.28,0.25,0.4,0.3,0.28,0.29,0.26,0.26,0.26,0.28,0.28,0.28,0.26,0.0,0.25,0.26,0.23,0.26,0.24,0.25,0.23,0.24,0.21,0.21,0.24,0.22,0.32,0.0,0.0,0.24,0.0,0.0,0.0,0.2,0.19,0.2,0.22,0.23,0.23,0.22,0.24,0.19,0.19,0.22,0.19,0.2,0.21,0.2,0.19,0.0,0.21,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.2,0.19,0.2,0.22,0.0,0.0,0.2,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,80.3
09/09/2021,1.08,0.67,1.13,0.99,0.98,0.93,0.86,0.81,0.93,0.77,0.57,0.75,0.79,0.73,0.73,0.69,0.69,0.73,0.78,0.68,0.71,0.65,0.0,0.74,0.61,0.53,0.66,0.51,0.6,0.44,0.62,0.47,0.65,0.56,0.47,0.0,0.51,0.43,0.53,0.0,0.51,0.58,0.45,0.41,0.47,0.52,0.51,0.53,0.53,0.5,0.44,0.44,0.49,0.49,0.54,0.4,0.46,0.5,0.46,0.43,0.51,0.41,0.45,0.51,0.48,0.4,0.49,0.5,0.45,0.45,0.43,0.34,0.43,0.42,0.51,0.4,0.49,0.58,0.52,0.43,0.49,0.45,0.43,0.39,0.41,0.43,0.39,0.43,0.39,0.32,0.38,0.36,0.37,0.46,0.46,0.43,0.37,0.29,0.36,0.26,0.0,0.4,0.35,0.39,0.31,0.33,0.3,0.33,0.37,0.35,0.38,0.27,0.29,0.3,0.36,0.34,0.35,0.3,0.3,0.32,0.31,0.38,0.3,0.43,0.32,0.26,0.33,0.31,0.32,0.33,0.3,0.27,0.29,0.31,0.25,0.25,0.3,0.29,0.25,0.26,0.26,0.28,0.28,0.26,0.26,0.3,0.25,0.24,0.24,0.28,0.25,0.4,0.3,0.28,0.29,0.26,0.26,0.26,0.28,0.28,0.28,0.26,0.0,0.25,0.26,0.23,0.26,0.24,0.25,0.23,0.24,0.21,0.21,0.24,0.22,0.32,0.0,0.0,0.24,0.0,0.0,0.0,0.2,0.19,0.2,0.22,0.23,0.23,0.22,0.24,0.19,0.19,0.22,0.19,0.2,0.21,0.2,0.19,0.0,0.21,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.22,0.2,0.19,0.2,0.22,0.0,0.0,0.2,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,80.33
09/10/2021,1.09,0.66,1.16,1.0,0.98,0.94,0.87,0.79,0.92,0.76,0.56,0.75,0.8,0.71,0.72,0.7,0.67,0.72,0.77,0.68,0.72,0.65,0.0,0.74,0.61,0.5,0.66,0.5,0.6,0.42,0.62,0.47,0.65,0.56,0.47,0.0,0.51,0.43,0.53,0.0,0.51,0.58,0.45,0.41,0.47,0.51,0.51,0.53,0.53,0.53,0.44,0.43,0.51,0.49,0.55,0.39,0.46,0.48,0.45,0.43,0.52,0.42,0.45,0.52,0.48,0.4,0.49,0.5,0.45,0.45,0.43,0.34,0.43,0.41,0.52,0.41,0.5,0.57,0.52,0.44,0.49,0.47,0.43,0.39,0.41,0.43,0.37,0.43,0.39,0.32,0.38,0.36,0.37,0.46,0.46,0.45,0.38,0.3,0.36,0.26,0.0,0.4,0.35,0.39,0.3,0.33,0.3,0.31,0.37,0.35,0.38,0.27,0.29,0.29,0.37,0.34,0.35,0.31,0.31,0.32,0.31,0.38,0.3,0.43,0.32,0.26,0.33,0.32,0.32,0.33,0.3,0.27,0.28,0.31,0.25,0.26,0.3,0.29,0.26,0.26,0.25,0.28,0.28,0.26,0.26,0.3,0.24,0.24,0.24,0.28,0.25,0.4,0.3,0.29,0.29,0.26,0.27,0.26,0.29,0.27,0.28,0.26,0.19,0.25,0.26,0.22,0.26,0.25,0.25,0.23,0.25,0.21,0.21,0.23,0.22,0.33,0.0,0.19,0.25,0.19,0.0,0.0,0.2,0.19,0.2,0.22,0.23,0.22,0.22,0.23,0.19,0.0,0.21,0.0,0.19,0.21,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.21,0.19,0.0,0.0,0.0,0.22,0.2,0.19,0.2,0.22,0.0,0.0,0.2,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,80.29
09/13/2021,1.09,0.66,1.17,1.01,0.99,0.94,0.86,0.8,0.92,0.76,0.63,0.77,0.8,0.68,0.73,0.71,0.67,0.73,0.77,0.67,0.72,0.64,0.0,0.74,0.62,0.51,0.65,0.48,0.6,0.41,0.6,0.47,0.67,0.56,0.48,0.0,0.51,0.43,0.54,0.0,0.51,0.59,0.44,0.41,0.48,0.52,0.52,0.53,0.53,0.53,0.43,0.43,0.51,0.49,0.54,0.4,0.46,0.49,0.45,0.43,0.51,0.41,0.44,0.52,0.48,0.4,0.49,0.5,0.45,0.46,0.43,0.33,0.42,0.41,0.52,0.39,0.49,0.55,0.51,0.44,0.49,0.47,0.44,0.39,0.42,0.43,0.37,0.43,0.39,0.31,0.38,0.36,0.36,0.46,0.46,0.45,0.38,0.28,0.35,0.26,0.0,0.41,0.35,0.39,0.3,0.33,0.29,0.32,0.37,0.35,0.38,0.28,0.29,0.3,0.36,0.34,0.34,0.3,0.31,0.31,0.31,0.38,0.3,0.44,0.32,0.26,0.31,0.32,0.32,0.32,0.3,0.27,0.29,0.32,0.25,0.26,0.3,0.29,0.26,0.26,0.25,0.28,0.29,0.27,0.26,0.3,0.27,0.24,0.24,0.28,0.25,0.4,0.3,0.29,0.29,0.26,0.27,0.26,0.29,0.27,0.28,0.26,0.0,0.24,0.26,0.23,0.25,0.25,0.25,0.23,0.24,0.21,0.21,0.23,0.22,0.33,0.0,0.19,0.25,0.19,0.0,0.0,0.2,0.0,0.2,0.22,0.23,0.22,0.22,0.24,0.0,0.0,0.22,0.19,0.2,0.19,0.2,0.0,0.0,0.21,0.2,0.0,0.0,0.21,0.19,0.0,0.0,0.0,0.22,0.2,0.19,0.2,0.22,0.0,0.2,0.2,0.21,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,80.35
09/14/2021,1.1,0.65,1.16,1.02,1.0,0.94,0.85,0.8,0.92,0.76,0.67,0.78,0.81,0.69,0.7,0.71,0.67,0.73,0.78,0.68,0.73,0.65,0.0,0.74,0.62,0.5,0.65,0.47,0.6,0.39,0.61,0.48,0.65,0.55,0.48,0.0,0.52,0.42,0.54,0.0,0.5,0.59,0.44,0.41,0.48,0.52,0.52,0.53,0.53,0.53,0.43,0.44,0.52,0.49,0.54,0.39,0.47,0.49,0.45,0.42,0.52,0.4,0.45,0.52,0.49,0.39,0.49,0.49,0.44,0.45,0.43,0.32,0.42,0.42,0.51,0.38,0.49,0.57,0.51,0.43,0.49,0.48,0.43,0.39,0.42,0.43,0.37,0.44,0.38,0.31,0.38,0.36,0.36,0.47,0.44,0.44,0.38,0.27,0.36,0.25,0.0,0.41,0.35,0.38,0.29,0.33,0.29,0.31,0.37,0.34,0.38,0.28,0.29,0.29,0.36,0.34,0.35,0.3,0.32,0.31,0.31,0.39,0.31,0.44,0.32,0.26,0.32,0.32,0.32,0.32,0.3,0.27,0.29,0.32,0.26,0.27,0.3,0.29,0.25,0.26,0.24,0.28,0.29,0.27,0.26,0.3,0.26,0.24,0.24,0.28,0.25,0.38,0.3,0.29,0.29,0.26,0.26,0.25,0.29,0.27,0.28,0.26,0.0,0.24,0.25,0.23,0.25,0.25,0.26,0.23,0.24,0.22,0.21,0.24,0.22,0.33,0.0,0.19,0.25,0.19,0.0,0.0,0.21,0.0,0.2,0.22,0.22,0.23,0.22,0.24,0.0,0.0,0.23,0.19,0.2,0.19,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.23,0.2,0.0,0.2,0.22,0.0,0.2,0.2,0.21,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,80.32
09/15/2021,1.1,0.65,1.16,1.02,1.0,0.94,0.85,0.8,0.92,0.76,0.67,0.78,0.81,0.69,0.7,0.71,0.67,0.73,0.78,0.68,0.73,0.65,0.0,0.74,0.62,0.5,0.65,0.47,0.6,0.39,0.61,0.48,0.65,0.55,0.48,0.0,0.52,0.42,0.54,0.0,0.5,0.59,0.44,0.41,0.48,0.52,0.52,0.53,0.53,0.53,0.43,0.44,0.52,0.49,0.54,0.39,0.47,0.49,0.45,0.42,0.52,0.4,0.45,0.52,0.49,0.39,0.49,0.49,0.44,0.45,0.43,0.32,0.42,0.42,0.51,0.38,0.49,0.57,0.51,0.43,0.49,0.48,0.43,0.39,0.42,0.43,0.37,0.44,0.38,0.31,0.38,0.36,0.36,0.47,0.44,0.44,0.38,0.27,0.36,0.25,0.0,0.41,0.35,0.38,0.29,0.33,0.29,0.31,0.37,0.34,0.38,0.28,0.29,0.29,0.36,0.34,0.35,0.3,0.32,0.31,0.31,0.39,0.31,0.44,0.32,0.26,0.32,0.32,0.32,0.32,0.3,0.27,0.29,0.32,0.26,0.27,0.3,0.29,0.25,0.26,0.24,0.28,0.29,0.27,0.26,0.3,0.26,0.24,0.24,0.28,0.25,0.38,0.3,0.29,0.29,0.26,0.26,0.25,0.29,0.27,0.28,0.26,0.0,0.24,0.25,0.23,0.25,0.25,0.26,0.23,0.24,0.22,0.21,0.24,0.22,0.33,0.0,0.19,0.25,0.19,0.0,0.0,0.21,0.0,0.2,0.22,0.22,0.23,0.22,0.24,0.0,0.0,0.23,0.19,0.2,0.19,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.23,0.2,0.0,0.2,0.22,0.0,0.2,0.2,0.21,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,80.32
09/16/2021,1.13,0.66,1.15,1.01,1.02,0.93,0.85,0.81,0.89,0.78,0.66,0.78,0.8,0.68,0.69,0.7,0.68,0.73,0.77,0.68,0.73,0.65,0.0,0.72,0.61,0.51,0.65,0.48,0.6,0.39,0.61,0.49,0.65,0.54,0.48,0.0,0.52,0.43,0.54,0.0,0.51,0.59,0.45,0.4,0.48,0.52,0.51,0.52,0.53,0.52,0.45,0.45,0.53,0.5,0.53,0.38,0.47,0.48,0.45,0.43,0.51,0.4,0.46,0.52,0.48,0.39,0.49,0.49,0.44,0.45,0.44,0.33,0.42,0.42,0.51,0.39,0.49,0.57,0.5,0.43,0.48,0.48,0.44,0.39,0.42,0.42,0.36,0.43,0.39,0.3,0.38,0.36,0.36,0.46,0.44,0.43,0.39,0.27,0.37,0.25,0.0,0.41,0.35,0.38,0.3,0.33,0.28,0.31,0.37,0.35,0.37,0.28,0.28,0.3,0.35,0.34,0.35,0.28,0.33,0.31,0.32,0.38,0.31,0.42,0.32,0.26,0.32,0.32,0.32,0.32,0.3,0.27,0.29,0.32,0.25,0.26,0.3,0.29,0.25,0.26,0.24,0.28,0.29,0.27,0.26,0.3,0.26,0.24,0.24,0.28,0.25,0.39,0.3,0.29,0.29,0.26,0.25,0.25,0.29,0.27,0.28,0.25,0.19,0.25,0.26,0.23,0.26,0.26,0.26,0.23,0.24,0.21,0.21,0.24,0.22,0.33,0.0,0.19,0.25,0.0,0.0,0.0,0.21,0.2,0.2,0.22,0.22,0.23,0.22,0.24,0.2,0.2,0.23,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.21,0.19,0.19,0.0,0.0,0.23,0.2,0.19,0.2,0.21,0.0,0.2,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25999999999999
09/17/2021,1.13,0.66,1.16,1.01,1.04,0.94,0.86,0.81,0.9,0.78,0.64,0.78,0.8,0.67,0.7,0.71,0.67,0.74,0.78,0.68,0.74,0.67,0.0,0.74,0.6,0.5,0.65,0.47,0.6,0.39,0.61,0.49,0.66,0.54,0.49,0.0,0.52,0.43,0.54,0.0,0.51,0.59,0.45,0.39,0.47,0.52,0.5,0.53,0.53,0.53,0.44,0.45,0.52,0.5,0.54,0.37,0.47,0.49,0.47,0.43,0.51,0.39,0.45,0.52,0.48,0.39,0.49,0.49,0.44,0.45,0.44,0.33,0.42,0.42,0.52,0.4,0.48,0.6,0.51,0.43,0.48,0.48,0.43,0.39,0.42,0.42,0.36,0.44,0.39,0.3,0.38,0.36,0.35,0.47,0.46,0.42,0.37,0.28,0.38,0.24,0.0,0.41,0.35,0.38,0.3,0.32,0.28,0.31,0.37,0.35,0.38,0.28,0.28,0.29,0.35,0.34,0.35,0.26,0.33,0.31,0.32,0.38,0.32,0.42,0.31,0.26,0.31,0.31,0.32,0.31,0.3,0.27,0.29,0.32,0.25,0.27,0.29,0.29,0.25,0.26,0.24,0.27,0.3,0.27,0.26,0.3,0.26,0.24,0.24,0.27,0.25,0.4,0.3,0.29,0.29,0.27,0.25,0.26,0.3,0.27,0.29,0.25,0.0,0.24,0.25,0.23,0.27,0.27,0.25,0.23,0.24,0.21,0.21,0.23,0.22,0.33,0.0,0.0,0.24,0.0,0.19,0.0,0.22,0.19,0.2,0.22,0.22,0.23,0.22,0.23,0.2,0.19,0.22,0.19,0.19,0.0,0.2,0.2,0.0,0.2,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.24,0.2,0.0,0.2,0.22,0.0,0.2,0.19,0.21,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,80.33000000000001
09/20/2021,1.13,0.65,1.2,1.02,1.03,0.91,0.85,0.85,0.9,0.77,0.62,0.77,0.79,0.69,0.7,0.71,0.67,0.73,0.77,0.68,0.72,0.69,0.0,0.73,0.61,0.49,0.68,0.47,0.62,0.4,0.61,0.48,0.69,0.55,0.49,0.0,0.5,0.43,0.53,0.0,0.5,0.6,0.44,0.39,0.48,0.5,0.49,0.53,0.52,0.54,0.44,0.45,0.53,0.5,0.56,0.39,0.49,0.49,0.46,0.44,0.51,0.4,0.46,0.52,0.48,0.38,0.49,0.48,0.43,0.46,0.43,0.33,0.42,0.43,0.52,0.39,0.48,0.6,0.52,0.42,0.48,0.49,0.43,0.39,0.43,0.41,0.36,0.45,0.38,0.33,0.37,0.36,0.36,0.47,0.45,0.43,0.37,0.28,0.39,0.24,0.0,0.4,0.35,0.38,0.31,0.32,0.29,0.31,0.36,0.34,0.36,0.27,0.28,0.3,0.35,0.35,0.36,0.26,0.33,0.31,0.31,0.37,0.31,0.42,0.31,0.27,0.31,0.33,0.32,0.31,0.3,0.26,0.28,0.32,0.25,0.27,0.29,0.29,0.25,0.25,0.24,0.28,0.3,0.27,0.26,0.3,0.25,0.24,0.23,0.27,0.24,0.41,0.3,0.29,0.29,0.27,0.25,0.25,0.3,0.26,0.29,0.25,0.0,0.24,0.25,0.23,0.27,0.27,0.25,0.23,0.24,0.22,0.2,0.23,0.22,0.34,0.0,0.19,0.24,0.19,0.19,0.0,0.22,0.0,0.2,0.22,0.23,0.22,0.22,0.22,0.2,0.0,0.23,0.0,0.2,0.19,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.24,0.2,0.0,0.2,0.23,0.0,0.2,0.0,0.21,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,80.38
09/21/2021,1.09,0.65,1.17,0.97,1.0,0.89,0.83,0.83,0.87,0.76,0.6,0.76,0.77,0.68,0.69,0.68,0.65,0.7,0.75,0.65,0.7,0.66,0.0,0.71,0.59,0.49,0.67,0.47,0.62,0.41,0.58,0.46,0.74,0.53,0.46,0.0,0.48,0.42,0.52,0.0,0.49,0.56,0.42,0.49,0.46,0.51,0.48,0.53,0.51,1.2,0.42,0.43,0.52,0.48,0.74,0.4,0.6,0.49,0.46,0.43,0.49,0.39,0.44,0.5,0.46,0.38,0.47,0.48,0.42,0.45,0.42,0.35,0.41,0.45,0.5,0.39,0.47,0.7,0.5,0.43,0.48,0.54,0.4,0.38,0.43,0.4,0.35,0.45,0.37,0.32,0.36,0.35,0.35,0.46,0.46,0.43,0.36,0.29,0.39,0.25,0.0,0.39,0.34,0.37,0.31,0.31,0.28,0.31,0.34,0.33,0.35,0.26,0.27,0.29,0.35,0.34,0.35,0.32,0.32,0.32,0.31,0.36,0.3,0.41,0.29,0.29,0.31,0.32,0.31,0.32,0.3,0.26,0.27,0.31,0.25,0.27,0.29,0.29,0.24,0.24,0.24,0.27,0.29,0.26,0.25,0.29,0.25,0.23,0.23,0.27,0.24,0.52,0.29,0.28,0.28,0.26,0.25,0.25,0.29,0.26,0.3,0.24,0.0,0.23,0.25,0.23,0.26,0.26,0.24,0.23,0.29,0.22,0.2,0.21,0.21,0.34,0.0,0.19,0.23,0.0,0.19,0.0,0.21,0.0,0.0,0.24,0.25,0.21,0.21,0.22,0.19,0.19,0.23,0.0,0.19,0.2,0.19,0.2,0.0,0.19,0.2,0.0,0.0,0.21,0.19,0.19,0.0,0.0,0.24,0.2,0.0,0.0,0.23,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.28,0.2,0.3,0.19,0.0,0.0,0.0,80.5
