,TECH,CGNX,MOH,FICO,SEDG,XPO,SBNY,CPT,CDAY,MASI,GGG,FDS,BRO,WSM,MPW,LII,TTC,NDSN,STLD,RH,TREX,RPM,AXON,CREE,JAZZ,FIVE,DAR,DECK,WTRG,CABO,RGEN,LAD,OC,TRGP,AZPN,HUBB,CSL,EWBC,JLL,MIDD,CLF,UGI,RS,MANH,WSO,LEA,PEN,OLED,Y,MKSI,SYNH,NBIX,ATR,FHN,SCI,RUN,ACM,LAMR,CIEN,CONE,WEX,AMED,STOR,BLDR,OHI,SAM,LSI,KSS,AFG,OSK,NNN,ARW,UTHR,CPRI,G,EHC,DCI,ITT,GNTX,AGCO,LECO,REXR,AIRC,FSLR,IIVI,HRC,RGA,PII,CBSH,CHE,BC,JBL,RGLD,SMG,IAA,LSCC,TPX,CROX,RNR,PCTY,SEIC,KRC,XEC,THC,WWD,CASY,ORI,HOG,MAT,NVST,AMG,YETI,FR,SLAB,STAA,FFIN,FAF,OGE,SF,TTEK,HQY,CHDN,BRKS,VAC,CNXC,BRX,WH,EGP,JEF,ACC,SON,SKX,EME,SRCL,JHG,ARWR,LHCG,SLM,PNFP,PB,COHR,POST,DKS,FOXF,TOL,LITE,SNV,BJ,MAN,MDU,OLN,TXRH,BLD,NYT,FL,GMED,HALO,INGR,CFR,LFUS,THO,AYI,NCR,X,CACI,MSA,LSTR,CDK,JCOM,EXP,COR,PRI,VVV,KNX,MTZ,EVR,EXEL,EQT,LPX,HELE,ACHC,NATI,CC,AEO,DEI,SYNA,CUZ,SRC,SLG,VNT,CFX,TKR,KBR,MMS,VLY,RBC,AN,TDC,JBLU,IBKR,FLS,RYN,NYCB,ADS,IDA,SAIC,OLLI,QDEL,NVT,ASGN,GXO WI,GME,WING,ESNT,VSCO WI,CIT,GXO,VSCO,GVMXX,PRAH,SNX,SAIA,IRDM,IART,PFGC,MEDP,VMI,APPS,TNDM,SGMS,PRGO,n/a,SMTC,PACW,CAR,BYD,GBCI,COG,GT,OZK,NOV,UNM,CLH,CW,MTG,WOLF,RRX,ZD,HFC,ASH,BXS,CADE,AVNT,NFG,WTFC,BRKR,SSD,SUM
09/14/2021,0.0,0.66,0.63,0.55,0.6,0.36,0.65,0.63,0.62,0.59,0.56,0.62,0.58,0.58,0.53,0.47,0.49,0.56,0.56,0.5,0.55,0.44,0.5,0.43,0.34,0.45,0.49,0.49,0.46,0.46,0.64,0.42,0.42,0.42,0.37,0.45,0.44,0.43,0.52,0.41,0.46,0.4,0.4,0.44,0.4,0.36,0.41,0.37,0.38,0.35,0.41,0.39,0.35,0.36,0.45,0.31,0.41,0.4,0.36,0.4,0.33,0.25,0.35,0.47,0.33,0.0,0.41,0.34,0.39,0.32,0.34,0.36,0.4,0.35,0.37,0.34,0.32,0.33,0.32,0.34,0.34,0.34,0.34,0.36,0.28,0.43,0.33,0.3,0.31,0.32,0.32,0.36,0.31,0.26,0.3,0.37,0.37,0.4,0.31,0.43,0.3,0.29,0.32,0.33,0.3,0.3,0.3,0.24,0.3,0.3,0.28,0.32,0.3,0.25,0.3,0.26,0.32,0.3,0.3,0.34,0.23,0.32,0.29,0.27,0.31,0.28,0.29,0.3,0.31,0.29,0.27,0.27,0.27,0.28,0.31,0.28,0.24,0.25,0.31,0.26,0.26,0.27,0.37,0.27,0.29,0.28,0.26,0.34,0.28,0.27,0.3,0.26,0.32,0.31,0.23,0.27,0.24,0.25,0.27,0.29,0.26,0.26,0.0,0.3,0.26,0.24,0.27,0.0,0.24,0.26,0.27,0.25,0.24,0.27,0.0,0.24,0.27,0.23,0.28,0.24,0.25,0.24,0.0,0.0,0.23,0.27,0.23,0.24,0.0,0.26,0.23,0.0,0.24,0.0,0.0,0.26,0.24,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.25,0.24,0.26,0.0,0.45,0.23,0.0,0.0,0.0,0.36,0.23,0.0,0.0,0.0,0.27,0.24,0.0,0.29,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.16
09/15/2021,0.0,0.66,0.63,0.55,0.6,0.36,0.65,0.63,0.62,0.59,0.56,0.62,0.58,0.58,0.53,0.47,0.49,0.56,0.56,0.5,0.55,0.44,0.5,0.43,0.34,0.45,0.49,0.49,0.46,0.46,0.64,0.42,0.42,0.42,0.37,0.45,0.44,0.43,0.52,0.41,0.46,0.4,0.4,0.44,0.4,0.36,0.41,0.37,0.38,0.35,0.41,0.39,0.35,0.36,0.45,0.31,0.41,0.4,0.36,0.4,0.33,0.25,0.35,0.47,0.33,0.0,0.41,0.34,0.39,0.32,0.34,0.36,0.4,0.35,0.37,0.34,0.32,0.33,0.32,0.34,0.34,0.34,0.34,0.36,0.28,0.43,0.33,0.3,0.31,0.32,0.32,0.36,0.31,0.26,0.3,0.37,0.37,0.4,0.31,0.43,0.3,0.29,0.32,0.33,0.3,0.3,0.3,0.24,0.3,0.3,0.28,0.32,0.3,0.25,0.29,0.26,0.32,0.3,0.3,0.34,0.23,0.32,0.29,0.27,0.31,0.28,0.29,0.3,0.31,0.29,0.27,0.27,0.27,0.28,0.31,0.28,0.24,0.25,0.31,0.26,0.26,0.27,0.37,0.27,0.29,0.28,0.26,0.34,0.28,0.27,0.3,0.26,0.32,0.31,0.23,0.27,0.24,0.25,0.27,0.29,0.26,0.26,0.0,0.3,0.26,0.24,0.27,0.0,0.24,0.26,0.27,0.25,0.24,0.27,0.0,0.24,0.27,0.23,0.28,0.24,0.25,0.24,0.0,0.0,0.23,0.27,0.23,0.24,0.0,0.26,0.23,0.0,0.24,0.0,0.0,0.26,0.24,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.25,0.24,0.26,0.0,0.45,0.23,0.0,0.0,0.0,0.36,0.23,0.0,0.0,0.0,0.27,0.24,0.0,0.29,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.15
09/16/2021,0.0,0.66,0.65,0.54,0.6,0.36,0.66,0.62,0.61,0.58,0.55,0.61,0.57,0.58,0.52,0.47,0.48,0.55,0.54,0.5,0.55,0.44,0.48,0.43,0.34,0.44,0.51,0.49,0.45,0.46,0.63,0.41,0.43,0.43,0.36,0.44,0.44,0.44,0.52,0.42,0.44,0.4,0.4,0.44,0.39,0.36,0.4,0.36,0.38,0.35,0.41,0.39,0.35,0.36,0.44,0.31,0.41,0.41,0.36,0.4,0.33,0.25,0.36,0.47,0.33,0.0,0.41,0.35,0.39,0.31,0.34,0.36,0.4,0.35,0.37,0.33,0.32,0.33,0.32,0.34,0.34,0.34,0.34,0.38,0.28,0.43,0.33,0.3,0.3,0.32,0.32,0.36,0.31,0.27,0.3,0.37,0.37,0.38,0.31,0.41,0.3,0.29,0.33,0.33,0.31,0.3,0.3,0.25,0.3,0.3,0.28,0.32,0.3,0.25,0.28,0.27,0.32,0.3,0.3,0.34,0.23,0.32,0.29,0.28,0.3,0.29,0.29,0.3,0.31,0.3,0.27,0.26,0.27,0.27,0.31,0.28,0.24,0.25,0.3,0.26,0.26,0.27,0.36,0.27,0.29,0.28,0.26,0.34,0.27,0.26,0.3,0.26,0.31,0.31,0.0,0.27,0.23,0.25,0.27,0.28,0.27,0.26,0.0,0.29,0.26,0.24,0.26,0.22,0.24,0.27,0.27,0.25,0.24,0.27,0.0,0.24,0.27,0.24,0.27,0.25,0.25,0.24,0.22,0.0,0.23,0.27,0.24,0.24,0.0,0.26,0.24,0.0,0.24,0.0,0.0,0.26,0.24,0.23,0.0,0.0,0.0,0.0,0.25,0.0,0.22,0.0,0.0,0.23,0.24,0.26,0.0,0.48,0.23,0.0,0.0,0.0,0.35,0.23,0.0,0.0,0.0,0.27,0.23,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.93
09/17/2021,0.0,0.67,0.66,0.54,0.61,0.36,0.65,0.63,0.6,0.59,0.55,0.62,0.56,0.58,0.52,0.46,0.48,0.56,0.53,0.5,0.53,0.44,0.49,0.44,0.35,0.44,0.52,0.52,0.46,0.45,0.65,0.41,0.42,0.43,0.36,0.45,0.44,0.43,0.52,0.41,0.43,0.39,0.4,0.44,0.39,0.37,0.42,0.36,0.37,0.36,0.41,0.38,0.35,0.36,0.44,0.31,0.4,0.41,0.35,0.4,0.33,0.24,0.36,0.46,0.33,0.0,0.4,0.35,0.38,0.31,0.34,0.36,0.4,0.34,0.37,0.33,0.32,0.33,0.33,0.34,0.33,0.35,0.34,0.38,0.27,0.43,0.33,0.3,0.3,0.32,0.32,0.36,0.31,0.25,0.31,0.38,0.37,0.42,0.31,0.43,0.3,0.3,0.33,0.33,0.31,0.3,0.28,0.25,0.3,0.3,0.28,0.32,0.3,0.25,0.28,0.26,0.32,0.3,0.3,0.34,0.0,0.33,0.3,0.29,0.31,0.3,0.29,0.3,0.32,0.3,0.27,0.27,0.27,0.27,0.31,0.28,0.23,0.24,0.29,0.26,0.27,0.27,0.37,0.27,0.29,0.28,0.25,0.34,0.28,0.27,0.3,0.26,0.31,0.31,0.0,0.27,0.24,0.25,0.27,0.28,0.26,0.26,0.0,0.28,0.26,0.24,0.26,0.22,0.25,0.26,0.27,0.25,0.25,0.27,0.0,0.24,0.27,0.23,0.27,0.24,0.23,0.24,0.0,0.0,0.23,0.28,0.24,0.25,0.0,0.26,0.24,0.0,0.23,0.22,0.0,0.26,0.25,0.24,0.0,0.0,0.0,0.0,0.25,0.0,0.23,0.0,0.0,0.24,0.23,0.25,0.0,0.48,0.23,0.0,0.0,0.0,0.35,0.23,0.0,0.0,0.0,0.27,0.23,0.0,0.29,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.02000000000001
09/20/2021,0.0,0.68,0.67,0.54,0.6,0.36,0.65,0.63,0.61,0.59,0.55,0.62,0.57,0.61,0.51,0.45,0.47,0.56,0.54,0.49,0.53,0.44,0.49,0.43,0.34,0.44,0.53,0.52,0.44,0.45,0.65,0.43,0.42,0.45,0.37,0.43,0.44,0.44,0.53,0.41,0.45,0.39,0.4,0.43,0.39,0.36,0.42,0.36,0.37,0.35,0.4,0.38,0.34,0.36,0.44,0.3,0.41,0.41,0.35,0.4,0.32,0.23,0.36,0.46,0.32,0.0,0.4,0.35,0.39,0.32,0.34,0.36,0.39,0.34,0.37,0.32,0.32,0.33,0.33,0.34,0.34,0.34,0.33,0.37,0.28,0.43,0.33,0.3,0.3,0.32,0.32,0.36,0.29,0.25,0.32,0.39,0.37,0.44,0.3,0.44,0.3,0.29,0.34,0.33,0.29,0.3,0.28,0.25,0.31,0.3,0.28,0.32,0.3,0.25,0.29,0.26,0.32,0.29,0.3,0.34,0.0,0.33,0.29,0.28,0.3,0.3,0.29,0.3,0.31,0.29,0.26,0.26,0.27,0.27,0.31,0.28,0.22,0.25,0.29,0.26,0.26,0.27,0.37,0.26,0.3,0.28,0.25,0.34,0.27,0.26,0.3,0.26,0.32,0.3,0.0,0.27,0.24,0.25,0.27,0.28,0.26,0.26,0.0,0.29,0.25,0.24,0.26,0.22,0.24,0.24,0.27,0.25,0.25,0.27,0.0,0.24,0.27,0.23,0.27,0.24,0.23,0.24,0.0,0.0,0.23,0.28,0.23,0.25,0.0,0.26,0.23,0.0,0.23,0.22,0.0,0.25,0.27,0.24,0.0,0.0,0.0,0.0,0.25,0.0,0.22,0.0,0.0,0.24,0.24,0.25,0.0,0.49,0.23,0.0,0.0,0.0,0.36,0.23,0.0,0.0,0.0,0.28,0.22,0.0,0.29,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.88000000000001
09/21/2021,0.0,0.67,0.7,0.54,0.63,0.36,0.65,0.62,0.61,0.6,0.55,0.61,0.57,0.61,0.51,0.45,0.47,0.56,0.53,0.48,0.53,0.44,0.48,0.42,0.34,0.46,0.53,0.52,0.44,0.46,0.67,0.43,0.41,0.44,0.37,0.43,0.45,0.44,0.53,0.41,0.43,0.38,0.39,0.43,0.38,0.36,0.41,0.36,0.37,0.35,0.41,0.39,0.34,0.36,0.44,0.31,0.41,0.41,0.35,0.4,0.32,0.24,0.35,0.47,0.32,0.0,0.4,0.36,0.39,0.32,0.34,0.36,0.38,0.34,0.37,0.32,0.32,0.32,0.33,0.33,0.34,0.34,0.33,0.38,0.27,0.43,0.32,0.3,0.3,0.32,0.32,0.35,0.29,0.25,0.31,0.38,0.37,0.43,0.31,0.44,0.3,0.29,0.34,0.33,0.29,0.3,0.28,0.25,0.31,0.29,0.28,0.32,0.3,0.25,0.29,0.27,0.32,0.29,0.3,0.34,0.23,0.34,0.3,0.28,0.3,0.29,0.29,0.29,0.31,0.29,0.26,0.26,0.27,0.27,0.31,0.29,0.23,0.25,0.3,0.26,0.26,0.27,0.37,0.26,0.3,0.28,0.26,0.35,0.26,0.26,0.3,0.26,0.32,0.3,0.0,0.27,0.24,0.25,0.27,0.29,0.26,0.26,0.0,0.27,0.26,0.24,0.26,0.0,0.24,0.25,0.28,0.25,0.24,0.27,0.0,0.24,0.28,0.23,0.27,0.25,0.24,0.24,0.0,0.0,0.23,0.27,0.23,0.24,0.0,0.25,0.23,0.0,0.23,0.0,0.0,0.25,0.28,0.24,0.0,0.0,0.0,0.22,0.25,0.0,0.22,0.0,0.0,0.25,0.23,0.25,0.0,0.49,0.23,0.0,0.0,0.0,0.35,0.23,0.0,0.0,0.0,0.28,0.23,0.0,0.3,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.92
09/22/2021,0.0,0.67,0.69,0.53,0.63,0.35,0.68,0.64,0.0,0.59,0.54,0.61,0.0,0.59,0.51,0.45,0.47,0.56,0.51,0.49,0.53,0.44,0.48,0.42,0.35,0.46,0.52,0.51,0.44,0.41,0.67,0.44,0.4,0.44,0.37,0.43,0.44,0.44,0.52,0.41,0.42,0.38,0.39,0.42,0.39,0.39,0.42,0.36,0.37,0.35,0.42,0.39,0.34,0.36,0.44,0.39,0.4,0.41,0.35,0.41,0.32,0.24,0.36,0.47,0.32,0.0,0.41,0.36,0.37,0.32,0.33,0.35,0.38,0.34,0.36,0.32,0.32,0.32,0.33,0.33,0.34,0.35,0.33,0.44,0.27,0.42,0.32,0.29,0.3,0.32,0.32,0.38,0.29,0.25,0.31,0.38,0.4,0.41,0.29,0.46,0.27,0.29,0.34,0.33,0.32,0.3,0.28,0.25,0.3,0.29,0.28,0.37,0.29,0.25,0.29,0.24,0.32,0.29,0.3,0.33,0.23,0.34,0.3,0.28,0.31,0.29,0.29,0.29,0.31,0.29,0.25,0.26,0.26,0.27,0.32,0.29,0.23,0.24,0.29,0.26,0.26,0.27,0.37,0.26,0.31,0.28,0.25,0.34,0.26,0.26,0.3,0.27,0.32,0.35,0.0,0.27,0.26,0.25,0.27,0.29,0.26,0.26,0.0,0.27,0.25,0.24,0.26,0.0,0.27,0.24,0.28,0.25,0.24,0.37,0.0,0.23,0.28,0.0,0.25,0.24,0.23,0.24,0.0,0.0,0.24,0.27,0.23,0.25,0.0,0.25,0.25,0.0,0.23,0.0,0.0,0.25,0.22,0.24,0.0,0.23,0.0,0.23,0.25,0.0,0.0,0.0,0.0,0.25,0.23,0.25,0.0,0.54,0.23,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.3,0.23,0.0,0.25,0.33,0.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.66
09/23/2021,0.0,0.65,0.7,0.53,0.61,0.35,0.66,0.65,0.0,0.6,0.55,0.61,0.0,0.6,0.52,0.45,0.47,0.56,0.49,0.49,0.53,0.44,0.49,0.42,0.34,0.46,0.51,0.51,0.46,0.41,0.68,0.43,0.4,0.44,0.37,0.43,0.45,0.42,0.52,0.42,0.39,0.39,0.39,0.43,0.39,0.38,0.41,0.36,0.38,0.35,0.42,0.39,0.35,0.36,0.44,0.38,0.39,0.41,0.35,0.42,0.32,0.24,0.36,0.47,0.33,0.0,0.41,0.36,0.37,0.32,0.34,0.34,0.39,0.34,0.36,0.32,0.32,0.32,0.33,0.33,0.34,0.36,0.34,0.41,0.27,0.43,0.32,0.29,0.3,0.32,0.32,0.37,0.3,0.26,0.31,0.38,0.41,0.41,0.29,0.48,0.27,0.29,0.35,0.33,0.32,0.3,0.28,0.25,0.3,0.29,0.27,0.37,0.3,0.25,0.29,0.24,0.32,0.29,0.3,0.34,0.0,0.34,0.33,0.28,0.31,0.29,0.29,0.3,0.31,0.3,0.26,0.26,0.26,0.27,0.3,0.28,0.23,0.23,0.29,0.27,0.27,0.27,0.38,0.26,0.3,0.28,0.25,0.34,0.25,0.26,0.28,0.28,0.31,0.35,0.0,0.27,0.25,0.25,0.27,0.29,0.26,0.26,0.0,0.26,0.26,0.23,0.26,0.0,0.28,0.24,0.29,0.24,0.24,0.37,0.0,0.23,0.27,0.0,0.25,0.24,0.25,0.24,0.0,0.0,0.24,0.27,0.24,0.25,0.0,0.25,0.25,0.0,0.23,0.0,0.0,0.25,0.23,0.25,0.0,0.23,0.0,0.23,0.25,0.0,0.23,0.0,0.0,0.25,0.23,0.26,0.0,0.52,0.23,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.3,0.23,0.0,0.24,0.33,0.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.72999999999999
09/24/2021,0.0,0.65,0.71,0.52,0.61,0.36,0.66,0.66,0.0,0.61,0.54,0.61,0.0,0.6,0.53,0.45,0.46,0.57,0.49,0.5,0.53,0.44,0.5,0.42,0.34,0.45,0.51,0.51,0.46,0.41,0.7,0.43,0.39,0.44,0.36,0.42,0.45,0.42,0.52,0.41,0.39,0.38,0.39,0.44,0.39,0.38,0.42,0.36,0.38,0.36,0.42,0.39,0.34,0.35,0.44,0.39,0.39,0.43,0.34,0.42,0.32,0.24,0.36,0.47,0.32,0.0,0.41,0.36,0.37,0.31,0.34,0.34,0.39,0.34,0.36,0.32,0.32,0.32,0.33,0.33,0.34,0.36,0.34,0.41,0.27,0.43,0.32,0.29,0.3,0.32,0.31,0.37,0.3,0.26,0.31,0.38,0.41,0.41,0.29,0.49,0.27,0.3,0.34,0.34,0.32,0.3,0.28,0.25,0.3,0.29,0.26,0.37,0.3,0.25,0.29,0.24,0.32,0.29,0.29,0.34,0.0,0.34,0.34,0.28,0.3,0.29,0.29,0.3,0.31,0.3,0.26,0.26,0.26,0.27,0.31,0.28,0.23,0.23,0.3,0.26,0.27,0.27,0.38,0.27,0.3,0.28,0.25,0.35,0.25,0.26,0.28,0.27,0.31,0.36,0.0,0.27,0.25,0.25,0.27,0.29,0.26,0.26,0.0,0.25,0.26,0.24,0.27,0.0,0.28,0.24,0.29,0.25,0.24,0.38,0.0,0.23,0.28,0.0,0.24,0.24,0.25,0.24,0.0,0.0,0.24,0.28,0.24,0.25,0.0,0.25,0.25,0.0,0.23,0.0,0.0,0.24,0.23,0.25,0.0,0.23,0.0,0.0,0.25,0.0,0.23,0.0,0.0,0.26,0.23,0.26,0.0,0.51,0.23,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.3,0.23,0.0,0.25,0.34,0.31,0.25,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.14
09/27/2021,0.0,0.66,0.7,0.51,0.63,0.36,0.67,0.64,0.0,0.61,0.53,0.6,0.0,0.6,0.53,0.45,0.45,0.56,0.49,0.49,0.52,0.44,0.49,0.42,0.35,0.45,0.5,0.5,0.45,0.4,0.7,0.44,0.39,0.46,0.36,0.43,0.45,0.44,0.53,0.41,0.4,0.38,0.39,0.43,0.39,0.39,0.41,0.35,0.37,0.36,0.42,0.38,0.34,0.37,0.44,0.39,0.41,0.43,0.34,0.4,0.33,0.0,0.35,0.48,0.32,0.0,0.4,0.37,0.37,0.31,0.33,0.34,0.38,0.35,0.35,0.32,0.32,0.31,0.33,0.33,0.34,0.34,0.33,0.39,0.27,0.42,0.32,0.29,0.31,0.31,0.32,0.38,0.28,0.25,0.32,0.39,0.41,0.43,0.28,0.49,0.27,0.3,0.34,0.33,0.31,0.29,0.28,0.25,0.3,0.29,0.27,0.37,0.29,0.25,0.3,0.24,0.31,0.29,0.3,0.34,0.23,0.35,0.34,0.29,0.3,0.29,0.3,0.29,0.31,0.29,0.25,0.26,0.27,0.27,0.31,0.29,0.0,0.23,0.3,0.27,0.26,0.27,0.37,0.27,0.29,0.27,0.26,0.34,0.25,0.25,0.3,0.28,0.31,0.36,0.0,0.27,0.25,0.25,0.28,0.29,0.26,0.27,0.0,0.25,0.25,0.23,0.26,0.0,0.29,0.24,0.28,0.25,0.25,0.36,0.0,0.23,0.27,0.23,0.25,0.23,0.25,0.23,0.0,0.0,0.24,0.28,0.24,0.25,0.0,0.25,0.25,0.0,0.23,0.0,0.0,0.24,0.23,0.25,0.0,0.23,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.23,0.26,0.0,0.5,0.23,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.27,0.24,0.22,0.31,0.24,0.0,0.27,0.33,0.32,0.24,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.64
09/28/2021,0.0,0.66,0.71,0.5,0.61,0.36,0.67,0.64,0.0,0.61,0.53,0.6,0.0,0.61,0.52,0.45,0.45,0.56,0.49,0.5,0.52,0.44,0.5,0.41,0.35,0.46,0.5,0.46,0.45,0.39,0.7,0.44,0.39,0.46,0.36,0.42,0.45,0.45,0.54,0.41,0.39,0.38,0.38,0.43,0.39,0.39,0.41,0.35,0.37,0.36,0.42,0.38,0.34,0.37,0.43,0.38,0.41,0.43,0.34,0.39,0.32,0.0,0.35,0.48,0.31,0.0,0.39,0.36,0.37,0.31,0.33,0.35,0.37,0.34,0.36,0.32,0.32,0.31,0.34,0.32,0.33,0.34,0.33,0.38,0.27,0.42,0.32,0.29,0.31,0.31,0.32,0.38,0.28,0.25,0.33,0.39,0.41,0.41,0.28,0.5,0.27,0.31,0.35,0.32,0.31,0.3,0.28,0.25,0.29,0.3,0.27,0.36,0.29,0.25,0.29,0.24,0.31,0.29,0.31,0.35,0.23,0.35,0.34,0.29,0.31,0.29,0.31,0.29,0.31,0.29,0.25,0.25,0.27,0.27,0.31,0.29,0.0,0.23,0.3,0.27,0.27,0.27,0.36,0.26,0.29,0.28,0.27,0.34,0.25,0.25,0.3,0.28,0.31,0.36,0.0,0.27,0.24,0.25,0.28,0.29,0.26,0.27,0.0,0.25,0.25,0.0,0.27,0.23,0.29,0.24,0.28,0.25,0.25,0.37,0.0,0.23,0.27,0.23,0.25,0.23,0.25,0.23,0.0,0.0,0.24,0.28,0.24,0.24,0.0,0.25,0.25,0.0,0.23,0.0,0.23,0.25,0.23,0.26,0.0,0.23,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.23,0.26,0.0,0.49,0.23,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.31,0.24,0.0,0.27,0.33,0.33,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.54
09/29/2021,0.0,0.66,0.71,0.5,0.61,0.36,0.67,0.64,0.0,0.61,0.53,0.6,0.0,0.61,0.52,0.45,0.45,0.56,0.49,0.5,0.52,0.44,0.5,0.41,0.35,0.46,0.5,0.46,0.45,0.39,0.7,0.44,0.39,0.46,0.36,0.42,0.45,0.45,0.54,0.41,0.39,0.38,0.38,0.43,0.39,0.39,0.41,0.35,0.37,0.36,0.42,0.38,0.34,0.37,0.43,0.38,0.41,0.43,0.34,0.39,0.32,0.0,0.35,0.48,0.31,0.0,0.39,0.36,0.37,0.31,0.33,0.35,0.37,0.34,0.36,0.32,0.32,0.31,0.34,0.32,0.33,0.34,0.33,0.38,0.27,0.42,0.32,0.29,0.31,0.31,0.32,0.38,0.28,0.25,0.33,0.39,0.41,0.41,0.28,0.5,0.27,0.31,0.35,0.32,0.31,0.3,0.28,0.25,0.29,0.3,0.27,0.36,0.29,0.25,0.29,0.24,0.31,0.29,0.31,0.35,0.23,0.35,0.34,0.29,0.31,0.29,0.31,0.29,0.31,0.29,0.25,0.25,0.27,0.27,0.31,0.29,0.0,0.23,0.3,0.27,0.27,0.27,0.36,0.26,0.29,0.28,0.27,0.34,0.25,0.25,0.3,0.28,0.31,0.36,0.0,0.27,0.24,0.25,0.28,0.29,0.26,0.27,0.0,0.25,0.25,0.0,0.27,0.23,0.29,0.24,0.28,0.25,0.25,0.37,0.0,0.23,0.27,0.23,0.25,0.23,0.25,0.23,0.0,0.0,0.24,0.28,0.24,0.24,0.0,0.25,0.25,0.0,0.23,0.0,0.23,0.25,0.23,0.26,0.0,0.23,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.24,0.23,0.26,0.0,0.49,0.23,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.27,0.24,0.0,0.31,0.24,0.0,0.27,0.33,0.33,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.54
