,XOM,CVX,COP,EOG,SLB,MPC,KMI,PSX,VLO,WMB,PXD,OXY,OKE,HAL,LNG,HES,DVN,BKR,FANG,MRO,TPL,TRGP,APA,OVV,XEC,COG,NOV,EQT,CHX,HFC,PDCE,SWN,FTI,MTDR,AR,ETRN,MUR,RRC,CNX,HP,CLR,REGI,AM,SM,RIG,INT,CLB,WHD,MGY,PAGP,CPE,PBF,PTEN,GPRE,DK,TELL,OII,LBRT,CLNE,ENLC,CDEV,KOS,AROC,DRQ,VNOM,BCEI,BOOM,NBR,SLCA,ARCH,PUMP,MNRL,NOG,HLX,NEX,TDW,Hess Midstream LP Class A,CVI,REX,TALO,PARR,INSW,LPG,FI,BRY,WTI,DEN,OAS,WLL,RES,CRC,GEVO,CRK,OIS,BTU,RTLR,WTTR,PVAC,SOI,DSSI,FLMN,EXTN,CHG.BK,HESM,PTBL.TA,NBRWF,1379.T,SAR.AX,DTM,n/a,SUM
07/23/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
07/26/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
07/27/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
07/28/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
07/29/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
07/30/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/02/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/03/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/04/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/05/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/06/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/09/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/10/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/11/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/13/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/16/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/17/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/18/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
