,HPQ,NTAP,IPG,PWR,DELL,IP,CINF,EPAM,TGT,CTSH,GPC,CE,MXIM,EXPD,LH,QRVO,TSCO,IT,ALL,PGR,CBRE,SNA,DOX,TROW,BBY,RS,ARW,OMC,CARR,NUE,KLAC,AES,LKQ,RJF,CDW,POOL,ANTM,WHR,WSO,EBAY,SYF,UHS,HPE,AGCO,OGN,FNF,TT,ORLY,AFL,AAP,J,HIG,F,PHM,JBL,DLTR,TER,JLL,BIO,AVY,ORI,UTHR,TTC,ENTG,EXP,CMI,EVR,DGX,PNR,GNRC,AJG,APH,LPLA,EXR,EMN,CTVA,BERY,JCI,COF,RHI,ACGL,PKI,JBHT,FTNT,DHI,JEF,LEN,UHAL,WSM,GRMN,FFIV,PSA,MAN,TRV,AOS,DTE,SWKS,HSIC,SJM,CDNS,AMAT,MTD,HUM,WAT,PEG,AMG,GLW,IDXX,HSY,ZBRA,SNPS,GWW,SMG,WY,MSI,AMP,SNX,AZO,CCK,DAR,LAZ,WRK,DG,KSU,JAZZ,IRM,PKG,LII,WST,MPWR,LPX,ALXN,AN,BR,PAYX,Cash & Cash Equivalents,KR,FL,MCK,DLB,HCA,BC,GGG,NUAN,VMI,CSL,SEE,OTIS,CPRT,SF,CI,MET,DVA,IVZ,ETN,UGI,EXC,MAS,NVR,AON,MLM,TSN,MDU,KIM,XYL,AME,MHK,PPG,AVT,AZPN,GM,FAST,TXN,INTU,NDAQ,GL,DOV,PRU,MMC,MSCI,CVS,EMR,ODFL,LSTR,FAF,LOW,MO,CBOE,MOH,AYI,NEM,NLSN,WTM,SCI,PFG,SLM,MKL,UPS,OC,STLD,FBHS,ALLY,ITT,RSG,TECH,TYL,HUBB,DKS,A,DECK,CRL,n/a,ALB,AIZ,ETR,WM,ADI,CUBE,ACI,JHG,NXST,R,CF,MTG,ISRG,GNTX,PANW,SUM
07/30/2021,1.24,0.67,0.67,0.6,0.57,0.54,0.54,0.56,0.55,0.53,0.51,0.51,0.46,0.48,0.5,0.46,0.45,0.47,0.45,0.42,0.46,0.42,0.42,0.42,0.43,0.42,0.42,0.37,0.43,0.43,0.38,0.34,0.37,0.36,0.37,0.36,0.35,0.35,0.34,0.37,0.34,0.36,0.34,0.33,0.31,0.33,0.35,0.34,0.32,0.33,0.32,0.32,0.3,0.31,0.31,0.3,0.29,0.33,0.31,0.3,0.29,0.3,0.29,0.28,0.27,0.28,0.27,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.27,0.26,0.27,0.28,0.28,0.29,0.26,0.29,0.26,0.28,0.27,0.25,0.26,0.26,0.25,0.27,0.28,0.26,0.25,0.25,0.25,0.27,0.25,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.23,0.24,0.23,0.24,0.24,0.25,0.23,0.24,0.22,0.22,0.24,0.21,0.22,0.24,0.23,0.22,0.23,0.24,0.21,0.0,0.27,0.23,0.23,0.25,0.23,0.2,0.23,0.21,0.25,0.21,0.22,0.21,0.21,0.23,0.2,0.22,0.22,0.21,0.2,0.2,0.21,0.19,0.21,0.2,0.21,0.2,0.19,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.19,0.2,0.19,0.18,0.2,0.18,0.2,0.2,0.18,0.2,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.17,0.0,0.17,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.18,0.0,0.17,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.31
08/02/2021,1.24,0.67,0.65,0.62,0.56,0.53,0.54,0.56,0.55,0.56,0.5,0.51,0.47,0.48,0.51,0.47,0.43,0.46,0.45,0.41,0.47,0.42,0.41,0.41,0.42,0.43,0.43,0.37,0.44,0.44,0.38,0.34,0.38,0.36,0.37,0.36,0.35,0.36,0.34,0.37,0.35,0.35,0.34,0.33,0.31,0.33,0.34,0.32,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.34,0.31,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.26,0.3,0.3,0.27,0.27,0.29,0.29,0.28,0.27,0.26,0.26,0.28,0.28,0.3,0.26,0.3,0.27,0.28,0.27,0.26,0.27,0.26,0.25,0.27,0.28,0.26,0.26,0.25,0.25,0.27,0.26,0.26,0.25,0.26,0.25,0.26,0.23,0.27,0.25,0.23,0.25,0.26,0.24,0.24,0.24,0.25,0.23,0.24,0.23,0.24,0.25,0.24,0.22,0.24,0.23,0.22,0.24,0.21,0.21,0.23,0.23,0.22,0.25,0.26,0.22,0.0,0.27,0.23,0.23,0.27,0.23,0.2,0.23,0.21,0.25,0.22,0.22,0.21,0.21,0.23,0.2,0.22,0.22,0.21,0.2,0.2,0.2,0.19,0.21,0.2,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.19,0.2,0.18,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.17,0.18,0.17,0.0,0.0,0.19,0.17,0.0,0.17,0.0,0.0,0.19,0.0,0.17,0.17,0.17,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.42
08/03/2021,1.25,0.68,0.66,0.61,0.56,0.53,0.54,0.56,0.55,0.56,0.5,0.51,0.47,0.48,0.51,0.46,0.43,0.46,0.44,0.41,0.48,0.41,0.41,0.42,0.42,0.43,0.43,0.36,0.45,0.45,0.42,0.33,0.37,0.36,0.38,0.36,0.35,0.35,0.34,0.34,0.34,0.36,0.34,0.34,0.31,0.33,0.35,0.33,0.32,0.32,0.32,0.32,0.3,0.31,0.32,0.3,0.3,0.35,0.33,0.3,0.29,0.29,0.3,0.29,0.29,0.28,0.26,0.3,0.3,0.27,0.27,0.29,0.28,0.28,0.27,0.26,0.26,0.28,0.28,0.3,0.26,0.31,0.27,0.28,0.27,0.25,0.27,0.26,0.24,0.27,0.28,0.26,0.26,0.25,0.25,0.26,0.24,0.26,0.25,0.27,0.25,0.26,0.23,0.27,0.25,0.23,0.25,0.25,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.24,0.25,0.24,0.22,0.24,0.24,0.22,0.24,0.21,0.21,0.23,0.24,0.22,0.25,0.26,0.22,0.0,0.27,0.23,0.23,0.27,0.23,0.2,0.23,0.21,0.25,0.23,0.22,0.21,0.21,0.23,0.2,0.22,0.22,0.21,0.2,0.2,0.21,0.19,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.2,0.2,0.18,0.2,0.18,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.0,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.17,0.18,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.53999999999999
08/04/2021,1.25,0.68,0.66,0.61,0.56,0.53,0.54,0.56,0.55,0.56,0.5,0.51,0.47,0.48,0.51,0.46,0.43,0.46,0.44,0.41,0.48,0.41,0.41,0.42,0.42,0.43,0.43,0.36,0.45,0.45,0.42,0.33,0.37,0.36,0.38,0.36,0.35,0.35,0.34,0.34,0.34,0.36,0.34,0.34,0.31,0.33,0.35,0.33,0.32,0.32,0.32,0.32,0.3,0.31,0.32,0.3,0.3,0.35,0.33,0.3,0.29,0.29,0.3,0.29,0.29,0.28,0.26,0.3,0.3,0.27,0.27,0.29,0.28,0.28,0.27,0.26,0.26,0.28,0.28,0.3,0.26,0.31,0.27,0.28,0.27,0.25,0.27,0.26,0.24,0.27,0.28,0.26,0.26,0.25,0.25,0.26,0.24,0.26,0.25,0.27,0.25,0.26,0.23,0.27,0.25,0.23,0.25,0.25,0.25,0.24,0.25,0.24,0.23,0.23,0.23,0.24,0.25,0.24,0.22,0.24,0.24,0.22,0.24,0.21,0.21,0.23,0.24,0.22,0.25,0.26,0.22,0.0,0.27,0.23,0.23,0.27,0.23,0.2,0.23,0.21,0.25,0.23,0.22,0.21,0.21,0.23,0.2,0.22,0.22,0.21,0.2,0.2,0.21,0.19,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.2,0.2,0.18,0.2,0.18,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.17,0.0,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.17,0.18,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.53999999999999
08/05/2021,1.26,0.69,0.66,0.6,0.56,0.53,0.55,0.56,0.54,0.56,0.49,0.51,0.47,0.48,0.52,0.46,0.43,0.47,0.44,0.41,0.47,0.41,0.41,0.42,0.42,0.42,0.43,0.37,0.45,0.44,0.42,0.33,0.37,0.36,0.38,0.36,0.35,0.35,0.34,0.34,0.34,0.36,0.34,0.33,0.31,0.32,0.34,0.33,0.32,0.32,0.32,0.33,0.3,0.31,0.32,0.3,0.3,0.34,0.33,0.3,0.29,0.28,0.3,0.29,0.28,0.27,0.26,0.3,0.31,0.26,0.27,0.29,0.28,0.28,0.27,0.26,0.27,0.28,0.27,0.3,0.26,0.31,0.27,0.29,0.27,0.26,0.27,0.25,0.25,0.27,0.28,0.26,0.26,0.25,0.25,0.26,0.25,0.27,0.26,0.27,0.26,0.26,0.23,0.27,0.25,0.23,0.25,0.25,0.24,0.24,0.25,0.23,0.22,0.24,0.24,0.24,0.24,0.25,0.23,0.24,0.24,0.22,0.24,0.21,0.21,0.23,0.23,0.22,0.25,0.27,0.21,0.0,0.27,0.23,0.23,0.27,0.24,0.2,0.23,0.22,0.25,0.22,0.22,0.21,0.21,0.23,0.2,0.22,0.22,0.21,0.2,0.2,0.21,0.19,0.21,0.2,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.2,0.18,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.2,0.17,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.17,0.18,0.18,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.55
08/06/2021,1.27,0.69,0.67,0.61,0.57,0.53,0.54,0.57,0.55,0.57,0.5,0.51,0.46,0.47,0.52,0.47,0.44,0.51,0.44,0.41,0.47,0.42,0.4,0.42,0.42,0.43,0.43,0.36,0.46,0.46,0.41,0.33,0.38,0.35,0.38,0.36,0.36,0.36,0.34,0.34,0.34,0.35,0.34,0.34,0.31,0.32,0.35,0.33,0.32,0.32,0.3,0.33,0.3,0.31,0.32,0.3,0.3,0.34,0.33,0.3,0.29,0.28,0.3,0.29,0.29,0.28,0.25,0.3,0.31,0.26,0.27,0.29,0.27,0.28,0.27,0.26,0.27,0.28,0.27,0.3,0.26,0.31,0.27,0.3,0.27,0.26,0.27,0.26,0.25,0.28,0.28,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.26,0.27,0.26,0.26,0.23,0.26,0.25,0.23,0.25,0.25,0.24,0.24,0.25,0.24,0.22,0.24,0.23,0.24,0.24,0.25,0.22,0.24,0.23,0.22,0.24,0.21,0.21,0.23,0.23,0.22,0.26,0.27,0.21,0.0,0.27,0.23,0.23,0.27,0.24,0.19,0.23,0.22,0.25,0.22,0.23,0.21,0.21,0.23,0.2,0.23,0.22,0.2,0.2,0.2,0.21,0.19,0.21,0.2,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.18,0.2,0.18,0.19,0.2,0.18,0.19,0.2,0.18,0.21,0.18,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.17,0.18,0.17,0.0,0.17,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.65
08/09/2021,1.26,0.69,0.68,0.62,0.57,0.52,0.53,0.59,0.55,0.56,0.48,0.5,0.47,0.47,0.52,0.47,0.45,0.52,0.43,0.41,0.48,0.42,0.4,0.43,0.43,0.41,0.42,0.37,0.46,0.43,0.42,0.35,0.37,0.36,0.39,0.36,0.34,0.35,0.33,0.33,0.34,0.34,0.34,0.34,0.31,0.34,0.33,0.33,0.33,0.31,0.3,0.33,0.29,0.3,0.31,0.3,0.3,0.38,0.34,0.3,0.29,0.32,0.3,0.29,0.29,0.27,0.26,0.31,0.31,0.26,0.27,0.29,0.28,0.28,0.26,0.25,0.26,0.28,0.28,0.3,0.27,0.32,0.26,0.31,0.27,0.26,0.27,0.27,0.25,0.28,0.28,0.25,0.25,0.25,0.25,0.27,0.24,0.25,0.25,0.27,0.26,0.26,0.22,0.27,0.26,0.24,0.24,0.26,0.24,0.25,0.25,0.23,0.21,0.24,0.23,0.25,0.25,0.25,0.22,0.24,0.24,0.21,0.24,0.22,0.18,0.23,0.23,0.22,0.26,0.27,0.22,0.0,0.27,0.23,0.23,0.0,0.24,0.19,0.22,0.21,0.25,0.22,0.23,0.21,0.21,0.23,0.2,0.22,0.22,0.21,0.18,0.2,0.22,0.19,0.21,0.2,0.21,0.2,0.2,0.21,0.2,0.18,0.2,0.24,0.2,0.19,0.19,0.18,0.2,0.19,0.18,0.2,0.19,0.2,0.2,0.18,0.21,0.18,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.17,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.2,0.17,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.17,0.17,0.18,0.0,0.17,0.17,0.17,0.17,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7
08/13/2021,1.27,0.7,0.68,0.63,0.57,0.54,0.54,0.6,0.56,0.55,0.48,0.52,0.46,0.45,0.52,0.46,0.45,0.5,0.45,0.41,0.47,0.42,0.4,0.44,0.42,0.43,0.42,0.37,0.46,0.5,0.41,0.34,0.37,0.37,0.39,0.36,0.34,0.35,0.33,0.33,0.35,0.32,0.34,0.35,0.32,0.35,0.32,0.32,0.33,0.31,0.31,0.33,0.29,0.3,0.31,0.3,0.28,0.38,0.33,0.31,0.29,0.32,0.29,0.28,0.3,0.27,0.26,0.31,0.32,0.27,0.27,0.29,0.28,0.27,0.27,0.27,0.26,0.29,0.29,0.3,0.27,0.31,0.26,0.3,0.27,0.27,0.27,0.28,0.25,0.28,0.28,0.25,0.26,0.25,0.25,0.27,0.24,0.25,0.25,0.26,0.25,0.26,0.22,0.27,0.25,0.24,0.24,0.24,0.24,0.25,0.24,0.23,0.2,0.24,0.24,0.25,0.25,0.24,0.24,0.25,0.24,0.22,0.24,0.23,0.18,0.24,0.24,0.22,0.26,0.27,0.22,0.0,0.26,0.22,0.23,0.0,0.24,0.2,0.22,0.21,0.24,0.22,0.22,0.21,0.22,0.23,0.21,0.22,0.21,0.21,0.18,0.21,0.22,0.19,0.22,0.2,0.2,0.2,0.19,0.21,0.21,0.21,0.2,0.24,0.2,0.19,0.19,0.18,0.2,0.18,0.17,0.19,0.18,0.19,0.19,0.18,0.21,0.19,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.17,0.18,0.18,0.17,0.18,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.17,0.17,0.17,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.24,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79999999999999
08/16/2021,1.29,0.69,0.69,0.65,0.57,0.54,0.55,0.59,0.55,0.57,0.48,0.52,0.45,0.45,0.51,0.45,0.45,0.52,0.45,0.41,0.46,0.42,0.4,0.43,0.43,0.42,0.42,0.37,0.45,0.53,0.39,0.34,0.36,0.38,0.4,0.36,0.33,0.36,0.33,0.34,0.36,0.32,0.34,0.36,0.35,0.35,0.32,0.32,0.33,0.31,0.32,0.33,0.29,0.3,0.32,0.3,0.27,0.38,0.33,0.3,0.3,0.31,0.29,0.26,0.31,0.28,0.27,0.3,0.32,0.27,0.27,0.29,0.29,0.27,0.27,0.27,0.26,0.29,0.3,0.31,0.27,0.3,0.27,0.31,0.27,0.27,0.27,0.28,0.25,0.28,0.27,0.25,0.26,0.26,0.25,0.26,0.24,0.24,0.25,0.27,0.23,0.26,0.22,0.27,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.2,0.24,0.24,0.25,0.25,0.24,0.24,0.26,0.24,0.22,0.24,0.23,0.18,0.24,0.24,0.22,0.26,0.27,0.23,0.0,0.26,0.22,0.23,0.0,0.24,0.2,0.22,0.21,0.24,0.23,0.22,0.2,0.22,0.23,0.21,0.22,0.21,0.21,0.18,0.21,0.22,0.19,0.22,0.2,0.21,0.2,0.19,0.22,0.21,0.21,0.2,0.24,0.2,0.19,0.2,0.19,0.2,0.0,0.17,0.19,0.18,0.19,0.19,0.18,0.2,0.19,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.17,0.18,0.19,0.0,0.18,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.2,0.17,0.17,0.17,0.17,0.0,0.0,0.18,0.17,0.17,0.0,0.0,0.28,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.99
08/19/2021,1.24,0.68,0.68,0.64,0.57,0.53,0.55,0.6,0.55,0.57,0.48,0.51,0.46,0.46,0.52,0.45,0.46,0.53,0.45,0.41,0.46,0.43,0.41,0.43,0.42,0.42,0.41,0.37,0.45,0.52,0.39,0.33,0.36,0.37,0.4,0.36,0.33,0.36,0.33,0.37,0.36,0.33,0.34,0.35,0.35,0.35,0.32,0.32,0.33,0.31,0.32,0.33,0.28,0.3,0.31,0.3,0.27,0.37,0.34,0.31,0.3,0.31,0.29,0.27,0.3,0.28,0.26,0.31,0.32,0.26,0.27,0.29,0.28,0.27,0.27,0.27,0.26,0.29,0.3,0.31,0.27,0.31,0.27,0.3,0.27,0.26,0.27,0.28,0.25,0.29,0.27,0.26,0.26,0.26,0.25,0.26,0.23,0.25,0.25,0.27,0.23,0.27,0.22,0.27,0.25,0.24,0.24,0.24,0.24,0.25,0.25,0.23,0.19,0.23,0.24,0.25,0.25,0.24,0.24,0.27,0.23,0.22,0.24,0.23,0.17,0.24,0.24,0.22,0.26,0.26,0.22,0.0,0.27,0.23,0.23,0.0,0.24,0.19,0.22,0.22,0.24,0.22,0.22,0.2,0.22,0.23,0.21,0.22,0.2,0.21,0.18,0.21,0.22,0.19,0.22,0.2,0.21,0.21,0.19,0.22,0.21,0.21,0.2,0.24,0.21,0.19,0.2,0.18,0.19,0.0,0.17,0.19,0.18,0.2,0.2,0.18,0.21,0.19,0.19,0.2,0.18,0.19,0.19,0.18,0.19,0.17,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.2,0.17,0.17,0.17,0.18,0.0,0.0,0.17,0.18,0.17,0.17,0.0,0.29,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.95
08/20/2021,1.22,0.68,0.69,0.63,0.56,0.53,0.56,0.61,0.54,0.58,0.48,0.51,0.46,0.46,0.52,0.44,0.45,0.54,0.45,0.41,0.45,0.42,0.41,0.43,0.41,0.41,0.42,0.37,0.44,0.51,0.38,0.33,0.36,0.37,0.4,0.36,0.34,0.35,0.33,0.36,0.36,0.33,0.34,0.34,0.37,0.35,0.32,0.32,0.33,0.31,0.32,0.34,0.27,0.29,0.31,0.3,0.27,0.37,0.34,0.3,0.3,0.32,0.29,0.27,0.3,0.28,0.26,0.31,0.32,0.25,0.27,0.29,0.28,0.28,0.27,0.27,0.26,0.29,0.29,0.31,0.28,0.31,0.27,0.3,0.26,0.26,0.26,0.28,0.25,0.29,0.27,0.26,0.26,0.26,0.25,0.27,0.23,0.25,0.26,0.27,0.23,0.27,0.22,0.27,0.26,0.24,0.24,0.25,0.25,0.24,0.25,0.23,0.19,0.23,0.24,0.25,0.25,0.24,0.24,0.26,0.23,0.22,0.24,0.23,0.17,0.24,0.24,0.22,0.27,0.26,0.22,0.0,0.25,0.23,0.23,0.0,0.26,0.19,0.23,0.22,0.24,0.22,0.22,0.21,0.21,0.23,0.21,0.22,0.2,0.21,0.18,0.21,0.22,0.19,0.22,0.2,0.21,0.2,0.19,0.22,0.21,0.21,0.2,0.24,0.21,0.19,0.19,0.18,0.19,0.0,0.0,0.19,0.18,0.19,0.2,0.19,0.21,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.0,0.18,0.18,0.17,0.18,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.2,0.17,0.17,0.17,0.18,0.17,0.0,0.18,0.17,0.17,0.0,0.17,0.29,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.88
08/23/2021,1.2,0.68,0.67,0.65,0.56,0.53,0.56,0.62,0.53,0.58,0.48,0.5,0.48,0.46,0.52,0.44,0.47,0.53,0.46,0.41,0.45,0.41,0.41,0.43,0.41,0.41,0.42,0.36,0.45,0.5,0.39,0.33,0.37,0.37,0.4,0.36,0.34,0.35,0.33,0.36,0.35,0.33,0.33,0.33,0.36,0.35,0.33,0.33,0.33,0.31,0.31,0.33,0.27,0.29,0.31,0.3,0.27,0.37,0.34,0.31,0.31,0.32,0.28,0.27,0.3,0.27,0.26,0.32,0.32,0.25,0.28,0.29,0.28,0.28,0.26,0.26,0.26,0.29,0.29,0.31,0.28,0.31,0.27,0.3,0.26,0.26,0.27,0.28,0.25,0.29,0.26,0.27,0.26,0.27,0.25,0.27,0.23,0.25,0.26,0.28,0.23,0.27,0.22,0.28,0.26,0.23,0.24,0.25,0.25,0.25,0.27,0.23,0.2,0.23,0.25,0.25,0.25,0.24,0.24,0.25,0.23,0.22,0.24,0.23,0.0,0.24,0.24,0.22,0.27,0.27,0.22,0.0,0.26,0.23,0.23,0.0,0.26,0.19,0.22,0.21,0.24,0.21,0.22,0.21,0.21,0.23,0.21,0.22,0.2,0.21,0.18,0.21,0.23,0.18,0.22,0.2,0.21,0.2,0.19,0.22,0.21,0.21,0.2,0.24,0.21,0.19,0.19,0.18,0.19,0.0,0.0,0.2,0.18,0.2,0.2,0.19,0.21,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.2,0.19,0.18,0.19,0.18,0.18,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.17,0.0,0.17,0.17,0.18,0.17,0.17,0.27,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.97
08/26/2021,1.22,0.68,0.68,0.65,0.57,0.53,0.56,0.62,0.54,0.58,0.47,0.5,0.49,0.46,0.52,0.44,0.46,0.52,0.46,0.41,0.45,0.41,0.41,0.43,0.41,0.41,0.42,0.36,0.45,0.51,0.39,0.33,0.36,0.37,0.4,0.35,0.34,0.35,0.33,0.36,0.35,0.34,0.34,0.33,0.35,0.35,0.33,0.32,0.33,0.31,0.31,0.33,0.27,0.29,0.31,0.31,0.27,0.37,0.34,0.31,0.31,0.32,0.28,0.27,0.3,0.28,0.26,0.31,0.32,0.26,0.28,0.29,0.28,0.28,0.26,0.25,0.26,0.29,0.29,0.31,0.28,0.3,0.27,0.31,0.26,0.27,0.26,0.28,0.25,0.29,0.27,0.26,0.26,0.26,0.25,0.27,0.24,0.25,0.25,0.28,0.23,0.26,0.22,0.27,0.25,0.23,0.24,0.24,0.24,0.25,0.27,0.23,0.2,0.24,0.25,0.25,0.25,0.24,0.24,0.25,0.23,0.22,0.24,0.23,0.17,0.24,0.24,0.21,0.27,0.28,0.23,0.0,0.25,0.23,0.23,0.0,0.26,0.2,0.23,0.22,0.24,0.22,0.22,0.21,0.21,0.23,0.21,0.22,0.2,0.21,0.18,0.21,0.22,0.19,0.22,0.2,0.21,0.2,0.19,0.22,0.21,0.21,0.2,0.24,0.21,0.19,0.19,0.18,0.19,0.0,0.0,0.2,0.18,0.2,0.2,0.18,0.21,0.19,0.19,0.2,0.18,0.19,0.2,0.18,0.2,0.19,0.18,0.19,0.18,0.18,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.0,0.0,0.19,0.17,0.0,0.17,0.18,0.18,0.17,0.17,0.28,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
08/27/2021,1.23,0.68,0.68,0.66,0.58,0.53,0.55,0.62,0.53,0.58,0.47,0.51,0.48,0.45,0.51,0.44,0.46,0.52,0.46,0.41,0.45,0.42,0.4,0.43,0.44,0.41,0.42,0.36,0.45,0.52,0.39,0.33,0.37,0.37,0.39,0.35,0.33,0.35,0.33,0.36,0.35,0.34,0.34,0.34,0.35,0.35,0.33,0.32,0.33,0.3,0.31,0.33,0.27,0.3,0.31,0.31,0.27,0.37,0.34,0.31,0.3,0.32,0.28,0.27,0.3,0.28,0.26,0.31,0.32,0.27,0.28,0.29,0.28,0.28,0.27,0.25,0.26,0.29,0.29,0.31,0.28,0.3,0.27,0.3,0.27,0.27,0.27,0.28,0.26,0.29,0.27,0.26,0.26,0.26,0.25,0.27,0.24,0.24,0.24,0.28,0.23,0.26,0.22,0.27,0.25,0.24,0.24,0.24,0.24,0.25,0.27,0.22,0.2,0.24,0.25,0.25,0.25,0.24,0.24,0.25,0.23,0.22,0.24,0.23,0.0,0.24,0.24,0.21,0.27,0.28,0.23,0.0,0.25,0.22,0.23,0.0,0.26,0.21,0.22,0.21,0.24,0.22,0.22,0.21,0.22,0.23,0.21,0.22,0.21,0.21,0.18,0.21,0.22,0.19,0.22,0.19,0.21,0.2,0.19,0.22,0.21,0.2,0.19,0.24,0.21,0.19,0.2,0.18,0.19,0.0,0.0,0.19,0.18,0.2,0.2,0.18,0.21,0.19,0.19,0.2,0.18,0.19,0.2,0.18,0.2,0.18,0.18,0.18,0.18,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.0,0.0,0.19,0.17,0.0,0.18,0.18,0.18,0.17,0.17,0.28,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.99999999999999
