,HPQ,NTAP,IPG,PWR,DELL,IP,CINF,EPAM,TGT,CTSH,GPC,CE,MXIM,EXPD,LH,QRVO,TSCO,IT,ALL,PGR,CBRE,SNA,DOX,TROW,BBY,RS,ARW,OMC,CARR,NUE,KLAC,AES,LKQ,RJF,CDW,POOL,ANTM,WHR,WSO,EBAY,SYF,UHS,HPE,AGCO,OGN,FNF,TT,ORLY,AFL,AAP,J,HIG,F,PHM,JBL,DLTR,TER,JLL,BIO,AVY,ORI,UTHR,TTC,ENTG,EXP,CMI,EVR,DGX,PNR,GNRC,AJG,APH,LPLA,EXR,EMN,CTVA,BERY,JCI,COF,RHI,ACGL,PKI,JBHT,FTNT,DHI,JEF,LEN,UHAL,WSM,GRMN,FFIV,PSA,MAN,TRV,AOS,DTE,SWKS,HSIC,SJM,CDNS,AMAT,MTD,HUM,WAT,PEG,AMG,GLW,IDXX,HSY,ZBRA,SNPS,GWW,SMG,WY,MSI,AMP,SNX,AZO,CCK,DAR,LAZ,WRK,DG,KSU,JAZZ,IRM,PKG,LII,WST,MPWR,LPX,ALXN,AN,BR,PAYX,Cash & Cash Equivalents,KR,FL,MCK,DLB,HCA,BC,GGG,NUAN,VMI,CSL,SEE,OTIS,CPRT,SF,CI,MET,DVA,IVZ,ETN,UGI,EXC,MAS,NVR,AON,MLM,TSN,MDU,KIM,XYL,AME,MHK,PPG,AVT,AZPN,GM,FAST,TXN,INTU,NDAQ,GL,DOV,PRU,MMC,MSCI,CVS,EMR,ODFL,LSTR,FAF,LOW,MO,CBOE,MOH,AYI,NEM,NLSN,WTM,SCI,PFG,SLM,MKL,UPS,OC,STLD,FBHS,ALLY,ITT,RSG,TECH,TYL,HUBB,DKS,A,DECK,CRL,n/a,ALB,AIZ,ETR,WM,ADI,CUBE,ACI,JHG,NXST,R,CF,MTG,ISRG,GNTX,PANW,SUM
09/02/2021,1.25,0.73,0.66,0.68,0.55,0.53,0.55,0.62,0.52,0.57,0.47,0.51,0.0,0.46,0.51,0.45,0.45,0.52,0.44,0.4,0.46,0.41,0.4,0.44,0.43,0.41,0.43,0.35,0.46,0.51,0.4,0.33,0.37,0.38,0.4,0.36,0.33,0.35,0.33,0.38,0.34,0.34,0.34,0.35,0.35,0.35,0.33,0.31,0.32,0.29,0.31,0.33,0.27,0.3,0.33,0.27,0.28,0.37,0.35,0.31,0.3,0.32,0.28,0.28,0.31,0.28,0.27,0.31,0.31,0.28,0.27,0.3,0.29,0.29,0.26,0.26,0.27,0.29,0.27,0.31,0.27,0.31,0.28,0.32,0.26,0.27,0.27,0.28,0.28,0.3,0.27,0.26,0.26,0.26,0.25,0.26,0.24,0.24,0.23,0.29,0.24,0.27,0.21,0.27,0.25,0.24,0.23,0.24,0.23,0.25,0.28,0.22,0.2,0.24,0.25,0.25,0.26,0.23,0.24,0.25,0.23,0.22,0.23,0.23,0.0,0.24,0.24,0.21,0.27,0.29,0.25,0.0,0.24,0.22,0.22,0.0,0.26,0.19,0.22,0.21,0.24,0.21,0.22,0.2,0.22,0.23,0.21,0.22,0.21,0.21,0.17,0.21,0.22,0.19,0.22,0.19,0.21,0.2,0.19,0.22,0.2,0.2,0.19,0.24,0.21,0.19,0.19,0.17,0.19,0.0,0.0,0.19,0.18,0.2,0.2,0.18,0.21,0.19,0.19,0.2,0.18,0.19,0.2,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.0,0.17,0.19,0.18,0.0,0.18,0.22,0.19,0.0,0.18,0.32,0.17,0.17,0.0,0.0,0.6,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.260000000000005
09/03/2021,1.26,0.74,0.67,0.67,0.55,0.54,0.55,0.62,0.52,0.57,0.46,0.51,0.0,0.46,0.51,0.45,0.45,0.53,0.45,0.4,0.46,0.41,0.4,0.44,0.42,0.4,0.42,0.36,0.46,0.49,0.4,0.32,0.37,0.38,0.4,0.36,0.33,0.34,0.33,0.37,0.35,0.34,0.35,0.34,0.35,0.35,0.33,0.31,0.32,0.29,0.31,0.33,0.27,0.3,0.32,0.26,0.28,0.37,0.35,0.32,0.3,0.33,0.28,0.28,0.31,0.27,0.27,0.31,0.31,0.27,0.27,0.3,0.29,0.3,0.26,0.26,0.27,0.29,0.28,0.31,0.27,0.31,0.27,0.31,0.26,0.27,0.27,0.28,0.29,0.29,0.26,0.26,0.26,0.26,0.25,0.26,0.24,0.24,0.23,0.29,0.24,0.26,0.21,0.27,0.25,0.24,0.23,0.24,0.24,0.25,0.28,0.22,0.2,0.24,0.25,0.25,0.25,0.23,0.24,0.25,0.23,0.22,0.23,0.22,0.0,0.25,0.25,0.21,0.27,0.28,0.24,0.0,0.24,0.22,0.22,0.0,0.26,0.19,0.22,0.21,0.24,0.2,0.22,0.2,0.22,0.23,0.21,0.22,0.21,0.21,0.18,0.21,0.22,0.19,0.22,0.19,0.21,0.21,0.19,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.19,0.17,0.19,0.0,0.0,0.2,0.18,0.2,0.2,0.18,0.21,0.19,0.2,0.2,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.18,0.18,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.17,0.0,0.19,0.18,0.0,0.17,0.22,0.19,0.0,0.18,0.21,0.17,0.17,0.0,0.0,0.59,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.11
09/06/2021,1.25,0.74,0.68,0.74,0.55,0.53,0.54,0.61,0.51,0.57,0.46,0.5,0.0,0.45,0.52,0.44,0.45,0.53,0.44,0.41,0.47,0.42,0.4,0.43,0.42,0.4,0.41,0.36,0.46,0.48,0.39,0.33,0.36,0.37,0.4,0.36,0.33,0.35,0.33,0.37,0.33,0.34,0.34,0.34,0.37,0.34,0.33,0.3,0.32,0.29,0.31,0.33,0.27,0.3,0.32,0.27,0.28,0.36,0.35,0.32,0.29,0.32,0.27,0.28,0.31,0.27,0.27,0.31,0.31,0.28,0.28,0.29,0.29,0.3,0.26,0.26,0.27,0.29,0.26,0.31,0.26,0.31,0.28,0.31,0.26,0.27,0.27,0.28,0.28,0.29,0.26,0.26,0.26,0.26,0.26,0.26,0.23,0.25,0.23,0.29,0.24,0.26,0.22,0.28,0.25,0.23,0.23,0.24,0.24,0.25,0.28,0.22,0.2,0.24,0.25,0.25,0.26,0.22,0.24,0.25,0.23,0.23,0.23,0.23,0.0,0.26,0.25,0.21,0.28,0.28,0.24,0.0,0.23,0.22,0.22,0.0,0.26,0.2,0.23,0.21,0.24,0.21,0.22,0.2,0.22,0.23,0.21,0.22,0.21,0.21,0.18,0.2,0.23,0.19,0.22,0.2,0.21,0.21,0.19,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.19,0.17,0.18,0.0,0.0,0.2,0.18,0.2,0.2,0.18,0.21,0.18,0.2,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.22,0.19,0.0,0.18,0.24,0.18,0.17,0.0,0.0,0.58,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.11999999999999
09/07/2021,1.25,0.74,0.68,0.74,0.55,0.53,0.54,0.61,0.51,0.57,0.46,0.5,0.0,0.45,0.52,0.44,0.45,0.53,0.44,0.41,0.47,0.42,0.4,0.43,0.42,0.4,0.41,0.36,0.46,0.48,0.39,0.33,0.36,0.37,0.4,0.36,0.33,0.35,0.33,0.37,0.33,0.34,0.34,0.34,0.37,0.34,0.33,0.3,0.32,0.29,0.31,0.33,0.27,0.3,0.32,0.27,0.28,0.36,0.35,0.32,0.29,0.32,0.27,0.28,0.31,0.27,0.27,0.31,0.31,0.28,0.28,0.29,0.29,0.3,0.26,0.26,0.27,0.29,0.26,0.31,0.26,0.31,0.28,0.31,0.26,0.27,0.27,0.28,0.28,0.29,0.26,0.26,0.26,0.26,0.26,0.26,0.23,0.25,0.23,0.29,0.24,0.26,0.22,0.28,0.25,0.23,0.23,0.24,0.24,0.25,0.28,0.22,0.2,0.24,0.25,0.25,0.26,0.22,0.24,0.25,0.23,0.23,0.23,0.23,0.0,0.26,0.25,0.21,0.28,0.28,0.24,0.0,0.23,0.22,0.22,0.0,0.26,0.2,0.23,0.21,0.24,0.21,0.22,0.2,0.22,0.23,0.21,0.22,0.21,0.21,0.18,0.2,0.23,0.19,0.22,0.2,0.21,0.21,0.19,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.19,0.17,0.18,0.0,0.0,0.2,0.18,0.2,0.2,0.18,0.21,0.18,0.2,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.22,0.19,0.0,0.18,0.24,0.18,0.17,0.0,0.0,0.58,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.11999999999999
09/08/2021,1.26,0.76,0.67,0.76,0.55,0.53,0.54,0.62,0.51,0.57,0.46,0.5,0.0,0.45,0.51,0.44,0.46,0.53,0.44,0.41,0.47,0.41,0.4,0.43,0.41,0.4,0.41,0.36,0.45,0.48,0.4,0.33,0.36,0.37,0.4,0.36,0.33,0.35,0.34,0.37,0.33,0.34,0.35,0.34,0.37,0.34,0.33,0.31,0.32,0.29,0.31,0.33,0.27,0.29,0.32,0.27,0.28,0.37,0.35,0.32,0.29,0.32,0.28,0.28,0.3,0.27,0.27,0.32,0.31,0.28,0.28,0.3,0.29,0.31,0.26,0.26,0.27,0.29,0.26,0.31,0.26,0.31,0.28,0.32,0.26,0.27,0.26,0.28,0.27,0.3,0.26,0.26,0.26,0.26,0.25,0.26,0.23,0.25,0.23,0.29,0.24,0.27,0.22,0.28,0.25,0.23,0.23,0.24,0.24,0.25,0.28,0.22,0.2,0.25,0.25,0.25,0.25,0.22,0.24,0.25,0.23,0.23,0.22,0.23,0.0,0.26,0.25,0.21,0.29,0.29,0.24,0.0,0.23,0.22,0.22,0.0,0.26,0.2,0.23,0.21,0.24,0.2,0.22,0.2,0.21,0.23,0.21,0.22,0.21,0.21,0.18,0.2,0.23,0.18,0.21,0.19,0.21,0.21,0.18,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.18,0.17,0.18,0.0,0.0,0.2,0.18,0.2,0.2,0.18,0.21,0.18,0.2,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.23,0.19,0.0,0.18,0.25,0.18,0.17,0.0,0.0,0.58,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.17
09/10/2021,1.22,0.75,0.67,0.76,0.55,0.53,0.54,0.61,0.51,0.57,0.46,0.49,0.0,0.45,0.51,0.44,0.47,0.54,0.44,0.41,0.48,0.41,0.41,0.43,0.41,0.4,0.41,0.36,0.45,0.48,0.4,0.33,0.36,0.37,0.4,0.36,0.34,0.34,0.33,0.37,0.33,0.34,0.34,0.34,0.37,0.34,0.32,0.31,0.32,0.29,0.31,0.33,0.27,0.29,0.33,0.27,0.28,0.37,0.35,0.32,0.29,0.32,0.27,0.28,0.29,0.27,0.27,0.32,0.31,0.28,0.28,0.3,0.29,0.3,0.26,0.26,0.26,0.29,0.26,0.31,0.26,0.32,0.28,0.32,0.26,0.28,0.26,0.28,0.27,0.3,0.27,0.26,0.26,0.26,0.25,0.26,0.23,0.25,0.23,0.29,0.24,0.27,0.22,0.28,0.25,0.23,0.23,0.24,0.23,0.25,0.28,0.22,0.2,0.24,0.25,0.25,0.26,0.22,0.24,0.25,0.24,0.22,0.23,0.23,0.0,0.25,0.25,0.21,0.29,0.29,0.24,0.0,0.23,0.22,0.22,0.0,0.26,0.19,0.23,0.2,0.25,0.2,0.22,0.21,0.22,0.22,0.21,0.22,0.21,0.21,0.18,0.2,0.23,0.19,0.21,0.19,0.21,0.2,0.19,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.18,0.0,0.18,0.0,0.0,0.2,0.18,0.2,0.2,0.18,0.21,0.19,0.21,0.21,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.18,0.18,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.22,0.19,0.0,0.18,0.26,0.18,0.17,0.17,0.0,0.59,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.15
09/13/2021,1.21,0.77,0.68,0.76,0.55,0.53,0.54,0.62,0.52,0.57,0.46,0.5,0.0,0.46,0.52,0.43,0.48,0.55,0.44,0.4,0.48,0.41,0.41,0.43,0.41,0.4,0.41,0.35,0.46,0.48,0.41,0.33,0.36,0.37,0.4,0.36,0.33,0.34,0.33,0.36,0.33,0.33,0.33,0.33,0.36,0.34,0.32,0.31,0.32,0.3,0.32,0.34,0.27,0.27,0.33,0.27,0.28,0.37,0.35,0.32,0.29,0.33,0.27,0.28,0.29,0.27,0.27,0.32,0.31,0.29,0.28,0.29,0.29,0.3,0.26,0.26,0.26,0.3,0.26,0.31,0.26,0.31,0.27,0.31,0.25,0.28,0.25,0.28,0.28,0.3,0.27,0.26,0.26,0.26,0.25,0.27,0.23,0.25,0.23,0.29,0.24,0.27,0.22,0.28,0.25,0.23,0.23,0.24,0.24,0.25,0.28,0.22,0.2,0.24,0.25,0.25,0.25,0.23,0.24,0.24,0.23,0.23,0.23,0.22,0.0,0.25,0.25,0.21,0.29,0.28,0.24,0.0,0.23,0.22,0.22,0.0,0.26,0.19,0.23,0.2,0.25,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.21,0.21,0.18,0.21,0.22,0.19,0.21,0.19,0.22,0.2,0.19,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.18,0.17,0.18,0.0,0.0,0.2,0.18,0.21,0.2,0.18,0.21,0.19,0.21,0.21,0.19,0.18,0.2,0.18,0.19,0.18,0.19,0.18,0.17,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.21,0.19,0.0,0.18,0.27,0.18,0.17,0.17,0.0,0.62,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.150000000000006
09/14/2021,1.21,0.77,0.68,0.76,0.55,0.53,0.54,0.62,0.52,0.57,0.46,0.5,0.0,0.46,0.52,0.43,0.48,0.55,0.44,0.4,0.48,0.41,0.41,0.43,0.41,0.4,0.41,0.35,0.46,0.48,0.41,0.33,0.36,0.37,0.4,0.36,0.33,0.34,0.33,0.36,0.33,0.33,0.33,0.33,0.36,0.34,0.32,0.31,0.32,0.3,0.32,0.34,0.27,0.27,0.33,0.27,0.28,0.37,0.35,0.32,0.29,0.33,0.27,0.28,0.29,0.27,0.27,0.32,0.31,0.29,0.28,0.29,0.29,0.3,0.26,0.26,0.26,0.3,0.26,0.31,0.26,0.31,0.27,0.31,0.25,0.28,0.25,0.28,0.28,0.3,0.27,0.26,0.26,0.26,0.25,0.27,0.23,0.25,0.23,0.29,0.24,0.27,0.22,0.28,0.25,0.23,0.23,0.24,0.24,0.25,0.28,0.22,0.2,0.24,0.25,0.25,0.25,0.23,0.24,0.24,0.23,0.23,0.23,0.22,0.0,0.25,0.25,0.21,0.29,0.28,0.24,0.0,0.23,0.22,0.22,0.0,0.26,0.19,0.23,0.2,0.25,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.21,0.21,0.18,0.21,0.22,0.19,0.21,0.19,0.22,0.2,0.19,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.18,0.17,0.18,0.0,0.0,0.2,0.18,0.21,0.2,0.18,0.21,0.19,0.21,0.21,0.19,0.18,0.2,0.18,0.19,0.18,0.19,0.18,0.17,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.21,0.19,0.0,0.18,0.27,0.18,0.17,0.17,0.0,0.62,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.150000000000006
09/15/2021,1.21,0.78,0.67,0.77,0.55,0.53,0.53,0.62,0.52,0.57,0.46,0.5,0.0,0.47,0.51,0.43,0.49,0.54,0.44,0.41,0.47,0.41,0.41,0.44,0.41,0.4,0.41,0.35,0.45,0.48,0.42,0.33,0.37,0.37,0.4,0.37,0.32,0.34,0.34,0.36,0.34,0.32,0.33,0.33,0.36,0.34,0.32,0.32,0.32,0.3,0.31,0.34,0.27,0.27,0.33,0.27,0.28,0.36,0.36,0.33,0.29,0.33,0.28,0.28,0.29,0.27,0.27,0.32,0.31,0.29,0.28,0.3,0.28,0.3,0.26,0.26,0.26,0.3,0.26,0.31,0.26,0.31,0.27,0.31,0.25,0.28,0.25,0.28,0.28,0.3,0.27,0.26,0.26,0.26,0.25,0.26,0.23,0.25,0.23,0.3,0.25,0.27,0.22,0.28,0.25,0.23,0.23,0.25,0.24,0.25,0.28,0.22,0.19,0.24,0.25,0.25,0.24,0.23,0.24,0.24,0.24,0.23,0.22,0.22,0.0,0.25,0.25,0.21,0.29,0.29,0.24,0.0,0.23,0.22,0.22,0.0,0.24,0.19,0.23,0.21,0.25,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.21,0.21,0.17,0.21,0.21,0.19,0.21,0.19,0.22,0.21,0.19,0.23,0.2,0.19,0.19,0.24,0.21,0.18,0.18,0.17,0.18,0.0,0.0,0.2,0.18,0.21,0.2,0.18,0.21,0.19,0.21,0.21,0.18,0.18,0.2,0.18,0.19,0.18,0.19,0.19,0.17,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.21,0.19,0.0,0.18,0.21,0.18,0.17,0.17,0.17,0.62,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.11
09/16/2021,1.22,0.77,0.68,0.77,0.57,0.53,0.54,0.61,0.52,0.57,0.46,0.5,0.0,0.47,0.51,0.44,0.48,0.54,0.45,0.41,0.48,0.41,0.41,0.43,0.41,0.4,0.41,0.36,0.45,0.46,0.42,0.33,0.37,0.37,0.4,0.35,0.33,0.34,0.33,0.36,0.34,0.33,0.33,0.33,0.36,0.34,0.32,0.31,0.32,0.29,0.31,0.35,0.27,0.27,0.33,0.26,0.28,0.37,0.35,0.32,0.29,0.32,0.27,0.29,0.29,0.28,0.27,0.32,0.31,0.28,0.28,0.3,0.28,0.3,0.26,0.26,0.26,0.3,0.27,0.31,0.26,0.31,0.27,0.3,0.25,0.28,0.25,0.29,0.28,0.29,0.27,0.26,0.26,0.26,0.25,0.26,0.24,0.25,0.23,0.29,0.25,0.27,0.22,0.27,0.25,0.23,0.23,0.24,0.24,0.25,0.28,0.22,0.19,0.24,0.25,0.25,0.24,0.23,0.23,0.25,0.24,0.23,0.22,0.22,0.0,0.25,0.25,0.21,0.28,0.28,0.24,0.0,0.24,0.22,0.22,0.0,0.24,0.18,0.23,0.21,0.25,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.21,0.21,0.18,0.21,0.22,0.19,0.21,0.19,0.22,0.21,0.19,0.23,0.2,0.2,0.19,0.25,0.21,0.18,0.19,0.0,0.18,0.0,0.0,0.2,0.19,0.2,0.2,0.18,0.2,0.19,0.21,0.21,0.18,0.18,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.18,0.0,0.17,0.0,0.19,0.18,0.0,0.0,0.21,0.19,0.0,0.18,0.32,0.17,0.17,0.17,0.17,0.63,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2
09/17/2021,1.19,0.78,0.69,0.78,0.56,0.53,0.54,0.62,0.52,0.57,0.47,0.49,0.0,0.48,0.51,0.44,0.49,0.54,0.45,0.41,0.48,0.4,0.41,0.43,0.41,0.4,0.4,0.36,0.45,0.45,0.43,0.33,0.37,0.37,0.39,0.35,0.33,0.34,0.33,0.35,0.34,0.32,0.32,0.33,0.36,0.34,0.31,0.32,0.32,0.3,0.31,0.35,0.27,0.27,0.33,0.26,0.29,0.37,0.35,0.32,0.27,0.33,0.27,0.3,0.29,0.27,0.27,0.32,0.31,0.28,0.28,0.3,0.28,0.3,0.25,0.26,0.26,0.3,0.26,0.31,0.26,0.31,0.27,0.31,0.25,0.28,0.25,0.29,0.28,0.29,0.27,0.26,0.26,0.26,0.24,0.26,0.23,0.26,0.24,0.29,0.25,0.27,0.22,0.28,0.25,0.23,0.23,0.24,0.24,0.25,0.28,0.22,0.18,0.23,0.25,0.25,0.24,0.23,0.24,0.25,0.23,0.22,0.22,0.22,0.0,0.24,0.25,0.2,0.29,0.29,0.23,0.0,0.24,0.22,0.22,0.0,0.24,0.18,0.23,0.21,0.25,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.21,0.21,0.17,0.21,0.21,0.19,0.21,0.19,0.22,0.21,0.19,0.23,0.2,0.2,0.19,0.25,0.21,0.19,0.18,0.0,0.18,0.0,0.0,0.2,0.19,0.21,0.2,0.18,0.2,0.19,0.21,0.21,0.18,0.18,0.2,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.21,0.19,0.17,0.18,0.33,0.17,0.17,0.17,0.17,0.64,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.13
09/20/2021,1.21,0.79,0.68,0.78,0.59,0.53,0.54,0.62,0.53,0.58,0.48,0.5,0.0,0.47,0.51,0.44,0.5,0.55,0.44,0.41,0.48,0.41,0.41,0.43,0.4,0.4,0.41,0.36,0.44,0.47,0.44,0.34,0.38,0.37,0.39,0.35,0.34,0.34,0.33,0.37,0.35,0.32,0.31,0.33,0.36,0.34,0.31,0.32,0.32,0.31,0.31,0.35,0.28,0.27,0.33,0.27,0.29,0.37,0.34,0.32,0.27,0.32,0.27,0.31,0.27,0.27,0.27,0.32,0.32,0.28,0.29,0.3,0.28,0.3,0.25,0.26,0.26,0.3,0.27,0.31,0.26,0.31,0.27,0.31,0.25,0.28,0.25,0.28,0.29,0.29,0.28,0.26,0.25,0.26,0.24,0.26,0.23,0.26,0.24,0.3,0.26,0.27,0.21,0.27,0.25,0.23,0.23,0.24,0.24,0.25,0.28,0.22,0.18,0.24,0.25,0.25,0.24,0.24,0.24,0.26,0.23,0.22,0.23,0.22,0.0,0.24,0.24,0.2,0.29,0.29,0.24,0.0,0.26,0.22,0.22,0.0,0.23,0.18,0.23,0.21,0.26,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.22,0.21,0.17,0.21,0.21,0.19,0.21,0.18,0.22,0.2,0.19,0.23,0.19,0.2,0.18,0.25,0.21,0.19,0.18,0.0,0.18,0.0,0.0,0.2,0.19,0.21,0.2,0.18,0.2,0.19,0.21,0.21,0.19,0.18,0.2,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.17,0.0,0.0,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.0,0.21,0.19,0.17,0.18,0.0,0.17,0.17,0.17,0.17,0.64,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.220000000000006
09/21/2021,1.21,0.77,0.69,0.8,0.59,0.52,0.53,0.61,0.53,0.58,0.48,0.49,0.0,0.47,0.51,0.43,0.5,0.54,0.45,0.4,0.47,0.4,0.41,0.43,0.41,0.39,0.41,0.37,0.45,0.45,0.44,0.34,0.37,0.37,0.39,0.35,0.34,0.34,0.33,0.37,0.35,0.32,0.31,0.32,0.36,0.34,0.31,0.32,0.32,0.31,0.31,0.35,0.29,0.28,0.33,0.27,0.29,0.37,0.35,0.31,0.27,0.31,0.27,0.31,0.27,0.27,0.27,0.32,0.31,0.28,0.29,0.3,0.29,0.29,0.25,0.25,0.25,0.3,0.27,0.31,0.26,0.32,0.27,0.31,0.26,0.28,0.26,0.28,0.29,0.29,0.27,0.25,0.24,0.26,0.23,0.26,0.23,0.25,0.24,0.29,0.26,0.27,0.22,0.27,0.25,0.23,0.23,0.24,0.24,0.24,0.28,0.21,0.18,0.25,0.25,0.25,0.24,0.24,0.24,0.26,0.23,0.22,0.23,0.22,0.0,0.24,0.24,0.2,0.29,0.29,0.24,0.0,0.27,0.22,0.22,0.0,0.23,0.18,0.23,0.21,0.26,0.21,0.22,0.21,0.22,0.22,0.2,0.21,0.21,0.21,0.18,0.21,0.21,0.2,0.21,0.18,0.22,0.2,0.19,0.23,0.19,0.2,0.18,0.25,0.21,0.19,0.18,0.0,0.18,0.0,0.0,0.2,0.19,0.21,0.2,0.17,0.2,0.19,0.21,0.21,0.19,0.18,0.2,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.0,0.22,0.19,0.17,0.18,0.21,0.17,0.17,0.0,0.17,0.64,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.14
09/22/2021,1.21,0.77,0.69,0.8,0.59,0.52,0.53,0.61,0.53,0.58,0.48,0.49,0.0,0.47,0.51,0.43,0.5,0.54,0.45,0.4,0.47,0.4,0.41,0.43,0.41,0.39,0.41,0.37,0.45,0.45,0.44,0.34,0.37,0.37,0.39,0.35,0.34,0.34,0.33,0.37,0.35,0.32,0.31,0.32,0.36,0.34,0.31,0.32,0.32,0.31,0.31,0.35,0.29,0.28,0.33,0.27,0.29,0.37,0.35,0.31,0.27,0.31,0.27,0.31,0.27,0.27,0.27,0.32,0.31,0.28,0.29,0.3,0.29,0.29,0.25,0.25,0.25,0.3,0.27,0.31,0.26,0.32,0.27,0.31,0.26,0.28,0.26,0.28,0.29,0.29,0.27,0.25,0.24,0.26,0.23,0.26,0.23,0.25,0.24,0.29,0.26,0.27,0.22,0.27,0.25,0.23,0.23,0.24,0.24,0.24,0.28,0.21,0.18,0.25,0.25,0.25,0.24,0.24,0.24,0.26,0.23,0.22,0.23,0.22,0.0,0.24,0.24,0.2,0.29,0.29,0.24,0.0,0.27,0.22,0.22,0.0,0.23,0.18,0.23,0.21,0.26,0.21,0.22,0.21,0.22,0.22,0.2,0.21,0.21,0.21,0.18,0.21,0.21,0.2,0.21,0.18,0.22,0.2,0.19,0.23,0.19,0.2,0.18,0.25,0.21,0.19,0.18,0.0,0.18,0.0,0.0,0.2,0.19,0.21,0.2,0.17,0.2,0.19,0.21,0.21,0.19,0.18,0.2,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.17,0.0,0.19,0.19,0.0,0.0,0.22,0.19,0.17,0.18,0.21,0.17,0.17,0.0,0.17,0.64,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.14
