,SM,AMC,DDS,CHS,ANF,EXPR,OII,SC,COMM,MD,CLF,EVRI,OMI,TEN,AMCX,CNXC,DBI,CZR,SBH,GCO,BGFV,CNDT,LPX,DECK,REZI,IT,SLM,FHN,BLDR,SBNY,CIM,DLX,VMI,CAL,IGT,SNV,CDEV,AXL,OUT,PBI,KTB,TEX,MIDD,BF.B,TSE,FRT,XEC,TGNA,TKR,COTY,CEIX,BKD,GVA,CYH,PKI,SHOO,ACC,PDCE,GIII,HMHC,SHO,GPRE,BLMN,HE,MTG,NXST,POOL,TRN,IHRT,ARCH,ELAN,TRU,AVNT,PLCE,FSLR,RDN,JACK,EAT,CR,CAKE,EXP,GHC,UHAL,OSTK,UMPQ,CBT,AEL,GLPI,BCC,SUI,CLH,SEM,WST,CFX,FDP,UVV,ENS,H,ACHC,EPC,TFX,BECN,GBX,TXRH,GNRC,CIEN,MDP,SBAC,CRUS,CPE,COHR,BKU,CNX,RRC,MLHR,HUBG,VSH,CRS,FOSL,RUSHA,WTM,SKT,FHI,MOG.A,HRC,ATI,THS,VMW,CLR,SAR.AX,JCOM,SYNA,AL,BHE,MKSI,WWD,KFY,ALE,PRA,NFG,ELS,CRL,AIT,JW.A,HCC,SITC,HIW,LW,BKH,SRCL,TPX,KRC,SBGI,EQT,ARCB,XHR,CFR,WLK,IDA,SR,RNR,SCHN,VICI,RPAI,FNB,SIRI,CREE,MLI,MTH,TBI,DNOW,SGMS,HIBB,BYD,NATI,WWW,CUBE,EPR,DY,ATGE,HGV,UNIT,CPS,FCN,GEO,TTWO,WBS,ASGN,WRI,AVA,HWC,CVA,PENN,ALK,GRA,KBH,SLGN,WTRG,HELE,RYN,LSI,EPAM,YNDX,NJR,NTCT,MYGN,FHB,VRS,HRI,TTEK,NNN,NWE,WERN,RHP,031330.KQ,SPB,OGS,FTNT,AMKR,SAH,RXN,VNE,AMN,IDXX,GCI,BDC,SCSC,FDS,CACC,BIO,ANDE,PPC,806.HK,688180.SS,CTLT,KLIC,n/a,ETRN,CHDN,WH,ISBC,PLXS,LYV,FCFS,MPW,ASB,HTA,PINC,PEB,ANET,SF,MLKN,KRG,CNXCV,AVNT.UN,WOLF,WIRE,FII,TRTN,KTB W US,BLD,SAIA,CHE,ESSUTI,MOG/A,ENTG,OZRK,SUM
08/24/2021,0.59,0.47,0.68,0.56,0.42,0.5,0.29,0.37,0.25,0.37,0.35,0.29,0.29,0.25,0.23,0.3,0.27,0.25,0.24,0.28,0.25,0.27,0.27,0.31,0.27,0.33,0.24,0.25,0.31,0.26,0.26,0.22,0.26,0.23,0.19,0.24,0.0,0.19,0.24,0.21,0.22,0.25,0.25,0.22,0.19,0.23,0.18,0.21,0.21,0.2,0.26,0.18,0.22,0.18,0.26,0.21,0.23,0.17,0.21,0.28,0.19,0.22,0.19,0.23,0.23,0.2,0.22,0.22,0.19,0.23,0.19,0.22,0.21,0.23,0.22,0.22,0.19,0.17,0.22,0.16,0.22,0.2,0.22,0.16,0.22,0.18,0.21,0.21,0.19,0.24,0.22,0.0,0.25,0.2,0.19,0.17,0.18,0.18,0.2,0.2,0.18,0.18,0.2,0.19,0.19,0.19,0.2,0.22,0.18,0.0,0.19,0.19,0.0,0.0,0.23,0.19,0.19,0.16,0.19,0.19,0.18,0.16,0.18,0.17,0.22,0.16,0.0,0.18,0.16,0.0,0.18,0.2,0.18,0.17,0.0,0.18,0.17,0.18,0.2,0.18,0.2,0.2,0.17,0.17,0.19,0.18,0.18,0.0,0.19,0.16,0.18,0.16,0.16,0.0,0.19,0.15,0.18,0.16,0.2,0.17,0.19,0.17,0.16,0.19,0.16,0.16,0.0,0.18,0.2,0.16,0.0,0.0,0.0,0.16,0.16,0.19,0.18,0.0,0.16,0.0,0.0,0.2,0.0,0.17,0.19,0.0,0.0,0.18,0.0,0.16,0.17,0.18,0.0,0.0,0.16,0.16,0.16,0.17,0.16,0.16,0.18,0.19,0.0,0.0,0.0,0.17,0.0,0.17,0.16,0.17,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.17,0.16,0.17,0.0,0.0,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.36
08/25/2021,0.59,0.47,0.68,0.56,0.42,0.5,0.29,0.37,0.25,0.37,0.35,0.29,0.29,0.25,0.23,0.3,0.27,0.25,0.24,0.28,0.25,0.27,0.27,0.31,0.27,0.33,0.24,0.25,0.31,0.26,0.26,0.22,0.26,0.23,0.19,0.24,0.0,0.19,0.24,0.21,0.22,0.25,0.25,0.22,0.19,0.23,0.18,0.21,0.21,0.2,0.26,0.18,0.22,0.18,0.26,0.21,0.23,0.17,0.21,0.28,0.19,0.22,0.19,0.23,0.23,0.2,0.22,0.22,0.19,0.23,0.19,0.22,0.21,0.23,0.22,0.22,0.19,0.17,0.22,0.16,0.22,0.2,0.22,0.16,0.22,0.18,0.21,0.21,0.19,0.24,0.22,0.0,0.25,0.2,0.19,0.17,0.18,0.18,0.2,0.2,0.18,0.18,0.2,0.19,0.19,0.19,0.2,0.22,0.18,0.0,0.19,0.19,0.0,0.0,0.23,0.19,0.19,0.16,0.19,0.19,0.18,0.16,0.18,0.17,0.22,0.16,0.0,0.18,0.16,0.0,0.18,0.2,0.18,0.17,0.0,0.18,0.17,0.18,0.2,0.18,0.2,0.2,0.17,0.17,0.19,0.18,0.18,0.0,0.19,0.16,0.18,0.16,0.16,0.0,0.19,0.15,0.18,0.16,0.2,0.17,0.19,0.17,0.16,0.19,0.16,0.16,0.0,0.18,0.2,0.16,0.0,0.0,0.0,0.16,0.16,0.19,0.18,0.0,0.16,0.0,0.0,0.2,0.0,0.17,0.19,0.0,0.0,0.18,0.0,0.16,0.17,0.18,0.0,0.0,0.16,0.16,0.16,0.17,0.16,0.16,0.18,0.19,0.0,0.0,0.0,0.17,0.0,0.17,0.16,0.17,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.17,0.16,0.17,0.0,0.0,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.36
08/26/2021,0.64,0.5,0.68,0.56,0.42,0.52,0.3,0.36,0.25,0.38,0.35,0.3,0.29,0.25,0.23,0.3,0.28,0.26,0.24,0.28,0.25,0.27,0.27,0.31,0.27,0.32,0.24,0.25,0.31,0.27,0.26,0.22,0.26,0.22,0.2,0.24,0.17,0.19,0.24,0.22,0.22,0.26,0.24,0.22,0.19,0.23,0.19,0.21,0.21,0.2,0.27,0.18,0.22,0.18,0.26,0.21,0.22,0.18,0.21,0.28,0.19,0.22,0.2,0.23,0.23,0.2,0.22,0.23,0.19,0.25,0.19,0.22,0.21,0.22,0.22,0.22,0.19,0.18,0.22,0.17,0.22,0.19,0.22,0.16,0.22,0.19,0.21,0.21,0.19,0.23,0.22,0.0,0.24,0.2,0.19,0.17,0.17,0.18,0.2,0.2,0.18,0.18,0.2,0.18,0.19,0.19,0.2,0.21,0.18,0.0,0.18,0.19,0.0,0.0,0.23,0.19,0.19,0.16,0.19,0.19,0.18,0.16,0.18,0.17,0.21,0.16,0.0,0.18,0.17,0.0,0.17,0.2,0.17,0.17,0.0,0.17,0.18,0.18,0.2,0.17,0.2,0.2,0.17,0.17,0.2,0.18,0.18,0.0,0.19,0.16,0.18,0.16,0.16,0.0,0.2,0.16,0.18,0.16,0.19,0.16,0.19,0.17,0.16,0.18,0.16,0.16,0.0,0.18,0.2,0.16,0.0,0.0,0.16,0.16,0.16,0.18,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.17,0.18,0.0,0.0,0.19,0.0,0.16,0.17,0.18,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.19,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.17,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.49
08/27/2021,0.64,0.5,0.68,0.56,0.42,0.52,0.3,0.36,0.25,0.38,0.35,0.3,0.29,0.25,0.23,0.3,0.28,0.26,0.24,0.28,0.25,0.27,0.27,0.31,0.27,0.32,0.24,0.25,0.31,0.27,0.26,0.22,0.26,0.22,0.2,0.24,0.17,0.19,0.24,0.22,0.22,0.26,0.24,0.22,0.19,0.23,0.19,0.21,0.21,0.2,0.27,0.18,0.22,0.18,0.26,0.21,0.22,0.18,0.21,0.28,0.19,0.22,0.2,0.23,0.23,0.2,0.22,0.23,0.19,0.25,0.19,0.22,0.21,0.22,0.22,0.22,0.19,0.18,0.22,0.17,0.22,0.19,0.22,0.16,0.22,0.19,0.21,0.21,0.19,0.23,0.22,0.0,0.24,0.2,0.19,0.17,0.17,0.18,0.2,0.2,0.18,0.18,0.2,0.18,0.19,0.19,0.2,0.21,0.18,0.0,0.18,0.19,0.0,0.0,0.23,0.19,0.19,0.16,0.19,0.19,0.18,0.16,0.18,0.17,0.21,0.16,0.0,0.18,0.17,0.0,0.17,0.2,0.17,0.17,0.0,0.17,0.18,0.18,0.2,0.17,0.2,0.2,0.17,0.17,0.2,0.18,0.18,0.0,0.19,0.16,0.18,0.16,0.16,0.0,0.2,0.16,0.18,0.16,0.19,0.16,0.19,0.17,0.16,0.18,0.16,0.16,0.0,0.18,0.2,0.16,0.0,0.0,0.16,0.16,0.16,0.18,0.18,0.0,0.17,0.0,0.0,0.2,0.0,0.17,0.18,0.0,0.0,0.19,0.0,0.16,0.17,0.18,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.19,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.17,0.16,0.17,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.49
08/30/2021,0.67,0.55,0.67,0.53,0.38,0.45,0.31,0.36,0.25,0.37,0.35,0.3,0.28,0.25,0.22,0.3,0.28,0.28,0.24,0.29,0.26,0.26,0.29,0.3,0.28,0.33,0.24,0.25,0.32,0.27,0.26,0.21,0.26,0.22,0.22,0.24,0.18,0.19,0.25,0.21,0.23,0.26,0.25,0.22,0.2,0.23,0.19,0.21,0.21,0.24,0.27,0.18,0.22,0.17,0.26,0.2,0.23,0.18,0.2,0.27,0.19,0.22,0.21,0.22,0.23,0.2,0.22,0.23,0.19,0.26,0.2,0.22,0.22,0.2,0.21,0.21,0.19,0.18,0.22,0.17,0.22,0.19,0.22,0.17,0.21,0.18,0.2,0.21,0.2,0.23,0.22,0.0,0.24,0.2,0.19,0.17,0.17,0.18,0.2,0.19,0.18,0.19,0.2,0.19,0.2,0.19,0.19,0.21,0.19,0.0,0.18,0.19,0.0,0.16,0.23,0.19,0.18,0.16,0.19,0.19,0.18,0.16,0.18,0.17,0.21,0.16,0.0,0.19,0.17,0.0,0.18,0.21,0.17,0.17,0.0,0.18,0.18,0.17,0.2,0.17,0.19,0.21,0.17,0.17,0.22,0.18,0.17,0.0,0.19,0.16,0.18,0.16,0.16,0.0,0.19,0.0,0.18,0.16,0.18,0.0,0.18,0.16,0.17,0.19,0.16,0.16,0.0,0.17,0.2,0.16,0.0,0.16,0.18,0.17,0.16,0.18,0.18,0.16,0.17,0.0,0.16,0.2,0.0,0.17,0.18,0.0,0.0,0.19,0.0,0.0,0.16,0.18,0.17,0.0,0.16,0.17,0.16,0.16,0.16,0.0,0.18,0.19,0.0,0.0,0.0,0.16,0.0,0.17,0.17,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.17,0.16,0.16,0.0,0.17,0.17,0.19,0.16,0.0,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.63
08/31/2021,0.71,0.54,0.66,0.52,0.39,0.46,0.32,0.36,0.25,0.38,0.35,0.3,0.28,0.26,0.22,0.3,0.28,0.29,0.24,0.29,0.25,0.27,0.29,0.29,0.29,0.32,0.24,0.25,0.32,0.27,0.25,0.21,0.26,0.23,0.22,0.24,0.18,0.2,0.25,0.21,0.23,0.26,0.25,0.22,0.2,0.23,0.2,0.21,0.21,0.24,0.28,0.18,0.22,0.17,0.26,0.2,0.23,0.19,0.21,0.26,0.2,0.22,0.21,0.21,0.23,0.2,0.21,0.23,0.19,0.27,0.19,0.22,0.22,0.2,0.21,0.21,0.19,0.18,0.22,0.17,0.22,0.19,0.22,0.17,0.21,0.19,0.2,0.21,0.2,0.23,0.22,0.0,0.24,0.2,0.2,0.17,0.17,0.18,0.2,0.19,0.18,0.19,0.2,0.19,0.2,0.19,0.19,0.21,0.19,0.0,0.18,0.19,0.0,0.17,0.23,0.19,0.19,0.16,0.19,0.19,0.18,0.16,0.18,0.17,0.21,0.16,0.0,0.17,0.18,0.0,0.18,0.21,0.17,0.17,0.16,0.18,0.18,0.17,0.2,0.17,0.19,0.2,0.17,0.17,0.22,0.18,0.17,0.0,0.18,0.16,0.18,0.16,0.16,0.0,0.2,0.16,0.18,0.16,0.18,0.0,0.18,0.17,0.16,0.19,0.16,0.16,0.0,0.18,0.19,0.17,0.0,0.16,0.0,0.17,0.16,0.18,0.18,0.16,0.17,0.0,0.17,0.2,0.0,0.16,0.17,0.0,0.0,0.19,0.0,0.0,0.17,0.18,0.18,0.0,0.16,0.16,0.16,0.16,0.16,0.0,0.17,0.19,0.0,0.0,0.0,0.16,0.0,0.17,0.17,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.17,0.16,0.16,0.0,0.18,0.17,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.88
09/01/2021,0.71,0.54,0.66,0.52,0.39,0.46,0.32,0.36,0.25,0.38,0.35,0.3,0.28,0.26,0.22,0.3,0.28,0.29,0.24,0.29,0.25,0.27,0.29,0.29,0.29,0.32,0.24,0.25,0.32,0.27,0.25,0.21,0.26,0.23,0.22,0.24,0.18,0.2,0.25,0.21,0.23,0.26,0.25,0.22,0.2,0.23,0.2,0.21,0.21,0.24,0.28,0.18,0.22,0.17,0.26,0.2,0.23,0.19,0.21,0.26,0.2,0.22,0.21,0.21,0.23,0.2,0.21,0.23,0.19,0.27,0.19,0.22,0.22,0.2,0.21,0.21,0.19,0.18,0.22,0.17,0.22,0.19,0.22,0.17,0.21,0.19,0.2,0.21,0.2,0.23,0.22,0.0,0.24,0.2,0.2,0.17,0.17,0.18,0.2,0.19,0.18,0.19,0.2,0.19,0.2,0.19,0.19,0.21,0.19,0.0,0.18,0.19,0.0,0.17,0.23,0.19,0.19,0.16,0.19,0.19,0.18,0.16,0.18,0.17,0.21,0.16,0.0,0.17,0.18,0.0,0.18,0.21,0.17,0.17,0.16,0.18,0.18,0.17,0.2,0.17,0.19,0.2,0.17,0.17,0.22,0.18,0.17,0.0,0.18,0.16,0.18,0.16,0.16,0.0,0.2,0.16,0.18,0.16,0.18,0.0,0.18,0.17,0.16,0.19,0.16,0.16,0.0,0.18,0.19,0.17,0.0,0.16,0.0,0.17,0.16,0.18,0.18,0.16,0.17,0.0,0.17,0.2,0.0,0.16,0.17,0.0,0.0,0.19,0.0,0.0,0.17,0.18,0.18,0.0,0.16,0.16,0.16,0.16,0.16,0.0,0.17,0.19,0.0,0.0,0.0,0.16,0.0,0.17,0.17,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.17,0.16,0.16,0.0,0.18,0.17,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.88
09/02/2021,0.71,0.54,0.66,0.52,0.39,0.46,0.32,0.36,0.25,0.38,0.35,0.3,0.28,0.26,0.22,0.3,0.28,0.29,0.24,0.29,0.25,0.27,0.29,0.29,0.29,0.32,0.24,0.25,0.32,0.27,0.25,0.21,0.26,0.23,0.22,0.24,0.18,0.2,0.25,0.21,0.23,0.26,0.25,0.22,0.2,0.23,0.2,0.21,0.21,0.24,0.28,0.18,0.22,0.17,0.26,0.2,0.23,0.19,0.21,0.26,0.2,0.22,0.21,0.21,0.23,0.2,0.21,0.23,0.19,0.27,0.19,0.22,0.22,0.2,0.21,0.21,0.19,0.18,0.22,0.17,0.22,0.19,0.22,0.17,0.21,0.19,0.2,0.21,0.2,0.23,0.22,0.0,0.24,0.2,0.2,0.17,0.17,0.18,0.2,0.19,0.18,0.19,0.2,0.19,0.2,0.19,0.19,0.21,0.19,0.0,0.18,0.19,0.0,0.17,0.23,0.19,0.19,0.16,0.19,0.19,0.18,0.16,0.18,0.17,0.21,0.16,0.0,0.17,0.18,0.0,0.18,0.21,0.17,0.17,0.16,0.18,0.18,0.17,0.2,0.17,0.19,0.2,0.17,0.17,0.22,0.18,0.17,0.0,0.18,0.16,0.18,0.16,0.16,0.0,0.2,0.16,0.18,0.16,0.18,0.0,0.18,0.17,0.16,0.19,0.16,0.16,0.0,0.18,0.19,0.17,0.0,0.16,0.0,0.17,0.16,0.18,0.18,0.16,0.17,0.0,0.17,0.2,0.0,0.16,0.17,0.0,0.0,0.19,0.0,0.0,0.17,0.18,0.18,0.0,0.16,0.16,0.16,0.16,0.16,0.0,0.17,0.19,0.0,0.0,0.0,0.16,0.0,0.17,0.17,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.17,0.16,0.16,0.0,0.18,0.17,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.88
09/03/2021,0.71,0.58,0.65,0.51,0.39,0.43,0.31,0.36,0.25,0.39,0.35,0.29,0.28,0.26,0.22,0.31,0.28,0.29,0.24,0.28,0.3,0.27,0.29,0.29,0.29,0.32,0.23,0.25,0.32,0.27,0.25,0.21,0.27,0.23,0.22,0.24,0.18,0.19,0.25,0.21,0.22,0.26,0.25,0.22,0.21,0.24,0.2,0.21,0.21,0.24,0.27,0.18,0.22,0.17,0.26,0.2,0.23,0.18,0.2,0.26,0.2,0.21,0.21,0.22,0.23,0.2,0.22,0.23,0.19,0.26,0.2,0.22,0.22,0.19,0.21,0.21,0.19,0.17,0.22,0.17,0.22,0.19,0.22,0.16,0.21,0.18,0.2,0.21,0.2,0.23,0.22,0.16,0.24,0.2,0.19,0.17,0.17,0.18,0.2,0.19,0.18,0.19,0.2,0.19,0.2,0.19,0.19,0.21,0.19,0.0,0.18,0.18,0.0,0.17,0.22,0.19,0.19,0.16,0.18,0.19,0.18,0.16,0.18,0.17,0.23,0.0,0.0,0.17,0.18,0.0,0.18,0.22,0.17,0.17,0.16,0.18,0.18,0.17,0.2,0.17,0.2,0.21,0.17,0.17,0.22,0.18,0.17,0.0,0.18,0.16,0.18,0.16,0.16,0.0,0.2,0.0,0.17,0.16,0.18,0.0,0.18,0.17,0.17,0.19,0.16,0.16,0.0,0.18,0.2,0.17,0.0,0.16,0.16,0.17,0.16,0.18,0.19,0.0,0.17,0.0,0.17,0.2,0.0,0.16,0.17,0.0,0.0,0.19,0.0,0.0,0.16,0.18,0.17,0.0,0.16,0.16,0.16,0.16,0.16,0.0,0.18,0.19,0.16,0.0,0.0,0.17,0.0,0.17,0.18,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.16,0.0,0.18,0.17,0.19,0.16,0.0,0.16,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.870000000000005
09/06/2021,0.75,0.59,0.64,0.44,0.37,0.4,0.32,0.35,0.25,0.35,0.35,0.29,0.29,0.22,0.21,0.31,0.24,0.29,0.23,0.25,0.32,0.28,0.28,0.28,0.29,0.32,0.23,0.24,0.33,0.27,0.26,0.21,0.26,0.23,0.23,0.24,0.19,0.19,0.24,0.21,0.22,0.25,0.24,0.22,0.21,0.24,0.21,0.21,0.2,0.24,0.3,0.19,0.22,0.18,0.26,0.2,0.23,0.2,0.21,0.27,0.2,0.23,0.2,0.22,0.23,0.21,0.22,0.22,0.19,0.28,0.2,0.22,0.21,0.19,0.21,0.21,0.19,0.17,0.21,0.17,0.22,0.19,0.22,0.16,0.21,0.18,0.2,0.22,0.2,0.24,0.22,0.16,0.24,0.2,0.19,0.17,0.17,0.18,0.21,0.19,0.19,0.18,0.2,0.19,0.21,0.19,0.2,0.21,0.18,0.0,0.18,0.18,0.16,0.19,0.22,0.19,0.18,0.16,0.18,0.19,0.18,0.16,0.17,0.17,0.23,0.0,0.0,0.17,0.18,0.0,0.18,0.22,0.17,0.17,0.0,0.17,0.18,0.17,0.2,0.18,0.2,0.21,0.17,0.16,0.24,0.18,0.17,0.0,0.19,0.17,0.18,0.16,0.0,0.0,0.2,0.0,0.17,0.16,0.19,0.0,0.17,0.16,0.17,0.2,0.0,0.16,0.0,0.17,0.19,0.17,0.0,0.0,0.17,0.16,0.16,0.18,0.19,0.0,0.0,0.0,0.17,0.2,0.0,0.16,0.18,0.0,0.0,0.19,0.0,0.16,0.16,0.18,0.17,0.0,0.16,0.16,0.16,0.17,0.16,0.16,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.17,0.17,0.18,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.17,0.0,0.18,0.17,0.19,0.16,0.17,0.16,0.0,0.0,0.0,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.69
09/07/2021,0.74,0.59,0.66,0.43,0.37,0.39,0.33,0.35,0.25,0.34,0.35,0.29,0.29,0.22,0.21,0.31,0.24,0.29,0.22,0.25,0.34,0.28,0.29,0.28,0.29,0.33,0.23,0.24,0.33,0.27,0.26,0.21,0.26,0.22,0.22,0.24,0.18,0.19,0.24,0.21,0.22,0.25,0.24,0.22,0.21,0.24,0.22,0.21,0.2,0.24,0.3,0.19,0.22,0.18,0.27,0.2,0.23,0.2,0.21,0.27,0.2,0.22,0.2,0.21,0.23,0.2,0.22,0.22,0.19,0.29,0.2,0.23,0.21,0.19,0.21,0.21,0.19,0.17,0.21,0.17,0.22,0.19,0.22,0.0,0.21,0.18,0.2,0.22,0.2,0.24,0.22,0.16,0.25,0.2,0.19,0.17,0.17,0.17,0.21,0.18,0.19,0.19,0.2,0.19,0.21,0.19,0.19,0.21,0.18,0.0,0.18,0.18,0.16,0.2,0.22,0.19,0.18,0.16,0.18,0.19,0.18,0.17,0.17,0.17,0.24,0.0,0.0,0.17,0.18,0.0,0.18,0.22,0.17,0.17,0.0,0.17,0.18,0.17,0.2,0.18,0.21,0.21,0.17,0.16,0.24,0.19,0.17,0.0,0.19,0.16,0.18,0.16,0.0,0.16,0.2,0.0,0.17,0.16,0.19,0.0,0.17,0.16,0.17,0.2,0.0,0.16,0.0,0.17,0.19,0.17,0.0,0.0,0.17,0.16,0.16,0.18,0.19,0.16,0.0,0.0,0.17,0.2,0.0,0.16,0.18,0.0,0.0,0.19,0.0,0.16,0.16,0.18,0.17,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.19,0.17,0.0,0.0,0.17,0.0,0.17,0.17,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.0,0.17,0.0,0.17,0.0,0.18,0.17,0.2,0.16,0.18,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.72
