,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,NKE,ABBV,TMO,CVX,MRK,AVGO,ACN,WMT,LLY,WFC,DHR,COST,TXN,MCD,MDT,QCOM,PM,HON,UPS,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMT,AMAT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,PLD,MU,FIS,LRCX,MDLZ,SYK,MO,CCI,GILD,TMUS,ADP,TJX,COP,CI,PNC,DUK,USB,CME,EL,CSX,TFC,ATVI,EQIX,CB,GM,BDX,MMC,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,BSX,ADI,D,REGN,ETN,MCO,HUM,PGR,EMR,F,GPN,HCA,IDXX,NXPI,TWTR,WM,NOC,AON,FCX,VRTX,BIIB,ECL,DG,NEM,ROP,JCI,EOG,KLAC,IQV,PSA,TROW,DOW,KMB,MSCI,A,TEL,LHX,ROST,EBAY,MET,STATE STREET INSTITUTIONAL LIQ STATE STR,TT,CMG,EXC,SLB,ALGN,GD,APTV,CNC,SNPS,INFO,DXCM,AEP,DLR,SRE,DD,SPG,APH,EA,BAX,ORLY,ALXN,AIG,BK,ALL,PPG,PRU,CARR,PH,STZ,MCHP,CDNS,MPC,SYY,MSI,TRV,DFS,4970.T,XEL,WELL,RMD,MRNA,MAR,SBAC,CTSH,YUM,GEN.,FTNT,GE.,LWB.WA,n/a,WBA,SUM
08/12/2021,6.1,5.79,3.82,2.31,2.2,2.1,1.45,1.35,1.47,1.27,1.22,1.08,1.03,0.87,0.93,0.93,0.86,0.86,0.82,0.8,0.71,0.65,0.61,0.61,0.64,0.58,0.62,0.69,0.58,0.58,0.53,0.57,0.58,0.53,0.57,0.52,0.51,0.53,0.54,0.53,0.57,0.53,0.52,0.52,0.47,0.46,0.45,0.44,0.41,0.42,0.37,0.44,0.42,0.4,0.39,0.42,0.39,0.35,0.35,0.39,0.37,0.4,0.35,0.34,0.34,0.36,0.34,0.35,0.34,0.35,0.3,0.35,0.3,0.3,0.32,0.3,0.31,0.31,0.29,0.29,0.28,0.28,0.25,0.24,0.25,0.24,0.26,0.24,0.22,0.24,0.23,0.22,0.24,0.22,0.23,0.22,0.24,0.22,0.2,0.19,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.17,0.19,0.21,0.18,0.18,0.2,0.18,0.2,0.18,0.2,0.17,0.18,0.19,0.19,0.18,0.19,0.17,0.17,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.16,0.14,0.14,0.17,0.16,0.16,0.14,0.15,0.14,0.16,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.11,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.11,0.11,0.12,0.0,0.12,0.14,0.12,0.1,0.13,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.1,0.0,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.11,0.39,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.0,83.7
08/13/2021,6.08,5.75,3.79,2.31,2.19,2.1,1.46,1.32,1.46,1.29,1.22,1.07,1.03,0.86,0.94,0.93,0.86,0.86,0.83,0.79,0.71,0.66,0.61,0.61,0.62,0.58,0.62,0.72,0.58,0.58,0.53,0.57,0.59,0.54,0.56,0.52,0.5,0.53,0.54,0.54,0.57,0.54,0.52,0.52,0.46,0.46,0.45,0.44,0.41,0.43,0.36,0.43,0.42,0.4,0.39,0.42,0.4,0.35,0.36,0.38,0.36,0.41,0.36,0.34,0.35,0.37,0.33,0.34,0.34,0.35,0.31,0.34,0.31,0.31,0.31,0.29,0.3,0.31,0.29,0.3,0.28,0.28,0.25,0.24,0.25,0.24,0.25,0.23,0.22,0.23,0.23,0.22,0.24,0.22,0.23,0.22,0.25,0.23,0.2,0.19,0.22,0.22,0.21,0.2,0.2,0.2,0.21,0.17,0.19,0.21,0.18,0.18,0.2,0.17,0.2,0.18,0.2,0.17,0.18,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.16,0.17,0.16,0.17,0.18,0.16,0.14,0.15,0.16,0.14,0.13,0.17,0.15,0.16,0.14,0.15,0.14,0.16,0.15,0.14,0.13,0.14,0.15,0.12,0.13,0.14,0.11,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.1,0.0,0.11,0.0,0.12,0.12,0.11,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.37,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.0,83.64
08/16/2021,6.17,5.78,3.74,2.3,2.18,2.09,1.46,1.31,1.47,1.3,1.22,1.04,1.01,0.85,0.94,0.93,0.84,0.86,0.84,0.8,0.72,0.64,0.6,0.61,0.63,0.57,0.63,0.7,0.57,0.58,0.53,0.56,0.58,0.54,0.56,0.52,0.51,0.52,0.54,0.54,0.55,0.56,0.53,0.52,0.46,0.47,0.45,0.44,0.41,0.43,0.37,0.43,0.42,0.4,0.4,0.43,0.41,0.35,0.36,0.39,0.36,0.41,0.35,0.34,0.35,0.37,0.34,0.31,0.34,0.34,0.32,0.34,0.31,0.0,0.31,0.29,0.3,0.32,0.3,0.3,0.28,0.28,0.24,0.23,0.25,0.24,0.25,0.21,0.22,0.22,0.23,0.23,0.24,0.22,0.23,0.22,0.24,0.23,0.2,0.19,0.22,0.21,0.21,0.2,0.2,0.2,0.21,0.17,0.19,0.22,0.18,0.19,0.2,0.18,0.21,0.18,0.2,0.18,0.18,0.18,0.19,0.18,0.19,0.17,0.18,0.16,0.17,0.16,0.16,0.17,0.18,0.16,0.14,0.15,0.16,0.14,0.13,0.17,0.15,0.16,0.14,0.15,0.14,0.16,0.15,0.13,0.14,0.14,0.15,0.12,0.13,0.14,0.11,0.13,0.12,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.31,0.0,0.0,0.11,0.11,0.0,0.11,0.31,0.0,0.0,0.0,83.56
08/17/2021,6.17,5.83,3.73,2.3,2.19,2.09,1.44,1.33,1.46,1.28,1.23,1.04,1.02,0.85,0.93,0.93,0.84,0.87,0.83,0.81,0.72,0.64,0.6,0.61,0.64,0.57,0.63,0.72,0.57,0.58,0.53,0.57,0.58,0.54,0.56,0.52,0.51,0.53,0.54,0.54,0.56,0.55,0.53,0.52,0.46,0.47,0.45,0.44,0.42,0.43,0.37,0.43,0.43,0.4,0.4,0.43,0.4,0.35,0.36,0.39,0.36,0.41,0.35,0.34,0.34,0.37,0.34,0.31,0.34,0.34,0.31,0.35,0.31,0.0,0.31,0.29,0.31,0.32,0.29,0.29,0.28,0.28,0.24,0.23,0.25,0.24,0.26,0.21,0.22,0.22,0.24,0.23,0.24,0.22,0.24,0.22,0.24,0.22,0.2,0.19,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.17,0.19,0.22,0.18,0.19,0.2,0.18,0.21,0.18,0.2,0.18,0.17,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.16,0.17,0.18,0.16,0.14,0.15,0.16,0.14,0.13,0.17,0.15,0.16,0.14,0.15,0.14,0.17,0.15,0.13,0.14,0.14,0.15,0.12,0.13,0.14,0.1,0.13,0.12,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.0,0.12,0.14,0.12,0.1,0.13,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.31,0.0,0.0,0.11,0.11,0.0,0.11,0.3,0.0,0.0,0.0,83.63
08/18/2021,6.17,5.83,3.73,2.3,2.19,2.09,1.44,1.33,1.46,1.28,1.23,1.04,1.02,0.85,0.93,0.93,0.84,0.87,0.83,0.81,0.72,0.64,0.6,0.61,0.64,0.57,0.63,0.72,0.57,0.58,0.53,0.57,0.58,0.54,0.56,0.52,0.51,0.53,0.54,0.54,0.56,0.55,0.53,0.52,0.46,0.47,0.45,0.44,0.42,0.43,0.37,0.43,0.43,0.4,0.4,0.43,0.4,0.35,0.36,0.39,0.36,0.41,0.35,0.34,0.34,0.37,0.34,0.31,0.34,0.34,0.31,0.35,0.31,0.0,0.31,0.29,0.31,0.32,0.29,0.29,0.28,0.28,0.24,0.23,0.25,0.24,0.26,0.21,0.22,0.22,0.24,0.23,0.24,0.22,0.24,0.22,0.24,0.22,0.2,0.19,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.17,0.19,0.22,0.18,0.19,0.2,0.18,0.21,0.18,0.2,0.18,0.17,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.16,0.17,0.18,0.16,0.14,0.15,0.16,0.14,0.13,0.17,0.15,0.16,0.14,0.15,0.14,0.17,0.15,0.13,0.14,0.14,0.15,0.12,0.13,0.14,0.1,0.13,0.12,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.0,0.12,0.14,0.12,0.1,0.13,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.31,0.0,0.0,0.11,0.11,0.0,0.11,0.3,0.0,0.0,0.0,83.63
08/19/2021,6.24,5.85,3.73,2.32,2.19,2.09,1.45,1.31,1.39,1.27,1.24,1.05,1.03,0.86,0.94,0.93,0.84,0.86,0.82,0.8,0.72,0.63,0.6,0.61,0.63,0.57,0.62,0.72,0.58,0.59,0.53,0.57,0.58,0.55,0.57,0.51,0.52,0.53,0.55,0.55,0.57,0.54,0.53,0.53,0.46,0.47,0.46,0.44,0.42,0.43,0.37,0.44,0.43,0.41,0.4,0.43,0.39,0.35,0.36,0.39,0.36,0.41,0.35,0.33,0.35,0.37,0.34,0.32,0.34,0.34,0.31,0.34,0.31,0.3,0.31,0.28,0.3,0.32,0.29,0.29,0.29,0.28,0.24,0.23,0.26,0.23,0.26,0.21,0.22,0.22,0.24,0.23,0.24,0.22,0.24,0.22,0.24,0.22,0.2,0.19,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.17,0.19,0.22,0.18,0.19,0.2,0.18,0.21,0.18,0.2,0.18,0.17,0.19,0.19,0.18,0.19,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.14,0.15,0.16,0.14,0.13,0.17,0.15,0.15,0.13,0.16,0.15,0.17,0.14,0.13,0.14,0.14,0.15,0.12,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.14,0.12,0.0,0.13,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.11,0.3,0.0,0.1,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,83.74
08/20/2021,6.25,5.87,3.69,2.28,2.18,2.08,1.46,1.29,1.36,1.26,1.26,1.05,1.05,0.85,0.91,0.94,0.84,0.85,0.82,0.81,0.72,0.63,0.61,0.61,0.63,0.57,0.63,0.75,0.59,0.59,0.53,0.58,0.58,0.56,0.58,0.52,0.53,0.52,0.55,0.55,0.58,0.53,0.54,0.53,0.45,0.47,0.47,0.43,0.42,0.43,0.38,0.44,0.43,0.41,0.4,0.44,0.39,0.35,0.34,0.39,0.36,0.41,0.35,0.32,0.34,0.37,0.34,0.31,0.34,0.33,0.31,0.34,0.31,0.3,0.32,0.28,0.3,0.31,0.3,0.29,0.29,0.28,0.25,0.23,0.26,0.23,0.26,0.21,0.22,0.22,0.24,0.23,0.24,0.23,0.24,0.22,0.24,0.22,0.2,0.19,0.21,0.22,0.2,0.2,0.2,0.2,0.2,0.17,0.19,0.22,0.17,0.19,0.21,0.18,0.21,0.18,0.2,0.18,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.17,0.18,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.17,0.15,0.15,0.13,0.16,0.15,0.17,0.13,0.14,0.14,0.15,0.14,0.12,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.13,0.11,0.13,0.12,0.0,0.12,0.14,0.12,0.0,0.13,0.12,0.11,0.0,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.1,0.11,0.12,0.0,0.0,0.1,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.32,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,83.74000000000001
08/23/2021,6.16,6.0,3.66,2.28,2.19,2.09,1.45,1.32,1.39,1.25,1.26,1.05,1.08,0.85,0.92,0.95,0.84,0.84,0.81,0.82,0.72,0.6,0.64,0.61,0.65,0.57,0.65,0.73,0.59,0.59,0.52,0.59,0.57,0.56,0.58,0.49,0.53,0.52,0.56,0.55,0.58,0.52,0.54,0.54,0.45,0.47,0.46,0.43,0.42,0.42,0.37,0.43,0.43,0.41,0.4,0.44,0.39,0.35,0.38,0.4,0.36,0.4,0.34,0.31,0.35,0.36,0.35,0.32,0.33,0.33,0.3,0.34,0.3,0.29,0.33,0.28,0.31,0.3,0.3,0.28,0.29,0.28,0.25,0.23,0.26,0.23,0.26,0.21,0.21,0.22,0.24,0.23,0.24,0.23,0.24,0.22,0.24,0.24,0.19,0.19,0.21,0.22,0.2,0.19,0.2,0.2,0.2,0.17,0.2,0.22,0.17,0.19,0.21,0.17,0.2,0.18,0.18,0.18,0.17,0.2,0.19,0.19,0.19,0.19,0.18,0.16,0.17,0.17,0.17,0.18,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.17,0.16,0.15,0.13,0.16,0.14,0.17,0.13,0.14,0.14,0.15,0.15,0.12,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.14,0.13,0.0,0.13,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.1,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.1,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.3,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,83.78
08/24/2021,6.17,6.09,3.64,2.29,2.2,2.1,1.44,1.38,1.39,1.25,1.26,1.04,1.07,0.85,0.93,0.94,0.82,0.85,0.81,0.82,0.72,0.59,0.64,0.61,0.66,0.56,0.65,0.72,0.59,0.58,0.52,0.58,0.57,0.55,0.58,0.48,0.53,0.52,0.56,0.55,0.57,0.52,0.54,0.54,0.45,0.47,0.46,0.43,0.42,0.42,0.37,0.43,0.43,0.41,0.39,0.45,0.39,0.34,0.39,0.4,0.36,0.4,0.34,0.31,0.35,0.36,0.35,0.31,0.33,0.33,0.3,0.34,0.3,0.0,0.33,0.28,0.31,0.29,0.3,0.29,0.29,0.28,0.25,0.23,0.26,0.23,0.26,0.21,0.21,0.21,0.24,0.23,0.24,0.23,0.24,0.22,0.24,0.24,0.19,0.19,0.21,0.22,0.2,0.19,0.2,0.2,0.2,0.17,0.2,0.22,0.16,0.19,0.21,0.17,0.2,0.18,0.19,0.17,0.17,0.2,0.2,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.17,0.18,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.17,0.15,0.15,0.13,0.16,0.14,0.17,0.13,0.13,0.14,0.15,0.15,0.12,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.14,0.13,0.0,0.13,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.1,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.31,0.0,0.11,0.11,0.11,0.0,0.11,0.29,0.1,0.0,0.0,83.78000000000002
08/25/2021,6.17,6.1,3.65,2.29,2.2,2.1,1.44,1.38,1.39,1.25,1.26,1.04,1.07,0.85,0.93,0.95,0.82,0.85,0.81,0.82,0.72,0.59,0.64,0.61,0.66,0.56,0.65,0.73,0.59,0.58,0.52,0.58,0.57,0.56,0.58,0.48,0.53,0.52,0.56,0.55,0.57,0.52,0.54,0.54,0.45,0.47,0.46,0.43,0.42,0.42,0.37,0.43,0.43,0.41,0.4,0.45,0.39,0.34,0.39,0.4,0.36,0.4,0.34,0.31,0.35,0.36,0.35,0.31,0.33,0.33,0.3,0.34,0.3,0.29,0.33,0.28,0.31,0.29,0.3,0.29,0.29,0.28,0.25,0.23,0.26,0.23,0.26,0.21,0.21,0.21,0.24,0.23,0.24,0.23,0.24,0.22,0.24,0.24,0.19,0.19,0.21,0.22,0.2,0.19,0.2,0.2,0.2,0.17,0.2,0.22,0.16,0.19,0.21,0.17,0.2,0.18,0.19,0.17,0.17,0.2,0.2,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.17,0.18,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.17,0.15,0.15,0.13,0.16,0.14,0.17,0.13,0.14,0.14,0.15,0.15,0.12,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.14,0.13,0.0,0.13,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.1,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.31,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.1,0.0,83.85
08/26/2021,5.92,5.62,4.06,2.29,2.02,1.96,1.45,1.37,1.44,1.3,1.19,1.09,1.04,0.94,0.93,0.91,0.88,0.88,0.86,0.77,0.72,0.74,0.64,0.63,0.62,0.62,0.61,0.6,0.56,0.57,0.56,0.56,0.54,0.54,0.54,0.56,0.54,0.54,0.51,0.53,0.5,0.51,0.47,0.48,0.48,0.47,0.46,0.44,0.42,0.42,0.41,0.39,0.41,0.41,0.4,0.39,0.4,0.39,0.38,0.37,0.36,0.38,0.36,0.36,0.34,0.36,0.34,0.36,0.36,0.33,0.33,0.31,0.32,0.32,0.3,0.3,0.3,0.3,0.3,0.3,0.27,0.27,0.26,0.25,0.24,0.25,0.24,0.26,0.24,0.25,0.24,0.23,0.24,0.23,0.24,0.23,0.23,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,83.26000000000002
08/27/2021,6.17,6.0,3.73,2.31,2.24,2.14,1.43,1.43,1.44,1.26,1.22,1.04,1.05,0.86,0.91,0.92,0.83,0.85,0.83,0.83,0.72,0.62,0.64,0.6,0.66,0.57,0.66,0.71,0.58,0.57,0.51,0.56,0.57,0.55,0.57,0.5,0.52,0.52,0.55,0.54,0.55,0.52,0.54,0.53,0.45,0.47,0.47,0.43,0.41,0.42,0.37,0.42,0.43,0.4,0.39,0.43,0.39,0.34,0.38,0.4,0.36,0.41,0.34,0.32,0.35,0.37,0.34,0.32,0.33,0.33,0.3,0.34,0.3,0.3,0.32,0.28,0.32,0.3,0.29,0.29,0.29,0.28,0.24,0.23,0.26,0.24,0.25,0.21,0.21,0.22,0.23,0.23,0.24,0.22,0.24,0.22,0.23,0.24,0.2,0.19,0.21,0.21,0.2,0.19,0.21,0.2,0.2,0.17,0.19,0.22,0.16,0.19,0.21,0.17,0.2,0.17,0.18,0.17,0.17,0.19,0.19,0.18,0.2,0.19,0.17,0.16,0.17,0.16,0.17,0.18,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.17,0.15,0.16,0.13,0.16,0.14,0.17,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.14,0.1,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.0,0.12,0.14,0.12,0.1,0.13,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.31,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.1,0.0,83.78
08/30/2021,6.1,5.95,3.75,2.31,2.25,2.14,1.43,1.45,1.43,1.29,1.21,1.03,1.04,0.85,0.9,0.92,0.81,0.85,0.84,0.82,0.71,0.61,0.64,0.59,0.68,0.57,0.66,0.7,0.58,0.57,0.51,0.56,0.56,0.56,0.57,0.5,0.51,0.52,0.56,0.53,0.55,0.53,0.53,0.52,0.46,0.46,0.47,0.42,0.41,0.42,0.36,0.43,0.43,0.4,0.39,0.43,0.4,0.34,0.38,0.4,0.36,0.41,0.34,0.31,0.35,0.37,0.34,0.32,0.33,0.32,0.3,0.34,0.3,0.3,0.32,0.28,0.32,0.31,0.29,0.29,0.29,0.28,0.24,0.23,0.26,0.25,0.25,0.21,0.21,0.22,0.23,0.23,0.24,0.22,0.24,0.21,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.19,0.21,0.2,0.2,0.17,0.19,0.22,0.16,0.19,0.21,0.17,0.2,0.17,0.18,0.17,0.17,0.19,0.19,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.18,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.17,0.15,0.16,0.13,0.16,0.14,0.17,0.13,0.14,0.14,0.15,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.13,0.11,0.13,0.12,0.0,0.13,0.14,0.13,0.0,0.13,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.32,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.0,0.0,83.64
08/31/2021,6.09,5.91,3.76,2.34,2.27,2.16,1.42,1.48,1.44,1.29,1.19,1.03,1.03,0.86,0.9,0.91,0.81,0.86,0.84,0.82,0.71,0.62,0.65,0.59,0.67,0.57,0.65,0.68,0.58,0.56,0.5,0.56,0.56,0.55,0.56,0.5,0.5,0.53,0.55,0.53,0.54,0.54,0.53,0.52,0.46,0.46,0.47,0.43,0.41,0.42,0.36,0.42,0.43,0.39,0.38,0.43,0.39,0.34,0.38,0.4,0.35,0.41,0.34,0.32,0.36,0.37,0.34,0.33,0.33,0.32,0.3,0.35,0.29,0.3,0.32,0.29,0.33,0.31,0.29,0.3,0.29,0.28,0.24,0.23,0.25,0.25,0.25,0.22,0.21,0.23,0.23,0.23,0.24,0.22,0.23,0.21,0.23,0.23,0.2,0.19,0.21,0.21,0.21,0.19,0.21,0.2,0.2,0.17,0.19,0.22,0.16,0.19,0.21,0.17,0.21,0.17,0.18,0.17,0.17,0.19,0.19,0.18,0.18,0.18,0.17,0.15,0.17,0.23,0.16,0.18,0.18,0.16,0.14,0.15,0.16,0.14,0.13,0.17,0.15,0.16,0.13,0.16,0.14,0.17,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.14,0.12,0.11,0.13,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.3,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,83.7
