,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,2330.TW,NVDA,TSLA,JNJ,JPM,700.HK,V,Alibaba Group Holding Ltd.,UNH,NESN.SW,BRK.B,PG,005930.KS,HD,MA,BAC,PYPL,DIS,ASML.AS,ROG.SW,ADBE,CMCSA,KO,NFLX,VZ,INTC,CSCO,T,PFE,MC.PA,PEP,ABBV,CRM,WMT,AVGO,ABT,MRK,NKE,ACN,NOVN.SW,COST,TMO,MDT,LLY,7203.T,DHR,TXN,MCD,WFC,SHOP.NE,HON,BMY,ULVR.L,PM,QCOM,AZN.L,C,ORCL,UNP,SAP.DE,SBUX,1299.HK,UPS,KMI,PXD,RTX,NOVOB.CO,RY.TO,IBM,SIE.DE,AMGN,3690.HK,LOW,NEE,6758.T,LIN,INTU,AMAT,OR.PA,SLB,BLK,8031.T,ALV.DE,MS,BA,CBA.AX,SAN.PA,GS,TD.TO,GE,ISRG,VALE3.SA,MMM,DGE.L,AMT,AXP,HSBA.L,CAT,TGT,DE,AMD,CVS,MDLZ,BKNG,MO,CHTR,GSK.L,RIO.L,SU.PA,PNC,FIS,CSL.AX,SYK,HAL,ES,British American Tobacco PLC Sponsored ADR,SCHW,DAI.DE,NOW,SPGI,LRCX,AWK,EL,PLD,ADP,GILD,ZM,MU,SQ,9984.T,6861.T,ZTS,China Construction Bank Corporation Class H,DG.PA,TMUS,LMT,BNS.TO,NPN.JO,CCI,MMC,ANTM,USB,Infosys Limited Sponsored ADR,SHW,TJX,Sberbank Russia PJSC Sponsored ADR,AIR.PA,ENB,8306.T,BAM.A.TO,CSX,DTE.DE,CL,ECL,TFC,ITW,KER.PA,PPL.TO,CB,CI,BMO.TO,MRNA,NSC,BDX,SIKA.SW,WBC.AX,CME,6098.T,EQIX,WTRG,MELI,FCX,INVE B.ST,FISV,ADS.DE,NG.L,CNR.TO,UBER,ADSK,388.HK,RELIANCE.NS,7974.T,GM,4063.T,EMR,Compagnie Financiere Richemont SA,SRE,SNAP,NIO,ATVI,JCI,ZURN.SW,NESTE.HE,NXPI,6367.T,EW,RKT.L,WMB,9988.HK,SHOP,NOVO B.CO,BMTA.,INFY,SBRCY,ENB.TO,939.HK,SAN.MC,RITN.,ETN,VOW3.DE,ILMN,STATE STREET INSTITUTIONAL LIQ STATE STR,JD,4308.T,GIVN.SW,BX,BSX,GEN.,BNP.PA,GE.,PRX.AS,AON,A,BAM,ADI,8035.T,9433.T,7741.T,EL.PA,MET,CS.PA,NAB.AX,n/a,CFR.SW,TEN.MI,SUM
10/14/2021,3.63,3.16,2.1,1.16,1.27,1.3,0.77,0.79,0.92,0.65,0.74,0.56,0.59,0.0,0.59,0.53,0.55,0.55,0.43,0.56,0.46,0.52,0.41,0.46,0.47,0.42,0.38,0.36,0.38,0.43,0.33,0.34,0.37,0.31,0.37,0.32,0.35,0.31,0.37,0.34,0.34,0.32,0.33,0.3,0.34,0.27,0.34,0.33,0.28,0.29,0.28,0.31,0.28,0.29,0.29,0.0,0.26,0.22,0.22,0.24,0.22,0.25,0.26,0.28,0.23,0.22,0.22,0.21,0.2,0.22,0.27,0.23,0.0,0.22,0.22,0.21,0.18,0.2,0.22,0.22,0.22,0.21,0.21,0.19,0.19,0.21,0.19,0.19,0.18,0.21,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.12,0.16,0.18,0.17,0.18,0.18,0.15,0.16,0.16,0.19,0.17,0.16,0.18,0.16,0.15,0.15,0.14,0.16,0.17,0.12,0.15,0.15,0.17,0.15,0.0,0.16,0.16,0.16,0.15,0.13,0.15,0.14,0.15,0.14,0.14,0.0,0.12,0.15,0.11,0.15,0.14,0.0,0.13,0.11,0.12,0.13,0.0,0.11,0.14,0.13,0.14,0.0,0.13,0.12,0.0,0.12,0.0,0.13,0.0,0.12,0.11,0.11,0.12,0.13,0.11,0.0,0.12,0.13,0.0,0.12,0.15,0.11,0.11,0.11,0.11,0.11,0.14,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.11,0.12,0.0,0.0,0.11,0.13,0.0,0.11,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.5,0.24,0.26,0.13,0.13,0.16,0.15,0.12,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.13,0.14,0.11,0.0,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,56.13000000000001
10/19/2021,3.6,3.19,2.16,1.13,1.26,1.29,0.79,0.81,0.95,0.64,0.72,0.55,0.59,0.0,0.61,0.53,0.55,0.55,0.42,0.57,0.46,0.54,0.42,0.46,0.5,0.41,0.39,0.36,0.37,0.42,0.33,0.34,0.36,0.3,0.35,0.33,0.35,0.3,0.39,0.33,0.34,0.31,0.32,0.31,0.34,0.27,0.33,0.33,0.29,0.29,0.28,0.3,0.27,0.28,0.29,0.0,0.26,0.21,0.22,0.24,0.22,0.24,0.25,0.27,0.23,0.23,0.22,0.2,0.2,0.22,0.26,0.23,0.0,0.22,0.22,0.22,0.18,0.2,0.23,0.22,0.22,0.21,0.22,0.19,0.19,0.21,0.2,0.18,0.18,0.22,0.17,0.19,0.17,0.2,0.18,0.18,0.18,0.12,0.16,0.18,0.17,0.18,0.17,0.16,0.16,0.16,0.19,0.17,0.15,0.18,0.16,0.15,0.15,0.13,0.16,0.16,0.13,0.16,0.15,0.17,0.15,0.0,0.16,0.16,0.17,0.15,0.13,0.15,0.14,0.15,0.15,0.13,0.0,0.11,0.16,0.11,0.15,0.14,0.0,0.13,0.1,0.12,0.13,0.0,0.11,0.14,0.13,0.13,0.0,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.11,0.11,0.12,0.13,0.11,0.0,0.12,0.12,0.0,0.12,0.15,0.11,0.11,0.11,0.11,0.11,0.14,0.1,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.12,0.0,0.1,0.11,0.13,0.0,0.1,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.11,0.47,0.24,0.26,0.13,0.14,0.15,0.15,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.12,0.11,0.0,0.14,0.14,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,56.12000000000001
10/20/2021,3.6,3.19,2.16,1.13,1.26,1.29,0.79,0.81,0.95,0.64,0.72,0.55,0.59,0.0,0.61,0.53,0.55,0.55,0.42,0.57,0.46,0.54,0.42,0.46,0.5,0.41,0.39,0.36,0.37,0.42,0.33,0.34,0.36,0.3,0.35,0.33,0.35,0.3,0.39,0.33,0.34,0.31,0.32,0.31,0.34,0.27,0.33,0.33,0.29,0.29,0.28,0.3,0.27,0.28,0.29,0.0,0.26,0.21,0.22,0.24,0.22,0.24,0.25,0.27,0.23,0.23,0.22,0.2,0.2,0.22,0.26,0.23,0.0,0.22,0.22,0.22,0.18,0.2,0.23,0.22,0.22,0.21,0.22,0.19,0.19,0.21,0.2,0.18,0.18,0.22,0.17,0.19,0.17,0.2,0.18,0.18,0.18,0.12,0.16,0.18,0.17,0.18,0.17,0.16,0.16,0.16,0.19,0.17,0.15,0.18,0.16,0.15,0.15,0.13,0.16,0.16,0.13,0.16,0.15,0.17,0.15,0.0,0.16,0.16,0.17,0.15,0.13,0.15,0.14,0.15,0.15,0.13,0.0,0.11,0.16,0.11,0.15,0.14,0.0,0.13,0.1,0.12,0.13,0.0,0.11,0.14,0.13,0.13,0.0,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.11,0.11,0.12,0.13,0.11,0.0,0.12,0.12,0.0,0.12,0.15,0.11,0.11,0.11,0.11,0.11,0.14,0.1,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.12,0.0,0.1,0.11,0.13,0.0,0.1,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.11,0.47,0.24,0.26,0.13,0.14,0.15,0.15,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.12,0.11,0.0,0.14,0.14,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,56.12000000000001
10/21/2021,3.64,3.22,2.18,1.17,1.27,1.3,0.78,0.82,0.98,0.64,0.72,0.55,0.59,0.0,0.6,0.53,0.54,0.54,0.42,0.57,0.46,0.53,0.43,0.45,0.49,0.41,0.4,0.35,0.36,0.42,0.32,0.34,0.36,0.29,0.35,0.32,0.35,0.3,0.39,0.34,0.34,0.31,0.31,0.31,0.35,0.27,0.34,0.33,0.27,0.29,0.28,0.31,0.27,0.28,0.3,0.0,0.26,0.21,0.22,0.24,0.22,0.24,0.25,0.27,0.23,0.23,0.22,0.2,0.2,0.22,0.26,0.23,0.0,0.22,0.22,0.21,0.17,0.2,0.23,0.22,0.22,0.21,0.22,0.19,0.19,0.21,0.19,0.19,0.18,0.21,0.17,0.19,0.17,0.2,0.18,0.18,0.19,0.12,0.16,0.18,0.17,0.18,0.17,0.16,0.17,0.15,0.2,0.17,0.15,0.18,0.16,0.15,0.15,0.13,0.16,0.16,0.13,0.16,0.14,0.17,0.15,0.0,0.16,0.16,0.17,0.15,0.13,0.15,0.14,0.16,0.14,0.13,0.0,0.11,0.16,0.11,0.15,0.14,0.0,0.12,0.1,0.12,0.13,0.0,0.11,0.14,0.13,0.13,0.0,0.13,0.12,0.0,0.12,0.0,0.13,0.0,0.12,0.1,0.11,0.12,0.13,0.11,0.0,0.12,0.12,0.0,0.12,0.16,0.11,0.1,0.11,0.11,0.11,0.14,0.1,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.13,0.0,0.1,0.11,0.13,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.47,0.25,0.26,0.13,0.14,0.15,0.15,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.12,0.11,0.0,0.14,0.14,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,56.20000000000001
10/22/2021,3.66,3.21,2.16,1.18,1.27,1.3,0.78,0.82,0.97,0.65,0.73,0.55,0.59,0.0,0.6,0.52,0.54,0.53,0.42,0.57,0.46,0.53,0.43,0.44,0.5,0.4,0.41,0.36,0.36,0.42,0.32,0.34,0.36,0.29,0.35,0.32,0.35,0.3,0.39,0.34,0.34,0.32,0.32,0.3,0.35,0.27,0.34,0.33,0.27,0.29,0.28,0.31,0.28,0.27,0.3,0.0,0.26,0.21,0.21,0.23,0.23,0.24,0.25,0.27,0.23,0.23,0.22,0.21,0.2,0.22,0.26,0.23,0.0,0.22,0.21,0.21,0.17,0.2,0.23,0.22,0.22,0.21,0.22,0.19,0.19,0.21,0.19,0.18,0.18,0.21,0.17,0.19,0.17,0.2,0.18,0.18,0.19,0.11,0.16,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.2,0.17,0.15,0.17,0.16,0.15,0.15,0.13,0.16,0.17,0.13,0.16,0.15,0.17,0.15,0.0,0.16,0.16,0.17,0.15,0.13,0.15,0.13,0.15,0.14,0.13,0.0,0.11,0.16,0.11,0.15,0.14,0.0,0.12,0.1,0.12,0.13,0.0,0.11,0.14,0.13,0.13,0.0,0.13,0.11,0.0,0.12,0.0,0.12,0.0,0.12,0.1,0.1,0.12,0.13,0.11,0.0,0.12,0.12,0.0,0.12,0.16,0.11,0.11,0.11,0.11,0.11,0.14,0.1,0.11,0.11,0.12,0.1,0.11,0.0,0.11,0.12,0.0,0.1,0.11,0.13,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.1,0.0,0.11,0.48,0.25,0.26,0.13,0.14,0.15,0.15,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.12,0.11,0.0,0.13,0.14,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,56.16000000000001
10/26/2021,3.67,3.22,2.14,1.18,1.26,1.28,0.78,0.83,1.0,0.64,0.73,0.55,0.58,0.0,0.62,0.54,0.54,0.52,0.42,0.58,0.45,0.53,0.38,0.44,0.48,0.4,0.41,0.36,0.36,0.43,0.33,0.34,0.36,0.29,0.36,0.32,0.34,0.3,0.38,0.34,0.34,0.33,0.32,0.31,0.35,0.27,0.35,0.34,0.27,0.29,0.27,0.31,0.28,0.27,0.3,0.0,0.26,0.21,0.22,0.23,0.23,0.24,0.24,0.27,0.23,0.22,0.22,0.2,0.21,0.21,0.26,0.23,0.0,0.22,0.19,0.21,0.17,0.2,0.24,0.22,0.22,0.21,0.22,0.19,0.19,0.21,0.19,0.18,0.18,0.21,0.17,0.19,0.17,0.19,0.18,0.17,0.19,0.11,0.16,0.18,0.17,0.18,0.17,0.16,0.17,0.16,0.2,0.17,0.15,0.17,0.16,0.16,0.15,0.12,0.15,0.17,0.13,0.16,0.15,0.16,0.15,0.0,0.16,0.16,0.17,0.15,0.12,0.15,0.14,0.16,0.14,0.13,0.0,0.11,0.16,0.11,0.15,0.14,0.0,0.12,0.0,0.12,0.13,0.0,0.11,0.15,0.14,0.13,0.0,0.14,0.12,0.0,0.12,0.0,0.12,0.0,0.13,0.1,0.1,0.12,0.13,0.11,0.0,0.12,0.13,0.0,0.12,0.16,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.13,0.0,0.11,0.11,0.13,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.5,0.25,0.26,0.13,0.13,0.15,0.15,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.12,0.12,0.0,0.14,0.14,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,56.18000000000001
11/02/2021,3.66,3.42,2.1,1.11,1.3,1.33,0.77,0.93,1.24,0.64,0.72,0.53,0.53,0.0,0.64,0.56,0.54,0.53,0.42,0.59,0.42,0.54,0.36,0.43,0.5,0.4,0.41,0.34,0.37,0.45,0.33,0.3,0.36,0.29,0.36,0.33,0.35,0.31,0.39,0.35,0.35,0.34,0.35,0.32,0.36,0.26,0.36,0.35,0.26,0.3,0.27,0.31,0.26,0.27,0.31,0.0,0.25,0.21,0.22,0.23,0.22,0.24,0.24,0.27,0.24,0.23,0.2,0.2,0.22,0.2,0.25,0.22,0.0,0.21,0.19,0.21,0.17,0.19,0.24,0.23,0.22,0.21,0.24,0.19,0.2,0.2,0.2,0.18,0.18,0.21,0.16,0.19,0.17,0.2,0.18,0.18,0.2,0.1,0.16,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.2,0.18,0.15,0.17,0.15,0.14,0.16,0.12,0.16,0.17,0.11,0.16,0.14,0.16,0.15,0.0,0.16,0.16,0.17,0.16,0.12,0.15,0.14,0.16,0.15,0.13,0.0,0.11,0.16,0.1,0.15,0.14,0.0,0.13,0.1,0.11,0.13,0.0,0.11,0.14,0.14,0.13,0.0,0.14,0.12,0.0,0.12,0.0,0.12,0.0,0.13,0.1,0.11,0.12,0.13,0.11,0.0,0.11,0.13,0.0,0.12,0.16,0.12,0.1,0.11,0.11,0.11,0.14,0.11,0.11,0.1,0.11,0.1,0.0,0.0,0.11,0.13,0.0,0.11,0.1,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.1,0.47,0.24,0.27,0.13,0.13,0.15,0.14,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.0,0.12,0.12,0.0,0.14,0.14,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.1,0.0,56.60000000000001
11/03/2021,3.66,3.42,2.1,1.11,1.3,1.33,0.77,0.93,1.24,0.64,0.72,0.53,0.53,0.0,0.64,0.56,0.54,0.53,0.42,0.59,0.42,0.54,0.36,0.43,0.5,0.4,0.41,0.34,0.37,0.45,0.33,0.3,0.36,0.29,0.36,0.33,0.35,0.31,0.39,0.35,0.35,0.34,0.35,0.32,0.36,0.26,0.36,0.35,0.26,0.3,0.27,0.31,0.26,0.27,0.31,0.0,0.25,0.21,0.22,0.23,0.22,0.24,0.24,0.27,0.24,0.23,0.2,0.2,0.22,0.2,0.25,0.22,0.0,0.21,0.19,0.21,0.17,0.19,0.24,0.23,0.22,0.21,0.24,0.19,0.2,0.2,0.2,0.18,0.18,0.21,0.16,0.19,0.17,0.2,0.18,0.18,0.2,0.1,0.16,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.2,0.18,0.15,0.17,0.15,0.14,0.16,0.12,0.16,0.17,0.11,0.16,0.14,0.16,0.15,0.0,0.16,0.16,0.17,0.16,0.12,0.15,0.14,0.16,0.15,0.13,0.0,0.11,0.16,0.1,0.15,0.14,0.0,0.13,0.1,0.11,0.13,0.0,0.11,0.14,0.14,0.13,0.0,0.14,0.12,0.0,0.12,0.0,0.12,0.0,0.13,0.1,0.11,0.12,0.13,0.11,0.0,0.11,0.13,0.0,0.12,0.16,0.12,0.1,0.11,0.11,0.11,0.14,0.11,0.11,0.1,0.11,0.1,0.0,0.0,0.11,0.13,0.0,0.11,0.1,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.1,0.47,0.24,0.27,0.13,0.13,0.15,0.14,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.0,0.12,0.12,0.0,0.14,0.14,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.1,0.0,56.60000000000001
11/05/2021,3.64,3.42,2.05,1.12,1.27,1.3,0.77,0.96,1.3,0.64,0.72,0.5,0.52,0.0,0.63,0.55,0.54,0.54,0.42,0.58,0.41,0.54,0.35,0.43,0.5,0.41,0.4,0.34,0.37,0.44,0.32,0.3,0.37,0.28,0.38,0.33,0.35,0.32,0.42,0.35,0.35,0.33,0.35,0.32,0.36,0.27,0.36,0.35,0.27,0.3,0.28,0.31,0.26,0.28,0.3,0.0,0.25,0.21,0.22,0.23,0.23,0.25,0.23,0.27,0.24,0.23,0.21,0.2,0.22,0.2,0.25,0.22,0.0,0.22,0.19,0.22,0.18,0.19,0.24,0.23,0.23,0.22,0.24,0.2,0.2,0.2,0.2,0.18,0.18,0.22,0.17,0.19,0.18,0.2,0.18,0.18,0.2,0.1,0.16,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.22,0.18,0.15,0.17,0.14,0.14,0.16,0.11,0.16,0.17,0.11,0.16,0.15,0.16,0.15,0.0,0.16,0.16,0.17,0.15,0.13,0.15,0.14,0.16,0.15,0.13,0.0,0.11,0.15,0.11,0.15,0.14,0.0,0.13,0.1,0.11,0.13,0.0,0.11,0.14,0.17,0.13,0.0,0.14,0.12,0.0,0.11,0.0,0.12,0.0,0.13,0.1,0.1,0.12,0.13,0.11,0.0,0.11,0.13,0.0,0.12,0.16,0.11,0.1,0.11,0.0,0.11,0.14,0.11,0.11,0.1,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.11,0.1,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.1,0.11,0.11,0.1,0.1,0.46,0.25,0.28,0.12,0.13,0.15,0.14,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.13,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.14,0.14,0.12,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,56.65000000000001
11/08/2021,3.63,3.42,2.13,1.14,1.29,1.31,0.75,1.07,1.35,0.63,0.71,0.52,0.52,0.0,0.63,0.56,0.54,0.54,0.41,0.58,0.42,0.53,0.35,0.43,0.51,0.41,0.42,0.34,0.37,0.43,0.31,0.3,0.36,0.28,0.36,0.33,0.35,0.31,0.42,0.35,0.36,0.33,0.35,0.33,0.36,0.26,0.37,0.35,0.26,0.32,0.28,0.3,0.26,0.28,0.3,0.0,0.25,0.21,0.21,0.22,0.26,0.24,0.23,0.26,0.24,0.23,0.21,0.19,0.22,0.19,0.25,0.22,0.0,0.22,0.18,0.22,0.18,0.2,0.24,0.22,0.24,0.22,0.24,0.21,0.21,0.2,0.2,0.18,0.17,0.2,0.16,0.19,0.18,0.19,0.18,0.17,0.2,0.0,0.16,0.18,0.17,0.17,0.17,0.15,0.17,0.16,0.23,0.18,0.15,0.17,0.15,0.14,0.16,0.11,0.16,0.16,0.11,0.16,0.14,0.16,0.14,0.0,0.16,0.16,0.17,0.15,0.13,0.14,0.14,0.16,0.15,0.13,0.0,0.12,0.15,0.1,0.16,0.14,0.0,0.12,0.1,0.11,0.13,0.0,0.11,0.14,0.17,0.13,0.0,0.14,0.12,0.0,0.11,0.0,0.12,0.0,0.12,0.1,0.11,0.12,0.13,0.11,0.0,0.11,0.13,0.0,0.12,0.13,0.11,0.1,0.11,0.0,0.11,0.14,0.1,0.1,0.1,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.11,0.1,0.12,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.1,0.0,0.1,0.47,0.25,0.29,0.12,0.13,0.14,0.14,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.13,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.14,0.14,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,56.760000000000005
11/09/2021,3.64,3.41,2.15,1.15,1.29,1.31,0.77,1.07,1.34,0.63,0.71,0.5,0.53,0.0,0.62,0.56,0.53,0.54,0.41,0.58,0.43,0.53,0.35,0.44,0.52,0.4,0.41,0.35,0.37,0.41,0.32,0.31,0.36,0.28,0.4,0.34,0.35,0.31,0.42,0.35,0.37,0.32,0.32,0.33,0.36,0.26,0.37,0.34,0.27,0.31,0.28,0.28,0.26,0.28,0.3,0.0,0.26,0.21,0.21,0.22,0.27,0.24,0.23,0.26,0.24,0.23,0.22,0.19,0.21,0.2,0.25,0.22,0.0,0.22,0.18,0.21,0.17,0.19,0.24,0.22,0.24,0.22,0.23,0.21,0.21,0.2,0.2,0.17,0.17,0.2,0.17,0.19,0.17,0.19,0.18,0.18,0.2,0.0,0.16,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.23,0.18,0.15,0.18,0.15,0.14,0.16,0.11,0.16,0.16,0.11,0.16,0.15,0.16,0.15,0.0,0.16,0.16,0.17,0.15,0.13,0.14,0.15,0.16,0.15,0.13,0.0,0.12,0.14,0.1,0.16,0.14,0.0,0.13,0.1,0.11,0.13,0.0,0.11,0.14,0.17,0.13,0.0,0.14,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.1,0.11,0.12,0.13,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.11,0.14,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.11,0.1,0.12,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.1,0.45,0.25,0.28,0.12,0.13,0.14,0.15,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.14,0.14,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.1,56.82000000000001
11/10/2021,3.64,3.41,2.15,1.15,1.29,1.31,0.77,1.07,1.34,0.63,0.71,0.5,0.53,0.0,0.62,0.56,0.53,0.54,0.41,0.58,0.43,0.53,0.35,0.44,0.52,0.4,0.41,0.35,0.37,0.41,0.32,0.31,0.36,0.28,0.4,0.34,0.35,0.31,0.42,0.35,0.37,0.32,0.32,0.33,0.36,0.26,0.37,0.34,0.27,0.31,0.28,0.28,0.26,0.28,0.3,0.0,0.26,0.21,0.21,0.22,0.27,0.24,0.23,0.26,0.24,0.23,0.22,0.19,0.21,0.2,0.25,0.22,0.0,0.22,0.18,0.21,0.17,0.19,0.24,0.22,0.24,0.22,0.23,0.21,0.21,0.2,0.2,0.17,0.17,0.2,0.17,0.19,0.17,0.19,0.18,0.18,0.2,0.0,0.16,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.23,0.18,0.15,0.18,0.15,0.14,0.16,0.11,0.16,0.16,0.11,0.16,0.15,0.16,0.15,0.0,0.16,0.16,0.17,0.15,0.13,0.14,0.15,0.16,0.15,0.13,0.0,0.12,0.14,0.1,0.16,0.14,0.0,0.13,0.1,0.11,0.13,0.0,0.11,0.14,0.17,0.13,0.0,0.14,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.1,0.11,0.12,0.13,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.11,0.14,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.11,0.13,0.0,0.11,0.1,0.12,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.1,0.45,0.25,0.28,0.12,0.13,0.14,0.15,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.14,0.14,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.1,56.82000000000001
