,WPM,POLY.L,PAAS,HL,010130.KS,SSRM,FR.TO,FRES.L,BVN,CDE,MAG.TO,PE&OLES.MX,SIL.TO,FVI.TO,EXK,SVM.TO,HOC.L,GGD.TO,AYA.TO,MUX,GATO,NUAG.TO,DSV.V,ADT AU,AXU,VOLCABC1 PE,SVL.AX,GPL,PRYM.V,USA.TO,GORO,ABRA.V,AUN.V,BCM.V,SVE.V,AUMN,IPT.V,CASH,AAU,AAG.V,EXN CN,FRESL.,B 08/12/21,EXN.TO,n/a,WPM.TO,PAAS.TO,B 0 08/12/21,BVN.,FRGXX,EDR.TO,ADT.AX,AXU.TO,VOLCABC1.,GPR.TO,SUM
07/27/2021,25.14,12.57,9.41,5.31,6.0,4.9,3.99,3.51,3.62,2.98,2.83,3.13,2.0,1.47,1.43,1.47,1.2,0.97,0.94,0.77,0.6,0.53,0.61,0.74,0.52,0.5,0.33,0.38,0.33,0.31,0.28,0.2,0.2,0.16,0.12,0.12,0.11,0.12,0.09,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,24.99,12.39,9.39,5.25,6.28,4.89,4.0,3.5,3.72,2.97,2.89,3.12,2.01,1.48,1.43,1.49,1.2,0.95,0.92,0.77,0.59,0.55,0.58,0.8,0.52,0.49,0.31,0.37,0.33,0.3,0.27,0.19,0.21,0.16,0.13,0.12,0.1,0.13,0.09,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/30/2021,25.28,12.43,9.35,5.14,6.3,4.9,3.98,0.0,3.72,2.95,2.86,3.11,2.03,1.47,1.4,1.47,1.18,0.95,0.92,0.77,0.6,0.55,0.56,0.77,0.5,0.48,0.3,0.38,0.33,0.29,0.27,0.19,0.2,0.15,0.13,0.12,0.1,0.13,0.09,0.06,0.05,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/02/2021,25.06,12.32,9.39,5.21,6.04,4.85,4.02,3.67,3.54,2.89,2.92,3.11,2.11,1.5,1.46,1.45,1.25,1.01,1.02,0.79,0.59,0.58,0.63,0.76,0.52,0.46,0.31,0.38,0.32,0.3,0.26,0.21,0.21,0.16,0.12,0.11,0.1,-5.79,0.09,0.07,0.0,0.0,5.92,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/03/2021,25.06,12.32,9.39,5.21,6.04,4.85,4.02,3.67,3.54,2.89,2.92,3.11,2.11,1.5,1.46,1.45,1.25,1.01,1.02,0.79,0.59,0.58,0.63,0.76,0.52,0.46,0.31,0.38,0.32,0.3,0.26,0.21,0.21,0.16,0.12,0.11,0.1,-5.79,0.09,0.07,0.0,0.0,5.92,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/04/2021,25.26,12.39,9.39,5.13,6.16,4.9,4.03,3.67,3.37,2.88,2.92,3.07,2.09,1.51,1.45,1.46,1.18,1.01,1.01,0.78,0.58,0.59,0.6,0.82,0.52,0.4,0.31,0.38,0.31,0.29,0.27,0.23,0.21,0.17,0.13,0.11,0.1,-5.83,0.09,0.07,0.0,0.0,5.96,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/05/2021,25.29,12.46,9.34,5.03,6.12,4.91,4.06,3.71,3.39,2.81,2.94,3.03,2.1,1.52,1.43,1.47,1.22,1.02,1.01,0.77,0.59,0.59,0.61,0.8,0.52,0.42,0.33,0.37,0.31,0.3,0.27,0.23,0.21,0.17,0.13,0.11,0.1,-5.88,0.09,0.07,0.0,0.0,6.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/06/2021,25.37,12.38,9.35,5.08,5.99,4.95,4.02,3.76,3.41,2.82,2.91,3.07,2.09,1.49,1.45,1.44,1.2,1.08,1.04,0.79,0.6,0.58,0.62,0.79,0.5,0.4,0.32,0.37,0.31,0.29,0.27,0.22,0.21,0.16,0.13,0.11,0.1,0.12,0.09,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/10/2021,25.28,12.51,9.29,4.94,6.05,5.2,3.99,3.73,3.27,2.74,2.9,3.25,2.07,1.46,1.41,1.39,1.21,1.11,1.14,0.77,0.6,0.58,0.63,0.82,0.51,0.39,0.32,0.35,0.31,0.29,0.26,0.21,0.21,0.16,0.13,0.11,0.1,0.0,0.09,0.07,0.05,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/11/2021,25.24,12.43,9.3,4.94,6.22,5.19,4.01,3.69,3.24,2.77,2.95,3.22,2.08,1.47,1.39,1.43,1.2,1.09,1.12,0.76,0.6,0.59,0.61,0.83,0.49,0.4,0.31,0.34,0.3,0.29,0.26,0.2,0.21,0.17,0.13,0.11,0.1,0.0,0.09,0.07,0.05,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/13/2021,25.31,12.57,9.15,5.0,6.37,5.09,4.01,3.74,3.18,2.78,2.98,3.25,2.04,1.46,1.32,1.38,1.22,1.05,1.13,0.75,0.6,0.57,0.6,0.85,0.48,0.4,0.32,0.32,0.3,0.29,0.25,0.21,0.21,0.17,0.13,0.1,0.1,0.0,0.1,0.07,0.04,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/16/2021,25.29,12.57,9.34,4.95,6.38,5.09,3.96,3.8,3.14,2.82,2.91,3.17,2.01,1.43,1.32,1.37,1.22,1.08,1.21,0.75,0.62,0.53,0.65,0.85,0.45,0.39,0.32,0.31,0.3,0.28,0.24,0.2,0.21,0.17,0.13,0.11,0.1,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/18/2021,25.6,12.55,9.32,4.94,6.12,5.17,3.96,3.75,3.15,2.79,2.96,3.12,2.04,1.46,1.31,1.35,1.21,1.11,1.13,0.77,0.61,0.54,0.66,0.83,0.46,0.37,0.32,0.31,0.31,0.28,0.23,0.21,0.21,0.17,0.13,0.11,0.1,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/19/2021,25.75,12.63,9.19,4.92,6.18,5.2,3.94,3.85,3.21,2.74,2.93,3.19,1.99,1.41,1.3,1.31,1.23,1.07,1.15,0.75,0.59,0.53,0.65,0.8,0.44,0.37,0.31,0.3,0.3,0.26,0.23,0.2,0.21,0.16,0.13,0.1,0.1,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/20/2021,26.05,12.75,9.17,4.86,6.15,5.22,3.83,3.95,3.19,2.73,2.84,3.23,1.96,1.4,1.28,1.29,1.24,1.06,1.21,0.73,0.58,0.5,0.6,0.79,0.43,0.35,0.31,0.29,0.29,0.25,0.23,0.19,0.2,0.17,0.13,0.1,0.1,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/23/2021,26.08,13.24,9.01,4.73,6.19,5.17,3.88,4.13,2.95,2.65,2.87,3.27,1.92,1.37,1.26,1.32,1.25,1.08,1.12,0.73,0.59,0.49,0.58,0.8,0.42,0.32,0.3,0.29,0.3,0.23,0.23,0.18,0.2,0.17,0.12,0.1,0.09,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/24/2021,26.08,13.24,9.01,4.73,6.19,5.17,3.88,4.13,2.95,2.65,2.87,3.27,1.92,1.37,1.26,1.32,1.25,1.08,1.12,0.73,0.59,0.49,0.58,0.8,0.42,0.32,0.3,0.29,0.3,0.23,0.23,0.18,0.2,0.17,0.12,0.1,0.09,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/25/2021,26.32,13.27,9.01,4.77,6.03,5.21,3.92,4.13,2.83,2.67,2.8,3.26,1.92,1.36,1.26,1.32,1.23,1.06,1.15,0.72,0.61,0.47,0.59,0.77,0.43,0.32,0.29,0.29,0.29,0.23,0.23,0.19,0.2,0.16,0.12,0.1,0.09,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/26/2021,26.08,12.82,9.16,4.82,5.85,5.23,3.96,4.04,2.95,2.73,2.94,3.18,1.97,1.41,1.29,1.33,1.27,1.09,1.19,0.8,0.61,0.5,0.59,0.76,0.46,0.36,0.28,0.31,0.3,0.24,0.24,0.19,0.19,0.16,0.13,0.1,0.09,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/27/2021,25.86,12.77,9.09,4.83,6.04,5.22,3.97,4.0,3.12,2.75,2.93,3.17,1.96,1.43,1.3,1.32,1.25,1.14,1.05,0.79,0.61,0.56,0.59,0.75,0.44,0.41,0.29,0.32,0.31,0.23,0.24,0.2,0.21,0.16,0.13,0.11,0.09,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/30/2021,25.89,12.53,9.03,4.74,6.14,5.21,3.94,4.04,3.28,2.71,2.96,3.22,1.99,1.43,1.29,1.34,1.24,1.11,1.05,0.77,0.63,0.54,0.57,0.77,0.43,0.42,0.29,0.33,0.3,0.23,0.23,0.2,0.2,0.16,0.12,0.1,0.09,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,25.89,12.53,9.03,4.74,6.14,5.21,3.94,4.04,3.28,2.71,2.96,3.22,1.99,1.43,1.29,1.34,1.24,1.11,1.05,0.77,0.63,0.54,0.57,0.77,0.43,0.42,0.29,0.33,0.3,0.23,0.23,0.2,0.2,0.16,0.12,0.1,0.09,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/01/2021,25.9,12.17,9.1,4.9,5.92,5.27,3.98,3.95,3.33,2.8,3.0,3.16,2.01,1.46,1.34,1.36,1.22,1.12,1.02,0.8,0.65,0.57,0.58,0.78,0.44,0.47,0.28,0.34,0.3,0.23,0.23,0.21,0.2,0.16,0.12,0.1,0.09,0.0,0.09,0.06,0.04,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/02/2021,25.76,12.27,9.08,4.88,5.96,5.21,3.97,3.98,3.29,2.8,2.95,3.24,2.0,1.45,1.34,1.35,1.23,1.12,1.04,0.79,0.64,0.56,0.56,0.81,0.44,0.47,0.3,0.34,0.31,0.24,0.23,0.21,0.21,0.16,0.12,0.11,0.1,0.0,0.09,0.07,0.04,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/03/2021,25.92,11.91,9.12,4.94,6.23,5.29,3.97,4.01,3.21,2.82,2.94,3.23,2.01,1.46,1.36,1.36,1.2,1.1,1.02,0.78,0.64,0.58,0.57,0.77,0.44,0.51,0.29,0.33,0.3,0.23,0.23,0.2,0.22,0.16,0.13,0.12,0.1,0.0,0.09,0.08,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/06/2021,26.08,11.94,9.13,4.97,6.09,5.28,3.97,3.97,3.11,2.83,2.93,3.26,2.0,1.47,1.38,1.36,1.19,1.09,1.02,0.78,0.64,0.58,0.56,0.82,0.45,0.52,0.29,0.34,0.3,0.24,0.23,0.2,0.22,0.16,0.12,0.11,0.1,0.0,0.09,0.08,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/08/2021,26.17,11.8,9.14,5.02,5.92,5.21,3.97,3.99,3.13,2.85,2.96,3.19,2.01,1.48,1.41,1.38,1.26,1.09,1.01,0.79,0.65,0.58,0.57,0.81,0.46,0.53,0.28,0.33,0.32,0.23,0.23,0.22,0.23,0.15,0.13,0.11,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/09/2021,26.17,11.8,9.14,5.02,5.92,5.21,3.97,3.99,3.13,2.85,2.96,3.19,2.01,1.48,1.41,1.38,1.26,1.09,1.01,0.79,0.65,0.58,0.57,0.81,0.46,0.53,0.28,0.33,0.32,0.23,0.23,0.22,0.23,0.15,0.13,0.11,0.1,0.0,0.09,0.09,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/10/2021,26.14,11.92,9.09,4.96,6.03,5.17,3.96,4.01,3.11,2.84,2.95,3.15,2.0,1.47,1.39,1.36,1.24,1.08,1.02,0.79,0.67,0.61,0.59,0.84,0.46,0.54,0.3,0.33,0.31,0.23,0.23,0.19,0.23,0.16,0.14,0.12,0.11,0.0,0.09,0.08,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/13/2021,26.37,11.69,9.18,4.98,5.98,5.12,3.92,4.06,3.15,2.83,2.84,3.07,1.95,1.43,1.37,1.32,1.28,1.12,1.03,0.78,0.64,0.6,0.55,0.82,0.43,0.59,0.29,0.32,0.36,0.23,0.24,0.19,0.21,0.16,0.13,0.11,0.1,0.0,0.09,0.07,0.0,0.0,0.0,0.04,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/14/2021,26.37,11.69,9.18,4.98,5.98,5.12,3.92,4.06,3.15,2.83,2.84,3.07,1.95,1.43,1.37,1.32,1.28,1.12,1.03,0.78,0.64,0.6,0.55,0.82,0.43,0.59,0.29,0.32,0.36,0.23,0.24,0.19,0.21,0.16,0.13,0.11,0.1,0.0,0.09,0.07,0.0,0.0,0.0,0.04,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/15/2021,26.5,11.69,9.11,5.02,6.05,5.01,3.88,4.06,3.11,2.84,2.84,3.11,1.94,1.43,1.35,1.33,1.3,1.14,1.07,0.8,0.64,0.6,0.53,0.86,0.42,0.65,0.3,0.32,0.36,0.23,0.24,0.19,0.21,0.15,0.13,0.11,0.1,0.0,0.09,0.08,0.0,0.0,0.0,0.04,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/16/2021,25.95,11.51,9.24,5.03,6.17,5.1,3.98,4.04,3.15,2.89,2.92,3.11,2.04,1.54,1.38,1.36,1.28,1.13,1.07,0.82,0.63,0.58,0.52,0.82,0.43,0.64,0.29,0.32,0.37,0.24,0.24,0.18,0.2,0.15,0.12,0.11,0.1,0.0,0.09,0.07,0.0,0.0,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/17/2021,26.04,11.48,9.29,5.03,6.11,5.19,4.02,4.03,3.13,2.87,2.95,3.09,2.08,1.53,1.36,1.36,1.26,1.13,1.01,0.81,0.64,0.56,0.52,0.82,0.42,0.59,0.29,0.32,0.37,0.25,0.24,0.18,0.2,0.15,0.12,0.11,0.11,0.0,0.09,0.07,0.0,0.0,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/20/2021,25.6,11.65,9.26,4.89,6.47,5.1,3.98,4.09,3.15,2.68,2.95,3.25,2.12,1.5,1.33,1.38,1.25,1.1,0.99,0.83,0.64,0.54,0.51,0.91,0.44,0.64,0.3,0.31,0.4,0.24,0.24,0.19,0.2,0.16,0.13,0.11,0.1,0.0,0.09,0.07,0.0,0.0,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/21/2021,25.6,11.65,9.26,4.89,6.47,5.1,3.98,4.09,3.15,2.68,2.95,3.25,2.12,1.5,1.33,1.38,1.25,1.1,0.99,0.83,0.64,0.54,0.51,0.91,0.44,0.64,0.3,0.31,0.4,0.24,0.24,0.19,0.2,0.16,0.13,0.11,0.1,0.0,0.09,0.07,0.0,0.0,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/22/2021,25.57,11.67,9.25,4.85,6.43,5.19,4.07,4.07,3.31,2.68,2.87,3.23,2.11,1.51,1.36,1.37,1.27,1.1,0.97,0.81,0.62,0.53,0.46,0.91,0.45,0.66,0.3,0.31,0.39,0.22,0.24,0.19,0.2,0.14,0.13,0.11,0.1,0.0,0.09,0.07,0.0,0.0,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,25.68,11.98,9.29,4.79,6.51,5.2,4.0,4.0,3.36,2.66,2.8,3.18,2.08,1.49,1.35,1.37,1.23,1.07,0.98,0.79,0.61,0.51,0.44,0.89,0.44,0.66,0.29,0.32,0.39,0.22,0.23,0.19,0.2,0.14,0.12,0.1,0.09,0.0,0.09,0.07,0.0,0.0,0.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,25.81,11.83,9.29,4.79,6.49,5.18,4.08,3.99,3.41,2.68,2.79,3.1,2.08,1.49,1.35,1.37,1.23,1.11,0.93,0.81,0.61,0.51,0.45,0.85,0.44,0.66,0.28,0.31,0.38,0.22,0.23,0.2,0.21,0.15,0.12,0.1,0.09,0.0,0.09,0.07,0.0,0.0,0.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/27/2021,25.2,11.87,9.23,4.84,6.52,5.14,4.09,4.06,3.47,2.76,2.81,3.18,2.09,1.5,1.36,1.36,1.25,1.19,0.92,0.82,0.61,0.5,0.45,0.91,0.43,0.72,0.3,0.32,0.39,0.21,0.24,0.21,0.23,0.14,0.12,0.11,0.1,0.0,0.1,0.07,0.0,0.0,0.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/28/2021,25.2,11.87,9.23,4.84,6.52,5.14,4.09,4.06,3.47,2.76,2.81,3.18,2.09,1.5,1.36,1.36,1.25,1.19,0.92,0.82,0.61,0.5,0.45,0.91,0.43,0.72,0.3,0.32,0.39,0.21,0.24,0.21,0.23,0.14,0.12,0.11,0.1,0.0,0.1,0.07,0.0,0.0,0.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/29/2021,25.29,11.87,9.22,4.92,6.59,5.18,4.05,4.09,3.46,2.76,2.79,3.21,2.03,1.49,1.36,1.34,1.23,1.15,0.9,0.8,0.6,0.5,0.44,0.91,0.42,0.7,0.29,0.33,0.39,0.2,0.25,0.2,0.22,0.14,0.12,0.11,0.1,0.0,0.1,0.07,0.0,0.0,0.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/30/2021,24.95,11.72,9.32,5.03,6.58,5.19,4.1,4.14,3.49,2.8,2.81,3.2,2.04,1.52,1.38,1.36,1.26,1.16,0.86,0.81,0.61,0.5,0.46,0.9,0.42,0.73,0.29,0.33,0.4,0.2,0.24,0.19,0.22,0.14,0.11,0.11,0.1,0.0,0.1,0.07,0.0,0.0,0.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/01/2021,0.0,12.39,0.0,5.13,6.16,4.9,4.03,3.67,0.0,2.88,2.92,3.07,2.09,1.51,0.0,1.46,1.18,1.01,1.01,0.78,0.58,0.59,0.6,0.0,0.0,0.0,0.31,0.0,0.31,0.29,0.27,0.23,0.21,0.17,0.13,0.11,0.1,0.0,0.09,0.07,0.0,0.0,0.0,0.05,0.0,25.26,9.39,5.96,3.37,2.85,1.45,0.82,0.52,0.4,0.38,108.7
10/04/2021,24.91,11.68,9.43,5.11,6.63,5.3,4.02,4.13,3.32,2.84,2.86,3.09,2.03,1.5,1.36,1.35,1.22,1.12,0.9,0.81,0.6,0.57,0.47,0.95,0.42,0.71,0.29,0.34,0.38,0.21,0.24,0.2,0.21,0.14,0.11,0.11,0.1,0.0,0.1,0.07,0.0,0.0,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
