,FAB.,ETISALAT.,EMIRATESNBD.DB,ADCB.,ALDAR.,ADIB.,EMAAR.DB,DIB.DB,ADNOCDIS.,DIC.DB,AIRARABIA.DB,DANA.,DAMAC.DB,DFM.DB,AGTHIA.,ARMX.DB,WAHA.,AMANAT.DB,RAKPROP.,SHUAA.DB,LAM.L,UPP.DB,TABREED.DB,DSI.DB,ESHRAQ.,GGICO.DB,DEYAAR.DB,AMLAK.DB,XTSLA,EMAARMALLS.DB,EMAARDEV.DB,GBP,ARTC,NMC,AED,AGTHIA,WAHA,RAKPROP,ESHRAQ,HBCFT,MESU1,USD,ARTC.DB,SUM
08/03/2021,21.92,12.46,10.15,4.74,4.8,4.43,4.21,4.02,3.89,3.14,2.9,2.94,2.48,2.34,0.0,2.01,0.0,1.65,0.0,1.22,0.79,0.79,0.72,0.6,0.0,0.52,0.52,0.25,0.18,0.11,0.09,0.01,0.0,0.0,0.0,2.32,2.17,1.07,0.61,0.0,0.0,0.0,0.0,100.04999999999998
08/04/2021,21.92,12.46,10.15,4.74,4.8,4.43,4.21,4.02,3.89,3.14,2.9,2.94,2.48,2.34,2.32,2.01,2.17,1.65,1.07,1.22,0.79,0.79,0.72,0.6,0.61,0.52,0.52,0.25,0.18,0.11,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
08/05/2021,21.92,12.46,10.15,4.74,4.8,4.43,4.21,4.02,3.89,3.14,2.9,2.94,2.48,2.34,2.32,2.01,2.17,1.65,1.07,1.22,0.79,0.79,0.72,0.6,0.61,0.52,0.52,0.25,0.18,0.11,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
08/06/2021,21.97,12.95,9.98,4.78,4.83,4.42,4.17,4.04,3.84,3.21,2.85,2.95,2.44,2.28,2.31,2.0,2.11,1.63,1.04,1.2,0.77,0.77,0.72,0.59,0.56,0.52,0.51,0.24,0.17,0.12,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/10/2021,21.58,12.86,9.95,4.8,4.95,4.37,4.24,4.14,3.83,3.17,2.89,2.89,2.43,2.26,2.27,2.01,2.42,1.66,1.03,1.18,0.7,0.77,0.72,0.52,0.56,0.51,0.51,0.24,0.13,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.04
08/11/2021,21.58,12.86,9.95,4.8,4.95,4.37,4.24,4.14,3.83,3.17,2.89,2.89,2.43,2.26,2.27,2.01,2.42,1.66,1.03,1.18,0.7,0.77,0.72,0.52,0.56,0.51,0.51,0.24,0.13,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.04
08/13/2021,21.7,12.78,10.04,4.87,4.95,4.31,4.14,4.08,3.82,3.17,2.89,2.92,2.38,2.22,2.23,2.05,2.51,1.6,1.04,1.18,0.72,0.78,0.74,0.52,0.56,0.51,0.51,0.23,0.13,0.12,0.08,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.02
08/16/2021,21.55,12.86,9.91,4.83,5.0,4.29,4.18,4.07,3.81,3.17,2.92,2.88,2.38,2.23,2.22,2.07,2.62,1.67,1.03,1.19,0.72,0.79,0.75,0.52,0.55,0.51,0.51,0.23,0.09,0.12,0.08,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,100.0
08/17/2021,21.56,12.86,9.91,4.84,5.0,4.29,4.18,4.08,3.81,3.17,2.92,2.88,2.38,2.23,2.22,2.07,2.61,1.67,1.03,1.19,0.71,0.79,0.75,0.52,0.55,0.51,0.51,0.23,0.09,0.12,0.08,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,100.01
08/19/2021,21.65,13.13,10.05,4.88,4.81,4.26,4.09,4.03,3.78,3.17,2.9,2.94,2.39,2.19,2.19,2.06,2.5,1.73,0.99,1.16,0.72,0.83,0.74,0.52,0.54,0.51,0.51,0.23,0.09,0.11,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.03
08/20/2021,21.71,13.33,9.96,4.87,4.8,4.22,4.12,4.02,3.85,3.17,2.85,2.92,2.38,2.19,2.15,2.05,2.53,1.71,1.03,1.11,0.69,0.82,0.73,0.51,0.53,0.5,0.5,0.23,0.09,0.11,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.01000000000002
08/23/2021,21.59,12.83,9.92,4.9,4.84,4.28,4.19,4.08,3.88,3.24,2.88,2.99,2.43,2.28,2.18,2.06,2.54,1.7,1.05,1.11,0.68,0.83,0.72,0.52,0.53,0.51,0.51,0.23,0.09,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.04
08/24/2021,21.59,12.83,9.93,4.9,4.84,4.28,4.19,4.09,3.88,3.24,2.88,2.99,2.43,2.28,2.18,2.06,2.53,1.7,1.05,1.11,0.71,0.83,0.72,0.52,0.53,0.46,0.51,0.23,0.09,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.03
08/25/2021,21.59,12.83,9.93,4.9,4.84,4.28,4.19,4.09,3.88,3.24,2.88,2.99,2.43,2.28,2.18,2.06,2.53,1.7,1.05,1.11,0.71,0.83,0.72,0.52,0.53,0.46,0.51,0.23,0.09,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.03
08/26/2021,21.4,12.66,9.82,4.82,4.79,4.24,4.21,4.1,3.89,3.31,2.83,3.02,2.39,2.28,2.13,2.06,2.65,1.7,1.04,1.06,0.69,0.9,0.71,0.51,0.53,1.0,0.53,0.24,0.08,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.04
08/27/2021,21.47,12.6,9.98,4.84,4.8,4.25,4.25,4.12,3.89,3.31,2.85,3.14,2.41,2.28,2.15,2.08,2.61,1.71,1.06,1.07,0.7,0.92,0.72,0.51,0.55,0.45,0.52,0.24,0.08,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.01
08/30/2021,21.54,12.43,10.09,4.76,4.74,4.28,4.2,4.1,3.84,3.27,2.92,3.32,2.4,2.25,2.13,2.13,2.55,1.75,1.06,1.08,0.7,0.93,0.73,0.51,0.56,0.45,0.55,0.24,0.09,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.05
08/31/2021,21.54,12.43,10.09,4.76,4.74,4.28,4.2,4.1,3.84,3.27,2.92,3.32,2.4,2.25,2.13,2.13,2.56,1.76,1.06,1.08,0.68,0.93,0.73,0.51,0.56,0.45,0.55,0.24,0.09,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.04999999999998
09/01/2021,21.54,12.43,10.09,4.76,4.74,4.28,4.2,4.1,3.84,3.27,2.92,3.32,2.4,2.25,2.13,2.13,2.56,1.76,1.06,1.08,0.68,0.93,0.73,0.51,0.56,0.45,0.55,0.24,0.09,0.12,0.09,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.04999999999998
09/02/2021,21.42,12.38,10.03,4.82,4.75,4.28,4.21,4.03,3.82,3.22,2.89,3.4,2.42,2.3,2.19,2.19,2.63,1.8,1.06,1.06,0.67,0.9,0.71,0.51,0.56,0.45,0.53,0.25,0.08,0.12,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.19,0.0,99.99
09/06/2021,22.07,11.94,9.71,4.44,4.43,4.4,4.27,3.88,4.36,3.21,2.87,3.37,2.38,2.34,2.28,2.46,2.63,1.75,1.05,1.06,0.68,0.92,0.71,0.51,0.55,0.45,0.56,0.25,0.34,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.13
09/07/2021,22.07,11.94,9.71,4.44,4.43,4.4,4.27,3.88,4.36,3.21,2.87,3.37,2.38,2.34,2.28,2.46,2.65,1.75,1.05,1.06,0.67,0.92,0.71,0.51,0.55,0.45,0.56,0.25,0.25,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/08/2021,22.07,11.94,9.71,4.44,4.43,4.4,4.27,3.88,4.36,3.21,2.87,3.37,2.38,2.34,2.28,2.46,2.65,1.75,1.05,1.06,0.67,0.92,0.71,0.51,0.55,0.45,0.56,0.25,0.25,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/09/2021,22.52,11.61,9.75,4.44,4.45,4.41,4.3,3.88,4.38,3.24,2.9,3.26,2.39,2.29,2.21,2.42,2.63,1.74,1.04,1.05,0.65,0.94,0.7,0.51,0.55,0.45,0.57,0.25,0.25,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/10/2021,22.33,12.29,9.67,4.45,4.39,4.38,4.24,3.84,4.35,3.21,2.84,3.26,2.37,2.29,2.2,2.42,2.59,1.73,1.04,1.05,0.62,0.94,0.69,0.5,0.57,0.45,0.58,0.25,0.25,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/13/2021,23.23,12.36,9.59,4.44,4.34,4.32,4.15,3.79,4.24,3.13,2.75,3.37,2.33,2.23,2.15,2.37,2.55,1.66,1.02,1.03,0.63,0.91,0.67,0.5,0.54,0.44,0.56,0.25,0.25,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/14/2021,23.24,12.36,9.59,4.44,4.34,4.32,4.15,3.79,4.24,3.13,2.76,3.37,2.33,2.23,2.15,2.37,2.55,1.66,1.02,1.03,0.61,0.91,0.67,0.5,0.55,0.44,0.56,0.25,0.25,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/15/2021,23.24,12.36,9.59,4.44,4.34,4.32,4.15,3.79,4.24,3.13,2.76,3.37,2.33,2.23,2.15,2.37,2.55,1.66,1.02,1.03,0.61,0.91,0.67,0.5,0.55,0.44,0.56,0.25,0.25,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/16/2021,23.14,12.36,9.77,4.45,4.38,4.34,4.14,3.8,4.21,3.16,2.73,3.31,2.36,2.24,2.11,2.34,2.54,1.65,1.01,1.04,0.6,0.91,0.68,0.5,0.53,0.45,0.55,0.24,0.25,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/17/2021,23.14,12.37,9.74,4.45,4.38,4.36,4.15,3.76,4.23,3.17,2.75,3.31,2.36,2.26,2.09,2.36,2.53,1.65,1.01,1.03,0.61,0.9,0.69,0.5,0.53,0.45,0.55,0.24,0.17,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,100.03
09/20/2021,23.7,12.45,9.74,4.41,4.35,4.39,4.15,3.74,4.21,3.06,2.77,3.27,2.31,2.15,2.11,2.29,2.47,1.64,0.99,1.02,0.56,0.9,0.67,0.5,0.52,0.44,0.56,0.23,0.21,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/21/2021,23.69,12.44,9.74,4.4,4.35,4.38,4.15,3.74,4.21,3.05,2.77,3.27,2.31,2.15,2.11,2.29,2.46,1.64,0.99,1.02,0.59,0.9,0.67,0.5,0.52,0.44,0.56,0.23,0.21,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/22/2021,23.69,12.44,9.74,4.4,4.35,4.38,4.15,3.74,4.21,3.05,2.77,3.27,2.31,2.15,2.11,2.29,2.46,1.64,0.99,1.02,0.59,0.9,0.67,0.5,0.52,0.44,0.56,0.23,0.21,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/23/2021,23.35,12.38,9.87,4.39,4.37,4.44,4.18,3.79,4.19,3.08,2.74,3.33,2.39,2.19,2.09,2.3,2.41,1.61,0.99,1.01,0.61,0.9,0.65,0.51,0.52,0.45,0.55,0.23,0.21,0.16,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,23.56,12.44,9.76,4.38,4.39,4.4,4.16,3.79,4.19,3.07,2.74,3.32,2.39,2.17,2.11,2.31,2.41,1.58,1.0,1.02,0.6,0.9,0.62,0.51,0.0,0.45,0.54,0.23,0.21,0.16,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,100.03
09/27/2021,23.78,12.52,9.76,4.41,4.34,4.36,4.1,3.74,4.13,3.01,2.83,3.36,2.41,2.15,2.08,2.27,2.38,1.58,0.99,1.03,0.58,0.89,0.62,0.51,0.52,0.45,0.54,0.24,0.21,0.16,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/28/2021,23.79,12.53,9.76,4.41,4.34,4.36,4.1,3.74,4.13,3.01,2.83,3.36,2.41,2.15,2.08,2.27,2.38,1.58,0.99,1.03,0.55,0.89,0.62,0.51,0.52,0.45,0.54,0.24,0.21,0.16,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/30/2021,23.64,12.51,9.7,4.38,4.31,4.48,4.09,3.78,4.11,3.04,2.83,3.52,2.41,2.15,2.06,2.21,2.37,1.63,1.0,1.03,0.6,0.88,0.62,0.51,0.51,0.45,0.53,0.24,0.21,0.16,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/01/2021,23.77,12.39,9.85,4.41,4.28,4.44,4.07,3.79,4.09,3.06,2.82,3.51,2.41,2.14,2.06,2.23,2.35,1.59,1.0,1.02,0.57,0.89,0.59,0.51,0.52,0.45,0.54,0.23,0.21,0.15,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/20/2021,23.34,12.8,9.65,4.76,4.34,4.46,3.99,3.81,4.13,2.9,2.75,3.33,2.4,2.05,2.02,2.32,2.43,1.64,1.0,1.0,0.64,0.86,0.62,0.51,0.54,0.45,0.5,0.23,0.17,0.15,0.08,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,99.99
10/21/2021,23.58,12.81,9.62,4.79,4.23,4.44,3.99,3.82,4.09,2.99,2.72,3.3,2.39,2.05,1.97,2.33,2.46,1.61,1.02,1.0,0.59,0.83,0.63,0.51,0.52,0.45,0.5,0.23,0.17,0.15,0.08,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,99.98
10/22/2021,23.44,12.94,9.55,4.77,4.23,4.42,3.99,3.83,4.07,3.01,2.7,3.33,2.39,2.07,1.96,2.38,2.49,1.64,1.01,0.98,0.62,0.83,0.63,0.5,0.53,0.45,0.5,0.22,0.17,0.15,0.08,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,99.99
10/25/2021,23.05,12.88,9.54,4.76,4.24,4.42,4.01,3.83,4.03,2.97,2.7,3.27,2.37,2.13,2.07,2.71,2.48,1.72,1.0,0.99,0.63,0.82,0.68,0.5,0.52,0.44,0.51,0.22,0.17,0.15,0.09,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,100.01
10/26/2021,23.04,12.88,9.54,4.76,4.24,4.42,4.01,3.83,4.03,2.97,2.7,3.27,2.37,2.13,2.07,2.71,2.48,1.72,1.0,0.99,0.63,0.82,0.68,0.5,0.52,0.44,0.51,0.22,0.17,0.15,0.09,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,100.0
10/27/2021,23.04,12.88,9.54,4.76,4.24,4.42,4.01,3.83,4.03,2.97,2.7,3.27,2.37,2.13,2.07,2.71,2.48,1.72,1.0,0.99,0.63,0.82,0.68,0.5,0.52,0.44,0.51,0.22,0.17,0.15,0.09,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,100.0
10/28/2021,23.27,12.85,9.42,4.8,4.23,4.46,4.02,3.82,4.03,2.95,2.73,3.22,2.38,2.08,2.06,2.88,2.4,1.66,1.0,0.99,0.63,0.79,0.65,0.5,0.52,0.44,0.5,0.23,0.17,0.15,0.08,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,100.01
10/29/2021,23.19,12.83,9.52,4.83,4.21,4.45,4.06,3.8,4.1,2.96,2.73,3.2,2.35,2.07,2.02,2.79,2.42,1.67,1.01,0.99,0.62,0.82,0.67,0.5,0.53,0.44,0.51,0.23,0.17,0.15,0.08,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,100.02000000000001
