,PYPL,TXN,V,JNJ,DIS,INTU,NFLX,NKE,WFC,SQ,AXP,ZTS,SBUX,TGT,CI,ILMN,FISV,USB,ITW,TJX,EL,WM,ETN,NOC,ALXN,PAYX,LULU,PRU,DD,CDW,STZ,PEG,MNST,EFX,MPC,DOW,KR,LUV,SIVB,PSX,ETSY,ZEN,KSU,WORK,ED,WELL,YUMC,CLX,NTRS,VLO,MKC,PXD,EIX,BF.B,CTVA,GWW,HIG,K,GDDY,BILL,BKI,VIAC,BAH,ARE,O,BLL,PFG,ULTA,DOX,LNT,LB,JAZZ,OLED,SJM,SBNY,PEN,AMED,WEX,VICI,NLY,MTN,LYFT,WSM,CE,PNR,BKR,CHGG,DBX,LW,MRTX,HUBB,LNC,CPT,PNW,ELS,PLAN,RHI,FSLY,EWBC,WSO,LHCG,BL,AIZ,CMA,PPD,VST,NLSN,BFAM,RARE,AMH,ROL,BHVN,USFD,HST,TRGP,GPS,ALK,MAN,CASY,BPMC,POST,STOR,MAT,PB,ATR,PRI,SEE,NNN,CCMP,ACAD,RDFN,RL,HXL,NYT,CHWY,BRX,ACC,WEN,HTA,AIRC,POR,DEI,MNTV,COR,RYN,VVV,CHH,EQT,DISCA,GPK,GO,SC,JBGS,HR,STATE STREET INSTITUTIONAL LIQ STATE STR,GRA,ETRN,GBT,ENR,COTY,TREE,STRA,TFSL,CCXI,Apartment Investment & Management Co Class A,U.S. Dollar,UNH,CRM,MRK,Shopify Inc. Class A,KO,BMY,MMM,ADSK,TEAM,MCO,CVS,NEM,PINS,OKTA,MET,SRE,BIIB,SUI,SPOT,DFS,CMG,HUBS,Z,OTIS,FTV,RKT,CMI,WDC,PTON,WY,VFC,MCK,NLOK,ESS,U,HSY,CDAY,FTCH,TSCO,BSY,HZNP,PAGS,BEPC,FMC,INCY,GLOB,ST,EQH,WTRG,ARW,SMAR,ASAN,MOS,UWMC,PCTY,NDSN,MRO,NRG,RUN,TPR,OMCL,LEVI,FVRR,GME,UPWK,OVV,MRVI,ARMK,OLN,AA,UPST,SOFI,SKLZ,CNXC,EHC,CPRI,CROX,HRC,NCNO,AZEK,HALO,NVTA,OPEN,FCNCA,AEO,MP,OSH,TWST,VRM,LMND,ABCL,Coty Inc. Class A,SHOP,SDA.AX,002810.KS,BBWI WI,VSCO WI,SUM
07/23/2021,5.13,0.0,5.13,0.0,5.0,2.8,3.99,2.94,0.0,2.29,1.94,0.0,1.66,1.51,0.92,0.0,0.0,1.2,0.98,0.96,0.94,0.8,0.83,0.79,0.0,0.73,0.54,0.0,0.6,0.51,0.29,0.47,0.0,0.42,0.0,0.0,0.24,0.0,0.0,0.49,0.33,0.33,0.0,0.0,0.0,0.0,0.31,0.18,0.0,0.4,0.19,0.49,0.0,0.23,0.0,0.3,0.32,0.17,0.0,0.31,0.0,0.41,0.16,0.42,0.37,0.0,0.24,0.21,0.2,0.23,0.21,0.12,0.19,0.11,0.19,0.0,0.1,0.17,0.0,0.16,0.0,0.0,0.14,0.26,0.16,0.31,0.16,0.24,0.0,0.0,0.0,0.15,0.0,0.15,0.21,0.14,0.13,0.12,0.14,0.13,0.0,0.12,0.0,0.13,0.07,0.12,0.15,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.09,0.08,0.09,0.0,0.05,0.14,0.08,0.09,0.14,0.08,0.12,0.12,0.0,0.0,0.08,0.09,0.0,0.12,0.34,0.0,0.0,0.0,0.09,0.12,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.55,4.44,2.26,2.26,1.93,1.75,1.59,1.35,1.38,1.01,0.86,0.73,0.77,0.67,0.62,0.61,0.57,0.57,0.55,0.53,0.52,0.53,0.51,0.5,0.48,0.47,0.47,0.4,0.43,0.35,0.35,0.35,0.31,0.31,0.31,0.3,0.27,0.27,0.25,0.26,0.24,0.27,0.22,0.2,0.2,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.15,0.15,0.16,0.16,0.14,0.14,0.15,0.13,0.13,0.12,0.13,0.14,0.12,0.1,0.12,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,100.01
07/26/2021,5.17,0.0,5.1,0.0,4.9,2.84,3.8,2.98,0.0,2.39,1.95,0.0,1.72,1.51,0.91,0.0,0.0,1.18,0.97,0.97,0.94,0.79,0.83,0.78,0.0,0.73,0.56,0.0,0.6,0.5,0.28,0.46,0.0,0.41,0.0,0.0,0.24,0.0,0.0,0.49,0.34,0.34,0.0,0.0,0.0,0.0,0.31,0.18,0.0,0.4,0.18,0.5,0.0,0.23,0.0,0.29,0.31,0.17,0.0,0.32,0.0,0.41,0.16,0.41,0.36,0.0,0.24,0.22,0.2,0.22,0.21,0.12,0.19,0.11,0.19,0.0,0.1,0.18,0.0,0.16,0.0,0.0,0.13,0.25,0.15,0.3,0.16,0.23,0.0,0.0,0.0,0.15,0.0,0.14,0.21,0.15,0.13,0.12,0.14,0.13,0.0,0.12,0.0,0.13,0.07,0.13,0.14,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.1,0.08,0.09,0.0,0.05,0.13,0.08,0.09,0.13,0.08,0.12,0.12,0.0,0.0,0.08,0.09,0.0,0.12,0.34,0.0,0.0,0.0,0.09,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,4.54,2.25,2.34,1.93,1.76,1.56,1.39,1.38,1.01,0.86,0.72,0.77,0.67,0.61,0.59,0.57,0.57,0.54,0.53,0.59,0.53,0.52,0.5,0.47,0.47,0.46,0.39,0.41,0.35,0.35,0.36,0.3,0.3,0.32,0.29,0.27,0.27,0.25,0.26,0.26,0.27,0.23,0.21,0.2,0.19,0.17,0.18,0.17,0.17,0.17,0.18,0.15,0.15,0.16,0.16,0.14,0.14,0.16,0.13,0.13,0.11,0.13,0.13,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,5.2,0.0,5.15,0.0,4.88,2.85,3.79,2.99,0.0,2.4,1.95,0.0,1.75,1.52,0.9,0.0,0.0,1.16,0.95,0.97,0.95,0.79,0.83,0.77,0.0,0.73,0.56,0.0,0.59,0.51,0.28,0.46,0.0,0.41,0.0,0.0,0.24,0.0,0.0,0.49,0.35,0.35,0.0,0.0,0.0,0.0,0.31,0.18,0.0,0.4,0.18,0.49,0.0,0.23,0.0,0.29,0.3,0.17,0.0,0.33,0.0,0.41,0.16,0.41,0.36,0.0,0.23,0.21,0.2,0.22,0.21,0.12,0.19,0.11,0.19,0.0,0.1,0.18,0.0,0.16,0.0,0.0,0.14,0.25,0.15,0.3,0.16,0.23,0.0,0.0,0.0,0.15,0.0,0.14,0.21,0.15,0.13,0.11,0.14,0.14,0.0,0.12,0.0,0.13,0.07,0.13,0.14,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.1,0.08,0.09,0.0,0.05,0.13,0.08,0.09,0.13,0.08,0.12,0.12,0.0,0.0,0.08,0.09,0.0,0.12,0.35,0.0,0.0,0.0,0.09,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,2.25,0.0,1.93,1.75,1.55,1.39,1.37,1.0,0.86,0.71,0.81,0.68,0.61,0.59,0.56,0.57,0.53,0.52,0.59,0.52,0.52,0.51,0.47,0.46,0.45,0.39,0.41,0.36,0.36,0.36,0.3,0.3,0.32,0.29,0.27,0.26,0.26,0.26,0.26,0.27,0.23,0.2,0.2,0.19,0.17,0.17,0.18,0.17,0.18,0.18,0.15,0.15,0.16,0.16,0.14,0.14,0.15,0.13,0.13,0.11,0.14,0.12,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.0,2.39,0.0,0.03,0.0,0.0,100.02
07/28/2021,5.2,0.0,5.15,0.0,4.88,2.85,3.79,2.99,0.0,2.4,1.95,0.0,1.75,1.52,0.9,0.0,0.0,1.16,0.95,0.97,0.95,0.79,0.83,0.77,0.0,0.73,0.56,0.0,0.59,0.51,0.28,0.46,0.0,0.41,0.0,0.0,0.24,0.0,0.0,0.49,0.35,0.35,0.0,0.0,0.0,0.0,0.31,0.18,0.0,0.4,0.18,0.49,0.0,0.23,0.0,0.29,0.3,0.17,0.0,0.33,0.0,0.41,0.16,0.41,0.36,0.0,0.23,0.21,0.2,0.22,0.21,0.12,0.19,0.11,0.19,0.0,0.1,0.18,0.0,0.16,0.0,0.0,0.14,0.25,0.15,0.3,0.16,0.23,0.0,0.0,0.0,0.15,0.0,0.14,0.21,0.15,0.13,0.11,0.14,0.14,0.0,0.12,0.0,0.13,0.07,0.13,0.14,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.1,0.08,0.09,0.0,0.05,0.13,0.08,0.09,0.13,0.08,0.12,0.12,0.0,0.0,0.08,0.09,0.0,0.12,0.35,0.0,0.0,0.0,0.09,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,2.25,0.0,1.93,1.75,1.55,1.39,1.37,1.0,0.86,0.71,0.81,0.68,0.61,0.59,0.56,0.57,0.53,0.52,0.59,0.52,0.52,0.51,0.47,0.46,0.45,0.39,0.41,0.36,0.36,0.36,0.3,0.3,0.32,0.29,0.27,0.26,0.26,0.26,0.26,0.27,0.23,0.2,0.2,0.19,0.17,0.17,0.18,0.17,0.18,0.18,0.15,0.15,0.16,0.16,0.14,0.14,0.15,0.13,0.13,0.11,0.14,0.12,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.0,2.39,0.03,0.0,0.0,0.0,100.02
07/29/2021,5.17,0.0,5.18,0.0,4.95,2.85,3.8,2.97,0.0,2.38,1.95,0.0,1.75,1.52,0.89,0.0,0.0,1.18,0.96,0.98,0.95,0.79,0.83,0.77,0.0,0.73,0.55,0.0,0.59,0.51,0.28,0.47,0.0,0.41,0.0,0.0,0.23,0.0,0.0,0.5,0.35,0.35,0.0,0.0,0.0,0.0,0.3,0.18,0.0,0.41,0.18,0.5,0.0,0.23,0.0,0.29,0.31,0.17,0.0,0.32,0.0,0.42,0.16,0.41,0.36,0.0,0.24,0.22,0.2,0.22,0.21,0.12,0.19,0.11,0.18,0.0,0.1,0.18,0.0,0.16,0.0,0.0,0.13,0.25,0.15,0.31,0.16,0.23,0.0,0.0,0.0,0.15,0.0,0.14,0.21,0.15,0.13,0.11,0.14,0.13,0.0,0.12,0.0,0.13,0.07,0.13,0.14,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.1,0.08,0.09,0.0,0.05,0.13,0.08,0.09,0.13,0.08,0.12,0.12,0.0,0.0,0.08,0.09,0.0,0.12,0.35,0.0,0.0,0.0,0.08,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.09,0.22,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,4.49,2.25,2.31,1.93,1.74,1.56,1.4,1.36,1.0,0.86,0.72,0.8,0.67,0.61,0.59,0.57,0.57,0.53,0.53,0.59,0.54,0.51,0.51,0.46,0.46,0.45,0.39,0.41,0.36,0.36,0.36,0.3,0.3,0.32,0.29,0.27,0.26,0.26,0.26,0.25,0.27,0.22,0.21,0.2,0.19,0.17,0.18,0.18,0.17,0.17,0.18,0.15,0.15,0.16,0.16,0.14,0.14,0.15,0.13,0.13,0.11,0.14,0.13,0.13,0.11,0.12,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,100.01
07/30/2021,5.09,0.0,5.22,0.0,5.0,2.83,3.84,2.98,0.0,2.3,1.96,0.0,1.76,1.51,0.89,0.0,0.0,1.18,0.96,0.98,0.95,0.8,0.83,0.78,0.0,0.74,0.55,0.0,0.59,0.51,0.29,0.48,0.0,0.42,0.0,0.0,0.24,0.0,0.0,0.5,0.34,0.35,0.0,0.0,0.0,0.0,0.29,0.18,0.0,0.41,0.18,0.5,0.0,0.23,0.0,0.29,0.31,0.17,0.0,0.32,0.0,0.42,0.16,0.42,0.37,0.0,0.24,0.21,0.2,0.23,0.21,0.12,0.19,0.11,0.18,0.0,0.1,0.18,0.0,0.16,0.0,0.0,0.13,0.26,0.16,0.31,0.16,0.24,0.0,0.0,0.0,0.15,0.0,0.15,0.21,0.14,0.14,0.11,0.14,0.13,0.0,0.12,0.0,0.13,0.07,0.13,0.14,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.1,0.08,0.09,0.0,0.05,0.13,0.08,0.09,0.13,0.08,0.12,0.12,0.0,0.0,0.08,0.09,0.0,0.12,0.34,0.0,0.0,0.0,0.08,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.44,2.28,0.0,1.95,1.74,1.56,1.38,1.35,1.01,0.87,0.73,0.79,0.66,0.61,0.61,0.58,0.58,0.52,0.53,0.6,0.53,0.5,0.51,0.46,0.46,0.45,0.38,0.41,0.36,0.36,0.37,0.3,0.31,0.31,0.29,0.27,0.26,0.25,0.26,0.26,0.25,0.23,0.21,0.19,0.19,0.17,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.13,0.11,0.14,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.04,0.03,0.0,2.28,0.03,0.0,0.0,0.0,100.0
08/02/2021,5.11,0.0,5.13,0.0,4.98,2.83,3.84,2.99,0.0,2.36,1.93,0.0,1.7,1.5,0.89,0.0,0.0,1.18,0.95,0.97,0.95,0.79,0.83,0.78,0.0,0.74,0.55,0.0,0.59,0.51,0.28,0.48,0.0,0.42,0.0,0.0,0.24,0.0,0.0,0.51,0.34,0.36,0.0,0.0,0.0,0.0,0.3,0.18,0.0,0.42,0.18,0.5,0.0,0.23,0.0,0.29,0.3,0.17,0.0,0.33,0.0,0.42,0.16,0.42,0.36,0.0,0.24,0.21,0.2,0.23,0.21,0.12,0.19,0.11,0.18,0.0,0.1,0.18,0.0,0.16,0.0,0.0,0.14,0.26,0.16,0.32,0.16,0.24,0.0,0.0,0.0,0.15,0.0,0.14,0.21,0.15,0.14,0.12,0.14,0.13,0.0,0.12,0.0,0.13,0.07,0.13,0.14,0.12,0.06,0.0,0.09,0.0,0.0,0.0,0.15,0.07,0.1,0.08,0.09,0.0,0.05,0.13,0.09,0.09,0.14,0.08,0.12,0.12,0.0,0.0,0.08,0.09,0.0,0.12,0.36,0.0,0.0,0.0,0.08,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.09,0.22,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.43,4.44,2.29,0.0,1.93,1.77,1.54,1.4,1.37,1.0,0.86,0.74,0.81,0.67,0.61,0.61,0.58,0.59,0.49,0.53,0.59,0.53,0.52,0.51,0.46,0.47,0.45,0.39,0.41,0.35,0.36,0.37,0.3,0.3,0.33,0.29,0.27,0.27,0.25,0.26,0.26,0.26,0.24,0.21,0.2,0.2,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.16,0.16,0.14,0.15,0.15,0.13,0.13,0.11,0.15,0.12,0.13,0.1,0.12,0.11,0.11,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.03,0.0,2.25,0.03,0.0,0.0,0.0,100.06
08/03/2021,4.8,0.0,5.16,0.0,4.97,2.85,3.81,3.03,0.0,2.33,1.95,0.0,1.71,1.53,0.9,0.0,0.0,1.19,0.97,0.98,0.96,0.79,0.84,0.79,0.0,0.74,0.56,0.0,0.6,0.52,0.28,0.48,0.0,0.42,0.0,0.0,0.24,0.0,0.0,0.51,0.34,0.36,0.0,0.0,0.0,0.0,0.3,0.18,0.0,0.43,0.18,0.51,0.0,0.23,0.0,0.29,0.32,0.17,0.0,0.32,0.0,0.42,0.16,0.42,0.36,0.0,0.24,0.21,0.2,0.22,0.22,0.12,0.2,0.11,0.18,0.0,0.1,0.17,0.0,0.16,0.0,0.0,0.14,0.26,0.16,0.32,0.16,0.24,0.0,0.0,0.0,0.16,0.0,0.14,0.21,0.15,0.14,0.11,0.14,0.13,0.0,0.12,0.0,0.14,0.07,0.13,0.14,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.1,0.08,0.09,0.0,0.05,0.13,0.09,0.09,0.14,0.08,0.13,0.11,0.0,0.0,0.08,0.09,0.0,0.12,0.35,0.0,0.0,0.0,0.08,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.08,0.22,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,4.45,2.25,2.23,1.94,1.76,1.54,1.44,1.36,1.0,0.86,0.75,0.76,0.66,0.62,0.6,0.57,0.59,0.49,0.54,0.6,0.53,0.51,0.51,0.47,0.47,0.45,0.39,0.4,0.36,0.37,0.37,0.29,0.3,0.34,0.29,0.27,0.28,0.25,0.26,0.26,0.27,0.23,0.21,0.2,0.2,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.15,0.16,0.16,0.14,0.15,0.16,0.13,0.12,0.12,0.15,0.11,0.13,0.1,0.12,0.11,0.11,0.11,0.1,0.09,0.08,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,99.99
08/04/2021,4.69,0.0,5.15,0.0,4.93,2.89,3.85,3.05,0.0,2.27,1.94,0.0,1.7,1.53,0.9,0.0,0.0,1.17,0.96,0.99,0.96,0.81,0.85,0.79,0.0,0.75,0.56,0.0,0.6,0.52,0.28,0.48,0.0,0.42,0.0,0.0,0.24,0.0,0.0,0.5,0.31,0.31,0.0,0.0,0.0,0.0,0.3,0.18,0.0,0.42,0.18,0.51,0.0,0.23,0.0,0.29,0.32,0.17,0.0,0.33,0.0,0.41,0.15,0.43,0.36,0.0,0.24,0.21,0.2,0.22,0.22,0.12,0.21,0.11,0.18,0.0,0.1,0.17,0.0,0.16,0.0,0.0,0.13,0.26,0.16,0.32,0.16,0.24,0.0,0.0,0.0,0.15,0.0,0.14,0.21,0.15,0.14,0.11,0.14,0.13,0.0,0.12,0.0,0.13,0.07,0.13,0.14,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.1,0.08,0.09,0.0,0.05,0.13,0.09,0.09,0.13,0.08,0.13,0.12,0.0,0.0,0.08,0.1,0.0,0.12,0.34,0.0,0.0,0.0,0.09,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.08,0.22,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,4.43,2.26,2.21,1.95,1.76,1.55,1.45,1.67,1.0,0.86,0.75,0.63,0.66,0.61,0.6,0.57,0.6,0.5,0.54,0.61,0.54,0.5,0.52,0.49,0.46,0.45,0.4,0.4,0.35,0.35,0.37,0.29,0.3,0.33,0.29,0.27,0.28,0.25,0.26,0.26,0.26,0.23,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.18,0.16,0.15,0.16,0.16,0.14,0.14,0.16,0.14,0.13,0.12,0.14,0.11,0.12,0.1,0.13,0.11,0.11,0.11,0.1,0.09,0.08,0.1,0.09,0.1,0.1,0.1,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,4.62,0.0,5.02,0.0,4.92,2.88,3.84,3.08,0.0,2.51,1.93,0.0,1.69,1.51,0.9,0.0,0.0,1.17,0.96,0.98,0.95,0.8,0.84,0.78,0.0,0.75,0.57,0.0,0.6,0.52,0.28,0.48,0.0,0.42,0.0,0.0,0.24,0.0,0.0,0.5,0.32,0.31,0.0,0.0,0.0,0.0,0.3,0.18,0.0,0.42,0.18,0.5,0.0,0.23,0.0,0.28,0.32,0.17,0.0,0.33,0.0,0.41,0.15,0.43,0.36,0.0,0.24,0.21,0.2,0.23,0.0,0.12,0.2,0.11,0.18,0.0,0.1,0.17,0.0,0.16,0.0,0.0,0.13,0.26,0.17,0.32,0.16,0.24,0.0,0.0,0.0,0.15,0.0,0.14,0.21,0.15,0.14,0.11,0.14,0.13,0.0,0.12,0.0,0.13,0.07,0.13,0.14,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.14,0.07,0.09,0.08,0.09,0.0,0.05,0.13,0.09,0.09,0.13,0.08,0.13,0.12,0.0,0.0,0.08,0.1,0.0,0.12,0.35,0.0,0.0,0.0,0.08,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.08,0.22,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.42,2.24,2.21,1.95,1.77,1.55,1.45,1.65,1.01,0.86,0.75,0.61,0.66,0.62,0.6,0.58,0.6,0.5,0.53,0.61,0.54,0.51,0.52,0.5,0.48,0.44,0.4,0.41,0.36,0.36,0.37,0.29,0.3,0.33,0.29,0.27,0.28,0.25,0.26,0.26,0.27,0.23,0.21,0.2,0.2,0.18,0.18,0.18,0.18,0.17,0.18,0.15,0.16,0.16,0.16,0.14,0.14,0.15,0.14,0.13,0.12,0.13,0.11,0.12,0.1,0.13,0.1,0.11,0.11,0.11,0.09,0.08,0.09,0.09,0.1,0.1,0.1,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.03,0.02,0.0,0.0,0.0,0.22,0.0,99.98999999999998
08/06/2021,4.64,0.0,4.94,0.0,4.83,2.88,3.79,3.11,0.0,2.47,1.92,0.0,1.66,1.54,0.92,0.0,0.0,1.18,0.98,0.99,0.94,0.81,0.87,0.79,0.0,0.75,0.57,0.0,0.59,0.52,0.28,0.48,0.0,0.42,0.0,0.0,0.25,0.0,0.0,0.52,0.32,0.3,0.0,0.0,0.0,0.0,0.29,0.16,0.0,0.44,0.18,0.53,0.0,0.22,0.0,0.29,0.33,0.17,0.0,0.33,0.0,0.39,0.15,0.43,0.36,0.0,0.24,0.22,0.2,0.23,0.0,0.12,0.2,0.11,0.18,0.0,0.1,0.16,0.0,0.16,0.0,0.0,0.14,0.26,0.17,0.32,0.16,0.24,0.0,0.0,0.0,0.16,0.0,0.14,0.21,0.15,0.14,0.11,0.14,0.13,0.0,0.12,0.0,0.14,0.07,0.13,0.14,0.12,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.09,0.08,0.09,0.0,0.05,0.13,0.09,0.09,0.13,0.08,0.13,0.11,0.0,0.0,0.08,0.1,0.0,0.12,0.35,0.0,0.0,0.0,0.08,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.08,0.21,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,4.4,2.24,2.23,1.94,1.79,1.57,1.47,1.68,1.0,0.87,0.75,0.64,0.65,0.62,0.6,0.59,0.59,0.48,0.54,0.62,0.53,0.49,0.53,0.5,0.46,0.45,0.4,0.4,0.36,0.36,0.37,0.29,0.3,0.32,0.29,0.26,0.26,0.26,0.26,0.26,0.26,0.23,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.18,0.16,0.15,0.16,0.16,0.14,0.15,0.16,0.14,0.13,0.12,0.13,0.11,0.12,0.1,0.14,0.1,0.11,0.11,0.11,0.09,0.08,0.09,0.09,0.1,0.1,0.1,0.08,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.02,0.0,0.0,0.0,0.18,0.05,100.02
08/10/2021,4.72,0.0,5.01,0.0,4.92,2.89,3.84,3.12,0.0,2.51,1.94,0.0,1.65,1.52,0.82,0.0,0.0,1.19,0.96,0.99,0.94,0.8,0.86,0.78,0.0,0.75,0.57,0.0,0.6,0.54,0.27,0.48,0.0,0.41,0.0,0.0,0.25,0.0,0.0,0.5,0.3,0.3,0.0,0.0,0.0,0.0,0.29,0.16,0.0,0.42,0.18,0.52,0.0,0.22,0.0,0.28,0.33,0.17,0.0,0.32,0.0,0.42,0.14,0.44,0.36,0.0,0.24,0.22,0.2,0.23,0.17,0.1,0.18,0.1,0.19,0.0,0.07,0.16,0.0,0.16,0.0,0.0,0.13,0.26,0.17,0.32,0.15,0.25,0.0,0.0,0.0,0.17,0.0,0.14,0.21,0.15,0.14,0.09,0.15,0.13,0.0,0.12,0.0,0.14,0.07,0.12,0.14,0.11,0.06,0.0,0.1,0.0,0.0,0.0,0.15,0.07,0.09,0.08,0.09,0.0,0.05,0.13,0.09,0.09,0.13,0.08,0.13,0.11,0.0,0.0,0.08,0.1,0.0,0.13,0.36,0.0,0.0,0.0,0.08,0.12,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.08,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.49,4.55,2.2,0.0,1.92,1.75,1.54,1.49,1.7,1.01,0.84,0.71,0.62,0.64,0.64,0.6,0.59,0.59,0.49,0.56,0.61,0.59,0.47,0.52,0.5,0.47,0.44,0.42,0.38,0.36,0.35,0.36,0.28,0.3,0.33,0.29,0.28,0.26,0.26,0.27,0.27,0.27,0.23,0.18,0.19,0.21,0.18,0.19,0.18,0.18,0.17,0.19,0.16,0.15,0.19,0.16,0.14,0.15,0.14,0.14,0.14,0.11,0.1,0.11,0.1,0.1,0.15,0.1,0.11,0.11,0.11,0.1,0.07,0.1,0.09,0.1,0.1,0.1,0.08,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.04,0.03,0.0,2.22,0.05,0.0,0.0,0.05,100.01
