,AAPL,MSFT,FB,BRK.B,GOOGL,GOOG,JNJ,MCD,LOW,SBUX,PG,TGT,PYPL,UPS,UNP,PFE,EOG,ABT,ADBE,TMO,MRK,C,TJX,WMT,MMM,MS,INTC,BLK,CSCO,GS,CRM,COST,KMI,BMY,DE,ACN,PM,AVGO,SO,QCOM,CVS,ORCL,ABBV,NSC,ROST,ANTM,COF,INTU,ORLY,EMR,BX,DOW,AMD,CI,PSA,MO,HLT,MDLZ,NOW,SPG,AZO,JCI,AMGN,BDX,TT,LRCX,FIS,ADP,ATVI,SBAC,PEG,CL,TROW,ZM,PH,MET,LEN,HCA,PRU,OTIS,ALL,W,CTAS,NUE,CBRE,TRV,DFS,LYB,IQV,AFL,ADSK,AME,WY,688208.SS,MRO,A,PPL,DTE,CNC,GILD,EIX,DRI,IP,TRGP,GPN,GPC,BAX,MRNA,ROKU,ODFL,LB,INVH,VTR,AJG,AES,RSG,EA,URI,DOV,MTD,EXPD,PHM,LKQ,MCK,SNPS,XEC,CE,AVY,WHR,VICI,COG,REGN,EVRG,MTN,EMN,WSM,HPQ,CDNS,TPR,PENN,LH,KEY,J,VRTX,PAYX,XLNX,PANW,KR,CFG,RF,BIIB,NOV,MHK,TEAM,FTNT,ALLY,DECK,TTD,KHC,WRK,TXT,SWKS,HSY,ANSS,PKG,IRM,WAT,ZBRA,RJF,NRG,KEYS,XPO,HFC,ALXN,AVTR,SCI,DELL,UGI,KSS,AMH,CF,ARMK,PNW,VER,NDSN,MOS,TSN,ALLE,PWR,GLPI,CDW,SNA,TTC,LII,BAH,JLL,PII,ABC,RS,TPX,8150.T,HOLX,CUBE,4282.T,PNR,Cash,CAH,SINA,BC,IT,KIM,LAMR,BBWI WI,5344.T,BRO,DKS,n/a,SUM
08/13/2021,7.74,7.28,3.44,3.26,3.25,3.06,2.12,1.82,1.4,1.43,1.44,1.35,1.06,0.94,1.03,1.24,0.77,0.98,0.97,0.97,0.87,0.91,0.9,0.89,0.8,0.88,0.75,0.8,0.8,0.82,0.76,0.81,0.65,0.69,0.72,0.69,0.64,0.66,0.66,0.56,0.51,0.53,0.47,0.45,0.46,0.43,0.46,0.45,0.42,0.43,0.46,0.39,0.43,0.33,0.38,0.37,0.36,0.36,0.38,0.36,0.37,0.36,0.3,0.31,0.33,0.31,0.28,0.32,0.25,0.3,0.3,0.27,0.3,0.26,0.27,0.28,0.28,0.29,0.25,0.27,0.24,0.23,0.24,0.29,0.26,0.24,0.24,0.22,0.22,0.23,0.24,0.22,0.21,0.0,0.19,0.22,0.21,0.22,0.18,0.2,0.2,0.19,0.19,0.19,0.17,0.18,0.17,0.36,0.16,0.19,0.0,0.18,0.18,0.17,0.15,0.17,0.15,0.17,0.17,0.16,0.14,0.14,0.15,0.15,0.15,0.13,0.15,0.15,0.14,0.13,0.13,0.14,0.15,0.12,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.14,0.12,0.12,0.13,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.08,0.0,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.43,0.08,0.08,0.1,0.0,0.15,0.0,0.0,0.0,0.0,92.42000000000002
08/16/2021,7.85,7.31,3.42,3.25,3.23,3.04,2.12,1.83,1.4,1.41,1.44,1.33,1.05,0.95,1.04,1.21,0.78,0.97,0.98,0.97,0.88,0.92,0.9,0.89,0.8,0.89,0.74,0.8,0.81,0.83,0.77,0.81,0.65,0.68,0.74,0.69,0.64,0.65,0.65,0.56,0.52,0.53,0.47,0.46,0.46,0.42,0.48,0.46,0.42,0.43,0.46,0.39,0.43,0.33,0.38,0.37,0.35,0.36,0.38,0.36,0.37,0.36,0.3,0.32,0.32,0.29,0.28,0.31,0.26,0.31,0.3,0.27,0.29,0.26,0.26,0.28,0.29,0.29,0.26,0.27,0.24,0.25,0.24,0.3,0.26,0.24,0.25,0.22,0.22,0.23,0.24,0.22,0.22,0.0,0.19,0.22,0.21,0.22,0.17,0.2,0.2,0.19,0.19,0.19,0.17,0.18,0.17,0.31,0.16,0.19,0.0,0.18,0.17,0.17,0.16,0.17,0.15,0.18,0.17,0.16,0.14,0.15,0.15,0.15,0.15,0.12,0.15,0.14,0.14,0.14,0.12,0.14,0.15,0.12,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.1,0.12,0.15,0.14,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.08,0.0,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.43,0.08,0.08,0.11,0.0,0.15,0.0,0.0,0.0,0.0,92.53
08/17/2021,7.85,7.37,3.42,3.22,3.24,3.04,2.13,1.85,1.39,1.42,1.44,1.33,1.05,0.95,1.04,1.24,0.76,0.97,0.99,0.97,0.88,0.9,0.88,0.89,0.8,0.88,0.74,0.8,0.81,0.82,0.78,0.81,0.65,0.68,0.73,0.69,0.65,0.65,0.65,0.57,0.51,0.53,0.47,0.46,0.46,0.42,0.48,0.46,0.42,0.43,0.46,0.39,0.44,0.33,0.38,0.37,0.35,0.36,0.38,0.36,0.36,0.36,0.3,0.32,0.32,0.29,0.28,0.31,0.25,0.31,0.31,0.27,0.29,0.25,0.26,0.28,0.29,0.29,0.26,0.27,0.24,0.24,0.24,0.31,0.26,0.24,0.25,0.22,0.22,0.23,0.24,0.22,0.21,0.0,0.18,0.22,0.21,0.22,0.17,0.2,0.2,0.19,0.19,0.19,0.17,0.18,0.17,0.3,0.15,0.2,0.0,0.19,0.18,0.17,0.15,0.17,0.15,0.18,0.17,0.16,0.14,0.14,0.14,0.15,0.15,0.12,0.15,0.14,0.15,0.13,0.12,0.14,0.15,0.12,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.1,0.12,0.15,0.14,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.08,0.0,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.44,0.08,0.08,0.11,0.0,0.15,0.0,0.0,0.0,0.0,92.52
08/18/2021,7.85,7.37,3.42,3.22,3.24,3.04,2.13,1.85,1.39,1.42,1.44,1.33,1.05,0.95,1.04,1.24,0.76,0.97,0.99,0.97,0.88,0.9,0.88,0.89,0.8,0.88,0.74,0.8,0.81,0.82,0.78,0.81,0.65,0.68,0.73,0.69,0.65,0.65,0.65,0.57,0.51,0.53,0.47,0.46,0.46,0.42,0.48,0.46,0.42,0.43,0.46,0.39,0.44,0.33,0.38,0.37,0.35,0.36,0.38,0.36,0.36,0.36,0.3,0.32,0.32,0.29,0.28,0.31,0.25,0.31,0.31,0.27,0.29,0.25,0.26,0.28,0.29,0.29,0.26,0.27,0.24,0.24,0.24,0.31,0.26,0.24,0.25,0.22,0.22,0.23,0.24,0.22,0.21,0.0,0.18,0.22,0.21,0.22,0.17,0.2,0.2,0.19,0.19,0.19,0.17,0.18,0.17,0.3,0.15,0.2,0.0,0.19,0.18,0.17,0.15,0.17,0.15,0.18,0.17,0.16,0.14,0.14,0.14,0.15,0.15,0.12,0.15,0.14,0.15,0.13,0.12,0.14,0.15,0.12,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.1,0.12,0.15,0.14,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.08,0.0,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.44,0.08,0.08,0.11,0.0,0.15,0.0,0.0,0.0,0.0,92.52
08/19/2021,7.93,7.38,3.44,3.22,3.24,3.04,2.14,1.86,1.41,1.42,1.44,1.33,1.06,0.96,1.04,1.24,0.73,0.98,0.98,0.98,0.89,0.89,0.88,0.89,0.8,0.88,0.73,0.8,0.8,0.81,0.77,0.82,0.64,0.69,0.73,0.7,0.65,0.65,0.66,0.56,0.52,0.53,0.48,0.46,0.45,0.42,0.48,0.46,0.42,0.42,0.46,0.38,0.43,0.33,0.38,0.37,0.34,0.36,0.38,0.35,0.37,0.36,0.3,0.32,0.33,0.29,0.28,0.31,0.25,0.31,0.31,0.27,0.29,0.24,0.26,0.28,0.29,0.3,0.25,0.27,0.24,0.23,0.24,0.3,0.26,0.24,0.25,0.22,0.22,0.23,0.24,0.22,0.21,0.0,0.17,0.22,0.21,0.21,0.17,0.21,0.2,0.19,0.19,0.18,0.17,0.18,0.17,0.29,0.15,0.2,0.0,0.18,0.17,0.17,0.15,0.18,0.15,0.17,0.17,0.17,0.14,0.14,0.14,0.15,0.15,0.12,0.14,0.15,0.15,0.13,0.12,0.14,0.15,0.12,0.13,0.13,0.12,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.13,0.12,0.12,0.13,0.11,0.12,0.11,0.1,0.12,0.14,0.14,0.12,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.0,0.08,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.0,0.08,0.09,0.1,0.0,0.15,0.47,0.0,0.0,0.0,92.53
08/20/2021,7.94,7.4,3.39,3.24,3.22,3.02,2.18,1.86,1.33,1.42,1.46,1.3,1.04,0.97,1.04,1.29,0.74,1.0,0.99,0.99,0.91,0.89,0.87,0.9,0.8,0.88,0.73,0.79,0.8,0.81,0.77,0.82,0.63,0.7,0.72,0.71,0.65,0.65,0.66,0.55,0.53,0.54,0.49,0.46,0.44,0.43,0.47,0.46,0.42,0.42,0.46,0.38,0.43,0.33,0.39,0.37,0.34,0.37,0.38,0.35,0.37,0.36,0.3,0.33,0.33,0.29,0.28,0.31,0.25,0.32,0.31,0.28,0.29,0.24,0.26,0.28,0.28,0.3,0.25,0.27,0.24,0.23,0.24,0.29,0.25,0.24,0.24,0.22,0.23,0.23,0.24,0.22,0.21,0.0,0.17,0.22,0.21,0.22,0.18,0.21,0.2,0.18,0.19,0.19,0.17,0.18,0.17,0.32,0.15,0.2,0.0,0.19,0.17,0.17,0.15,0.18,0.16,0.17,0.17,0.17,0.14,0.14,0.14,0.15,0.15,0.12,0.14,0.14,0.14,0.13,0.12,0.15,0.15,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.11,0.12,0.12,0.09,0.12,0.15,0.13,0.12,0.12,0.12,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.0,0.08,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.0,0.08,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.48,0.08,0.09,0.1,0.0,0.14,0.0,0.08,0.0,0.0,92.64
08/23/2021,7.82,7.56,3.39,3.22,3.23,3.04,2.19,1.86,1.5,1.41,1.47,1.26,1.05,0.96,1.04,1.26,0.72,1.01,1.0,0.99,0.91,0.87,0.93,0.9,0.79,0.86,0.73,0.79,0.83,0.8,0.79,0.83,0.6,0.7,0.69,0.71,0.65,0.65,0.67,0.54,0.52,0.53,0.49,0.46,0.47,0.43,0.46,0.47,0.43,0.42,0.45,0.37,0.42,0.33,0.39,0.37,0.34,0.37,0.39,0.35,0.37,0.37,0.3,0.33,0.33,0.29,0.27,0.31,0.26,0.32,0.31,0.28,0.29,0.24,0.26,0.27,0.28,0.3,0.25,0.27,0.24,0.22,0.24,0.29,0.25,0.24,0.23,0.21,0.23,0.23,0.24,0.22,0.21,0.0,0.16,0.24,0.22,0.22,0.17,0.21,0.21,0.19,0.19,0.18,0.16,0.18,0.17,0.3,0.15,0.2,0.0,0.19,0.17,0.17,0.15,0.18,0.16,0.17,0.17,0.17,0.14,0.14,0.15,0.15,0.16,0.11,0.14,0.14,0.14,0.13,0.11,0.15,0.15,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.11,0.11,0.12,0.09,0.12,0.15,0.13,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.08,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.0,0.08,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.08,0.08,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.48,0.0,0.09,0.1,0.0,0.16,0.0,0.08,0.0,0.0,92.73
08/24/2021,7.83,7.68,3.4,3.2,3.24,3.05,2.18,1.85,1.52,1.4,1.46,1.29,1.05,0.95,1.03,1.25,0.72,1.0,1.0,0.99,0.91,0.87,0.93,0.9,0.78,0.86,0.72,0.8,0.84,0.79,0.79,0.83,0.6,0.7,0.67,0.71,0.65,0.64,0.67,0.54,0.52,0.52,0.49,0.45,0.45,0.43,0.45,0.46,0.43,0.42,0.46,0.37,0.42,0.33,0.39,0.37,0.35,0.37,0.39,0.35,0.37,0.36,0.29,0.32,0.32,0.28,0.27,0.31,0.25,0.32,0.31,0.27,0.29,0.24,0.26,0.27,0.28,0.3,0.25,0.27,0.24,0.23,0.24,0.28,0.25,0.24,0.23,0.21,0.23,0.23,0.24,0.22,0.21,0.0,0.16,0.23,0.22,0.22,0.17,0.21,0.21,0.19,0.19,0.18,0.16,0.18,0.17,0.3,0.15,0.2,0.0,0.19,0.17,0.17,0.15,0.18,0.16,0.17,0.17,0.16,0.14,0.14,0.15,0.15,0.16,0.11,0.14,0.15,0.14,0.13,0.11,0.15,0.15,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.11,0.12,0.12,0.09,0.12,0.15,0.13,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.08,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.0,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.0,0.08,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.48,0.08,0.08,0.1,0.0,0.16,0.0,0.08,0.0,0.0,92.68
08/25/2021,7.83,7.68,3.4,3.2,3.24,3.05,2.18,1.85,1.52,1.4,1.46,1.29,1.05,0.95,1.03,1.25,0.72,1.0,1.0,0.99,0.91,0.87,0.93,0.9,0.78,0.86,0.72,0.8,0.84,0.79,0.79,0.83,0.6,0.7,0.67,0.71,0.65,0.64,0.67,0.54,0.52,0.52,0.49,0.45,0.45,0.43,0.45,0.46,0.43,0.42,0.46,0.37,0.42,0.33,0.39,0.37,0.35,0.37,0.39,0.35,0.37,0.36,0.29,0.32,0.32,0.28,0.27,0.31,0.25,0.32,0.31,0.27,0.29,0.24,0.26,0.27,0.28,0.3,0.25,0.27,0.24,0.23,0.24,0.28,0.25,0.24,0.23,0.21,0.23,0.23,0.24,0.22,0.21,0.0,0.16,0.23,0.22,0.22,0.17,0.21,0.21,0.19,0.19,0.18,0.16,0.18,0.17,0.3,0.15,0.2,0.0,0.19,0.17,0.17,0.15,0.18,0.16,0.17,0.17,0.16,0.14,0.14,0.15,0.15,0.16,0.11,0.14,0.15,0.14,0.13,0.11,0.15,0.15,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.11,0.12,0.12,0.09,0.12,0.15,0.13,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.08,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.0,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.0,0.08,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.48,0.08,0.08,0.1,0.0,0.16,0.0,0.08,0.0,0.0,92.68
08/26/2021,7.85,7.63,3.41,3.18,3.28,3.1,2.14,1.85,1.5,1.39,1.44,1.27,1.06,0.94,1.02,1.27,0.75,0.99,1.01,0.98,0.9,0.87,0.94,0.89,0.77,0.86,0.73,0.8,0.83,0.8,0.8,0.82,0.61,0.69,0.69,0.71,0.64,0.65,0.66,0.55,0.51,0.52,0.48,0.45,0.45,0.42,0.45,0.47,0.42,0.42,0.46,0.38,0.43,0.32,0.39,0.37,0.35,0.36,0.4,0.35,0.36,0.37,0.3,0.32,0.32,0.29,0.27,0.3,0.25,0.31,0.3,0.27,0.29,0.24,0.26,0.27,0.28,0.3,0.25,0.26,0.24,0.22,0.24,0.29,0.25,0.24,0.23,0.21,0.22,0.23,0.24,0.22,0.21,0.0,0.17,0.23,0.21,0.22,0.17,0.21,0.21,0.19,0.18,0.18,0.16,0.18,0.17,0.32,0.15,0.2,0.0,0.19,0.17,0.17,0.15,0.17,0.16,0.17,0.17,0.16,0.14,0.14,0.14,0.15,0.16,0.11,0.14,0.14,0.14,0.13,0.11,0.15,0.15,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.11,0.12,0.12,0.09,0.12,0.15,0.14,0.11,0.12,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.0,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.0,0.08,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.48,0.0,0.08,0.1,0.08,0.16,0.0,0.08,0.0,0.0,92.6
08/27/2021,7.86,7.59,3.43,3.19,3.31,3.13,2.11,1.84,1.48,1.4,1.43,1.27,1.07,0.94,1.01,1.23,0.76,0.99,1.01,0.98,0.89,0.89,0.94,0.88,0.77,0.87,0.74,0.8,0.85,0.82,0.8,0.82,0.62,0.69,0.7,0.71,0.64,0.65,0.65,0.55,0.51,0.52,0.49,0.45,0.45,0.42,0.46,0.47,0.42,0.42,0.47,0.38,0.43,0.33,0.38,0.37,0.36,0.36,0.4,0.36,0.36,0.37,0.29,0.32,0.33,0.29,0.27,0.3,0.25,0.31,0.3,0.27,0.29,0.24,0.26,0.28,0.28,0.3,0.25,0.26,0.24,0.22,0.24,0.3,0.25,0.24,0.24,0.22,0.23,0.23,0.25,0.22,0.21,0.0,0.17,0.24,0.21,0.22,0.17,0.21,0.2,0.19,0.19,0.19,0.16,0.18,0.17,0.31,0.15,0.2,0.0,0.19,0.17,0.17,0.15,0.18,0.16,0.17,0.17,0.16,0.14,0.14,0.15,0.15,0.16,0.11,0.14,0.15,0.14,0.13,0.11,0.15,0.15,0.12,0.12,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.11,0.12,0.12,0.1,0.12,0.15,0.13,0.11,0.12,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.09,0.0,0.1,0.11,0.09,0.09,0.1,0.09,0.0,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.0,0.08,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.2,0.08,0.08,0.1,0.0,0.16,0.0,0.08,0.0,0.0,92.57
08/30/2021,7.77,7.53,3.43,3.19,3.33,3.12,2.1,1.83,1.5,1.39,1.43,1.26,1.05,0.94,1.01,1.21,0.75,0.99,1.01,0.99,0.88,0.89,0.92,0.87,0.78,0.88,0.73,0.82,0.85,0.83,0.83,0.82,0.61,0.68,0.73,0.71,0.64,0.65,0.66,0.54,0.5,0.52,0.49,0.45,0.44,0.42,0.46,0.47,0.42,0.43,0.49,0.39,0.43,0.33,0.38,0.37,0.36,0.35,0.41,0.35,0.36,0.37,0.29,0.32,0.33,0.29,0.27,0.3,0.25,0.31,0.3,0.27,0.3,0.24,0.27,0.28,0.28,0.3,0.25,0.27,0.24,0.23,0.24,0.29,0.26,0.24,0.24,0.21,0.23,0.23,0.23,0.22,0.22,0.0,0.17,0.24,0.21,0.22,0.17,0.21,0.2,0.2,0.19,0.19,0.16,0.18,0.17,0.31,0.15,0.2,0.0,0.19,0.17,0.17,0.15,0.18,0.16,0.17,0.17,0.17,0.14,0.14,0.15,0.15,0.16,0.11,0.14,0.15,0.14,0.13,0.11,0.15,0.15,0.12,0.12,0.15,0.12,0.15,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.11,0.12,0.12,0.1,0.12,0.15,0.14,0.12,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.09,0.0,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.0,0.09,0.08,0.0,0.09,0.0,0.0,0.24,0.08,0.08,0.1,0.0,0.16,0.0,0.08,0.09,0.0,92.54
08/31/2021,7.76,7.48,3.48,3.17,3.36,3.14,2.07,1.82,1.49,1.39,1.42,1.25,1.06,0.94,1.01,1.18,0.77,0.98,1.01,0.97,0.87,0.89,0.91,0.86,0.77,0.89,0.74,0.83,0.84,0.83,0.82,0.81,0.62,0.67,0.72,0.71,0.64,0.66,0.65,0.55,0.5,0.52,0.48,0.45,0.43,0.42,0.47,0.47,0.41,0.43,0.5,0.39,0.44,0.33,0.38,0.37,0.36,0.35,0.41,0.36,0.35,0.37,0.29,0.32,0.33,0.3,0.27,0.3,0.25,0.31,0.3,0.26,0.3,0.24,0.27,0.28,0.28,0.3,0.25,0.27,0.24,0.23,0.24,0.29,0.26,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.22,0.0,0.18,0.24,0.21,0.22,0.17,0.2,0.2,0.2,0.19,0.19,0.16,0.18,0.17,0.3,0.15,0.2,0.0,0.19,0.17,0.17,0.15,0.18,0.16,0.18,0.17,0.17,0.14,0.14,0.15,0.15,0.17,0.12,0.14,0.15,0.14,0.14,0.12,0.15,0.15,0.12,0.13,0.14,0.12,0.15,0.12,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.14,0.14,0.11,0.12,0.12,0.1,0.12,0.15,0.14,0.12,0.12,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.0,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.09,0.0,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.0,0.08,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.25,0.0,0.08,0.1,0.0,0.16,0.0,0.08,0.09,0.0,92.54
09/01/2021,7.76,7.48,3.48,3.17,3.36,3.14,2.07,1.82,1.49,1.39,1.42,1.25,1.06,0.94,1.01,1.18,0.77,0.98,1.01,0.97,0.87,0.89,0.91,0.86,0.77,0.89,0.74,0.83,0.84,0.83,0.82,0.81,0.62,0.67,0.72,0.71,0.64,0.66,0.65,0.55,0.5,0.52,0.48,0.45,0.43,0.42,0.47,0.47,0.41,0.43,0.5,0.39,0.44,0.33,0.38,0.37,0.36,0.35,0.41,0.36,0.35,0.37,0.29,0.32,0.33,0.3,0.27,0.3,0.25,0.31,0.3,0.26,0.3,0.24,0.27,0.28,0.28,0.3,0.25,0.27,0.24,0.23,0.24,0.29,0.26,0.24,0.24,0.22,0.23,0.23,0.23,0.22,0.22,0.0,0.18,0.24,0.21,0.22,0.17,0.2,0.2,0.2,0.19,0.19,0.16,0.18,0.17,0.3,0.15,0.2,0.0,0.19,0.17,0.17,0.15,0.18,0.16,0.18,0.17,0.17,0.14,0.14,0.15,0.15,0.17,0.12,0.14,0.15,0.14,0.14,0.12,0.15,0.15,0.12,0.13,0.14,0.12,0.15,0.12,0.14,0.13,0.12,0.12,0.12,0.12,0.13,0.14,0.14,0.11,0.12,0.12,0.1,0.12,0.15,0.14,0.12,0.12,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.0,0.09,0.0,0.1,0.1,0.09,0.09,0.1,0.09,0.0,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.0,0.0,0.1,0.0,0.08,0.0,0.08,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.25,0.0,0.08,0.1,0.0,0.16,0.0,0.08,0.09,0.0,92.54
