,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,COST,TXN,DHR,MCD,MDT,QCOM,PM,UPS,HON,ORCL,NEE,BMY,UNP,LIN,C,AMGN,LOW,INTU,SBUX,MS,JPMORGAN US GOVT MMKT FUN,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,ISRG,AMD,GE,MMM,AXP,NOW,DE,SCHW,CVS,CHTR,SPGI,SQ,ANTM,LMT,ZTS,LRCX,FIS,PLD,MU,BKNG,TMUS,ZM,GILD,ADP,CCI,MO,SYK,MDLZ,TJX,COP,CI,PNC,DUK,EQIX,CB,MMC,BDX,TFC,UBER,ATVI,CSX,EL,CME,USB,GM,FDX,MELI,MRNA,COF,ILMN,CL,SO,FISV,SNAP,ADSK,EW,SHW,ICE,BX,NSC,ITW,TWLO,APD,ADI,BSX,REGN,D,PGR,GPN,F,EMR,MCO,ETN,HUM,WM,FCX,AON,NOC,NXPI,TWTR,DOCU,IDXX,HCA,ROKU,EOG,JCI,ROP,ECL,NEM,DG,VRTX,BIIB,CRWD,KMB,WDAY,ROST,MSCI,A,LHX,TROW,PSA,MRVL,KLAC,IQV,DOW,DLR,APH,SPG,SRE,SNPS,APTV,AEP,DXCM,INFO,GD,CNC,ALGN,TT,MTCH,EBAY,CMG,VEEV,TEL,LULU,PINS,MET,EXC,SLB,DD,ORLY,AIG,BAX,EA,SBAC,PPG,CASH OR CASH COLLATERAL,CARR,ANSGR.IS,RMD,SYY,MCHP,CTSH,PANW,GENERAL ELECTRIC RG,GE.,FTNT,BK,YUM,n/a,CDNS,ALL,IFF,PRU,MSI,TRV,XEL,603613.SS,XLNX,MPC,SNOW,ABNB,PLTR,MGMXX,MAR,PXD,NET,SIVB,SUM
08/31/2021,5.76,5.57,3.55,2.2,2.14,2.03,1.34,1.39,1.36,1.22,1.12,0.97,0.98,0.81,0.85,0.86,0.77,0.81,0.79,0.78,0.67,0.58,0.61,0.56,0.64,0.54,0.61,0.64,0.55,0.53,0.48,0.53,0.52,0.53,0.53,0.47,0.48,0.53,0.5,0.5,0.51,0.51,0.49,0.43,0.5,0.44,0.44,0.4,0.39,0.35,0.4,0.4,0.4,0.37,0.36,0.4,0.37,0.32,0.36,0.38,0.33,0.39,0.0,0.32,0.3,0.33,0.35,0.31,0.32,0.31,0.3,0.29,0.3,0.33,0.29,0.28,0.27,0.31,0.29,0.28,0.27,0.27,0.26,0.26,0.23,0.22,0.24,0.21,0.2,0.24,0.2,0.23,0.2,0.18,0.22,0.22,0.2,0.23,0.22,0.21,0.22,0.19,0.18,0.2,0.2,0.18,0.21,0.2,0.18,0.19,0.15,0.16,0.19,0.2,0.18,0.2,0.16,0.16,0.21,0.29,0.2,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.16,0.21,0.16,0.16,0.14,0.15,0.22,0.16,0.17,0.16,0.14,0.12,0.13,0.16,0.15,0.17,0.13,0.15,0.13,0.16,0.13,0.15,0.12,0.14,0.14,0.16,0.0,0.0,0.13,0.12,0.14,0.12,0.13,0.13,0.13,0.14,0.11,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.13,0.0,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.45,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.14000000000001
09/01/2021,5.76,5.57,3.55,2.2,2.14,2.03,1.34,1.39,1.36,1.22,1.12,0.97,0.98,0.81,0.85,0.86,0.77,0.81,0.79,0.78,0.67,0.58,0.61,0.56,0.64,0.54,0.61,0.64,0.55,0.53,0.48,0.53,0.52,0.53,0.53,0.47,0.48,0.53,0.5,0.5,0.51,0.51,0.49,0.43,0.5,0.44,0.44,0.4,0.39,0.35,0.4,0.4,0.4,0.37,0.36,0.4,0.37,0.32,0.36,0.38,0.33,0.39,0.0,0.32,0.3,0.33,0.35,0.31,0.32,0.31,0.3,0.29,0.3,0.33,0.29,0.28,0.27,0.31,0.29,0.28,0.27,0.27,0.26,0.26,0.23,0.22,0.24,0.21,0.2,0.24,0.2,0.23,0.2,0.18,0.22,0.22,0.2,0.23,0.22,0.21,0.22,0.19,0.18,0.2,0.2,0.18,0.21,0.2,0.18,0.19,0.15,0.16,0.19,0.2,0.18,0.2,0.16,0.16,0.21,0.29,0.2,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.16,0.21,0.16,0.16,0.14,0.15,0.22,0.16,0.17,0.16,0.14,0.12,0.13,0.16,0.15,0.17,0.13,0.15,0.13,0.16,0.13,0.15,0.12,0.14,0.14,0.16,0.0,0.0,0.13,0.12,0.14,0.12,0.13,0.13,0.13,0.14,0.11,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.13,0.0,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.45,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.14000000000001
09/02/2021,5.91,5.62,3.61,2.24,2.14,2.04,1.33,1.39,1.39,1.19,1.12,0.96,0.97,0.83,0.86,0.86,0.76,0.8,0.77,0.78,0.67,0.57,0.62,0.56,0.63,0.54,0.61,0.64,0.55,0.54,0.48,0.53,0.52,0.53,0.54,0.47,0.48,0.53,0.5,0.5,0.51,0.49,0.5,0.43,0.51,0.43,0.44,0.4,0.39,0.35,0.4,0.4,0.4,0.37,0.36,0.4,0.36,0.32,0.36,0.38,0.33,0.38,0.0,0.32,0.29,0.33,0.35,0.31,0.33,0.31,0.3,0.28,0.31,0.33,0.28,0.28,0.26,0.31,0.29,0.27,0.27,0.28,0.26,0.26,0.22,0.22,0.24,0.21,0.19,0.24,0.2,0.23,0.2,0.18,0.22,0.22,0.2,0.23,0.22,0.21,0.22,0.19,0.18,0.2,0.2,0.18,0.2,0.2,0.18,0.19,0.14,0.15,0.18,0.2,0.18,0.19,0.15,0.16,0.21,0.28,0.18,0.16,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.17,0.21,0.16,0.16,0.15,0.15,0.22,0.16,0.18,0.16,0.14,0.12,0.13,0.16,0.15,0.17,0.13,0.15,0.13,0.16,0.14,0.15,0.13,0.15,0.14,0.16,0.0,0.1,0.13,0.13,0.14,0.11,0.13,0.13,0.13,0.14,0.11,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.13,0.0,0.11,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.45,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.29
09/03/2021,5.87,5.6,3.67,2.24,2.15,2.04,1.33,1.37,1.4,1.19,1.12,0.95,0.97,0.84,0.85,0.86,0.75,0.81,0.78,0.78,0.69,0.57,0.62,0.56,0.63,0.54,0.61,0.64,0.55,0.54,0.48,0.53,0.53,0.52,0.54,0.46,0.48,0.53,0.5,0.5,0.51,0.47,0.5,0.43,0.51,0.44,0.44,0.41,0.4,0.35,0.4,0.4,0.41,0.37,0.35,0.4,0.37,0.32,0.35,0.38,0.34,0.38,0.0,0.32,0.3,0.33,0.35,0.31,0.33,0.31,0.3,0.28,0.31,0.33,0.28,0.28,0.27,0.31,0.29,0.27,0.28,0.28,0.26,0.26,0.23,0.22,0.24,0.21,0.2,0.25,0.2,0.23,0.2,0.15,0.22,0.22,0.21,0.23,0.22,0.21,0.22,0.18,0.18,0.2,0.2,0.19,0.2,0.2,0.18,0.19,0.14,0.16,0.18,0.19,0.18,0.19,0.15,0.16,0.21,0.28,0.18,0.16,0.16,0.17,0.17,0.18,0.17,0.18,0.18,0.17,0.21,0.16,0.16,0.14,0.15,0.22,0.16,0.17,0.15,0.14,0.12,0.13,0.16,0.15,0.17,0.13,0.15,0.13,0.16,0.14,0.15,0.13,0.14,0.14,0.16,0.0,0.1,0.13,0.13,0.14,0.11,0.13,0.13,0.13,0.14,0.11,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.0,0.11,0.13,0.11,0.11,0.0,0.13,0.12,0.0,0.12,0.13,0.11,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.45,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.36
09/06/2021,5.92,5.57,3.65,2.21,2.12,2.02,1.33,1.37,1.39,1.19,1.13,0.93,0.98,0.82,0.86,0.87,0.73,0.81,0.76,0.78,0.7,0.57,0.64,0.56,0.63,0.53,0.62,0.64,0.56,0.54,0.48,0.53,0.49,0.51,0.55,0.46,0.48,0.53,0.49,0.5,0.51,0.45,0.5,0.43,0.52,0.44,0.44,0.4,0.4,0.35,0.39,0.4,0.42,0.36,0.35,0.4,0.36,0.32,0.36,0.38,0.34,0.38,0.0,0.31,0.3,0.33,0.35,0.3,0.34,0.31,0.3,0.28,0.31,0.33,0.29,0.28,0.26,0.32,0.29,0.27,0.28,0.28,0.27,0.26,0.23,0.22,0.24,0.21,0.19,0.25,0.2,0.23,0.2,0.15,0.22,0.22,0.21,0.23,0.22,0.21,0.21,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.18,0.19,0.15,0.16,0.18,0.2,0.17,0.19,0.15,0.16,0.22,0.3,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.18,0.18,0.17,0.22,0.16,0.16,0.14,0.15,0.21,0.16,0.17,0.16,0.14,0.11,0.13,0.16,0.15,0.16,0.13,0.15,0.13,0.16,0.14,0.14,0.13,0.14,0.14,0.16,0.0,0.0,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.11,0.13,0.11,0.11,0.0,0.13,0.12,0.0,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.47,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2
09/07/2021,5.94,5.57,3.66,2.21,2.12,2.02,1.31,1.4,1.39,1.19,1.13,0.93,0.98,0.83,0.86,0.87,0.73,0.81,0.76,0.78,0.69,0.57,0.64,0.56,0.63,0.53,0.61,0.64,0.56,0.54,0.48,0.53,0.48,0.51,0.55,0.46,0.48,0.54,0.5,0.5,0.51,0.45,0.5,0.43,0.52,0.44,0.44,0.4,0.41,0.35,0.39,0.4,0.41,0.36,0.35,0.4,0.36,0.32,0.36,0.38,0.34,0.38,0.0,0.31,0.29,0.33,0.34,0.31,0.34,0.31,0.3,0.28,0.31,0.33,0.28,0.28,0.25,0.33,0.3,0.27,0.28,0.27,0.27,0.26,0.23,0.21,0.24,0.21,0.19,0.25,0.2,0.23,0.2,0.16,0.22,0.22,0.21,0.23,0.22,0.21,0.21,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.18,0.19,0.15,0.15,0.18,0.19,0.17,0.19,0.15,0.16,0.22,0.31,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.18,0.18,0.17,0.22,0.15,0.16,0.15,0.15,0.21,0.16,0.18,0.16,0.14,0.11,0.12,0.16,0.15,0.16,0.13,0.15,0.13,0.16,0.13,0.14,0.13,0.15,0.14,0.16,0.0,0.0,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.14,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.11,0.13,0.11,0.11,0.0,0.13,0.12,0.0,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.47,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.23
09/08/2021,5.94,5.57,3.66,2.21,2.12,2.02,1.31,1.4,1.39,1.19,1.13,0.93,0.98,0.83,0.86,0.87,0.73,0.81,0.76,0.78,0.69,0.57,0.64,0.56,0.63,0.53,0.61,0.64,0.56,0.54,0.48,0.53,0.48,0.51,0.55,0.46,0.48,0.54,0.5,0.5,0.51,0.45,0.5,0.43,0.52,0.44,0.44,0.4,0.41,0.35,0.39,0.4,0.41,0.36,0.35,0.4,0.36,0.32,0.36,0.38,0.34,0.38,0.0,0.31,0.29,0.33,0.34,0.31,0.34,0.31,0.3,0.28,0.31,0.33,0.28,0.28,0.25,0.33,0.3,0.27,0.28,0.27,0.27,0.26,0.23,0.21,0.24,0.21,0.19,0.25,0.2,0.23,0.2,0.16,0.22,0.22,0.21,0.23,0.22,0.21,0.21,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.18,0.19,0.15,0.15,0.18,0.19,0.17,0.19,0.15,0.16,0.22,0.31,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.18,0.18,0.17,0.22,0.15,0.16,0.15,0.15,0.21,0.16,0.18,0.16,0.14,0.11,0.12,0.16,0.15,0.16,0.13,0.15,0.13,0.16,0.13,0.14,0.13,0.15,0.14,0.16,0.0,0.0,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.14,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.11,0.13,0.11,0.11,0.0,0.13,0.12,0.0,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.47,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.23
09/09/2021,5.94,5.57,3.66,2.21,2.12,2.02,1.31,1.4,1.39,1.19,1.13,0.93,0.98,0.83,0.86,0.87,0.73,0.81,0.76,0.78,0.69,0.57,0.64,0.56,0.63,0.53,0.61,0.64,0.56,0.54,0.48,0.53,0.48,0.51,0.55,0.46,0.48,0.54,0.5,0.5,0.51,0.45,0.5,0.43,0.52,0.44,0.44,0.4,0.41,0.35,0.39,0.4,0.41,0.36,0.35,0.4,0.36,0.32,0.36,0.38,0.34,0.38,0.0,0.31,0.29,0.33,0.34,0.31,0.34,0.31,0.3,0.28,0.31,0.33,0.28,0.28,0.25,0.33,0.3,0.27,0.28,0.27,0.27,0.26,0.23,0.21,0.24,0.21,0.19,0.25,0.2,0.23,0.2,0.16,0.22,0.22,0.21,0.23,0.22,0.21,0.21,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.18,0.19,0.15,0.15,0.18,0.19,0.17,0.19,0.15,0.16,0.22,0.31,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.18,0.18,0.17,0.22,0.15,0.16,0.15,0.15,0.21,0.16,0.18,0.16,0.14,0.11,0.12,0.16,0.15,0.16,0.13,0.15,0.13,0.16,0.13,0.14,0.13,0.15,0.14,0.16,0.0,0.0,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.14,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.11,0.13,0.11,0.11,0.0,0.13,0.12,0.0,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.47,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.23
09/10/2021,6.06,5.57,3.71,2.26,2.14,2.04,1.3,1.39,1.43,1.19,1.12,0.94,0.98,0.85,0.86,0.87,0.74,0.83,0.77,0.78,0.68,0.57,0.66,0.56,0.63,0.53,0.61,0.64,0.56,0.53,0.48,0.53,0.47,0.51,0.55,0.46,0.47,0.53,0.5,0.5,0.5,0.45,0.5,0.43,0.52,0.43,0.45,0.4,0.41,0.35,0.38,0.4,0.41,0.36,0.35,0.4,0.36,0.31,0.36,0.38,0.34,0.38,0.0,0.31,0.29,0.32,0.34,0.31,0.34,0.3,0.3,0.28,0.31,0.33,0.28,0.27,0.26,0.32,0.29,0.27,0.28,0.27,0.27,0.26,0.23,0.21,0.24,0.21,0.19,0.25,0.2,0.24,0.19,0.16,0.22,0.21,0.21,0.23,0.22,0.21,0.21,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.18,0.19,0.15,0.15,0.18,0.19,0.17,0.19,0.15,0.16,0.22,0.33,0.17,0.17,0.16,0.17,0.17,0.18,0.16,0.19,0.18,0.16,0.21,0.15,0.16,0.14,0.15,0.22,0.16,0.17,0.15,0.14,0.12,0.13,0.15,0.15,0.16,0.13,0.15,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.16,0.0,0.0,0.13,0.12,0.14,0.11,0.13,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.11,0.13,0.11,0.11,0.0,0.13,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.49,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.42999999999999
09/13/2021,5.99,5.55,3.7,2.24,2.14,2.04,1.31,1.37,1.44,1.19,1.1,0.95,0.97,0.84,0.87,0.87,0.76,0.84,0.76,0.78,0.68,0.57,0.66,0.56,0.62,0.53,0.61,0.64,0.56,0.54,0.49,0.53,0.47,0.52,0.55,0.46,0.46,0.54,0.5,0.5,0.47,0.45,0.51,0.43,0.52,0.44,0.44,0.4,0.4,0.34,0.38,0.4,0.42,0.35,0.35,0.4,0.36,0.31,0.36,0.38,0.35,0.38,0.0,0.31,0.29,0.32,0.34,0.31,0.33,0.3,0.3,0.28,0.31,0.32,0.28,0.27,0.26,0.32,0.28,0.27,0.28,0.27,0.27,0.24,0.23,0.21,0.24,0.21,0.2,0.25,0.2,0.24,0.19,0.16,0.22,0.21,0.21,0.23,0.22,0.21,0.21,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.15,0.15,0.18,0.19,0.17,0.19,0.15,0.16,0.22,0.34,0.17,0.17,0.16,0.18,0.17,0.17,0.16,0.19,0.18,0.17,0.22,0.15,0.16,0.14,0.15,0.23,0.16,0.17,0.16,0.14,0.13,0.12,0.15,0.15,0.16,0.13,0.15,0.13,0.16,0.13,0.14,0.12,0.14,0.14,0.17,0.0,0.0,0.13,0.13,0.14,0.11,0.13,0.12,0.11,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.13,0.0,0.11,0.13,0.11,0.12,0.0,0.13,0.11,0.11,0.12,0.13,0.0,0.12,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.11,0.1,0.51,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.33
09/14/2021,5.83,5.56,3.71,2.27,2.12,2.02,1.31,1.4,1.42,1.19,1.1,0.95,0.95,0.83,0.88,0.88,0.76,0.84,0.76,0.79,0.68,0.57,0.66,0.56,0.62,0.54,0.61,0.64,0.57,0.54,0.48,0.54,0.47,0.52,0.56,0.46,0.46,0.54,0.51,0.5,0.48,0.46,0.51,0.44,0.52,0.45,0.44,0.4,0.4,0.35,0.39,0.41,0.42,0.35,0.34,0.4,0.36,0.31,0.36,0.39,0.35,0.39,0.0,0.31,0.29,0.32,0.34,0.31,0.33,0.31,0.3,0.28,0.3,0.32,0.28,0.27,0.26,0.32,0.28,0.27,0.28,0.27,0.27,0.24,0.22,0.21,0.25,0.21,0.19,0.25,0.21,0.24,0.19,0.16,0.22,0.21,0.2,0.23,0.22,0.21,0.21,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.15,0.15,0.18,0.19,0.17,0.19,0.16,0.16,0.21,0.34,0.18,0.17,0.16,0.18,0.16,0.17,0.16,0.19,0.18,0.17,0.22,0.15,0.16,0.14,0.15,0.23,0.16,0.17,0.16,0.14,0.12,0.12,0.15,0.15,0.16,0.13,0.15,0.13,0.16,0.13,0.15,0.12,0.13,0.15,0.17,0.0,0.0,0.13,0.12,0.14,0.11,0.13,0.12,0.11,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.0,0.0,0.13,0.0,0.11,0.13,0.11,0.12,0.0,0.13,0.11,0.11,0.12,0.13,0.0,0.12,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.54,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.35
09/15/2021,5.83,5.56,3.71,2.27,2.12,2.02,1.31,1.4,1.42,1.19,1.1,0.95,0.95,0.83,0.88,0.88,0.76,0.84,0.76,0.79,0.68,0.57,0.66,0.56,0.62,0.54,0.61,0.64,0.57,0.54,0.48,0.54,0.47,0.52,0.56,0.46,0.46,0.54,0.51,0.5,0.48,0.46,0.51,0.44,0.52,0.45,0.44,0.4,0.4,0.35,0.39,0.41,0.42,0.35,0.34,0.4,0.36,0.31,0.36,0.39,0.35,0.39,0.0,0.31,0.29,0.32,0.34,0.31,0.33,0.31,0.3,0.28,0.3,0.32,0.28,0.27,0.26,0.32,0.28,0.27,0.28,0.27,0.27,0.24,0.22,0.21,0.25,0.21,0.19,0.25,0.21,0.24,0.19,0.16,0.22,0.21,0.2,0.23,0.22,0.21,0.21,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.15,0.15,0.18,0.19,0.17,0.19,0.16,0.16,0.21,0.34,0.18,0.17,0.16,0.18,0.16,0.17,0.16,0.19,0.18,0.17,0.22,0.15,0.16,0.14,0.15,0.23,0.16,0.17,0.16,0.14,0.12,0.12,0.15,0.15,0.16,0.13,0.15,0.13,0.16,0.13,0.15,0.12,0.13,0.15,0.17,0.0,0.0,0.13,0.12,0.14,0.11,0.13,0.12,0.11,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.0,0.0,0.13,0.0,0.11,0.13,0.11,0.12,0.0,0.13,0.11,0.11,0.12,0.13,0.0,0.12,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.54,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.35
09/16/2021,5.85,5.57,3.69,2.25,2.14,2.04,1.32,1.38,1.43,1.21,1.09,0.95,0.97,0.82,0.89,0.89,0.76,0.84,0.77,0.77,0.69,0.58,0.65,0.56,0.61,0.55,0.61,0.62,0.56,0.54,0.49,0.54,0.47,0.51,0.55,0.47,0.46,0.54,0.51,0.5,0.47,0.47,0.51,0.45,0.51,0.45,0.44,0.4,0.4,0.35,0.39,0.4,0.41,0.35,0.34,0.41,0.36,0.31,0.36,0.38,0.35,0.39,0.0,0.32,0.29,0.32,0.35,0.32,0.33,0.31,0.3,0.28,0.3,0.32,0.29,0.27,0.26,0.31,0.28,0.27,0.28,0.27,0.27,0.24,0.22,0.21,0.24,0.22,0.19,0.24,0.21,0.24,0.19,0.15,0.22,0.21,0.2,0.23,0.22,0.21,0.21,0.19,0.18,0.21,0.2,0.19,0.21,0.2,0.19,0.19,0.15,0.15,0.17,0.19,0.17,0.19,0.16,0.16,0.21,0.32,0.18,0.16,0.16,0.17,0.16,0.17,0.15,0.18,0.18,0.17,0.22,0.15,0.16,0.14,0.15,0.23,0.16,0.17,0.15,0.14,0.12,0.13,0.15,0.15,0.16,0.13,0.15,0.13,0.16,0.13,0.15,0.12,0.13,0.14,0.17,0.0,0.0,0.13,0.12,0.14,0.11,0.13,0.12,0.11,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.12,0.12,0.13,0.14,0.12,0.11,0.11,0.11,0.11,0.11,0.13,0.0,0.11,0.13,0.11,0.11,0.0,0.13,0.11,0.11,0.12,0.13,0.0,0.12,0.13,0.0,0.11,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.12,0.0,0.0,0.0,0.11,0.0,0.54,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.32
