,NESN.SW,ASML.AS,ROG.SW,MC.PA,NOVN.SW,AZN.L,ULVR.L,SAP.DE,NOVO B.CO,SIE.DE,HSBA.L,SAN.PA,DGE.L,TTE.PA,OR.PA,ALV.DE,GSK.L,RIO.L,BP.L,SU.PA,BATS.L,AI.PA,RDSA.AS,AIR.PA,ENEL.MI,DAI.DE,RYDBF,IBE.MC,BAS.DE,DTE.DE,ADS.DE,BNP.PA,DPW.DE,SAN.MC,RITN.,KER.PA,RKT.L,BHP.L,ABBN.SW,ZURN.SW,BAYN.DE,DG.PA,UBSG.SW,ABI.BR,LONN.SW,REL.L,AAL.L,IFX.DE,EL.PA,DSV.CO,INGA.AS,PRU.L,ADYEN.AS,CS.PA,SIKA.SW,SAF.PA,BN.PA,RMS.PA,NG.L,PRX.AS,VOW3.DE,LLOY.L,ISP.MI,RI.PA,VOD.L,PHIA.AS,GIVN.SW,GLEN.L,INVE B.ST,BBVA.MC,STLA.MI,BARC.L,ATCO A.ST,VWS.CO,CRH.L,CPG.L,ITX.MC,ERIC B.ST,MUV2.DE,NDA SE.ST,EXPN.L,VNA.DE,LSEG.L,PGHN.SW,ALC.SW,VOLV B.ST,AHT.L,CLNX.MC,DB1.DE,SGO.PA,DSY.PA,BMW.DE,DSM.AS,EUR,AMS.MC,FERG.L,CAP.PA,FLTR.L,HEIA.AS,AD.AS,HOLN.SW,ENI.MI,ASSA B.ST,EVO.ST,HEXA B.ST,NOKIA.HE,GEBN.SW,SAND.ST,ORSTED.CO,LR.PA,GMAB.CO,KNEBV.HE,WKL.AS,SREN.SW,ML.PA,NESTE.HE,EOAN.DE,STM.PA,UCG.MI,RACE.MI,CSGN.SW,MRK.DE,DBK.DE,BT.A.L,RWE.DE,GLE.PA,ENGI.PA,TSCO.L,VIV.PA,TEP.PA,WLN.PA,TEF.MC,BA.L,AKZA.AS,KRZ.IR,SAMPO.HE,DHER.DE,ORA.PA,LOGN.SW,MT.AS,SOON.SW,LGEN.L,EQNR.OL,FRE.DE,AV.L,SSE.L,G.MI,UPM.HE,ATCOB.ST,DNB.OL,IMB.L,ESSITY B.ST,ZAL.DE,SEB A.ST,DWNI.DE,COLO B.CO,SN.L,CARL B.CO,KBC.BR,SGRO.L,KNIN.SW,HEN3.DE,HM B.ST,HFG.DE,SY1.DE,REP.MC,SGSN.SW,CNHI.MI,PAH3.DE,ASM.AS,III.L,SWED A.ST,SHB A.ST,VIE.PA,SHL.DE,WPP.L,STMN.SW,STAN.L,MAERSK B.CO,ARGX.BR,CRDA.L,PUB.PA,SRT3.,NXT.L,SLHN.SW,NIBE B.ST,CON.DE,ERF.PA,EDP.LS,NZYM B.CO,FME.DE,ACA.PA,ENT.L,KRX.IR,EPI A.ST,PNDORA.CO,SPX.L,CABK.MC,PSN.L,NN.AS,DSYA.,BNR.DE,DIM.PA,SCMN.SW,SK3.IR,RO.SW,MTX.DE,HLMA.L,EDEN.PA,NWG.L,BAER.SW,MONC.MI,IGD.MI,SWMA.ST,TKWY.AS,CHF,FER.MC,DNB,GBP,RTO.L,UCB.BR,CFR.SW,FORTUM.HE,OCDO.L,UMG.AS,RR.L,SUM
08/16/2021,2.68,2.49,2.11,1.75,1.56,1.34,1.13,1.16,1.32,0.97,0.87,0.88,0.88,0.85,0.9,0.73,0.77,0.66,0.65,0.72,0.61,0.62,0.63,0.6,0.56,0.57,0.56,0.53,0.56,0.54,0.53,0.54,0.51,0.5,0.49,0.53,0.42,0.51,0.49,0.5,0.42,0.43,0.47,0.35,0.44,0.44,0.46,0.41,0.41,0.38,0.4,0.41,0.41,0.42,0.38,0.33,0.37,0.38,0.35,0.34,0.34,0.34,0.36,0.34,0.34,0.3,0.35,0.36,0.34,0.35,0.34,0.33,0.36,0.28,0.31,0.28,0.29,0.26,0.31,0.29,0.3,0.28,0.27,0.3,0.26,0.25,0.27,0.27,0.25,0.29,0.0,0.24,0.27,0.16,0.21,0.24,0.27,0.24,0.21,0.26,0.23,0.23,0.25,0.21,0.25,0.25,0.23,0.22,0.21,0.23,0.23,0.21,0.23,0.21,0.21,0.19,0.21,0.22,0.2,0.21,0.19,0.22,0.2,0.17,0.18,0.2,0.19,0.2,0.19,0.19,0.16,0.2,0.19,0.18,0.17,0.19,0.17,0.17,0.14,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.17,0.18,0.15,0.16,0.15,0.18,0.17,0.16,0.16,0.13,0.13,0.16,0.15,0.14,0.14,0.12,0.12,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.15,0.13,0.14,0.0,0.14,0.0,0.13,0.12,0.12,0.13,0.0,0.13,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.0,0.12,0.11,0.0,0.12,0.28,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.11,0.0,0.0,0.0,0.0,0.0,0.0,71.35999999999999
08/17/2021,2.7,2.47,2.12,1.74,1.56,1.35,1.14,1.16,1.33,0.96,0.87,0.88,0.88,0.84,0.9,0.73,0.78,0.66,0.64,0.73,0.61,0.62,0.62,0.6,0.56,0.57,0.55,0.53,0.56,0.55,0.54,0.54,0.51,0.5,0.49,0.52,0.42,0.51,0.49,0.5,0.42,0.43,0.47,0.35,0.44,0.44,0.46,0.4,0.41,0.38,0.4,0.41,0.41,0.42,0.39,0.33,0.37,0.38,0.35,0.33,0.34,0.34,0.36,0.34,0.33,0.3,0.35,0.35,0.34,0.35,0.34,0.33,0.35,0.29,0.31,0.28,0.29,0.26,0.31,0.29,0.3,0.28,0.26,0.3,0.26,0.25,0.27,0.27,0.25,0.29,0.0,0.24,0.27,0.16,0.21,0.24,0.27,0.25,0.22,0.26,0.23,0.23,0.25,0.21,0.25,0.25,0.23,0.22,0.22,0.23,0.23,0.21,0.23,0.21,0.22,0.19,0.21,0.22,0.2,0.21,0.19,0.23,0.2,0.17,0.18,0.2,0.19,0.2,0.2,0.19,0.16,0.2,0.19,0.18,0.17,0.19,0.16,0.17,0.14,0.2,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.16,0.15,0.18,0.17,0.16,0.16,0.13,0.13,0.16,0.16,0.14,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.0,0.14,0.0,0.12,0.12,0.13,0.13,0.12,0.13,0.0,0.12,0.12,0.13,0.12,0.13,0.12,0.0,0.12,0.0,0.0,0.12,0.28,0.12,0.12,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38
08/18/2021,2.7,2.47,2.12,1.74,1.56,1.35,1.14,1.16,1.33,0.96,0.87,0.88,0.88,0.84,0.9,0.73,0.78,0.66,0.64,0.73,0.61,0.62,0.62,0.6,0.56,0.57,0.55,0.53,0.56,0.55,0.54,0.54,0.51,0.5,0.49,0.52,0.42,0.51,0.49,0.5,0.42,0.43,0.47,0.35,0.44,0.44,0.46,0.4,0.41,0.38,0.4,0.41,0.41,0.42,0.39,0.33,0.37,0.38,0.35,0.33,0.34,0.34,0.36,0.34,0.33,0.3,0.35,0.35,0.34,0.35,0.34,0.33,0.35,0.29,0.31,0.28,0.29,0.26,0.31,0.29,0.3,0.28,0.26,0.3,0.26,0.25,0.27,0.27,0.25,0.29,0.0,0.24,0.27,0.16,0.21,0.24,0.27,0.25,0.22,0.26,0.23,0.23,0.25,0.21,0.25,0.25,0.23,0.22,0.22,0.23,0.23,0.21,0.23,0.21,0.22,0.19,0.21,0.22,0.2,0.21,0.19,0.23,0.2,0.17,0.18,0.2,0.19,0.2,0.2,0.19,0.16,0.2,0.19,0.18,0.17,0.19,0.16,0.17,0.14,0.2,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.16,0.15,0.18,0.17,0.16,0.16,0.13,0.13,0.16,0.16,0.14,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.0,0.14,0.0,0.12,0.12,0.13,0.13,0.12,0.13,0.0,0.12,0.12,0.13,0.12,0.13,0.12,0.0,0.12,0.0,0.0,0.12,0.28,0.12,0.12,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.38
08/19/2021,2.74,2.48,2.14,1.72,1.58,1.37,1.14,1.17,1.34,0.96,0.86,0.89,0.88,0.84,0.89,0.74,0.79,0.65,0.63,0.73,0.61,0.63,0.61,0.6,0.56,0.57,0.55,0.53,0.55,0.55,0.53,0.54,0.51,0.49,0.48,0.5,0.42,0.5,0.49,0.5,0.42,0.43,0.47,0.35,0.45,0.44,0.45,0.4,0.41,0.39,0.4,0.4,0.41,0.42,0.39,0.32,0.38,0.37,0.35,0.32,0.34,0.34,0.35,0.34,0.33,0.3,0.35,0.35,0.33,0.35,0.33,0.33,0.35,0.29,0.31,0.28,0.29,0.25,0.31,0.29,0.3,0.28,0.27,0.3,0.26,0.25,0.27,0.27,0.25,0.29,0.0,0.24,0.27,0.2,0.21,0.24,0.28,0.24,0.22,0.26,0.23,0.23,0.25,0.21,0.25,0.25,0.23,0.22,0.22,0.23,0.23,0.21,0.23,0.22,0.22,0.19,0.22,0.22,0.2,0.21,0.19,0.23,0.2,0.17,0.18,0.19,0.19,0.2,0.2,0.19,0.16,0.2,0.19,0.18,0.18,0.19,0.16,0.17,0.14,0.19,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.17,0.17,0.15,0.16,0.15,0.18,0.17,0.16,0.16,0.13,0.14,0.16,0.16,0.14,0.13,0.0,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.15,0.13,0.14,0.0,0.14,0.0,0.13,0.0,0.13,0.13,0.12,0.14,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.0,0.12,0.0,0.0,0.11,0.28,0.12,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.11,0.11,0.0,0.0,0.0,0.0,0.0,71.43
08/20/2021,2.76,2.48,2.15,1.7,1.59,1.38,1.13,1.18,1.36,0.97,0.86,0.9,0.88,0.84,0.9,0.72,0.78,0.64,0.64,0.74,0.61,0.62,0.62,0.59,0.56,0.55,0.55,0.53,0.55,0.56,0.53,0.53,0.52,0.48,0.48,0.5,0.42,0.52,0.49,0.49,0.42,0.42,0.47,0.35,0.46,0.44,0.45,0.4,0.41,0.4,0.4,0.4,0.41,0.42,0.39,0.32,0.37,0.37,0.35,0.58,0.33,0.33,0.35,0.34,0.33,0.3,0.35,0.34,0.34,0.34,0.33,0.33,0.35,0.29,0.31,0.27,0.28,0.26,0.31,0.28,0.3,0.28,0.27,0.31,0.26,0.25,0.27,0.27,0.25,0.29,0.0,0.24,0.27,0.0,0.21,0.24,0.28,0.24,0.22,0.26,0.23,0.23,0.25,0.21,0.25,0.25,0.24,0.22,0.22,0.23,0.23,0.21,0.23,0.21,0.22,0.19,0.22,0.22,0.2,0.21,0.19,0.23,0.2,0.17,0.18,0.19,0.19,0.2,0.2,0.2,0.16,0.2,0.19,0.17,0.18,0.19,0.16,0.16,0.14,0.19,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.16,0.14,0.18,0.17,0.16,0.16,0.13,0.13,0.16,0.16,0.15,0.13,0.0,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.14,0.15,0.13,0.15,0.13,0.14,0.0,0.14,0.0,0.13,0.0,0.12,0.13,0.0,0.14,0.0,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.28,0.12,0.12,0.12,0.11,0.11,0.0,0.12,0.0,0.11,0.12,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.25,0.0,0.11,0.0,0.0,0.0,0.0,0.0,71.63
08/23/2021,2.79,2.51,2.19,1.53,1.59,1.42,1.12,1.18,1.4,0.96,0.84,0.92,0.88,0.82,0.88,0.72,0.79,0.61,0.62,0.75,0.61,0.63,0.6,0.58,0.58,0.54,0.54,0.55,0.54,0.56,0.52,0.53,0.53,0.48,0.44,0.44,0.42,0.48,0.5,0.5,0.42,0.42,0.47,0.35,0.47,0.44,0.4,0.4,0.41,0.4,0.4,0.4,0.45,0.42,0.39,0.32,0.37,0.35,0.36,0.58,0.33,0.33,0.35,0.33,0.34,0.3,0.36,0.32,0.33,0.34,0.32,0.33,0.34,0.3,0.31,0.27,0.29,0.25,0.32,0.28,0.3,0.29,0.27,0.3,0.31,0.24,0.26,0.28,0.26,0.28,0.0,0.23,0.28,0.14,0.21,0.24,0.28,0.24,0.22,0.27,0.23,0.23,0.24,0.21,0.25,0.25,0.23,0.21,0.23,0.23,0.24,0.21,0.23,0.21,0.22,0.19,0.23,0.22,0.19,0.21,0.19,0.24,0.19,0.16,0.19,0.19,0.2,0.2,0.2,0.2,0.16,0.2,0.19,0.17,0.18,0.19,0.17,0.16,0.14,0.18,0.17,0.16,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.14,0.18,0.16,0.16,0.16,0.13,0.14,0.16,0.16,0.15,0.13,0.0,0.14,0.14,0.12,0.15,0.13,0.0,0.13,0.13,0.13,0.12,0.14,0.15,0.13,0.15,0.13,0.14,0.12,0.14,0.0,0.13,0.0,0.12,0.15,0.0,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.11,0.0,0.12,0.0,0.0,0.0,0.29,0.12,0.13,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.46000000000001
08/24/2021,2.79,2.54,2.16,1.55,1.59,1.41,1.12,1.18,1.42,0.95,0.84,0.92,0.86,0.82,0.89,0.72,0.78,0.61,0.61,0.74,0.62,0.63,0.59,0.58,0.58,0.54,0.54,0.56,0.53,0.56,0.52,0.53,0.53,0.48,0.43,0.44,0.42,0.48,0.5,0.5,0.42,0.42,0.47,0.35,0.48,0.44,0.39,0.41,0.41,0.39,0.4,0.4,0.46,0.42,0.39,0.32,0.37,0.35,0.36,0.58,0.32,0.32,0.35,0.33,0.34,0.3,0.36,0.32,0.33,0.33,0.32,0.32,0.35,0.31,0.31,0.27,0.29,0.26,0.32,0.28,0.31,0.29,0.27,0.31,0.31,0.24,0.26,0.28,0.26,0.28,0.0,0.23,0.28,0.14,0.2,0.24,0.28,0.24,0.21,0.27,0.22,0.23,0.24,0.21,0.25,0.25,0.24,0.21,0.24,0.23,0.24,0.21,0.23,0.21,0.21,0.19,0.23,0.22,0.2,0.2,0.19,0.24,0.19,0.17,0.19,0.19,0.2,0.2,0.2,0.2,0.16,0.2,0.19,0.17,0.18,0.19,0.17,0.16,0.14,0.18,0.17,0.16,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.14,0.18,0.16,0.16,0.16,0.13,0.13,0.16,0.16,0.15,0.13,0.0,0.14,0.14,0.13,0.15,0.13,0.0,0.14,0.13,0.13,0.12,0.14,0.15,0.13,0.15,0.13,0.13,0.12,0.14,0.11,0.13,0.0,0.12,0.15,0.0,0.14,0.12,0.12,0.12,0.12,0.0,0.14,0.11,0.0,0.12,0.0,0.0,0.0,0.29,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.25,0.0,0.11,0.0,0.0,0.0,0.0,0.0,71.43
08/25/2021,2.79,2.54,2.16,1.55,1.59,1.41,1.12,1.18,1.42,0.95,0.84,0.92,0.86,0.82,0.89,0.72,0.78,0.61,0.61,0.74,0.62,0.63,0.59,0.58,0.58,0.54,0.54,0.56,0.53,0.56,0.52,0.53,0.53,0.48,0.0,0.44,0.42,0.48,0.5,0.5,0.42,0.42,0.47,0.35,0.48,0.44,0.39,0.41,0.41,0.39,0.4,0.4,0.46,0.42,0.39,0.32,0.37,0.35,0.36,0.58,0.32,0.32,0.35,0.33,0.34,0.3,0.36,0.32,0.33,0.33,0.32,0.32,0.35,0.31,0.31,0.27,0.29,0.26,0.32,0.28,0.31,0.29,0.27,0.31,0.31,0.24,0.26,0.28,0.26,0.28,0.29,0.23,0.28,0.14,0.2,0.24,0.28,0.24,0.21,0.27,0.22,0.23,0.24,0.21,0.25,0.25,0.24,0.21,0.24,0.23,0.24,0.21,0.23,0.21,0.21,0.19,0.23,0.22,0.2,0.2,0.19,0.24,0.19,0.17,0.19,0.19,0.2,0.2,0.2,0.2,0.16,0.2,0.19,0.17,0.18,0.19,0.17,0.16,0.14,0.18,0.17,0.16,0.15,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.14,0.18,0.16,0.16,0.16,0.13,0.13,0.16,0.16,0.15,0.13,0.0,0.14,0.14,0.13,0.15,0.13,0.0,0.14,0.13,0.13,0.12,0.14,0.15,0.13,0.15,0.13,0.13,0.12,0.14,0.11,0.13,0.0,0.12,0.15,0.0,0.14,0.12,0.12,0.12,0.12,0.0,0.14,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.25,0.0,0.11,0.43,0.0,0.0,0.0,0.0,71.43
08/26/2021,2.77,2.57,2.15,1.58,1.59,1.39,1.11,1.18,1.39,0.95,0.84,0.91,0.86,0.82,0.89,0.72,0.77,0.61,0.62,0.73,0.61,0.63,0.6,0.59,0.56,0.53,0.55,0.55,0.53,0.56,0.52,0.53,0.53,0.48,0.0,0.45,0.42,0.49,0.5,0.5,0.42,0.42,0.47,0.35,0.48,0.44,0.4,0.4,0.41,0.4,0.4,0.4,0.47,0.42,0.39,0.31,0.36,0.36,0.35,0.57,0.32,0.32,0.35,0.33,0.34,0.3,0.36,0.33,0.33,0.33,0.31,0.33,0.35,0.31,0.31,0.27,0.29,0.26,0.32,0.28,0.31,0.28,0.27,0.3,0.3,0.24,0.26,0.28,0.26,0.28,0.29,0.23,0.28,0.18,0.21,0.24,0.28,0.24,0.22,0.27,0.23,0.23,0.24,0.21,0.25,0.25,0.24,0.21,0.24,0.23,0.24,0.21,0.23,0.21,0.21,0.19,0.23,0.22,0.2,0.21,0.19,0.24,0.19,0.16,0.19,0.19,0.2,0.2,0.2,0.2,0.16,0.2,0.19,0.17,0.18,0.19,0.17,0.16,0.14,0.18,0.17,0.16,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.14,0.18,0.17,0.16,0.16,0.13,0.13,0.16,0.16,0.15,0.13,0.12,0.14,0.14,0.13,0.14,0.13,0.0,0.14,0.13,0.13,0.12,0.14,0.15,0.13,0.15,0.13,0.13,0.12,0.14,0.0,0.13,0.0,0.12,0.15,0.0,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.22,0.11,0.0,0.45,0.0,0.0,0.0,0.0,71.41999999999999
08/27/2021,2.76,2.56,2.13,1.55,1.56,1.37,1.1,1.18,1.36,0.96,0.83,0.9,0.86,0.83,0.88,0.73,0.76,0.63,0.63,0.73,0.61,0.62,0.61,0.6,0.56,0.54,0.55,0.54,0.54,0.55,0.52,0.53,0.53,0.48,0.0,0.45,0.41,0.49,0.5,0.5,0.42,0.42,0.47,0.35,0.48,0.44,0.41,0.41,0.41,0.39,0.4,0.41,0.48,0.42,0.39,0.32,0.36,0.35,0.35,0.59,0.33,0.32,0.35,0.33,0.34,0.3,0.36,0.34,0.33,0.33,0.32,0.33,0.35,0.31,0.31,0.28,0.29,0.26,0.32,0.28,0.3,0.28,0.27,0.31,0.31,0.24,0.26,0.28,0.25,0.28,0.29,0.23,0.28,0.18,0.21,0.24,0.28,0.24,0.22,0.27,0.23,0.23,0.24,0.21,0.25,0.25,0.23,0.21,0.24,0.23,0.24,0.21,0.23,0.21,0.21,0.19,0.22,0.22,0.2,0.21,0.2,0.24,0.2,0.16,0.19,0.19,0.2,0.2,0.2,0.2,0.16,0.2,0.19,0.17,0.18,0.19,0.18,0.16,0.14,0.19,0.16,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.14,0.18,0.16,0.16,0.16,0.13,0.13,0.16,0.16,0.15,0.13,0.12,0.14,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.12,0.14,0.15,0.13,0.15,0.13,0.13,0.12,0.14,0.0,0.13,0.0,0.12,0.15,0.0,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.45,0.11,0.0,0.0,0.0,71.38
08/30/2021,2.74,2.58,2.12,1.54,1.55,1.38,1.1,1.17,1.36,0.95,0.84,0.9,0.85,0.83,0.89,0.72,0.76,0.62,0.63,0.73,0.61,0.62,0.61,0.6,0.55,0.54,0.55,0.54,0.54,0.55,0.52,0.54,0.53,0.49,0.0,0.45,0.41,0.49,0.49,0.49,0.42,0.42,0.47,0.35,0.47,0.44,0.41,0.42,0.41,0.39,0.41,0.41,0.47,0.42,0.39,0.32,0.36,0.35,0.34,0.59,0.33,0.33,0.35,0.33,0.34,0.3,0.35,0.34,0.33,0.34,0.31,0.33,0.35,0.31,0.32,0.28,0.28,0.27,0.31,0.28,0.3,0.27,0.27,0.31,0.31,0.25,0.26,0.28,0.25,0.28,0.29,0.23,0.28,0.19,0.21,0.24,0.28,0.25,0.22,0.27,0.23,0.23,0.24,0.22,0.25,0.25,0.23,0.22,0.23,0.23,0.24,0.21,0.23,0.21,0.21,0.19,0.22,0.22,0.2,0.21,0.2,0.23,0.19,0.16,0.19,0.19,0.19,0.2,0.21,0.2,0.16,0.2,0.19,0.17,0.18,0.19,0.17,0.16,0.14,0.18,0.16,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.14,0.18,0.17,0.16,0.16,0.13,0.13,0.16,0.16,0.15,0.13,0.0,0.15,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.12,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.15,0.0,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.45,0.0,0.11,0.0,0.0,71.35
08/31/2021,2.75,2.63,2.12,1.54,1.54,1.38,1.09,1.17,1.33,0.96,0.83,0.89,0.84,0.84,0.88,0.72,0.76,0.63,0.64,0.73,0.61,0.62,0.62,0.6,0.55,0.54,0.56,0.54,0.54,0.55,0.52,0.54,0.52,0.49,0.0,0.45,0.41,0.5,0.49,0.49,0.42,0.42,0.47,0.35,0.48,0.44,0.42,0.42,0.41,0.39,0.41,0.41,0.48,0.42,0.39,0.32,0.35,0.35,0.34,0.59,0.33,0.32,0.35,0.33,0.34,0.3,0.35,0.35,0.32,0.33,0.31,0.33,0.35,0.31,0.31,0.28,0.28,0.26,0.31,0.29,0.3,0.28,0.27,0.3,0.3,0.25,0.26,0.28,0.25,0.28,0.29,0.23,0.28,0.19,0.21,0.24,0.28,0.25,0.21,0.27,0.23,0.23,0.24,0.22,0.26,0.25,0.24,0.22,0.22,0.23,0.23,0.21,0.23,0.2,0.21,0.19,0.22,0.22,0.2,0.2,0.2,0.23,0.19,0.16,0.19,0.19,0.19,0.2,0.21,0.2,0.16,0.2,0.19,0.17,0.18,0.19,0.17,0.16,0.14,0.19,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.14,0.18,0.17,0.16,0.16,0.13,0.13,0.16,0.16,0.15,0.13,0.0,0.14,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.12,0.14,0.14,0.13,0.15,0.13,0.13,0.12,0.14,0.12,0.13,0.0,0.12,0.15,0.0,0.14,0.0,0.12,0.12,0.12,0.12,0.14,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.11,0.45,0.11,0.0,0.0,0.0,71.32
09/01/2021,2.75,2.63,2.12,1.54,1.54,1.38,1.09,1.17,1.33,0.96,0.83,0.89,0.84,0.84,0.88,0.72,0.76,0.63,0.64,0.73,0.61,0.62,0.62,0.6,0.55,0.54,0.56,0.54,0.54,0.55,0.52,0.54,0.52,0.49,0.0,0.45,0.41,0.5,0.49,0.49,0.42,0.42,0.47,0.35,0.48,0.44,0.42,0.42,0.41,0.39,0.41,0.41,0.48,0.42,0.39,0.32,0.35,0.35,0.34,0.59,0.33,0.32,0.35,0.33,0.34,0.3,0.35,0.35,0.32,0.33,0.31,0.33,0.35,0.31,0.31,0.28,0.28,0.26,0.31,0.29,0.3,0.28,0.27,0.3,0.3,0.25,0.26,0.28,0.25,0.28,0.29,0.23,0.28,0.19,0.21,0.24,0.28,0.25,0.21,0.27,0.23,0.23,0.24,0.22,0.26,0.25,0.24,0.22,0.22,0.23,0.23,0.21,0.23,0.2,0.21,0.19,0.22,0.22,0.2,0.2,0.2,0.23,0.19,0.16,0.19,0.19,0.19,0.2,0.21,0.2,0.16,0.2,0.19,0.17,0.18,0.19,0.17,0.16,0.14,0.19,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.15,0.15,0.14,0.18,0.17,0.16,0.16,0.13,0.13,0.16,0.16,0.15,0.13,0.0,0.14,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.12,0.14,0.14,0.13,0.15,0.13,0.13,0.12,0.14,0.12,0.13,0.0,0.12,0.15,0.0,0.14,0.0,0.12,0.12,0.12,0.12,0.14,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.11,0.45,0.11,0.0,0.0,0.0,71.32
