,EBAY,ACN,CCEP,PII,TEL,CRH,BBY,ABBV,CINF,DGX,GPC,TXN,TTC,FAST,AAP,OMF,NFLX,AAPL,ZM,TSLA,SHOP,AMZN,GILD,FB,IRM,MSI,EMN,UPS,Cash&Other,GOOGL,TDOC,BNTX,MRNA,SCI,DASH,ABNB,TWST,AXP,ALLE,CDW,NTAP,ARWR,MMM,n/a,LPX,AGCO,GWW,LEN,SWKS,ORI,WSM,PFE,TT,ABT,A,CSCO,ALL,BLK,MMC,TSCO,HD,GD,TMO,LHX,KLAC,NVDA,AMAT,AFL,USB,TSN,HLI,EOG,SHW,ROST,MSFT,PYPL,EVR,HIG,KMI,TFC,NOC,KEY,ADP,GIS,PAYX,DVN,COP,FANG,COG,ORCL,CTRA,XOM,PXD,SLB,MRO,STLD,CR,DRI,CE,LECO,MTB,F,CRM,XLNX,WDAY,TGT,LRCX,SSD,HPE,TER,DOV,SCHW,SSNC,ANTM,CERN,COST,KO,MO,CHV.,DKS,MS,HPQ,TRV,CVS,LMT,PAG,PNC,DE,MRK,CVX,V,PG,BX,FCX,WFC,SCCO,KR,SUM
09/14/2021,0.0,5.73,0.0,0.0,0.0,4.47,0.0,3.87,4.2,4.4,0.0,3.95,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,2.88,0.0,0.0,0.0,8.14,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,3.48,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.07,0.0,0.0,4.71,2.02,4.45,3.59,2.65,3.23,4.65,0.86,4.01,4.46,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92
09/15/2021,0.0,5.73,0.0,0.0,0.0,4.47,0.0,3.87,4.2,4.4,0.0,3.95,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,2.88,0.0,0.0,0.0,8.14,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,3.48,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.07,0.0,0.0,4.71,2.02,4.45,3.59,2.65,3.23,4.65,0.86,4.01,4.46,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92
09/16/2021,0.0,5.7,0.0,0.0,0.0,4.53,0.0,3.9,4.25,4.38,0.0,4.02,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,2.86,0.0,0.0,0.0,1.11,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,3.46,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.87,0.0,0.0,4.69,1.99,4.33,3.61,2.69,3.23,4.62,0.85,4.06,4.42,2.09,4.67,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93999999999998
09/17/2021,0.0,5.76,0.0,0.0,0.0,4.55,0.0,3.9,4.22,4.44,0.0,4.08,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,2.81,0.0,0.0,0.0,1.14,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,3.43,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,3.84,0.0,0.0,4.6,2.01,4.37,3.62,2.68,3.2,4.61,0.87,4.06,4.39,2.12,4.68,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,0.0,5.77,0.0,0.0,0.0,4.53,0.0,3.95,4.25,4.43,0.0,4.1,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,2.75,2.51,0.0,0.0,2.77,0.0,0.0,0.0,1.12,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,3.83,0.0,0.0,0.0,2.01,4.38,3.58,4.25,3.15,4.61,0.88,4.09,4.34,2.11,4.54,2.71,2.48,2.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/21/2021,0.0,5.7,0.0,0.0,0.0,4.39,0.0,3.96,4.23,4.46,0.0,4.12,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,2.79,2.51,0.0,0.0,2.79,0.0,0.0,0.0,1.13,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,3.81,0.0,0.0,0.0,2.01,4.43,3.57,4.26,3.13,4.58,0.88,4.11,4.38,2.26,4.6,2.72,2.46,2.07,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/22/2021,0.0,5.7,0.0,0.0,0.0,4.39,0.0,3.96,4.23,4.46,0.0,4.12,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,2.79,2.51,0.0,0.0,2.79,0.0,0.0,0.0,1.13,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,3.81,0.0,0.0,0.0,2.01,4.43,3.57,4.26,3.13,4.58,0.88,4.11,4.38,2.26,4.6,2.72,2.46,2.07,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/23/2021,0.0,0.0,0.0,0.0,0.0,4.4,0.0,3.98,4.22,4.51,0.0,4.11,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,2.74,2.47,0.0,0.0,2.8,0.0,0.0,0.0,16.01,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,2.02,4.44,3.57,4.29,0.0,4.62,0.89,4.13,4.41,2.27,4.67,2.65,2.41,2.03,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/24/2021,0.0,0.0,0.0,0.0,0.0,4.42,0.0,4.01,4.2,4.52,0.0,4.12,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,2.75,2.47,0.0,0.0,2.81,0.0,0.0,0.0,24.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,4.44,3.53,4.29,0.0,4.64,0.89,4.16,4.36,2.3,4.63,2.66,2.43,2.02,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/27/2021,0.0,0.0,0.0,0.0,0.0,4.47,0.0,3.96,4.23,4.44,0.0,4.19,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,2.79,2.49,0.0,0.0,2.79,0.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.42,0.0,4.27,0.0,4.67,0.9,4.13,0.0,2.31,4.6,2.74,2.53,2.08,0.0,4.23,3.98,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/28/2021,0.0,0.0,0.0,0.0,0.0,4.41,0.0,3.97,4.26,4.44,0.0,4.25,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,2.73,2.5,0.0,3.06,2.77,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,1.99,4.42,0.0,4.28,0.0,4.72,0.9,4.17,0.0,2.33,4.66,2.73,2.5,2.1,0.0,4.28,4.0,0.91,4.76,4.22,3.01,3.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.11999999999998
09/29/2021,0.0,0.0,0.0,0.0,0.0,4.41,0.0,3.97,4.26,4.44,0.0,4.25,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,2.73,2.5,0.0,3.06,2.77,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,1.99,4.42,0.0,4.28,0.0,4.72,0.9,4.17,0.0,2.33,4.66,2.73,2.5,2.1,0.0,4.28,4.0,0.91,4.76,4.22,3.01,3.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.11999999999998
09/30/2021,0.0,0.0,0.0,0.0,0.0,4.39,0.0,3.99,4.33,4.35,0.0,4.24,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,2.74,2.49,0.0,3.07,2.76,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,1.93,4.27,0.0,4.28,0.0,4.64,0.9,4.22,0.0,2.27,4.66,2.71,2.45,2.12,0.0,4.38,4.04,0.91,4.99,4.16,3.03,2.95,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/01/2021,0.0,0.0,0.0,0.0,0.0,4.39,0.0,4.07,4.33,4.34,0.0,4.22,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,2.65,2.48,0.0,3.03,2.81,0.0,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,1.95,0.0,0.0,4.3,0.0,4.64,0.91,4.22,0.0,2.25,4.74,2.63,2.4,2.02,0.0,4.39,4.18,0.9,5.1,4.14,3.05,2.91,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
10/04/2021,0.0,0.0,0.0,0.0,0.0,4.3,0.0,4.13,4.32,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,2.65,2.48,0.0,3.04,2.81,0.0,0.0,0.0,13.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.9,4.19,0.0,0.0,4.75,0.0,0.0,0.0,0.0,4.4,4.28,0.9,5.05,4.18,2.92,2.92,0.0,4.7,4.21,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.85
10/05/2021,0.0,0.0,0.0,0.0,0.0,4.31,0.0,4.14,4.3,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,2.62,0.0,0.0,3.05,2.82,0.0,0.0,0.0,13.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.88,4.17,0.0,0.0,4.69,0.0,0.0,0.0,0.0,4.46,4.21,0.91,5.24,4.22,0.0,2.97,0.0,4.81,4.22,2.96,4.04,3.96,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
10/06/2021,0.0,0.0,0.0,0.0,0.0,4.31,0.0,4.14,4.3,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,2.62,0.0,0.0,3.05,2.82,0.0,0.0,0.0,13.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.88,4.17,0.0,0.0,4.69,0.0,0.0,0.0,0.0,4.46,4.21,0.91,5.24,4.22,0.0,2.97,0.0,4.81,4.22,2.96,4.04,3.96,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
10/07/2021,0.0,0.0,0.0,0.0,0.0,4.27,0.0,4.14,4.26,0.0,0.0,4.14,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.56,0.0,0.0,2.91,2.85,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,4.15,0.0,0.0,4.69,0.0,0.0,0.0,0.0,4.45,4.21,0.93,5.41,4.24,0.0,2.92,0.0,4.9,4.18,2.98,4.04,4.02,2.03,3.97,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.85
10/08/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,4.3,0.0,0.0,4.17,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,4.18,0.95,5.4,4.28,0.0,2.94,0.0,4.95,4.23,2.94,4.01,4.03,2.03,4.0,1.25,3.3,1.98,1.95,1.93,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84
10/11/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,4.4,0.0,0.0,4.18,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,4.18,0.96,5.29,4.3,0.0,2.99,0.0,4.97,4.25,2.93,4.0,4.14,2.02,4.05,1.24,3.33,1.89,1.93,1.94,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/12/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,4.41,0.0,0.0,4.15,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,4.14,0.95,5.54,4.21,0.0,2.97,0.0,5.0,4.25,3.0,4.0,4.19,2.03,3.99,1.23,4.22,1.95,2.01,2.01,1.86,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/13/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,4.41,0.0,0.0,4.15,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,4.14,0.95,5.54,4.21,0.0,2.97,0.0,5.0,4.25,3.0,4.0,4.19,2.03,3.99,1.23,4.22,1.95,2.01,2.01,1.86,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/14/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,4.37,0.0,0.0,4.12,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,4.13,0.94,5.52,4.19,0.0,2.97,0.0,5.01,4.23,3.05,3.96,4.23,2.02,3.95,1.24,4.17,1.93,1.99,2.03,0.0,4.03,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,4.34,0.0,0.0,4.01,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,4.18,0.94,5.52,4.24,0.0,2.95,0.0,4.56,4.2,3.09,3.96,4.2,2.02,3.95,1.25,4.17,1.92,1.97,2.02,0.0,4.04,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
