,NVDA,TSLA,AMZN,MSFT,AAPL,HD,PYPL,ADBE,PG,CRM,TMO,NKE,AVGO,DHR,LLY,V,UNH,TXN,COST,UPS,NEE,SBUX,BLK,AMAT,TGT,MS,INTU,AMD,CAT,NOW,ISRG,DE,CHTR,SQ,VZ,ZTS,CVX,GS,LRCX,MRNA,EL,TMUS,PLD,FDX,SCHW,ADSK,TJX,NSC,ZM,CCI,TWLO,QCOM,MMC,ROKU,IDXX,PGR,MCO,MSCI,MRVL,HUM,PINS,JCI,CRWD,NXPI,CMG,KLAC,A,VEEV,SNPS,DOCU,TT,CARR,AON,CMCSA,PANW,APD,CDNS,GNRC,RMD,TEAM,KKR,TTD,PTON,MTD,ANSS,CPRT,HUBS,SWKS,WST,KEYS,ZBRA,MNST,LBRDK,MTCH,OKTA,DXCM,CTVA,AJG,CTAS,ENPH,GLW,CSGP,SIVB,AWK,EPAM,ODFL,NET,DELL,CBRE,GRMN,YUMC,BMY,DDOG,FCX,WY,AXP,KSU,LB,POOL,KR,NEM,TER,SPCE,ZS,HLT,FIVN,TROW,ADM,PODD,AES,HZNP,BILL,TYL,TECH,WLTW,MPWR,ETSY,AVY,NUAN,ALNY,BIO,COUP,CTLT,ENTG,ON,TTWO,RUN,DGX,INVH,TXG,PHM,ALLY,DT,MDB,RSG,BURL,WEC,ES,CHD,AVLR,JBHT,MAS,CDAY,FICO,TREX,BR,FSLR,CRL,Z,RGEN,ARE,IRM,PAYC,AMG,TPR,IAC,JEF,MKC,FRC,BRO,LPLA,CCK,PWR,EVR,AMP,SLM,DVA,GPS,SGEN,AGCO,ACM,BG,CPRI,TDOC,CREE,GME,JPMORGAN US GOVT MMKT FUN,LPX,HES,IVZ,EQT,DAR,WSM,KHC,AMED,GNTX,SO,XLRN,SAM,MTZ,ANET,ALB,PEGA,AXON,MANH,BBWI WI,HCA,UTHR,PCTY,PXD,BBWI,GOOGL,BX,PM,COF,MSI,FTNT,CSCO,NUE,IT,CDW,EXR,DECK,IPG,AN,BYD,KSS,DKS,LSI,TRGP,FIVE,XYL,UAA,n/a,LBEUR,DVN,LNG,WAL,RF,JLL,BUWA.,WOLF,WM,PLUG,SUM
07/27/2021,2.07,1.92,1.93,2.02,1.85,1.71,1.72,1.45,1.29,1.12,1.1,1.11,0.99,1.0,0.96,0.97,0.92,0.88,0.93,0.84,0.84,0.82,0.71,0.72,0.75,0.74,0.75,0.67,0.66,0.67,0.65,0.62,0.6,0.64,0.59,0.62,0.56,0.58,0.57,0.75,0.53,0.49,0.53,0.49,0.46,0.5,0.47,0.46,0.41,0.45,0.47,0.46,0.46,0.49,0.47,0.42,0.44,0.42,0.41,0.42,0.39,0.41,0.4,0.38,0.46,0.4,0.39,0.4,0.39,0.4,0.41,0.4,0.36,0.37,0.37,0.35,0.37,0.36,0.36,0.34,0.35,0.35,0.33,0.35,0.34,0.35,0.31,0.33,0.33,0.32,0.32,0.33,0.32,0.33,0.33,0.33,0.31,0.31,0.31,0.29,0.31,0.33,0.32,0.32,0.33,0.31,0.32,0.29,0.29,0.3,0.28,0.29,0.29,0.28,0.29,0.29,0.28,0.3,0.28,0.29,0.26,0.28,0.0,0.29,0.27,0.27,0.29,0.26,0.25,0.24,0.28,0.29,0.28,0.28,0.26,0.29,0.29,0.25,0.26,0.27,0.27,0.21,0.26,0.26,0.25,0.26,0.22,0.25,0.25,0.23,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.27,0.24,0.23,0.24,0.24,0.24,0.25,0.24,0.25,0.22,0.25,0.23,0.23,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.24,0.23,0.23,0.22,0.24,0.2,0.21,0.2,0.21,0.0,0.21,0.21,0.22,0.21,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.91000000000001
07/28/2021,2.07,1.92,1.93,2.02,1.85,1.71,1.72,1.45,1.29,1.12,1.1,1.11,0.99,1.0,0.96,0.97,0.92,0.88,0.93,0.84,0.84,0.82,0.71,0.72,0.75,0.74,0.75,0.67,0.66,0.67,0.65,0.62,0.6,0.64,0.59,0.62,0.56,0.58,0.57,0.75,0.53,0.49,0.53,0.49,0.46,0.5,0.47,0.46,0.41,0.45,0.47,0.46,0.46,0.49,0.47,0.42,0.44,0.42,0.41,0.42,0.39,0.41,0.4,0.38,0.46,0.4,0.39,0.4,0.39,0.4,0.41,0.4,0.36,0.37,0.37,0.35,0.37,0.36,0.36,0.34,0.35,0.35,0.33,0.35,0.34,0.35,0.31,0.33,0.33,0.32,0.32,0.33,0.32,0.33,0.33,0.33,0.31,0.31,0.31,0.29,0.31,0.33,0.32,0.32,0.33,0.31,0.32,0.29,0.29,0.3,0.28,0.29,0.29,0.28,0.29,0.29,0.28,0.3,0.28,0.29,0.26,0.28,0.0,0.29,0.27,0.27,0.29,0.26,0.25,0.24,0.28,0.29,0.28,0.28,0.26,0.29,0.29,0.25,0.26,0.27,0.27,0.21,0.26,0.26,0.25,0.26,0.22,0.25,0.25,0.23,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.27,0.24,0.23,0.24,0.24,0.24,0.25,0.24,0.25,0.22,0.25,0.23,0.23,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.24,0.23,0.23,0.22,0.24,0.2,0.21,0.2,0.21,0.19,0.21,0.21,0.22,0.21,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.19,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.91000000000001
07/29/2021,2.04,1.97,1.96,2.01,1.86,1.7,1.71,1.44,1.29,1.12,1.09,1.1,0.99,1.0,0.96,0.97,0.92,0.89,0.93,0.84,0.84,0.82,0.71,0.72,0.76,0.76,0.75,0.67,0.67,0.67,0.64,0.62,0.6,0.64,0.59,0.61,0.57,0.58,0.57,0.72,0.54,0.5,0.53,0.5,0.46,0.5,0.48,0.46,0.43,0.45,0.46,0.46,0.46,0.49,0.47,0.42,0.44,0.42,0.41,0.42,0.39,0.41,0.39,0.39,0.45,0.4,0.39,0.4,0.38,0.4,0.4,0.4,0.39,0.37,0.37,0.35,0.37,0.36,0.36,0.34,0.35,0.35,0.33,0.35,0.34,0.35,0.32,0.33,0.32,0.32,0.31,0.33,0.32,0.32,0.32,0.33,0.31,0.3,0.31,0.29,0.31,0.33,0.32,0.32,0.33,0.31,0.32,0.29,0.3,0.3,0.27,0.29,0.29,0.3,0.29,0.29,0.27,0.3,0.28,0.29,0.26,0.28,0.0,0.29,0.28,0.28,0.28,0.26,0.24,0.24,0.27,0.29,0.28,0.28,0.24,0.29,0.28,0.25,0.26,0.26,0.27,0.21,0.26,0.26,0.25,0.26,0.21,0.25,0.25,0.23,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.26,0.24,0.24,0.24,0.24,0.24,0.25,0.23,0.25,0.21,0.25,0.22,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.24,0.23,0.23,0.23,0.23,0.2,0.22,0.2,0.21,0.2,0.2,0.22,0.22,0.21,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.21,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88
07/30/2021,2.05,1.94,1.93,2.01,1.85,1.69,1.69,1.44,1.31,1.11,1.1,1.1,0.98,1.01,0.97,0.98,0.93,0.88,0.94,0.79,0.85,0.83,0.71,0.71,0.75,0.77,0.74,0.67,0.67,0.67,0.65,0.62,0.61,0.62,0.59,0.62,0.57,0.59,0.56,0.71,0.53,0.5,0.54,0.47,0.46,0.5,0.48,0.46,0.43,0.46,0.45,0.45,0.47,0.48,0.47,0.43,0.44,0.43,0.41,0.42,0.38,0.41,0.39,0.38,0.46,0.39,0.39,0.4,0.38,0.4,0.41,0.41,0.4,0.37,0.37,0.35,0.37,0.35,0.37,0.34,0.35,0.36,0.33,0.36,0.34,0.35,0.32,0.32,0.33,0.32,0.31,0.33,0.32,0.32,0.32,0.33,0.31,0.3,0.31,0.28,0.31,0.33,0.31,0.33,0.33,0.31,0.31,0.29,0.31,0.3,0.26,0.29,0.29,0.3,0.3,0.29,0.27,0.3,0.29,0.3,0.27,0.27,0.0,0.29,0.28,0.28,0.28,0.27,0.25,0.25,0.28,0.29,0.28,0.28,0.24,0.29,0.27,0.25,0.26,0.26,0.28,0.2,0.26,0.26,0.24,0.25,0.21,0.26,0.26,0.23,0.25,0.26,0.25,0.25,0.26,0.25,0.27,0.27,0.24,0.24,0.24,0.24,0.24,0.25,0.23,0.25,0.22,0.25,0.22,0.25,0.24,0.23,0.23,0.23,0.22,0.21,0.23,0.22,0.24,0.24,0.23,0.23,0.23,0.2,0.22,0.2,0.22,0.2,0.21,0.22,0.22,0.21,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.92
08/02/2021,2.08,2.02,1.9,1.99,1.81,1.68,1.57,1.43,1.28,1.1,1.1,1.11,0.99,1.02,0.97,0.96,0.91,0.89,0.93,0.76,0.85,0.8,0.71,0.72,0.76,0.76,0.74,0.75,0.67,0.67,0.65,0.62,0.59,0.62,0.59,0.62,0.58,0.58,0.55,0.74,0.53,0.49,0.53,0.47,0.46,0.51,0.48,0.45,0.44,0.45,0.45,0.48,0.46,0.46,0.48,0.43,0.43,0.43,0.42,0.38,0.36,0.41,0.39,0.4,0.46,0.4,0.39,0.4,0.39,0.39,0.41,0.42,0.41,0.36,0.36,0.35,0.37,0.33,0.38,0.34,0.36,0.36,0.32,0.36,0.34,0.35,0.31,0.33,0.35,0.33,0.32,0.32,0.31,0.32,0.32,0.33,0.31,0.3,0.31,0.29,0.32,0.32,0.32,0.33,0.33,0.32,0.32,0.29,0.32,0.3,0.26,0.29,0.29,0.31,0.29,0.29,0.27,0.3,0.29,0.3,0.27,0.27,0.0,0.29,0.29,0.29,0.28,0.27,0.25,0.24,0.28,0.29,0.28,0.28,0.24,0.31,0.27,0.26,0.25,0.27,0.28,0.2,0.27,0.26,0.26,0.25,0.22,0.26,0.26,0.23,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.27,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.25,0.22,0.26,0.22,0.27,0.24,0.23,0.23,0.21,0.22,0.22,0.23,0.22,0.24,0.23,0.24,0.23,0.24,0.2,0.22,0.2,0.21,0.0,0.21,0.22,0.22,0.22,0.2,0.21,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.92000000000002
08/03/2021,2.06,2.05,1.76,1.98,1.82,1.68,1.53,1.44,1.31,1.09,1.11,1.11,0.99,1.02,0.96,0.96,0.91,0.9,0.94,0.76,0.85,0.79,0.71,0.73,0.76,0.75,0.75,0.77,0.65,0.67,0.66,0.63,0.61,0.6,0.58,0.61,0.57,0.58,0.57,0.76,0.54,0.49,0.53,0.47,0.46,0.51,0.48,0.45,0.43,0.45,0.43,0.48,0.46,0.44,0.46,0.42,0.43,0.43,0.42,0.38,0.3,0.41,0.38,0.4,0.47,0.43,0.4,0.4,0.39,0.39,0.41,0.43,0.4,0.37,0.37,0.35,0.37,0.33,0.38,0.41,0.36,0.36,0.32,0.35,0.34,0.35,0.32,0.31,0.35,0.33,0.32,0.32,0.32,0.31,0.32,0.37,0.31,0.3,0.31,0.31,0.32,0.33,0.31,0.33,0.33,0.32,0.32,0.29,0.32,0.3,0.26,0.29,0.29,0.31,0.29,0.28,0.27,0.3,0.29,0.3,0.27,0.28,0.0,0.29,0.29,0.29,0.28,0.27,0.25,0.24,0.28,0.29,0.28,0.28,0.24,0.32,0.25,0.26,0.25,0.26,0.29,0.2,0.27,0.26,0.26,0.26,0.23,0.26,0.26,0.23,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.27,0.24,0.23,0.24,0.24,0.24,0.24,0.23,0.25,0.23,0.26,0.21,0.27,0.24,0.23,0.23,0.21,0.23,0.21,0.23,0.22,0.23,0.23,0.24,0.23,0.24,0.2,0.22,0.2,0.21,0.2,0.22,0.23,0.22,0.22,0.23,0.2,0.2,0.0,0.0,0.2,0.0,0.19,0.0,0.21,0.0,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.89000000000001
08/04/2021,2.06,2.05,1.76,1.98,1.82,1.68,1.53,1.44,1.31,1.09,1.11,1.11,0.99,1.02,0.96,0.96,0.91,0.9,0.94,0.76,0.85,0.79,0.71,0.73,0.76,0.75,0.75,0.77,0.65,0.67,0.66,0.63,0.61,0.6,0.58,0.61,0.57,0.58,0.57,0.76,0.54,0.49,0.53,0.47,0.46,0.51,0.48,0.45,0.43,0.45,0.43,0.48,0.46,0.44,0.46,0.42,0.43,0.43,0.42,0.38,0.3,0.41,0.38,0.4,0.47,0.43,0.4,0.4,0.39,0.39,0.41,0.43,0.4,0.37,0.37,0.35,0.37,0.33,0.38,0.41,0.36,0.36,0.32,0.35,0.34,0.35,0.32,0.31,0.35,0.33,0.32,0.32,0.32,0.31,0.32,0.37,0.31,0.3,0.31,0.31,0.32,0.33,0.31,0.33,0.33,0.32,0.32,0.29,0.32,0.3,0.26,0.29,0.29,0.31,0.29,0.28,0.27,0.3,0.29,0.3,0.27,0.28,0.0,0.29,0.29,0.29,0.28,0.27,0.25,0.24,0.28,0.29,0.28,0.28,0.24,0.32,0.25,0.26,0.25,0.26,0.29,0.2,0.27,0.26,0.26,0.26,0.23,0.26,0.26,0.23,0.25,0.26,0.25,0.25,0.26,0.25,0.26,0.27,0.24,0.23,0.24,0.24,0.24,0.24,0.23,0.25,0.23,0.26,0.21,0.27,0.24,0.23,0.23,0.21,0.23,0.21,0.23,0.22,0.23,0.23,0.24,0.23,0.24,0.2,0.22,0.2,0.21,0.2,0.22,0.23,0.22,0.22,0.23,0.2,0.2,0.0,0.0,0.2,0.0,0.19,0.0,0.21,0.0,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.89000000000001
08/05/2021,2.09,2.12,1.76,1.98,1.81,1.68,1.51,1.43,1.31,1.09,1.1,1.12,0.99,1.02,0.97,0.93,0.92,0.9,0.94,0.77,0.86,0.79,0.71,0.74,0.74,0.76,0.74,0.79,0.65,0.66,0.66,0.62,0.62,0.66,0.58,0.61,0.57,0.59,0.57,0.74,0.53,0.5,0.53,0.46,0.46,0.52,0.47,0.45,0.44,0.45,0.43,0.48,0.47,0.43,0.46,0.42,0.44,0.45,0.42,0.38,0.29,0.4,0.38,0.41,0.47,0.43,0.4,0.4,0.39,0.38,0.41,0.42,0.4,0.37,0.37,0.34,0.37,0.32,0.37,0.41,0.36,0.36,0.32,0.35,0.34,0.35,0.32,0.32,0.35,0.33,0.32,0.32,0.32,0.32,0.31,0.37,0.31,0.3,0.31,0.3,0.31,0.33,0.31,0.33,0.33,0.31,0.32,0.29,0.32,0.31,0.26,0.29,0.29,0.3,0.29,0.28,0.27,0.0,0.29,0.3,0.27,0.28,0.0,0.29,0.28,0.29,0.28,0.27,0.25,0.24,0.27,0.29,0.28,0.29,0.24,0.32,0.26,0.26,0.25,0.26,0.29,0.2,0.27,0.27,0.3,0.26,0.22,0.26,0.26,0.23,0.25,0.26,0.26,0.25,0.26,0.25,0.26,0.27,0.24,0.23,0.24,0.24,0.24,0.24,0.23,0.25,0.23,0.26,0.22,0.28,0.24,0.23,0.23,0.21,0.23,0.21,0.23,0.22,0.23,0.23,0.23,0.23,0.23,0.2,0.22,0.2,0.22,0.0,0.22,0.22,0.22,0.22,0.23,0.2,0.2,0.0,0.0,0.2,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.25,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.96000000000001
08/06/2021,2.08,2.1,1.76,1.98,1.82,1.69,1.51,1.42,1.31,1.08,1.1,1.13,0.99,1.03,1.0,0.91,0.92,0.88,0.95,0.77,0.85,0.77,0.71,0.73,0.75,0.75,0.74,0.81,0.65,0.66,0.66,0.63,0.63,0.65,0.58,0.61,0.57,0.58,0.57,0.82,0.52,0.49,0.53,0.46,0.45,0.52,0.47,0.45,0.43,0.45,0.42,0.47,0.47,0.43,0.47,0.43,0.43,0.45,0.43,0.37,0.3,0.41,0.37,0.41,0.47,0.43,0.39,0.4,0.39,0.38,0.41,0.44,0.4,0.36,0.36,0.34,0.38,0.32,0.38,0.41,0.36,0.36,0.32,0.35,0.34,0.35,0.31,0.32,0.36,0.33,0.31,0.32,0.32,0.31,0.31,0.38,0.31,0.3,0.31,0.31,0.31,0.32,0.31,0.34,0.34,0.32,0.32,0.29,0.32,0.31,0.26,0.29,0.3,0.29,0.29,0.28,0.27,0.0,0.29,0.31,0.27,0.27,0.0,0.29,0.27,0.28,0.29,0.26,0.25,0.24,0.27,0.29,0.27,0.28,0.25,0.32,0.26,0.26,0.25,0.26,0.29,0.2,0.27,0.27,0.3,0.24,0.23,0.26,0.25,0.22,0.25,0.25,0.25,0.24,0.27,0.25,0.26,0.27,0.23,0.23,0.24,0.24,0.23,0.23,0.23,0.25,0.24,0.26,0.21,0.27,0.24,0.23,0.23,0.22,0.23,0.21,0.23,0.21,0.23,0.23,0.23,0.22,0.24,0.0,0.22,0.2,0.22,0.2,0.22,0.23,0.22,0.21,0.24,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.2,0.0,0.0,0.0,0.19,0.0,0.2,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.89
08/09/2021,2.15,2.1,1.75,1.98,1.8,1.68,1.54,1.44,1.29,1.11,1.1,1.14,0.98,1.04,1.03,0.92,0.89,0.9,0.96,0.75,0.86,0.76,0.71,0.73,0.74,0.76,0.75,0.8,0.64,0.67,0.66,0.62,0.63,0.68,0.57,0.61,0.56,0.59,0.57,0.88,0.52,0.48,0.53,0.45,0.46,0.52,0.47,0.44,0.45,0.44,0.42,0.46,0.47,0.41,0.47,0.42,0.44,0.45,0.42,0.36,0.3,0.4,0.39,0.41,0.47,0.43,0.39,0.4,0.39,0.39,0.39,0.43,0.4,0.36,0.36,0.34,0.38,0.32,0.37,0.43,0.37,0.36,0.32,0.36,0.34,0.35,0.35,0.31,0.36,0.33,0.32,0.31,0.33,0.28,0.32,0.37,0.3,0.29,0.31,0.29,0.3,0.32,0.31,0.34,0.35,0.32,0.32,0.29,0.32,0.31,0.26,0.28,0.34,0.28,0.29,0.28,0.27,0.0,0.29,0.3,0.26,0.27,0.0,0.3,0.27,0.29,0.29,0.26,0.25,0.25,0.29,0.29,0.27,0.28,0.25,0.32,0.24,0.25,0.25,0.28,0.29,0.2,0.27,0.26,0.3,0.23,0.22,0.26,0.25,0.22,0.24,0.25,0.25,0.25,0.26,0.25,0.26,0.27,0.23,0.23,0.24,0.24,0.24,0.22,0.24,0.25,0.24,0.26,0.22,0.28,0.24,0.23,0.26,0.22,0.23,0.2,0.23,0.21,0.24,0.23,0.23,0.22,0.24,0.0,0.22,0.2,0.23,0.19,0.23,0.22,0.22,0.21,0.23,0.2,0.21,0.0,0.0,0.2,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.06
08/10/2021,2.12,2.06,1.74,1.98,1.8,1.67,1.53,1.44,1.28,1.12,1.09,1.13,0.98,1.04,1.03,0.92,0.9,0.9,0.95,0.76,0.86,0.77,0.72,0.73,0.74,0.77,0.74,0.79,0.65,0.66,0.67,0.63,0.63,0.66,0.57,0.6,0.57,0.61,0.57,0.88,0.52,0.48,0.53,0.45,0.48,0.53,0.47,0.44,0.43,0.45,0.42,0.46,0.46,0.4,0.46,0.43,0.44,0.45,0.42,0.37,0.29,0.4,0.38,0.41,0.46,0.43,0.4,0.4,0.39,0.39,0.39,0.43,0.4,0.36,0.35,0.34,0.38,0.33,0.38,0.42,0.38,0.36,0.3,0.36,0.34,0.34,0.35,0.31,0.36,0.33,0.32,0.33,0.32,0.28,0.3,0.37,0.32,0.29,0.31,0.29,0.3,0.31,0.33,0.34,0.35,0.32,0.32,0.29,0.32,0.32,0.26,0.28,0.34,0.29,0.29,0.28,0.27,0.0,0.28,0.3,0.25,0.27,0.0,0.29,0.27,0.28,0.29,0.27,0.25,0.24,0.29,0.28,0.28,0.28,0.25,0.32,0.24,0.26,0.25,0.28,0.29,0.2,0.27,0.26,0.3,0.23,0.2,0.26,0.25,0.21,0.24,0.26,0.25,0.25,0.26,0.25,0.26,0.27,0.23,0.23,0.24,0.24,0.24,0.22,0.25,0.25,0.24,0.26,0.2,0.27,0.24,0.23,0.27,0.22,0.24,0.2,0.23,0.21,0.24,0.23,0.24,0.23,0.24,0.2,0.23,0.2,0.23,0.0,0.23,0.23,0.22,0.21,0.23,0.2,0.21,0.0,0.0,0.2,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.2,0.23,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.03
08/11/2021,2.12,2.06,1.74,1.98,1.8,1.67,1.53,1.44,1.28,1.12,1.09,1.13,0.98,1.04,1.03,0.92,0.9,0.9,0.95,0.76,0.86,0.77,0.72,0.73,0.74,0.77,0.74,0.79,0.65,0.66,0.67,0.63,0.63,0.66,0.57,0.6,0.57,0.61,0.57,0.88,0.52,0.48,0.53,0.45,0.48,0.53,0.47,0.44,0.43,0.45,0.42,0.46,0.46,0.4,0.46,0.43,0.44,0.45,0.42,0.37,0.29,0.4,0.38,0.41,0.46,0.43,0.4,0.4,0.39,0.39,0.39,0.43,0.4,0.36,0.35,0.34,0.38,0.33,0.38,0.42,0.38,0.36,0.3,0.36,0.34,0.34,0.35,0.31,0.36,0.33,0.32,0.33,0.32,0.28,0.3,0.37,0.32,0.29,0.31,0.29,0.3,0.31,0.33,0.34,0.35,0.32,0.32,0.29,0.32,0.32,0.26,0.28,0.34,0.29,0.29,0.28,0.27,0.0,0.28,0.3,0.25,0.27,0.0,0.29,0.27,0.28,0.29,0.27,0.25,0.24,0.29,0.28,0.28,0.28,0.25,0.32,0.24,0.26,0.25,0.28,0.29,0.2,0.27,0.26,0.3,0.23,0.2,0.26,0.25,0.21,0.24,0.26,0.25,0.25,0.26,0.25,0.26,0.27,0.23,0.23,0.24,0.24,0.24,0.22,0.25,0.25,0.24,0.26,0.2,0.27,0.24,0.23,0.27,0.22,0.24,0.2,0.23,0.21,0.24,0.23,0.24,0.23,0.24,0.2,0.23,0.2,0.23,0.0,0.23,0.23,0.22,0.21,0.23,0.2,0.21,0.0,0.0,0.2,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.2,0.23,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.03
