,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,SPGI,CHTR,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,TJX,CI,PNC,DUK,USB,CME,EL,GM,CSX,EQIX,ATVI,TFC,BDX,MMC,CB,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,ADI,BSX,REGN,D,ETN,MCO,HUM,EMR,PGR,GPN,F,HCA,IDXX,TWTR,WM,NXPI,NOC,AON,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,JCI,IQV,KLAC,PSA,DOW,TROW,A,KMB,MSCI,ROST,EBAY,LHX,TEL,TT,CMG,MET,SLB,ALGN,EXC,CNC,DLR,APTV,INFO,DXCM,AEP,GD,SNPS,SRE,SPG,APH,EA,ALXN,BAX,DD,ORLY,AIG,PPG,BK,MCHP,PRU,ALL,CARR,PH,STATE STREET INSTITUTIONAL LIQ STATE STR,SYY,MPC,STZ,CDNS,MSI,TRV,MAR,PSX,IFF,DFS,XEL,SSIXX,WELL,RMD,GIS,State Street Instl Liquid Reserves Prem,FTNT,YUM,SBAC,CTSH,HLT,GEN.,GE.,NUE,WBA,XLNX,ROK,n/a,MTD,MRNA,SIVB,AZO,PAYX,O,CTAS,FRC,HPQ,SUM
10/12/2021,6.17,6.09,3.94,2.16,2.31,2.17,1.45,1.43,1.75,1.4,1.16,1.07,1.06,0.84,0.98,0.95,0.85,0.88,0.9,0.76,0.69,0.77,0.61,0.73,0.6,0.64,0.65,0.58,0.58,0.53,0.59,0.54,0.54,0.63,0.56,0.57,0.56,0.55,0.51,0.54,0.52,0.5,0.55,0.51,0.46,0.39,0.41,0.36,0.41,0.43,0.42,0.35,0.39,0.43,0.4,0.33,0.4,0.4,0.36,0.4,0.38,0.34,0.33,0.36,0.32,0.33,0.35,0.31,0.29,0.35,0.28,0.32,0.32,0.33,0.31,0.27,0.3,0.32,0.28,0.25,0.26,0.24,0.26,0.28,0.22,0.26,0.2,0.22,0.23,0.24,0.24,0.2,0.19,0.23,0.24,0.21,0.19,0.24,0.21,0.23,0.2,0.2,0.23,0.2,0.19,0.17,0.22,0.19,0.22,0.22,0.15,0.21,0.18,0.17,0.18,0.2,0.19,0.19,0.18,0.17,0.18,0.17,0.16,0.25,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.13,0.16,0.16,0.14,0.14,0.16,0.14,0.16,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.13,0.13,0.0,0.11,0.12,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.13,0.11,0.0,0.11,0.0,0.12,0.14,0.0,0.12,0.11,0.12,0.1,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.29,0.11,0.0,0.1,0.0,0.0,0.0,0.0,84.29
10/13/2021,6.17,6.09,3.94,2.16,2.31,2.17,1.45,1.43,1.75,1.4,1.16,1.07,1.06,0.84,0.98,0.95,0.85,0.88,0.9,0.76,0.69,0.77,0.61,0.73,0.6,0.64,0.65,0.58,0.58,0.53,0.59,0.54,0.54,0.63,0.56,0.57,0.56,0.55,0.51,0.54,0.52,0.5,0.55,0.51,0.46,0.39,0.41,0.36,0.41,0.43,0.42,0.35,0.39,0.43,0.4,0.33,0.4,0.4,0.36,0.4,0.38,0.34,0.33,0.36,0.32,0.33,0.35,0.31,0.29,0.35,0.28,0.32,0.32,0.33,0.31,0.27,0.3,0.32,0.28,0.25,0.26,0.24,0.26,0.28,0.22,0.26,0.2,0.22,0.23,0.24,0.24,0.2,0.19,0.23,0.24,0.21,0.19,0.24,0.21,0.23,0.2,0.2,0.23,0.2,0.19,0.17,0.22,0.19,0.22,0.22,0.15,0.21,0.18,0.17,0.18,0.2,0.19,0.19,0.18,0.17,0.18,0.17,0.16,0.25,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.13,0.16,0.16,0.14,0.14,0.16,0.14,0.16,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.13,0.13,0.0,0.11,0.12,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.13,0.11,0.0,0.11,0.0,0.12,0.14,0.0,0.12,0.11,0.12,0.1,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.29,0.11,0.0,0.1,0.0,0.0,0.0,0.0,84.29
10/14/2021,6.2,6.12,3.91,2.15,2.31,2.16,1.44,1.43,1.78,1.38,1.17,1.05,1.06,0.83,0.99,0.96,0.84,0.87,0.9,0.76,0.66,0.77,0.6,0.73,0.6,0.64,0.65,0.57,0.58,0.51,0.6,0.54,0.53,0.63,0.56,0.57,0.56,0.55,0.51,0.54,0.53,0.49,0.55,0.51,0.46,0.39,0.41,0.36,0.41,0.43,0.42,0.35,0.39,0.42,0.4,0.32,0.41,0.4,0.36,0.39,0.38,0.35,0.33,0.36,0.32,0.33,0.35,0.31,0.29,0.35,0.28,0.32,0.32,0.34,0.31,0.26,0.31,0.32,0.29,0.24,0.26,0.24,0.26,0.28,0.21,0.26,0.2,0.22,0.23,0.24,0.24,0.2,0.19,0.24,0.24,0.21,0.19,0.24,0.21,0.23,0.2,0.2,0.23,0.2,0.19,0.16,0.22,0.19,0.22,0.22,0.15,0.21,0.18,0.16,0.18,0.2,0.19,0.19,0.18,0.17,0.17,0.17,0.16,0.25,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.12,0.16,0.16,0.14,0.14,0.17,0.14,0.16,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.13,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.11,0.12,0.13,0.14,0.11,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.14,0.0,0.12,0.11,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.17000000000002
10/15/2021,6.16,6.1,3.92,2.14,2.28,2.14,1.43,1.43,1.81,1.37,1.15,1.05,1.05,0.83,1.0,0.96,0.83,0.87,0.89,0.77,0.66,0.77,0.59,0.75,0.59,0.63,0.65,0.58,0.58,0.5,0.6,0.53,0.54,0.63,0.56,0.58,0.55,0.55,0.51,0.53,0.52,0.48,0.55,0.51,0.46,0.38,0.41,0.37,0.41,0.44,0.42,0.35,0.39,0.43,0.4,0.32,0.41,0.4,0.36,0.4,0.38,0.34,0.33,0.36,0.32,0.33,0.35,0.32,0.29,0.35,0.28,0.31,0.32,0.34,0.31,0.26,0.31,0.32,0.29,0.24,0.26,0.24,0.26,0.28,0.21,0.27,0.2,0.22,0.23,0.24,0.24,0.2,0.19,0.23,0.24,0.21,0.19,0.24,0.21,0.23,0.2,0.2,0.24,0.2,0.19,0.16,0.22,0.19,0.22,0.22,0.15,0.21,0.18,0.16,0.18,0.2,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.24,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.12,0.17,0.16,0.15,0.14,0.17,0.13,0.16,0.19,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.14,0.0,0.13,0.13,0.13,0.11,0.14,0.13,0.13,0.13,0.13,0.0,0.11,0.12,0.13,0.15,0.11,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.14,0.0,0.12,0.11,0.12,0.1,0.12,0.0,0.0,0.12,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.06
10/18/2021,6.14,6.18,3.91,2.13,2.31,2.16,1.42,1.47,1.8,1.33,1.15,1.03,1.08,0.85,0.99,0.95,0.82,0.86,0.91,0.79,0.67,0.76,0.58,0.76,0.59,0.64,0.64,0.57,0.58,0.5,0.6,0.52,0.55,0.62,0.54,0.58,0.55,0.54,0.51,0.51,0.52,0.48,0.54,0.5,0.46,0.39,0.42,0.38,0.41,0.43,0.43,0.35,0.39,0.43,0.39,0.32,0.42,0.4,0.36,0.4,0.37,0.33,0.35,0.36,0.33,0.33,0.35,0.33,0.29,0.37,0.28,0.31,0.32,0.35,0.3,0.25,0.3,0.32,0.29,0.24,0.26,0.24,0.26,0.28,0.21,0.27,0.2,0.22,0.23,0.24,0.24,0.2,0.19,0.23,0.24,0.21,0.19,0.23,0.21,0.22,0.2,0.2,0.23,0.2,0.19,0.16,0.22,0.19,0.22,0.22,0.15,0.2,0.18,0.16,0.18,0.2,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.25,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.12,0.16,0.16,0.15,0.14,0.17,0.14,0.16,0.19,0.15,0.15,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.13,0.11,0.14,0.13,0.13,0.12,0.13,0.0,0.11,0.12,0.13,0.15,0.11,0.13,0.13,0.11,0.12,0.13,0.1,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.32,0.11,0.0,0.1,0.0,0.0,0.0,0.0,84.09
10/19/2021,6.14,6.17,4.01,2.09,2.3,2.15,1.42,1.47,1.85,1.34,1.15,1.05,1.09,0.85,1.01,0.95,0.84,0.86,0.93,0.78,0.67,0.75,0.58,0.76,0.6,0.63,0.63,0.56,0.57,0.49,0.59,0.52,0.55,0.62,0.53,0.58,0.56,0.54,0.51,0.54,0.52,0.48,0.54,0.49,0.46,0.4,0.41,0.38,0.41,0.42,0.43,0.35,0.4,0.43,0.4,0.32,0.42,0.41,0.35,0.4,0.37,0.32,0.35,0.37,0.32,0.33,0.35,0.33,0.29,0.37,0.28,0.31,0.32,0.35,0.31,0.25,0.3,0.33,0.29,0.24,0.26,0.24,0.26,0.28,0.2,0.27,0.21,0.22,0.23,0.24,0.24,0.2,0.19,0.23,0.24,0.21,0.19,0.23,0.21,0.22,0.21,0.2,0.23,0.21,0.19,0.16,0.22,0.19,0.22,0.21,0.15,0.2,0.17,0.16,0.18,0.2,0.19,0.19,0.18,0.17,0.18,0.17,0.17,0.25,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.13,0.17,0.16,0.15,0.13,0.17,0.14,0.16,0.19,0.15,0.15,0.11,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.13,0.11,0.14,0.13,0.13,0.12,0.13,0.0,0.11,0.12,0.13,0.14,0.11,0.13,0.13,0.11,0.12,0.13,0.1,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.1,0.0,0.11,0.11,0.0,0.12,0.11,0.1,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.31,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.23
10/20/2021,6.14,6.17,4.01,2.09,2.3,2.15,1.42,1.47,1.85,1.34,1.15,1.05,1.09,0.85,1.01,0.95,0.84,0.86,0.93,0.78,0.67,0.75,0.58,0.76,0.6,0.63,0.63,0.56,0.57,0.49,0.59,0.52,0.55,0.62,0.53,0.58,0.56,0.54,0.51,0.54,0.52,0.48,0.54,0.49,0.46,0.4,0.41,0.38,0.41,0.42,0.43,0.35,0.4,0.43,0.4,0.32,0.42,0.41,0.35,0.4,0.37,0.32,0.35,0.37,0.32,0.33,0.35,0.33,0.29,0.37,0.28,0.31,0.32,0.35,0.31,0.25,0.3,0.33,0.29,0.24,0.26,0.24,0.26,0.28,0.2,0.27,0.21,0.22,0.23,0.24,0.24,0.2,0.19,0.23,0.24,0.21,0.19,0.23,0.21,0.22,0.21,0.2,0.23,0.21,0.19,0.16,0.22,0.19,0.22,0.21,0.15,0.2,0.17,0.16,0.18,0.2,0.19,0.19,0.18,0.17,0.18,0.17,0.17,0.25,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.13,0.17,0.16,0.15,0.13,0.17,0.14,0.16,0.19,0.15,0.15,0.11,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.13,0.11,0.14,0.13,0.13,0.12,0.13,0.0,0.11,0.12,0.13,0.14,0.11,0.13,0.13,0.11,0.12,0.13,0.1,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.1,0.0,0.11,0.11,0.0,0.12,0.11,0.1,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.31,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.23
10/21/2021,6.19,6.21,4.04,2.15,2.31,2.16,1.41,1.49,1.9,1.34,1.13,1.05,1.08,0.85,1.01,0.93,0.84,0.84,0.92,0.8,0.66,0.76,0.58,0.76,0.59,0.63,0.62,0.56,0.56,0.49,0.59,0.51,0.55,0.62,0.52,0.59,0.55,0.54,0.51,0.55,0.52,0.48,0.55,0.49,0.44,0.39,0.41,0.38,0.41,0.43,0.43,0.34,0.4,0.43,0.39,0.31,0.42,0.41,0.36,0.4,0.37,0.32,0.34,0.37,0.33,0.33,0.34,0.34,0.29,0.38,0.28,0.31,0.32,0.35,0.31,0.25,0.3,0.32,0.29,0.24,0.25,0.24,0.26,0.28,0.2,0.28,0.2,0.22,0.23,0.24,0.24,0.19,0.18,0.22,0.24,0.21,0.19,0.23,0.21,0.22,0.21,0.2,0.22,0.21,0.19,0.16,0.22,0.18,0.22,0.21,0.15,0.2,0.17,0.16,0.18,0.2,0.19,0.19,0.18,0.17,0.18,0.17,0.17,0.25,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.13,0.16,0.16,0.15,0.14,0.16,0.14,0.16,0.19,0.15,0.15,0.11,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.13,0.11,0.14,0.13,0.13,0.12,0.13,0.0,0.11,0.12,0.13,0.14,0.11,0.13,0.13,0.11,0.13,0.13,0.1,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.11,0.0,0.13,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.32,0.11,0.1,0.1,0.0,0.0,0.0,0.0,84.26
10/22/2021,6.23,6.18,4.0,2.16,2.3,2.16,1.41,1.48,1.87,1.34,1.15,1.05,1.07,0.85,1.02,0.91,0.84,0.83,0.92,0.81,0.66,0.75,0.58,0.76,0.6,0.63,0.63,0.56,0.56,0.49,0.59,0.51,0.54,0.62,0.54,0.59,0.56,0.55,0.51,0.55,0.52,0.49,0.55,0.48,0.44,0.4,0.4,0.37,0.41,0.43,0.43,0.34,0.39,0.43,0.39,0.31,0.42,0.42,0.36,0.4,0.37,0.32,0.34,0.37,0.33,0.33,0.34,0.33,0.29,0.38,0.28,0.31,0.32,0.36,0.3,0.26,0.3,0.33,0.29,0.24,0.26,0.24,0.26,0.27,0.2,0.27,0.2,0.22,0.22,0.24,0.24,0.2,0.19,0.22,0.24,0.21,0.19,0.23,0.21,0.22,0.21,0.19,0.22,0.21,0.19,0.16,0.22,0.19,0.22,0.21,0.15,0.2,0.17,0.16,0.18,0.2,0.19,0.19,0.18,0.17,0.18,0.17,0.17,0.25,0.17,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.13,0.16,0.16,0.15,0.14,0.16,0.14,0.16,0.19,0.15,0.15,0.11,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.0,0.13,0.13,0.13,0.11,0.14,0.13,0.13,0.11,0.13,0.0,0.11,0.12,0.13,0.14,0.11,0.13,0.13,0.11,0.12,0.12,0.1,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.1,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.31,0.11,0.1,0.1,0.0,0.0,0.0,0.0,84.21
10/25/2021,6.22,6.19,3.97,2.16,2.26,2.13,1.41,1.5,1.92,1.34,1.14,1.03,1.11,0.76,1.03,0.9,0.82,0.83,0.92,0.81,0.66,0.77,0.59,0.74,0.6,0.62,0.64,0.59,0.56,0.49,0.58,0.51,0.55,0.63,0.54,0.58,0.56,0.56,0.51,0.55,0.52,0.49,0.56,0.48,0.43,0.4,0.4,0.38,0.41,0.42,0.43,0.34,0.4,0.44,0.38,0.31,0.43,0.42,0.36,0.39,0.37,0.31,0.34,0.36,0.32,0.34,0.3,0.33,0.29,0.38,0.28,0.3,0.32,0.36,0.3,0.26,0.3,0.33,0.28,0.25,0.28,0.24,0.26,0.26,0.2,0.28,0.2,0.21,0.22,0.25,0.24,0.2,0.18,0.22,0.24,0.21,0.19,0.24,0.21,0.22,0.2,0.2,0.22,0.21,0.19,0.16,0.23,0.19,0.23,0.22,0.15,0.2,0.17,0.16,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.26,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.15,0.13,0.17,0.17,0.15,0.14,0.17,0.14,0.16,0.19,0.15,0.15,0.11,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.13,0.11,0.14,0.13,0.13,0.11,0.13,0.11,0.12,0.12,0.13,0.15,0.11,0.13,0.13,0.11,0.13,0.13,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.13,0.11,0.12,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.32,0.11,0.11,0.0,0.0,0.0,0.0,0.0,84.27000000000001
10/26/2021,6.22,6.19,3.97,2.16,2.26,2.13,1.41,1.5,1.92,1.34,1.14,1.03,1.11,0.76,1.03,0.9,0.82,0.83,0.92,0.81,0.66,0.77,0.59,0.74,0.6,0.62,0.64,0.59,0.56,0.49,0.58,0.51,0.55,0.63,0.54,0.58,0.56,0.56,0.51,0.55,0.52,0.49,0.56,0.48,0.43,0.4,0.4,0.38,0.41,0.42,0.43,0.34,0.4,0.44,0.38,0.31,0.43,0.42,0.36,0.39,0.37,0.31,0.34,0.36,0.32,0.34,0.3,0.33,0.29,0.38,0.28,0.3,0.32,0.36,0.3,0.26,0.3,0.33,0.28,0.25,0.28,0.24,0.26,0.26,0.2,0.28,0.2,0.21,0.22,0.25,0.24,0.2,0.18,0.22,0.24,0.21,0.19,0.24,0.21,0.22,0.2,0.2,0.22,0.21,0.19,0.16,0.23,0.19,0.23,0.22,0.15,0.2,0.17,0.16,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.26,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.15,0.13,0.17,0.17,0.15,0.14,0.17,0.14,0.16,0.19,0.15,0.15,0.11,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.1,0.13,0.13,0.13,0.11,0.14,0.13,0.13,0.11,0.13,0.11,0.12,0.12,0.13,0.15,0.11,0.13,0.13,0.11,0.13,0.13,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.13,0.11,0.12,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.32,0.11,0.11,0.0,0.0,0.0,0.0,0.0,84.28
10/27/2021,6.2,6.17,3.86,2.05,2.2,2.07,1.42,1.5,1.96,1.36,1.14,1.04,1.12,0.75,1.03,0.91,0.83,0.82,0.93,0.81,0.66,0.78,0.58,0.75,0.53,0.62,0.64,0.6,0.56,0.48,0.59,0.51,0.56,0.64,0.55,0.6,0.56,0.56,0.51,0.55,0.53,0.49,0.57,0.47,0.44,0.39,0.4,0.39,0.4,0.43,0.43,0.34,0.41,0.44,0.38,0.32,0.43,0.43,0.36,0.39,0.37,0.31,0.35,0.37,0.33,0.34,0.3,0.34,0.29,0.39,0.28,0.3,0.32,0.36,0.32,0.26,0.31,0.33,0.29,0.25,0.28,0.24,0.26,0.26,0.2,0.28,0.2,0.21,0.23,0.25,0.24,0.21,0.18,0.22,0.25,0.21,0.2,0.24,0.21,0.23,0.21,0.2,0.22,0.21,0.2,0.16,0.23,0.19,0.23,0.22,0.15,0.2,0.17,0.16,0.19,0.2,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.25,0.17,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.12,0.17,0.17,0.15,0.13,0.17,0.14,0.16,0.19,0.15,0.15,0.1,0.13,0.14,0.12,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.0,0.14,0.13,0.13,0.11,0.13,0.13,0.13,0.11,0.13,0.11,0.12,0.12,0.13,0.15,0.11,0.13,0.13,0.11,0.13,0.13,0.11,0.0,0.11,0.0,0.12,0.14,0.0,0.13,0.11,0.12,0.0,0.13,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.3,0.12,0.11,0.11,0.0,0.0,0.0,0.0,84.23
10/28/2021,6.17,6.12,3.82,2.07,2.19,2.06,1.42,1.53,2.2,1.35,1.14,1.04,1.12,0.77,1.04,0.9,0.83,0.83,0.93,0.81,0.65,0.79,0.58,0.75,0.53,0.61,0.64,0.59,0.56,0.48,0.58,0.51,0.56,0.63,0.55,0.6,0.57,0.57,0.51,0.55,0.51,0.49,0.57,0.47,0.44,0.39,0.4,0.39,0.4,0.43,0.43,0.34,0.41,0.44,0.38,0.31,0.43,0.43,0.36,0.39,0.36,0.31,0.35,0.37,0.33,0.34,0.3,0.34,0.29,0.39,0.28,0.31,0.32,0.36,0.31,0.26,0.3,0.33,0.28,0.25,0.28,0.24,0.26,0.26,0.2,0.28,0.2,0.21,0.22,0.24,0.23,0.2,0.18,0.22,0.25,0.21,0.19,0.24,0.21,0.22,0.21,0.2,0.22,0.21,0.2,0.17,0.23,0.19,0.23,0.22,0.15,0.2,0.17,0.16,0.19,0.2,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.26,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.15,0.12,0.17,0.16,0.15,0.13,0.17,0.14,0.16,0.19,0.15,0.15,0.11,0.13,0.14,0.12,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.14,0.13,0.13,0.11,0.13,0.13,0.13,0.11,0.13,0.11,0.12,0.12,0.13,0.15,0.11,0.13,0.13,0.11,0.13,0.13,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.32,0.12,0.11,0.0,0.0,0.0,0.0,0.0,84.27000000000001
10/29/2021,6.18,6.15,3.88,1.99,2.21,2.07,1.42,1.62,2.18,1.35,1.15,1.03,1.13,0.75,1.04,0.91,0.82,0.82,0.94,0.81,0.65,0.78,0.58,0.75,0.52,0.62,0.64,0.6,0.56,0.48,0.59,0.51,0.55,0.63,0.55,0.6,0.58,0.56,0.52,0.55,0.51,0.48,0.57,0.47,0.44,0.39,0.4,0.42,0.4,0.42,0.43,0.34,0.41,0.44,0.38,0.31,0.43,0.44,0.36,0.4,0.35,0.3,0.35,0.37,0.32,0.34,0.3,0.34,0.29,0.39,0.28,0.31,0.33,0.35,0.31,0.26,0.31,0.33,0.3,0.24,0.28,0.22,0.26,0.26,0.2,0.29,0.2,0.21,0.23,0.24,0.23,0.21,0.18,0.22,0.25,0.21,0.19,0.24,0.21,0.22,0.21,0.2,0.22,0.21,0.2,0.17,0.23,0.19,0.23,0.22,0.15,0.19,0.17,0.16,0.19,0.2,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.26,0.17,0.16,0.16,0.17,0.17,0.16,0.15,0.15,0.12,0.16,0.16,0.15,0.13,0.16,0.14,0.16,0.19,0.15,0.15,0.11,0.13,0.14,0.12,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.14,0.11,0.13,0.12,0.13,0.11,0.13,0.13,0.13,0.11,0.13,0.11,0.12,0.12,0.13,0.15,0.11,0.12,0.13,0.11,0.13,0.13,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.12,0.0,0.12,0.0,0.0,0.1,0.11,0.0,0.13,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.32,0.12,0.11,0.0,0.0,0.0,0.0,0.0,84.38000000000001
