,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,SPGI,CHTR,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,TJX,CI,PNC,DUK,USB,CME,EL,GM,CSX,EQIX,ATVI,TFC,BDX,MMC,CB,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,ADI,BSX,REGN,D,ETN,MCO,HUM,EMR,PGR,GPN,F,HCA,IDXX,TWTR,WM,NXPI,NOC,AON,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,JCI,IQV,KLAC,PSA,DOW,TROW,A,KMB,MSCI,ROST,EBAY,LHX,TEL,TT,CMG,MET,SLB,ALGN,EXC,CNC,DLR,APTV,INFO,DXCM,AEP,GD,SNPS,SRE,SPG,APH,EA,ALXN,BAX,DD,ORLY,AIG,PPG,BK,MCHP,PRU,ALL,CARR,PH,STATE STREET INSTITUTIONAL LIQ STATE STR,SYY,MPC,STZ,CDNS,MSI,TRV,MAR,PSX,IFF,DFS,XEL,SSIXX,WELL,RMD,GIS,State Street Instl Liquid Reserves Prem,FTNT,YUM,SBAC,CTSH,HLT,GEN.,GE.,NUE,WBA,XLNX,ROK,n/a,MTD,MRNA,SIVB,AZO,PAYX,O,CTAS,FRC,HPQ,SUM
07/23/2021,6.39,5.86,4.27,2.28,2.12,2.08,1.46,1.29,1.42,1.26,1.24,1.15,1.09,0.98,0.97,0.95,0.91,0.9,0.79,0.81,0.73,0.66,0.64,0.62,0.62,0.63,0.64,0.59,0.6,0.55,0.6,0.57,0.57,0.57,0.54,0.55,0.53,0.54,0.52,0.52,0.5,0.48,0.51,0.49,0.47,0.44,0.41,0.43,0.44,0.45,0.42,0.41,0.4,0.42,0.38,0.39,0.38,0.39,0.38,0.38,0.36,0.33,0.35,0.34,0.34,0.36,0.35,0.35,0.32,0.29,0.32,0.31,0.32,0.31,0.31,0.3,0.3,0.28,0.28,0.28,0.27,0.26,0.26,0.24,0.23,0.26,0.25,0.24,0.25,0.23,0.24,0.24,0.23,0.24,0.24,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.18,0.16,0.15,0.16,0.15,0.15,0.14,0.13,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.12
07/26/2021,6.36,5.95,4.31,2.32,2.13,2.1,1.45,1.35,1.38,1.26,1.24,1.14,1.08,0.99,0.96,0.93,0.92,0.88,0.79,0.82,0.73,0.63,0.64,0.66,0.62,0.64,0.64,0.58,0.6,0.55,0.59,0.57,0.58,0.57,0.54,0.55,0.54,0.54,0.53,0.51,0.51,0.47,0.51,0.49,0.47,0.45,0.42,0.43,0.45,0.46,0.43,0.42,0.4,0.41,0.38,0.39,0.39,0.39,0.4,0.39,0.36,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.32,0.3,0.32,0.31,0.32,0.31,0.31,0.3,0.3,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.23,0.26,0.25,0.25,0.25,0.23,0.24,0.23,0.23,0.24,0.24,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.18,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.38
07/27/2021,6.37,5.96,4.29,2.42,2.19,2.15,1.44,1.33,1.36,1.25,1.24,1.15,1.08,0.99,0.97,0.94,0.94,0.88,0.78,0.82,0.73,0.63,0.63,0.66,0.59,0.64,0.64,0.59,0.6,0.55,0.59,0.57,0.58,0.57,0.54,0.55,0.54,0.54,0.53,0.5,0.51,0.47,0.51,0.5,0.47,0.45,0.42,0.42,0.44,0.44,0.43,0.42,0.4,0.42,0.38,0.39,0.39,0.4,0.41,0.39,0.36,0.33,0.34,0.35,0.35,0.35,0.34,0.35,0.31,0.3,0.32,0.3,0.32,0.32,0.31,0.3,0.3,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.23,0.26,0.25,0.25,0.25,0.23,0.24,0.23,0.23,0.24,0.24,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.19,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.18,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.49000000000001
07/28/2021,6.37,5.96,4.29,2.42,2.19,2.15,1.44,1.33,1.36,1.25,1.24,1.15,1.08,0.99,0.97,0.94,0.94,0.88,0.78,0.82,0.73,0.63,0.63,0.66,0.59,0.64,0.64,0.59,0.6,0.55,0.59,0.57,0.58,0.57,0.54,0.55,0.54,0.54,0.53,0.5,0.51,0.47,0.51,0.5,0.47,0.45,0.42,0.42,0.44,0.44,0.43,0.42,0.4,0.42,0.38,0.39,0.39,0.4,0.41,0.39,0.36,0.33,0.34,0.35,0.35,0.35,0.34,0.35,0.31,0.3,0.32,0.3,0.32,0.32,0.31,0.3,0.3,0.28,0.28,0.27,0.26,0.26,0.26,0.25,0.23,0.26,0.25,0.25,0.25,0.23,0.24,0.23,0.23,0.24,0.24,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.19,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.18,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.49000000000001
07/29/2021,6.38,5.94,4.33,2.43,2.2,2.17,1.44,1.31,1.38,1.25,1.23,1.16,1.06,0.98,0.96,0.94,0.94,0.89,0.78,0.81,0.73,0.63,0.63,0.65,0.6,0.64,0.64,0.58,0.6,0.55,0.59,0.57,0.57,0.57,0.53,0.55,0.54,0.54,0.53,0.51,0.5,0.48,0.51,0.5,0.47,0.44,0.42,0.41,0.44,0.44,0.42,0.41,0.4,0.41,0.38,0.39,0.38,0.4,0.41,0.39,0.36,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.32,0.3,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.27,0.27,0.25,0.25,0.26,0.25,0.23,0.26,0.25,0.25,0.25,0.23,0.24,0.23,0.23,0.23,0.24,0.23,0.21,0.21,0.22,0.21,0.21,0.21,0.19,0.2,0.2,0.19,0.2,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.18,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.16,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.18,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.38000000000002
07/30/2021,6.31,5.91,4.26,2.41,2.17,2.13,1.46,1.31,1.36,1.26,1.25,1.16,1.07,0.97,0.95,0.95,0.94,0.89,0.79,0.81,0.74,0.63,0.64,0.64,0.59,0.64,0.65,0.58,0.61,0.55,0.6,0.57,0.58,0.57,0.54,0.56,0.53,0.54,0.53,0.51,0.51,0.47,0.51,0.5,0.48,0.44,0.43,0.39,0.44,0.44,0.43,0.41,0.4,0.42,0.39,0.39,0.38,0.39,0.41,0.39,0.37,0.34,0.34,0.35,0.34,0.36,0.35,0.35,0.32,0.3,0.32,0.31,0.32,0.31,0.31,0.3,0.3,0.28,0.27,0.28,0.26,0.25,0.26,0.25,0.23,0.26,0.26,0.24,0.25,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.21,0.21,0.22,0.21,0.21,0.21,0.19,0.2,0.21,0.18,0.2,0.2,0.2,0.21,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.16,0.15,0.18,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.40000000000002
08/02/2021,6.24,5.91,4.27,2.45,2.24,2.13,1.45,1.33,1.37,1.26,1.24,1.15,1.06,0.97,0.95,0.93,0.92,0.89,0.79,0.81,0.73,0.63,0.63,0.65,0.59,0.63,0.67,0.59,0.6,0.55,0.59,0.58,0.58,0.57,0.54,0.55,0.54,0.54,0.54,0.51,0.51,0.47,0.51,0.5,0.48,0.44,0.42,0.38,0.44,0.44,0.42,0.42,0.4,0.42,0.39,0.39,0.37,0.39,0.4,0.39,0.36,0.35,0.34,0.35,0.35,0.35,0.35,0.35,0.32,0.33,0.32,0.32,0.32,0.31,0.3,0.3,0.3,0.28,0.27,0.27,0.25,0.25,0.26,0.25,0.23,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.19,0.2,0.21,0.18,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.18,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.36000000000001
08/03/2021,6.24,5.89,4.21,2.34,2.23,2.12,1.45,1.34,1.43,1.26,1.24,1.15,1.06,0.91,0.95,0.93,0.93,0.89,0.8,0.81,0.73,0.62,0.63,0.64,0.59,0.63,0.65,0.59,0.6,0.55,0.59,0.57,0.58,0.57,0.53,0.55,0.54,0.53,0.53,0.52,0.52,0.48,0.51,0.5,0.48,0.47,0.43,0.38,0.44,0.44,0.43,0.42,0.4,0.42,0.39,0.38,0.37,0.39,0.39,0.39,0.36,0.35,0.34,0.35,0.35,0.35,0.35,0.35,0.32,0.34,0.31,0.32,0.32,0.32,0.31,0.31,0.3,0.28,0.28,0.27,0.26,0.25,0.26,0.25,0.24,0.26,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.24,0.24,0.23,0.21,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.18,0.2,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.17,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.16,0.15,0.18,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.1,0.11,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.20000000000002
08/04/2021,6.28,5.89,3.91,2.34,2.22,2.12,1.45,1.33,1.45,1.26,1.24,1.14,1.07,0.89,0.96,0.96,0.93,0.88,0.79,0.82,0.74,0.63,0.63,0.64,0.6,0.64,0.66,0.59,0.61,0.55,0.6,0.57,0.59,0.58,0.53,0.55,0.54,0.54,0.53,0.52,0.52,0.48,0.52,0.5,0.49,0.47,0.43,0.38,0.45,0.44,0.44,0.42,0.4,0.42,0.38,0.38,0.38,0.4,0.39,0.39,0.36,0.34,0.34,0.35,0.35,0.35,0.34,0.35,0.31,0.35,0.32,0.31,0.32,0.32,0.31,0.31,0.3,0.28,0.28,0.28,0.26,0.25,0.26,0.25,0.24,0.26,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.24,0.23,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.18,0.2,0.2,0.2,0.21,0.19,0.2,0.18,0.2,0.18,0.18,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.17,0.18,0.16,0.16,0.17,0.17,0.15,0.17,0.15,0.16,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.11,0.14,0.12,0.11,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.19000000000001
08/05/2021,6.27,5.9,3.92,2.32,2.23,2.13,1.45,1.35,1.5,1.26,1.25,1.12,1.08,0.88,0.96,0.96,0.9,0.88,0.79,0.81,0.74,0.63,0.64,0.64,0.6,0.64,0.68,0.59,0.61,0.55,0.59,0.56,0.59,0.58,0.53,0.55,0.54,0.54,0.54,0.52,0.52,0.49,0.52,0.49,0.49,0.46,0.43,0.38,0.44,0.44,0.43,0.42,0.4,0.43,0.39,0.38,0.37,0.4,0.39,0.4,0.36,0.34,0.34,0.36,0.36,0.35,0.35,0.35,0.31,0.36,0.32,0.0,0.32,0.32,0.3,0.31,0.3,0.28,0.29,0.28,0.26,0.25,0.26,0.25,0.24,0.26,0.24,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.24,0.22,0.22,0.21,0.22,0.2,0.21,0.21,0.2,0.2,0.2,0.18,0.2,0.2,0.21,0.21,0.19,0.2,0.18,0.2,0.18,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.14,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.11,0.14,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.11,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25
08/06/2021,6.31,5.9,3.93,2.29,2.22,2.12,1.46,1.35,1.49,1.26,1.25,1.09,1.09,0.88,0.96,0.96,0.88,0.86,0.79,0.81,0.73,0.62,0.63,0.64,0.6,0.65,0.7,0.59,0.6,0.55,0.59,0.56,0.6,0.58,0.53,0.55,0.54,0.54,0.56,0.53,0.52,0.48,0.53,0.48,0.48,0.46,0.43,0.38,0.44,0.45,0.43,0.42,0.4,0.43,0.39,0.38,0.38,0.4,0.38,0.39,0.36,0.35,0.34,0.35,0.36,0.35,0.35,0.35,0.31,0.37,0.32,0.31,0.32,0.31,0.3,0.31,0.3,0.27,0.29,0.29,0.26,0.25,0.26,0.24,0.25,0.26,0.22,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.25,0.23,0.22,0.22,0.22,0.21,0.2,0.21,0.2,0.2,0.2,0.17,0.2,0.2,0.21,0.21,0.19,0.2,0.18,0.2,0.18,0.18,0.19,0.19,0.18,0.2,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.18,0.17,0.15,0.16,0.15,0.14,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.14,0.14,0.12,0.11,0.14,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25
08/09/2021,6.28,5.94,3.94,2.37,2.23,2.13,1.45,1.4,1.5,1.26,1.25,1.11,1.06,0.9,0.96,0.95,0.89,0.88,0.8,0.82,0.73,0.63,0.62,0.66,0.59,0.64,0.69,0.59,0.6,0.54,0.58,0.56,0.6,0.58,0.52,0.55,0.54,0.55,0.57,0.53,0.53,0.49,0.53,0.48,0.47,0.45,0.42,0.37,0.44,0.44,0.43,0.42,0.4,0.43,0.39,0.37,0.37,0.4,0.38,0.4,0.36,0.35,0.34,0.36,0.36,0.35,0.35,0.35,0.31,0.37,0.31,0.31,0.33,0.32,0.3,0.31,0.29,0.28,0.29,0.29,0.25,0.24,0.26,0.25,0.25,0.26,0.22,0.25,0.24,0.24,0.24,0.23,0.23,0.24,0.25,0.22,0.19,0.22,0.23,0.21,0.2,0.21,0.19,0.2,0.2,0.17,0.2,0.19,0.21,0.21,0.18,0.2,0.18,0.21,0.17,0.18,0.19,0.19,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.14,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.15,0.13,0.12,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.12,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25000000000001
08/10/2021,6.23,5.93,3.9,2.37,2.22,2.13,1.47,1.38,1.47,1.3,1.24,1.11,1.07,0.89,0.95,0.94,0.89,0.88,0.82,0.82,0.73,0.63,0.62,0.66,0.59,0.64,0.69,0.59,0.6,0.54,0.58,0.55,0.6,0.58,0.52,0.56,0.54,0.54,0.57,0.55,0.53,0.49,0.53,0.48,0.47,0.45,0.42,0.38,0.43,0.44,0.43,0.42,0.4,0.43,0.4,0.36,0.37,0.4,0.38,0.41,0.36,0.35,0.35,0.37,0.36,0.35,0.35,0.35,0.31,0.36,0.31,0.31,0.33,0.32,0.3,0.31,0.29,0.29,0.29,0.29,0.25,0.24,0.26,0.25,0.25,0.26,0.23,0.25,0.24,0.23,0.24,0.23,0.23,0.23,0.25,0.23,0.19,0.22,0.22,0.21,0.2,0.21,0.19,0.2,0.2,0.17,0.21,0.19,0.21,0.21,0.18,0.2,0.18,0.2,0.17,0.18,0.19,0.19,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.15,0.16,0.15,0.14,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.0,0.1,0.0,0.0,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25000000000001
08/11/2021,6.23,5.93,3.9,2.37,2.22,2.13,1.47,1.38,1.47,1.3,1.24,1.11,1.07,0.89,0.95,0.94,0.89,0.88,0.82,0.82,0.73,0.63,0.62,0.66,0.59,0.64,0.69,0.59,0.6,0.54,0.58,0.55,0.6,0.58,0.52,0.56,0.54,0.54,0.57,0.55,0.53,0.49,0.53,0.48,0.47,0.45,0.42,0.38,0.43,0.44,0.43,0.42,0.4,0.43,0.4,0.36,0.37,0.4,0.38,0.41,0.36,0.35,0.35,0.37,0.36,0.35,0.35,0.35,0.31,0.36,0.31,0.31,0.33,0.32,0.3,0.31,0.29,0.29,0.29,0.29,0.25,0.24,0.26,0.25,0.25,0.26,0.23,0.25,0.24,0.23,0.24,0.23,0.23,0.23,0.25,0.23,0.19,0.22,0.22,0.21,0.2,0.21,0.19,0.2,0.2,0.17,0.21,0.19,0.21,0.21,0.18,0.2,0.18,0.2,0.17,0.18,0.19,0.19,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.15,0.16,0.15,0.14,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.11,0.14,0.13,0.11,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.0,0.1,0.0,0.0,0.11,0.11,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25000000000001
