,PM,MO,ABBV,T,VZ,PFE,CSCO,KO,IBM,AVGO,MMM,C,GILD,USB,DUK,TFC,SO,DOW,KHC,BX,KMB,MET,D,GIS,EXC,AEP,LUMN,HPQ,PPL,K,FITB,PEG,PSA,CCI,FE,IP,ED,EIX,RF,ETR,DTE,AM,BEN,OMC,SJM,MTB,AGR,CAH,NTAP,IPG,EVRG,NWL,BKR,FNF,CNA,FANG,ARES,WSO,FHN,EQR,AVB,PBCT,O,WU,PNW,EXR,IRM,NRG,UGI,TFSL,NI,NYCB,ORI,OGE,OMF,GLPI,JNPR,PEAK,MDU,APAM,VICI,HRB,MCY,UNM,HBI,FLO,SNV,LEG,BXP,ESS,FAF,VLY,OLN,NAVI,CFR,UMPQ,WisdomTree US Total Dividend ETF,CC,UBSI,R,MPW,XRX,VGR,UDR,NFG,CUBE,OZK,INGR,BGS,WBS,KTB,CCOI,FHB,CPT,ISBC,POR,MC,HE,NNN,BKH,ANAT,NJR,GCMG,STOR,ALE,SR,MSM,RCII,PPBI,KIM,VIRT,CMP,ASB,SJI,BRX,COR,SWX,CATY,NWE,FHI,SLG,AVA,MDC,SRC,FFBC,RILY,BOH,CBT,LSI,NWBI,ACC,HTA,WSBC,SFNC,STAG,SBRA,CVBF,FULT,ONB,PDCO,PFS,COLB,BKE,AUB,TDS,HOPE,HR,HIW,JW.A,UVV,AROC,DLX,IBOC,KRO,WAFD,SAFT,HCSG,RGR,LXP,NSA,SASR,DEI,PRK,GEF/B,PCH,BANR,CUZ,DOC,RYN,NHI,CFFN,OTTR,FIBK,TRMK,NWN,CHCO,HNI,HPP,CWEN.A,SWM,ILPT,Greif Inc Class B,BDN,n/a,UNIT,KALU,KW,EPRT,DTD,FRG,FCF,DCOM,GEF.B,HEES,SBSI,BUSE,XOM,CVX,MRK,MS,BMY,AMGN,DVN,LMT,KMI,NEM,PRU,EOG,WBA,OKE,MPC,SRE,WEC,SPG,AFL,ALL,ES,CMS,PFG,KEY,CAG,HPE,CFG,DRI,CPB,WPC,OGN,LNT,WELL,PKG,ATO,CMA,VTR,ETRN,OHI,HFC,CHK,LAMR,REYN,DTM,CIVI,RGA,SON,REG,PB,KRC,FRT,FNB,OGS,FBP,CBRL,AIRC,BNL,NUS,SUM
09/09/2021,5.89,5.59,4.95,4.19,4.33,5.2,4.41,4.05,3.53,3.48,3.07,2.77,2.18,1.67,1.77,1.57,1.6,1.29,1.11,1.59,1.22,1.16,1.16,0.98,0.97,0.87,0.71,0.74,0.74,0.65,0.59,0.61,0.62,0.57,0.6,0.54,0.58,0.49,0.41,0.45,0.44,0.38,0.39,0.35,0.35,0.34,0.36,0.31,0.34,0.33,0.32,0.26,0.27,0.29,0.25,0.19,0.3,0.25,0.22,0.26,0.25,0.21,0.23,0.2,0.2,0.24,0.23,0.22,0.2,0.19,0.19,0.21,0.19,0.19,0.17,0.2,0.19,0.2,0.18,0.18,0.17,0.18,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.13,0.14,0.16,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.07,0.07,0.1,0.08,0.11,0.07,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.27
09/10/2021,5.89,5.59,4.95,4.19,4.33,5.2,4.41,4.05,3.53,3.48,3.07,2.77,2.18,1.67,1.77,1.57,1.6,1.29,1.11,1.59,1.22,1.16,1.16,0.98,0.97,0.87,0.71,0.74,0.74,0.65,0.59,0.61,0.62,0.57,0.6,0.54,0.58,0.49,0.41,0.45,0.44,0.38,0.39,0.35,0.35,0.34,0.36,0.31,0.34,0.33,0.32,0.26,0.27,0.29,0.25,0.19,0.3,0.25,0.22,0.26,0.25,0.21,0.23,0.2,0.2,0.24,0.23,0.22,0.2,0.19,0.19,0.21,0.19,0.19,0.17,0.2,0.19,0.2,0.18,0.18,0.17,0.18,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.13,0.14,0.16,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.07,0.07,0.1,0.08,0.11,0.07,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.27
09/13/2021,5.8,5.63,4.94,4.23,4.33,5.21,4.39,4.06,3.53,3.49,2.99,2.75,2.2,1.66,1.78,1.56,1.64,1.27,1.16,1.59,1.24,1.16,1.16,1.02,0.99,0.88,0.71,0.71,0.75,0.65,0.59,0.61,0.63,0.57,0.59,0.53,0.59,0.49,0.41,0.46,0.44,0.38,0.38,0.34,0.35,0.34,0.36,0.31,0.34,0.34,0.33,0.27,0.27,0.29,0.25,0.19,0.31,0.25,0.22,0.25,0.25,0.21,0.23,0.2,0.19,0.24,0.23,0.22,0.2,0.18,0.19,0.21,0.19,0.19,0.17,0.2,0.19,0.2,0.18,0.17,0.17,0.18,0.14,0.14,0.15,0.15,0.13,0.13,0.14,0.15,0.15,0.12,0.14,0.16,0.13,0.13,0.0,0.1,0.11,0.12,0.12,0.1,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.08,0.08,0.07,0.07,0.09,0.07,0.11,0.07,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.26000000000002
09/14/2021,5.87,5.67,4.83,4.22,4.33,5.17,4.38,4.05,3.53,3.56,2.98,2.77,2.2,1.69,1.76,1.57,1.63,1.28,1.15,1.62,1.21,1.18,1.17,1.02,1.0,0.87,0.71,0.71,0.74,0.66,0.6,0.6,0.62,0.55,0.58,0.53,0.58,0.49,0.41,0.46,0.44,0.38,0.39,0.34,0.36,0.34,0.35,0.31,0.35,0.33,0.32,0.26,0.29,0.29,0.25,0.19,0.31,0.25,0.22,0.25,0.25,0.21,0.22,0.19,0.19,0.24,0.22,0.21,0.19,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.14,0.14,0.15,0.15,0.13,0.13,0.13,0.14,0.15,0.12,0.14,0.16,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.1,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.07,0.09,0.07,0.1,0.07,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.26
09/15/2021,5.87,5.67,4.83,4.22,4.33,5.17,4.38,4.05,3.53,3.56,2.98,2.77,2.2,1.69,1.76,1.57,1.63,1.28,1.15,1.62,1.21,1.18,1.17,1.02,1.0,0.87,0.71,0.71,0.74,0.66,0.6,0.6,0.62,0.55,0.58,0.53,0.58,0.49,0.41,0.46,0.44,0.38,0.39,0.34,0.36,0.34,0.35,0.31,0.35,0.33,0.32,0.26,0.29,0.29,0.25,0.19,0.31,0.25,0.22,0.25,0.25,0.21,0.22,0.19,0.19,0.24,0.22,0.21,0.19,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.14,0.14,0.15,0.15,0.13,0.13,0.13,0.14,0.15,0.12,0.14,0.16,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.1,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.07,0.09,0.07,0.1,0.07,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.26
09/16/2021,5.87,5.67,4.83,4.22,4.33,5.17,4.38,4.05,3.53,3.56,2.98,2.77,2.2,1.69,1.76,1.57,1.63,1.28,1.15,1.62,1.21,1.18,1.17,1.02,1.0,0.87,0.71,0.71,0.74,0.66,0.6,0.6,0.62,0.55,0.58,0.53,0.58,0.49,0.41,0.46,0.44,0.38,0.39,0.34,0.36,0.34,0.35,0.31,0.35,0.33,0.32,0.26,0.29,0.29,0.25,0.19,0.31,0.25,0.22,0.25,0.25,0.21,0.22,0.19,0.19,0.24,0.22,0.21,0.19,0.18,0.19,0.21,0.19,0.19,0.17,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.14,0.14,0.15,0.15,0.13,0.13,0.13,0.14,0.15,0.12,0.14,0.16,0.13,0.13,0.0,0.11,0.11,0.12,0.12,0.1,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.07,0.09,0.07,0.1,0.07,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.26
09/17/2021,5.79,5.58,4.85,4.26,4.34,5.03,4.38,4.07,3.55,3.55,2.98,2.79,2.19,1.71,1.75,1.59,1.63,1.28,1.16,1.62,1.22,1.19,1.15,1.01,1.0,0.86,0.74,0.72,0.74,0.66,0.61,0.6,0.61,0.55,0.57,0.53,0.57,0.5,0.42,0.46,0.43,0.39,0.39,0.35,0.36,0.34,0.35,0.31,0.35,0.34,0.32,0.26,0.29,0.29,0.25,0.2,0.31,0.24,0.22,0.25,0.25,0.21,0.22,0.2,0.19,0.24,0.22,0.21,0.19,0.19,0.19,0.22,0.19,0.19,0.17,0.19,0.19,0.19,0.17,0.18,0.17,0.17,0.14,0.14,0.16,0.15,0.13,0.13,0.14,0.15,0.15,0.12,0.14,0.16,0.13,0.13,0.0,0.11,0.11,0.13,0.12,0.1,0.1,0.12,0.1,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.07,0.09,0.07,0.11,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.23
09/20/2021,5.87,5.49,4.86,4.26,4.34,5.05,4.34,4.06,3.52,3.63,2.96,2.79,2.21,1.75,1.74,1.57,1.62,1.27,1.14,1.68,1.21,1.2,1.14,1.02,1.01,0.85,0.75,0.71,0.74,0.67,0.62,0.6,0.61,0.55,0.58,0.53,0.57,0.5,0.42,0.46,0.43,0.4,0.39,0.35,0.36,0.34,0.34,0.31,0.35,0.34,0.31,0.27,0.3,0.29,0.25,0.21,0.31,0.24,0.22,0.25,0.25,0.21,0.22,0.2,0.19,0.23,0.21,0.21,0.19,0.18,0.19,0.22,0.18,0.19,0.17,0.19,0.19,0.19,0.17,0.18,0.17,0.17,0.14,0.14,0.16,0.14,0.13,0.13,0.14,0.15,0.15,0.12,0.14,0.16,0.13,0.13,0.0,0.11,0.11,0.13,0.11,0.1,0.1,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.08,0.09,0.08,0.07,0.07,0.07,0.09,0.07,0.11,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.05,0.06,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.21000000000002
09/21/2021,5.82,5.49,4.92,4.31,4.37,5.02,4.34,4.0,3.52,3.65,2.95,2.81,2.24,1.75,1.72,1.59,1.6,1.24,1.17,1.69,1.21,1.2,1.13,1.03,1.0,0.83,0.77,0.71,0.72,0.67,0.63,0.6,0.6,0.56,0.57,0.52,0.57,0.49,0.42,0.46,0.42,0.39,0.39,0.35,0.36,0.34,0.34,0.31,0.34,0.34,0.31,0.26,0.29,0.29,0.25,0.22,0.31,0.24,0.22,0.25,0.24,0.21,0.22,0.19,0.19,0.23,0.21,0.21,0.19,0.19,0.19,0.22,0.17,0.19,0.17,0.19,0.19,0.19,0.17,0.18,0.17,0.17,0.14,0.13,0.16,0.15,0.13,0.13,0.14,0.15,0.15,0.12,0.14,0.17,0.13,0.13,0.0,0.1,0.11,0.13,0.11,0.1,0.1,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.07,0.09,0.08,0.07,0.07,0.07,0.1,0.08,0.11,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.23
09/22/2021,5.82,5.49,4.92,4.31,4.37,5.02,4.34,4.0,3.52,3.65,2.95,2.81,2.24,1.75,1.72,1.59,1.6,1.24,1.17,1.69,1.21,1.2,1.13,1.03,1.0,0.83,0.77,0.71,0.72,0.67,0.63,0.6,0.6,0.56,0.57,0.52,0.57,0.49,0.42,0.46,0.42,0.39,0.39,0.35,0.36,0.34,0.34,0.31,0.34,0.34,0.31,0.26,0.29,0.29,0.25,0.22,0.31,0.24,0.22,0.25,0.24,0.21,0.22,0.19,0.19,0.23,0.21,0.21,0.19,0.19,0.19,0.22,0.17,0.19,0.17,0.19,0.19,0.19,0.17,0.18,0.17,0.17,0.14,0.13,0.16,0.15,0.13,0.13,0.14,0.15,0.15,0.12,0.14,0.17,0.13,0.13,0.0,0.1,0.11,0.13,0.11,0.1,0.1,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.07,0.09,0.08,0.07,0.07,0.07,0.1,0.08,0.11,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.23
09/23/2021,5.82,5.49,4.92,4.31,4.37,5.02,4.34,4.0,3.52,3.65,2.95,2.81,2.24,1.75,1.72,1.59,1.6,1.24,1.17,1.69,1.21,1.2,1.13,1.03,1.0,0.83,0.77,0.71,0.72,0.67,0.63,0.6,0.6,0.56,0.57,0.52,0.57,0.49,0.42,0.46,0.42,0.39,0.39,0.35,0.36,0.34,0.34,0.31,0.34,0.34,0.31,0.26,0.29,0.29,0.25,0.22,0.31,0.24,0.22,0.25,0.24,0.21,0.22,0.19,0.19,0.23,0.21,0.21,0.19,0.19,0.19,0.22,0.17,0.19,0.17,0.19,0.19,0.19,0.17,0.18,0.17,0.17,0.14,0.13,0.16,0.15,0.13,0.13,0.14,0.15,0.15,0.12,0.14,0.17,0.13,0.13,0.0,0.1,0.11,0.13,0.11,0.1,0.1,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.11,0.07,0.09,0.08,0.07,0.07,0.07,0.1,0.08,0.11,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.05,0.06,0.05,0.07,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.23
