,PM,MO,ABBV,T,VZ,PFE,CSCO,KO,IBM,AVGO,MMM,C,GILD,USB,DUK,TFC,SO,DOW,KHC,BX,KMB,MET,D,GIS,EXC,AEP,LUMN,HPQ,PPL,K,FITB,PEG,PSA,CCI,FE,IP,ED,EIX,RF,ETR,DTE,AM,BEN,OMC,SJM,MTB,AGR,CAH,NTAP,IPG,EVRG,NWL,BKR,FNF,CNA,FANG,ARES,WSO,FHN,EQR,AVB,PBCT,O,WU,PNW,EXR,IRM,NRG,UGI,TFSL,NI,NYCB,ORI,OGE,OMF,GLPI,JNPR,PEAK,MDU,APAM,VICI,HRB,MCY,UNM,HBI,FLO,SNV,LEG,BXP,ESS,FAF,VLY,OLN,NAVI,CFR,UMPQ,WisdomTree US Total Dividend ETF,CC,UBSI,R,MPW,XRX,VGR,UDR,NFG,CUBE,OZK,INGR,BGS,WBS,KTB,CCOI,FHB,CPT,ISBC,POR,MC,HE,NNN,BKH,ANAT,NJR,GCMG,STOR,ALE,SR,MSM,RCII,PPBI,KIM,VIRT,CMP,ASB,SJI,BRX,COR,SWX,CATY,NWE,FHI,SLG,AVA,MDC,SRC,FFBC,RILY,BOH,CBT,LSI,NWBI,ACC,HTA,WSBC,SFNC,STAG,SBRA,CVBF,FULT,ONB,PDCO,PFS,COLB,BKE,AUB,TDS,HOPE,HR,HIW,JW.A,UVV,AROC,DLX,IBOC,KRO,WAFD,SAFT,HCSG,RGR,LXP,NSA,SASR,DEI,PRK,GEF/B,PCH,BANR,CUZ,DOC,RYN,NHI,CFFN,OTTR,FIBK,TRMK,NWN,CHCO,HNI,HPP,CWEN.A,SWM,ILPT,Greif Inc Class B,BDN,n/a,UNIT,KALU,KW,EPRT,DTD,FRG,FCF,DCOM,GEF.B,HEES,SBSI,BUSE,XOM,CVX,MRK,MS,BMY,AMGN,DVN,LMT,KMI,NEM,PRU,EOG,WBA,OKE,MPC,SRE,WEC,SPG,AFL,ALL,ES,CMS,PFG,KEY,CAG,HPE,CFG,DRI,CPB,WPC,OGN,LNT,WELL,PKG,ATO,CMA,VTR,ETRN,OHI,HFC,CHK,LAMR,REYN,DTM,CIVI,RGA,SON,REG,PB,KRC,FRT,FNB,OGS,FBP,CBRL,AIRC,BNL,NUS,SUM
07/23/2021,5.66,5.36,5.38,4.45,4.55,4.62,4.11,4.16,3.62,3.38,3.25,2.69,2.15,1.76,1.81,1.56,1.57,1.29,1.26,1.3,1.24,1.13,1.18,1.06,0.93,0.87,0.76,0.71,0.72,0.68,0.57,0.6,0.61,0.6,0.59,0.55,0.59,0.5,0.41,0.43,0.44,0.37,0.37,0.37,0.4,0.34,0.36,0.33,0.3,0.29,0.32,0.29,0.25,0.28,0.26,0.21,0.25,0.25,0.22,0.26,0.25,0.21,0.23,0.22,0.23,0.22,0.21,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.17,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.13,0.12,0.14,0.12,0.12,0.24,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.14
07/26/2021,5.53,5.36,5.36,4.38,4.51,4.7,4.13,4.17,3.68,3.46,3.27,2.73,2.14,1.76,1.78,1.59,1.57,1.28,1.26,1.34,1.21,1.15,1.14,1.04,0.92,0.84,0.77,0.73,0.71,0.67,0.58,0.59,0.6,0.6,0.58,0.54,0.57,0.48,0.41,0.42,0.43,0.39,0.37,0.36,0.39,0.33,0.35,0.34,0.3,0.32,0.31,0.29,0.25,0.27,0.26,0.21,0.25,0.25,0.23,0.26,0.25,0.21,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.2,0.18,0.18,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.13,0.13,0.15,0.12,0.13,0.24,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.09
07/27/2021,5.61,5.35,5.39,4.4,4.49,4.75,4.21,4.18,3.67,3.48,3.25,2.67,2.15,1.71,1.8,1.56,1.59,1.28,1.25,1.41,1.21,1.12,1.15,1.04,0.93,0.85,0.75,0.72,0.71,0.67,0.56,0.6,0.61,0.57,0.6,0.54,0.58,0.48,0.41,0.42,0.43,0.38,0.36,0.35,0.39,0.32,0.35,0.35,0.3,0.33,0.32,0.29,0.24,0.28,0.26,0.2,0.26,0.26,0.22,0.26,0.25,0.2,0.23,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.2,0.19,0.18,0.19,0.19,0.19,0.18,0.2,0.18,0.17,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.24,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17
07/28/2021,5.61,5.35,5.39,4.4,4.49,4.75,4.21,4.18,3.67,3.48,3.25,2.67,2.15,1.71,1.8,1.56,1.59,1.28,1.25,1.41,1.21,1.12,1.15,1.04,0.93,0.85,0.75,0.72,0.71,0.67,0.56,0.6,0.61,0.57,0.6,0.54,0.58,0.48,0.41,0.42,0.43,0.38,0.36,0.35,0.39,0.32,0.35,0.35,0.3,0.33,0.32,0.29,0.24,0.28,0.26,0.2,0.26,0.26,0.22,0.26,0.25,0.2,0.23,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.2,0.19,0.18,0.19,0.19,0.19,0.18,0.2,0.18,0.17,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.24,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17
07/29/2021,5.61,5.35,5.39,4.4,4.49,4.75,4.21,4.18,3.67,3.48,3.25,2.67,2.15,1.71,1.8,1.56,1.59,1.28,1.25,1.41,1.21,1.12,1.15,1.04,0.93,0.85,0.75,0.72,0.71,0.67,0.56,0.6,0.61,0.57,0.6,0.54,0.58,0.48,0.41,0.42,0.43,0.38,0.36,0.35,0.39,0.32,0.35,0.35,0.3,0.33,0.32,0.29,0.24,0.28,0.26,0.2,0.26,0.26,0.22,0.26,0.25,0.2,0.23,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.2,0.19,0.18,0.19,0.19,0.19,0.18,0.2,0.18,0.17,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.24,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17
07/30/2021,5.62,5.34,5.35,4.39,4.46,4.75,4.21,4.17,3.69,3.46,3.26,2.7,2.13,1.71,1.79,1.57,1.58,1.32,1.26,1.43,1.2,1.13,1.14,1.03,0.93,0.86,0.77,0.73,0.71,0.66,0.57,0.6,0.6,0.57,0.6,0.54,0.57,0.47,0.41,0.42,0.43,0.39,0.37,0.35,0.39,0.33,0.35,0.34,0.3,0.33,0.32,0.29,0.25,0.28,0.26,0.21,0.26,0.25,0.22,0.26,0.25,0.2,0.23,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.2,0.18,0.17,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.24,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.12
08/02/2021,5.62,5.34,5.38,4.36,4.46,4.94,4.16,4.14,3.66,3.42,3.2,2.71,2.17,1.71,1.81,1.57,1.58,1.32,1.24,1.44,1.2,1.12,1.15,1.02,0.94,0.87,0.75,0.73,0.72,0.66,0.57,0.6,0.6,0.57,0.59,0.54,0.58,0.48,0.41,0.43,0.43,0.37,0.36,0.35,0.39,0.33,0.35,0.35,0.3,0.32,0.32,0.28,0.25,0.28,0.26,0.21,0.27,0.24,0.22,0.26,0.25,0.21,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.19,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.2,0.18,0.16,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.24,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.0,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17000000000002
08/03/2021,5.62,5.34,5.38,4.36,4.46,4.94,4.16,4.14,3.66,3.42,3.2,2.71,2.17,1.71,1.81,1.57,1.58,1.32,1.24,1.44,1.2,1.12,1.15,1.02,0.94,0.87,0.75,0.73,0.72,0.66,0.57,0.6,0.6,0.57,0.59,0.54,0.58,0.48,0.41,0.43,0.43,0.37,0.36,0.35,0.39,0.33,0.35,0.35,0.3,0.32,0.32,0.28,0.25,0.28,0.26,0.21,0.27,0.24,0.22,0.26,0.25,0.21,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.19,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.2,0.18,0.16,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.24,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17000000000002
08/04/2021,5.62,5.34,5.38,4.36,4.46,4.94,4.16,4.14,3.66,3.42,3.2,2.71,2.17,1.71,1.81,1.57,1.58,1.32,1.24,1.44,1.2,1.12,1.15,1.02,0.94,0.87,0.75,0.73,0.72,0.66,0.57,0.6,0.6,0.57,0.59,0.54,0.58,0.48,0.41,0.43,0.43,0.37,0.36,0.35,0.39,0.33,0.35,0.35,0.3,0.32,0.32,0.28,0.25,0.28,0.26,0.21,0.27,0.24,0.22,0.26,0.25,0.21,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.19,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.2,0.18,0.16,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.24,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17000000000002
08/05/2021,5.62,5.34,5.38,4.36,4.46,4.94,4.16,4.14,3.66,3.42,3.2,2.71,2.17,1.71,1.81,1.57,1.58,1.32,1.24,1.44,1.2,1.12,1.15,1.02,0.94,0.87,0.75,0.73,0.72,0.66,0.57,0.6,0.6,0.57,0.59,0.54,0.58,0.48,0.41,0.43,0.43,0.37,0.36,0.35,0.39,0.33,0.35,0.35,0.3,0.32,0.32,0.28,0.25,0.28,0.26,0.21,0.27,0.24,0.22,0.26,0.25,0.21,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.19,0.2,0.21,0.18,0.19,0.19,0.19,0.18,0.2,0.18,0.16,0.18,0.17,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.15,0.14,0.13,0.13,0.14,0.12,0.13,0.24,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17000000000002
08/06/2021,5.7,5.38,5.26,4.39,4.47,5.01,4.22,4.17,3.67,3.48,3.2,2.71,2.13,1.69,1.83,1.55,1.59,1.31,1.23,1.46,1.2,1.12,1.15,1.04,0.94,0.87,0.75,0.75,0.72,0.67,0.56,0.61,0.6,0.57,0.6,0.53,0.58,0.47,0.41,0.43,0.44,0.35,0.37,0.35,0.39,0.33,0.35,0.35,0.31,0.33,0.32,0.26,0.25,0.28,0.26,0.2,0.28,0.25,0.22,0.26,0.25,0.2,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.2,0.18,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.13,0.14,0.14,0.15,0.15,0.13,0.13,0.15,0.12,0.13,0.0,0.11,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.19
