,HON,UPS,UNP,BA,RTX,CAT,GE,MMM,DE,LMT,FDX,CSX,ITW,NSC,UBER,WM,NOC,ETN,EMR,JCI,ROP,GD,TT,LHX,PH,INFO,CMI,CARR,LUV,SWK,TDG,CSGP,CTAS,OTIS,WCN.TO,PCAR,AME,ROK,FAST,DAL,EFX,CPRT,KSU,VRSK,ODFL,RSG,URI,FTV,DOV,XYL,EXPD,GNRC,GWW,TRU,TDY,IR,J,UAL,IEX,MAS,AAL,TXT,PLUG,WAB,LYFT,JBHT,FBHS,LDOS,HWM,SNA,PWR,CHRW,GGG,XPO,ALLE,TTC,LII,BAH,NDSN,PNR,TREX,OC,HUBB,CSL,RHI,CLVT,HEI.A,AOS,WSO,ST,NLSN,MIDD,ACM,OSK,AXON,AGCO,HII,BLDR,ALK,ITT,DCI,RUN,IAA,SITE,WWD,ROL,KNX,LECO,SRCL,EME,MTZ,AYI,MAN,LSTR,TTEK,CACI,VRT,JBLU,MSA,HEI,SAIA,WMS,TKR,RXN,BWXT,RBC,KBR,UHAL,CLGX,FLS,NVT,ASGN,UPWK,CFX,GTLS,VMI,SAIC,SPR,CW,AL,AWI,HXL,WSC,ROLL,SSD,UFPI,CLH,WCC,FCN,EXPO,ALSN,CAR,UNVR,JBT,CR,MSM,R,AIMC,REZI,AZEK,SPCE,ENS,KEX,SAVE,AIT,WTS,BCO,AQUA,MRCY,TRTN,TEX,ATKR,KFY,BE,HI,CWST,UNF,ABM,NSP,WBT,FELE,GATX,AJRD,FCEL,BECN,KTOS,ALGT,ACA,FIX,TNET,KMT,APG,WERN,FLOW,MLHR,SPXC,MATX,BRC,DOOR,AAON,MIC,MAXR,NKLA,AIN,DNB,GXO,VICR,HRI,RXNEUR,RRX,ZWS,HLIO,SKYW,MLKN,SUM
10/18/2021,3.81,3.35,3.41,2.89,3.04,2.73,2.74,2.67,2.66,2.13,1.59,1.75,1.74,1.5,1.13,1.55,1.33,1.59,1.5,1.27,1.2,1.14,1.12,1.03,0.91,1.08,0.82,1.13,0.7,0.74,0.75,0.79,0.89,0.89,0.8,0.67,0.74,0.89,0.76,0.61,0.78,0.73,0.6,0.74,0.67,0.66,0.6,0.56,0.59,0.58,0.5,0.65,0.45,0.55,0.51,0.51,0.42,0.36,0.4,0.36,0.3,0.39,0.32,0.38,0.29,0.35,0.32,0.31,0.29,0.29,0.34,0.28,0.31,0.2,0.31,0.28,0.27,0.26,0.3,0.3,0.3,0.24,0.26,0.26,0.28,0.21,0.2,0.23,0.22,0.22,0.17,0.24,0.22,0.19,0.28,0.21,0.19,0.25,0.17,0.19,0.2,0.18,0.17,0.21,0.17,0.2,0.19,0.19,0.15,0.16,0.13,0.16,0.16,0.15,0.18,0.14,0.18,0.11,0.14,0.13,0.15,0.15,0.12,0.0,0.13,0.0,0.13,0.15,0.0,0.12,0.14,0.14,0.12,0.14,0.16,0.13,0.12,0.1,0.12,0.1,0.12,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.1,0.11,0.09,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.06,0.08,0.11,0.09,0.11,0.07,0.09,0.08,0.1,0.09,0.07,0.08,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.0,0.07,0.09,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.17,0.06,0.06,0.17,0.14,0.0,0.0,0.0,0.0,95.24
10/19/2021,3.81,3.35,3.41,2.89,3.04,2.73,2.74,2.67,2.66,2.13,1.59,1.75,1.74,1.5,1.13,1.55,1.33,1.59,1.5,1.27,1.2,1.14,1.12,1.03,0.91,1.08,0.82,1.13,0.7,0.74,0.75,0.79,0.89,0.89,0.8,0.67,0.74,0.89,0.76,0.61,0.78,0.73,0.6,0.74,0.67,0.66,0.6,0.56,0.59,0.58,0.5,0.65,0.45,0.55,0.51,0.51,0.42,0.36,0.4,0.36,0.3,0.39,0.32,0.38,0.29,0.35,0.32,0.31,0.29,0.29,0.34,0.28,0.31,0.2,0.31,0.28,0.27,0.26,0.3,0.3,0.3,0.24,0.26,0.26,0.28,0.21,0.2,0.23,0.22,0.22,0.17,0.24,0.22,0.19,0.28,0.21,0.19,0.25,0.17,0.19,0.2,0.18,0.17,0.21,0.17,0.2,0.19,0.19,0.15,0.16,0.13,0.16,0.16,0.15,0.18,0.14,0.18,0.11,0.14,0.13,0.15,0.15,0.12,0.0,0.13,0.0,0.13,0.15,0.0,0.12,0.14,0.14,0.12,0.14,0.16,0.13,0.12,0.1,0.12,0.1,0.12,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.1,0.11,0.09,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.06,0.08,0.11,0.09,0.11,0.07,0.09,0.08,0.1,0.09,0.07,0.08,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.0,0.07,0.09,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.17,0.06,0.06,0.17,0.14,0.0,0.0,0.0,0.0,95.24
10/20/2021,3.81,3.35,3.41,2.89,3.04,2.73,2.74,2.67,2.66,2.13,1.59,1.75,1.74,1.5,1.13,1.55,1.33,1.59,1.5,1.27,1.2,1.14,1.12,1.03,0.91,1.08,0.82,1.13,0.7,0.74,0.75,0.79,0.89,0.89,0.8,0.67,0.74,0.89,0.76,0.61,0.78,0.73,0.6,0.74,0.67,0.66,0.6,0.56,0.59,0.58,0.5,0.65,0.45,0.55,0.51,0.51,0.42,0.36,0.4,0.36,0.3,0.39,0.32,0.38,0.29,0.35,0.32,0.31,0.29,0.29,0.34,0.28,0.31,0.2,0.31,0.28,0.27,0.26,0.3,0.3,0.3,0.24,0.26,0.26,0.28,0.21,0.2,0.23,0.22,0.22,0.17,0.24,0.22,0.19,0.28,0.21,0.19,0.25,0.17,0.19,0.2,0.18,0.17,0.21,0.17,0.2,0.19,0.19,0.15,0.16,0.13,0.16,0.16,0.15,0.18,0.14,0.18,0.11,0.14,0.13,0.15,0.15,0.12,0.0,0.13,0.0,0.13,0.15,0.0,0.12,0.14,0.14,0.12,0.14,0.16,0.13,0.12,0.1,0.12,0.1,0.12,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.1,0.11,0.09,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.06,0.08,0.11,0.09,0.11,0.07,0.09,0.08,0.1,0.09,0.07,0.08,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.0,0.07,0.09,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.17,0.06,0.06,0.17,0.14,0.0,0.0,0.0,0.0,95.24
10/21/2021,3.81,3.35,3.41,2.89,3.04,2.73,2.74,2.67,2.66,2.13,1.59,1.75,1.74,1.5,1.13,1.55,1.33,1.59,1.5,1.27,1.2,1.14,1.12,1.03,0.91,1.08,0.82,1.13,0.7,0.74,0.75,0.79,0.89,0.89,0.8,0.67,0.74,0.89,0.76,0.61,0.78,0.73,0.6,0.74,0.67,0.66,0.6,0.56,0.59,0.58,0.5,0.65,0.45,0.55,0.51,0.51,0.42,0.36,0.4,0.36,0.3,0.39,0.32,0.38,0.29,0.35,0.32,0.31,0.29,0.29,0.34,0.28,0.31,0.2,0.31,0.28,0.27,0.26,0.3,0.3,0.3,0.24,0.26,0.26,0.28,0.21,0.2,0.23,0.22,0.22,0.17,0.24,0.22,0.19,0.28,0.21,0.19,0.25,0.17,0.19,0.2,0.18,0.17,0.21,0.17,0.2,0.19,0.19,0.15,0.16,0.13,0.16,0.16,0.15,0.18,0.14,0.18,0.11,0.14,0.13,0.15,0.15,0.12,0.0,0.13,0.0,0.13,0.15,0.0,0.12,0.14,0.14,0.12,0.14,0.16,0.13,0.12,0.1,0.12,0.1,0.12,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.1,0.11,0.09,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.06,0.08,0.11,0.09,0.11,0.07,0.09,0.08,0.1,0.09,0.07,0.08,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.0,0.07,0.09,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.17,0.06,0.06,0.17,0.14,0.0,0.0,0.0,0.0,95.24
10/22/2021,3.81,3.35,3.41,2.89,3.04,2.73,2.74,2.67,2.66,2.13,1.59,1.75,1.74,1.5,1.13,1.55,1.33,1.59,1.5,1.27,1.2,1.14,1.12,1.03,0.91,1.08,0.82,1.13,0.7,0.74,0.75,0.79,0.89,0.89,0.8,0.67,0.74,0.89,0.76,0.61,0.78,0.73,0.6,0.74,0.67,0.66,0.6,0.56,0.59,0.58,0.5,0.65,0.45,0.55,0.51,0.51,0.42,0.36,0.4,0.36,0.3,0.39,0.32,0.38,0.29,0.35,0.32,0.31,0.29,0.29,0.34,0.28,0.31,0.2,0.31,0.28,0.27,0.26,0.3,0.3,0.3,0.24,0.26,0.26,0.28,0.21,0.2,0.23,0.22,0.22,0.17,0.24,0.22,0.19,0.28,0.21,0.19,0.25,0.17,0.19,0.2,0.18,0.17,0.21,0.17,0.2,0.19,0.19,0.15,0.16,0.13,0.16,0.16,0.15,0.18,0.14,0.18,0.11,0.14,0.13,0.15,0.15,0.12,0.0,0.13,0.0,0.13,0.15,0.0,0.12,0.14,0.14,0.12,0.14,0.16,0.13,0.12,0.1,0.12,0.1,0.12,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.1,0.11,0.09,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.06,0.08,0.11,0.09,0.11,0.07,0.09,0.08,0.1,0.09,0.07,0.08,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.0,0.07,0.09,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.17,0.06,0.06,0.17,0.14,0.0,0.0,0.0,0.0,95.24
10/25/2021,3.81,3.35,3.41,2.89,3.04,2.73,2.74,2.67,2.66,2.13,1.59,1.75,1.74,1.5,1.13,1.55,1.33,1.59,1.5,1.27,1.2,1.14,1.12,1.03,0.91,1.08,0.82,1.13,0.7,0.74,0.75,0.79,0.89,0.89,0.8,0.67,0.74,0.89,0.76,0.61,0.78,0.73,0.6,0.74,0.67,0.66,0.6,0.56,0.59,0.58,0.5,0.65,0.45,0.55,0.51,0.51,0.42,0.36,0.4,0.36,0.3,0.39,0.32,0.38,0.29,0.35,0.32,0.31,0.29,0.29,0.34,0.28,0.31,0.2,0.31,0.28,0.27,0.26,0.3,0.3,0.3,0.24,0.26,0.26,0.28,0.21,0.2,0.23,0.22,0.22,0.17,0.24,0.22,0.19,0.28,0.21,0.19,0.25,0.17,0.19,0.2,0.18,0.17,0.21,0.17,0.2,0.19,0.19,0.15,0.16,0.13,0.16,0.16,0.15,0.18,0.14,0.18,0.11,0.14,0.13,0.15,0.15,0.12,0.0,0.13,0.0,0.13,0.15,0.0,0.12,0.14,0.14,0.12,0.14,0.16,0.13,0.12,0.1,0.12,0.1,0.12,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.1,0.11,0.09,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.06,0.08,0.11,0.09,0.11,0.07,0.09,0.08,0.1,0.09,0.07,0.08,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.0,0.07,0.09,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.17,0.06,0.06,0.17,0.14,0.0,0.0,0.0,0.0,95.24
10/26/2021,3.81,3.35,3.41,2.89,3.04,2.73,2.74,2.67,2.66,2.13,1.59,1.75,1.74,1.5,1.13,1.55,1.33,1.59,1.5,1.27,1.2,1.14,1.12,1.03,0.91,1.08,0.82,1.13,0.7,0.74,0.75,0.79,0.89,0.89,0.8,0.67,0.74,0.89,0.76,0.61,0.78,0.73,0.6,0.74,0.67,0.66,0.6,0.56,0.59,0.58,0.5,0.65,0.45,0.55,0.51,0.51,0.42,0.36,0.4,0.36,0.3,0.39,0.32,0.38,0.29,0.35,0.32,0.31,0.29,0.29,0.34,0.28,0.31,0.2,0.31,0.28,0.27,0.26,0.3,0.3,0.3,0.24,0.26,0.26,0.28,0.21,0.2,0.23,0.22,0.22,0.17,0.24,0.22,0.19,0.28,0.21,0.19,0.25,0.17,0.19,0.2,0.18,0.17,0.21,0.17,0.2,0.19,0.19,0.15,0.16,0.13,0.16,0.16,0.15,0.18,0.14,0.18,0.11,0.14,0.13,0.15,0.15,0.12,0.0,0.13,0.0,0.13,0.15,0.0,0.12,0.14,0.14,0.12,0.14,0.16,0.13,0.12,0.1,0.12,0.1,0.12,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.1,0.11,0.09,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.06,0.08,0.11,0.09,0.11,0.07,0.09,0.08,0.1,0.09,0.07,0.08,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.0,0.07,0.09,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.17,0.06,0.06,0.17,0.14,0.0,0.0,0.0,0.0,95.24
10/27/2021,3.81,3.35,3.41,2.89,3.04,2.73,2.74,2.67,2.66,2.13,1.59,1.75,1.74,1.5,1.13,1.55,1.33,1.59,1.5,1.27,1.2,1.14,1.12,1.03,0.91,1.08,0.82,1.13,0.7,0.74,0.75,0.79,0.89,0.89,0.8,0.67,0.74,0.89,0.76,0.61,0.78,0.73,0.6,0.74,0.67,0.66,0.6,0.56,0.59,0.58,0.5,0.65,0.45,0.55,0.51,0.51,0.42,0.36,0.4,0.36,0.3,0.39,0.32,0.38,0.29,0.35,0.32,0.31,0.29,0.29,0.34,0.28,0.31,0.2,0.31,0.28,0.27,0.26,0.3,0.3,0.3,0.24,0.26,0.26,0.28,0.21,0.2,0.23,0.22,0.22,0.17,0.24,0.22,0.19,0.28,0.21,0.19,0.25,0.17,0.19,0.2,0.18,0.17,0.21,0.17,0.2,0.19,0.19,0.15,0.16,0.13,0.16,0.16,0.15,0.18,0.14,0.18,0.11,0.14,0.13,0.15,0.15,0.12,0.0,0.13,0.0,0.13,0.15,0.0,0.12,0.14,0.14,0.12,0.14,0.16,0.13,0.12,0.1,0.12,0.1,0.12,0.11,0.12,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.1,0.11,0.09,0.11,0.11,0.09,0.1,0.09,0.1,0.09,0.08,0.09,0.08,0.06,0.08,0.11,0.09,0.11,0.07,0.09,0.08,0.1,0.09,0.07,0.08,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.07,0.0,0.07,0.09,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.17,0.06,0.06,0.17,0.14,0.0,0.0,0.0,0.0,95.24
10/28/2021,3.71,3.32,3.28,3.08,3.28,2.65,2.85,2.56,2.51,2.17,1.39,1.7,1.64,1.51,1.37,1.59,1.39,1.5,1.42,1.23,1.18,1.19,1.04,1.04,0.91,1.11,0.83,1.08,0.77,0.71,0.82,0.86,0.91,0.84,0.83,0.69,0.72,0.86,0.75,0.69,0.78,0.74,0.62,0.78,0.71,0.67,0.64,0.57,0.56,0.56,0.51,0.65,0.44,0.54,0.0,0.51,0.43,0.39,0.4,0.35,0.33,0.4,0.33,0.39,0.35,0.36,0.31,0.33,0.31,0.28,0.4,0.29,0.3,0.19,0.3,0.26,0.25,0.27,0.31,0.3,0.3,0.23,0.25,0.26,0.28,0.19,0.22,0.21,0.22,0.22,0.16,0.24,0.22,0.18,0.29,0.2,0.2,0.26,0.18,0.19,0.18,0.19,0.19,0.22,0.17,0.2,0.2,0.18,0.16,0.16,0.13,0.16,0.15,0.15,0.2,0.16,0.16,0.12,0.14,0.14,0.16,0.15,0.11,0.0,0.13,0.0,0.14,0.16,0.0,0.11,0.14,0.15,0.13,0.14,0.17,0.13,0.12,0.12,0.13,0.11,0.11,0.13,0.14,0.15,0.12,0.11,0.14,0.13,0.12,0.15,0.1,0.15,0.1,0.11,0.11,0.09,0.11,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.09,0.12,0.08,0.11,0.07,0.09,0.07,0.1,0.1,0.07,0.08,0.1,0.08,0.08,0.1,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.06,0.09,0.07,0.07,0.07,0.08,0.07,0.0,0.09,0.06,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.09,0.0,0.15,0.19,0.06,0.06,0.0,95.34
10/29/2021,3.71,3.32,3.28,3.08,3.28,2.65,2.85,2.56,2.51,2.17,1.39,1.7,1.64,1.51,1.37,1.59,1.39,1.5,1.42,1.23,1.18,1.19,1.04,1.04,0.91,1.11,0.83,1.08,0.77,0.71,0.82,0.86,0.91,0.84,0.83,0.69,0.72,0.86,0.75,0.69,0.78,0.74,0.62,0.78,0.71,0.67,0.64,0.57,0.56,0.56,0.51,0.65,0.44,0.54,0.0,0.51,0.43,0.39,0.4,0.35,0.33,0.4,0.33,0.39,0.35,0.36,0.31,0.33,0.31,0.28,0.4,0.29,0.3,0.19,0.3,0.26,0.25,0.27,0.31,0.3,0.3,0.23,0.25,0.26,0.28,0.19,0.22,0.21,0.22,0.22,0.16,0.24,0.22,0.18,0.29,0.2,0.2,0.26,0.18,0.19,0.18,0.19,0.19,0.22,0.17,0.2,0.2,0.18,0.16,0.16,0.13,0.16,0.15,0.15,0.2,0.16,0.16,0.12,0.14,0.14,0.16,0.15,0.11,0.0,0.13,0.0,0.14,0.16,0.0,0.11,0.14,0.15,0.13,0.14,0.17,0.13,0.12,0.12,0.13,0.11,0.11,0.13,0.14,0.15,0.12,0.11,0.14,0.13,0.12,0.15,0.1,0.15,0.1,0.11,0.11,0.09,0.11,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.09,0.12,0.08,0.11,0.07,0.09,0.07,0.1,0.1,0.07,0.08,0.1,0.08,0.08,0.1,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.06,0.09,0.07,0.07,0.07,0.08,0.07,0.0,0.09,0.06,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.09,0.0,0.15,0.19,0.06,0.06,0.0,95.34
11/01/2021,3.71,3.32,3.28,3.08,3.28,2.65,2.85,2.56,2.51,2.17,1.39,1.7,1.64,1.51,1.37,1.59,1.39,1.5,1.42,1.23,1.18,1.19,1.04,1.04,0.91,1.11,0.83,1.08,0.77,0.71,0.82,0.86,0.91,0.84,0.83,0.69,0.72,0.86,0.75,0.69,0.78,0.74,0.62,0.78,0.71,0.67,0.64,0.57,0.56,0.56,0.51,0.65,0.44,0.54,0.0,0.51,0.43,0.39,0.4,0.35,0.33,0.4,0.33,0.39,0.35,0.36,0.31,0.33,0.31,0.28,0.4,0.29,0.3,0.19,0.3,0.26,0.25,0.27,0.31,0.3,0.3,0.23,0.25,0.26,0.28,0.19,0.22,0.21,0.22,0.22,0.16,0.24,0.22,0.18,0.29,0.2,0.2,0.26,0.18,0.19,0.18,0.19,0.19,0.22,0.17,0.2,0.2,0.18,0.16,0.16,0.13,0.16,0.15,0.15,0.2,0.16,0.16,0.12,0.14,0.14,0.16,0.15,0.11,0.0,0.13,0.0,0.14,0.16,0.0,0.11,0.14,0.15,0.13,0.14,0.17,0.13,0.12,0.12,0.13,0.11,0.11,0.13,0.14,0.15,0.12,0.11,0.14,0.13,0.12,0.15,0.1,0.15,0.1,0.11,0.11,0.09,0.11,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.09,0.12,0.08,0.11,0.07,0.09,0.07,0.1,0.1,0.07,0.08,0.1,0.08,0.08,0.1,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.06,0.09,0.07,0.07,0.07,0.08,0.07,0.0,0.09,0.06,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.09,0.0,0.15,0.19,0.06,0.06,0.0,95.34
11/02/2021,3.71,3.32,3.28,3.08,3.28,2.65,2.85,2.56,2.51,2.17,1.39,1.7,1.64,1.51,1.37,1.59,1.39,1.5,1.42,1.23,1.18,1.19,1.04,1.04,0.91,1.11,0.83,1.08,0.77,0.71,0.82,0.86,0.91,0.84,0.83,0.69,0.72,0.86,0.75,0.69,0.78,0.74,0.62,0.78,0.71,0.67,0.64,0.57,0.56,0.56,0.51,0.65,0.44,0.54,0.0,0.51,0.43,0.39,0.4,0.35,0.33,0.4,0.33,0.39,0.35,0.36,0.31,0.33,0.31,0.28,0.4,0.29,0.3,0.19,0.3,0.26,0.25,0.27,0.31,0.3,0.3,0.23,0.25,0.26,0.28,0.19,0.22,0.21,0.22,0.22,0.16,0.24,0.22,0.18,0.29,0.2,0.2,0.26,0.18,0.19,0.18,0.19,0.19,0.22,0.17,0.2,0.2,0.18,0.16,0.16,0.13,0.16,0.15,0.15,0.2,0.16,0.16,0.12,0.14,0.14,0.16,0.15,0.11,0.0,0.13,0.0,0.14,0.16,0.0,0.11,0.14,0.15,0.13,0.14,0.17,0.13,0.12,0.12,0.13,0.11,0.11,0.13,0.14,0.15,0.12,0.11,0.14,0.13,0.12,0.15,0.1,0.15,0.1,0.11,0.11,0.09,0.11,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.09,0.12,0.08,0.11,0.07,0.09,0.07,0.1,0.1,0.07,0.08,0.1,0.08,0.08,0.1,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.06,0.09,0.07,0.07,0.07,0.08,0.0,0.0,0.09,0.06,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.09,0.0,0.15,0.19,0.06,0.06,0.07,95.34
11/03/2021,3.71,3.32,3.28,3.08,3.28,2.65,2.85,2.56,2.51,2.17,1.39,1.7,1.64,1.51,1.37,1.59,1.39,1.5,1.42,1.23,1.18,1.19,1.04,1.04,0.91,1.11,0.83,1.08,0.77,0.71,0.82,0.86,0.91,0.84,0.83,0.69,0.72,0.86,0.75,0.69,0.78,0.74,0.62,0.78,0.71,0.67,0.64,0.57,0.56,0.56,0.51,0.65,0.44,0.54,0.0,0.51,0.43,0.39,0.4,0.35,0.33,0.4,0.33,0.39,0.35,0.36,0.31,0.33,0.31,0.28,0.4,0.29,0.3,0.19,0.3,0.26,0.25,0.27,0.31,0.3,0.3,0.23,0.25,0.26,0.28,0.19,0.22,0.21,0.22,0.22,0.16,0.24,0.22,0.18,0.29,0.2,0.2,0.26,0.18,0.19,0.18,0.19,0.19,0.22,0.17,0.2,0.2,0.18,0.16,0.16,0.13,0.16,0.15,0.15,0.2,0.16,0.16,0.12,0.14,0.14,0.16,0.15,0.11,0.0,0.13,0.0,0.14,0.16,0.0,0.11,0.14,0.15,0.13,0.14,0.17,0.13,0.12,0.12,0.13,0.11,0.11,0.13,0.14,0.15,0.12,0.11,0.14,0.13,0.12,0.15,0.1,0.15,0.1,0.11,0.11,0.09,0.11,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.09,0.12,0.08,0.11,0.07,0.09,0.07,0.1,0.1,0.07,0.08,0.1,0.08,0.08,0.1,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.06,0.09,0.07,0.07,0.07,0.08,0.0,0.0,0.09,0.06,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.09,0.0,0.15,0.19,0.06,0.06,0.07,95.34
11/04/2021,3.71,3.32,3.28,3.08,3.28,2.65,2.85,2.56,2.51,2.17,1.39,1.7,1.64,1.51,1.37,1.59,1.39,1.5,1.42,1.23,1.18,1.19,1.04,1.04,0.91,1.11,0.83,1.08,0.77,0.71,0.82,0.86,0.91,0.84,0.83,0.69,0.72,0.86,0.75,0.69,0.78,0.74,0.62,0.78,0.71,0.67,0.64,0.57,0.56,0.56,0.51,0.65,0.44,0.54,0.0,0.51,0.43,0.39,0.4,0.35,0.33,0.4,0.33,0.39,0.35,0.36,0.31,0.33,0.31,0.28,0.4,0.29,0.3,0.19,0.3,0.26,0.25,0.27,0.31,0.3,0.3,0.23,0.25,0.26,0.28,0.19,0.22,0.21,0.22,0.22,0.16,0.24,0.22,0.18,0.29,0.2,0.2,0.26,0.18,0.19,0.18,0.19,0.19,0.22,0.17,0.2,0.2,0.18,0.16,0.16,0.13,0.16,0.15,0.15,0.2,0.16,0.16,0.12,0.14,0.14,0.16,0.15,0.11,0.0,0.13,0.0,0.14,0.16,0.0,0.11,0.14,0.15,0.13,0.14,0.17,0.13,0.12,0.12,0.13,0.11,0.11,0.13,0.14,0.15,0.12,0.11,0.14,0.13,0.12,0.15,0.1,0.15,0.1,0.11,0.11,0.09,0.11,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.09,0.12,0.08,0.11,0.07,0.09,0.07,0.1,0.1,0.07,0.08,0.1,0.08,0.08,0.1,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.06,0.09,0.07,0.07,0.07,0.08,0.0,0.0,0.09,0.06,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.09,0.0,0.15,0.19,0.06,0.06,0.07,95.34
11/05/2021,3.71,3.32,3.28,3.08,3.28,2.65,2.85,2.56,2.51,2.17,1.39,1.7,1.64,1.51,1.37,1.59,1.39,1.5,1.42,1.23,1.18,1.19,1.04,1.04,0.91,1.11,0.83,1.08,0.77,0.71,0.82,0.86,0.91,0.84,0.83,0.69,0.72,0.86,0.75,0.69,0.78,0.74,0.62,0.78,0.71,0.67,0.64,0.57,0.56,0.56,0.51,0.65,0.44,0.54,0.0,0.51,0.43,0.39,0.4,0.35,0.33,0.4,0.33,0.39,0.35,0.36,0.31,0.33,0.31,0.28,0.4,0.29,0.3,0.19,0.3,0.26,0.25,0.27,0.31,0.3,0.3,0.23,0.25,0.26,0.28,0.19,0.22,0.21,0.22,0.22,0.16,0.24,0.22,0.18,0.29,0.2,0.2,0.26,0.18,0.19,0.18,0.19,0.19,0.22,0.17,0.2,0.2,0.18,0.16,0.16,0.13,0.16,0.15,0.15,0.2,0.16,0.16,0.12,0.14,0.14,0.16,0.15,0.11,0.0,0.13,0.0,0.14,0.16,0.0,0.11,0.14,0.15,0.13,0.14,0.17,0.13,0.12,0.12,0.13,0.11,0.11,0.13,0.14,0.15,0.12,0.11,0.14,0.13,0.12,0.15,0.1,0.15,0.1,0.11,0.11,0.09,0.11,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.09,0.12,0.08,0.11,0.07,0.09,0.07,0.1,0.1,0.07,0.08,0.1,0.08,0.08,0.1,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.0,0.06,0.09,0.07,0.07,0.07,0.08,0.0,0.0,0.09,0.06,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.09,0.0,0.15,0.19,0.06,0.06,0.07,95.34
