,HON,UPS,UNP,BA,RTX,CAT,GE,MMM,DE,LMT,FDX,CSX,ITW,NSC,UBER,WM,NOC,ETN,EMR,JCI,ROP,GD,TT,LHX,PH,INFO,CMI,CARR,LUV,SWK,TDG,CSGP,CTAS,OTIS,WCN.TO,PCAR,AME,ROK,FAST,DAL,EFX,CPRT,KSU,VRSK,ODFL,RSG,URI,FTV,DOV,XYL,EXPD,GNRC,GWW,TRU,TDY,IR,J,UAL,IEX,MAS,AAL,TXT,PLUG,WAB,LYFT,JBHT,FBHS,LDOS,HWM,SNA,PWR,CHRW,GGG,XPO,ALLE,TTC,LII,BAH,NDSN,PNR,TREX,OC,HUBB,CSL,RHI,CLVT,HEI.A,AOS,WSO,ST,NLSN,MIDD,ACM,OSK,AXON,AGCO,HII,BLDR,ALK,ITT,DCI,RUN,IAA,SITE,WWD,ROL,KNX,LECO,SRCL,EME,MTZ,AYI,MAN,LSTR,TTEK,CACI,VRT,JBLU,MSA,HEI,SAIA,WMS,TKR,RXN,BWXT,RBC,KBR,UHAL,CLGX,FLS,NVT,ASGN,UPWK,CFX,GTLS,VMI,SAIC,SPR,CW,AL,AWI,HXL,WSC,ROLL,SSD,UFPI,CLH,WCC,FCN,EXPO,ALSN,CAR,UNVR,JBT,CR,MSM,R,AIMC,REZI,AZEK,SPCE,ENS,KEX,SAVE,AIT,WTS,BCO,AQUA,MRCY,TRTN,TEX,ATKR,KFY,BE,HI,CWST,UNF,ABM,NSP,WBT,FELE,GATX,AJRD,FCEL,BECN,KTOS,ALGT,ACA,FIX,TNET,KMT,APG,WERN,FLOW,MLHR,SPXC,MATX,BRC,DOOR,AAON,MIC,MAXR,NKLA,AIN,DNB,GXO,VICR,HRI,RXNEUR,RRX,ZWS,HLIO,SKYW,MLKN,SUM
07/23/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
07/26/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
07/27/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
07/28/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
07/29/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
07/30/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/02/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/03/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/04/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/05/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/06/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/09/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/10/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/11/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
08/13/2021,3.65,3.58,3.53,3.18,3.1,2.84,2.83,2.75,2.51,2.28,1.8,1.76,1.69,1.6,1.44,1.42,1.38,1.41,1.38,1.18,1.18,1.1,1.05,1.0,0.95,1.02,0.86,0.96,0.75,0.79,0.81,0.78,0.86,0.81,0.75,0.74,0.74,0.8,0.72,0.66,0.7,0.67,0.62,0.65,0.6,0.59,0.55,0.54,0.52,0.52,0.51,0.62,0.47,0.5,0.46,0.44,0.42,0.39,0.4,0.36,0.32,0.37,0.41,0.35,0.37,0.33,0.33,0.33,0.32,0.29,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.27,0.27,0.28,0.25,0.24,0.24,0.24,0.22,0.22,0.23,0.23,0.22,0.2,0.23,0.21,0.2,0.27,0.2,0.2,0.2,0.18,0.19,0.19,0.23,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.13,0.15,0.14,0.13,0.15,0.13,0.14,0.13,0.13,0.13,0.14,0.0,0.13,0.13,0.12,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.14,0.1,0.09,0.08,0.08,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15
