,United States Treasury Bills 0.01%,CMBR 0 08/19/21,USFR,S+p 500 Index Jul21 4175 Put,CMBR 0 08/26/21,B 0 08/26/21,Option on S&P 500 Index Aug21,B 0 11/18/21,B 0 11/26/21,n/a,B 0 11.18.21,B 0 11.26.21,CMBR 0 11.26.21,B 0 02.17.22,XIB 0 02.24.22,B 0 02.24.22,B 0 05.19.22,WIB 0 05.19.22,SUM
10/04/2021,0.0,0.0,4.81,0.0,0.0,0.0,0.0,72.05,25.8,-2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/05/2021,0.0,0.0,4.81,0.0,0.0,0.0,0.0,71.98,25.78,-2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/06/2021,0.0,0.0,4.81,0.0,0.0,0.0,0.0,71.98,25.78,-2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/07/2021,0.0,0.0,4.81,0.0,0.0,0.0,0.0,71.98,25.78,-2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/08/2021,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,-3.72,72.79,26.07,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/11/2021,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,-2.26,71.76,25.7,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/12/2021,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,71.21,25.5,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,71.21,25.5,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/14/2021,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,71.21,25.5,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/15/2021,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,67.24,24.08,0.0,0.0,0.0,0.0,0.0,0.0,95.4
10/18/2021,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,70.34,0.0,25.19,0.0,0.0,0.0,0.0,0.0,100.0
10/19/2021,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18,0.0,25.13,0.0,0.0,0.0,0.0,0.0,100.0
10/20/2021,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18,25.13,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/25/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-1.04,70.65,25.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/26/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/27/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/28/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/29/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/01/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/02/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/03/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/04/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/05/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/08/2021,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,70.56,25.27,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/09/2021,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,70.03,25.08,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/10/2021,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,70.03,25.08,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/11/2021,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,70.03,25.08,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/12/2021,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,70.01,25.07,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/15/2021,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,70.03,25.08,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/16/2021,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,70.03,25.08,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/17/2021,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,70.03,25.08,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/18/2021,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,70.03,25.08,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/19/2021,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,69.93,25.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/22/2021,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,69.93,25.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/23/2021,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,69.93,25.04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/24/2021,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,69.92,25.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/29/2021,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.57,0.0,25.44,0.0,46.24,24.77,0.0,0.0,0.0,100.0
11/30/2021,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.57,0.0,25.44,0.0,46.24,0.0,24.77,0.0,0.0,100.0
12/01/2021,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.57,0.0,25.44,0.0,46.24,0.0,24.77,0.0,0.0,100.0
12/02/2021,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-2.18,0.0,0.0,0.0,72.4,0.0,24.68,0.0,0.0,100.0
12/06/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/07/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/08/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/09/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/10/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/13/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/14/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/15/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/16/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/17/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/20/2021,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-3.64,0.0,0.0,0.0,73.44,0.0,25.04,0.0,0.0,100.01
12/21/2021,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,-1.65,0.0,0.0,0.0,72.03,0.0,24.55,0.0,0.0,100.0
12/22/2021,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,-1.65,0.0,0.0,0.0,72.03,0.0,24.55,0.0,0.0,100.0
12/24/2021,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,72.66,0.0,24.77,0.0,0.0,100.0
12/27/2021,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0,-1.61,0.0,0.0,0.0,73.85,0.0,22.61,0.0,0.0,100.0
12/28/2021,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,0.0,0.0,0.0,73.6,0.0,22.53,0.0,0.0,100.01
12/29/2021,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,0.0,0.0,0.0,73.6,0.0,22.53,0.0,0.0,100.01
12/30/2021,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,73.19,0.0,22.41,0.0,0.0,100.0
12/31/2021,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,73.18,0.0,22.4,0.0,0.0,100.0
01/03/2022,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,73.13,0.0,22.39,0.0,0.0,100.0
01/03/2022,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,73.13,0.0,22.39,0.0,0.0,100.0
01/03/2022,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,73.13,0.0,22.39,0.0,0.0,100.0
01/04/2022,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,73.13,0.0,22.39,0.0,0.0,100.0
01/05/2022,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,73.13,0.0,22.39,0.0,0.0,100.0
01/06/2022,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,73.13,0.0,22.39,0.0,0.0,100.0
01/07/2022,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,0.0,72.98,0.0,22.34,0.0,0.0,100.0
01/10/2022,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,73.45,0.0,22.49,0.0,0.0,100.0
01/11/2022,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.07,0.0,0.0,0.0,73.46,0.0,22.49,0.0,0.0,100.0
01/12/2022,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.07,0.0,0.0,0.0,73.46,0.0,22.49,0.0,0.0,100.0
01/13/2022,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.07,0.0,0.0,0.0,73.46,0.0,22.49,0.0,0.0,100.0
01/14/2022,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,73.14,0.0,22.39,0.0,0.0,100.0
01/17/2022,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,-1.03,0.0,0.0,0.0,73.43,0.0,22.48,0.0,0.0,100.0
01/18/2022,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,73.26,0.0,22.43,0.0,0.0,100.01
01/19/2022,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,73.26,0.0,22.43,0.0,0.0,100.01
01/20/2022,0.0,0.0,5.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,73.26,0.0,22.43,0.0,0.0,100.01
01/24/2022,0.0,0.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,-3.06,0.0,0.0,0.0,74.9,0.0,22.93,0.0,0.0,100.0
01/25/2022,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,-4.87,0.0,0.0,0.0,76.22,0.0,23.33,0.0,0.0,100.0
01/26/2022,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,-4.87,0.0,0.0,0.0,76.22,0.0,23.33,0.0,0.0,100.0
01/27/2022,0.0,0.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,-4.87,0.0,0.0,0.0,76.22,0.0,23.33,0.0,0.0,100.0
01/31/2022,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,-3.36,0.0,0.0,0.0,65.94,0.0,22.48,0.0,0.0,89.7
02/01/2022,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,-3.36,0.0,0.0,0.0,65.94,0.0,22.48,0.0,0.0,89.7
02/02/2022,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,-3.36,0.0,0.0,0.0,65.94,0.0,22.48,0.0,0.0,89.7
02/03/2022,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,-3.36,0.0,0.0,0.0,65.94,0.0,22.48,0.0,0.0,89.7
02/04/2022,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,-3.36,0.0,0.0,0.0,65.94,0.0,22.48,0.0,0.0,89.7
02/07/2022,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,0.0,0.0,0.0,74.11,0.0,22.69,0.0,0.0,99.99
02/08/2022,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,0.0,0.0,0.0,74.11,0.0,22.69,0.0,0.0,99.99
02/09/2022,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,0.0,0.0,0.0,74.11,0.0,22.69,0.0,0.0,99.99
02/10/2022,0.0,0.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,-1.43,0.0,0.0,0.0,62.22,0.0,19.05,15.82,0.0,100.0
02/11/2022,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,-0.94,0.0,0.0,0.0,61.92,0.0,18.95,15.74,0.0,99.99
02/14/2022,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,0.0,0.0,0.0,61.6,0.0,18.86,15.66,0.0,100.0
02/15/2022,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,0.0,0.0,0.0,62.02,0.0,18.98,15.76,0.0,100.0
02/16/2022,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,-2.23,0.0,0.0,0.0,62.71,0.0,19.2,0.0,15.94,100.0
02/17/2022,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,-2.23,0.0,0.0,0.0,62.71,0.0,19.2,15.94,0.0,99.99999999999999
