,700.HK,9988.HK,3690.HK,VALE3.SA,RELIANCE.NS,939.HK,INFY.NS,NIO,JD,2318.HK,HDFC.NS,2269.HK,BIDU,PDD,1810.HK,GAZP.ME,ICICIBANK.NS,NTES,SBER.ME,TCS.NS,LKOH.ME,M4B.,1398.HK,YUMC,2331.HK,ITUB4.SA,HINDUNILVR.NS,3988.HK,PETR4.SA,BY6.,600519.SS,AXISBANK.NS,2020.HK,BBDC4.SA,YNDX,2313.HK,2382.HK,GMKN.ME,NVTK.L,PETR3.SA,BAJFINANCE.NS,BILI,2319.HK,B3SA3.SA,TCOM,XTSLA,BHARTIARTL.NS,LI,175.HK,6098.HK,CHL.,BEKE,ASIANPAINT.NS,ABEV3.SA,BGNE,XPEV,1109.HK,291.HK,HKD,2688.HK,HCLTECH.NS,ZLAB,KOTAKBANK.NS,LT.NS,EDU,MARUTI.NS,SNPMF,ZTO,MGLU3.SA,300750.SZ,600036.SS,2333.HK,1093.HK,000858.SZ,WEGE3.SA,TCS.L,NTCO3.SA,SBIN.NS,857.HK,1177.HK,WIPRO.NS,TATN.ME,1801.HK,960.HK,HTHT,1918.HK,968.HK,TATASTEEL.NS,TECHM.NS,TME,ULTRACEMCO.NS,ITSA4.SA,2899.HK,ROSN.ME,DRREDDY.NS,M&M.NS,241.HK,GNDI3.SA,SUZB3.SA,384.HK,268.HK,1288.HK,TAL,VIPS,2007.HK,TITAN.NS,2601.HK,SUNPHARMA.NS,DIVISLAB.NS,JSWSTEEL.NS,992.HK,POLY.L,688.HK,586.HK,881.HK,1193.HK,NESTLEIND.NS,6186.HK,DMART.NS,1066.HK,RENT3.SA,LREN3.SA,AQE.,4.HK,6969.HK,601318.SS,1088.HK,TATAMOTORS.NS,GDS,POWERGRID.NS,1919.HK,BPAC11.SA,HDFCLIFE.NS,ITC.NS,HINDALCO.NS,267.HK,BRDT3.SA,PLZL.ME,TATACONSUM.NS,916.HK,CIPLA.NS,2328.HK,GGBR4.SA,NTPC.NS,SBILIFE.NS,1658.HK,6690.HK,2018.HK,1044.HK,853.HK,CSNA3.SA,BJFIN.NS,1833.HK,NAUKRI.NS,1024.HK,168.HK,BBDC3.SA,322.HK,ADANIGREEN.NS,JBSS3.SA,GRASIM.NS,INR,UPL.NS,600809.SS,3692.HK,300760.SZ,1772.HK,BBAS3.SA,285.HK,1548.HK,5M71.,CSAN3.SA,270.HK,ADANIPORTS.NS,3888.HK,RADL3.SA,BIDI11.SA,BPCL.NS,603288.SS,3323.HK,RAIL3.SA,000568.SZ,2202.HK,GODREJCP.NS,6862.HK,601012.SS,BRITANNIA.NS,PIDILITIND.NS,2196.HK,APOLLOHOSP.NS,ICICIGI.NS,148.HK,EICHERMOT.NS,ADANIENT.NS,HEROMOTOCO.NS,6618.HK,601888.SS,DABUR.NS,ATHM,3759.HK,SNGSP,NLMK.ME,ALRS.ME,CHMF.ME,3606.HK,ONGC.NS,2359.HK,TOTS3.SA,603259.SS,PIIND.NS,AMER3.SA,9930.TW,BHARATFORG.NS,EQTL3.SA,788.HK,VEDL.NS,3328.HK,2338.HK,PEL.NS,6030.HK,BRL,MOEX.ME,JUBLFOOD.NS,BAJAJFINSV.NS,836.HK,ADANITRANS.NS,ATGL.NS,DQ,300316.SZ,354.HK,1378.HK,D7N.,489.HK,HAVELLS.NS,SHREECEM.NS,600900.SS,336.HK,135.HK,3908.HK,CNH,LTI.NS,2238.HK,300059.SZ,1099.HK,BAJAJ-AUTO.NS,144.HK,DLF.NS,MOTHERSUMI.NS,CLV.,VBBR3.SA,SUM
09/24/2021,7.79,6.76,2.82,1.48,2.18,1.52,1.88,1.11,1.5,0.98,1.51,1.27,0.99,0.99,1.01,1.26,1.18,0.76,1.12,1.13,0.88,0.69,0.7,0.54,0.71,0.57,0.74,0.62,0.53,0.63,0.5,0.57,0.5,0.42,0.56,0.44,0.46,0.46,0.53,0.42,0.61,0.27,0.46,0.35,0.33,0.92,0.56,0.34,0.39,0.23,0.3,0.14,0.39,0.31,0.42,0.33,0.31,0.19,0.0,0.3,0.44,0.22,0.36,0.36,0.0,0.27,0.29,0.3,0.22,0.28,0.23,0.24,0.26,0.2,0.3,0.26,0.2,0.25,0.24,0.21,0.3,0.22,0.18,0.17,0.2,0.13,0.3,0.26,0.31,0.11,0.24,0.21,0.21,0.2,0.18,0.2,0.16,0.2,0.18,0.19,0.19,0.19,0.0,0.13,0.16,0.22,0.17,0.21,0.22,0.19,0.17,0.15,0.17,0.19,0.14,0.0,0.2,0.15,0.23,0.0,0.16,0.15,0.21,0.13,0.14,0.0,0.18,0.16,0.12,0.17,0.14,0.14,0.18,0.2,0.2,0.16,0.13,0.14,0.17,0.19,0.15,0.15,0.12,0.17,0.17,0.14,0.15,0.1,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.12,0.14,0.14,0.14,0.0,0.12,0.12,0.0,0.11,0.15,0.0,0.0,0.12,0.13,0.11,0.11,0.13,0.0,0.13,0.0,0.11,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.11,0.13,0.12,0.0,0.15,0.12,0.0,0.12,0.12,0.11,0.0,0.1,0.11,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.19,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.09,0.1,0.22,0.12,0.12,0.11,0.0,0.0,0.14,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.36
09/27/2021,7.88,6.64,2.92,1.37,2.22,1.52,1.87,1.12,1.53,0.97,1.51,1.24,1.0,1.0,0.96,1.28,1.17,0.76,1.12,1.11,0.9,0.69,0.69,0.55,0.68,0.6,0.72,0.61,0.55,0.61,0.47,0.57,0.47,0.44,0.57,0.43,0.45,0.46,0.54,0.45,0.61,0.28,0.47,0.35,0.34,0.91,0.55,0.34,0.36,0.26,0.3,0.15,0.38,0.31,0.41,0.33,0.33,0.18,0.0,0.28,0.44,0.22,0.35,0.36,0.0,0.27,0.29,0.31,0.21,0.27,0.22,0.23,0.26,0.19,0.31,0.25,0.2,0.25,0.24,0.21,0.3,0.22,0.18,0.18,0.2,0.14,0.29,0.26,0.32,0.11,0.24,0.21,0.2,0.21,0.17,0.2,0.16,0.2,0.19,0.19,0.2,0.19,0.0,0.12,0.16,0.22,0.17,0.21,0.22,0.19,0.17,0.14,0.18,0.18,0.14,0.0,0.2,0.14,0.23,0.0,0.16,0.15,0.21,0.13,0.14,0.0,0.18,0.16,0.13,0.17,0.14,0.14,0.18,0.2,0.21,0.16,0.13,0.13,0.17,0.2,0.15,0.15,0.14,0.17,0.17,0.14,0.14,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.15,0.14,0.0,0.12,0.12,0.0,0.11,0.15,0.0,0.0,0.11,0.13,0.11,0.11,0.13,0.0,0.12,0.0,0.11,0.0,0.16,0.1,0.0,0.0,0.12,0.0,0.1,0.13,0.12,0.0,0.15,0.11,0.0,0.12,0.12,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.19,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.15,0.0,0.1,0.22,0.14,0.11,0.11,0.0,0.0,0.14,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.09,0.0,0.0,81.27000000000001
09/28/2021,7.93,6.53,2.98,1.35,2.24,1.52,1.92,1.12,1.5,1.01,1.54,1.23,0.99,0.98,0.96,1.3,1.19,0.77,1.12,1.13,0.91,0.69,0.69,0.58,0.65,0.59,0.72,0.62,0.55,0.62,0.5,0.57,0.47,0.43,0.57,0.43,0.45,0.46,0.54,0.45,0.61,0.27,0.46,0.35,0.34,0.93,0.56,0.33,0.36,0.26,0.3,0.14,0.4,0.31,0.41,0.32,0.32,0.18,0.1,0.26,0.45,0.22,0.36,0.37,0.0,0.27,0.28,0.31,0.21,0.27,0.22,0.23,0.26,0.2,0.31,0.25,0.19,0.25,0.24,0.21,0.3,0.22,0.19,0.17,0.2,0.13,0.29,0.26,0.32,0.11,0.24,0.21,0.2,0.22,0.18,0.21,0.15,0.19,0.19,0.18,0.2,0.19,0.0,0.13,0.16,0.22,0.17,0.21,0.21,0.18,0.17,0.14,0.18,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.15,0.2,0.13,0.13,0.0,0.18,0.16,0.12,0.17,0.15,0.14,0.18,0.2,0.21,0.15,0.13,0.13,0.17,0.21,0.15,0.15,0.13,0.17,0.17,0.13,0.13,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.15,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.15,0.0,0.0,0.11,0.13,0.11,0.11,0.12,0.0,0.12,0.0,0.11,0.1,0.15,0.1,0.0,0.0,0.12,0.0,0.11,0.13,0.12,0.0,0.14,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.11,0.0,0.1,0.0,0.11,0.12,0.1,0.0,0.1,0.19,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.17,0.0,0.1,0.23,0.14,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.44000000000001
09/29/2021,7.93,6.53,2.98,1.35,2.24,1.52,1.92,1.12,1.5,1.01,1.54,1.23,0.99,0.98,0.96,1.3,1.19,0.77,1.12,1.13,0.91,0.69,0.69,0.58,0.65,0.59,0.72,0.62,0.55,0.62,0.5,0.57,0.47,0.43,0.57,0.43,0.45,0.46,0.54,0.45,0.61,0.27,0.46,0.35,0.34,0.93,0.56,0.33,0.36,0.26,0.3,0.14,0.4,0.31,0.41,0.32,0.32,0.18,0.1,0.26,0.45,0.22,0.36,0.37,0.0,0.27,0.28,0.31,0.21,0.27,0.22,0.23,0.26,0.2,0.31,0.25,0.19,0.25,0.24,0.21,0.3,0.22,0.19,0.17,0.2,0.13,0.29,0.26,0.32,0.11,0.24,0.21,0.2,0.22,0.18,0.21,0.15,0.19,0.19,0.18,0.2,0.19,0.0,0.13,0.16,0.22,0.17,0.21,0.21,0.18,0.17,0.14,0.18,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.15,0.2,0.13,0.13,0.0,0.18,0.16,0.12,0.17,0.15,0.14,0.18,0.2,0.21,0.15,0.13,0.13,0.17,0.21,0.15,0.15,0.13,0.17,0.17,0.13,0.13,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.15,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.15,0.0,0.0,0.11,0.13,0.11,0.11,0.12,0.0,0.12,0.0,0.11,0.1,0.15,0.1,0.0,0.0,0.12,0.0,0.11,0.13,0.12,0.0,0.14,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.11,0.0,0.1,0.0,0.11,0.12,0.1,0.0,0.1,0.19,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.17,0.0,0.1,0.23,0.14,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.44000000000001
09/30/2021,7.99,6.41,3.02,1.37,2.27,1.51,1.86,1.16,1.55,1.02,1.53,1.27,0.99,0.99,0.94,1.33,1.2,0.79,1.15,1.11,0.93,0.7,0.69,0.58,0.64,0.61,0.71,0.62,0.56,0.62,0.54,0.56,0.46,0.44,0.58,0.41,0.43,0.46,0.54,0.45,0.6,0.28,0.47,0.35,0.35,0.93,0.55,0.34,0.35,0.25,0.3,0.15,0.4,0.3,0.4,0.33,0.32,0.18,0.1,0.26,0.43,0.21,0.36,0.36,0.0,0.29,0.29,0.31,0.2,0.28,0.22,0.23,0.27,0.22,0.31,0.25,0.19,0.25,0.24,0.21,0.29,0.23,0.19,0.17,0.2,0.12,0.28,0.25,0.31,0.11,0.24,0.22,0.2,0.23,0.18,0.22,0.15,0.19,0.19,0.18,0.2,0.19,0.0,0.13,0.16,0.22,0.17,0.21,0.21,0.18,0.18,0.14,0.18,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.14,0.19,0.12,0.13,0.0,0.18,0.17,0.12,0.17,0.12,0.14,0.18,0.2,0.21,0.15,0.12,0.13,0.17,0.21,0.15,0.15,0.14,0.17,0.17,0.13,0.14,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.15,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.14,0.0,0.0,0.11,0.13,0.11,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.14,0.1,0.1,0.0,0.11,0.0,0.11,0.13,0.12,0.0,0.14,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.12,0.1,0.0,0.1,0.19,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.17,0.0,0.1,0.22,0.14,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,81.55000000000001
10/01/2021,8.08,6.82,3.06,1.28,2.28,1.51,1.82,1.1,1.53,1.02,1.51,1.31,0.97,0.92,0.95,1.34,1.17,0.8,1.14,1.09,0.94,0.71,0.7,0.58,0.63,0.58,0.71,0.62,0.55,0.62,0.53,0.56,0.47,0.43,0.56,0.41,0.44,0.46,0.54,0.44,0.58,0.26,0.47,0.32,0.35,0.91,0.53,0.33,0.36,0.27,0.3,0.15,0.39,0.29,0.39,0.31,0.33,0.18,0.11,0.27,0.42,0.19,0.36,0.36,0.0,0.29,0.29,0.3,0.18,0.27,0.22,0.23,0.26,0.21,0.3,0.24,0.18,0.25,0.25,0.21,0.28,0.23,0.2,0.18,0.2,0.14,0.28,0.26,0.3,0.11,0.24,0.21,0.2,0.22,0.18,0.21,0.14,0.18,0.18,0.19,0.21,0.19,0.0,0.12,0.17,0.22,0.17,0.21,0.2,0.18,0.18,0.14,0.19,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.13,0.19,0.13,0.14,0.0,0.19,0.17,0.12,0.18,0.12,0.13,0.18,0.2,0.21,0.15,0.12,0.13,0.16,0.22,0.15,0.15,0.13,0.18,0.17,0.14,0.14,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.14,0.0,0.0,0.11,0.13,0.11,0.1,0.12,0.0,0.12,0.0,0.11,0.11,0.15,0.0,0.1,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.13,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.19,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.21,0.15,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,81.51000000000002
10/04/2021,8.08,6.82,3.06,1.28,2.28,1.51,1.82,1.1,1.53,1.02,1.51,1.31,0.97,0.92,0.95,1.34,1.17,0.8,1.14,1.09,0.94,0.71,0.7,0.58,0.63,0.58,0.71,0.62,0.55,0.62,0.53,0.56,0.47,0.43,0.56,0.41,0.44,0.46,0.54,0.44,0.58,0.26,0.47,0.32,0.35,0.91,0.53,0.33,0.36,0.27,0.3,0.15,0.39,0.29,0.39,0.31,0.33,0.18,0.11,0.27,0.42,0.19,0.36,0.36,0.0,0.29,0.29,0.3,0.18,0.27,0.22,0.23,0.26,0.21,0.3,0.24,0.18,0.25,0.25,0.21,0.28,0.23,0.2,0.18,0.2,0.14,0.28,0.26,0.3,0.11,0.24,0.21,0.2,0.22,0.18,0.21,0.14,0.18,0.18,0.19,0.21,0.19,0.0,0.12,0.17,0.22,0.17,0.21,0.2,0.18,0.18,0.14,0.19,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.13,0.19,0.13,0.14,0.0,0.19,0.17,0.12,0.18,0.12,0.13,0.18,0.2,0.21,0.15,0.12,0.13,0.16,0.22,0.15,0.15,0.13,0.18,0.17,0.14,0.14,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.14,0.0,0.0,0.11,0.13,0.11,0.1,0.12,0.0,0.12,0.0,0.11,0.11,0.15,0.0,0.1,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.13,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.19,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.21,0.15,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,81.51000000000002
10/05/2021,8.08,6.82,3.06,1.28,2.28,1.51,1.82,1.1,1.53,1.02,1.51,1.31,0.97,0.92,0.95,1.34,1.17,0.8,1.14,1.09,0.94,0.71,0.7,0.58,0.63,0.58,0.71,0.62,0.55,0.62,0.53,0.56,0.47,0.43,0.56,0.41,0.44,0.46,0.54,0.44,0.58,0.26,0.47,0.32,0.35,0.91,0.53,0.33,0.36,0.27,0.3,0.15,0.39,0.29,0.39,0.31,0.33,0.18,0.11,0.27,0.42,0.19,0.36,0.36,0.0,0.29,0.29,0.3,0.18,0.27,0.22,0.23,0.26,0.21,0.3,0.24,0.18,0.25,0.25,0.21,0.28,0.23,0.2,0.18,0.2,0.14,0.28,0.26,0.3,0.11,0.24,0.21,0.2,0.22,0.18,0.21,0.14,0.18,0.18,0.19,0.21,0.19,0.0,0.12,0.17,0.22,0.17,0.21,0.2,0.18,0.18,0.14,0.19,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.13,0.19,0.13,0.14,0.0,0.19,0.17,0.12,0.18,0.12,0.13,0.18,0.2,0.21,0.15,0.12,0.13,0.16,0.22,0.15,0.15,0.13,0.18,0.17,0.14,0.14,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.14,0.0,0.0,0.11,0.13,0.11,0.1,0.12,0.0,0.12,0.0,0.11,0.11,0.15,0.0,0.1,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.13,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.19,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.21,0.15,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,81.51000000000002
10/06/2021,8.08,6.82,3.06,1.28,2.28,1.51,1.82,1.1,1.53,1.02,1.51,1.31,0.97,0.92,0.95,1.34,1.17,0.8,1.14,1.09,0.94,0.71,0.7,0.58,0.63,0.58,0.71,0.62,0.55,0.62,0.53,0.56,0.47,0.43,0.56,0.41,0.44,0.46,0.54,0.44,0.58,0.26,0.47,0.32,0.35,0.91,0.53,0.33,0.36,0.27,0.3,0.15,0.39,0.29,0.39,0.31,0.33,0.18,0.11,0.27,0.42,0.19,0.36,0.36,0.0,0.29,0.29,0.3,0.18,0.27,0.22,0.23,0.26,0.21,0.3,0.24,0.18,0.25,0.25,0.21,0.28,0.23,0.2,0.18,0.2,0.14,0.28,0.26,0.3,0.11,0.24,0.21,0.2,0.22,0.18,0.21,0.14,0.18,0.18,0.19,0.21,0.19,0.0,0.12,0.17,0.22,0.17,0.21,0.2,0.18,0.18,0.14,0.19,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.13,0.19,0.13,0.14,0.0,0.19,0.17,0.12,0.18,0.12,0.13,0.18,0.2,0.21,0.15,0.12,0.13,0.16,0.22,0.15,0.15,0.13,0.18,0.17,0.14,0.14,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.14,0.0,0.0,0.11,0.13,0.11,0.1,0.12,0.0,0.12,0.0,0.11,0.11,0.15,0.0,0.1,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.13,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.19,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.21,0.15,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,81.51000000000002
10/07/2021,8.08,6.82,3.06,1.28,2.28,1.51,1.82,1.1,1.53,1.02,1.51,1.31,0.97,0.92,0.95,1.34,1.17,0.8,1.14,1.09,0.94,0.71,0.7,0.58,0.63,0.58,0.71,0.62,0.55,0.62,0.53,0.56,0.47,0.43,0.56,0.41,0.44,0.46,0.54,0.44,0.58,0.26,0.47,0.32,0.35,0.91,0.53,0.33,0.36,0.27,0.3,0.15,0.39,0.29,0.39,0.31,0.33,0.18,0.11,0.27,0.42,0.19,0.36,0.36,0.0,0.29,0.29,0.3,0.18,0.27,0.22,0.23,0.26,0.21,0.3,0.24,0.18,0.25,0.25,0.21,0.28,0.23,0.2,0.18,0.2,0.14,0.28,0.26,0.3,0.11,0.24,0.21,0.2,0.22,0.18,0.21,0.14,0.18,0.18,0.19,0.21,0.19,0.0,0.12,0.17,0.22,0.17,0.21,0.2,0.18,0.18,0.14,0.19,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.13,0.19,0.13,0.14,0.0,0.19,0.17,0.12,0.18,0.12,0.13,0.18,0.2,0.21,0.15,0.12,0.13,0.16,0.22,0.15,0.15,0.13,0.18,0.17,0.14,0.14,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.14,0.0,0.0,0.11,0.13,0.11,0.1,0.12,0.0,0.12,0.0,0.11,0.11,0.15,0.0,0.1,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.13,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.19,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.21,0.15,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,81.51000000000002
10/08/2021,8.08,6.82,3.06,1.28,2.28,1.51,1.82,1.1,1.53,1.02,1.51,1.31,0.97,0.92,0.95,1.34,1.17,0.8,1.14,1.09,0.94,0.71,0.7,0.58,0.63,0.58,0.71,0.62,0.55,0.62,0.53,0.56,0.47,0.43,0.56,0.41,0.44,0.46,0.54,0.44,0.58,0.26,0.47,0.32,0.35,0.91,0.53,0.33,0.36,0.27,0.3,0.15,0.39,0.29,0.39,0.31,0.33,0.18,0.11,0.27,0.42,0.19,0.36,0.36,0.0,0.29,0.29,0.3,0.18,0.27,0.22,0.23,0.26,0.21,0.3,0.24,0.18,0.25,0.25,0.21,0.28,0.23,0.2,0.18,0.2,0.14,0.28,0.26,0.3,0.11,0.24,0.21,0.2,0.22,0.18,0.21,0.14,0.18,0.18,0.19,0.21,0.19,0.0,0.12,0.17,0.22,0.17,0.21,0.2,0.18,0.18,0.14,0.19,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.13,0.19,0.13,0.14,0.0,0.19,0.17,0.12,0.18,0.12,0.13,0.18,0.2,0.21,0.15,0.12,0.13,0.16,0.22,0.15,0.15,0.13,0.18,0.17,0.14,0.14,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.14,0.0,0.0,0.11,0.13,0.11,0.1,0.12,0.0,0.12,0.0,0.11,0.11,0.15,0.0,0.1,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.13,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.19,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.21,0.15,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,81.51000000000002
10/11/2021,8.08,6.82,3.06,1.28,2.28,1.51,1.82,1.1,1.53,1.02,1.51,1.31,0.97,0.92,0.95,1.34,1.17,0.8,1.14,1.09,0.94,0.71,0.7,0.58,0.63,0.58,0.71,0.62,0.55,0.62,0.53,0.56,0.47,0.43,0.56,0.41,0.44,0.46,0.54,0.44,0.58,0.26,0.47,0.32,0.35,0.91,0.53,0.33,0.36,0.27,0.3,0.15,0.39,0.29,0.39,0.31,0.33,0.18,0.11,0.27,0.42,0.19,0.36,0.36,0.0,0.29,0.29,0.3,0.18,0.27,0.22,0.23,0.26,0.21,0.3,0.24,0.18,0.25,0.25,0.21,0.28,0.23,0.2,0.18,0.2,0.14,0.28,0.26,0.3,0.11,0.24,0.21,0.2,0.22,0.18,0.21,0.14,0.18,0.18,0.19,0.21,0.19,0.0,0.12,0.17,0.22,0.17,0.21,0.2,0.18,0.18,0.14,0.19,0.19,0.14,0.0,0.2,0.14,0.23,0.0,0.15,0.13,0.19,0.13,0.14,0.0,0.19,0.17,0.12,0.18,0.12,0.13,0.18,0.2,0.21,0.15,0.12,0.13,0.16,0.22,0.15,0.15,0.13,0.18,0.17,0.14,0.14,0.0,0.11,0.1,0.0,0.0,0.0,0.18,0.0,0.11,0.11,0.11,0.14,0.15,0.14,0.0,0.12,0.12,0.0,0.12,0.14,0.0,0.0,0.11,0.13,0.11,0.1,0.12,0.0,0.12,0.0,0.11,0.11,0.15,0.0,0.1,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.13,0.11,0.0,0.12,0.12,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.19,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.17,0.0,0.0,0.21,0.15,0.11,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,81.51000000000002
