,PGR,PFE,CAH,PRU,XOM,VZ,IBM,WBA,DOW,MMM,PM,LYB,GILD,DUK,MO,SO,IP,LUMN,NEE,K,EIX,KMI,PFG,UNM,AMCR,ED,FE,NWL,ETR,OKE,STX,IPG,ORI,R,WMB,AFG,CFG,KEY,PPL,XRX,BEN,RF,HBAN,SPG,MCY,WU,LEG,FLO,IRM,NAVI,VTR,PNW,OGE,MSM,FHN,CMA,HRB,NLOK,JHG,TNL,SR,PBCT,NYCB,O,NFG,FGXXX,FHI,VLY,UMPQ,FNB,ETRN,CMP,MPW,ALE,NWE,UBSI,KIM,VNO,FULT,OHI,AM,ACC,FRT,STOR,HIW,NNN,LSI,OFC,COR,WRI,SRC,DOC,UE,ABBV,T,COST,KHC,GIS,D,CSX,VLO,NI,HR,WING,KD WI,ONL,LMT,MRK,KMB,AEP,NEM,CVX,HBI,EVRG,SWX,PEAK,HPP,SLG,SUM
11/02/2021,3.99,4.35,4.13,4.89,2.32,4.37,4.16,4.4,3.72,2.9,2.42,3.08,2.16,2.1,1.66,1.76,0.0,1.63,1.46,1.16,1.28,0.14,1.2,1.16,1.08,1.13,0.94,0.77,0.83,0.13,0.98,0.0,0.86,0.0,0.09,0.68,0.0,0.71,0.56,0.53,0.67,0.0,0.47,0.5,0.34,0.38,0.42,0.39,0.37,0.26,0.3,0.28,0.28,0.28,0.33,0.3,0.27,0.21,0.22,0.0,0.18,0.2,0.15,0.16,0.16,0.13,0.12,0.15,0.13,0.13,0.02,0.08,0.13,0.1,0.09,0.11,0.0,0.13,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.0,0.05,0.04,0.03,4.63,4.21,4.82,2.25,1.62,1.19,1.14,0.84,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/03/2021,3.97,4.43,4.15,4.81,2.34,4.41,4.15,4.42,3.7,2.9,2.39,2.98,2.09,2.1,1.65,1.76,0.0,1.64,1.45,1.15,1.29,0.14,1.21,1.11,1.07,1.12,0.96,0.82,0.84,0.12,0.98,0.0,0.86,0.0,0.09,0.68,0.0,0.71,0.55,0.53,0.68,0.0,0.47,0.5,0.33,0.37,0.41,0.39,0.37,0.27,0.29,0.27,0.28,0.28,0.33,0.3,0.27,0.21,0.23,0.0,0.18,0.19,0.15,0.15,0.16,0.13,0.12,0.14,0.13,0.13,0.01,0.08,0.13,0.1,0.09,0.12,0.0,0.12,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.0,0.04,0.04,0.03,4.87,4.19,4.85,2.23,1.62,1.19,1.14,0.83,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/04/2021,3.97,4.43,4.15,4.81,2.34,4.41,4.15,4.42,3.7,2.9,2.39,2.98,2.09,2.1,1.65,1.76,0.0,1.64,1.45,1.15,1.29,0.14,1.21,1.11,1.07,1.12,0.96,0.82,0.84,0.12,0.98,0.0,0.86,0.0,0.09,0.68,0.0,0.71,0.55,0.53,0.68,0.0,0.47,0.5,0.33,0.37,0.41,0.39,0.37,0.27,0.29,0.27,0.28,0.28,0.33,0.3,0.27,0.21,0.23,0.0,0.18,0.19,0.15,0.15,0.16,0.13,0.12,0.14,0.13,0.13,0.01,0.08,0.13,0.1,0.09,0.12,0.0,0.12,0.0,0.06,0.0,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.0,0.04,0.04,0.03,4.87,4.19,4.85,2.23,1.62,1.19,1.14,0.83,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/05/2021,3.89,4.52,4.17,4.77,2.32,4.3,4.12,4.41,3.8,2.91,2.35,2.98,2.09,2.08,1.63,1.74,0.0,1.66,1.42,1.16,1.28,0.14,1.21,1.12,1.06,1.11,0.96,0.84,0.83,0.12,0.99,0.0,0.85,0.0,0.09,0.67,0.0,0.71,0.55,0.56,0.8,0.0,0.46,0.53,0.33,0.37,0.38,0.39,0.37,0.26,0.29,0.27,0.28,0.28,0.32,0.3,0.26,0.21,0.24,0.0,0.19,0.2,0.14,0.15,0.16,0.27,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.07,0.06,0.06,0.06,0.07,0.05,0.05,0.0,0.04,0.04,0.03,4.87,4.11,4.82,2.27,1.62,1.16,1.1,0.8,0.39,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
11/08/2021,3.89,4.37,4.2,4.8,2.31,4.24,3.95,4.57,3.72,2.89,2.34,2.88,2.11,2.05,1.65,1.74,0.0,1.86,1.41,1.16,1.27,0.14,1.22,1.11,1.06,1.11,0.95,0.83,0.82,0.12,1.03,0.0,0.84,0.0,0.09,0.7,0.0,0.71,0.55,0.55,0.77,0.0,0.46,0.55,0.33,0.36,0.38,0.39,0.37,0.26,0.28,0.27,0.28,0.28,0.32,0.31,0.29,0.21,0.25,0.0,0.18,0.2,0.14,0.15,0.16,0.07,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.07,0.06,0.05,0.0,0.04,0.04,0.03,4.9,4.04,5.0,2.28,1.62,1.16,1.1,0.81,0.4,0.04,0.02,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
11/09/2021,3.89,4.37,4.2,4.8,2.31,4.24,3.95,4.57,3.72,2.89,2.34,2.88,2.11,2.05,1.65,1.74,0.0,1.86,1.41,1.16,1.27,0.14,1.22,1.11,1.06,1.11,0.95,0.83,0.82,0.12,1.03,0.0,0.84,0.0,0.09,0.7,0.0,0.71,0.55,0.55,0.77,0.0,0.46,0.55,0.33,0.36,0.38,0.39,0.37,0.26,0.28,0.27,0.28,0.28,0.32,0.31,0.29,0.21,0.25,0.0,0.18,0.2,0.14,0.15,0.16,0.07,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.07,0.06,0.05,0.0,0.04,0.04,0.03,4.9,4.04,5.0,2.28,1.62,1.16,1.1,0.81,0.4,0.04,0.02,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
11/10/2021,3.89,4.78,4.18,4.7,2.3,4.22,3.99,4.57,3.74,2.87,2.33,2.9,2.08,2.04,1.65,1.73,0.0,1.89,1.41,1.14,1.27,0.14,1.21,1.11,1.05,1.13,0.94,0.84,0.82,0.12,1.03,0.0,0.83,0.0,0.09,0.69,0.0,0.7,0.53,0.57,0.75,0.0,0.46,0.56,0.32,0.36,0.38,0.39,0.37,0.26,0.29,0.27,0.28,0.28,0.32,0.3,0.29,0.21,0.24,0.0,0.18,0.2,0.14,0.15,0.16,0.07,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.04,0.03,4.84,4.04,4.91,2.29,1.6,1.16,1.08,0.81,0.4,0.04,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/11/2021,3.89,4.78,4.18,4.7,2.3,4.22,3.99,4.57,3.74,2.87,2.33,2.9,2.08,2.04,1.65,1.73,0.0,1.89,1.41,1.14,1.27,0.14,1.21,1.11,1.05,1.13,0.94,0.84,0.82,0.12,1.03,0.0,0.83,0.0,0.09,0.69,0.0,0.7,0.53,0.57,0.75,0.0,0.46,0.56,0.32,0.36,0.38,0.39,0.37,0.26,0.29,0.27,0.28,0.28,0.32,0.3,0.29,0.21,0.24,0.0,0.18,0.2,0.14,0.15,0.16,0.07,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.04,0.03,4.84,4.04,4.91,2.29,1.6,1.16,1.08,0.81,0.4,0.04,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/12/2021,3.94,4.78,4.21,4.73,2.33,4.25,4.04,4.57,3.78,2.88,2.3,2.93,2.07,2.04,1.65,1.72,0.0,1.89,1.4,1.14,1.29,0.14,1.21,1.11,1.06,1.12,0.93,0.85,0.8,0.12,1.05,0.0,0.83,0.0,0.09,0.7,0.0,0.7,0.54,0.57,0.75,0.0,0.46,0.55,0.32,0.36,0.38,0.39,0.37,0.27,0.28,0.26,0.28,0.28,0.32,0.3,0.28,0.22,0.25,0.0,0.18,0.2,0.15,0.15,0.16,0.07,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.05,0.0,0.04,0.04,0.03,4.82,4.02,4.86,2.26,1.61,1.15,1.09,0.81,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/15/2021,3.9,4.93,4.21,4.67,2.27,4.24,3.88,4.55,3.83,2.84,2.34,2.96,2.11,2.0,1.63,1.73,0.0,1.92,1.41,1.15,1.3,0.13,1.21,1.11,1.06,1.12,0.94,0.84,0.81,0.12,1.13,0.0,0.83,0.0,0.09,0.7,0.0,0.72,0.53,0.58,0.74,0.0,0.47,0.55,0.31,0.35,0.37,0.39,0.37,0.27,0.29,0.27,0.28,0.28,0.32,0.31,0.28,0.21,0.25,0.0,0.18,0.2,0.14,0.15,0.17,0.04,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.04,0.03,4.81,4.01,4.91,2.25,1.61,1.15,1.07,0.8,0.39,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
11/16/2021,3.9,4.93,4.21,4.67,2.27,4.24,3.88,4.55,3.83,2.84,2.34,2.96,2.11,2.0,1.63,1.73,0.0,1.92,1.41,1.15,1.3,0.13,1.21,1.11,1.06,1.12,0.94,0.84,0.81,0.12,1.13,0.0,0.83,0.0,0.09,0.7,0.0,0.72,0.53,0.58,0.74,0.0,0.47,0.55,0.31,0.35,0.37,0.39,0.37,0.27,0.29,0.27,0.28,0.28,0.32,0.31,0.28,0.21,0.25,0.0,0.18,0.2,0.14,0.15,0.17,0.04,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.04,0.03,4.81,4.01,4.91,2.25,1.61,1.15,1.07,0.8,0.39,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
11/17/2021,3.9,4.93,4.21,4.67,2.27,4.24,3.88,4.55,3.83,2.84,2.34,2.96,2.11,2.0,1.63,1.73,0.0,1.92,1.41,1.15,1.3,0.13,1.21,1.11,1.06,1.12,0.94,0.84,0.81,0.12,1.13,0.0,0.83,0.0,0.09,0.7,0.0,0.72,0.53,0.58,0.74,0.0,0.47,0.55,0.31,0.35,0.37,0.39,0.37,0.27,0.29,0.27,0.28,0.28,0.32,0.31,0.28,0.21,0.25,0.0,0.18,0.2,0.14,0.15,0.17,0.04,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.04,0.03,4.81,4.01,4.91,2.25,1.61,1.15,1.07,0.8,0.39,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
11/18/2021,3.9,4.88,4.33,4.69,2.25,4.22,3.83,4.51,3.85,2.89,2.33,2.98,2.11,1.99,1.63,1.69,0.0,1.91,1.42,1.15,1.28,0.13,1.22,1.12,1.06,1.12,0.94,0.84,0.8,0.12,1.16,0.0,0.83,0.0,0.09,0.67,0.0,0.71,0.53,0.58,0.75,0.0,0.47,0.54,0.31,0.36,0.38,0.4,0.37,0.27,0.29,0.27,0.28,0.28,0.32,0.31,0.28,0.21,0.24,0.0,0.18,0.2,0.14,0.15,0.16,0.04,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.06,0.05,0.06,0.0,0.04,0.04,0.03,4.82,4.01,4.95,2.24,1.62,1.14,1.07,0.8,0.39,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000005
11/19/2021,3.81,4.87,4.25,4.69,2.27,4.22,3.83,4.48,3.84,2.88,2.34,2.97,2.1,2.01,1.64,1.7,0.0,1.89,1.44,1.16,1.29,0.13,1.25,1.12,1.06,1.14,0.95,0.83,0.83,0.12,1.13,0.0,0.83,0.0,0.09,0.67,0.0,0.71,0.53,0.57,0.74,0.0,0.47,0.55,0.3,0.35,0.38,0.41,0.38,0.27,0.29,0.27,0.28,0.28,0.32,0.31,0.28,0.21,0.24,0.0,0.18,0.2,0.14,0.15,0.17,0.11,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06,0.0,0.04,0.04,0.03,4.81,3.98,4.97,2.26,1.63,1.16,1.07,0.8,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/22/2021,3.81,4.87,4.25,4.69,2.27,4.22,3.83,4.48,3.84,2.88,2.34,2.97,2.1,2.01,1.64,1.7,0.0,1.89,1.44,1.16,1.29,0.13,1.25,1.12,1.06,1.14,0.95,0.83,0.83,0.12,1.13,0.0,0.83,0.0,0.09,0.67,0.0,0.71,0.53,0.57,0.74,0.0,0.47,0.55,0.3,0.35,0.38,0.41,0.38,0.27,0.29,0.27,0.28,0.28,0.32,0.31,0.28,0.21,0.24,0.0,0.18,0.2,0.14,0.15,0.17,0.11,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06,0.0,0.04,0.04,0.03,4.81,3.98,4.97,2.26,1.63,1.16,1.07,0.8,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/23/2021,3.81,4.87,4.25,4.69,2.27,4.22,3.83,4.48,3.84,2.88,2.34,2.97,2.1,2.01,1.64,1.7,0.0,1.89,1.44,1.16,1.29,0.13,1.25,1.12,1.06,1.14,0.95,0.83,0.83,0.12,1.13,0.0,0.83,0.0,0.09,0.67,0.0,0.71,0.53,0.57,0.74,0.0,0.47,0.55,0.3,0.35,0.38,0.41,0.38,0.27,0.29,0.27,0.28,0.28,0.32,0.31,0.28,0.21,0.24,0.0,0.18,0.2,0.14,0.15,0.17,0.11,0.13,0.15,0.13,0.13,0.01,0.1,0.12,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06,0.0,0.04,0.04,0.03,4.81,3.98,4.97,2.26,1.63,1.16,1.07,0.8,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/24/2021,3.75,5.12,4.18,4.62,2.2,4.2,3.83,4.38,3.77,2.9,2.28,2.86,2.21,2.02,1.61,1.76,0.0,1.83,1.49,1.15,1.32,0.13,1.27,1.09,1.05,1.15,0.95,0.8,0.85,0.12,1.1,0.0,0.84,0.0,0.09,0.69,0.0,0.71,0.54,0.57,0.74,0.0,0.47,0.56,0.31,0.34,0.37,0.42,0.37,0.27,0.28,0.28,0.29,0.28,0.32,0.31,0.29,0.21,0.24,0.0,0.18,0.2,0.15,0.15,0.17,0.04,0.13,0.15,0.13,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.07,0.05,0.06,0.0,0.04,0.04,0.03,4.91,3.97,5.25,2.19,1.62,1.16,1.12,0.73,0.41,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
11/25/2021,3.75,5.12,4.18,4.62,2.2,4.2,3.83,4.38,3.77,2.9,2.28,2.86,2.21,2.02,1.61,1.76,0.0,1.83,1.49,1.15,1.32,0.13,1.27,1.09,1.05,1.15,0.95,0.8,0.85,0.12,1.1,0.0,0.84,0.0,0.09,0.69,0.0,0.71,0.54,0.57,0.74,0.0,0.47,0.56,0.31,0.34,0.37,0.42,0.37,0.27,0.28,0.28,0.29,0.28,0.32,0.31,0.29,0.21,0.24,0.0,0.18,0.2,0.15,0.15,0.17,0.04,0.13,0.15,0.13,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.14,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.07,0.05,0.06,0.0,0.04,0.04,0.03,4.91,3.97,5.25,2.19,1.62,1.16,1.12,0.73,0.41,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
11/26/2021,3.85,5.05,4.16,4.68,2.25,4.19,3.78,4.33,3.81,2.85,2.21,2.93,2.23,2.03,1.61,1.73,0.0,1.86,1.45,1.16,1.31,0.13,1.29,1.09,1.02,1.15,0.94,0.8,0.84,0.12,1.09,0.0,0.84,0.0,0.09,0.7,0.0,0.71,0.54,0.58,0.73,0.0,0.47,0.56,0.31,0.33,0.37,0.41,0.37,0.27,0.27,0.28,0.29,0.28,0.33,0.31,0.29,0.21,0.24,0.0,0.18,0.21,0.15,0.15,0.17,0.06,0.13,0.16,0.12,0.13,0.01,0.07,0.12,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.0,0.04,0.04,0.03,4.93,3.99,5.26,2.18,1.63,1.15,1.11,0.76,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/29/2021,3.91,5.05,4.14,4.66,2.27,4.2,3.79,4.28,3.79,2.83,2.23,2.88,2.22,2.03,1.61,1.74,0.0,1.87,1.45,1.16,1.33,0.13,1.3,1.08,1.01,1.15,0.94,0.8,0.84,0.12,1.09,0.0,0.84,0.0,0.09,0.69,0.0,0.71,0.54,0.59,0.72,0.0,0.47,0.56,0.31,0.33,0.36,0.41,0.37,0.27,0.27,0.28,0.29,0.28,0.33,0.31,0.29,0.21,0.24,0.0,0.18,0.21,0.15,0.15,0.17,0.06,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.07,0.05,0.06,0.0,0.04,0.04,0.03,4.94,3.96,5.33,2.15,1.63,1.15,1.11,0.76,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
11/30/2021,3.91,5.05,4.14,4.66,2.27,4.2,3.79,4.28,3.79,2.83,2.23,2.88,2.22,2.03,1.61,1.74,0.0,1.87,1.45,1.16,1.33,0.13,1.3,1.08,1.01,1.15,0.94,0.8,0.84,0.12,1.09,0.0,0.84,0.0,0.09,0.69,0.0,0.71,0.54,0.59,0.72,0.0,0.47,0.56,0.31,0.33,0.36,0.41,0.37,0.27,0.27,0.28,0.29,0.28,0.33,0.31,0.29,0.21,0.24,0.0,0.18,0.21,0.15,0.15,0.17,0.06,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.07,0.05,0.06,0.0,0.04,0.04,0.03,4.94,3.96,5.33,2.15,1.63,1.15,1.11,0.76,0.4,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
12/01/2021,3.93,5.43,4.1,4.55,2.22,4.27,3.82,4.28,3.78,2.83,2.23,2.86,2.26,2.04,1.62,1.74,0.0,1.81,1.45,1.18,1.32,0.13,1.27,1.05,1.01,1.16,0.93,0.79,0.83,0.12,1.08,0.0,0.83,0.0,0.09,0.68,0.0,0.69,0.54,0.57,0.71,0.0,0.45,0.54,0.31,0.33,0.36,0.41,0.37,0.27,0.27,0.27,0.28,0.27,0.31,0.3,0.29,0.21,0.23,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.1,0.1,0.11,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.0,0.04,0.04,0.03,4.92,3.98,5.37,2.16,1.64,1.15,1.11,0.72,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
12/02/2021,3.93,5.43,4.1,4.55,2.22,4.27,3.82,4.28,3.78,2.83,2.23,2.86,2.26,2.04,1.62,1.74,0.0,1.81,1.45,1.18,1.32,0.13,1.27,1.05,1.01,1.16,0.93,0.79,0.83,0.12,1.08,0.0,0.83,0.0,0.09,0.68,0.0,0.69,0.54,0.57,0.71,0.0,0.45,0.54,0.31,0.33,0.36,0.41,0.37,0.27,0.27,0.27,0.28,0.27,0.31,0.3,0.29,0.21,0.23,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.1,0.1,0.11,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.0,0.04,0.04,0.03,4.92,3.98,5.37,2.16,1.64,1.15,1.11,0.72,0.4,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
12/06/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/07/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/08/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
12/09/2021,4.05,5.43,4.1,4.55,2.26,4.26,3.92,4.23,3.55,2.8,2.25,2.78,2.28,2.04,1.63,1.77,0.0,1.72,1.52,1.17,1.36,0.13,1.27,1.01,1.03,1.18,0.97,0.78,0.84,0.12,1.17,0.0,0.81,0.0,0.09,0.68,0.0,0.7,0.55,0.6,0.71,0.0,0.46,0.52,0.32,0.35,0.37,0.4,0.38,0.27,0.26,0.28,0.3,0.27,0.32,0.3,0.28,0.21,0.22,0.0,0.18,0.2,0.15,0.15,0.17,0.07,0.13,0.15,0.12,0.13,0.01,0.07,0.13,0.11,0.1,0.12,0.0,0.13,0.0,0.07,0.0,0.08,0.08,0.06,0.06,0.05,0.07,0.05,0.06,0.0,0.04,0.04,0.03,5.02,3.85,5.26,2.09,1.67,1.14,1.13,0.77,0.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
