,FSR,MP,SOFI,PRCH,GENI,ETWO,LAZR,QS,HYLN,PSFE,BTRS,OPEN,BFLY,CHPT,GOEV,CANO,CLOV,DM,AEVA,VLDR,n/a,SKLZ,DNMR,RIDE,APPH,HIMS,ALIT,PAYO,LCID,ASTR,STEM,MTTR,MVST,IS,PTRA,WE,DNA,AUR,EMBK,IONQ,MIR,NVTS,SUM
10/11/2021,4.59,3.89,4.87,3.22,3.35,4.25,4.05,4.78,0.0,3.77,0.0,4.72,3.77,3.89,4.35,3.99,3.84,3.76,3.42,0.0,0.0,3.41,0.0,0.0,0.0,0.0,3.82,3.75,5.46,3.54,4.31,4.33,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/12/2021,4.44,3.93,4.71,3.33,3.58,4.2,4.03,4.9,0.0,3.66,0.0,5.13,3.73,3.95,4.19,3.57,4.06,3.85,3.3,0.0,0.0,3.19,0.0,0.0,0.0,0.0,3.84,3.74,5.18,3.59,4.38,4.61,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,4.44,3.93,4.71,3.33,3.58,4.2,4.03,4.9,0.0,3.66,0.0,5.13,3.73,3.95,4.19,3.57,4.06,3.85,3.3,0.0,0.0,3.19,0.0,0.0,0.0,0.0,3.84,3.74,5.18,3.59,4.38,4.61,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/14/2021,4.44,3.93,4.71,3.33,3.58,4.2,4.03,4.9,0.0,3.66,0.0,5.13,3.73,3.95,4.19,3.57,4.06,3.85,3.3,0.0,0.0,3.19,0.0,0.0,0.0,0.0,3.84,3.74,5.18,3.59,4.38,4.61,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/15/2021,0.0,4.12,4.56,3.83,3.87,3.93,4.0,3.99,0.0,3.92,0.0,4.07,4.0,4.15,0.0,3.8,4.13,3.88,3.96,0.0,0.0,3.99,0.0,0.0,0.0,0.0,4.02,3.95,3.99,3.85,3.98,3.99,3.94,4.1,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
10/18/2021,0.0,4.19,4.09,3.83,3.78,3.88,4.12,4.03,0.0,4.03,0.0,4.19,3.94,4.19,0.0,3.92,3.98,3.91,4.09,0.0,0.0,4.26,0.0,0.0,0.0,0.0,4.0,3.95,3.79,4.2,4.02,3.59,3.78,4.1,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/19/2021,0.0,4.36,4.18,3.96,3.94,3.78,3.99,3.98,0.0,4.25,0.0,4.17,3.84,4.12,0.0,3.88,3.9,3.78,3.99,0.0,0.0,4.16,0.0,0.0,0.0,0.0,3.93,3.93,4.03,4.34,3.84,3.36,3.83,4.33,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/20/2021,0.0,4.36,4.18,3.96,3.94,3.78,3.99,3.98,0.0,4.25,0.0,4.17,3.84,4.12,0.0,3.88,3.9,3.78,3.99,0.0,0.0,4.16,0.0,0.0,0.0,0.0,3.93,3.93,4.03,4.34,3.84,3.36,3.83,4.33,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/21/2021,0.0,4.36,4.49,3.9,3.75,3.68,3.97,4.07,0.0,4.19,0.0,4.29,3.65,4.15,0.0,3.76,3.88,3.76,3.89,0.0,0.0,4.18,0.0,0.0,0.0,0.0,3.72,3.95,4.24,4.56,3.83,3.27,4.13,4.28,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/22/2021,0.0,4.36,4.49,3.9,3.75,3.68,3.97,4.07,0.0,4.19,0.0,4.29,3.65,4.15,0.0,3.76,3.88,3.76,3.89,0.0,0.0,4.18,0.0,0.0,0.0,0.0,3.72,3.95,4.24,4.56,3.83,3.27,4.13,4.28,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/25/2021,0.0,4.52,4.42,3.91,4.12,3.88,4.01,4.04,0.0,4.26,0.0,4.08,3.64,4.31,0.0,3.93,3.76,3.84,3.94,0.0,0.0,4.26,0.0,0.0,0.0,0.0,3.68,3.74,3.95,4.48,3.77,3.35,3.97,4.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/26/2021,0.0,4.37,4.36,3.8,3.85,4.06,4.0,3.96,0.0,4.34,0.0,4.07,3.69,4.43,0.0,3.96,3.73,3.92,3.96,0.0,0.0,4.56,0.0,0.0,0.0,0.0,3.62,3.65,3.95,4.51,3.76,3.43,3.92,4.1,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/27/2021,0.0,4.37,4.36,3.8,3.85,4.06,4.0,3.96,0.0,4.34,0.0,4.07,3.69,4.43,0.0,3.96,3.73,3.92,3.96,0.0,0.0,4.56,0.0,0.0,0.0,0.0,3.62,3.65,3.95,4.51,3.76,3.43,3.92,4.1,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/28/2021,0.0,4.37,4.36,3.8,3.85,4.06,4.0,3.96,0.0,4.34,0.0,4.07,3.69,4.43,0.0,3.96,3.73,3.92,3.96,0.0,0.0,4.56,0.0,0.0,0.0,0.0,3.62,3.65,3.95,4.51,3.76,3.43,3.92,4.1,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/29/2021,0.0,4.37,4.36,3.8,3.85,4.06,4.0,3.96,0.0,4.34,0.0,4.07,3.69,4.43,0.0,3.96,3.73,3.92,3.96,0.0,0.0,4.56,0.0,0.0,0.0,0.0,3.62,3.65,3.95,4.51,3.76,3.43,3.92,4.1,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/01/2021,0.0,4.37,4.36,3.8,3.85,4.06,4.0,3.96,0.0,4.34,0.0,4.07,3.69,4.43,0.0,3.96,3.73,3.92,3.96,0.0,0.0,4.56,0.0,0.0,0.0,0.0,3.62,3.65,3.95,4.51,3.76,3.43,3.92,4.1,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/02/2021,0.0,4.37,4.36,3.8,3.85,4.06,4.0,3.96,0.0,4.34,0.0,4.07,3.69,4.43,0.0,3.96,3.73,3.92,3.96,0.0,0.0,4.56,0.0,0.0,0.0,0.0,3.62,3.65,3.95,4.51,3.76,3.43,3.92,4.1,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/03/2021,0.0,4.37,4.36,3.8,3.85,4.06,4.0,3.96,0.0,4.34,0.0,4.07,3.69,4.43,0.0,3.96,3.73,3.92,3.96,0.0,0.0,4.56,0.0,0.0,0.0,0.0,3.62,3.65,3.95,4.51,3.76,3.43,3.92,4.1,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/04/2021,0.0,4.37,4.36,3.8,3.85,4.06,4.0,3.96,0.0,4.34,0.0,4.07,3.69,4.43,0.0,3.96,3.73,3.92,3.96,0.0,0.0,4.56,0.0,0.0,0.0,0.0,3.62,3.65,3.95,4.51,3.76,3.43,3.92,4.1,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/05/2021,0.0,4.37,4.36,3.8,3.85,4.06,4.0,3.96,0.0,4.34,0.0,4.07,3.69,4.43,0.0,3.96,3.73,3.92,3.96,0.0,0.0,4.56,0.0,0.0,0.0,0.0,3.62,3.65,3.95,4.51,3.76,3.43,3.92,4.1,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/08/2021,0.0,3.97,4.39,4.68,3.64,3.67,4.01,4.64,0.0,3.74,0.0,3.29,3.41,4.6,0.0,3.3,3.42,4.3,3.87,0.0,0.0,5.27,0.0,0.0,0.0,0.0,3.4,3.19,5.43,4.41,3.85,3.72,3.99,3.63,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/09/2021,0.0,4.19,4.34,4.71,3.45,3.71,3.84,4.57,0.0,3.61,0.0,3.54,3.35,4.6,0.0,3.3,3.46,4.19,3.8,0.0,0.0,4.82,0.0,0.0,0.0,0.0,3.41,3.16,6.24,4.45,3.8,3.5,4.23,3.69,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/10/2021,0.0,4.19,4.34,4.71,3.45,3.71,3.84,4.57,0.0,3.61,0.0,3.54,3.35,4.6,0.0,3.3,3.46,4.19,3.8,0.0,0.0,4.82,0.0,0.0,0.0,0.0,3.41,3.16,6.24,4.45,3.8,3.5,4.23,3.69,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/11/2021,0.0,4.19,4.34,4.71,3.45,3.71,3.84,4.57,0.0,3.61,0.0,3.54,3.35,4.6,0.0,3.3,3.46,4.19,3.8,0.0,0.0,4.82,0.0,0.0,0.0,0.0,3.41,3.16,6.24,4.45,3.8,3.5,4.23,3.69,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/12/2021,0.0,4.53,4.16,4.49,3.21,3.5,3.81,5.27,0.0,3.67,0.0,3.31,3.12,4.89,0.0,3.2,3.35,4.25,3.83,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.26,3.06,6.52,4.17,3.66,3.41,4.21,3.65,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/15/2021,0.0,4.69,4.1,4.58,3.21,3.56,4.44,5.21,0.0,3.58,0.0,3.21,3.02,4.64,0.0,3.62,3.19,4.13,3.68,0.0,0.0,5.08,0.0,0.0,0.0,0.0,3.54,3.02,6.45,4.32,3.42,3.38,4.06,3.81,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/16/2021,0.0,4.69,4.1,4.58,3.21,3.56,4.44,5.21,0.0,3.58,0.0,3.21,3.02,4.64,0.0,3.62,3.19,4.13,3.68,0.0,0.0,5.08,0.0,0.0,0.0,0.0,3.54,3.02,6.45,4.32,3.42,3.38,4.06,3.81,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/17/2021,0.0,4.69,4.1,4.58,3.21,3.56,4.44,5.21,0.0,3.58,0.0,3.21,3.02,4.64,0.0,3.62,3.19,4.13,3.68,0.0,0.0,5.08,0.0,0.0,0.0,0.0,3.54,3.02,6.45,4.32,3.42,3.38,4.06,3.81,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/18/2021,0.0,4.69,4.1,4.58,3.21,3.56,4.44,5.21,0.0,3.58,0.0,3.21,3.02,4.64,0.0,3.62,3.19,4.13,3.68,0.0,0.0,5.08,0.0,0.0,0.0,0.0,3.54,3.02,6.45,4.32,3.42,3.38,4.06,3.81,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/19/2021,0.0,0.0,4.0,4.02,3.88,4.07,4.5,0.0,0.0,4.0,0.0,3.87,3.44,3.99,0.0,3.89,4.2,3.69,4.11,0.0,0.0,3.77,0.0,0.0,0.0,0.0,3.96,4.15,4.07,3.96,4.0,4.85,3.79,3.62,4.08,4.11,3.98,0.0,0.0,0.0,0.0,0.0,100.0
11/22/2021,0.0,0.0,3.76,4.32,3.83,4.31,4.23,0.0,0.0,3.91,0.0,3.67,3.93,4.04,0.0,3.7,3.83,3.12,4.04,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.96,4.18,5.0,3.85,3.9,5.07,3.79,3.53,4.13,3.94,4.27,0.0,0.0,0.0,0.0,0.0,100.01
11/23/2021,0.0,0.0,3.76,4.32,3.83,4.31,4.23,0.0,0.0,3.91,0.0,3.67,3.93,4.04,0.0,3.7,3.83,3.12,4.04,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.96,4.18,5.0,3.85,3.9,5.07,3.79,3.53,4.13,3.94,4.27,0.0,0.0,0.0,0.0,0.0,100.01
11/24/2021,0.0,0.0,3.85,4.56,3.81,4.47,4.25,0.0,0.0,3.8,0.0,3.79,4.09,4.15,0.0,3.75,3.34,3.44,4.08,0.0,0.0,3.66,0.0,0.0,0.0,0.0,4.06,4.16,4.57,3.93,3.66,5.25,3.64,3.67,4.24,3.87,3.94,0.0,0.0,0.0,0.0,0.0,100.03
11/25/2021,0.0,0.0,3.51,4.31,3.65,4.32,4.05,0.0,0.0,3.79,0.0,3.38,3.8,4.34,0.0,3.47,3.23,3.34,4.95,0.0,0.0,3.34,0.0,0.0,0.0,0.0,3.94,3.96,4.97,4.49,3.85,5.0,3.81,3.52,4.21,4.35,4.44,0.0,0.0,0.0,0.0,0.0,100.02
11/26/2021,0.0,0.0,3.51,4.31,3.65,4.32,4.05,0.0,0.0,3.79,0.0,3.38,3.8,4.34,0.0,3.47,3.23,3.34,4.95,0.0,0.0,3.34,0.0,0.0,0.0,0.0,3.94,3.96,4.97,4.49,3.85,5.0,3.81,3.52,4.21,4.35,4.44,0.0,0.0,0.0,0.0,0.0,100.02
