,HPQ,DELL,NTAP,WSM,SYF,PWR,QRVO,IPG,CARR,PHM,LB,CE,LEN,CBRE,COF,LKQ,ARW,IP,MHK,BBY,TGT,LPLA,CINF,EPAM,AGCO,LH,TPX,IT,CTSH,UHS,NUE,AES,CTVA,MOS,DECK,JBL,WHR,TER,OGN,MXIM,KLAC,EXPD,SNA,GPC,BC,TSCO,URI,DHI,DKS,PINS,KIM,JLL,RS,VIAC,GNRC,MU,F,HIG,DOW,LPX,EXP,ENTG,HCA,TROW,EVR,ETSY,FNF,DFS,RJF,AFL,WRK,ALL,DAR,MTZ,OMC,FL,AYI,AAP,NXST,HPE,MOH,YETI,AMAT,DXC,ANTM,ZBRA,WSO,CDW,OMF,ALLY,PNR,TOL,PGR,FTNT,TRGP,EBAY,ENPH,AN,DOX,SWKS,J,RHI,SNX,BERY,UTHR,MAN,TT,ON,DLTR,GM,EMN,ALGN,MTG,SF,QRTEA,CF,NCR,TDC,OC,FND,CRWD,ALXN,POOL,KSS,AMG,LAZ,SEE,JEF,JCI,CMI,STLD,BIO,EOG,NUAN,HOG,ORLY,PII,TTC,GWW,WY,SLM,W,LRCX,CC,AMP,ORI,OKE,AFG,AOS,ROKU,LUMN,SPG,JBHT,AVY,WMS,NXPI,MLM,R,AVT,AA,CCK,MTCH,HUM,VRT,NWL,MPWR,WAT,MTD,SWK,KSU,FFIV,IVZ,NVR,PKI,OTIS,DGX,ACGL,MKSI,CDNS,HZNP,SMG,MDU,VMI,UHAL,TSN,RH,PKG,FBHS,ITT,NLSN,BRKS,EXR,LII,IDXX,CI,VICI,FIVE,TPL,HSIC,JAZZ,DVA,APH,KR,GLW,IRM,MIDD,TRV,CSL,MRNA,4970.T,DOV,MCK,GRMN,ALB,FAF,BBWI WI,AMD,TXT,BLDR,TRMB,PRU,WST,SNPS,ETN,LBEUR,GVMXX,DTE,PANW,ULTA,ADI,ODFL,ACI,VNT,AVTR,AJG,n/a,SIVB,AZO,CRL,RF,WAL,SPB,MET,PFG,SUM
07/23/2021,1.08,0.71,0.67,0.6,0.58,0.57,0.5,0.49,0.51,0.43,0.43,0.44,0.43,0.41,0.43,0.42,0.41,0.41,0.39,0.41,0.43,0.38,0.39,0.41,0.37,0.38,0.36,0.37,0.36,0.36,0.36,0.34,0.34,0.35,0.35,0.34,0.35,0.34,0.33,0.33,0.33,0.35,0.34,0.34,0.32,0.32,0.32,0.31,0.31,0.28,0.3,0.31,0.3,0.29,0.32,0.29,0.28,0.3,0.28,0.27,0.28,0.28,0.3,0.28,0.26,0.28,0.28,0.28,0.27,0.28,0.27,0.27,0.27,0.27,0.27,0.25,0.27,0.27,0.26,0.26,0.27,0.26,0.26,0.26,0.27,0.25,0.26,0.26,0.26,0.26,0.27,0.25,0.25,0.27,0.24,0.26,0.23,0.28,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.24,0.25,0.23,0.24,0.23,0.23,0.24,0.23,0.23,0.22,0.22,0.22,0.23,0.22,0.23,0.22,0.23,0.23,0.21,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.19,0.22,0.2,0.22,0.21,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.18,0.21,0.2,0.19,0.19,0.19,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.17,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.0,0.17,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.18,0.17,0.17,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.58
07/26/2021,1.06,0.72,0.65,0.58,0.57,0.58,0.5,0.53,0.53,0.43,0.46,0.43,0.43,0.43,0.44,0.43,0.42,0.4,0.4,0.41,0.43,0.4,0.39,0.41,0.38,0.38,0.36,0.37,0.36,0.37,0.37,0.34,0.35,0.35,0.36,0.34,0.35,0.35,0.35,0.33,0.35,0.35,0.33,0.34,0.33,0.32,0.33,0.31,0.32,0.28,0.31,0.33,0.31,0.29,0.31,0.28,0.28,0.29,0.28,0.28,0.28,0.29,0.33,0.29,0.27,0.29,0.28,0.29,0.27,0.28,0.26,0.27,0.28,0.27,0.25,0.26,0.27,0.27,0.26,0.26,0.27,0.27,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.25,0.24,0.27,0.25,0.26,0.24,0.3,0.24,0.25,0.25,0.24,0.24,0.24,0.25,0.23,0.26,0.23,0.24,0.23,0.23,0.24,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.25,0.23,0.0,0.22,0.21,0.22,0.21,0.21,0.22,0.22,0.22,0.22,0.22,0.19,0.21,0.19,0.22,0.21,0.21,0.22,0.21,0.2,0.19,0.21,0.2,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.19,0.2,0.19,0.21,0.19,0.2,0.19,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.19,0.18,0.17,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.0,0.18,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.18,0.0,0.17,0.18,0.0,0.0,0.2,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.87
07/27/2021,1.06,0.72,0.65,0.59,0.57,0.58,0.5,0.55,0.53,0.44,0.47,0.44,0.44,0.43,0.43,0.43,0.42,0.39,0.41,0.42,0.43,0.4,0.39,0.41,0.38,0.38,0.36,0.37,0.37,0.37,0.36,0.33,0.34,0.35,0.36,0.34,0.35,0.35,0.33,0.33,0.35,0.35,0.34,0.34,0.33,0.32,0.33,0.32,0.33,0.29,0.31,0.33,0.31,0.29,0.31,0.28,0.28,0.29,0.28,0.28,0.28,0.29,0.33,0.29,0.27,0.29,0.28,0.29,0.27,0.28,0.26,0.27,0.27,0.27,0.25,0.26,0.26,0.28,0.26,0.26,0.27,0.28,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.26,0.24,0.28,0.24,0.27,0.23,0.3,0.24,0.25,0.25,0.26,0.24,0.24,0.24,0.23,0.26,0.23,0.24,0.22,0.23,0.25,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.25,0.23,0.0,0.22,0.21,0.22,0.21,0.21,0.22,0.22,0.21,0.22,0.22,0.19,0.21,0.19,0.22,0.21,0.21,0.22,0.21,0.19,0.19,0.21,0.19,0.2,0.2,0.19,0.2,0.19,0.21,0.18,0.19,0.2,0.19,0.21,0.19,0.2,0.19,0.2,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.19,0.2,0.19,0.18,0.17,0.19,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.0,0.17,0.0,0.18,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.17,0.18,0.17,0.0,0.18,0.0,0.17,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.96000000000001
07/28/2021,1.06,0.72,0.65,0.59,0.57,0.58,0.5,0.55,0.53,0.44,0.47,0.44,0.44,0.43,0.43,0.43,0.42,0.39,0.41,0.42,0.43,0.4,0.39,0.41,0.38,0.38,0.36,0.37,0.37,0.37,0.36,0.33,0.34,0.35,0.36,0.34,0.35,0.35,0.33,0.33,0.35,0.35,0.34,0.34,0.33,0.32,0.33,0.32,0.33,0.29,0.31,0.33,0.31,0.29,0.31,0.28,0.28,0.29,0.28,0.28,0.28,0.29,0.33,0.29,0.27,0.29,0.28,0.29,0.27,0.28,0.26,0.27,0.27,0.27,0.25,0.26,0.26,0.28,0.26,0.26,0.27,0.28,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.26,0.24,0.28,0.24,0.27,0.23,0.3,0.24,0.25,0.25,0.26,0.24,0.24,0.24,0.23,0.26,0.23,0.24,0.22,0.23,0.25,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.25,0.23,0.0,0.22,0.21,0.22,0.21,0.21,0.22,0.22,0.21,0.22,0.22,0.19,0.21,0.19,0.22,0.21,0.21,0.22,0.21,0.19,0.19,0.21,0.19,0.2,0.2,0.19,0.2,0.19,0.21,0.18,0.19,0.2,0.19,0.21,0.19,0.2,0.19,0.2,0.19,0.18,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.19,0.2,0.19,0.18,0.17,0.19,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.0,0.17,0.0,0.18,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.17,0.18,0.17,0.0,0.18,0.0,0.17,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.96000000000001
07/29/2021,1.07,0.71,0.66,0.58,0.58,0.57,0.49,0.55,0.53,0.44,0.46,0.44,0.43,0.44,0.44,0.43,0.42,0.4,0.4,0.42,0.43,0.4,0.39,0.41,0.38,0.37,0.36,0.38,0.37,0.37,0.38,0.33,0.34,0.35,0.37,0.35,0.35,0.35,0.33,0.33,0.35,0.34,0.33,0.34,0.33,0.32,0.34,0.32,0.33,0.29,0.31,0.33,0.31,0.3,0.31,0.28,0.28,0.29,0.29,0.28,0.28,0.29,0.33,0.29,0.27,0.29,0.28,0.29,0.27,0.28,0.27,0.27,0.28,0.26,0.25,0.26,0.27,0.27,0.26,0.27,0.27,0.28,0.27,0.27,0.25,0.26,0.26,0.26,0.26,0.27,0.26,0.25,0.24,0.27,0.25,0.26,0.23,0.29,0.24,0.25,0.25,0.26,0.24,0.24,0.24,0.23,0.26,0.23,0.24,0.23,0.23,0.24,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.25,0.23,0.0,0.23,0.21,0.22,0.21,0.21,0.22,0.22,0.21,0.22,0.22,0.19,0.21,0.19,0.22,0.22,0.21,0.21,0.21,0.19,0.19,0.21,0.2,0.2,0.2,0.19,0.21,0.19,0.22,0.19,0.19,0.2,0.19,0.21,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.2,0.2,0.18,0.18,0.17,0.19,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.0,0.17,0.0,0.18,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.17,0.18,0.17,0.0,0.18,0.0,0.17,0.21,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
07/30/2021,1.07,0.71,0.66,0.58,0.58,0.57,0.48,0.55,0.53,0.44,0.47,0.45,0.44,0.45,0.44,0.42,0.42,0.4,0.4,0.42,0.43,0.4,0.39,0.41,0.38,0.38,0.35,0.38,0.37,0.38,0.38,0.34,0.35,0.35,0.36,0.34,0.35,0.34,0.33,0.32,0.34,0.34,0.33,0.34,0.32,0.32,0.34,0.32,0.32,0.28,0.31,0.34,0.31,0.29,0.31,0.27,0.28,0.29,0.29,0.28,0.28,0.28,0.33,0.29,0.27,0.28,0.29,0.29,0.27,0.28,0.27,0.27,0.28,0.26,0.26,0.26,0.27,0.28,0.26,0.27,0.27,0.28,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.25,0.25,0.27,0.24,0.26,0.23,0.3,0.24,0.24,0.25,0.27,0.24,0.24,0.24,0.24,0.26,0.23,0.24,0.23,0.23,0.24,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.25,0.22,0.0,0.23,0.21,0.22,0.21,0.21,0.22,0.22,0.21,0.22,0.23,0.19,0.21,0.19,0.22,0.21,0.21,0.22,0.21,0.19,0.18,0.21,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.19,0.19,0.2,0.19,0.21,0.19,0.2,0.19,0.2,0.2,0.19,0.19,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.17,0.2,0.17,0.18,0.2,0.19,0.19,0.18,0.0,0.18,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.0,0.17,0.0,0.18,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.17,0.18,0.17,0.17,0.18,0.0,0.17,0.2,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.99
08/02/2021,1.07,0.71,0.66,0.59,0.58,0.58,0.49,0.54,0.53,0.43,0.46,0.44,0.43,0.45,0.43,0.42,0.43,0.4,0.4,0.42,0.43,0.41,0.38,0.41,0.38,0.38,0.34,0.37,0.37,0.38,0.38,0.34,0.35,0.35,0.36,0.35,0.35,0.33,0.33,0.32,0.34,0.33,0.33,0.33,0.32,0.32,0.34,0.31,0.32,0.29,0.31,0.35,0.31,0.29,0.3,0.28,0.28,0.29,0.29,0.28,0.29,0.29,0.33,0.28,0.26,0.28,0.28,0.29,0.27,0.28,0.27,0.27,0.29,0.27,0.25,0.26,0.27,0.27,0.27,0.27,0.27,0.28,0.27,0.27,0.26,0.26,0.25,0.26,0.26,0.27,0.27,0.25,0.24,0.27,0.25,0.26,0.24,0.3,0.24,0.25,0.25,0.27,0.24,0.24,0.24,0.24,0.26,0.23,0.24,0.23,0.23,0.24,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.26,0.22,0.0,0.23,0.21,0.21,0.21,0.21,0.22,0.22,0.21,0.22,0.23,0.19,0.21,0.18,0.22,0.2,0.21,0.21,0.21,0.19,0.19,0.21,0.2,0.21,0.2,0.19,0.2,0.2,0.21,0.18,0.19,0.2,0.2,0.2,0.19,0.2,0.19,0.2,0.2,0.19,0.19,0.18,0.19,0.19,0.21,0.2,0.2,0.18,0.17,0.2,0.17,0.18,0.2,0.19,0.19,0.18,0.17,0.19,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.0,0.17,0.0,0.18,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.17,0.18,0.0,0.0,0.18,0.0,0.17,0.22,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.94
08/03/2021,1.07,0.71,0.66,0.58,0.59,0.58,0.5,0.53,0.55,0.45,0.47,0.44,0.45,0.46,0.44,0.43,0.43,0.39,0.41,0.42,0.43,0.41,0.39,0.41,0.38,0.39,0.39,0.37,0.39,0.38,0.4,0.33,0.35,0.36,0.36,0.35,0.36,0.34,0.32,0.33,0.34,0.33,0.33,0.33,0.33,0.31,0.33,0.32,0.33,0.27,0.31,0.35,0.32,0.29,0.29,0.28,0.28,0.3,0.29,0.28,0.29,0.29,0.33,0.28,0.27,0.28,0.28,0.29,0.27,0.29,0.26,0.27,0.28,0.27,0.25,0.25,0.27,0.27,0.27,0.27,0.26,0.28,0.26,0.27,0.26,0.26,0.25,0.26,0.26,0.27,0.27,0.26,0.24,0.27,0.25,0.26,0.24,0.3,0.24,0.25,0.25,0.27,0.24,0.24,0.24,0.24,0.26,0.24,0.24,0.23,0.23,0.26,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.26,0.22,0.0,0.23,0.21,0.21,0.22,0.21,0.22,0.22,0.21,0.23,0.22,0.19,0.21,0.18,0.21,0.2,0.21,0.21,0.21,0.19,0.18,0.2,0.2,0.21,0.2,0.19,0.2,0.2,0.2,0.18,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.18,0.19,0.18,0.19,0.2,0.21,0.2,0.2,0.18,0.17,0.2,0.17,0.18,0.21,0.19,0.19,0.18,0.0,0.19,0.19,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.17,0.18,0.17,0.0,0.18,0.0,0.17,0.21,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.16
08/04/2021,1.08,0.71,0.66,0.56,0.58,0.58,0.48,0.54,0.56,0.45,0.48,0.45,0.44,0.47,0.43,0.42,0.43,0.39,0.41,0.41,0.43,0.4,0.39,0.41,0.39,0.39,0.39,0.37,0.39,0.38,0.4,0.33,0.34,0.36,0.37,0.36,0.35,0.34,0.32,0.33,0.38,0.34,0.33,0.33,0.34,0.31,0.34,0.32,0.32,0.22,0.31,0.35,0.32,0.28,0.29,0.28,0.28,0.3,0.29,0.28,0.29,0.29,0.33,0.28,0.26,0.26,0.28,0.29,0.27,0.28,0.26,0.27,0.28,0.27,0.25,0.25,0.28,0.27,0.27,0.27,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.28,0.26,0.24,0.27,0.24,0.24,0.25,0.31,0.24,0.23,0.25,0.27,0.24,0.24,0.24,0.24,0.26,0.25,0.24,0.23,0.23,0.27,0.23,0.24,0.22,0.22,0.22,0.24,0.22,0.26,0.21,0.0,0.23,0.21,0.21,0.22,0.22,0.22,0.22,0.21,0.23,0.23,0.19,0.21,0.18,0.22,0.2,0.21,0.21,0.2,0.19,0.0,0.21,0.2,0.21,0.2,0.18,0.2,0.2,0.19,0.18,0.19,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.21,0.18,0.19,0.18,0.19,0.18,0.22,0.2,0.19,0.18,0.18,0.2,0.17,0.18,0.21,0.2,0.19,0.18,0.0,0.19,0.18,0.17,0.18,0.18,0.18,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.17,0.0,0.17,0.0,0.17,0.0,0.0,0.18,0.0,0.0,0.18,0.18,0.17,0.0,0.18,0.0,0.17,0.22,0.0,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.15
08/05/2021,1.09,0.71,0.67,0.58,0.57,0.57,0.49,0.55,0.55,0.45,0.0,0.44,0.45,0.47,0.43,0.43,0.43,0.39,0.41,0.41,0.42,0.4,0.4,0.41,0.39,0.39,0.39,0.38,0.39,0.38,0.39,0.32,0.34,0.35,0.38,0.35,0.35,0.35,0.33,0.33,0.37,0.33,0.33,0.33,0.34,0.31,0.33,0.33,0.33,0.22,0.31,0.35,0.31,0.28,0.28,0.28,0.28,0.3,0.28,0.27,0.29,0.29,0.33,0.29,0.26,0.26,0.28,0.29,0.27,0.28,0.26,0.27,0.28,0.26,0.25,0.25,0.27,0.27,0.27,0.27,0.28,0.28,0.27,0.28,0.26,0.26,0.25,0.27,0.26,0.26,0.28,0.27,0.24,0.28,0.24,0.25,0.24,0.3,0.24,0.24,0.25,0.27,0.24,0.24,0.23,0.24,0.26,0.27,0.24,0.23,0.23,0.27,0.23,0.24,0.22,0.21,0.22,0.24,0.22,0.26,0.22,0.0,0.23,0.21,0.21,0.23,0.21,0.22,0.22,0.21,0.23,0.23,0.18,0.21,0.18,0.22,0.2,0.21,0.21,0.21,0.19,0.0,0.21,0.2,0.21,0.2,0.18,0.2,0.2,0.19,0.18,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.18,0.19,0.18,0.19,0.18,0.22,0.2,0.2,0.18,0.17,0.2,0.17,0.18,0.21,0.2,0.19,0.18,0.0,0.19,0.18,0.0,0.18,0.18,0.18,0.17,0.0,0.18,0.17,0.18,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.18,0.17,0.0,0.18,0.0,0.17,0.21,0.0,0.17,0.17,0.17,0.18,0.17,0.48,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.16000000000001
08/06/2021,1.09,0.72,0.67,0.58,0.57,0.58,0.49,0.55,0.57,0.45,0.0,0.44,0.45,0.46,0.43,0.43,0.43,0.39,0.41,0.42,0.43,0.39,0.39,0.42,0.4,0.39,0.38,0.41,0.39,0.38,0.4,0.33,0.34,0.36,0.38,0.36,0.35,0.34,0.32,0.32,0.37,0.33,0.33,0.33,0.34,0.32,0.34,0.33,0.33,0.22,0.3,0.35,0.32,0.27,0.28,0.29,0.28,0.3,0.28,0.28,0.29,0.29,0.33,0.29,0.25,0.26,0.27,0.29,0.27,0.28,0.26,0.27,0.28,0.26,0.25,0.25,0.27,0.27,0.26,0.27,0.28,0.28,0.27,0.29,0.26,0.26,0.25,0.26,0.26,0.26,0.28,0.26,0.25,0.29,0.24,0.24,0.25,0.3,0.23,0.24,0.24,0.27,0.24,0.24,0.23,0.24,0.27,0.28,0.24,0.23,0.23,0.26,0.23,0.23,0.22,0.21,0.21,0.24,0.22,0.26,0.21,0.0,0.23,0.21,0.21,0.22,0.22,0.22,0.22,0.21,0.23,0.23,0.19,0.21,0.18,0.22,0.21,0.21,0.21,0.21,0.19,0.0,0.21,0.2,0.21,0.19,0.18,0.2,0.2,0.18,0.18,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.18,0.18,0.18,0.19,0.18,0.22,0.2,0.2,0.18,0.17,0.21,0.17,0.18,0.21,0.2,0.19,0.18,0.0,0.19,0.18,0.0,0.18,0.18,0.18,0.17,0.0,0.18,0.18,0.18,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.19,0.17,0.0,0.18,0.0,0.17,0.24,0.0,0.17,0.17,0.17,0.17,0.0,0.39,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17999999999999
08/09/2021,1.08,0.72,0.67,0.58,0.59,0.59,0.49,0.56,0.57,0.43,0.0,0.43,0.44,0.47,0.43,0.42,0.43,0.38,0.41,0.42,0.43,0.4,0.38,0.43,0.4,0.39,0.38,0.42,0.38,0.36,0.39,0.34,0.33,0.35,0.38,0.35,0.35,0.34,0.32,0.33,0.38,0.33,0.33,0.32,0.34,0.32,0.33,0.32,0.33,0.23,0.37,0.39,0.3,0.29,0.28,0.3,0.27,0.31,0.28,0.28,0.29,0.29,0.33,0.29,0.26,0.25,0.29,0.29,0.27,0.28,0.26,0.26,0.28,0.26,0.25,0.24,0.27,0.26,0.27,0.27,0.27,0.3,0.27,0.26,0.25,0.27,0.25,0.27,0.25,0.26,0.28,0.26,0.24,0.3,0.24,0.24,0.24,0.3,0.23,0.23,0.24,0.27,0.25,0.23,0.26,0.24,0.25,0.28,0.24,0.22,0.23,0.26,0.24,0.24,0.21,0.21,0.19,0.24,0.22,0.27,0.22,0.0,0.23,0.21,0.22,0.23,0.22,0.22,0.22,0.2,0.22,0.24,0.18,0.21,0.18,0.22,0.2,0.21,0.2,0.21,0.19,0.18,0.21,0.2,0.21,0.2,0.18,0.21,0.2,0.18,0.0,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.18,0.17,0.17,0.19,0.18,0.22,0.21,0.2,0.18,0.18,0.2,0.17,0.19,0.21,0.2,0.19,0.18,0.0,0.19,0.19,0.0,0.18,0.18,0.19,0.0,0.17,0.18,0.17,0.18,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.0,0.0,0.18,0.0,0.17,0.25,0.0,0.17,0.0,0.18,0.18,0.17,0.37,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2
08/10/2021,1.08,0.72,0.68,0.57,0.6,0.58,0.49,0.56,0.57,0.43,0.36,0.44,0.43,0.47,0.44,0.42,0.43,0.39,0.42,0.42,0.42,0.41,0.39,0.44,0.4,0.39,0.38,0.41,0.38,0.36,0.39,0.33,0.36,0.36,0.38,0.35,0.35,0.34,0.32,0.33,0.38,0.32,0.33,0.32,0.34,0.32,0.34,0.32,0.33,0.22,0.37,0.4,0.31,0.29,0.28,0.3,0.27,0.31,0.28,0.29,0.29,0.29,0.33,0.29,0.26,0.25,0.29,0.3,0.27,0.29,0.26,0.26,0.29,0.24,0.25,0.24,0.28,0.26,0.27,0.27,0.27,0.29,0.27,0.27,0.25,0.27,0.25,0.27,0.25,0.27,0.29,0.26,0.25,0.3,0.24,0.23,0.23,0.29,0.23,0.23,0.24,0.27,0.25,0.23,0.27,0.24,0.25,0.28,0.23,0.22,0.23,0.26,0.24,0.24,0.2,0.21,0.2,0.23,0.22,0.25,0.22,0.0,0.23,0.22,0.21,0.22,0.22,0.23,0.22,0.2,0.23,0.24,0.18,0.21,0.18,0.21,0.2,0.21,0.2,0.21,0.19,0.18,0.21,0.2,0.22,0.2,0.18,0.21,0.2,0.17,0.0,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.21,0.18,0.0,0.17,0.19,0.18,0.22,0.2,0.2,0.18,0.18,0.2,0.17,0.18,0.21,0.19,0.19,0.19,0.0,0.19,0.19,0.0,0.18,0.18,0.19,0.0,0.0,0.18,0.17,0.18,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.18,0.18,0.18,0.0,0.17,0.18,0.0,0.17,0.25,0.0,0.17,0.0,0.18,0.19,0.17,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.260000000000005
