,AAPL,MSFT,GOOGL,GOOG,NVDA,FB,ADBE,CRM,INTC,CSCO,AVGO,TXN,QCOM,ORCL,INTU,AMAT,IBM,AMD,NOW,MU,LRCX,ZM,ADSK,SNAP,TWLO,ADI,TWTR,DOCU,NXPI,CRWD,KLAC,MRVL,WDAY,EBAY,VEEV,MTCH,SNPS,MCHP,CDNS,MSI,PANW,HPQ,CTSH,XLNX,FTNT,TTD,SWKS,OKTA,ANSS,EPAM,MXIM,HUBS,ENPH,ETSY,CDW,DELL,RNG,CERN,VRSN,SPLK,DDOG,WORK,GRMN,IT,QRVO,WDC,TER,NET,ANET,MDB,COUP,TYL,XTSLA,Z,AKAM,PAYC,HPE,NTAP,ZEN,ON,SSNC,MPWR,ZS,STX,NLOK,NUAN,PTC,ENTG,CTXS,SEDG,AVLR,SNOW,GDDY,FICO,LUMN,CDAY,FIVN,VMW,BKI,IAC,BILL,PLTR,DT,CREE,FFIV,DXC,PFPT,DOX,AZPN,GWRE,ESTC,MANH,OLED,MKSI,DBX,LBTYK,CIEN,SMAR,JNPR,NTNX,PCTY,VMEO,PLAN,CHWY,SLAB,DLB,DASH,LITE,FEYE,AYX,POWI,PEGA,JCOM,CDK,FSLY,PSTG,CRUS,SNX,ZG,ACIW,SMTC,VIAV,BMBL,VRNT,XRX,NEWR,BLKB,LBTYA,U,UI,CARG,XM,ASAN,NCNO,BSY,WFFUT,ALGM,ANGI,MCFE,SATS,SWI,XASU1,IXTU1,USD,NABL WI,NABL,XASZ1,TEAM,ROP,APH,PINS,GLW,GLOB,LDOS,WIX,CLVT,JBL,ARW,CNXC,BRKS,VRT,CACI,IPGP,EVBG,SAIC,NCR,CHNG,TDC,NATI,AVT,MDLA,DNB,VRM,DCT,SWCH,SKLZ,JAMF,AI,PCOR,PYCR,DV,MSP,IXTZ1,WOLF,MNDT,KD WI,SUM
08/24/2021,18.32,18.07,5.4,5.15,4.5,4.37,2.69,2.15,1.82,2.13,1.68,1.48,1.39,1.4,1.29,1.01,1.08,1.1,1.03,0.68,0.7,0.62,0.64,0.59,0.48,0.53,0.43,0.48,0.49,0.41,0.43,0.43,0.39,0.41,0.38,0.31,0.42,0.34,0.38,0.35,0.31,0.29,0.35,0.31,0.35,0.29,0.26,0.25,0.27,0.31,0.24,0.25,0.2,0.22,0.24,0.21,0.18,0.21,0.18,0.21,0.25,0.0,0.22,0.23,0.18,0.16,0.16,0.2,0.18,0.17,0.14,0.17,0.13,0.13,0.16,0.2,0.17,0.16,0.12,0.15,0.15,0.18,0.16,0.15,0.13,0.14,0.12,0.13,0.11,0.12,0.12,0.14,0.1,0.11,0.1,0.12,0.1,0.11,0.1,0.09,0.11,0.09,0.1,0.08,0.1,0.08,0.09,0.09,0.07,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.06,0.08,0.04,0.07,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/25/2021,18.32,18.07,5.4,5.15,4.5,4.37,2.69,2.15,1.82,2.13,1.68,1.48,1.39,1.4,1.29,1.01,1.08,1.1,1.03,0.68,0.7,0.62,0.64,0.59,0.48,0.53,0.43,0.48,0.49,0.41,0.43,0.43,0.39,0.41,0.38,0.31,0.42,0.34,0.38,0.35,0.31,0.29,0.35,0.31,0.35,0.29,0.26,0.25,0.27,0.31,0.24,0.25,0.2,0.22,0.24,0.21,0.18,0.21,0.18,0.21,0.25,0.0,0.22,0.23,0.18,0.16,0.16,0.2,0.18,0.17,0.14,0.17,0.13,0.13,0.16,0.2,0.17,0.16,0.12,0.15,0.15,0.18,0.16,0.15,0.13,0.14,0.12,0.13,0.11,0.12,0.12,0.14,0.1,0.11,0.1,0.12,0.1,0.11,0.1,0.09,0.11,0.09,0.1,0.08,0.1,0.08,0.09,0.09,0.07,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.06,0.08,0.04,0.07,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/26/2021,18.24,17.82,5.43,5.18,4.68,4.35,2.69,2.15,1.84,2.11,1.69,1.48,1.39,1.39,1.29,1.03,1.07,1.13,1.05,0.69,0.71,0.62,0.63,0.61,0.48,0.54,0.44,0.48,0.5,0.42,0.43,0.43,0.39,0.41,0.38,0.32,0.42,0.35,0.38,0.35,0.31,0.29,0.35,0.32,0.36,0.29,0.26,0.25,0.27,0.3,0.25,0.25,0.2,0.21,0.24,0.21,0.18,0.2,0.18,0.2,0.25,0.0,0.22,0.22,0.18,0.16,0.17,0.2,0.17,0.17,0.14,0.17,0.13,0.13,0.16,0.2,0.16,0.15,0.12,0.15,0.15,0.18,0.16,0.16,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.15,0.1,0.11,0.1,0.12,0.1,0.11,0.1,0.09,0.12,0.1,0.1,0.09,0.1,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.06,0.08,0.05,0.07,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/27/2021,18.19,17.67,5.46,5.21,4.64,4.37,2.68,2.14,1.86,2.13,1.68,1.48,1.39,1.37,1.29,1.03,1.07,1.12,1.05,0.69,0.71,0.62,0.64,0.6,0.49,0.52,0.44,0.49,0.51,0.45,0.43,0.44,0.4,0.4,0.38,0.32,0.42,0.35,0.38,0.35,0.37,0.3,0.35,0.32,0.35,0.3,0.26,0.26,0.27,0.31,0.24,0.25,0.2,0.22,0.24,0.22,0.18,0.2,0.18,0.21,0.25,0.0,0.22,0.22,0.18,0.16,0.17,0.2,0.18,0.17,0.14,0.16,0.12,0.13,0.16,0.2,0.17,0.15,0.13,0.16,0.15,0.18,0.16,0.15,0.13,0.13,0.12,0.13,0.11,0.12,0.13,0.15,0.1,0.11,0.1,0.12,0.1,0.11,0.1,0.09,0.12,0.1,0.1,0.09,0.1,0.08,0.09,0.08,0.07,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.06,0.08,0.05,0.07,0.07,0.06,0.06,0.06,0.06,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/30/2021,18.0,17.52,5.49,5.22,4.71,4.37,2.67,2.22,1.84,2.14,1.7,1.49,1.38,1.38,1.29,1.04,1.06,1.12,1.06,0.7,0.72,0.62,0.58,0.58,0.49,0.77,0.43,0.49,0.53,0.48,0.44,0.44,0.4,0.42,0.38,0.32,0.43,0.37,0.38,0.35,0.38,0.3,0.35,0.32,0.36,0.29,0.26,0.28,0.27,0.3,0.0,0.26,0.2,0.23,0.24,0.22,0.18,0.2,0.18,0.21,0.25,0.0,0.22,0.23,0.18,0.16,0.17,0.2,0.17,0.18,0.14,0.17,0.13,0.13,0.16,0.2,0.17,0.16,0.12,0.16,0.14,0.18,0.17,0.14,0.13,0.13,0.12,0.14,0.11,0.13,0.13,0.16,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.12,0.1,0.11,0.08,0.1,0.08,0.09,0.08,0.07,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.06,0.08,0.05,0.07,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.05,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/31/2021,17.91,17.34,5.52,5.25,4.77,4.42,2.66,2.18,1.84,2.11,1.71,1.49,1.38,1.37,1.31,1.06,1.05,1.15,1.06,0.7,0.74,0.61,0.59,0.58,0.5,0.76,0.43,0.5,0.53,0.48,0.45,0.43,0.43,0.42,0.39,0.32,0.43,0.37,0.38,0.35,0.38,0.29,0.34,0.32,0.36,0.29,0.26,0.28,0.27,0.3,0.0,0.26,0.2,0.23,0.24,0.21,0.18,0.2,0.18,0.21,0.25,0.0,0.22,0.22,0.18,0.16,0.17,0.2,0.17,0.18,0.15,0.16,0.13,0.13,0.16,0.2,0.17,0.16,0.12,0.16,0.14,0.18,0.17,0.15,0.13,0.13,0.12,0.14,0.11,0.13,0.13,0.16,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.09,0.15,0.1,0.11,0.08,0.1,0.08,0.09,0.08,0.07,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.06,0.08,0.05,0.08,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.05,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/01/2021,17.91,17.34,5.52,5.25,4.77,4.42,2.66,2.18,1.84,2.11,1.71,1.49,1.38,1.37,1.31,1.06,1.05,1.15,1.06,0.7,0.74,0.61,0.59,0.58,0.5,0.76,0.43,0.5,0.53,0.48,0.45,0.43,0.43,0.42,0.39,0.32,0.43,0.37,0.38,0.35,0.38,0.29,0.34,0.32,0.36,0.29,0.26,0.28,0.27,0.3,0.0,0.26,0.2,0.23,0.24,0.21,0.18,0.2,0.18,0.21,0.25,0.0,0.22,0.22,0.18,0.16,0.17,0.2,0.17,0.18,0.15,0.16,0.13,0.13,0.16,0.2,0.17,0.16,0.12,0.16,0.14,0.18,0.17,0.15,0.13,0.13,0.12,0.14,0.11,0.13,0.13,0.16,0.11,0.11,0.1,0.12,0.1,0.1,0.1,0.09,0.15,0.1,0.11,0.08,0.1,0.08,0.09,0.08,0.07,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.06,0.08,0.05,0.08,0.06,0.06,0.06,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.05,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/02/2021,18.25,17.38,5.48,5.22,4.73,4.46,2.66,2.14,1.82,2.09,1.71,1.48,1.38,1.36,1.29,1.05,1.04,1.13,1.06,0.69,0.73,0.62,0.58,0.59,0.5,0.75,0.43,0.49,0.53,0.48,0.44,0.43,0.43,0.42,0.38,0.32,0.43,0.36,0.38,0.35,0.37,0.3,0.34,0.32,0.36,0.29,0.26,0.28,0.27,0.3,0.0,0.26,0.2,0.23,0.24,0.21,0.17,0.19,0.18,0.21,0.25,0.0,0.22,0.22,0.18,0.16,0.17,0.2,0.17,0.18,0.15,0.16,0.13,0.13,0.15,0.2,0.17,0.16,0.12,0.16,0.14,0.18,0.17,0.14,0.13,0.13,0.12,0.14,0.11,0.13,0.13,0.15,0.1,0.11,0.1,0.12,0.1,0.1,0.1,0.09,0.15,0.1,0.11,0.08,0.1,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.06,0.08,0.05,0.07,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.05,0.04,0.05,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/03/2021,18.23,17.4,5.52,5.26,4.7,4.48,2.67,2.16,1.84,2.1,1.71,1.49,1.4,1.37,1.3,1.05,1.06,1.13,1.07,0.7,0.73,0.52,0.58,0.6,0.49,0.74,0.43,0.49,0.5,0.47,0.44,0.42,0.44,0.42,0.39,0.31,0.43,0.36,0.38,0.35,0.38,0.3,0.34,0.32,0.36,0.29,0.26,0.28,0.27,0.3,0.0,0.25,0.2,0.23,0.24,0.21,0.17,0.19,0.18,0.21,0.25,0.0,0.22,0.22,0.18,0.16,0.17,0.2,0.17,0.18,0.15,0.17,0.13,0.13,0.16,0.2,0.17,0.17,0.12,0.16,0.14,0.18,0.18,0.15,0.13,0.13,0.12,0.14,0.11,0.13,0.13,0.16,0.1,0.11,0.1,0.12,0.09,0.1,0.1,0.09,0.14,0.1,0.11,0.08,0.1,0.08,0.08,0.08,0.07,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.06,0.09,0.05,0.07,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/06/2021,18.44,17.35,5.47,5.21,4.7,4.43,2.68,2.15,1.83,2.11,1.69,1.47,1.38,1.37,1.29,1.04,1.05,1.12,1.1,0.7,0.72,0.53,0.53,0.58,0.49,0.74,0.43,0.48,0.49,0.46,0.44,0.42,0.43,0.42,0.37,0.33,0.43,0.36,0.39,0.35,0.38,0.3,0.34,0.32,0.36,0.28,0.25,0.29,0.27,0.3,0.0,0.25,0.2,0.23,0.24,0.2,0.17,0.19,0.18,0.22,0.25,0.0,0.22,0.23,0.18,0.16,0.17,0.21,0.17,0.18,0.16,0.17,0.15,0.13,0.16,0.21,0.17,0.17,0.12,0.16,0.14,0.18,0.18,0.15,0.13,0.13,0.12,0.14,0.11,0.13,0.14,0.16,0.11,0.11,0.1,0.13,0.09,0.1,0.1,0.09,0.15,0.1,0.11,0.08,0.1,0.08,0.0,0.08,0.07,0.08,0.09,0.09,0.08,0.07,0.08,0.09,0.08,0.08,0.08,0.07,0.09,0.05,0.08,0.06,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.05,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/07/2021,18.42,17.26,5.46,5.2,4.77,4.42,2.67,2.16,1.81,2.1,1.7,1.47,1.37,1.37,1.29,1.04,1.05,1.12,1.12,0.69,0.73,0.53,0.53,0.59,0.5,0.73,0.43,0.51,0.49,0.46,0.44,0.42,0.44,0.41,0.37,0.34,0.43,0.36,0.39,0.35,0.38,0.3,0.34,0.32,0.36,0.28,0.25,0.28,0.27,0.3,0.0,0.26,0.2,0.24,0.24,0.2,0.17,0.19,0.18,0.22,0.25,0.0,0.22,0.23,0.17,0.16,0.17,0.21,0.17,0.23,0.16,0.17,0.13,0.13,0.16,0.2,0.17,0.17,0.12,0.16,0.14,0.18,0.18,0.15,0.13,0.13,0.12,0.14,0.11,0.12,0.14,0.16,0.11,0.11,0.1,0.13,0.1,0.1,0.1,0.09,0.16,0.1,0.11,0.08,0.1,0.08,0.0,0.08,0.07,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.09,0.05,0.08,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
09/08/2021,18.42,17.26,5.46,5.2,4.77,4.42,2.67,2.16,1.81,2.1,1.7,1.47,1.37,1.37,1.29,1.04,1.05,1.12,1.12,0.69,0.73,0.53,0.53,0.59,0.5,0.73,0.43,0.51,0.49,0.46,0.44,0.42,0.44,0.41,0.37,0.34,0.43,0.36,0.39,0.35,0.38,0.3,0.34,0.32,0.36,0.28,0.25,0.28,0.27,0.3,0.0,0.26,0.2,0.24,0.24,0.2,0.17,0.19,0.18,0.22,0.25,0.0,0.22,0.23,0.17,0.16,0.17,0.21,0.17,0.23,0.16,0.17,0.13,0.13,0.16,0.2,0.17,0.17,0.12,0.16,0.14,0.18,0.18,0.15,0.13,0.13,0.12,0.14,0.11,0.12,0.14,0.16,0.11,0.11,0.1,0.13,0.1,0.1,0.1,0.09,0.16,0.1,0.11,0.08,0.1,0.08,0.0,0.08,0.07,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.09,0.05,0.08,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
09/09/2021,18.42,17.26,5.46,5.2,4.77,4.42,2.67,2.16,1.81,2.1,1.7,1.47,1.37,1.37,1.29,1.05,1.05,1.12,1.12,0.69,0.73,0.53,0.53,0.59,0.5,0.73,0.43,0.51,0.49,0.46,0.44,0.42,0.44,0.41,0.37,0.34,0.43,0.36,0.39,0.35,0.38,0.3,0.34,0.32,0.36,0.28,0.25,0.28,0.27,0.3,0.0,0.26,0.2,0.24,0.24,0.2,0.17,0.19,0.18,0.22,0.25,0.0,0.22,0.23,0.17,0.16,0.17,0.21,0.17,0.23,0.16,0.17,0.13,0.13,0.16,0.2,0.17,0.17,0.12,0.16,0.14,0.18,0.18,0.15,0.13,0.13,0.12,0.14,0.11,0.12,0.14,0.16,0.11,0.11,0.1,0.13,0.1,0.1,0.1,0.09,0.16,0.1,0.11,0.08,0.1,0.08,0.0,0.08,0.07,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.09,0.05,0.08,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/10/2021,18.71,17.21,5.48,5.23,4.74,4.49,2.65,2.15,1.82,2.08,1.7,1.47,1.36,1.35,1.28,1.05,1.03,1.11,1.09,0.69,0.71,0.54,0.53,0.6,0.49,0.74,0.44,0.48,0.49,0.45,0.44,0.42,0.43,0.41,0.36,0.36,0.43,0.36,0.39,0.35,0.38,0.29,0.34,0.32,0.36,0.27,0.25,0.28,0.27,0.3,0.0,0.25,0.19,0.23,0.24,0.2,0.16,0.19,0.18,0.22,0.25,0.0,0.22,0.23,0.17,0.16,0.17,0.21,0.17,0.22,0.16,0.17,0.13,0.13,0.15,0.2,0.16,0.17,0.12,0.16,0.14,0.18,0.18,0.15,0.13,0.13,0.11,0.14,0.11,0.12,0.14,0.16,0.11,0.11,0.1,0.13,0.1,0.1,0.1,0.09,0.15,0.1,0.11,0.08,0.1,0.08,0.0,0.08,0.07,0.09,0.09,0.09,0.07,0.07,0.08,0.09,0.07,0.08,0.08,0.08,0.09,0.05,0.08,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/13/2021,18.58,17.21,5.51,5.26,4.68,4.48,2.68,2.13,1.83,2.09,1.71,1.47,1.35,1.38,1.31,1.05,1.04,1.09,1.09,0.69,0.72,0.53,0.54,0.59,0.49,0.77,0.42,0.46,0.49,0.45,0.45,0.42,0.43,0.4,0.36,0.36,0.43,0.36,0.39,0.35,0.39,0.29,0.34,0.32,0.36,0.27,0.25,0.28,0.28,0.3,0.0,0.25,0.19,0.23,0.24,0.2,0.16,0.19,0.19,0.22,0.26,0.0,0.22,0.23,0.17,0.15,0.17,0.21,0.17,0.22,0.16,0.17,0.11,0.13,0.16,0.2,0.16,0.17,0.12,0.16,0.14,0.18,0.18,0.15,0.13,0.13,0.11,0.14,0.11,0.12,0.13,0.17,0.11,0.11,0.1,0.13,0.1,0.1,0.1,0.09,0.16,0.1,0.11,0.08,0.1,0.08,0.0,0.08,0.07,0.09,0.09,0.09,0.07,0.07,0.08,0.09,0.07,0.07,0.08,0.07,0.08,0.05,0.08,0.05,0.05,0.05,0.06,0.06,0.04,0.04,0.06,0.05,0.05,0.04,0.03,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
