,AAPL,GOOGL,MSFT,BRK.B,T,XOM,AMZN,INTC,FB,VZ,CVX,UNH,WMT,JNJ,CMCSA,CVS,PG,HD,F,PFE,CSCO,BMY,V,COST,CI,GM,ORCL,IBM,MCK,MRK,DIS,ANTM,PEP,ABBV,LOW,AVGO,TGT,KO,CHTR,KR,RTX,UPS,LIN,AMGN,ACN,CB,TMUS,MDT,BIIB,UNP,CAH,HON,COP,MPC,GILD,WBA,LMT,GE,ABT,TMO,PSX,PM,QCOM,ALL,MA,MO,CNC,DELL,ABC,AXP,VLO,TXN,HUM,CAT,MMM,NKE,FDX,MU,ADBE,PYPL,OXY,HPQ,MDLZ,PGR,EXC,TRV,LLY,MCD,REGN,JCI,EBAY,NVDA,DOW,KHC,CRM,DE,HCA,DHR,DD,KMI,NOC,SLB,GD,DG,ETN,EOG,NLOK,FISV,BDX,LUMN,TJX,TSN,NSC,CSX,AMAT,BBY,SBUX,AEP,LHX,LEN,ADM,SYY,AMT,NEM,EMR,BX,ADP,HPE,LBTYK,BKNG,CTSH,VIAC,WMB,HIG,LYB,TSLA,CL,KMB,LRCX,SHW,CTVA,MMC,CMI,PCAR,WM,GIS,ITW,PEG,SYK,IP,APD,EL,TEL,SPGI,NUE,ED,TROW,XEL,ADI,BKR,FOXA,AON,RGA,DISCA,PSA,INTU,OKE,L,PXD,DVA,EIX,ETR,ORLY,DHI,AZO,DLTR,ATUS,DTE,BAX,ES,ALXN,VST,GLW,HAL,ARW,BSX,PH,STZ,WRK,WEC,NFLX,EQIX,SNEX,FE,VMW,INFO,DXC,SWK,ATVI,STX,TT,AMCR,DISH,CBRE,LH,KLAC,GE.,LSXMK,RE,TX,URI,ACGL,RJF,DGX,M,IQV,JBL,AGPXX,OVV,TRGP,DVN,SUM
08/16/2021,5.53,3.45,3.18,3.07,2.03,1.72,1.58,1.41,1.49,1.31,1.28,1.27,1.17,1.13,1.05,1.05,1.03,0.87,0.76,0.89,0.78,0.66,0.63,0.72,0.57,0.6,0.66,0.62,0.63,0.58,0.6,0.54,0.59,0.54,0.5,0.51,0.52,0.5,0.5,0.51,0.46,0.41,0.46,0.4,0.45,0.48,0.42,0.42,0.42,0.41,0.37,0.41,0.36,0.38,0.39,0.39,0.36,0.0,0.38,0.39,0.32,0.37,0.37,0.36,0.33,0.36,0.3,0.35,0.35,0.33,0.3,0.32,0.29,0.34,0.32,0.34,0.28,0.26,0.31,0.27,0.25,0.29,0.29,0.28,0.3,0.29,0.31,0.28,0.28,0.28,0.25,0.24,0.26,0.24,0.25,0.27,0.27,0.27,0.24,0.22,0.23,0.21,0.24,0.24,0.25,0.18,0.2,0.21,0.2,0.18,0.2,0.21,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.19,0.19,0.18,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.17,0.17,0.15,0.15,0.14,0.17,0.16,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.13,0.13,0.12,0.13,0.14,0.13,0.17,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.0,0.1,0.11,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.39,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.57
08/17/2021,5.54,3.46,3.21,3.04,2.04,1.7,1.57,1.41,1.49,1.32,1.27,1.28,1.18,1.14,1.06,1.04,1.04,0.86,0.74,0.91,0.78,0.66,0.63,0.72,0.57,0.59,0.66,0.62,0.63,0.58,0.61,0.54,0.59,0.55,0.5,0.51,0.52,0.51,0.5,0.52,0.46,0.41,0.46,0.41,0.45,0.48,0.42,0.43,0.42,0.41,0.37,0.41,0.35,0.38,0.39,0.39,0.35,0.0,0.38,0.39,0.32,0.37,0.38,0.36,0.33,0.36,0.3,0.35,0.35,0.32,0.29,0.32,0.3,0.33,0.32,0.34,0.28,0.26,0.31,0.27,0.24,0.28,0.29,0.28,0.31,0.29,0.31,0.28,0.29,0.27,0.27,0.24,0.26,0.24,0.25,0.27,0.27,0.27,0.24,0.22,0.23,0.21,0.24,0.24,0.25,0.17,0.2,0.21,0.2,0.18,0.2,0.22,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.2,0.18,0.17,0.18,0.14,0.18,0.15,0.15,0.18,0.17,0.17,0.15,0.16,0.14,0.17,0.16,0.16,0.15,0.13,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.14,0.13,0.17,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.38,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.59
08/18/2021,5.54,3.46,3.21,3.04,2.04,1.7,1.57,1.41,1.49,1.32,1.27,1.28,1.18,1.14,1.06,1.04,1.04,0.86,0.74,0.91,0.78,0.66,0.63,0.72,0.57,0.59,0.66,0.62,0.63,0.58,0.61,0.54,0.59,0.55,0.5,0.51,0.52,0.51,0.5,0.52,0.46,0.41,0.46,0.41,0.45,0.48,0.42,0.43,0.42,0.41,0.37,0.41,0.35,0.38,0.39,0.39,0.35,0.0,0.38,0.39,0.32,0.37,0.38,0.36,0.33,0.36,0.3,0.35,0.35,0.32,0.29,0.32,0.3,0.33,0.32,0.34,0.28,0.26,0.31,0.27,0.24,0.28,0.29,0.28,0.31,0.29,0.31,0.28,0.29,0.27,0.27,0.24,0.26,0.24,0.25,0.27,0.27,0.27,0.24,0.22,0.23,0.21,0.24,0.24,0.25,0.17,0.2,0.21,0.2,0.18,0.2,0.22,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.2,0.18,0.17,0.18,0.14,0.18,0.15,0.15,0.18,0.17,0.17,0.15,0.16,0.14,0.17,0.16,0.16,0.15,0.13,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.14,0.13,0.17,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.38,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.59
08/19/2021,5.59,3.47,3.22,3.04,2.03,1.67,1.57,1.4,1.5,1.32,1.25,1.3,1.18,1.15,1.05,1.05,1.04,0.87,0.73,0.92,0.78,0.67,0.64,0.73,0.57,0.58,0.66,0.62,0.63,0.59,0.6,0.55,0.6,0.56,0.51,0.51,0.52,0.51,0.5,0.52,0.46,0.42,0.47,0.41,0.46,0.49,0.41,0.43,0.42,0.41,0.37,0.42,0.34,0.37,0.39,0.39,0.35,0.0,0.39,0.39,0.31,0.37,0.38,0.37,0.34,0.36,0.3,0.34,0.35,0.32,0.28,0.32,0.3,0.33,0.32,0.34,0.29,0.26,0.31,0.27,0.23,0.28,0.29,0.28,0.31,0.29,0.32,0.28,0.29,0.28,0.28,0.24,0.26,0.24,0.25,0.27,0.28,0.27,0.24,0.21,0.23,0.2,0.24,0.24,0.25,0.17,0.19,0.21,0.2,0.18,0.2,0.22,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.18,0.2,0.18,0.17,0.18,0.13,0.18,0.15,0.15,0.18,0.16,0.16,0.15,0.16,0.14,0.17,0.15,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.13,0.13,0.13,0.13,0.14,0.13,0.17,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.37,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.71000000000001
08/20/2021,5.59,3.45,3.22,3.06,2.04,1.67,1.56,1.39,1.48,1.33,1.26,1.33,1.19,1.16,1.06,1.07,1.05,0.84,0.71,0.95,0.78,0.68,0.64,0.73,0.57,0.55,0.67,0.62,0.64,0.6,0.59,0.56,0.6,0.56,0.48,0.5,0.51,0.51,0.51,0.55,0.46,0.42,0.47,0.41,0.46,0.49,0.41,0.44,0.43,0.41,0.37,0.41,0.34,0.37,0.4,0.39,0.36,0.0,0.39,0.4,0.31,0.38,0.37,0.36,0.34,0.36,0.31,0.34,0.35,0.32,0.28,0.32,0.3,0.33,0.32,0.34,0.28,0.26,0.31,0.27,0.23,0.27,0.29,0.28,0.31,0.29,0.32,0.29,0.3,0.28,0.27,0.24,0.25,0.24,0.25,0.26,0.28,0.28,0.23,0.21,0.23,0.2,0.25,0.24,0.25,0.17,0.2,0.21,0.21,0.18,0.2,0.22,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.16,0.18,0.19,0.18,0.17,0.18,0.13,0.18,0.15,0.15,0.18,0.16,0.16,0.16,0.16,0.14,0.17,0.15,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.16,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.12,0.11,0.12,0.1,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.37,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.78999999999999
08/23/2021,5.54,3.47,3.3,3.06,2.02,1.61,1.55,1.4,1.48,1.33,1.19,1.36,1.2,1.17,1.07,1.05,1.06,0.86,0.7,0.93,0.81,0.69,0.64,0.74,0.57,0.55,0.66,0.61,0.64,0.6,0.59,0.56,0.61,0.56,0.54,0.5,0.49,0.51,0.52,0.56,0.45,0.42,0.48,0.4,0.47,0.5,0.41,0.44,0.42,0.41,0.37,0.41,0.34,0.35,0.4,0.38,0.36,0.0,0.4,0.4,0.29,0.38,0.36,0.37,0.34,0.36,0.3,0.34,0.35,0.31,0.27,0.32,0.3,0.32,0.32,0.33,0.28,0.26,0.32,0.27,0.21,0.27,0.3,0.29,0.31,0.3,0.32,0.29,0.31,0.28,0.27,0.24,0.25,0.24,0.26,0.26,0.28,0.28,0.23,0.2,0.23,0.2,0.24,0.24,0.25,0.17,0.2,0.22,0.2,0.17,0.21,0.22,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.18,0.19,0.18,0.17,0.17,0.13,0.18,0.15,0.15,0.18,0.16,0.16,0.16,0.16,0.14,0.17,0.15,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.16,0.13,0.13,0.13,0.12,0.11,0.12,0.14,0.13,0.11,0.13,0.13,0.1,0.12,0.1,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.12,0.1,0.12,0.0,0.1,0.11,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.37,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,81.78999999999999
08/24/2021,5.55,3.49,3.36,3.04,2.01,1.59,1.54,1.38,1.49,1.32,1.19,1.36,1.2,1.17,1.07,1.05,1.06,0.87,0.69,0.92,0.82,0.69,0.63,0.75,0.57,0.54,0.66,0.61,0.64,0.6,0.59,0.56,0.6,0.56,0.55,0.5,0.51,0.51,0.52,0.57,0.45,0.41,0.48,0.4,0.47,0.5,0.41,0.44,0.42,0.41,0.37,0.41,0.34,0.36,0.4,0.38,0.36,0.0,0.39,0.4,0.29,0.37,0.36,0.37,0.33,0.36,0.3,0.34,0.35,0.31,0.27,0.32,0.3,0.31,0.31,0.33,0.27,0.26,0.32,0.27,0.21,0.27,0.29,0.29,0.32,0.3,0.32,0.28,0.31,0.28,0.27,0.25,0.25,0.23,0.26,0.25,0.28,0.28,0.23,0.2,0.23,0.2,0.24,0.24,0.25,0.16,0.2,0.22,0.2,0.18,0.21,0.21,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.18,0.19,0.18,0.17,0.17,0.13,0.18,0.15,0.15,0.18,0.16,0.16,0.15,0.16,0.14,0.17,0.14,0.16,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.16,0.13,0.13,0.13,0.12,0.11,0.12,0.14,0.12,0.11,0.12,0.13,0.1,0.12,0.1,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.36,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,81.65999999999998
08/25/2021,5.55,3.49,3.36,3.04,2.01,1.59,1.54,1.38,1.49,1.32,1.19,1.36,1.2,1.17,1.07,1.05,1.06,0.87,0.69,0.92,0.82,0.69,0.63,0.75,0.57,0.54,0.66,0.61,0.64,0.6,0.59,0.56,0.6,0.56,0.55,0.5,0.51,0.51,0.52,0.57,0.45,0.41,0.48,0.4,0.47,0.5,0.41,0.44,0.42,0.41,0.37,0.41,0.34,0.36,0.4,0.38,0.36,0.36,0.39,0.4,0.29,0.37,0.36,0.37,0.33,0.36,0.3,0.34,0.35,0.31,0.27,0.32,0.3,0.31,0.31,0.33,0.27,0.26,0.32,0.27,0.21,0.27,0.29,0.29,0.32,0.3,0.32,0.28,0.31,0.28,0.27,0.25,0.25,0.23,0.26,0.25,0.28,0.28,0.23,0.2,0.23,0.2,0.24,0.24,0.25,0.16,0.2,0.22,0.2,0.18,0.21,0.21,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.18,0.19,0.18,0.17,0.17,0.13,0.18,0.15,0.15,0.18,0.16,0.16,0.15,0.16,0.14,0.17,0.14,0.16,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.16,0.13,0.13,0.13,0.12,0.11,0.12,0.14,0.12,0.11,0.12,0.13,0.1,0.12,0.1,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,81.65999999999998
08/26/2021,5.57,3.53,3.34,3.02,1.99,1.65,1.57,1.4,1.49,1.31,1.21,1.34,1.19,1.15,1.07,1.04,1.04,0.86,0.7,0.94,0.82,0.68,0.64,0.73,0.56,0.53,0.65,0.61,0.64,0.59,0.6,0.56,0.6,0.56,0.54,0.51,0.5,0.5,0.52,0.57,0.45,0.41,0.47,0.4,0.47,0.49,0.41,0.43,0.42,0.4,0.37,0.41,0.35,0.37,0.4,0.38,0.35,0.37,0.39,0.39,0.3,0.37,0.37,0.37,0.33,0.36,0.3,0.35,0.35,0.31,0.28,0.32,0.3,0.32,0.31,0.33,0.27,0.26,0.32,0.27,0.22,0.27,0.29,0.28,0.31,0.3,0.32,0.28,0.31,0.28,0.27,0.27,0.25,0.23,0.26,0.25,0.28,0.27,0.23,0.21,0.23,0.2,0.24,0.24,0.25,0.17,0.2,0.22,0.2,0.18,0.21,0.21,0.19,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.18,0.2,0.18,0.17,0.18,0.14,0.18,0.15,0.15,0.18,0.16,0.17,0.15,0.16,0.14,0.17,0.14,0.16,0.15,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.16,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.1,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,81.73
08/27/2021,5.55,3.55,3.31,3.02,1.98,1.66,1.58,1.42,1.5,1.3,1.22,1.33,1.17,1.13,1.06,1.03,1.03,0.85,0.71,0.91,0.82,0.67,0.64,0.73,0.57,0.54,0.65,0.61,0.63,0.59,0.6,0.55,0.59,0.56,0.53,0.5,0.5,0.5,0.51,0.55,0.45,0.41,0.47,0.4,0.47,0.49,0.41,0.44,0.43,0.4,0.37,0.41,0.35,0.37,0.4,0.38,0.35,0.37,0.39,0.39,0.31,0.37,0.37,0.37,0.33,0.36,0.3,0.35,0.34,0.31,0.29,0.32,0.3,0.32,0.31,0.33,0.27,0.26,0.32,0.28,0.23,0.27,0.29,0.28,0.31,0.3,0.31,0.28,0.31,0.28,0.27,0.26,0.26,0.23,0.26,0.26,0.28,0.27,0.23,0.21,0.23,0.21,0.24,0.24,0.25,0.17,0.2,0.22,0.2,0.18,0.21,0.21,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.18,0.2,0.17,0.17,0.17,0.14,0.18,0.15,0.15,0.18,0.16,0.17,0.15,0.16,0.14,0.17,0.15,0.16,0.15,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.12,0.14,0.14,0.13,0.17,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,81.63999999999999
08/30/2021,5.51,3.58,3.29,3.03,1.96,1.65,1.59,1.41,1.5,1.29,1.22,1.31,1.17,1.13,1.06,1.03,1.03,0.84,0.71,0.89,0.83,0.66,0.63,0.73,0.56,0.53,0.65,0.6,0.63,0.58,0.6,0.55,0.59,0.57,0.54,0.51,0.49,0.49,0.52,0.55,0.45,0.41,0.47,0.39,0.47,0.49,0.4,0.45,0.42,0.4,0.36,0.41,0.35,0.38,0.4,0.38,0.36,0.38,0.39,0.39,0.31,0.37,0.36,0.37,0.33,0.36,0.3,0.35,0.34,0.32,0.29,0.32,0.29,0.32,0.32,0.33,0.27,0.27,0.32,0.27,0.23,0.28,0.28,0.28,0.31,0.3,0.31,0.28,0.31,0.28,0.28,0.27,0.26,0.23,0.27,0.27,0.28,0.27,0.23,0.21,0.23,0.21,0.24,0.23,0.25,0.17,0.2,0.22,0.2,0.18,0.21,0.21,0.19,0.2,0.18,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.19,0.21,0.17,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.16,0.17,0.15,0.16,0.14,0.17,0.15,0.16,0.15,0.13,0.15,0.13,0.14,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.16,0.13,0.13,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.1,0.12,0.11,0.12,0.12,0.12,0.11,0.1,0.0,0.11,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,81.50999999999999
08/31/2021,5.5,3.61,3.27,3.01,1.95,1.66,1.6,1.41,1.52,1.29,1.22,1.31,1.15,1.11,1.06,1.02,1.02,0.84,0.72,0.87,0.82,0.65,0.63,0.72,0.57,0.54,0.65,0.6,0.63,0.58,0.6,0.55,0.58,0.56,0.54,0.52,0.49,0.49,0.52,0.55,0.45,0.41,0.47,0.39,0.47,0.49,0.4,0.44,0.42,0.4,0.36,0.41,0.36,0.38,0.39,0.38,0.36,0.38,0.38,0.39,0.31,0.37,0.37,0.37,0.33,0.37,0.3,0.33,0.35,0.33,0.29,0.33,0.29,0.32,0.31,0.33,0.27,0.27,0.32,0.27,0.24,0.27,0.28,0.28,0.31,0.3,0.3,0.28,0.3,0.28,0.28,0.27,0.26,0.23,0.26,0.26,0.28,0.27,0.23,0.21,0.23,0.21,0.24,0.23,0.25,0.17,0.2,0.22,0.2,0.17,0.21,0.21,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.19,0.21,0.17,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.16,0.17,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.13,0.16,0.13,0.14,0.13,0.17,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.0,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,81.46000000000001
09/01/2021,5.5,3.61,3.27,3.01,1.95,1.66,1.6,1.41,1.52,1.29,1.22,1.31,1.15,1.11,1.06,1.02,1.02,0.84,0.72,0.87,0.82,0.65,0.63,0.72,0.57,0.54,0.65,0.6,0.63,0.58,0.6,0.55,0.58,0.56,0.54,0.52,0.49,0.49,0.52,0.55,0.45,0.41,0.47,0.39,0.47,0.49,0.4,0.44,0.42,0.4,0.36,0.41,0.36,0.38,0.39,0.38,0.36,0.38,0.38,0.39,0.31,0.37,0.37,0.37,0.33,0.37,0.3,0.33,0.35,0.33,0.29,0.33,0.29,0.32,0.31,0.33,0.27,0.27,0.32,0.27,0.24,0.27,0.28,0.28,0.31,0.3,0.3,0.28,0.3,0.28,0.28,0.27,0.26,0.23,0.26,0.26,0.28,0.27,0.23,0.21,0.23,0.21,0.24,0.23,0.25,0.17,0.2,0.22,0.2,0.17,0.21,0.21,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.19,0.21,0.17,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.16,0.17,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.13,0.15,0.13,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.13,0.16,0.13,0.14,0.13,0.17,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.0,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,81.46000000000001
09/02/2021,5.65,3.62,3.31,3.0,1.95,1.64,1.62,1.41,1.55,1.28,1.22,1.3,1.15,1.11,1.06,1.03,1.03,0.85,0.71,0.87,0.82,0.66,0.62,0.74,0.56,0.54,0.66,0.6,0.64,0.58,0.61,0.55,0.59,0.57,0.54,0.52,0.49,0.5,0.53,0.56,0.45,0.41,0.47,0.39,0.47,0.49,0.4,0.45,0.42,0.39,0.36,0.41,0.35,0.38,0.39,0.38,0.35,0.38,0.39,0.4,0.31,0.37,0.37,0.36,0.32,0.37,0.29,0.34,0.35,0.32,0.29,0.33,0.29,0.32,0.31,0.33,0.27,0.26,0.33,0.28,0.24,0.28,0.28,0.28,0.31,0.29,0.31,0.28,0.31,0.28,0.28,0.27,0.26,0.23,0.26,0.26,0.28,0.28,0.23,0.21,0.23,0.21,0.24,0.23,0.25,0.17,0.2,0.22,0.2,0.17,0.21,0.21,0.18,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.15,0.19,0.21,0.17,0.18,0.18,0.14,0.18,0.15,0.15,0.18,0.16,0.17,0.15,0.16,0.15,0.17,0.15,0.16,0.15,0.13,0.15,0.13,0.14,0.15,0.14,0.13,0.12,0.14,0.14,0.13,0.16,0.13,0.14,0.13,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,81.72999999999999
