,KR,HRL,CLX,K,DPZ,KMB,WMT,VZ,LLY,SJM,GIS,HSY,PFE,CL,CARR,KDP,PG,OTIS,BMY,BDX,COST,PM,CHD,JNJ,GILD,NOC,DG,CHTR,EXPD,YUMC,ED,ABBV,WORK,CAG,MRNA,CVS,LBRDA,BAX,TGT,BRK.B,T,LUMN,TSN,LHX,MDLZ,EA,MMM,DUK,ORLY,RMD,ORCL,MO,EBAY,RSG,PGR,WEC,D,STX,AZO,ROP,MRK,DHR,FE,PEP,NET,AKAM,NEM,KSU,LMT,ZM,CMS,EFX,DGX,LNT,REGN,AEP,BIIB,KHC,MKC,PTON,AEE,WM,EVRG,TTWO,INFO,ALXN,UPS,HUM,IEX,GWW,PCAR,MCD,KO,GD,VRSN,WST,AMGN,BMRN,JCI,ATVI,WAT,ALL,DISCA,CME,JBHT,MMC,CMCSA,NKE,BF.B,CERN,CRWD,ARES,PKG,COO,CNC,UNH,AJG,XEL,ADM,EW,NFLX,IBM,TSCO,TMUS,TW,ABC,EIX,SO,AWK,ZTS,STE,BR,ITW,UNP,ALNY,EL,CTXS,ICE,SRE,J,CMI,APD,PKI,YNDX,PPL,LH,DIS,FOXA,HZNP,IFF,ABT,MDT,BLK,NDAQ,CPRT,A,TEAM,ADP,SGEN,KEYS,ES,AMZN,LDOS,ODFL,POOL,AON,YUM,SHW,MOH,SPOT,CSCO,PEG,VRTX,ZS,PANW,STZ,ILMN,DDOG,TYL,GRMN,MSI,NUAN,MCO,SPGI,WBA,BIO,TMO,INCY,FAST,HD,IDXX,FFIV,NEE,FB,IBKR,CHWY,DLTR,DTE,TDOC,AVTR,VRSK,TECH,FIS,BLL,FTNT,ETR,AMC,VIAC,LNG,WMG,RNG,NLOK,BK,GS,CAT,CB,FRC,GDDY,RPRX,ELAN,RACE.MI,AAP,HIG,KMI,ICLR,VMC,HOLX,EXAS,BX,TRV,SBUX,CMG,OMC,WLTW,CINF,NSC,BSX,ABMD,ANTM,GPC,CSX,MTD,CNP,FTV,MNST,DOV,CTSH,MKTX,MKL,VTRS,CRM,MCK,MSCI,EXC,MAS,AMCR,GOOGL,AGPXX,PAYX,CBOE,WMB,ROK,MASI,FDS,IP,BRO,LOW,PPG,FISV,SSNC,VMW,NVR,CSGP,EPAM,LULU,ADBE,VEEV,TT,MSFT,SUM
07/23/2021,0.73,0.0,0.83,0.6,0.82,0.69,0.55,0.74,0.49,0.0,0.5,0.49,0.61,0.56,0.0,0.45,0.53,0.41,0.45,0.57,0.49,0.52,0.52,0.49,0.49,0.46,0.43,0.41,0.35,0.46,0.55,0.47,0.78,0.44,0.0,0.44,0.41,0.61,0.47,0.42,0.71,0.43,0.46,0.4,0.43,0.41,0.45,0.54,0.47,0.38,0.42,0.42,0.33,0.41,0.41,0.48,0.52,0.37,0.46,0.0,0.55,0.42,0.66,0.44,0.0,0.34,0.34,0.38,0.42,0.38,0.47,0.0,0.66,0.48,0.33,0.56,0.0,0.36,0.38,0.0,0.49,0.4,0.54,0.41,0.35,0.41,0.33,0.41,0.34,0.35,0.34,0.47,0.45,0.38,0.39,0.34,0.37,0.0,0.34,0.35,0.45,0.43,0.49,0.42,0.4,0.4,0.34,0.42,0.0,0.4,0.0,0.36,0.0,0.4,0.37,0.37,0.41,0.41,0.39,0.34,0.35,0.35,0.34,0.35,0.0,0.35,0.42,0.47,0.41,0.38,0.4,0.0,0.35,0.35,0.37,0.37,0.36,0.37,0.38,0.0,0.37,0.35,0.33,0.0,0.42,0.53,0.42,0.36,0.0,0.0,0.39,0.37,0.0,0.0,0.0,0.0,0.46,0.4,0.0,0.35,0.42,0.0,0.35,0.0,0.0,0.4,0.42,0.38,0.0,0.0,0.0,0.4,0.39,0.43,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.34,0.34,0.0,0.37,0.0,0.0,0.35,0.0,0.0,0.36,0.0,0.0,0.38,0.4,0.48,0.0,0.0,0.33,0.0,0.0,0.38,0.0,0.38,0.48,0.48,0.48,0.48,0.45,0.44,0.42,0.4,0.39,0.41,0.39,0.38,0.37,0.37,0.38,0.37,0.38,0.36,0.39,0.38,0.38,0.36,0.37,0.37,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.34,0.34,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.43
07/26/2021,0.75,0.0,0.81,0.6,0.8,0.68,0.55,0.74,0.51,0.0,0.5,0.49,0.63,0.55,0.0,0.45,0.54,0.42,0.45,0.57,0.5,0.51,0.51,0.5,0.49,0.46,0.44,0.42,0.35,0.47,0.53,0.48,0.0,0.44,0.0,0.45,0.42,0.61,0.48,0.43,0.71,0.44,0.47,0.41,0.44,0.41,0.46,0.54,0.47,0.39,0.43,0.43,0.34,0.41,0.4,0.47,0.51,0.37,0.46,0.0,0.55,0.42,0.66,0.45,0.0,0.34,0.33,0.39,0.42,0.37,0.47,0.0,0.67,0.47,0.0,0.55,0.0,0.37,0.38,0.33,0.48,0.4,0.54,0.41,0.36,0.0,0.34,0.41,0.35,0.36,0.35,0.48,0.45,0.38,0.39,0.34,0.37,0.0,0.35,0.35,0.45,0.43,0.51,0.43,0.4,0.41,0.34,0.43,0.0,0.41,0.0,0.37,0.0,0.4,0.37,0.37,0.41,0.4,0.39,0.33,0.35,0.36,0.0,0.35,0.0,0.37,0.41,0.47,0.4,0.38,0.4,0.0,0.36,0.35,0.37,0.37,0.36,0.37,0.37,0.0,0.38,0.35,0.34,0.0,0.42,0.53,0.42,0.37,0.0,0.0,0.39,0.38,0.0,0.34,0.34,0.0,0.47,0.39,0.0,0.36,0.41,0.0,0.35,0.0,0.0,0.39,0.42,0.38,0.0,0.0,0.0,0.39,0.38,0.45,0.0,0.34,0.0,0.0,0.0,0.33,0.0,0.0,0.35,0.34,0.35,0.0,0.37,0.0,0.0,0.36,0.0,0.0,0.35,0.0,0.0,0.41,0.41,0.47,0.0,0.33,0.33,0.0,0.0,0.37,0.0,0.37,0.56,0.49,0.49,0.5,0.45,0.44,0.43,0.41,0.4,0.42,0.4,0.38,0.38,0.39,0.38,0.38,0.38,0.36,0.39,0.38,0.38,0.38,0.39,0.36,0.37,0.4,0.0,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.36,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.58
07/27/2021,0.75,0.0,0.81,0.6,0.8,0.68,0.55,0.74,0.51,0.0,0.5,0.49,0.63,0.55,0.0,0.45,0.54,0.42,0.45,0.57,0.5,0.51,0.51,0.5,0.49,0.46,0.44,0.42,0.35,0.47,0.53,0.48,0.0,0.44,0.0,0.45,0.42,0.61,0.48,0.43,0.71,0.44,0.47,0.41,0.44,0.41,0.46,0.54,0.47,0.39,0.43,0.43,0.34,0.41,0.4,0.47,0.51,0.37,0.46,0.0,0.55,0.42,0.66,0.45,0.0,0.34,0.33,0.39,0.42,0.37,0.47,0.0,0.67,0.47,0.0,0.55,0.0,0.37,0.38,0.33,0.48,0.4,0.54,0.41,0.36,0.0,0.34,0.41,0.35,0.36,0.35,0.48,0.45,0.38,0.39,0.34,0.37,0.0,0.35,0.35,0.45,0.43,0.51,0.43,0.4,0.41,0.34,0.43,0.0,0.41,0.0,0.37,0.0,0.4,0.37,0.37,0.41,0.4,0.39,0.33,0.35,0.36,0.0,0.35,0.0,0.37,0.41,0.47,0.4,0.38,0.4,0.0,0.36,0.35,0.37,0.37,0.36,0.37,0.37,0.0,0.38,0.35,0.34,0.0,0.42,0.53,0.42,0.37,0.0,0.0,0.39,0.38,0.0,0.34,0.34,0.0,0.47,0.39,0.0,0.36,0.41,0.0,0.35,0.0,0.0,0.39,0.42,0.38,0.0,0.0,0.0,0.39,0.38,0.45,0.0,0.34,0.0,0.0,0.0,0.33,0.0,0.0,0.35,0.34,0.35,0.0,0.37,0.0,0.0,0.36,0.0,0.0,0.35,0.0,0.0,0.41,0.41,0.47,0.0,0.33,0.33,0.0,0.0,0.37,0.0,0.37,0.56,0.49,0.49,0.5,0.45,0.44,0.43,0.41,0.4,0.42,0.4,0.38,0.38,0.39,0.38,0.38,0.38,0.36,0.39,0.38,0.38,0.38,0.39,0.36,0.37,0.4,0.0,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.36,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.58
07/28/2021,0.74,0.0,0.83,0.59,0.89,0.68,0.55,0.74,0.52,0.0,0.5,0.49,0.63,0.56,0.0,0.46,0.53,0.42,0.46,0.58,0.5,0.52,0.51,0.5,0.49,0.46,0.45,0.42,0.36,0.47,0.54,0.48,0.0,0.43,0.0,0.45,0.42,0.61,0.49,0.42,0.71,0.42,0.47,0.4,0.44,0.41,0.45,0.54,0.48,0.39,0.42,0.43,0.36,0.42,0.4,0.48,0.51,0.37,0.46,0.0,0.55,0.43,0.67,0.45,0.0,0.34,0.0,0.39,0.42,0.37,0.47,0.0,0.68,0.48,0.0,0.55,0.0,0.36,0.37,0.0,0.48,0.41,0.54,0.41,0.35,0.0,0.0,0.41,0.34,0.35,0.34,0.49,0.45,0.38,0.38,0.35,0.37,0.0,0.35,0.35,0.46,0.43,0.5,0.42,0.41,0.42,0.34,0.44,0.0,0.41,0.0,0.39,0.0,0.41,0.37,0.37,0.42,0.4,0.39,0.34,0.35,0.36,0.34,0.34,0.0,0.38,0.41,0.47,0.4,0.39,0.4,0.0,0.35,0.35,0.37,0.38,0.36,0.38,0.37,0.0,0.37,0.35,0.36,0.0,0.42,0.54,0.42,0.37,0.0,0.33,0.4,0.38,0.0,0.34,0.34,0.0,0.47,0.4,0.0,0.36,0.41,0.0,0.35,0.33,0.0,0.4,0.44,0.38,0.0,0.0,0.33,0.4,0.38,0.47,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.0,0.35,0.34,0.35,0.0,0.38,0.0,0.0,0.37,0.0,0.0,0.35,0.0,0.0,0.42,0.41,0.47,0.0,0.34,0.34,0.0,0.0,0.36,0.0,0.37,0.51,0.49,0.48,0.5,0.45,0.44,0.43,0.41,0.39,0.41,0.4,0.39,0.37,0.4,0.39,0.38,0.37,0.35,0.4,0.38,0.39,0.38,0.4,0.35,0.39,0.41,0.0,0.36,0.34,0.35,0.35,0.35,0.0,0.34,0.35,0.35,0.34,0.0,0.35,0.36,0.33,0.34,0.34,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.96000000000001
07/29/2021,0.74,0.0,0.83,0.59,0.91,0.67,0.55,0.74,0.52,0.0,0.5,0.49,0.64,0.56,0.0,0.46,0.54,0.43,0.45,0.57,0.5,0.52,0.52,0.5,0.49,0.46,0.45,0.42,0.35,0.46,0.54,0.47,0.0,0.43,0.0,0.45,0.42,0.61,0.49,0.42,0.71,0.43,0.47,0.4,0.44,0.41,0.45,0.54,0.48,0.39,0.42,0.43,0.36,0.41,0.4,0.48,0.5,0.38,0.46,0.0,0.55,0.43,0.68,0.45,0.0,0.34,0.0,0.38,0.41,0.39,0.47,0.0,0.68,0.48,0.0,0.57,0.0,0.36,0.37,0.0,0.48,0.41,0.55,0.41,0.35,0.0,0.0,0.41,0.34,0.35,0.34,0.49,0.45,0.38,0.38,0.34,0.37,0.0,0.35,0.35,0.46,0.43,0.51,0.42,0.4,0.42,0.34,0.44,0.0,0.41,0.0,0.39,0.0,0.4,0.37,0.37,0.41,0.4,0.39,0.34,0.35,0.36,0.34,0.34,0.0,0.38,0.4,0.47,0.4,0.39,0.4,0.33,0.35,0.35,0.36,0.38,0.36,0.37,0.37,0.0,0.37,0.35,0.37,0.0,0.42,0.54,0.42,0.37,0.0,0.33,0.4,0.38,0.0,0.34,0.34,0.0,0.47,0.4,0.0,0.36,0.41,0.0,0.35,0.33,0.0,0.43,0.45,0.38,0.0,0.0,0.33,0.4,0.38,0.46,0.0,0.34,0.0,0.0,0.0,0.33,0.0,0.0,0.35,0.34,0.35,0.0,0.38,0.0,0.0,0.36,0.0,0.0,0.35,0.0,0.0,0.42,0.41,0.47,0.0,0.33,0.33,0.0,0.0,0.36,0.0,0.38,0.55,0.5,0.49,0.49,0.45,0.44,0.43,0.41,0.39,0.41,0.39,0.38,0.37,0.39,0.39,0.38,0.37,0.36,0.39,0.38,0.39,0.36,0.41,0.35,0.39,0.4,0.0,0.0,0.34,0.35,0.35,0.35,0.0,0.34,0.35,0.35,0.34,0.0,0.35,0.35,0.34,0.33,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9
07/30/2021,0.74,0.0,0.83,0.59,0.91,0.67,0.55,0.74,0.52,0.0,0.5,0.49,0.64,0.56,0.0,0.46,0.54,0.43,0.45,0.57,0.5,0.52,0.52,0.5,0.49,0.46,0.45,0.42,0.35,0.46,0.54,0.47,0.0,0.43,0.0,0.45,0.42,0.61,0.49,0.42,0.71,0.43,0.47,0.4,0.44,0.41,0.45,0.54,0.48,0.39,0.42,0.43,0.36,0.41,0.4,0.48,0.5,0.38,0.46,0.0,0.55,0.43,0.68,0.45,0.0,0.34,0.0,0.38,0.41,0.39,0.47,0.0,0.68,0.48,0.0,0.57,0.0,0.36,0.37,0.0,0.48,0.41,0.55,0.41,0.35,0.0,0.0,0.41,0.34,0.35,0.34,0.49,0.45,0.38,0.38,0.34,0.37,0.0,0.35,0.35,0.46,0.43,0.51,0.42,0.4,0.42,0.34,0.44,0.0,0.41,0.0,0.39,0.0,0.4,0.37,0.37,0.41,0.4,0.39,0.34,0.35,0.36,0.34,0.34,0.0,0.38,0.4,0.47,0.4,0.39,0.4,0.33,0.35,0.35,0.36,0.38,0.36,0.37,0.37,0.0,0.37,0.35,0.37,0.0,0.42,0.54,0.42,0.37,0.0,0.33,0.4,0.38,0.0,0.34,0.34,0.0,0.47,0.4,0.0,0.36,0.41,0.0,0.35,0.33,0.0,0.43,0.45,0.38,0.0,0.0,0.33,0.4,0.38,0.46,0.0,0.34,0.0,0.0,0.0,0.33,0.0,0.0,0.35,0.34,0.35,0.0,0.38,0.0,0.0,0.36,0.0,0.0,0.35,0.0,0.0,0.42,0.41,0.47,0.0,0.33,0.33,0.0,0.0,0.36,0.0,0.38,0.55,0.5,0.49,0.49,0.45,0.44,0.43,0.41,0.39,0.41,0.39,0.38,0.37,0.39,0.39,0.38,0.37,0.36,0.39,0.38,0.39,0.36,0.41,0.35,0.39,0.4,0.0,0.0,0.34,0.35,0.35,0.35,0.0,0.34,0.35,0.35,0.34,0.0,0.35,0.35,0.34,0.33,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9
08/02/2021,0.74,0.0,0.81,0.59,0.89,0.67,0.55,0.74,0.52,0.0,0.49,0.48,0.66,0.56,0.0,0.45,0.53,0.42,0.46,0.58,0.5,0.52,0.51,0.5,0.5,0.46,0.45,0.42,0.34,0.44,0.54,0.48,0.0,0.43,0.0,0.45,0.42,0.62,0.48,0.42,0.71,0.43,0.47,0.4,0.43,0.41,0.45,0.55,0.48,0.4,0.42,0.43,0.36,0.41,0.4,0.48,0.51,0.38,0.46,0.0,0.56,0.43,0.67,0.45,0.0,0.34,0.34,0.37,0.41,0.39,0.47,0.0,0.69,0.48,0.0,0.57,0.0,0.36,0.37,0.0,0.48,0.4,0.55,0.41,0.34,0.0,0.0,0.39,0.33,0.35,0.0,0.49,0.45,0.39,0.37,0.35,0.37,0.0,0.35,0.0,0.46,0.43,0.51,0.42,0.4,0.41,0.34,0.44,0.0,0.41,0.0,0.4,0.0,0.41,0.35,0.36,0.4,0.4,0.39,0.35,0.35,0.36,0.33,0.34,0.0,0.38,0.41,0.47,0.41,0.39,0.41,0.0,0.35,0.35,0.37,0.38,0.36,0.38,0.38,0.0,0.36,0.35,0.38,0.0,0.42,0.54,0.43,0.37,0.0,0.33,0.4,0.39,0.0,0.33,0.34,0.0,0.47,0.4,0.0,0.37,0.42,0.0,0.35,0.33,0.0,0.45,0.44,0.38,0.0,0.0,0.33,0.41,0.38,0.46,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.0,0.35,0.34,0.35,0.34,0.38,0.0,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.44,0.4,0.48,0.0,0.34,0.33,0.0,0.0,0.36,0.0,0.38,0.53,0.49,0.49,0.5,0.44,0.43,0.43,0.41,0.39,0.41,0.4,0.38,0.36,0.4,0.39,0.38,0.36,0.36,0.42,0.39,0.39,0.37,0.41,0.35,0.38,0.41,0.0,0.0,0.33,0.34,0.36,0.35,0.0,0.33,0.34,0.35,0.34,0.0,0.35,0.35,0.34,0.34,0.0,0.33,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.94
08/03/2021,0.74,0.0,0.81,0.59,0.89,0.67,0.55,0.74,0.52,0.0,0.49,0.48,0.66,0.56,0.0,0.45,0.53,0.42,0.46,0.58,0.5,0.52,0.51,0.5,0.5,0.46,0.45,0.42,0.34,0.44,0.54,0.48,0.0,0.43,0.0,0.45,0.42,0.62,0.48,0.42,0.71,0.43,0.47,0.4,0.43,0.41,0.45,0.55,0.48,0.4,0.42,0.43,0.36,0.41,0.4,0.48,0.51,0.38,0.46,0.0,0.56,0.43,0.67,0.45,0.0,0.34,0.34,0.37,0.41,0.39,0.47,0.0,0.69,0.48,0.0,0.57,0.0,0.36,0.37,0.0,0.48,0.4,0.55,0.41,0.34,0.0,0.0,0.39,0.33,0.35,0.0,0.49,0.45,0.39,0.37,0.35,0.37,0.0,0.35,0.0,0.46,0.43,0.51,0.42,0.4,0.41,0.34,0.44,0.0,0.41,0.0,0.4,0.0,0.41,0.35,0.36,0.4,0.4,0.39,0.35,0.35,0.36,0.33,0.34,0.0,0.38,0.41,0.47,0.41,0.39,0.41,0.0,0.35,0.35,0.37,0.38,0.36,0.38,0.38,0.0,0.36,0.35,0.38,0.0,0.42,0.54,0.43,0.37,0.0,0.33,0.4,0.39,0.0,0.33,0.34,0.0,0.47,0.4,0.0,0.37,0.42,0.0,0.35,0.33,0.0,0.45,0.44,0.38,0.0,0.0,0.33,0.41,0.38,0.46,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.0,0.35,0.34,0.35,0.34,0.38,0.0,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.44,0.4,0.48,0.0,0.34,0.33,0.0,0.0,0.36,0.0,0.38,0.53,0.49,0.49,0.5,0.44,0.43,0.43,0.41,0.39,0.41,0.4,0.38,0.36,0.4,0.39,0.38,0.36,0.36,0.42,0.39,0.39,0.37,0.41,0.35,0.38,0.41,0.0,0.0,0.33,0.34,0.36,0.35,0.0,0.33,0.34,0.35,0.34,0.0,0.35,0.35,0.34,0.34,0.0,0.33,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.94
08/04/2021,0.74,0.0,0.81,0.59,0.89,0.67,0.55,0.74,0.52,0.0,0.49,0.48,0.66,0.56,0.0,0.45,0.53,0.42,0.46,0.58,0.5,0.52,0.51,0.5,0.5,0.46,0.45,0.42,0.34,0.44,0.54,0.48,0.0,0.43,0.0,0.45,0.42,0.62,0.48,0.42,0.71,0.43,0.47,0.4,0.43,0.41,0.45,0.55,0.48,0.4,0.42,0.43,0.36,0.41,0.4,0.48,0.51,0.38,0.46,0.0,0.56,0.43,0.67,0.45,0.0,0.34,0.34,0.37,0.41,0.39,0.47,0.0,0.69,0.48,0.0,0.57,0.0,0.36,0.37,0.0,0.48,0.4,0.55,0.41,0.34,0.0,0.0,0.39,0.33,0.35,0.0,0.49,0.45,0.39,0.37,0.35,0.37,0.0,0.35,0.0,0.46,0.43,0.51,0.42,0.4,0.41,0.34,0.44,0.0,0.41,0.0,0.4,0.0,0.41,0.35,0.36,0.4,0.4,0.39,0.35,0.35,0.36,0.33,0.34,0.0,0.38,0.41,0.47,0.41,0.39,0.41,0.0,0.35,0.35,0.37,0.38,0.36,0.38,0.38,0.0,0.36,0.35,0.38,0.0,0.42,0.54,0.43,0.37,0.0,0.33,0.4,0.39,0.0,0.33,0.34,0.0,0.47,0.4,0.0,0.37,0.42,0.0,0.35,0.33,0.0,0.45,0.44,0.38,0.0,0.0,0.33,0.41,0.38,0.46,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.0,0.35,0.34,0.35,0.34,0.38,0.0,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.44,0.4,0.48,0.0,0.34,0.33,0.0,0.0,0.36,0.0,0.38,0.53,0.49,0.49,0.5,0.44,0.43,0.43,0.41,0.39,0.41,0.4,0.38,0.36,0.4,0.39,0.38,0.36,0.36,0.42,0.39,0.39,0.37,0.41,0.35,0.38,0.41,0.0,0.0,0.33,0.34,0.36,0.35,0.0,0.33,0.34,0.35,0.34,0.0,0.35,0.35,0.34,0.34,0.0,0.33,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.94
08/05/2021,0.74,0.0,0.81,0.59,0.89,0.67,0.55,0.74,0.52,0.0,0.49,0.48,0.66,0.56,0.0,0.45,0.53,0.42,0.46,0.58,0.5,0.52,0.51,0.5,0.5,0.46,0.45,0.42,0.34,0.44,0.54,0.48,0.0,0.43,0.0,0.45,0.42,0.62,0.48,0.42,0.71,0.43,0.47,0.4,0.43,0.41,0.45,0.55,0.48,0.4,0.42,0.43,0.36,0.41,0.4,0.48,0.51,0.38,0.46,0.0,0.56,0.43,0.67,0.45,0.0,0.34,0.34,0.37,0.41,0.39,0.47,0.0,0.69,0.48,0.0,0.57,0.0,0.36,0.37,0.0,0.48,0.4,0.55,0.41,0.34,0.0,0.0,0.39,0.33,0.35,0.0,0.49,0.45,0.39,0.37,0.35,0.37,0.0,0.35,0.0,0.46,0.43,0.51,0.42,0.4,0.41,0.34,0.44,0.0,0.41,0.0,0.4,0.0,0.41,0.35,0.36,0.4,0.4,0.39,0.35,0.35,0.36,0.33,0.34,0.0,0.38,0.41,0.47,0.41,0.39,0.41,0.0,0.35,0.35,0.37,0.38,0.36,0.38,0.38,0.0,0.36,0.35,0.38,0.0,0.42,0.54,0.43,0.37,0.0,0.33,0.4,0.39,0.0,0.33,0.34,0.0,0.47,0.4,0.0,0.37,0.42,0.0,0.35,0.33,0.0,0.45,0.44,0.38,0.0,0.0,0.33,0.41,0.38,0.46,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.0,0.35,0.34,0.35,0.34,0.38,0.0,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.44,0.4,0.48,0.0,0.34,0.33,0.0,0.0,0.36,0.0,0.38,0.53,0.49,0.49,0.5,0.44,0.43,0.43,0.41,0.39,0.41,0.4,0.38,0.36,0.4,0.39,0.38,0.36,0.36,0.42,0.39,0.39,0.37,0.41,0.35,0.38,0.41,0.0,0.0,0.33,0.34,0.36,0.35,0.0,0.33,0.34,0.35,0.34,0.0,0.35,0.35,0.34,0.34,0.0,0.33,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.94
08/06/2021,0.79,0.0,0.73,0.59,0.91,0.67,0.55,0.73,0.54,0.0,0.49,0.49,0.69,0.53,0.0,0.44,0.55,0.43,0.46,0.58,0.51,0.52,0.5,0.5,0.5,0.46,0.45,0.44,0.34,0.43,0.54,0.46,0.0,0.41,0.0,0.45,0.43,0.57,0.49,0.42,0.7,0.43,0.46,0.41,0.42,0.39,0.45,0.55,0.47,0.41,0.43,0.43,0.33,0.43,0.41,0.48,0.5,0.39,0.47,0.0,0.54,0.44,0.67,0.44,0.0,0.34,0.34,0.38,0.41,0.39,0.47,0.0,0.71,0.48,0.0,0.57,0.0,0.35,0.36,0.0,0.49,0.41,0.55,0.38,0.36,0.0,0.0,0.37,0.34,0.34,0.0,0.47,0.45,0.39,0.36,0.38,0.37,0.0,0.35,0.0,0.47,0.43,0.48,0.41,0.41,0.42,0.34,0.45,0.0,0.42,0.0,0.42,0.0,0.42,0.35,0.37,0.4,0.4,0.39,0.36,0.34,0.36,0.33,0.34,0.0,0.38,0.4,0.47,0.42,0.39,0.41,0.33,0.35,0.35,0.36,0.37,0.0,0.37,0.37,0.0,0.36,0.35,0.4,0.0,0.42,0.57,0.41,0.35,0.0,0.33,0.4,0.38,0.0,0.34,0.34,0.0,0.57,0.41,0.35,0.38,0.42,0.0,0.0,0.35,0.0,0.45,0.48,0.39,0.0,0.0,0.34,0.41,0.38,0.47,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.34,0.35,0.35,0.35,0.38,0.0,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.42,0.4,0.48,0.0,0.34,0.33,0.0,0.0,0.36,0.0,0.37,0.46,0.45,0.49,0.49,0.44,0.42,0.44,0.41,0.39,0.42,0.39,0.37,0.34,0.4,0.38,0.38,0.39,0.35,0.44,0.39,0.41,0.0,0.41,0.35,0.36,0.42,0.0,0.33,0.34,0.34,0.36,0.35,0.34,0.34,0.35,0.35,0.34,0.35,0.34,0.37,0.36,0.34,0.0,0.0,0.0,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0
