,CRCT,APPS,CELH,ROKU,GLBE,ATKR,INMD,TIGR,CDNA,RILY,FRHC,QFIN,CLF,SNAP,GNRC,FVRR,NET,UPST,NVCR,SE,ENPH,PINS,NVDA,SKY,PGNY,SPT,CRWD,HUBS,FIGS,COWN,SWBI,DLO,AVTR,MED,PRFT,SQ,ASML,OSTK,BX,SHOP,U.S. Bank Money Market Deposit Account,ESI,TSLA,JBL,CRL,SCHW,KKR,JCOM,CRNC,ZS,ACM Research Inc Class A,GRWG,WAL,LOVE,TBIO,MRNA,EVR,UCTT,JEF,DECK,Overstock.com Inc,Jabil Inc,ASAN,BILL,IIPR,CUBI,DOCU,LFST,LGI Homes Inc,LGIH,LifeStance Health Group Inc Ordinary Shares,SGH,DBX,WB,GOOGL,WST,EXPD,TROW,CCS,FIGS Inc Class A,Smith & Wesson Brands Inc,HZO,AN,CPRT,DE,COOP,CROX,SF,FND,The Trade Desk Inc A,FB,DDOG,SITM,CVNA,IT,MRVI,DOCS,RCII,ALGN,TPX,KLIC,TASK,RGEN,MPWR,AXON,ARES,n/a,603087.SS,DVAX,SWAV,MNDY,STEP,AXNX,BLDR,LSPD.TO,S,ZI,WSM,MELI,MATX,INSP,TNDM,MDB,KLAC,USBFS03,CFLT,PAG,FANG,CPE,CHX,CZR,WCC,SAH,WFG.TO,TEAM,ODFL,DXCM,CBRE,CARG,WSC,LULU,ACMR,UPWK,NFLX,CCSI,AFRM,BROS,APP,AMD,CG,TDCX,SIVB,MXL,HLI,MEG,U,MP,KRNT,ESTC,ENTG,LGND,RBLX,ZIM,SNOW,ONON,TREX,TTD,ETSY,ONTO,AMN,DAVA,INTU,ANET,LPX,FOCS,AOSL,TER,DHI,TRUP,GRBK,LSI,MSFT,LRCX,EPAM,CMC,REGN,SIMO,AMAT,HAYW,CUBE,AVGO,EXR,IQV,DHR,BRO,PHM,ALNY,SMPL,ICLR,KNSL,HRMY,STX,TW,EW,AAWW,MMC,FNF,MTH,GLOB,TSCO,PFE,EPRT,JBHT,STE,LIN,MDC,XPEV,VRTX,MPW,NFG,SPG,MRVL,RIO,ASO,SBNY,GSL,PSA,NMIH,REXR,NMRK,AER,BMY,FMC,NSA,SCCO,BERY,TSM,PKG,HESM,NRG,MA,RYAN,TRU,INFY,MKSI,SUM
08/26/2021,0.0,0.0,2.96,0.0,3.64,3.11,3.9,0.0,0.0,0.0,3.27,0.0,3.12,3.32,2.87,0.0,3.52,3.99,0.0,3.12,2.73,0.0,0.53,0.0,0.0,2.95,0.0,2.02,0.0,0.0,0.0,2.66,0.51,0.0,2.1,1.94,1.99,0.0,1.98,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,2.78,0.0,0.0,3.47,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.03,0.0,0.97,0.0,0.0,0.0,0.0,0.0,1.89,0.0,1.01,0.53,0.0,0.0,0.47,0.0,0.0,0.0,0.97,0.0,0.0,0.0,1.99,0.0,0.0,0.0,0.0,3.06,2.98,2.9,2.04,1.21,1.08,1.04,0.99,0.97,0.96,0.63,0.53,0.52,0.51,0.5,0.46,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/07/2021,0.0,0.0,3.83,0.0,2.09,3.36,3.52,0.0,0.0,0.0,3.27,0.0,3.23,2.78,2.99,0.0,2.94,3.15,0.0,2.98,0.0,0.0,1.89,0.0,0.0,0.0,2.84,0.94,0.0,0.0,0.0,2.95,0.48,0.0,0.99,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,1.87,0.0,0.0,3.28,0.0,0.0,0.0,2.65,0.0,0.0,3.82,3.68,0.98,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.9,2.07,0.42,0.95,1.88,3.5,0.93,0.95,0.48,0.51,2.64,1.97,0.97,0.0,0.5,0.22,0.0,3.57,3.54,2.12,1.98,0.5,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/08/2021,0.0,0.0,3.83,0.0,2.09,3.36,3.52,0.0,0.0,0.0,3.27,0.0,3.23,2.78,2.99,0.0,2.94,3.15,0.0,2.98,0.0,0.0,1.89,0.0,0.0,0.0,2.84,0.94,0.0,0.0,0.0,2.95,0.48,0.0,0.99,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,1.87,0.0,0.0,3.28,0.0,0.0,0.0,2.65,0.0,0.0,3.82,3.68,0.98,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.9,2.07,0.42,0.95,1.88,3.5,0.93,0.95,0.48,0.51,2.64,1.97,0.97,0.0,0.5,0.22,0.0,3.57,3.54,2.12,1.98,0.5,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/09/2021,0.0,0.0,3.86,0.0,2.12,3.26,3.49,0.0,0.0,0.0,3.21,0.0,3.15,2.79,2.96,0.0,2.94,3.21,0.0,3.07,0.0,0.0,1.9,0.0,0.0,0.0,2.86,0.95,0.0,0.0,0.0,2.89,0.48,0.0,1.01,0.0,0.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,1.84,0.0,0.0,3.4,0.0,0.0,0.0,2.64,0.0,0.0,3.97,3.76,0.98,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.89,2.13,0.43,0.94,1.81,3.49,0.92,0.93,0.47,0.51,2.7,1.98,0.96,0.0,0.5,0.22,0.0,3.53,3.51,2.01,1.95,0.5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/10/2021,0.0,0.0,3.46,0.0,2.64,3.38,3.54,0.0,0.0,0.0,2.83,0.0,2.9,3.0,2.95,0.0,3.01,3.37,0.0,3.0,0.46,0.0,0.98,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,1.77,0.51,0.0,1.95,0.0,0.99,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.97,0.0,0.0,3.8,0.0,0.0,0.0,1.9,0.0,0.0,4.15,3.6,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.98,2.05,0.0,0.98,2.0,3.14,0.48,0.97,0.0,0.5,3.75,2.01,0.49,0.0,0.99,0.21,0.0,3.15,3.67,1.81,1.95,0.51,0.49,3.51,0.51,0.5,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/13/2021,0.0,0.0,3.59,0.0,2.49,3.29,3.53,0.0,0.0,0.0,2.86,0.0,2.85,2.95,2.99,0.0,2.99,3.57,0.0,2.99,0.46,0.0,0.98,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,1.82,0.52,0.0,2.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.97,0.0,0.0,3.74,0.0,0.0,0.0,1.9,0.0,0.0,4.11,3.7,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,1.01,2.06,0.0,1.0,1.83,3.04,0.48,1.0,0.0,0.49,3.71,2.03,0.49,0.0,1.01,0.0,0.0,3.31,3.63,1.89,1.92,0.51,0.5,3.49,0.5,0.48,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/14/2021,0.0,0.0,3.56,0.0,2.31,3.29,3.6,0.0,0.0,0.0,2.83,0.0,2.85,2.95,3.04,0.0,2.96,3.74,0.0,2.78,0.45,0.0,0.97,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,1.84,0.51,0.0,1.99,0.0,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.98,0.0,0.0,4.0,0.0,0.0,0.0,1.91,0.0,0.0,4.31,3.61,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,1.01,1.99,0.0,1.0,1.8,3.26,0.48,0.99,0.0,0.5,3.44,2.01,0.48,0.0,1.0,0.11,0.0,3.41,3.42,1.88,1.9,0.49,0.5,3.68,0.48,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/15/2021,0.0,0.0,3.75,0.0,2.44,3.33,3.61,0.0,0.0,0.0,2.81,0.0,2.87,2.97,3.04,0.0,2.97,3.53,0.0,2.83,0.44,0.0,0.99,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,1.8,0.52,0.0,1.98,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.98,0.0,0.0,3.98,0.0,0.0,0.0,1.97,0.0,0.0,4.36,3.5,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,2.04,0.0,1.0,1.6,3.32,0.47,0.99,0.0,0.5,3.59,2.04,0.49,0.0,1.0,0.12,0.0,3.19,3.45,1.81,1.91,0.5,0.49,3.72,0.47,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/17/2021,0.0,0.0,3.58,0.0,0.0,3.71,3.33,0.0,0.0,0.0,0.0,0.0,0.0,2.97,3.06,0.0,3.0,3.13,0.0,2.9,0.5,0.0,2.04,0.0,0.0,0.0,2.96,1.01,0.0,0.0,0.0,1.98,1.04,0.0,2.0,0.0,2.09,0.0,2.07,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,1.08,0.0,0.0,3.58,0.0,0.0,0.52,0.0,0.0,0.0,3.97,3.4,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,1.99,2.06,0.0,1.02,0.87,3.13,0.0,1.0,0.0,0.52,3.1,3.04,1.02,0.0,1.01,0.12,0.0,2.91,3.33,1.95,0.0,0.48,0.51,3.67,0.0,0.52,0.0,2.0,0.52,0.51,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/20/2021,0.0,0.0,3.63,0.0,0.0,3.66,3.51,0.0,0.0,0.0,0.0,0.0,0.0,2.98,2.99,0.0,3.01,3.05,0.0,2.95,0.48,0.0,2.0,0.0,0.0,0.0,2.94,1.0,0.0,0.0,0.0,2.05,1.02,0.0,1.97,0.0,2.07,0.0,2.1,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,1.05,0.0,0.0,3.6,0.0,0.0,0.5,0.0,0.0,0.0,4.16,3.41,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,2.0,1.97,0.0,1.01,0.89,3.02,0.0,0.97,0.0,0.5,3.21,3.02,1.01,0.0,0.99,0.19,0.0,2.78,3.38,1.93,0.0,0.45,0.49,3.69,0.0,0.53,0.0,1.98,0.5,0.5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/21/2021,0.0,0.0,3.78,0.0,0.0,3.56,3.63,0.0,0.0,0.0,0.0,0.0,0.0,2.88,2.93,0.0,3.07,3.15,0.0,2.94,0.47,0.0,1.96,0.0,0.0,0.0,2.94,1.01,0.0,0.0,0.0,1.99,1.01,0.0,1.93,0.0,2.03,0.0,2.07,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,1.02,0.0,0.0,3.58,0.0,0.0,0.49,0.0,0.0,0.0,4.4,3.43,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,2.03,2.0,0.0,0.99,0.87,3.0,0.0,0.98,0.0,0.47,3.4,3.0,1.0,0.0,0.98,0.19,0.0,2.72,3.46,1.95,0.0,0.45,0.48,3.65,0.0,0.53,0.0,1.94,0.49,0.51,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/22/2021,0.0,0.0,3.78,0.0,0.0,3.56,3.63,0.0,0.0,0.0,0.0,0.0,0.0,2.88,2.93,0.0,3.07,3.15,0.0,2.94,0.47,0.0,1.96,0.0,0.0,0.0,2.94,1.01,0.0,0.0,0.0,1.99,1.01,0.0,1.93,0.0,2.03,0.0,2.07,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,1.02,0.0,0.0,3.58,0.0,0.0,0.49,0.0,0.0,0.0,4.4,3.43,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,2.03,2.0,0.0,0.99,0.87,3.0,0.0,0.98,0.0,0.47,3.4,3.0,1.0,0.0,0.98,0.19,0.0,2.72,3.46,1.95,0.0,0.45,0.48,3.65,0.0,0.53,0.0,1.94,0.49,0.51,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
