,1109.HK,BEKE,960.HK,688.HK,2007.HK,1918.HK,4.HK,2202 HK,754.HK,813.HK,884.HK,3333.HK,1030.HK,2777.HK,3380.HK,817.HK,1813.HK,123.HK,3383.HK,873.HK,900932 CH,600048 C1,1638.HK,604.HK,3900.HK,3883.HK,1238.HK,601155 C1,000002 C2,001979 C2,6158.HK,6049.HK,600383 C1,600606 C1,000656 C2,000402 C2,002146 C2,600895 C1,600848 C1,600177 C1,2669.HK,600415 C1,600340 C1,000961 C2,000671 C2,000540 C2,001914 C2,1516.HK,CASH,1209 HK,1209.HK,1516 HK,B 08/12/21,n/a,6098.HK,3319.HK,2869.HK,1995.HK,000961,600340,000671,001914,B 0 08/12/21,2202.HK,900932.SZ,600048.SS,000002.SZ,601155.SS,001979.SZ,600383.SS,600606.SS,000656.SZ,600895.SS,000402.SZ,600177.SS,002146.SZ,600415.SS,600848.SS,600340.SS,000671.SZ,000961.SZ,000540.SZ,001914.SZ,SUM
07/23/2021,8.91,7.97,7.89,6.94,6.36,5.93,5.43,3.46,2.96,2.81,2.58,1.98,2.35,2.32,2.09,2.07,1.94,1.96,1.89,1.87,1.62,1.34,1.19,1.32,1.34,1.22,1.11,0.98,0.97,0.88,0.89,0.83,0.68,0.62,0.46,0.42,0.42,0.42,0.39,0.39,0.42,0.38,0.33,0.29,0.31,0.29,0.26,0.21,0.15,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/26/2021,8.94,7.77,8.14,6.91,6.45,6.22,5.4,3.43,2.92,2.8,2.53,2.05,2.35,2.29,2.08,2.05,1.98,1.92,1.9,1.83,1.6,1.3,1.19,1.3,1.31,1.2,1.14,0.97,0.96,0.87,0.89,0.85,0.66,0.59,0.46,0.42,0.39,0.41,0.37,0.38,0.42,0.37,0.32,0.29,0.3,0.28,0.25,0.19,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,8.94,7.77,8.14,6.91,6.45,6.22,5.4,3.43,2.92,2.8,2.53,2.05,2.35,2.29,2.08,2.05,1.98,1.92,1.9,1.83,1.6,1.3,1.19,1.3,1.31,1.2,1.14,0.97,0.96,0.87,0.89,0.85,0.66,0.59,0.46,0.42,0.39,0.41,0.37,0.38,0.42,0.37,0.32,0.29,0.3,0.28,0.25,0.19,0.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/29/2021,9.48,5.49,8.4,7.52,6.71,6.16,5.7,3.48,2.88,2.86,2.65,1.93,2.33,2.39,2.13,2.11,1.93,1.98,1.99,1.46,1.71,1.31,1.2,1.39,1.25,1.23,1.13,0.95,0.97,0.93,0.96,0.85,0.65,0.6,0.47,0.44,0.4,0.43,0.38,0.41,0.37,0.38,0.33,0.28,0.31,0.3,0.26,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/30/2021,9.41,5.72,8.43,7.7,6.9,6.06,5.83,3.38,2.66,2.89,2.61,1.75,2.29,2.35,2.1,2.08,1.94,2.02,1.99,1.41,1.75,1.32,1.15,1.42,1.17,1.23,1.12,0.95,0.95,0.88,1.0,0.84,0.66,0.61,0.47,0.44,0.4,0.45,0.39,0.43,0.37,0.4,0.33,0.29,0.31,0.3,0.27,0.0,0.24,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/02/2021,9.09,5.43,8.29,7.44,7.02,6.22,5.84,3.52,2.6,2.92,2.66,1.74,2.3,2.31,2.09,2.05,1.98,2.03,1.99,1.64,1.77,1.33,1.21,1.46,1.2,1.21,1.15,0.95,0.98,0.85,1.02,0.9,0.65,0.61,0.47,0.44,0.39,0.45,0.38,0.44,0.42,0.4,0.32,0.29,0.32,0.3,0.27,0.21,-3.47,0.0,0.21,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/03/2021,9.09,5.43,8.29,7.44,7.02,6.22,5.84,3.52,2.6,2.92,2.66,1.74,2.3,2.31,2.09,2.05,1.98,2.03,1.99,1.64,1.77,1.33,1.21,1.46,1.2,1.21,1.15,0.95,0.98,0.85,1.02,0.9,0.65,0.61,0.47,0.44,0.39,0.45,0.38,0.44,0.42,0.4,0.32,0.29,0.32,0.3,0.27,0.21,-3.47,0.0,0.21,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,8.81,5.37,7.98,7.4,6.97,6.2,6.01,3.65,2.63,2.93,2.68,1.64,2.34,2.27,2.08,2.1,1.97,2.09,1.98,1.61,1.84,1.38,1.23,1.48,1.19,1.2,1.15,0.98,1.02,0.87,1.05,0.87,0.68,0.63,0.49,0.46,0.41,0.46,0.4,0.45,0.42,0.4,0.33,0.3,0.33,0.3,0.27,0.21,-3.61,0.0,0.22,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/05/2021,8.94,5.25,8.0,7.41,6.99,6.24,5.83,3.68,2.67,2.94,2.73,1.71,2.42,2.28,2.1,2.14,1.99,2.04,2.0,1.56,1.78,1.36,1.26,1.47,1.2,1.21,1.17,0.98,1.0,0.85,1.07,0.86,0.68,0.62,0.48,0.45,0.4,0.45,0.39,0.44,0.41,0.41,0.32,0.29,0.32,0.32,0.27,0.2,-3.5,0.0,0.2,0.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/06/2021,8.88,5.03,7.89,7.37,7.05,6.11,6.17,3.73,2.68,2.95,2.69,1.58,2.49,2.32,2.1,2.22,1.97,2.05,2.0,1.61,1.78,1.35,1.29,1.46,1.23,1.24,1.17,0.97,1.0,0.84,1.06,0.84,0.67,0.62,0.48,0.45,0.4,0.45,0.39,0.44,0.43,0.41,0.32,0.29,0.32,0.31,0.28,0.2,0.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/10/2021,8.84,4.75,7.73,7.42,7.13,6.25,5.99,3.74,2.68,2.99,2.74,1.67,2.52,2.32,2.11,2.18,1.97,2.04,1.98,1.53,1.82,1.42,1.29,1.46,1.21,1.26,1.21,1.0,1.02,0.86,1.06,0.8,0.72,0.64,0.49,0.46,0.42,0.45,0.39,0.45,0.43,0.42,0.32,0.3,0.34,0.31,0.27,0.0,0.0,0.0,0.19,0.19,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/11/2021,8.81,4.53,7.71,7.44,7.15,6.31,5.69,3.81,2.65,3.02,2.78,1.62,2.54,2.3,2.08,2.22,1.95,2.07,2.0,1.58,1.84,1.47,1.35,1.5,1.21,1.26,1.22,1.01,1.04,0.86,1.09,0.85,0.74,0.65,0.49,0.46,0.42,0.46,0.39,0.45,0.43,0.41,0.32,0.3,0.34,0.31,0.27,0.0,0.0,0.0,0.2,0.19,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/12/2021,8.8,5.0,7.49,7.37,7.17,6.35,5.76,3.87,2.58,2.97,2.78,1.63,2.64,2.26,2.11,2.17,1.94,2.01,1.97,1.56,1.76,1.52,1.32,1.45,1.25,1.27,1.21,1.03,1.05,0.85,1.07,0.84,0.77,0.63,0.5,0.45,0.42,0.44,0.38,0.44,0.42,0.42,0.31,0.3,0.33,0.3,0.26,0.0,0.0,0.0,0.19,0.19,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/13/2021,8.98,4.83,7.54,7.31,7.15,5.85,5.65,3.83,2.57,2.93,2.84,1.73,2.66,2.28,2.11,2.19,1.95,2.0,1.96,1.58,1.73,1.5,1.33,1.43,1.26,1.28,1.23,1.02,1.01,0.84,1.06,0.84,0.77,0.62,0.5,0.45,0.41,0.44,0.39,0.43,0.42,0.41,0.31,0.3,0.32,0.3,0.27,0.19,0.0,0.19,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/16/2021,9.15,4.44,7.74,7.72,7.08,5.89,5.36,3.87,2.5,2.86,3.0,1.66,2.83,2.24,2.14,2.21,1.95,1.98,1.93,1.58,1.7,1.56,1.29,1.43,1.26,1.23,1.22,1.05,1.02,0.85,1.05,0.85,0.76,0.61,0.49,0.44,0.41,0.42,0.38,0.42,0.42,0.39,0.3,0.31,0.32,0.29,0.25,0.2,0.0,0.19,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/18/2021,9.14,4.06,7.66,7.9,7.28,5.93,5.51,3.93,2.59,2.84,2.96,1.65,2.87,2.26,2.17,2.19,1.95,1.98,2.01,1.59,1.75,1.46,1.33,1.46,1.32,1.25,1.24,1.06,1.04,0.86,1.05,0.84,0.8,0.62,0.49,0.44,0.43,0.43,0.38,0.43,0.42,0.39,0.3,0.31,0.31,0.29,0.26,0.2,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,9.24,4.01,7.74,7.92,7.29,5.91,5.54,3.87,2.58,2.85,2.92,1.59,2.86,2.26,2.18,2.15,1.94,1.95,2.01,1.54,1.76,1.52,1.31,1.44,1.32,1.22,1.23,1.06,1.04,0.88,1.06,0.87,0.83,0.64,0.51,0.44,0.44,0.43,0.38,0.43,0.42,0.4,0.3,0.31,0.31,0.29,0.26,0.2,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/20/2021,9.27,4.29,7.77,8.0,7.25,5.81,5.38,3.96,2.57,2.86,2.84,1.54,2.81,2.25,2.18,2.15,1.96,1.92,1.98,1.51,1.77,1.58,1.3,1.41,1.34,1.2,1.24,1.06,1.06,0.88,1.06,0.87,0.87,0.63,0.53,0.44,0.44,0.42,0.37,0.43,0.39,0.39,0.3,0.31,0.32,0.29,0.25,0.19,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/23/2021,9.03,4.0,7.7,7.95,7.22,5.69,5.47,3.96,2.71,2.83,2.87,1.49,2.83,2.27,2.23,2.15,1.96,2.04,2.08,1.48,1.83,1.57,1.29,1.49,1.35,1.2,1.34,1.07,1.09,0.89,1.07,0.87,0.87,0.64,0.54,0.45,0.45,0.43,0.39,0.44,0.37,0.4,0.3,0.32,0.33,0.3,0.24,0.18,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
08/24/2021,9.03,4.0,7.7,7.95,7.22,5.69,5.47,3.96,2.71,2.83,2.87,1.49,2.83,2.27,2.23,2.15,1.96,2.04,2.08,1.48,1.83,1.57,1.29,1.49,1.35,1.2,1.34,1.07,1.09,0.89,1.07,0.87,0.87,0.64,0.54,0.45,0.45,0.43,0.39,0.44,0.37,0.4,0.3,0.32,0.33,0.3,0.24,0.18,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
08/25/2021,9.02,3.85,7.83,7.97,7.29,5.69,5.52,3.98,2.68,2.79,2.91,1.49,2.8,2.26,2.25,2.11,1.91,2.0,2.05,1.41,1.83,1.63,1.27,1.51,1.36,1.19,1.37,1.08,1.08,0.9,1.07,0.83,0.91,0.64,0.55,0.46,0.45,0.43,0.39,0.44,0.36,0.4,0.3,0.33,0.33,0.3,0.24,0.18,0.0,0.17,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/26/2021,8.94,4.0,7.79,7.96,7.4,5.66,5.6,4.0,2.7,2.79,2.82,1.32,2.71,2.26,2.23,2.16,1.86,2.02,2.01,1.51,1.86,1.63,1.24,1.51,1.4,1.11,1.35,1.06,1.1,0.92,1.09,0.83,0.9,0.66,0.54,0.46,0.45,0.44,0.4,0.45,0.37,0.41,0.3,0.33,0.32,0.31,0.26,0.19,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/27/2021,8.81,4.53,7.74,7.83,7.31,5.66,5.66,4.04,2.66,2.8,2.84,1.34,2.74,2.15,2.26,2.16,1.89,2.01,2.01,1.63,1.81,1.57,1.24,1.51,1.45,1.06,1.31,1.03,1.03,0.93,1.03,0.89,0.88,0.64,0.52,0.45,0.44,0.44,0.39,0.44,0.38,0.4,0.28,0.32,0.31,0.3,0.26,0.19,0.0,0.18,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/30/2021,8.9,4.73,7.55,7.68,7.35,5.64,5.76,3.83,2.93,2.84,2.78,1.26,2.71,2.11,2.31,2.32,1.87,2.03,1.99,1.62,1.77,1.52,1.41,1.55,1.43,1.07,1.28,1.01,0.98,0.9,1.02,0.91,0.82,0.64,0.51,0.45,0.43,0.43,0.38,0.44,0.38,0.4,0.28,0.32,0.32,0.3,0.25,0.2,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,8.9,4.73,7.55,7.68,7.35,5.64,5.76,3.83,2.93,2.84,2.78,1.26,2.71,2.11,2.31,2.32,1.87,2.03,1.99,1.62,1.77,1.52,1.41,1.55,1.43,1.07,1.28,1.01,0.98,0.9,1.02,0.91,0.82,0.64,0.51,0.45,0.43,0.43,0.38,0.44,0.38,0.4,0.28,0.32,0.32,0.3,0.25,0.2,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/01/2021,9.28,4.64,7.59,7.67,7.47,5.64,5.69,3.84,2.9,2.81,2.78,1.29,2.68,2.08,2.27,2.32,1.84,2.0,1.97,1.55,1.76,1.48,1.44,1.53,1.52,1.09,1.28,1.0,0.98,0.89,1.01,0.9,0.8,0.63,0.5,0.46,0.42,0.42,0.38,0.44,0.37,0.39,0.29,0.29,0.31,0.29,0.25,0.19,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,9.26,4.35,7.44,7.8,7.51,5.74,5.79,3.61,2.99,2.8,2.8,1.31,2.72,2.12,2.25,2.37,1.79,2.03,2.02,1.6,1.74,1.45,1.49,1.53,1.58,1.08,1.25,1.01,0.92,0.87,1.04,0.88,0.77,0.63,0.51,0.48,0.41,0.43,0.38,0.44,0.36,0.39,0.28,0.29,0.31,0.29,0.24,0.19,0.0,0.19,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
