,CUBE,AMH,ATR,ZNGA,RGLD,LSTR,CDK,SCI,MMS,LSI,UTHR,THG,IDA,FLO,DLB,COR,PINC,WSO,POR,ALKS,BJ,FCN,LANC,SXT,SLGN,WTM,AXS,HTA,MUSA,WDFC,TMX,EQC,COLD,NLSN,TTC,NUAN,SFM,AMN,GMED,CVLT,AVA,SHEN,HLI,XTSLA,DORM,HE,CASY,ICUI,JCOM,ALE,NEU,BCPC,LHCG,HALO,FTDR,GHC,CWT,IBKR,NWE,HR,HELE,SIGI,OZK,COLM,SSTK,AM,WERN,OGS,AMEH,HAIN,UPWK,NEOG,SYKE,TWNK,MODV,ESGR,LGF/B,MSGS,VIRT,THS,LOPE,IRWD,SAGE,HRC,SPSC,TDC,MORN,GOLF,MCY,PBH,AWR,CSWI,PRK,SWCH,WWE,SON,RGEN,X,OSIS,SWBI,EWBC,AMCX,GO,EVTC,MAT,CBZ,VRNT,NWN,HLIO,PFPT,WABC,HSKA,PACB,RGR,CSL,NWBI,CORT,OMI,DEA,HRB,CRVL,INOV,FHB,SRNE,BLKB,JW.A,POST,ARNA,OPK,LMNX,CALM,SR,NFG,MGNX,TRS,CLDX,SNDR,GSAT,SEB,BRC,LGF.A,TDS,CBSH,UNF,EIG,BAND,TFSL,VNDA,QTS,CIEN,PRTA,SAFT,IDCC,AMSF,MNRO,IMAX,GGG,ADC,ANGO,TRNO,MLAB,NKTR,BERY,CSGS,UMBF,DFIN,MSGE,MDGL,OBNK,NHC,PSB,RUBY,ATRI,BGS,IART,VIAV,KRNY,HTLD,WMK,BATRK,GABC,VIVO,ETWO,PLYA,SUPN,VCRA,IMKTA,SAFM,JBGS,CLBK,PZZA,ANGI,EME,DVAX,ASIX,PCRX,AMPH,MDP,CORE,ENTA,FWRD,ASH,ARCH,HCC,XEC,NTCT,PACK,MYOV,USD,CFFN,MGEE,JBSS,BCRX,WNC,SRRK,MARA,HSTM,CBB,CSV,HONE,NFBK,PRGS,BISXX,LGF.B,HCI,n/a,GNTX,ZD,TBI,OCGN,FUBO,TCX,WINA,BNL,EBC,CCOI,FIVN,KD WI,NYT,EVBG,FYBR,MGLN,CACI,REYN,PRGO,HUBG,CWST,EXEL,QDEL,IONS,DNB,VIR,VNT,BPMC,QLYS,SCL,BWXT,FRHC,PTCT,XNCR,CHE,BL,VRT,AAON,ALLK,OCDX,AJRD,LAND,SPTN,KD,PRA,MRTX,CPK,CNNE,SUM
07/23/2021,1.73,1.62,1.37,1.22,1.24,1.21,1.2,1.19,1.09,1.06,1.02,0.99,1.08,0.99,0.94,0.92,0.89,0.86,0.88,0.78,0.88,0.79,0.78,0.7,0.72,0.72,0.73,0.74,0.76,0.67,0.69,0.67,0.66,0.62,0.63,0.62,0.62,0.61,0.6,0.6,0.61,0.51,0.58,0.0,0.6,0.6,0.6,0.55,0.58,0.59,0.55,0.56,0.56,0.5,0.53,0.54,0.57,0.51,0.53,0.52,0.47,0.49,0.48,0.48,0.47,0.45,0.47,0.46,0.52,0.46,0.4,0.42,0.43,0.44,0.43,0.47,0.35,0.41,0.38,0.41,0.4,0.4,0.33,0.39,0.36,0.36,0.37,0.38,0.35,0.37,0.38,0.35,0.35,0.35,0.3,0.34,0.34,0.34,0.33,0.28,0.33,0.3,0.36,0.32,0.31,0.32,0.31,0.33,0.32,0.31,0.3,0.33,0.27,0.28,0.31,0.28,0.26,0.32,0.3,0.29,0.27,0.26,0.26,0.24,0.25,0.26,0.25,0.24,0.24,0.0,0.27,0.26,0.26,0.24,0.26,0.35,0.25,0.2,0.23,0.23,0.2,0.24,0.24,0.24,0.24,0.22,0.23,0.21,0.23,0.22,0.21,0.23,0.2,0.22,0.22,0.17,0.22,0.22,0.2,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.26,0.18,0.19,0.2,0.19,0.17,0.19,0.18,0.18,0.17,0.18,0.18,0.19,0.18,0.19,0.16,0.17,0.16,0.0,0.17,0.17,0.17,0.18,0.18,0.18,0.0,0.18,0.18,0.17,0.0,0.16,0.0,0.16,0.16,0.17,0.17,0.16,0.17,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.58
07/26/2021,1.7,1.59,1.35,1.21,1.24,1.21,1.2,1.19,1.1,1.05,1.0,1.0,1.06,0.97,0.94,0.9,0.89,0.85,0.87,0.78,0.89,0.78,0.77,0.71,0.71,0.72,0.74,0.73,0.75,0.64,0.69,0.67,0.64,0.62,0.62,0.62,0.61,0.61,0.6,0.61,0.6,0.51,0.59,0.0,0.59,0.59,0.59,0.55,0.59,0.58,0.55,0.56,0.56,0.5,0.54,0.54,0.56,0.51,0.53,0.52,0.48,0.49,0.48,0.48,0.48,0.46,0.46,0.45,0.62,0.45,0.41,0.42,0.43,0.43,0.43,0.48,0.35,0.41,0.37,0.4,0.39,0.41,0.33,0.39,0.36,0.37,0.37,0.38,0.35,0.37,0.38,0.35,0.36,0.35,0.31,0.34,0.34,0.36,0.34,0.28,0.34,0.31,0.35,0.32,0.32,0.31,0.31,0.32,0.33,0.31,0.3,0.33,0.29,0.28,0.31,0.28,0.26,0.32,0.3,0.29,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.25,0.0,0.26,0.26,0.26,0.23,0.27,0.35,0.24,0.21,0.23,0.24,0.2,0.24,0.24,0.24,0.24,0.22,0.23,0.22,0.23,0.22,0.22,0.23,0.2,0.22,0.22,0.18,0.22,0.22,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.21,0.27,0.18,0.19,0.2,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.18,0.19,0.18,0.19,0.0,0.17,0.17,0.0,0.17,0.18,0.17,0.18,0.18,0.18,0.0,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.0,0.17,0.17,0.16,0.18,0.0,0.16,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.57
07/27/2021,1.73,1.6,1.35,1.21,1.25,1.18,1.21,1.2,1.1,1.07,1.03,0.98,1.07,0.97,0.93,0.9,0.9,0.88,0.87,0.79,0.9,0.78,0.77,0.71,0.71,0.72,0.73,0.74,0.75,0.63,0.71,0.67,0.63,0.62,0.62,0.63,0.6,0.6,0.61,0.61,0.6,0.52,0.6,0.0,0.59,0.59,0.59,0.56,0.59,0.58,0.54,0.56,0.57,0.5,0.54,0.55,0.57,0.5,0.53,0.52,0.47,0.48,0.48,0.47,0.49,0.47,0.46,0.45,0.6,0.45,0.42,0.41,0.43,0.43,0.43,0.48,0.34,0.41,0.37,0.4,0.4,0.41,0.32,0.4,0.36,0.38,0.36,0.38,0.34,0.37,0.38,0.35,0.35,0.35,0.31,0.33,0.34,0.36,0.33,0.27,0.36,0.29,0.33,0.33,0.31,0.31,0.31,0.32,0.33,0.31,0.3,0.33,0.29,0.27,0.31,0.28,0.26,0.33,0.29,0.3,0.28,0.27,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.0,0.27,0.25,0.26,0.23,0.27,0.36,0.25,0.2,0.23,0.23,0.19,0.24,0.24,0.24,0.24,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.2,0.21,0.22,0.17,0.22,0.22,0.2,0.22,0.21,0.2,0.2,0.2,0.19,0.2,0.27,0.18,0.18,0.2,0.18,0.0,0.18,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.18,0.16,0.0,0.17,0.0,0.18,0.17,0.17,0.18,0.18,0.2,0.0,0.18,0.18,0.17,0.16,0.16,0.0,0.16,0.0,0.17,0.17,0.17,0.18,0.0,0.16,0.18,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.55000000000001
07/28/2021,1.75,1.61,1.35,1.21,1.24,1.19,1.2,1.2,1.11,1.09,1.01,0.98,1.08,0.97,0.94,0.92,0.88,0.89,0.88,0.79,0.9,0.79,0.78,0.74,0.7,0.71,0.73,0.74,0.76,0.63,0.71,0.66,0.64,0.62,0.63,0.62,0.59,0.61,0.62,0.62,0.6,0.51,0.61,0.0,0.59,0.6,0.59,0.56,0.59,0.58,0.54,0.56,0.58,0.5,0.54,0.54,0.57,0.5,0.54,0.52,0.48,0.48,0.49,0.47,0.49,0.46,0.47,0.46,0.68,0.45,0.41,0.41,0.43,0.43,0.43,0.48,0.33,0.41,0.36,0.4,0.4,0.41,0.31,0.4,0.36,0.38,0.36,0.39,0.35,0.37,0.38,0.35,0.35,0.35,0.3,0.32,0.35,0.36,0.33,0.27,0.35,0.29,0.32,0.33,0.31,0.31,0.31,0.32,0.34,0.31,0.3,0.33,0.28,0.27,0.31,0.28,0.26,0.32,0.29,0.3,0.28,0.27,0.26,0.24,0.25,0.25,0.25,0.24,0.24,0.0,0.27,0.26,0.26,0.24,0.28,0.34,0.25,0.2,0.23,0.24,0.18,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.23,0.23,0.22,0.23,0.2,0.21,0.22,0.17,0.21,0.22,0.2,0.22,0.21,0.2,0.2,0.2,0.19,0.2,0.26,0.17,0.18,0.2,0.18,0.16,0.18,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.18,0.16,0.16,0.16,0.0,0.17,0.17,0.17,0.18,0.18,0.19,0.16,0.18,0.18,0.17,0.0,0.16,0.16,0.0,0.0,0.17,0.17,0.17,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.68
07/29/2021,1.74,1.6,1.35,1.2,1.25,1.2,1.2,1.2,1.11,1.08,1.0,0.98,1.07,0.98,0.93,0.91,0.88,0.87,0.88,0.79,0.89,0.79,0.77,0.75,0.71,0.71,0.74,0.73,0.77,0.64,0.71,0.65,0.63,0.62,0.63,0.62,0.59,0.61,0.62,0.62,0.6,0.51,0.61,0.16,0.58,0.6,0.6,0.55,0.59,0.58,0.54,0.56,0.56,0.5,0.54,0.53,0.57,0.49,0.53,0.52,0.48,0.49,0.49,0.48,0.5,0.47,0.46,0.46,0.67,0.45,0.42,0.41,0.43,0.43,0.42,0.49,0.33,0.41,0.37,0.4,0.39,0.41,0.31,0.4,0.36,0.39,0.36,0.39,0.35,0.37,0.38,0.35,0.35,0.34,0.31,0.33,0.34,0.37,0.34,0.27,0.35,0.3,0.32,0.33,0.33,0.31,0.31,0.33,0.33,0.31,0.3,0.32,0.28,0.27,0.31,0.28,0.25,0.32,0.3,0.3,0.28,0.26,0.27,0.23,0.25,0.25,0.25,0.24,0.23,0.0,0.27,0.26,0.26,0.23,0.29,0.35,0.25,0.19,0.23,0.24,0.19,0.25,0.24,0.24,0.22,0.21,0.22,0.22,0.23,0.23,0.22,0.23,0.2,0.21,0.22,0.18,0.21,0.22,0.2,0.22,0.21,0.19,0.2,0.2,0.2,0.2,0.26,0.17,0.19,0.2,0.18,0.16,0.18,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.19,0.16,0.16,0.0,0.0,0.17,0.17,0.17,0.18,0.18,0.19,0.17,0.18,0.17,0.17,0.0,0.0,0.0,0.16,0.0,0.17,0.17,0.17,0.18,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.65
07/30/2021,1.76,1.62,1.36,1.18,1.26,1.2,1.2,1.21,1.1,1.09,1.03,0.97,1.09,0.98,0.91,0.92,0.89,0.85,0.89,0.79,0.89,0.79,0.78,0.74,0.71,0.71,0.75,0.74,0.78,0.65,0.71,0.66,0.63,0.62,0.62,0.62,0.6,0.61,0.63,0.57,0.6,0.51,0.61,0.16,0.58,0.6,0.6,0.55,0.6,0.59,0.54,0.57,0.56,0.49,0.54,0.53,0.58,0.49,0.54,0.52,0.47,0.49,0.49,0.47,0.47,0.44,0.47,0.47,0.59,0.45,0.41,0.41,0.43,0.43,0.43,0.49,0.32,0.41,0.37,0.39,0.39,0.41,0.3,0.41,0.36,0.39,0.36,0.38,0.35,0.37,0.39,0.35,0.35,0.34,0.3,0.33,0.38,0.37,0.34,0.27,0.35,0.29,0.33,0.33,0.33,0.31,0.31,0.34,0.34,0.31,0.3,0.32,0.27,0.27,0.31,0.27,0.25,0.32,0.3,0.3,0.28,0.3,0.27,0.23,0.25,0.26,0.25,0.23,0.24,0.0,0.27,0.26,0.27,0.23,0.29,0.34,0.25,0.19,0.24,0.23,0.18,0.25,0.24,0.24,0.23,0.21,0.22,0.22,0.23,0.23,0.2,0.23,0.2,0.22,0.23,0.17,0.21,0.22,0.21,0.22,0.22,0.19,0.2,0.2,0.2,0.19,0.26,0.17,0.19,0.2,0.18,0.16,0.18,0.17,0.19,0.17,0.18,0.18,0.19,0.18,0.19,0.17,0.16,0.0,0.0,0.17,0.17,0.17,0.18,0.18,0.19,0.0,0.18,0.17,0.18,0.16,0.0,0.0,0.16,0.0,0.0,0.17,0.18,0.18,0.0,0.16,0.17,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71
08/02/2021,1.75,1.6,1.37,1.17,1.28,1.2,1.18,1.27,1.1,1.09,1.0,0.99,1.07,0.95,0.91,0.89,0.88,0.84,0.89,0.82,0.89,0.81,0.76,0.75,0.71,0.71,0.74,0.73,0.77,0.65,0.7,0.65,0.62,0.6,0.62,0.61,0.59,0.61,0.62,0.57,0.6,0.5,0.62,0.16,0.57,0.6,0.6,0.56,0.59,0.59,0.56,0.57,0.57,0.48,0.54,0.54,0.59,0.5,0.53,0.51,0.48,0.49,0.49,0.48,0.5,0.44,0.48,0.46,0.6,0.45,0.42,0.41,0.42,0.43,0.44,0.48,0.32,0.41,0.37,0.39,0.39,0.41,0.31,0.44,0.36,0.38,0.36,0.38,0.34,0.36,0.39,0.35,0.36,0.34,0.29,0.33,0.4,0.39,0.34,0.27,0.35,0.28,0.33,0.33,0.34,0.31,0.31,0.33,0.34,0.31,0.3,0.32,0.28,0.27,0.31,0.28,0.25,0.31,0.3,0.3,0.28,0.3,0.27,0.24,0.25,0.26,0.24,0.23,0.24,0.0,0.27,0.26,0.26,0.24,0.29,0.35,0.26,0.19,0.24,0.23,0.18,0.24,0.24,0.24,0.23,0.21,0.22,0.2,0.23,0.23,0.21,0.23,0.2,0.22,0.21,0.17,0.21,0.22,0.2,0.22,0.22,0.19,0.2,0.19,0.21,0.2,0.26,0.17,0.19,0.2,0.18,0.17,0.19,0.17,0.18,0.17,0.19,0.18,0.19,0.17,0.2,0.17,0.16,0.0,0.0,0.17,0.17,0.17,0.18,0.18,0.19,0.0,0.18,0.17,0.19,0.0,0.16,0.17,0.16,0.16,0.0,0.0,0.19,0.19,0.0,0.16,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.72
08/03/2021,1.77,1.6,1.27,1.17,1.29,1.22,1.18,1.29,1.11,1.09,0.99,1.0,1.08,0.96,0.92,0.91,0.88,0.85,0.89,0.83,0.9,0.83,0.77,0.75,0.72,0.71,0.75,0.73,0.77,0.64,0.7,0.65,0.63,0.6,0.63,0.61,0.59,0.62,0.62,0.57,0.59,0.51,0.63,0.18,0.57,0.59,0.6,0.57,0.58,0.58,0.56,0.57,0.58,0.48,0.54,0.54,0.59,0.5,0.52,0.52,0.47,0.5,0.49,0.47,0.5,0.43,0.47,0.45,0.53,0.45,0.38,0.41,0.43,0.43,0.44,0.47,0.32,0.4,0.37,0.39,0.39,0.41,0.3,0.45,0.39,0.38,0.37,0.39,0.34,0.36,0.39,0.36,0.36,0.34,0.3,0.33,0.4,0.41,0.35,0.27,0.34,0.27,0.32,0.33,0.34,0.32,0.31,0.32,0.34,0.31,0.3,0.31,0.29,0.26,0.31,0.28,0.26,0.32,0.3,0.3,0.28,0.3,0.26,0.23,0.25,0.26,0.24,0.23,0.23,0.0,0.26,0.26,0.26,0.23,0.29,0.35,0.26,0.19,0.24,0.24,0.18,0.24,0.23,0.24,0.23,0.21,0.22,0.18,0.23,0.23,0.21,0.23,0.2,0.22,0.2,0.0,0.22,0.22,0.21,0.22,0.22,0.19,0.2,0.19,0.21,0.2,0.26,0.17,0.18,0.21,0.18,0.16,0.19,0.0,0.19,0.17,0.19,0.18,0.19,0.17,0.19,0.17,0.0,0.16,0.0,0.17,0.17,0.17,0.18,0.18,0.19,0.16,0.18,0.17,0.19,0.16,0.0,0.17,0.16,0.16,0.0,0.0,0.18,0.19,0.0,0.16,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.69
08/04/2021,1.77,1.6,1.27,1.17,1.29,1.22,1.18,1.29,1.11,1.09,0.99,1.0,1.08,0.96,0.92,0.91,0.88,0.85,0.89,0.83,0.9,0.83,0.77,0.75,0.72,0.71,0.75,0.73,0.77,0.64,0.7,0.65,0.63,0.6,0.63,0.61,0.59,0.62,0.62,0.57,0.59,0.51,0.63,0.18,0.57,0.59,0.6,0.57,0.58,0.58,0.56,0.57,0.58,0.48,0.54,0.54,0.59,0.5,0.52,0.52,0.47,0.5,0.49,0.47,0.5,0.43,0.47,0.45,0.53,0.45,0.38,0.41,0.43,0.43,0.44,0.47,0.32,0.4,0.37,0.39,0.39,0.41,0.3,0.45,0.39,0.38,0.37,0.39,0.34,0.36,0.39,0.36,0.36,0.34,0.3,0.33,0.4,0.41,0.35,0.27,0.34,0.27,0.32,0.33,0.34,0.32,0.31,0.32,0.34,0.31,0.3,0.31,0.29,0.26,0.31,0.28,0.26,0.32,0.3,0.3,0.28,0.3,0.26,0.23,0.25,0.26,0.24,0.23,0.23,0.0,0.26,0.26,0.26,0.23,0.29,0.35,0.26,0.19,0.24,0.24,0.18,0.24,0.23,0.24,0.23,0.21,0.22,0.18,0.23,0.23,0.21,0.23,0.2,0.22,0.2,0.0,0.22,0.22,0.21,0.22,0.22,0.19,0.2,0.19,0.21,0.2,0.26,0.17,0.18,0.21,0.18,0.16,0.19,0.0,0.19,0.17,0.19,0.18,0.19,0.17,0.19,0.17,0.0,0.16,0.0,0.17,0.17,0.17,0.18,0.18,0.19,0.16,0.18,0.17,0.19,0.16,0.0,0.17,0.16,0.16,0.0,0.0,0.18,0.19,0.0,0.16,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.69
08/05/2021,1.77,1.6,1.27,1.17,1.29,1.22,1.18,1.29,1.11,1.09,0.99,1.0,1.08,0.96,0.92,0.91,0.88,0.85,0.89,0.83,0.9,0.83,0.77,0.75,0.72,0.71,0.75,0.73,0.77,0.64,0.7,0.65,0.63,0.6,0.63,0.61,0.59,0.62,0.62,0.57,0.59,0.51,0.63,0.18,0.57,0.59,0.6,0.57,0.58,0.58,0.56,0.57,0.58,0.48,0.54,0.54,0.59,0.5,0.52,0.52,0.47,0.5,0.49,0.47,0.5,0.43,0.47,0.45,0.53,0.45,0.38,0.41,0.43,0.43,0.44,0.47,0.32,0.4,0.37,0.39,0.39,0.41,0.3,0.45,0.39,0.38,0.37,0.39,0.34,0.36,0.39,0.36,0.36,0.34,0.3,0.33,0.4,0.41,0.35,0.27,0.34,0.27,0.32,0.33,0.34,0.32,0.31,0.32,0.34,0.31,0.3,0.31,0.29,0.26,0.31,0.28,0.26,0.32,0.3,0.3,0.28,0.3,0.26,0.23,0.25,0.26,0.24,0.23,0.23,0.0,0.26,0.26,0.26,0.23,0.29,0.35,0.26,0.19,0.24,0.24,0.18,0.24,0.23,0.24,0.23,0.21,0.22,0.18,0.23,0.23,0.21,0.23,0.2,0.22,0.2,0.0,0.22,0.22,0.21,0.22,0.22,0.19,0.2,0.19,0.21,0.2,0.26,0.17,0.18,0.21,0.18,0.16,0.19,0.0,0.19,0.17,0.19,0.18,0.19,0.17,0.19,0.17,0.0,0.16,0.0,0.17,0.17,0.17,0.18,0.18,0.19,0.16,0.18,0.17,0.19,0.16,0.0,0.17,0.16,0.16,0.0,0.0,0.18,0.19,0.0,0.16,0.17,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.69
08/06/2021,1.79,1.6,1.27,1.14,1.28,1.23,1.17,1.31,1.09,1.11,0.99,0.99,1.09,0.96,0.95,0.92,0.89,0.85,0.91,0.9,0.94,0.83,0.76,0.75,0.71,0.7,0.76,0.72,0.79,0.66,0.69,0.64,0.62,0.6,0.64,0.61,0.58,0.63,0.61,0.58,0.61,0.28,0.59,0.36,0.57,0.6,0.6,0.53,0.58,0.59,0.56,0.56,0.58,0.47,0.56,0.54,0.6,0.5,0.53,0.51,0.48,0.5,0.49,0.49,0.49,0.43,0.48,0.46,0.54,0.45,0.38,0.41,0.43,0.42,0.46,0.47,0.31,0.4,0.37,0.38,0.39,0.4,0.29,0.45,0.4,0.39,0.38,0.4,0.34,0.37,0.39,0.36,0.36,0.34,0.3,0.33,0.41,0.4,0.34,0.29,0.35,0.26,0.33,0.32,0.35,0.32,0.31,0.34,0.34,0.31,0.3,0.33,0.27,0.27,0.31,0.27,0.27,0.29,0.3,0.3,0.31,0.3,0.26,0.23,0.25,0.26,0.24,0.22,0.24,0.0,0.26,0.27,0.26,0.23,0.28,0.36,0.25,0.18,0.23,0.24,0.17,0.21,0.23,0.24,0.23,0.21,0.22,0.19,0.23,0.23,0.23,0.23,0.21,0.22,0.21,0.16,0.22,0.22,0.21,0.22,0.22,0.19,0.2,0.19,0.21,0.2,0.25,0.17,0.18,0.2,0.18,0.16,0.19,0.0,0.18,0.17,0.19,0.18,0.19,0.17,0.19,0.18,0.16,0.0,0.0,0.18,0.17,0.17,0.17,0.18,0.19,0.0,0.18,0.18,0.2,0.0,0.17,0.17,0.0,0.16,0.17,0.16,0.18,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92
