,MSFT,AAPL,AMZN,GOOGL,FB,WMT,BRK.B,CSCO,INTC,HD,V,ORCL,VZ,T,PG,JPM,PFE,PM,LOW,PYPL,MA,TSLA,JNJ,BLK,UPS,IBM,QCOM,AMAT,TGT,MRK,ABBV,MMM,UNH,ADBE,CVS,HON,ACN,NFLX,BAC,CRM,MO,GILD,LMT,XOM,ABT,MDLZ,FDX,DHR,HCA,CSX,UNP,NSC,GM,CAT,KO,ADP,CVX,D,NVDA,EMR,NOC,F,MMC,CHTR,FCX,CL,COF,JCI,TT,KHC,GD,AMT,DOW,MDT,AON,CI,TROW,NOW,DD,PH,ALXN,STZ,DE,HPQ,CMI,PAYX,DIS,CMCSA,GIS,MU,LRCX,HSY,ADM,CCI,SWK,NXPI,CTVA,DFS,GLW,BBY,MCK,OXY,TXN,ANTM,NKE,WLTW,ATVI,CBRE,REGN,TMO,GRMN,ORLY,TSN,ILMN,LH,FITB,LLY,URI,ADSK,WFC,WY,KLAC,ITW,IP,PEP,CDW,MCD,MS,GWW,AJG,TMUS,AVGO,DLTR,DISH,TWTR,DOV,IT,EXPD,HAL,COST,AZO,LB,KMI,ROP,AMGN,OMC,STX,BA,GPC,NTAP,LIN,GS,BMY,First American Government Obligs X,PKI,NEE,CAG,AVY,C,FOXA,AMP,SNPS,EA,SCHW,ULTA,BEN,AXP,SBUX,INTU,MHK,HWM,EMN,VRTX,RTX,CDNS,AAP,LKQ,SJM,CTSH,WRK,GE,SYK,SBAC,WHR,EL,SPGI,AMD,IPG,ISRG,BKNG,CARR,USB,LEN,IVZ,K,AES,ANSS,SNA,MOS,IR,FGXXX,NWL,ZTS,PLD,NUE,NDAQ,MRNA,EOG,HES,TPR,BBWI WI,GE.,SHW,MPC,LYB,YUM,TEL,OKE,LHX,PPL,DGX,HOLX,TXT,PENN,PNR,CF,COP,SIVB,EBAY,BRO,MRO,TAP,J,ARE,SPG,SLB,WBA,PNC,VLO,RJF,WDC,RHI,ETN,CE,APA,FTV,KIM,SUM
07/23/2021,6.48,6.26,5.59,4.78,2.97,1.82,1.68,1.45,1.4,1.34,1.35,1.36,1.18,1.12,1.12,1.0,1.02,0.99,0.96,0.97,0.99,0.89,0.89,0.86,0.85,0.79,0.81,0.75,0.8,0.76,0.78,0.76,0.75,0.74,0.69,0.72,0.65,0.59,0.54,0.57,0.57,0.56,0.56,0.51,0.53,0.52,0.49,0.52,0.5,0.46,0.45,0.43,0.41,0.41,0.43,0.42,0.37,0.4,0.34,0.38,0.37,0.34,0.35,0.34,0.31,0.35,0.34,0.32,0.33,0.31,0.31,0.32,0.29,0.3,0.29,0.28,0.29,0.28,0.26,0.26,0.26,0.25,0.25,0.23,0.25,0.25,0.25,0.24,0.24,0.22,0.21,0.24,0.21,0.22,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.15,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.0,0.08,0.08,0.0,0.08,0.21,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.46
07/26/2021,6.48,6.2,5.6,4.8,3.01,1.82,1.68,1.45,1.43,1.36,1.32,1.4,1.16,1.1,1.1,1.0,1.03,0.97,0.96,0.99,0.97,0.9,0.9,0.86,0.86,0.8,0.82,0.8,0.81,0.74,0.78,0.77,0.75,0.75,0.7,0.73,0.65,0.57,0.55,0.57,0.56,0.56,0.56,0.52,0.53,0.51,0.5,0.5,0.56,0.46,0.44,0.43,0.43,0.41,0.44,0.41,0.38,0.38,0.36,0.38,0.37,0.36,0.35,0.34,0.32,0.34,0.35,0.32,0.34,0.31,0.31,0.31,0.28,0.3,0.28,0.28,0.29,0.28,0.25,0.26,0.0,0.25,0.26,0.24,0.25,0.25,0.24,0.24,0.24,0.22,0.23,0.23,0.21,0.22,0.21,0.21,0.19,0.21,0.2,0.19,0.2,0.16,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.12,0.14,0.14,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.07,0.09,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.55
07/27/2021,6.48,6.2,5.6,4.8,3.01,1.82,1.68,1.45,1.43,1.36,1.32,1.4,1.16,1.1,1.1,1.0,1.03,0.97,0.96,0.99,0.97,0.9,0.9,0.86,0.86,0.8,0.82,0.8,0.81,0.74,0.78,0.77,0.75,0.75,0.7,0.73,0.65,0.57,0.55,0.57,0.56,0.56,0.56,0.52,0.53,0.51,0.5,0.5,0.56,0.46,0.44,0.43,0.43,0.41,0.44,0.41,0.38,0.38,0.36,0.38,0.37,0.36,0.35,0.34,0.32,0.34,0.35,0.32,0.34,0.31,0.31,0.31,0.28,0.3,0.28,0.28,0.29,0.28,0.25,0.26,0.0,0.25,0.26,0.24,0.25,0.25,0.24,0.24,0.24,0.22,0.23,0.23,0.21,0.22,0.21,0.21,0.19,0.21,0.2,0.19,0.2,0.16,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.12,0.14,0.14,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.07,0.09,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.55
07/28/2021,6.58,6.26,5.64,4.94,3.18,1.81,1.66,1.47,1.33,1.37,1.33,1.35,1.14,1.09,1.09,0.97,1.03,0.98,0.97,1.0,1.0,0.87,0.9,0.84,0.84,0.79,0.82,0.79,0.82,0.74,0.77,0.76,0.74,0.76,0.69,0.71,0.65,0.57,0.53,0.58,0.56,0.56,0.56,0.5,0.54,0.51,0.49,0.52,0.55,0.48,0.44,0.43,0.41,0.41,0.43,0.41,0.37,0.38,0.36,0.38,0.36,0.34,0.36,0.34,0.32,0.34,0.34,0.32,0.34,0.3,0.31,0.32,0.28,0.3,0.28,0.28,0.29,0.29,0.25,0.26,0.0,0.25,0.26,0.23,0.25,0.25,0.24,0.24,0.24,0.22,0.23,0.23,0.2,0.21,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.15,0.18,0.19,0.2,0.18,0.18,0.19,0.18,0.19,0.18,0.19,0.17,0.18,0.17,0.16,0.18,0.16,0.17,0.16,0.16,0.17,0.16,0.15,0.16,0.16,0.16,0.15,0.17,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.11,0.14,0.14,0.14,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.11,0.11,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.0,0.08,0.08,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59
07/29/2021,6.55,6.26,5.69,4.97,3.19,1.81,1.65,1.47,1.36,1.36,1.33,1.35,1.14,1.09,1.09,0.98,1.03,0.98,0.96,0.99,0.99,0.89,0.9,0.84,0.83,0.8,0.81,0.79,0.81,0.74,0.77,0.76,0.74,0.75,0.69,0.71,0.65,0.57,0.54,0.58,0.56,0.55,0.54,0.52,0.53,0.51,0.49,0.51,0.55,0.48,0.44,0.43,0.41,0.41,0.43,0.41,0.38,0.38,0.36,0.38,0.36,0.35,0.36,0.34,0.33,0.34,0.34,0.32,0.34,0.3,0.31,0.32,0.29,0.3,0.3,0.27,0.29,0.29,0.25,0.26,0.0,0.25,0.26,0.23,0.25,0.25,0.24,0.24,0.24,0.22,0.23,0.23,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.16,0.19,0.18,0.19,0.16,0.17,0.2,0.18,0.18,0.18,0.19,0.17,0.18,0.17,0.16,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.12,0.14,0.14,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.11,0.11,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.0,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.66000000000004
07/30/2021,6.55,6.26,5.69,4.97,3.19,1.81,1.65,1.47,1.36,1.36,1.33,1.35,1.14,1.09,1.09,0.98,1.03,0.98,0.96,0.99,0.99,0.89,0.9,0.84,0.83,0.8,0.81,0.79,0.81,0.74,0.77,0.76,0.74,0.75,0.69,0.71,0.65,0.57,0.54,0.58,0.56,0.55,0.54,0.52,0.53,0.51,0.49,0.51,0.55,0.48,0.44,0.43,0.41,0.41,0.43,0.41,0.38,0.38,0.36,0.38,0.36,0.35,0.36,0.34,0.33,0.34,0.34,0.32,0.34,0.3,0.31,0.32,0.29,0.3,0.3,0.27,0.29,0.29,0.25,0.26,0.0,0.25,0.26,0.23,0.25,0.25,0.24,0.24,0.24,0.22,0.23,0.23,0.21,0.21,0.21,0.2,0.19,0.2,0.2,0.19,0.2,0.16,0.19,0.18,0.19,0.16,0.17,0.2,0.18,0.18,0.18,0.19,0.17,0.18,0.17,0.16,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.12,0.14,0.14,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.1,0.11,0.11,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.0,0.08,0.07,0.07,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.66000000000004
08/02/2021,6.45,6.11,5.59,5.06,3.22,1.9,1.66,1.46,1.38,1.31,1.32,1.13,1.1,1.07,0.95,0.96,1.08,0.99,0.91,0.98,0.95,0.91,1.3,0.83,0.78,0.8,0.56,0.79,0.81,0.7,0.92,0.75,1.18,0.75,0.69,0.36,0.54,0.58,0.29,0.57,0.56,0.57,0.63,0.53,0.54,0.5,0.4,0.52,0.55,0.44,0.44,0.39,0.5,0.38,0.57,0.44,0.38,0.39,0.36,0.25,0.36,0.35,0.34,0.34,0.35,0.34,0.34,0.32,0.33,0.3,0.33,0.32,0.29,0.15,0.36,0.4,0.29,0.29,0.25,0.26,0.0,0.27,0.26,0.24,0.16,0.25,0.24,0.23,0.24,0.21,0.23,0.23,0.21,0.21,0.2,0.15,0.2,0.2,0.2,0.19,0.2,0.16,0.39,0.36,0.2,0.16,0.16,0.2,0.18,0.19,0.19,0.27,0.17,0.18,0.18,0.1,0.18,0.17,0.17,0.16,0.16,0.25,0.11,0.15,0.16,0.16,0.16,0.24,0.17,0.16,0.15,0.16,0.14,0.14,0.14,0.08,0.14,0.13,0.12,0.14,0.16,0.14,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.15,0.12,0.0,0.1,0.11,0.1,0.11,0.1,0.13,0.08,0.11,0.11,0.1,0.12,0.09,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.19,0.12,0.11,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.66
08/03/2021,6.45,6.11,5.59,5.06,3.22,1.9,1.66,1.46,1.38,1.31,1.32,1.13,1.1,1.07,0.95,0.96,1.08,0.99,0.91,0.98,0.95,0.91,1.3,0.83,0.78,0.8,0.56,0.79,0.81,0.7,0.92,0.75,1.18,0.75,0.69,0.36,0.54,0.58,0.29,0.57,0.56,0.57,0.63,0.53,0.54,0.5,0.4,0.52,0.55,0.44,0.44,0.39,0.5,0.38,0.57,0.44,0.38,0.39,0.36,0.25,0.36,0.35,0.34,0.34,0.35,0.34,0.34,0.32,0.33,0.3,0.33,0.32,0.29,0.15,0.36,0.4,0.29,0.29,0.25,0.26,0.0,0.27,0.26,0.24,0.16,0.25,0.24,0.23,0.24,0.21,0.23,0.23,0.21,0.21,0.2,0.15,0.2,0.2,0.2,0.19,0.2,0.16,0.39,0.36,0.2,0.16,0.16,0.2,0.18,0.19,0.19,0.27,0.17,0.18,0.18,0.1,0.18,0.17,0.17,0.16,0.16,0.25,0.11,0.15,0.16,0.16,0.16,0.24,0.17,0.16,0.15,0.16,0.14,0.14,0.14,0.08,0.14,0.13,0.12,0.14,0.16,0.14,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.15,0.12,0.0,0.1,0.11,0.1,0.11,0.1,0.13,0.08,0.11,0.11,0.1,0.12,0.09,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.19,0.12,0.11,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.66
08/04/2021,6.45,6.11,5.59,5.06,3.22,1.9,1.66,1.46,1.38,1.31,1.32,1.13,1.1,1.07,0.95,0.96,1.08,0.99,0.91,0.98,0.95,0.91,1.3,0.83,0.78,0.8,0.56,0.79,0.81,0.7,0.92,0.75,1.18,0.75,0.69,0.36,0.54,0.58,0.29,0.57,0.56,0.57,0.63,0.53,0.54,0.5,0.4,0.52,0.55,0.44,0.44,0.39,0.5,0.38,0.57,0.44,0.38,0.39,0.36,0.25,0.36,0.35,0.34,0.34,0.35,0.34,0.34,0.32,0.33,0.3,0.33,0.32,0.29,0.15,0.36,0.4,0.29,0.29,0.25,0.26,0.0,0.27,0.26,0.24,0.16,0.25,0.24,0.23,0.24,0.21,0.23,0.23,0.21,0.21,0.2,0.15,0.2,0.2,0.2,0.19,0.2,0.16,0.39,0.36,0.2,0.16,0.16,0.2,0.18,0.19,0.19,0.27,0.17,0.18,0.18,0.1,0.18,0.17,0.17,0.16,0.16,0.25,0.11,0.15,0.16,0.16,0.16,0.24,0.17,0.16,0.15,0.16,0.14,0.14,0.14,0.08,0.14,0.13,0.12,0.14,0.16,0.14,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.15,0.12,0.0,0.1,0.11,0.1,0.11,0.1,0.13,0.08,0.11,0.11,0.1,0.12,0.09,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.19,0.12,0.11,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.66
08/05/2021,6.45,6.11,5.59,5.06,3.22,1.9,1.66,1.46,1.38,1.31,1.32,1.13,1.1,1.07,0.95,0.96,1.08,0.99,0.91,0.98,0.95,0.91,1.3,0.83,0.78,0.8,0.56,0.79,0.81,0.7,0.92,0.75,1.18,0.75,0.69,0.36,0.54,0.58,0.29,0.57,0.56,0.57,0.63,0.53,0.54,0.5,0.4,0.52,0.55,0.44,0.44,0.39,0.5,0.38,0.57,0.44,0.38,0.39,0.36,0.25,0.36,0.35,0.34,0.34,0.35,0.34,0.34,0.32,0.33,0.3,0.33,0.32,0.29,0.15,0.36,0.4,0.29,0.29,0.25,0.26,0.0,0.27,0.26,0.24,0.16,0.25,0.24,0.23,0.24,0.21,0.23,0.23,0.21,0.21,0.2,0.15,0.2,0.2,0.2,0.19,0.2,0.16,0.39,0.36,0.2,0.16,0.16,0.2,0.18,0.19,0.19,0.27,0.17,0.18,0.18,0.1,0.18,0.17,0.17,0.16,0.16,0.25,0.11,0.15,0.16,0.16,0.16,0.24,0.17,0.16,0.15,0.16,0.14,0.14,0.14,0.08,0.14,0.13,0.12,0.14,0.16,0.14,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.15,0.12,0.0,0.1,0.11,0.1,0.11,0.1,0.13,0.08,0.11,0.11,0.1,0.12,0.09,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.19,0.12,0.11,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.66
08/06/2021,6.44,6.18,5.17,5.02,3.02,1.91,1.67,1.49,1.4,1.33,1.27,1.15,1.09,1.08,0.99,0.96,1.13,1.0,0.91,0.88,0.9,0.99,1.32,0.85,0.78,0.81,0.58,0.82,0.82,0.68,0.9,0.76,1.21,0.75,0.7,0.36,0.54,0.57,0.29,0.56,0.56,0.56,0.62,0.53,0.54,0.5,0.4,0.54,0.56,0.44,0.44,0.39,0.51,0.38,0.57,0.45,0.39,0.38,0.37,0.26,0.37,0.35,0.35,0.36,0.35,0.32,0.34,0.33,0.35,0.3,0.33,0.32,0.29,0.15,0.36,0.41,0.29,0.29,0.25,0.26,0.0,0.26,0.27,0.24,0.16,0.26,0.23,0.23,0.24,0.23,0.23,0.23,0.21,0.21,0.2,0.16,0.2,0.21,0.2,0.19,0.21,0.16,0.4,0.37,0.2,0.17,0.15,0.21,0.18,0.19,0.19,0.27,0.17,0.18,0.18,0.1,0.19,0.17,0.18,0.17,0.16,0.28,0.11,0.15,0.16,0.16,0.15,0.24,0.16,0.16,0.15,0.16,0.14,0.14,0.14,0.09,0.16,0.13,0.11,0.14,0.17,0.11,0.0,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.12,0.15,0.12,0.0,0.1,0.12,0.1,0.11,0.1,0.13,0.08,0.11,0.1,0.09,0.12,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.07,0.0,0.0,0.0,0.07,0.07,0.2,0.12,0.12,0.1,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.54
08/09/2021,6.5,6.18,5.19,5.05,3.12,1.94,1.67,1.48,1.4,1.33,1.28,1.15,1.09,1.07,0.98,0.97,1.12,0.99,0.9,0.91,0.92,1.0,1.31,0.86,0.77,0.8,0.58,0.82,0.82,0.68,0.89,0.75,1.18,0.76,0.66,0.35,0.55,0.58,0.29,0.59,0.56,0.56,0.61,0.52,0.54,0.49,0.39,0.55,0.55,0.44,0.44,0.39,0.48,0.37,0.56,0.45,0.38,0.39,0.38,0.26,0.36,0.34,0.35,0.36,0.34,0.32,0.34,0.33,0.33,0.28,0.33,0.31,0.29,0.15,0.36,0.36,0.3,0.29,0.25,0.25,0.0,0.26,0.26,0.24,0.16,0.26,0.24,0.24,0.23,0.23,0.23,0.23,0.21,0.21,0.2,0.17,0.19,0.21,0.2,0.19,0.2,0.16,0.41,0.36,0.2,0.17,0.16,0.22,0.19,0.19,0.2,0.26,0.17,0.19,0.18,0.1,0.19,0.16,0.18,0.17,0.16,0.28,0.11,0.14,0.16,0.17,0.15,0.24,0.16,0.17,0.14,0.16,0.14,0.14,0.14,0.09,0.16,0.13,0.11,0.15,0.17,0.11,0.0,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.12,0.15,0.12,0.0,0.11,0.12,0.1,0.11,0.11,0.14,0.08,0.11,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.07,0.0,0.08,0.0,0.07,0.07,0.19,0.12,0.13,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59
