,US Dollar,SWX,MSM,HRC,LII,LSI,RYN,SCI,COR,GGG,TTC,NSA,KNX,FDS,WTRG,DCI,OFC,ADC,INGR,WTS,SRCL,SON,SEIC,RPM,POST,OGE,LECO,IART,FCN,HE,CPT,GMED,ACC,BRO,FLO,CSL,EGP,EHC,FR,WH,MPW,VIAV,THG,REXR,RenaissanceRe Holdings Ltd.,OGS,ORI,NWE,NDSN,MUSA,WERN,LXP,MDU,CHE,IDA,ATR,CACI,CASY,Y,CHH,GNTX,HR,HUBB,ICUI,ARW,CDK,LSTR,NATI,DOC,SRC,STOR,HAIN,UGI,VVV,OHI,MAT,FAF,BKH,PRFT,RGLD,ASH,MMS,CBSH,ITT,WSO,MASI,NUVA,PRGS,NNN,CRL,CONE,Helen of Troy Limited,HIW,KRC,FUL,JACK,TXRH,CGNX,LOPE,CBRL,CNMD,ACM,JAZZ,DECK,IAA,NVST,ACIW,AVT,CRI,NSIT,RS,HRB,ENR,CUZ,FIVE,JCOM,LEA,AN,CLH,PB,LAMR,SBRA,PZZA,RBC,LHCG,AMED,CCOI,DEI,MAN,CBT,CR,HPP,SAIC,SYNH,NYT,MOH,JEF,EXP,CVLT,AMN,BDN,FICO,PCH,JBL,NYCB,KBR,NVT,UTHR,WWD,VMI,SNX,SF,EME,CFR,MDRX,CW,EVR,BLKB,JW.A,OC,UFPI,VSH,WEN,TGNA,FFIN,CIEN,COS.,EPC,SMG,THS,AVNS,NSP,ISBC,OSK,TDS,SLM,TECH,AFG,ABM,AMG,ASGN,CRUS,ENS,ESNT,SFM,TKR,WWE,TTEK,MEDP,JLL,AGCO,BJ,GO,HAE,MRCY,RCM,R,SJI,MIDD,UMPQ,Us Dollars,RNR,HELE,CNO,OLED,n/a,G,EXPO,KMPR,COLM,PII,LFUS,IRT,AZPN,TWO,MSEX,MTG,COOP,JHG,CMP,XRX,AAWW,CDAY,RGA,PCRX,VG,PDCO,CFX,ACHC,SLAB,FLS,KNSL,VLY,ASB,TREX,XPO,MANH,OZK,FHN,SLG,ZD,RRX,SLGN,DEA,PNM,AWR,TTMI,CWT,LANC,EFC,ARR,PSB,MSA,PMT,SUM
09/13/2021,0.0,0.69,0.7,0.0,0.66,0.82,0.53,0.79,0.79,0.78,0.76,0.81,0.75,0.81,0.81,0.7,0.78,0.77,0.77,0.0,0.8,0.78,0.69,0.77,0.76,0.79,0.77,0.53,0.78,0.0,0.81,0.83,0.8,0.8,0.78,0.75,0.8,0.82,0.78,0.64,0.85,0.78,0.0,0.8,0.0,0.0,0.77,0.0,0.82,0.78,0.78,0.82,0.77,0.8,0.81,0.76,0.79,0.76,0.75,0.78,0.79,0.8,0.75,1.02,0.75,0.69,0.75,0.0,0.8,0.79,0.49,0.82,0.78,0.76,0.33,0.46,0.76,0.0,0.52,0.6,0.81,0.78,0.61,0.59,0.81,0.49,0.45,0.0,0.48,0.0,0.27,0.0,0.45,0.41,0.0,0.57,0.46,0.36,0.55,0.47,0.38,0.7,0.4,0.41,0.42,0.41,0.0,0.45,0.43,0.0,0.39,0.78,0.5,0.4,0.37,0.57,0.41,0.35,0.49,0.41,0.23,0.21,0.45,0.37,0.32,0.21,0.0,0.2,0.43,0.0,0.29,0.0,0.41,0.52,0.35,0.27,0.27,0.33,0.28,0.33,0.21,0.36,0.0,0.38,0.28,0.4,0.36,0.21,0.25,0.0,0.39,0.3,0.43,0.29,0.26,0.0,0.29,0.0,0.0,0.28,0.0,0.0,0.29,0.0,0.0,0.43,0.0,0.0,0.23,0.43,0.0,0.0,0.0,0.26,0.0,0.22,0.3,0.61,0.29,0.19,0.26,0.24,0.0,0.37,0.24,0.28,0.24,0.31,0.23,0.2,0.0,0.21,0.2,0.21,0.19,0.0,0.19,0.0,0.27,0.25,0.0,0.75,0.51,0.0,0.19,1.33,0.79,0.67,0.64,0.57,0.44,0.43,0.38,0.34,0.33,0.35,0.33,0.32,0.28,0.26,0.23,0.25,0.25,0.25,0.23,0.25,0.24,0.21,0.21,0.19,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.78
09/14/2021,0.0,0.68,0.69,0.0,0.66,0.82,0.53,0.8,0.79,0.79,0.77,0.82,0.76,0.82,0.8,0.7,0.75,0.76,0.78,0.0,0.81,0.77,0.69,0.77,0.76,0.79,0.77,0.51,0.77,0.0,0.82,0.82,0.79,0.8,0.79,0.75,0.8,0.82,0.78,0.65,0.84,0.78,0.0,0.79,0.0,0.0,0.76,0.0,0.82,0.76,0.79,0.82,0.77,0.8,0.8,0.75,0.79,0.75,0.75,0.79,0.8,0.81,0.74,1.0,0.75,0.7,0.76,0.0,0.8,0.78,0.49,0.84,0.77,0.76,0.33,0.46,0.77,0.0,0.52,0.6,0.8,0.77,0.61,0.59,0.82,0.5,0.45,0.0,0.47,0.0,0.27,0.0,0.44,0.4,0.0,0.56,0.46,0.36,0.54,0.47,0.37,0.7,0.4,0.42,0.42,0.41,0.0,0.46,0.44,0.0,0.4,0.78,0.5,0.39,0.38,0.57,0.41,0.35,0.49,0.41,0.23,0.21,0.45,0.38,0.32,0.2,0.0,0.2,0.43,0.0,0.29,0.0,0.41,0.53,0.36,0.27,0.27,0.34,0.28,0.33,0.2,0.35,0.0,0.38,0.28,0.4,0.36,0.21,0.25,0.0,0.39,0.3,0.43,0.29,0.26,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.42,0.0,0.0,0.23,0.43,0.0,0.0,0.0,0.26,0.0,0.22,0.31,0.6,0.3,0.19,0.26,0.24,0.0,0.37,0.24,0.27,0.25,0.31,0.23,0.2,0.0,0.21,0.2,0.22,0.19,0.0,0.19,0.0,0.27,0.25,0.0,0.74,0.52,0.0,0.2,1.35,0.78,0.67,0.63,0.59,0.45,0.44,0.38,0.34,0.33,0.34,0.33,0.33,0.29,0.26,0.23,0.25,0.24,0.25,0.22,0.25,0.24,0.21,0.21,0.19,0.19,0.19,0.19,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.76
09/15/2021,0.0,0.68,0.69,0.0,0.66,0.82,0.53,0.8,0.79,0.79,0.77,0.82,0.76,0.82,0.8,0.7,0.75,0.76,0.78,0.0,0.81,0.77,0.69,0.77,0.76,0.79,0.77,0.51,0.77,0.0,0.82,0.82,0.79,0.8,0.79,0.75,0.8,0.82,0.78,0.65,0.84,0.78,0.0,0.79,0.0,0.0,0.76,0.0,0.82,0.76,0.79,0.82,0.77,0.8,0.8,0.75,0.79,0.75,0.75,0.79,0.8,0.81,0.74,1.0,0.75,0.7,0.76,0.0,0.8,0.78,0.49,0.84,0.77,0.76,0.33,0.46,0.77,0.0,0.52,0.6,0.8,0.77,0.61,0.59,0.82,0.5,0.45,0.0,0.47,0.0,0.27,0.0,0.44,0.4,0.0,0.56,0.46,0.36,0.54,0.47,0.37,0.7,0.4,0.42,0.42,0.41,0.0,0.46,0.44,0.0,0.4,0.78,0.5,0.39,0.38,0.57,0.41,0.35,0.49,0.41,0.23,0.21,0.45,0.38,0.32,0.2,0.0,0.2,0.43,0.0,0.29,0.0,0.41,0.53,0.36,0.27,0.27,0.34,0.28,0.33,0.2,0.35,0.0,0.38,0.28,0.4,0.36,0.21,0.25,0.0,0.39,0.3,0.43,0.29,0.26,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.42,0.0,0.0,0.23,0.43,0.0,0.0,0.0,0.26,0.0,0.22,0.31,0.6,0.3,0.19,0.26,0.24,0.0,0.37,0.24,0.27,0.25,0.31,0.23,0.2,0.0,0.21,0.2,0.22,0.19,0.0,0.19,0.0,0.27,0.25,0.0,0.74,0.52,0.0,0.2,1.35,0.78,0.67,0.63,0.59,0.45,0.44,0.38,0.34,0.33,0.34,0.33,0.33,0.29,0.26,0.23,0.25,0.24,0.25,0.22,0.25,0.24,0.21,0.21,0.19,0.19,0.19,0.19,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.76
09/16/2021,0.0,0.68,0.69,0.0,0.66,0.82,0.53,0.79,0.78,0.78,0.76,0.82,0.76,0.81,0.78,0.7,0.76,0.77,0.79,0.0,0.8,0.77,0.69,0.76,0.77,0.79,0.77,0.51,0.77,0.0,0.82,0.81,0.8,0.79,0.78,0.75,0.8,0.8,0.78,0.66,0.83,0.78,0.0,0.79,0.0,0.0,0.76,0.0,0.82,0.77,0.78,0.82,0.76,0.8,0.79,0.74,0.8,0.76,0.75,0.79,0.8,0.8,0.74,0.98,0.75,0.71,0.76,0.0,0.79,0.79,0.5,0.83,0.77,0.77,0.32,0.47,0.78,0.0,0.51,0.61,0.8,0.78,0.61,0.6,0.81,0.49,0.45,0.0,0.48,0.0,0.27,0.0,0.45,0.41,0.0,0.56,0.46,0.36,0.54,0.48,0.37,0.71,0.4,0.42,0.42,0.42,0.0,0.45,0.43,0.0,0.4,0.77,0.51,0.4,0.37,0.57,0.41,0.36,0.49,0.41,0.24,0.21,0.45,0.38,0.32,0.2,0.0,0.21,0.43,0.0,0.29,0.0,0.42,0.53,0.35,0.28,0.27,0.34,0.28,0.33,0.21,0.34,0.0,0.38,0.29,0.41,0.36,0.21,0.26,0.0,0.39,0.3,0.43,0.29,0.26,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.42,0.0,0.0,0.23,0.43,0.0,0.0,0.0,0.26,0.0,0.22,0.3,0.6,0.3,0.19,0.26,0.24,0.0,0.37,0.23,0.28,0.26,0.31,0.22,0.2,0.0,0.21,0.2,0.22,0.19,0.0,0.2,0.0,0.27,0.26,0.0,0.74,0.52,0.0,0.19,1.36,0.77,0.67,0.65,0.59,0.45,0.43,0.38,0.34,0.33,0.33,0.33,0.33,0.29,0.27,0.23,0.25,0.24,0.24,0.22,0.26,0.24,0.22,0.21,0.2,0.19,0.19,0.2,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81
09/17/2021,0.0,0.69,0.7,0.0,0.65,0.81,0.53,0.79,0.79,0.78,0.76,0.81,0.76,0.82,0.78,0.71,0.77,0.77,0.79,0.0,0.79,0.77,0.69,0.77,0.78,0.78,0.76,0.52,0.77,0.0,0.83,0.82,0.8,0.78,0.79,0.74,0.8,0.79,0.78,0.67,0.82,0.78,0.0,0.8,0.0,0.0,0.71,0.0,0.83,0.76,0.78,0.82,0.77,0.81,0.8,0.75,0.79,0.76,0.73,0.8,0.81,0.82,0.74,0.98,0.74,0.71,0.76,0.0,0.8,0.79,0.5,0.83,0.76,0.79,0.32,0.47,0.78,0.0,0.52,0.61,0.8,0.78,0.6,0.6,0.81,0.5,0.47,0.0,0.48,0.0,0.27,0.0,0.45,0.41,0.0,0.56,0.46,0.37,0.55,0.47,0.38,0.7,0.41,0.44,0.42,0.42,0.0,0.45,0.43,0.0,0.39,0.77,0.51,0.4,0.38,0.57,0.42,0.36,0.48,0.4,0.23,0.2,0.45,0.38,0.31,0.19,0.0,0.21,0.43,0.0,0.29,0.0,0.41,0.53,0.35,0.28,0.27,0.33,0.28,0.33,0.21,0.34,0.0,0.38,0.29,0.4,0.36,0.21,0.26,0.0,0.38,0.3,0.43,0.29,0.26,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.42,0.0,0.0,0.22,0.44,0.0,0.0,0.0,0.25,0.0,0.22,0.3,0.6,0.3,0.19,0.26,0.24,0.0,0.37,0.23,0.27,0.27,0.31,0.22,0.2,0.19,0.21,0.2,0.23,0.0,0.0,0.2,0.0,0.27,0.26,0.0,0.73,0.52,0.0,0.19,1.37,0.78,0.67,0.66,0.6,0.45,0.42,0.39,0.34,0.33,0.34,0.33,0.33,0.29,0.27,0.23,0.26,0.24,0.24,0.22,0.27,0.23,0.22,0.2,0.19,0.19,0.19,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.85
09/20/2021,0.0,0.68,0.7,0.0,0.64,0.8,0.53,0.79,0.79,0.78,0.76,0.82,0.77,0.82,0.78,0.71,0.77,0.77,0.8,0.0,0.79,0.77,0.69,0.76,0.77,0.78,0.77,0.51,0.78,0.0,0.82,0.82,0.78,0.79,0.78,0.74,0.8,0.79,0.78,0.67,0.8,0.79,0.0,0.79,0.0,0.0,0.72,0.0,0.83,0.77,0.78,0.82,0.77,0.8,0.79,0.74,0.78,0.76,0.74,0.8,0.82,0.82,0.74,1.0,0.74,0.7,0.76,0.0,0.8,0.79,0.49,0.86,0.75,0.78,0.32,0.47,0.78,0.0,0.52,0.61,0.8,0.78,0.6,0.6,0.81,0.49,0.46,0.0,0.47,0.0,0.27,0.0,0.46,0.41,0.0,0.56,0.45,0.37,0.55,0.46,0.39,0.72,0.4,0.44,0.43,0.42,0.0,0.45,0.42,0.0,0.4,0.78,0.51,0.4,0.37,0.59,0.42,0.37,0.49,0.41,0.23,0.2,0.46,0.38,0.31,0.19,0.0,0.2,0.43,0.0,0.29,0.0,0.42,0.52,0.35,0.28,0.27,0.33,0.28,0.33,0.21,0.34,0.0,0.38,0.29,0.41,0.36,0.21,0.26,0.0,0.39,0.3,0.43,0.3,0.25,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.29,0.0,0.0,0.42,0.0,0.0,0.22,0.42,0.0,0.0,0.0,0.26,0.0,0.22,0.31,0.6,0.3,0.2,0.26,0.24,0.0,0.36,0.23,0.27,0.27,0.3,0.21,0.2,0.19,0.21,0.2,0.22,0.0,0.0,0.2,0.0,0.27,0.26,0.0,0.72,0.51,0.0,0.19,1.37,0.78,0.68,0.65,0.58,0.46,0.43,0.38,0.35,0.33,0.33,0.33,0.32,0.29,0.27,0.23,0.26,0.24,0.24,0.22,0.27,0.23,0.22,0.2,0.19,0.19,0.18,0.19,0.21,0.2,0.19,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.79000000000002
09/21/2021,0.0,0.68,0.69,0.0,0.63,0.8,0.55,0.8,0.8,0.78,0.75,0.81,0.77,0.81,0.77,0.71,0.77,0.77,0.8,0.0,0.78,0.75,0.7,0.76,0.78,0.77,0.77,0.51,0.78,0.0,0.81,0.82,0.78,0.79,0.79,0.76,0.79,0.79,0.78,0.67,0.8,0.77,0.0,0.79,0.0,0.0,0.71,0.0,0.83,0.87,0.78,0.81,0.75,0.81,0.79,0.73,0.79,0.76,0.73,0.81,0.83,0.81,0.72,0.99,0.75,0.71,0.76,0.0,0.81,0.78,0.49,0.87,0.75,0.76,0.32,0.47,0.77,0.0,0.51,0.58,0.79,0.79,0.6,0.58,0.8,0.5,0.46,0.0,0.47,0.0,0.27,0.0,0.45,0.41,0.0,0.57,0.46,0.37,0.55,0.48,0.39,0.71,0.4,0.44,0.44,0.41,0.0,0.44,0.42,0.0,0.39,0.79,0.51,0.39,0.39,0.56,0.41,0.41,0.49,0.41,0.23,0.2,0.46,0.36,0.31,0.2,0.0,0.2,0.41,0.0,0.29,0.0,0.41,0.53,0.35,0.3,0.27,0.31,0.27,0.33,0.21,0.34,0.0,0.38,0.29,0.4,0.36,0.2,0.25,0.0,0.38,0.31,0.43,0.3,0.26,0.0,0.29,0.0,0.0,0.28,0.0,0.0,0.29,0.0,0.0,0.42,0.0,0.0,0.22,0.43,0.0,0.0,0.0,0.26,0.0,0.23,0.32,0.61,0.29,0.2,0.26,0.23,0.0,0.37,0.23,0.27,0.27,0.3,0.22,0.2,0.18,0.21,0.19,0.23,0.0,0.0,0.2,0.0,0.27,0.26,0.0,0.73,0.52,0.0,0.19,1.42,0.77,0.68,0.64,0.57,0.45,0.45,0.39,0.34,0.34,0.33,0.33,0.32,0.29,0.25,0.24,0.26,0.24,0.24,0.23,0.28,0.23,0.21,0.2,0.2,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.77
09/22/2021,0.0,0.68,0.69,0.0,0.63,0.8,0.55,0.8,0.8,0.78,0.75,0.81,0.77,0.81,0.77,0.71,0.77,0.77,0.8,0.0,0.78,0.75,0.7,0.76,0.78,0.77,0.77,0.51,0.78,0.0,0.81,0.82,0.78,0.79,0.79,0.76,0.79,0.79,0.78,0.67,0.8,0.77,0.0,0.79,0.0,0.0,0.71,0.0,0.83,0.87,0.78,0.81,0.75,0.81,0.79,0.73,0.79,0.76,0.73,0.81,0.83,0.81,0.72,0.99,0.75,0.71,0.76,0.0,0.81,0.78,0.49,0.87,0.75,0.76,0.32,0.47,0.77,0.0,0.51,0.58,0.79,0.79,0.6,0.58,0.8,0.5,0.46,0.0,0.47,0.0,0.27,0.0,0.45,0.41,0.0,0.57,0.46,0.37,0.55,0.48,0.39,0.71,0.4,0.44,0.44,0.41,0.0,0.44,0.42,0.0,0.39,0.79,0.51,0.39,0.39,0.56,0.41,0.41,0.49,0.41,0.23,0.2,0.46,0.36,0.31,0.2,0.0,0.2,0.41,0.0,0.29,0.0,0.41,0.53,0.35,0.3,0.27,0.31,0.27,0.33,0.21,0.34,0.0,0.38,0.29,0.4,0.36,0.2,0.25,0.0,0.38,0.31,0.43,0.3,0.26,0.0,0.29,0.0,0.0,0.28,0.0,0.0,0.29,0.0,0.0,0.42,0.0,0.0,0.22,0.43,0.0,0.0,0.0,0.26,0.0,0.23,0.32,0.61,0.29,0.2,0.26,0.23,0.0,0.37,0.23,0.27,0.27,0.3,0.22,0.2,0.18,0.21,0.19,0.23,0.0,0.0,0.2,0.0,0.27,0.26,0.0,0.73,0.52,0.0,0.19,1.42,0.77,0.68,0.64,0.57,0.45,0.45,0.39,0.34,0.34,0.33,0.33,0.32,0.29,0.25,0.24,0.26,0.24,0.24,0.23,0.28,0.23,0.21,0.2,0.2,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.77
09/23/2021,0.0,0.67,0.7,0.0,0.64,0.81,0.54,0.79,0.81,0.77,0.74,0.82,0.77,0.81,0.79,0.71,0.78,0.78,0.8,0.0,0.78,0.75,0.68,0.76,0.77,0.77,0.77,0.52,0.78,0.0,0.82,0.81,0.79,0.79,0.79,0.77,0.8,0.78,0.78,0.66,0.82,0.77,0.0,0.8,0.0,0.0,0.7,0.0,0.83,0.85,0.79,0.81,0.75,0.81,0.8,0.74,0.79,0.75,0.75,0.82,0.82,0.82,0.72,0.99,0.73,0.71,0.76,0.0,0.81,0.78,0.5,0.87,0.75,0.76,0.32,0.47,0.77,0.0,0.51,0.59,0.79,0.78,0.6,0.57,0.81,0.5,0.47,0.0,0.48,0.0,0.28,0.0,0.45,0.42,0.0,0.55,0.47,0.36,0.54,0.49,0.39,0.69,0.39,0.44,0.42,0.41,0.0,0.44,0.42,0.0,0.38,0.81,0.51,0.4,0.39,0.56,0.39,0.41,0.48,0.41,0.24,0.2,0.46,0.36,0.31,0.19,0.0,0.2,0.4,0.0,0.28,0.0,0.42,0.53,0.35,0.3,0.27,0.31,0.27,0.33,0.21,0.34,0.0,0.37,0.29,0.39,0.36,0.2,0.25,0.0,0.37,0.3,0.42,0.29,0.26,0.0,0.29,0.0,0.0,0.28,0.0,0.0,0.29,0.0,0.0,0.41,0.0,0.0,0.22,0.43,0.0,0.0,0.0,0.26,0.0,0.22,0.32,0.61,0.29,0.18,0.27,0.23,0.0,0.36,0.23,0.26,0.27,0.3,0.22,0.2,0.18,0.21,0.19,0.23,0.0,0.0,0.2,0.0,0.28,0.25,0.0,0.74,0.52,0.0,0.19,1.57,0.77,0.68,0.65,0.57,0.45,0.44,0.39,0.34,0.34,0.33,0.33,0.32,0.28,0.24,0.24,0.26,0.24,0.24,0.23,0.28,0.23,0.21,0.21,0.19,0.19,0.19,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.82
09/24/2021,0.0,0.67,0.7,0.0,0.64,0.81,0.54,0.79,0.82,0.77,0.73,0.82,0.78,0.8,0.79,0.7,0.78,0.77,0.8,0.0,0.79,0.75,0.68,0.76,0.77,0.76,0.77,0.52,0.78,0.0,0.83,0.81,0.79,0.8,0.79,0.77,0.8,0.79,0.79,0.67,0.84,0.76,0.0,0.81,0.0,0.0,0.7,0.0,0.84,0.84,0.8,0.81,0.74,0.81,0.8,0.73,0.79,0.75,0.75,0.82,0.83,0.83,0.71,1.0,0.73,0.71,0.77,0.0,0.81,0.79,0.49,0.89,0.74,0.76,0.31,0.46,0.77,0.0,0.52,0.59,0.79,0.78,0.6,0.57,0.81,0.51,0.47,0.0,0.48,0.0,0.28,0.0,0.46,0.42,0.0,0.56,0.46,0.36,0.54,0.48,0.39,0.68,0.39,0.43,0.43,0.4,0.0,0.44,0.41,0.0,0.38,0.8,0.5,0.4,0.38,0.56,0.39,0.42,0.49,0.41,0.25,0.2,0.46,0.36,0.31,0.19,0.0,0.2,0.4,0.0,0.28,0.0,0.41,0.53,0.36,0.3,0.27,0.31,0.27,0.34,0.21,0.33,0.0,0.36,0.29,0.39,0.35,0.2,0.25,0.0,0.37,0.3,0.42,0.29,0.26,0.0,0.28,0.0,0.0,0.27,0.0,0.0,0.29,0.0,0.0,0.41,0.0,0.0,0.22,0.43,0.0,0.0,0.0,0.25,0.0,0.22,0.32,0.61,0.29,0.18,0.27,0.24,0.0,0.36,0.23,0.26,0.28,0.3,0.22,0.2,0.18,0.21,0.19,0.24,0.0,0.0,0.19,0.0,0.27,0.26,0.0,0.73,0.52,0.0,0.19,1.57,0.76,0.68,0.66,0.57,0.44,0.44,0.39,0.34,0.34,0.33,0.33,0.33,0.28,0.24,0.23,0.25,0.24,0.23,0.24,0.28,0.23,0.21,0.21,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.2,0.19,0.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.82000000000002
09/27/2021,0.0,0.67,0.7,0.0,0.64,0.78,0.54,0.79,0.79,0.76,0.72,0.8,0.76,0.8,0.77,0.69,0.78,0.74,0.81,0.0,0.79,0.75,0.69,0.76,0.77,0.76,0.77,0.53,0.77,0.0,0.82,0.82,0.79,0.8,0.78,0.77,0.79,0.79,0.77,0.69,0.83,0.76,0.0,0.77,0.0,0.0,0.7,0.0,0.83,0.84,0.77,0.79,0.73,0.79,0.79,0.73,0.78,0.74,0.74,0.84,0.84,0.83,0.72,1.0,0.74,0.72,0.77,0.0,0.81,0.78,0.49,0.89,0.74,0.79,0.31,0.46,0.76,0.0,0.54,0.56,0.81,0.77,0.61,0.57,0.81,0.52,0.49,0.0,0.47,0.0,0.27,0.0,0.45,0.43,0.0,0.57,0.47,0.37,0.54,0.5,0.39,0.72,0.4,0.43,0.45,0.41,0.0,0.44,0.41,0.0,0.39,0.8,0.51,0.4,0.39,0.59,0.41,0.41,0.51,0.42,0.25,0.2,0.45,0.36,0.29,0.18,0.0,0.2,0.4,0.0,0.28,0.0,0.41,0.54,0.36,0.3,0.27,0.31,0.28,0.34,0.21,0.33,0.0,0.38,0.29,0.4,0.36,0.2,0.24,0.0,0.37,0.31,0.43,0.31,0.25,0.0,0.29,0.0,0.0,0.27,0.0,0.0,0.29,0.0,0.0,0.41,0.0,0.0,0.22,0.42,0.0,0.0,0.0,0.25,0.0,0.22,0.32,0.61,0.29,0.19,0.27,0.24,0.0,0.37,0.23,0.26,0.27,0.31,0.23,0.21,0.18,0.21,0.0,0.23,0.18,0.0,0.2,0.0,0.27,0.26,0.0,0.72,0.5,0.0,0.19,1.42,0.76,0.69,0.66,0.57,0.45,0.44,0.4,0.34,0.34,0.32,0.33,0.32,0.28,0.25,0.23,0.26,0.25,0.24,0.24,0.28,0.23,0.21,0.21,0.2,0.19,0.19,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.78
09/28/2021,0.0,0.78,0.7,0.84,0.68,0.74,0.73,0.81,0.72,0.71,0.71,0.72,0.73,0.73,0.72,0.72,0.71,0.73,0.66,0.72,0.67,0.66,0.68,0.67,0.64,0.68,0.72,0.72,0.73,0.7,0.75,0.71,0.71,0.69,0.67,0.73,0.72,0.71,0.71,0.68,0.7,0.65,0.68,0.72,0.0,0.68,0.67,0.69,0.7,0.76,0.7,0.73,0.69,0.67,0.73,0.62,0.71,0.69,0.67,0.67,0.7,0.71,0.74,0.67,0.71,0.65,0.67,0.69,0.68,0.69,0.67,0.68,0.67,0.64,0.64,0.72,0.72,0.68,0.74,0.67,0.63,0.66,0.61,0.62,0.57,0.6,0.55,0.54,0.56,0.59,0.53,0.0,0.57,0.54,0.53,0.51,0.48,0.53,0.5,0.44,0.48,0.48,0.43,0.49,0.5,0.46,0.41,0.47,0.43,0.45,0.46,0.46,0.45,0.46,0.43,0.43,0.44,0.53,0.44,0.41,0.42,0.42,0.44,0.46,0.42,0.39,0.4,0.38,0.4,0.36,0.38,0.35,0.37,0.36,0.36,0.38,0.35,0.36,0.34,0.35,0.35,0.35,0.34,0.35,0.35,0.33,0.34,0.31,0.3,0.32,0.31,0.31,0.3,0.3,0.27,0.29,0.28,0.26,0.28,0.29,0.29,0.28,0.28,0.26,0.27,0.27,0.0,0.24,0.24,0.26,0.26,0.27,0.24,0.24,0.24,0.22,0.25,0.25,0.25,0.21,0.24,0.21,0.22,0.22,0.21,0.22,0.19,0.22,0.2,0.24,0.2,0.21,0.19,0.19,0.2,0.19,0.2,0.19,0.22,0.21,0.0,0.7,0.51,0.26,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.94
