,US Dollar,SWX,MSM,HRC,LII,LSI,RYN,SCI,COR,GGG,TTC,NSA,KNX,FDS,WTRG,DCI,OFC,ADC,INGR,WTS,SRCL,SON,SEIC,RPM,POST,OGE,LECO,IART,FCN,HE,CPT,GMED,ACC,BRO,FLO,CSL,EGP,EHC,FR,WH,MPW,VIAV,THG,REXR,RenaissanceRe Holdings Ltd.,OGS,ORI,NWE,NDSN,MUSA,WERN,LXP,MDU,CHE,IDA,ATR,CACI,CASY,Y,CHH,GNTX,HR,HUBB,ICUI,ARW,CDK,LSTR,NATI,DOC,SRC,STOR,HAIN,UGI,VVV,OHI,MAT,FAF,BKH,PRFT,RGLD,ASH,MMS,CBSH,ITT,WSO,MASI,NUVA,PRGS,NNN,CRL,CONE,Helen of Troy Limited,HIW,KRC,FUL,JACK,TXRH,CGNX,LOPE,CBRL,CNMD,ACM,JAZZ,DECK,IAA,NVST,ACIW,AVT,CRI,NSIT,RS,HRB,ENR,CUZ,FIVE,JCOM,LEA,AN,CLH,PB,LAMR,SBRA,PZZA,RBC,LHCG,AMED,CCOI,DEI,MAN,CBT,CR,HPP,SAIC,SYNH,NYT,MOH,JEF,EXP,CVLT,AMN,BDN,FICO,PCH,JBL,NYCB,KBR,NVT,UTHR,WWD,VMI,SNX,SF,EME,CFR,MDRX,CW,EVR,BLKB,JW.A,OC,UFPI,VSH,WEN,TGNA,FFIN,CIEN,COS.,EPC,SMG,THS,AVNS,NSP,ISBC,OSK,TDS,SLM,TECH,AFG,ABM,AMG,ASGN,CRUS,ENS,ESNT,SFM,TKR,WWE,TTEK,MEDP,JLL,AGCO,BJ,GO,HAE,MRCY,RCM,R,SJI,MIDD,UMPQ,Us Dollars,RNR,HELE,CNO,OLED,n/a,G,EXPO,KMPR,COLM,PII,LFUS,IRT,AZPN,TWO,MSEX,MTG,COOP,JHG,CMP,XRX,AAWW,CDAY,RGA,PCRX,VG,PDCO,CFX,ACHC,SLAB,FLS,KNSL,VLY,ASB,TREX,XPO,MANH,OZK,FHN,SLG,ZD,RRX,SLGN,DEA,PNM,AWR,TTMI,CWT,LANC,EFC,ARR,PSB,MSA,PMT,SUM
08/10/2021,0.0,0.81,0.68,0.82,0.69,0.76,0.72,0.83,0.73,0.72,0.72,0.73,0.73,0.75,0.75,0.74,0.69,0.72,0.65,0.78,0.64,0.65,0.69,0.66,0.68,0.71,0.72,0.71,0.72,0.71,0.75,0.69,0.71,0.7,0.65,0.74,0.72,0.69,0.72,0.67,0.67,0.63,0.69,0.72,0.0,0.69,0.68,0.7,0.7,0.78,0.7,0.74,0.71,0.66,0.75,0.62,0.67,0.68,0.69,0.68,0.68,0.7,0.74,0.64,0.71,0.64,0.68,0.66,0.67,0.71,0.67,0.68,0.68,0.66,0.62,0.73,0.73,0.71,0.79,0.64,0.63,0.62,0.61,0.62,0.56,0.62,0.52,0.55,0.56,0.59,0.56,0.0,0.57,0.53,0.54,0.47,0.48,0.5,0.48,0.43,0.45,0.48,0.38,0.52,0.45,0.44,0.39,0.48,0.46,0.44,0.45,0.48,0.43,0.46,0.46,0.42,0.43,0.52,0.46,0.42,0.44,0.39,0.46,0.46,0.37,0.28,0.4,0.37,0.39,0.35,0.38,0.35,0.35,0.35,0.39,0.37,0.37,0.37,0.34,0.37,0.35,0.32,0.33,0.35,0.37,0.32,0.36,0.36,0.28,0.32,0.32,0.32,0.3,0.33,0.28,0.3,0.28,0.27,0.28,0.29,0.29,0.29,0.27,0.26,0.28,0.27,0.0,0.26,0.23,0.23,0.24,0.28,0.26,0.23,0.21,0.22,0.25,0.26,0.25,0.22,0.25,0.2,0.22,0.24,0.2,0.21,0.19,0.22,0.21,0.27,0.21,0.22,0.19,0.18,0.0,0.18,0.21,0.19,0.22,0.22,0.0,0.72,0.52,0.26,0.19,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81
08/11/2021,0.0,0.81,0.68,0.82,0.69,0.76,0.72,0.83,0.73,0.72,0.72,0.73,0.73,0.75,0.75,0.74,0.69,0.72,0.65,0.78,0.64,0.65,0.69,0.66,0.68,0.71,0.72,0.71,0.72,0.71,0.75,0.69,0.71,0.7,0.65,0.74,0.72,0.69,0.72,0.67,0.67,0.63,0.69,0.72,0.0,0.69,0.68,0.7,0.7,0.78,0.7,0.74,0.71,0.66,0.75,0.62,0.67,0.68,0.69,0.68,0.68,0.7,0.74,0.64,0.71,0.64,0.68,0.66,0.67,0.71,0.67,0.68,0.68,0.66,0.62,0.73,0.73,0.71,0.79,0.64,0.63,0.62,0.61,0.62,0.56,0.62,0.52,0.55,0.56,0.59,0.56,0.0,0.57,0.53,0.54,0.47,0.48,0.5,0.48,0.43,0.45,0.48,0.38,0.52,0.45,0.44,0.39,0.48,0.46,0.44,0.45,0.48,0.43,0.46,0.46,0.42,0.43,0.52,0.46,0.42,0.44,0.39,0.46,0.46,0.37,0.28,0.4,0.37,0.39,0.35,0.38,0.35,0.35,0.35,0.39,0.37,0.37,0.37,0.34,0.37,0.35,0.32,0.33,0.35,0.37,0.32,0.36,0.36,0.28,0.32,0.32,0.32,0.3,0.33,0.28,0.3,0.28,0.27,0.28,0.29,0.29,0.29,0.27,0.26,0.28,0.27,0.0,0.26,0.23,0.23,0.24,0.28,0.26,0.23,0.21,0.22,0.25,0.26,0.25,0.22,0.25,0.2,0.22,0.24,0.2,0.21,0.19,0.22,0.21,0.27,0.21,0.22,0.19,0.18,0.0,0.18,0.21,0.19,0.22,0.22,0.0,0.72,0.52,0.26,0.19,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81
08/12/2021,0.0,0.8,0.67,0.8,0.69,0.76,0.72,0.84,0.74,0.72,0.72,0.74,0.73,0.75,0.74,0.74,0.7,0.72,0.65,0.78,0.64,0.66,0.7,0.66,0.7,0.71,0.72,0.7,0.72,0.72,0.74,0.69,0.7,0.71,0.65,0.74,0.72,0.69,0.72,0.67,0.67,0.63,0.7,0.72,0.0,0.69,0.68,0.7,0.69,0.77,0.69,0.75,0.72,0.67,0.75,0.64,0.67,0.69,0.7,0.68,0.68,0.69,0.73,0.64,0.72,0.63,0.67,0.67,0.67,0.71,0.67,0.7,0.69,0.64,0.62,0.74,0.73,0.71,0.81,0.64,0.64,0.61,0.62,0.62,0.56,0.62,0.51,0.55,0.56,0.6,0.56,0.0,0.56,0.53,0.54,0.47,0.47,0.51,0.48,0.43,0.44,0.49,0.39,0.52,0.44,0.44,0.39,0.48,0.45,0.44,0.45,0.47,0.43,0.46,0.47,0.41,0.42,0.52,0.47,0.41,0.43,0.39,0.46,0.46,0.37,0.3,0.4,0.37,0.4,0.35,0.38,0.35,0.35,0.34,0.39,0.36,0.38,0.37,0.34,0.37,0.35,0.32,0.33,0.35,0.37,0.32,0.35,0.35,0.28,0.33,0.33,0.32,0.3,0.32,0.27,0.29,0.28,0.26,0.28,0.28,0.29,0.29,0.27,0.26,0.28,0.27,0.0,0.26,0.23,0.23,0.23,0.28,0.25,0.23,0.22,0.22,0.25,0.26,0.25,0.22,0.25,0.2,0.22,0.24,0.21,0.21,0.19,0.22,0.21,0.27,0.21,0.22,0.18,0.18,0.0,0.18,0.2,0.19,0.22,0.22,0.0,0.72,0.52,0.26,0.19,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.82
08/13/2021,0.0,0.8,0.68,0.78,0.7,0.76,0.72,0.84,0.72,0.71,0.73,0.74,0.73,0.75,0.74,0.75,0.68,0.72,0.66,0.78,0.65,0.66,0.7,0.67,0.7,0.71,0.74,0.69,0.72,0.72,0.73,0.66,0.69,0.71,0.66,0.74,0.71,0.68,0.71,0.68,0.66,0.64,0.71,0.71,0.0,0.69,0.69,0.7,0.69,0.78,0.69,0.74,0.71,0.65,0.75,0.63,0.68,0.69,0.7,0.68,0.68,0.68,0.75,0.63,0.71,0.63,0.68,0.66,0.66,0.7,0.66,0.71,0.69,0.64,0.62,0.75,0.73,0.71,0.81,0.63,0.64,0.61,0.62,0.62,0.56,0.6,0.49,0.54,0.55,0.6,0.55,0.0,0.55,0.53,0.55,0.47,0.47,0.5,0.49,0.44,0.43,0.48,0.37,0.52,0.44,0.43,0.39,0.49,0.45,0.44,0.47,0.48,0.42,0.45,0.49,0.42,0.42,0.52,0.47,0.42,0.43,0.38,0.47,0.47,0.36,0.29,0.4,0.36,0.4,0.36,0.39,0.35,0.35,0.35,0.39,0.36,0.38,0.39,0.34,0.37,0.35,0.31,0.33,0.35,0.37,0.32,0.36,0.35,0.28,0.33,0.33,0.32,0.3,0.33,0.27,0.3,0.28,0.26,0.28,0.29,0.3,0.29,0.27,0.27,0.28,0.27,0.0,0.27,0.22,0.23,0.23,0.28,0.26,0.24,0.22,0.22,0.24,0.27,0.25,0.23,0.25,0.2,0.22,0.24,0.21,0.21,0.19,0.23,0.2,0.27,0.22,0.23,0.18,0.18,0.0,0.18,0.21,0.19,0.22,0.22,0.0,0.73,0.55,0.27,0.19,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.86
08/16/2021,0.0,0.8,0.68,0.8,0.7,0.76,0.71,0.84,0.74,0.72,0.72,0.74,0.74,0.75,0.72,0.75,0.68,0.72,0.66,0.79,0.64,0.66,0.7,0.67,0.71,0.73,0.74,0.72,0.73,0.72,0.73,0.66,0.7,0.71,0.66,0.75,0.71,0.66,0.71,0.67,0.66,0.62,0.71,0.71,0.0,0.67,0.7,0.7,0.71,0.78,0.7,0.74,0.71,0.64,0.74,0.64,0.67,0.69,0.7,0.66,0.67,0.68,0.76,0.62,0.71,0.63,0.69,0.65,0.66,0.7,0.66,0.7,0.69,0.65,0.61,0.74,0.73,0.72,0.81,0.63,0.64,0.61,0.61,0.62,0.56,0.59,0.5,0.55,0.55,0.59,0.56,0.0,0.55,0.53,0.56,0.47,0.47,0.48,0.47,0.44,0.43,0.5,0.37,0.52,0.44,0.43,0.39,0.48,0.47,0.44,0.47,0.49,0.42,0.45,0.5,0.42,0.43,0.52,0.48,0.42,0.43,0.38,0.49,0.48,0.36,0.27,0.37,0.36,0.41,0.36,0.4,0.35,0.35,0.35,0.4,0.34,0.38,0.4,0.35,0.37,0.35,0.31,0.34,0.35,0.38,0.34,0.36,0.34,0.29,0.33,0.33,0.33,0.3,0.33,0.27,0.3,0.29,0.25,0.28,0.29,0.3,0.29,0.28,0.26,0.28,0.26,0.0,0.26,0.22,0.22,0.23,0.28,0.26,0.24,0.22,0.22,0.24,0.27,0.25,0.23,0.25,0.2,0.21,0.24,0.21,0.22,0.19,0.23,0.2,0.27,0.22,0.22,0.0,0.19,0.16,0.18,0.21,0.19,0.21,0.22,0.0,0.73,0.54,0.27,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88
08/17/2021,0.0,0.81,0.68,0.83,0.71,0.77,0.72,0.85,0.75,0.73,0.73,0.75,0.76,0.76,0.73,0.76,0.69,0.73,0.67,0.79,0.64,0.67,0.7,0.68,0.73,0.74,0.74,0.72,0.73,0.73,0.74,0.66,0.7,0.72,0.7,0.76,0.72,0.68,0.72,0.68,0.67,0.63,0.71,0.73,0.0,0.68,0.71,0.71,0.72,0.8,0.71,0.75,0.72,0.65,0.75,0.65,0.67,0.7,0.7,0.66,0.67,0.68,0.77,0.63,0.71,0.63,0.7,0.65,0.68,0.71,0.67,0.72,0.71,0.65,0.62,0.74,0.74,0.73,0.82,0.64,0.65,0.62,0.61,0.62,0.56,0.59,0.51,0.55,0.56,0.6,0.56,0.0,0.55,0.53,0.57,0.48,0.46,0.48,0.48,0.44,0.43,0.49,0.36,0.53,0.45,0.43,0.39,0.47,0.48,0.45,0.47,0.49,0.43,0.46,0.5,0.41,0.44,0.52,0.48,0.42,0.43,0.38,0.5,0.49,0.35,0.27,0.38,0.36,0.41,0.36,0.4,0.35,0.36,0.36,0.4,0.35,0.38,0.4,0.35,0.37,0.35,0.31,0.34,0.36,0.38,0.34,0.36,0.34,0.29,0.33,0.33,0.33,0.3,0.33,0.27,0.3,0.29,0.26,0.29,0.29,0.3,0.29,0.29,0.26,0.28,0.26,0.0,0.26,0.22,0.22,0.24,0.29,0.26,0.24,0.22,0.22,0.24,0.27,0.25,0.23,0.25,0.2,0.2,0.24,0.21,0.22,0.19,0.23,0.21,0.27,0.22,0.22,0.16,0.19,0.16,0.18,0.21,0.19,0.21,0.22,0.0,0.74,0.55,0.27,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.89
08/18/2021,0.0,0.81,0.68,0.83,0.71,0.77,0.72,0.85,0.75,0.73,0.73,0.75,0.76,0.76,0.73,0.76,0.69,0.73,0.67,0.79,0.64,0.67,0.7,0.68,0.73,0.74,0.74,0.72,0.73,0.73,0.74,0.66,0.7,0.72,0.7,0.76,0.72,0.68,0.72,0.68,0.67,0.63,0.71,0.73,0.0,0.68,0.71,0.71,0.72,0.8,0.71,0.75,0.72,0.65,0.75,0.65,0.67,0.7,0.7,0.66,0.67,0.68,0.77,0.63,0.71,0.63,0.7,0.65,0.68,0.71,0.67,0.72,0.71,0.65,0.62,0.74,0.74,0.73,0.82,0.64,0.65,0.62,0.61,0.62,0.56,0.59,0.51,0.55,0.56,0.6,0.56,0.0,0.55,0.53,0.57,0.48,0.46,0.48,0.48,0.44,0.43,0.49,0.36,0.53,0.45,0.43,0.39,0.47,0.48,0.45,0.47,0.49,0.43,0.46,0.5,0.41,0.44,0.52,0.48,0.42,0.43,0.38,0.5,0.49,0.35,0.27,0.38,0.36,0.41,0.36,0.4,0.35,0.36,0.36,0.4,0.35,0.38,0.4,0.35,0.37,0.35,0.31,0.34,0.36,0.38,0.34,0.36,0.34,0.29,0.33,0.33,0.33,0.3,0.33,0.27,0.3,0.29,0.26,0.29,0.29,0.3,0.29,0.29,0.26,0.28,0.26,0.0,0.26,0.22,0.22,0.24,0.29,0.26,0.24,0.22,0.22,0.24,0.27,0.25,0.23,0.25,0.2,0.2,0.24,0.21,0.22,0.19,0.23,0.21,0.27,0.22,0.22,0.16,0.19,0.16,0.18,0.21,0.19,0.21,0.22,0.0,0.74,0.55,0.27,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.89
08/19/2021,0.0,0.81,0.68,0.82,0.7,0.77,0.72,0.85,0.76,0.73,0.73,0.75,0.75,0.78,0.74,0.76,0.69,0.73,0.67,0.8,0.63,0.67,0.7,0.68,0.73,0.73,0.74,0.73,0.73,0.73,0.75,0.68,0.7,0.73,0.71,0.76,0.72,0.68,0.72,0.67,0.67,0.64,0.71,0.73,0.0,0.68,0.71,0.72,0.72,0.8,0.71,0.75,0.72,0.65,0.76,0.65,0.68,0.7,0.71,0.66,0.68,0.68,0.76,0.64,0.72,0.63,0.7,0.65,0.67,0.71,0.67,0.72,0.69,0.65,0.61,0.74,0.74,0.74,0.84,0.63,0.65,0.63,0.61,0.62,0.57,0.6,0.52,0.54,0.56,0.61,0.57,0.0,0.55,0.53,0.57,0.48,0.47,0.49,0.47,0.44,0.44,0.49,0.36,0.52,0.44,0.44,0.38,0.47,0.48,0.45,0.46,0.49,0.42,0.45,0.52,0.4,0.43,0.55,0.47,0.42,0.43,0.37,0.5,0.49,0.35,0.27,0.38,0.36,0.41,0.36,0.4,0.35,0.36,0.36,0.4,0.35,0.38,0.4,0.34,0.38,0.35,0.3,0.33,0.36,0.38,0.34,0.36,0.34,0.29,0.33,0.33,0.33,0.3,0.33,0.27,0.3,0.29,0.25,0.29,0.29,0.3,0.3,0.29,0.26,0.28,0.26,0.0,0.26,0.21,0.23,0.23,0.29,0.25,0.24,0.21,0.22,0.25,0.27,0.25,0.23,0.26,0.2,0.2,0.24,0.21,0.22,0.19,0.23,0.22,0.27,0.22,0.22,0.16,0.18,0.16,0.18,0.21,0.19,0.21,0.22,0.0,0.75,0.55,0.27,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/20/2021,0.0,0.82,0.68,0.82,0.7,0.78,0.72,0.85,0.76,0.72,0.72,0.76,0.75,0.78,0.74,0.76,0.7,0.73,0.67,0.8,0.64,0.67,0.7,0.67,0.74,0.73,0.73,0.74,0.74,0.74,0.75,0.68,0.7,0.73,0.73,0.76,0.73,0.68,0.73,0.66,0.67,0.63,0.72,0.73,0.0,0.68,0.72,0.73,0.72,0.8,0.72,0.75,0.71,0.65,0.77,0.65,0.7,0.71,0.71,0.65,0.67,0.68,0.76,0.65,0.72,0.62,0.69,0.64,0.67,0.71,0.67,0.72,0.7,0.65,0.62,0.72,0.74,0.74,0.84,0.63,0.64,0.65,0.61,0.62,0.56,0.62,0.52,0.54,0.55,0.61,0.56,0.0,0.55,0.53,0.56,0.48,0.47,0.49,0.46,0.44,0.44,0.49,0.35,0.51,0.44,0.45,0.38,0.47,0.46,0.45,0.46,0.49,0.43,0.46,0.51,0.4,0.42,0.51,0.47,0.42,0.43,0.37,0.5,0.48,0.35,0.28,0.38,0.37,0.41,0.36,0.39,0.35,0.37,0.37,0.4,0.36,0.38,0.39,0.34,0.38,0.35,0.31,0.33,0.35,0.38,0.34,0.36,0.35,0.29,0.32,0.33,0.32,0.3,0.33,0.27,0.3,0.28,0.25,0.29,0.28,0.3,0.29,0.29,0.26,0.28,0.26,0.0,0.26,0.21,0.23,0.23,0.29,0.25,0.23,0.22,0.22,0.25,0.27,0.26,0.22,0.25,0.2,0.2,0.23,0.22,0.22,0.19,0.23,0.21,0.27,0.21,0.23,0.16,0.18,0.16,0.18,0.21,0.19,0.21,0.22,0.0,0.76,0.54,0.27,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/23/2021,0.0,0.82,0.68,0.83,0.7,0.78,0.72,0.85,0.78,0.73,0.71,0.76,0.74,0.77,0.74,0.75,0.71,0.74,0.66,0.8,0.66,0.68,0.7,0.66,0.73,0.73,0.72,0.74,0.75,0.74,0.76,0.68,0.71,0.75,0.73,0.76,0.74,0.67,0.74,0.66,0.67,0.64,0.72,0.73,0.0,0.68,0.73,0.73,0.73,0.82,0.72,0.76,0.71,0.67,0.78,0.66,0.7,0.72,0.72,0.66,0.67,0.68,0.75,0.67,0.72,0.56,0.69,0.64,0.68,0.7,0.67,0.7,0.69,0.64,0.59,0.72,0.74,0.74,0.84,0.62,0.63,0.64,0.61,0.61,0.57,0.64,0.51,0.53,0.56,0.63,0.57,0.0,0.56,0.53,0.55,0.49,0.48,0.5,0.47,0.44,0.45,0.49,0.34,0.53,0.43,0.44,0.38,0.46,0.46,0.44,0.46,0.49,0.42,0.45,0.51,0.41,0.4,0.52,0.48,0.42,0.43,0.36,0.51,0.47,0.35,0.27,0.37,0.37,0.4,0.35,0.38,0.34,0.36,0.37,0.41,0.37,0.37,0.39,0.34,0.38,0.35,0.31,0.33,0.35,0.37,0.33,0.36,0.35,0.3,0.32,0.33,0.32,0.31,0.32,0.26,0.29,0.28,0.25,0.28,0.28,0.3,0.28,0.29,0.26,0.28,0.27,0.0,0.27,0.22,0.21,0.23,0.3,0.24,0.23,0.22,0.22,0.25,0.27,0.26,0.22,0.25,0.2,0.19,0.23,0.22,0.21,0.18,0.23,0.21,0.26,0.21,0.24,0.15,0.18,0.15,0.17,0.2,0.19,0.21,0.22,0.0,0.77,0.54,0.27,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/24/2021,0.0,0.82,0.68,0.83,0.7,0.78,0.72,0.85,0.78,0.73,0.71,0.76,0.74,0.77,0.74,0.75,0.71,0.74,0.66,0.8,0.66,0.68,0.7,0.66,0.73,0.73,0.72,0.74,0.75,0.74,0.76,0.68,0.71,0.75,0.73,0.76,0.74,0.67,0.74,0.66,0.67,0.64,0.72,0.73,0.0,0.68,0.73,0.73,0.73,0.82,0.72,0.76,0.71,0.67,0.78,0.66,0.7,0.72,0.72,0.66,0.67,0.68,0.75,0.67,0.72,0.56,0.69,0.64,0.68,0.7,0.67,0.7,0.69,0.64,0.59,0.72,0.74,0.74,0.84,0.62,0.63,0.64,0.61,0.61,0.57,0.64,0.51,0.53,0.56,0.63,0.57,0.0,0.56,0.53,0.55,0.49,0.48,0.5,0.47,0.44,0.45,0.49,0.34,0.53,0.43,0.44,0.38,0.46,0.46,0.44,0.46,0.49,0.42,0.45,0.51,0.41,0.4,0.52,0.48,0.42,0.43,0.36,0.51,0.47,0.35,0.27,0.37,0.37,0.4,0.35,0.38,0.34,0.36,0.37,0.41,0.37,0.37,0.39,0.34,0.38,0.35,0.31,0.33,0.35,0.37,0.33,0.36,0.35,0.3,0.32,0.33,0.32,0.31,0.32,0.26,0.29,0.28,0.25,0.28,0.28,0.3,0.28,0.29,0.26,0.28,0.27,0.0,0.27,0.22,0.21,0.23,0.3,0.24,0.23,0.22,0.22,0.25,0.27,0.26,0.22,0.25,0.2,0.19,0.23,0.22,0.21,0.18,0.23,0.21,0.26,0.21,0.24,0.15,0.18,0.15,0.17,0.2,0.19,0.21,0.22,0.0,0.77,0.54,0.27,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/25/2021,0.0,0.82,0.67,0.84,0.7,0.78,0.72,0.84,0.78,0.72,0.7,0.76,0.76,0.77,0.74,0.75,0.7,0.74,0.66,0.8,0.65,0.68,0.7,0.66,0.73,0.74,0.72,0.73,0.73,0.74,0.75,0.68,0.71,0.75,0.72,0.76,0.73,0.67,0.73,0.66,0.67,0.64,0.72,0.73,0.0,0.68,0.73,0.74,0.73,0.82,0.73,0.76,0.71,0.67,0.78,0.66,0.7,0.71,0.72,0.66,0.66,0.68,0.76,0.67,0.73,0.55,0.69,0.65,0.68,0.7,0.67,0.7,0.69,0.64,0.59,0.72,0.75,0.75,0.85,0.61,0.63,0.64,0.61,0.6,0.56,0.64,0.51,0.54,0.55,0.63,0.57,0.0,0.55,0.52,0.56,0.49,0.48,0.5,0.47,0.44,0.45,0.49,0.34,0.53,0.44,0.45,0.38,0.46,0.48,0.45,0.45,0.49,0.43,0.45,0.52,0.41,0.4,0.51,0.48,0.42,0.44,0.35,0.49,0.47,0.35,0.27,0.38,0.36,0.4,0.35,0.39,0.34,0.36,0.36,0.42,0.38,0.38,0.39,0.34,0.38,0.35,0.3,0.33,0.35,0.38,0.32,0.36,0.35,0.3,0.32,0.33,0.32,0.31,0.33,0.26,0.29,0.28,0.25,0.28,0.28,0.3,0.28,0.29,0.26,0.28,0.26,0.0,0.27,0.22,0.21,0.23,0.29,0.25,0.23,0.22,0.22,0.25,0.28,0.26,0.22,0.26,0.2,0.19,0.24,0.22,0.21,0.19,0.23,0.21,0.26,0.21,0.25,0.15,0.19,0.15,0.18,0.2,0.19,0.21,0.22,0.0,0.76,0.54,0.27,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
