,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,JNJ,V,UNH,PYPL,HD,PG,DIS,MA,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CRM,CSCO,PFE,KO,ABT,T,PEP,CVX,TMO,ABBV,NKE,MRK,AVGO,WMT,ACN,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,UNP,NEE,ORCL,AMGN,LOW,INTU,BA,SBUX,IBM,AMAT,RTX,TGT,CAT,GE,MMM,AMD,DE,CVS,NOW,ISRG,CHTR,MU,ANTM,LRCX,LMT,BKNG,ZTS,FIS,MO,MDLZ,GILD,SYK,TMUS,ADP,COP,TJX,CI,DUK,GM,ATVI,EL,FDX,CSX,BDX,ILMN,CL,NSC,SHW,ITW,ADSK,EW,SO,ADI,FISV,APD,BSX,ETN,REGN,D,F,HUM,EMR,NXPI,GPN,WM,NOC,HCA,TWTR,FCX,IDXX,VRTX,BIIB,ECL,DG,NEM,KLAC,ROP,JCI,EOG,DOW,IQV,KMB,EBAY,A,ALGN,TEL,SLB,ROST,TT,CMG,LHX,EXC,GD,APTV,SNPS,INFO,CNC,SRE,AEP,DXCM,EA,DD,MCHP,APH,ALXN,BAX,PPG,PH,STZ,SYY,CARR,ORLY,MPC,CDNS,PXD,WBA,PSX,Cash,IFF,MSI,GIS,TDG,MAR,CTSH,HPQ,RMD,XLNX,CMI,KMI,XEL,PAYX,CTAS,YUM,HLT,MTD,ADM,ROK,MNST,ZBH,SWK,OTIS,CTVA,WMB,SWKS,FTNT,VLO,GLW,LUV,AME,PCAR,AZO,MRNA,MCK,EFX,ANSS,NUE,AWK,DHI,n/a,KR,FAST,BLL,PEG,KEYS,VRSK,WST,LEN,CPRT,CDW,WEC,ES,MTCH,ODFL,ETSY,ENPH,OXY,SUM
09/22/2021,7.05,6.92,4.65,2.67,2.62,2.45,1.9,1.68,1.33,1.15,1.22,1.0,1.1,1.08,1.03,0.92,0.96,0.72,0.8,0.8,0.69,0.68,0.78,0.74,0.76,0.65,0.69,0.6,0.65,0.57,0.72,0.58,0.62,0.56,0.64,0.64,0.65,0.56,0.56,0.62,0.56,0.63,0.54,0.46,0.49,0.46,0.42,0.49,0.42,0.4,0.49,0.44,0.38,0.45,0.47,0.36,0.41,0.37,0.4,0.39,0.37,0.34,0.34,0.32,0.39,0.3,0.35,0.39,0.38,0.3,0.26,0.29,0.27,0.26,0.29,0.29,0.23,0.28,0.26,0.28,0.28,0.23,0.26,0.24,0.26,0.21,0.24,0.23,0.19,0.23,0.19,0.21,0.23,0.2,0.2,0.19,0.22,0.19,0.2,0.23,0.21,0.28,0.2,0.18,0.19,0.19,0.21,0.18,0.16,0.16,0.18,0.17,0.15,0.18,0.16,0.2,0.15,0.15,0.17,0.15,0.14,0.17,0.16,0.14,0.17,0.15,0.16,0.13,0.13,0.15,0.14,0.15,0.16,0.16,0.14,0.12,0.13,0.13,0.17,0.14,0.15,0.14,0.12,0.15,0.15,0.12,0.13,0.13,0.17,0.12,0.11,0.14,0.14,0.0,0.13,0.11,0.12,0.11,0.12,0.15,0.13,0.12,0.14,0.11,0.11,0.0,0.0,0.1,0.12,0.11,0.1,0.12,0.12,0.1,0.13,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.09,0.12,0.0,0.0,0.09,0.0,0.0,0.1,0.46,0.1,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,88.65
09/23/2021,7.01,6.91,4.59,2.65,2.62,2.45,1.86,1.64,1.35,1.16,1.22,0.99,1.1,1.08,1.02,0.92,0.96,0.71,0.81,0.79,0.7,0.67,0.78,0.74,0.78,0.66,0.69,0.61,0.66,0.57,0.72,0.59,0.62,0.57,0.63,0.64,0.66,0.57,0.56,0.62,0.56,0.64,0.54,0.47,0.49,0.47,0.43,0.49,0.42,0.4,0.5,0.44,0.38,0.45,0.47,0.36,0.41,0.38,0.39,0.39,0.37,0.33,0.34,0.33,0.39,0.3,0.35,0.4,0.38,0.3,0.25,0.29,0.26,0.26,0.3,0.29,0.24,0.28,0.26,0.28,0.28,0.23,0.26,0.24,0.26,0.21,0.24,0.22,0.18,0.23,0.19,0.21,0.23,0.2,0.2,0.19,0.22,0.19,0.2,0.23,0.21,0.29,0.2,0.18,0.19,0.2,0.21,0.19,0.16,0.16,0.18,0.17,0.15,0.19,0.16,0.2,0.15,0.14,0.18,0.15,0.14,0.17,0.16,0.13,0.17,0.15,0.16,0.13,0.13,0.15,0.14,0.15,0.16,0.16,0.14,0.12,0.13,0.14,0.17,0.14,0.15,0.14,0.12,0.15,0.15,0.12,0.13,0.13,0.17,0.12,0.11,0.13,0.14,0.0,0.13,0.11,0.12,0.11,0.12,0.15,0.13,0.11,0.14,0.11,0.11,0.0,0.0,0.11,0.12,0.11,0.1,0.12,0.12,0.1,0.13,0.12,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.47,0.1,0.1,0.1,0.0,0.1,0.0,0.21,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,88.66
09/24/2021,7.05,6.93,4.58,2.67,2.64,2.47,1.89,1.66,1.36,1.16,1.22,0.99,1.11,1.09,0.97,0.92,0.97,0.71,0.8,0.79,0.7,0.67,0.79,0.73,0.77,0.66,0.69,0.6,0.66,0.57,0.73,0.59,0.62,0.57,0.63,0.64,0.66,0.57,0.56,0.63,0.56,0.64,0.54,0.46,0.49,0.47,0.43,0.49,0.42,0.4,0.5,0.45,0.38,0.46,0.48,0.36,0.41,0.37,0.39,0.39,0.37,0.33,0.33,0.32,0.39,0.3,0.35,0.4,0.38,0.3,0.25,0.29,0.26,0.26,0.3,0.3,0.23,0.28,0.26,0.28,0.28,0.23,0.26,0.25,0.26,0.22,0.24,0.22,0.18,0.23,0.19,0.21,0.23,0.2,0.2,0.18,0.22,0.19,0.2,0.23,0.21,0.29,0.2,0.18,0.19,0.19,0.22,0.19,0.16,0.16,0.17,0.17,0.14,0.19,0.16,0.2,0.16,0.14,0.18,0.15,0.14,0.17,0.16,0.14,0.17,0.15,0.16,0.13,0.13,0.15,0.14,0.15,0.16,0.16,0.14,0.12,0.13,0.13,0.17,0.14,0.15,0.14,0.12,0.15,0.15,0.11,0.13,0.13,0.17,0.11,0.11,0.14,0.14,0.0,0.13,0.11,0.11,0.11,0.12,0.14,0.13,0.11,0.14,0.11,0.11,0.0,0.0,0.1,0.12,0.11,0.1,0.12,0.12,0.1,0.13,0.12,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.11,0.48,0.1,0.1,0.1,0.0,0.1,0.0,0.14,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.13,0.09,0.0,0.0,0.0,88.67000000000002
09/27/2021,7.08,6.91,4.59,2.53,2.63,2.46,1.88,1.72,1.33,1.18,1.18,1.0,1.1,1.07,0.98,0.95,0.93,0.74,0.79,0.81,0.69,0.67,0.83,0.73,0.76,0.64,0.68,0.6,0.65,0.59,0.73,0.58,0.63,0.57,0.63,0.63,0.67,0.57,0.56,0.61,0.56,0.63,0.54,0.46,0.48,0.47,0.42,0.49,0.41,0.41,0.49,0.45,0.38,0.45,0.49,0.38,0.41,0.38,0.4,0.4,0.37,0.33,0.35,0.32,0.39,0.3,0.34,0.4,0.38,0.29,0.25,0.29,0.27,0.26,0.31,0.3,0.23,0.28,0.26,0.28,0.28,0.24,0.26,0.26,0.26,0.21,0.23,0.23,0.18,0.23,0.17,0.21,0.22,0.2,0.2,0.18,0.22,0.19,0.2,0.23,0.21,0.29,0.2,0.18,0.2,0.19,0.21,0.18,0.16,0.16,0.18,0.18,0.15,0.18,0.16,0.19,0.16,0.14,0.18,0.15,0.13,0.17,0.16,0.13,0.17,0.15,0.16,0.14,0.13,0.15,0.14,0.15,0.16,0.16,0.14,0.12,0.13,0.14,0.17,0.14,0.15,0.14,0.13,0.15,0.15,0.11,0.13,0.13,0.17,0.11,0.11,0.14,0.14,0.0,0.12,0.11,0.12,0.11,0.12,0.14,0.13,0.12,0.14,0.11,0.11,0.0,0.0,0.1,0.12,0.11,0.1,0.13,0.12,0.1,0.13,0.12,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.11,0.49,0.1,0.1,0.1,0.0,0.1,0.0,0.14,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,88.58
09/28/2021,7.07,6.89,4.6,2.58,2.64,2.47,1.93,1.68,1.33,1.2,1.18,1.0,1.1,1.07,0.98,0.96,0.91,0.75,0.79,0.8,0.69,0.67,0.85,0.73,0.76,0.64,0.68,0.59,0.65,0.6,0.73,0.58,0.59,0.57,0.63,0.63,0.66,0.56,0.57,0.63,0.57,0.63,0.54,0.46,0.49,0.46,0.42,0.49,0.41,0.41,0.49,0.45,0.37,0.45,0.49,0.38,0.41,0.38,0.4,0.4,0.37,0.33,0.35,0.32,0.39,0.3,0.34,0.4,0.38,0.29,0.25,0.29,0.27,0.26,0.31,0.3,0.23,0.27,0.26,0.27,0.28,0.23,0.26,0.27,0.26,0.21,0.23,0.23,0.18,0.23,0.17,0.21,0.22,0.2,0.2,0.18,0.22,0.19,0.2,0.23,0.2,0.3,0.2,0.18,0.19,0.19,0.21,0.18,0.17,0.16,0.18,0.18,0.15,0.18,0.17,0.19,0.16,0.14,0.18,0.15,0.13,0.17,0.16,0.13,0.17,0.15,0.16,0.14,0.13,0.15,0.14,0.14,0.16,0.16,0.14,0.12,0.13,0.13,0.17,0.14,0.15,0.14,0.13,0.15,0.15,0.11,0.13,0.12,0.17,0.11,0.11,0.14,0.14,0.0,0.12,0.11,0.12,0.11,0.13,0.14,0.13,0.12,0.14,0.11,0.11,0.0,0.0,0.1,0.12,0.11,0.11,0.13,0.12,0.1,0.13,0.12,0.1,0.1,0.0,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.11,0.46,0.1,0.1,0.1,0.0,0.1,0.0,0.14,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.61000000000001
09/29/2021,7.07,6.89,4.6,2.58,2.64,2.47,1.93,1.68,1.33,1.2,1.18,1.0,1.1,1.07,0.98,0.96,0.91,0.75,0.79,0.8,0.69,0.67,0.85,0.73,0.76,0.64,0.68,0.59,0.65,0.6,0.73,0.58,0.59,0.57,0.63,0.63,0.66,0.56,0.57,0.63,0.57,0.63,0.54,0.46,0.49,0.46,0.42,0.49,0.41,0.41,0.49,0.45,0.37,0.45,0.49,0.38,0.41,0.38,0.4,0.4,0.37,0.33,0.35,0.32,0.39,0.3,0.34,0.4,0.38,0.29,0.25,0.29,0.27,0.26,0.31,0.3,0.23,0.27,0.26,0.27,0.28,0.23,0.26,0.27,0.26,0.21,0.23,0.23,0.18,0.23,0.17,0.21,0.22,0.2,0.2,0.18,0.22,0.19,0.2,0.23,0.2,0.3,0.2,0.18,0.19,0.19,0.21,0.18,0.17,0.16,0.18,0.18,0.15,0.18,0.17,0.19,0.16,0.14,0.18,0.15,0.13,0.17,0.16,0.13,0.17,0.15,0.16,0.14,0.13,0.15,0.14,0.14,0.16,0.16,0.14,0.12,0.13,0.13,0.17,0.14,0.15,0.14,0.13,0.15,0.15,0.11,0.13,0.12,0.17,0.11,0.11,0.14,0.14,0.0,0.12,0.11,0.12,0.11,0.13,0.14,0.13,0.12,0.14,0.11,0.11,0.0,0.0,0.1,0.12,0.11,0.11,0.13,0.12,0.1,0.13,0.12,0.1,0.1,0.0,0.11,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.11,0.46,0.1,0.1,0.1,0.0,0.1,0.0,0.14,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.61000000000001
09/30/2021,7.03,6.8,4.59,2.59,2.63,2.46,1.98,1.66,1.32,1.19,1.18,0.99,1.12,1.06,1.0,0.96,0.89,0.77,0.79,0.81,0.69,0.68,0.84,0.73,0.75,0.64,0.66,0.6,0.65,0.61,0.72,0.59,0.58,0.57,0.64,0.63,0.65,0.55,0.57,0.63,0.57,0.62,0.53,0.46,0.49,0.46,0.42,0.49,0.41,0.41,0.48,0.46,0.37,0.46,0.48,0.38,0.41,0.38,0.4,0.41,0.36,0.34,0.35,0.32,0.4,0.31,0.35,0.39,0.37,0.29,0.26,0.29,0.27,0.27,0.31,0.29,0.24,0.28,0.26,0.27,0.28,0.23,0.26,0.27,0.26,0.22,0.23,0.24,0.18,0.23,0.17,0.21,0.22,0.19,0.2,0.19,0.21,0.19,0.2,0.22,0.2,0.29,0.2,0.18,0.19,0.19,0.2,0.18,0.17,0.16,0.18,0.18,0.15,0.18,0.17,0.19,0.16,0.15,0.17,0.15,0.13,0.17,0.16,0.13,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.15,0.16,0.16,0.15,0.13,0.13,0.13,0.17,0.14,0.15,0.14,0.13,0.15,0.15,0.11,0.13,0.12,0.17,0.12,0.11,0.14,0.14,0.0,0.12,0.11,0.12,0.11,0.13,0.14,0.13,0.12,0.14,0.12,0.11,0.1,0.0,0.1,0.12,0.11,0.11,0.13,0.13,0.11,0.12,0.12,0.1,0.1,0.1,0.11,0.0,0.11,0.12,0.11,0.0,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.11,0.44,0.1,0.1,0.0,0.0,0.0,0.0,0.14,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.52000000000001
10/01/2021,7.01,6.7,4.57,2.55,2.59,2.42,1.99,1.62,1.35,1.2,1.19,0.97,1.12,1.07,1.0,0.96,0.87,0.8,0.79,0.81,0.7,0.69,0.83,0.73,0.76,0.64,0.66,0.61,0.66,0.63,0.71,0.6,0.58,0.58,0.63,0.63,0.65,0.55,0.57,0.62,0.57,0.61,0.53,0.46,0.48,0.47,0.43,0.49,0.42,0.41,0.48,0.47,0.38,0.46,0.47,0.38,0.41,0.39,0.38,0.41,0.36,0.35,0.36,0.33,0.39,0.31,0.36,0.38,0.37,0.29,0.26,0.3,0.26,0.27,0.31,0.29,0.24,0.28,0.26,0.28,0.28,0.23,0.26,0.29,0.27,0.22,0.23,0.24,0.19,0.23,0.17,0.22,0.23,0.19,0.2,0.19,0.21,0.19,0.2,0.22,0.21,0.29,0.21,0.18,0.19,0.19,0.2,0.19,0.18,0.16,0.18,0.17,0.15,0.18,0.17,0.19,0.16,0.15,0.17,0.15,0.13,0.17,0.16,0.14,0.17,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.16,0.15,0.14,0.13,0.13,0.17,0.14,0.15,0.14,0.13,0.14,0.15,0.12,0.12,0.13,0.17,0.12,0.11,0.14,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.14,0.13,0.12,0.13,0.12,0.11,0.1,0.0,0.1,0.12,0.11,0.11,0.13,0.13,0.11,0.12,0.12,0.1,0.1,0.0,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.11,0.43,0.1,0.0,0.0,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.46000000000001
10/04/2021,7.06,6.73,4.57,2.57,2.57,2.39,2.01,1.64,1.35,1.19,1.17,0.97,1.11,1.08,0.98,0.96,0.88,0.79,0.81,0.86,0.71,0.69,0.84,0.73,0.77,0.65,0.67,0.61,0.66,0.62,0.71,0.6,0.59,0.6,0.63,0.63,0.64,0.58,0.56,0.63,0.57,0.61,0.53,0.46,0.47,0.47,0.42,0.48,0.42,0.41,0.49,0.46,0.38,0.46,0.47,0.39,0.41,0.4,0.37,0.41,0.36,0.33,0.36,0.32,0.4,0.3,0.36,0.39,0.37,0.29,0.25,0.29,0.26,0.27,0.31,0.29,0.24,0.27,0.26,0.28,0.28,0.24,0.27,0.29,0.25,0.22,0.24,0.24,0.19,0.22,0.17,0.21,0.22,0.19,0.2,0.19,0.21,0.19,0.2,0.22,0.21,0.29,0.21,0.18,0.2,0.19,0.2,0.19,0.18,0.16,0.18,0.17,0.15,0.18,0.17,0.19,0.15,0.15,0.17,0.15,0.13,0.17,0.16,0.14,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.16,0.14,0.13,0.12,0.13,0.17,0.14,0.15,0.15,0.13,0.14,0.15,0.12,0.13,0.13,0.17,0.13,0.11,0.13,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.14,0.14,0.12,0.13,0.12,0.11,0.1,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.0,0.12,0.12,0.1,0.1,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.11,0.43,0.1,0.1,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.57
10/05/2021,7.04,6.82,4.52,2.57,2.6,2.42,1.98,1.62,1.33,1.22,1.17,0.97,1.1,1.06,1.01,0.99,0.87,0.81,0.82,0.85,0.71,0.69,0.84,0.73,0.76,0.65,0.65,0.61,0.65,0.63,0.71,0.6,0.59,0.65,0.63,0.62,0.65,0.57,0.56,0.62,0.57,0.6,0.54,0.46,0.47,0.47,0.42,0.48,0.41,0.42,0.49,0.46,0.38,0.45,0.47,0.39,0.42,0.4,0.37,0.41,0.36,0.33,0.36,0.32,0.39,0.3,0.35,0.39,0.38,0.29,0.25,0.29,0.26,0.27,0.32,0.29,0.24,0.26,0.26,0.27,0.28,0.23,0.27,0.29,0.25,0.22,0.24,0.24,0.19,0.23,0.17,0.21,0.22,0.18,0.2,0.19,0.22,0.19,0.2,0.22,0.2,0.28,0.21,0.18,0.19,0.19,0.19,0.18,0.17,0.16,0.18,0.16,0.15,0.18,0.17,0.19,0.15,0.15,0.17,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.13,0.12,0.13,0.16,0.14,0.15,0.15,0.13,0.14,0.15,0.12,0.13,0.13,0.17,0.13,0.11,0.13,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.1,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.0,0.1,0.11,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.11,0.38,0.1,0.1,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.53
10/06/2021,7.04,6.82,4.52,2.57,2.6,2.42,1.98,1.62,1.33,1.22,1.17,0.97,1.1,1.06,1.01,0.99,0.87,0.81,0.82,0.85,0.71,0.69,0.84,0.73,0.76,0.65,0.65,0.61,0.65,0.63,0.71,0.6,0.59,0.65,0.63,0.62,0.65,0.57,0.56,0.62,0.57,0.6,0.54,0.46,0.47,0.47,0.42,0.48,0.41,0.42,0.49,0.46,0.38,0.45,0.47,0.39,0.42,0.4,0.37,0.41,0.36,0.33,0.36,0.32,0.39,0.3,0.35,0.39,0.38,0.29,0.25,0.29,0.26,0.27,0.32,0.29,0.24,0.26,0.26,0.27,0.28,0.23,0.27,0.29,0.25,0.22,0.24,0.24,0.19,0.23,0.17,0.21,0.22,0.18,0.2,0.19,0.22,0.19,0.2,0.22,0.2,0.28,0.21,0.18,0.19,0.19,0.19,0.18,0.17,0.16,0.18,0.16,0.15,0.18,0.17,0.19,0.15,0.15,0.17,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.13,0.12,0.13,0.16,0.14,0.15,0.15,0.13,0.14,0.15,0.12,0.13,0.13,0.17,0.13,0.11,0.13,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.1,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.0,0.1,0.11,0.12,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.11,0.38,0.1,0.1,0.0,0.0,0.1,0.0,0.17,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.53
10/07/2021,6.96,6.78,4.45,2.48,2.58,2.41,2.03,1.57,1.34,1.21,1.17,0.95,1.11,1.07,1.0,0.96,0.85,0.83,0.83,0.85,0.72,0.69,0.84,0.73,0.76,0.65,0.65,0.62,0.66,0.64,0.71,0.61,0.6,0.67,0.62,0.62,0.65,0.57,0.56,0.62,0.58,0.6,0.54,0.45,0.48,0.47,0.41,0.48,0.42,0.43,0.5,0.47,0.38,0.46,0.46,0.39,0.42,0.41,0.37,0.42,0.36,0.34,0.37,0.32,0.39,0.3,0.35,0.39,0.37,0.3,0.25,0.29,0.25,0.27,0.32,0.29,0.24,0.27,0.26,0.27,0.28,0.24,0.27,0.3,0.25,0.22,0.25,0.25,0.19,0.23,0.17,0.22,0.22,0.18,0.2,0.19,0.22,0.19,0.19,0.21,0.21,0.28,0.21,0.18,0.19,0.19,0.19,0.19,0.18,0.16,0.18,0.16,0.15,0.18,0.18,0.19,0.15,0.15,0.17,0.15,0.13,0.17,0.16,0.14,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.12,0.13,0.13,0.16,0.13,0.12,0.13,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.0,0.0,0.11,0.12,0.12,0.11,0.14,0.12,0.11,0.12,0.12,0.1,0.0,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.11,0.0,0.12,0.1,0.0,0.1,0.0,0.0,0.11,0.37,0.1,0.1,0.0,0.0,0.1,0.0,0.14,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.46000000000001
10/08/2021,6.99,6.84,4.45,2.5,2.6,2.43,2.01,1.61,1.33,1.19,1.17,0.96,1.11,1.07,1.0,0.94,0.86,0.82,0.82,0.89,0.71,0.69,0.84,0.73,0.75,0.65,0.65,0.62,0.66,0.65,0.71,0.61,0.6,0.65,0.63,0.62,0.65,0.58,0.57,0.62,0.58,0.6,0.53,0.45,0.47,0.47,0.41,0.48,0.41,0.43,0.49,0.48,0.38,0.46,0.46,0.39,0.41,0.4,0.37,0.42,0.36,0.33,0.36,0.32,0.39,0.3,0.35,0.39,0.37,0.3,0.25,0.29,0.25,0.27,0.31,0.29,0.23,0.27,0.26,0.27,0.28,0.23,0.27,0.3,0.25,0.22,0.24,0.25,0.19,0.23,0.17,0.22,0.22,0.18,0.2,0.2,0.22,0.19,0.19,0.21,0.21,0.28,0.2,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.16,0.15,0.18,0.18,0.19,0.15,0.15,0.17,0.14,0.13,0.17,0.15,0.13,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.13,0.12,0.13,0.17,0.14,0.15,0.15,0.13,0.14,0.15,0.12,0.13,0.13,0.17,0.13,0.12,0.13,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.11,0.0,0.11,0.12,0.12,0.11,0.13,0.12,0.11,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.11,0.37,0.1,0.1,0.0,0.0,0.1,0.0,0.14,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.46000000000001
10/11/2021,7.0,6.9,4.52,2.44,2.64,2.44,2.01,1.63,1.32,1.21,1.19,0.96,1.12,1.08,1.01,0.96,0.86,0.8,0.82,0.87,0.69,0.68,0.83,0.72,0.75,0.65,0.65,0.6,0.67,0.64,0.71,0.61,0.6,0.64,0.63,0.62,0.64,0.58,0.56,0.62,0.58,0.6,0.53,0.45,0.46,0.47,0.41,0.48,0.41,0.43,0.49,0.47,0.37,0.46,0.46,0.39,0.41,0.4,0.36,0.42,0.35,0.33,0.36,0.32,0.4,0.3,0.35,0.39,0.37,0.3,0.25,0.29,0.25,0.27,0.31,0.3,0.23,0.27,0.26,0.27,0.28,0.23,0.27,0.3,0.24,0.22,0.24,0.25,0.19,0.23,0.17,0.23,0.22,0.18,0.2,0.2,0.22,0.19,0.19,0.21,0.21,0.28,0.2,0.18,0.19,0.19,0.18,0.19,0.18,0.16,0.18,0.16,0.15,0.19,0.18,0.19,0.16,0.16,0.16,0.14,0.13,0.17,0.16,0.14,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.13,0.12,0.13,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.12,0.12,0.13,0.16,0.12,0.11,0.13,0.14,0.0,0.12,0.11,0.12,0.11,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.11,0.0,0.11,0.12,0.11,0.1,0.13,0.12,0.0,0.12,0.12,0.0,0.1,0.11,0.12,0.11,0.12,0.12,0.1,0.11,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.13,0.1,0.0,0.1,0.0,0.0,0.1,0.34,0.1,0.1,0.0,0.0,0.1,0.0,0.27,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,88.55000000000001
