,BAC,MSFT,NXPI,GM,EXC,JCI,LLY,GLPI,AGO,C,REGN,URI,ABBV,CHTR,APO,FCX,002960.SZ,DOW,NOC,UNP,PEP,COP,AIG,BJ,PG,RDN,ANTM,HLT,TXN,TMO,NRG,ORLY,WMT,AMT,ATVI,LUV,CMCSA,TMUS,VLO,CTVA,BXP,DXC,KEY,301012.SZ,n/a,MCK,PNC,ORCL,VNO,XOM,SUM
11/24/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/25/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/26/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/29/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
11/30/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/01/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/02/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/06/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/07/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/08/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/09/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/10/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/13/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/14/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/15/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/16/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/17/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/20/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/21/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/22/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/23/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/24/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/27/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/28/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/29/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/30/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
12/31/2021,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/03/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/03/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/03/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/04/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/05/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/06/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/07/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/10/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/11/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/12/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/13/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
01/14/2022,4.94,4.61,3.47,3.21,3.59,3.25,0.0,3.19,3.11,1.37,3.32,3.35,2.83,2.96,2.66,2.35,0.0,1.16,2.31,1.99,2.26,1.67,2.45,2.41,2.1,2.02,2.84,2.08,1.7,2.13,1.63,1.72,1.47,1.44,1.16,1.35,1.33,1.17,1.19,1.23,0.0,0.0,0.66,0.0,3.66,2.25,1.57,1.2,0.98,0.65,99.99
