,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,NVDA,TSLA,BRK.B,JPM,JNJ,UNH,V,PG,HD,PYPL,DIS,ADBE,BAC,CMCSA,MA,PFE,NFLX,CRM,CSCO,TMO,XOM,VZ,KO,ACN,PEP,INTC,ABT,NKE,DHR,LLY,AVGO,WMT,T,COST,ABBV,WFC,MRK,TXN,CVX,MDT,PM,MCD,LIN,QCOM,HON,INTU,NEE,ORCL,UNP,MS,LOW,GS,C,UPS,BMY,ISRG,NOW,BLK,SBUX,SPGI,AMT,AMGN,AMD,TGT,BA,CAT,IBM,RTX,MRNA,AMAT,CHTR,CVS,MMM,DE,AXP,ANTM,LMT,GE,SCHW,PLD,BKNG,EL,ADI,LRCX,MMC,MO,SHW,EQIX,ADP,ZTS,CCI,n/a,MDLZ,CB,SYK,PNC,CI,GILD,TJX,REGN,TMUS,FDX,DUK,CME,USB,ETN,FIS,NSC,HCA,TFC,COP,NVR,BDX,MU,AON,ICE,ROP,EW,CSX,COF,ITW,DG,ECL,APD,ILMN,FISV,SO,WM,CL,ADSK,NXPI,EMR,VRTX,MSCI,GM,D,IQV,TT,BSX,ATVI,IDXX,HUM,GD,LHX,NOC,SBAC,TROW,PGR,JCI,DXCM,CMG,MCO,SNPS,KLAC,ALGN,A,FCX,GPN,DOW,PPG,XLNX,IT,PRU,DLR,MTD,MCHP,FTNT,AIG,TRV,BIIB,F,CDNS,PSA,ROK,TWTR,SIVB,CARR,PH,EA,ORLY,KSU,RMD,EXC,NEM,TEL,MET,APH,AZO,LH,PXD,EBAY,IFF,APTV,ODFL,AME,CTAS,MAR,ALL,EOG,XEL,OTIS,INFO,MTCH,KMB,CTSH,BAX,AEP,ROST,WELL,YUM,DD,SPG,FRC,MNST,CNC,HLT,SRE,ANSS,BK,SLB,MPC,WST,MSI,EFX,SYY,AMP,CPRT,ETSY,HPQ,SUM
09/23/2021,6.04,5.94,3.95,2.27,2.21,2.11,1.4,1.61,1.38,1.24,1.15,1.03,0.99,0.94,0.94,0.84,0.89,0.83,0.79,0.71,0.8,0.68,0.7,0.69,0.65,0.63,0.63,0.62,0.58,0.58,0.58,0.59,0.6,0.54,0.57,0.51,0.52,0.54,0.54,0.55,0.51,0.5,0.49,0.49,0.5,0.47,0.44,0.48,0.41,0.41,0.41,0.42,0.43,0.39,0.35,0.37,0.39,0.33,0.36,0.36,0.37,0.31,0.34,0.33,0.34,0.29,0.36,0.33,0.34,0.33,0.32,0.29,0.33,0.34,0.4,0.33,0.26,0.29,0.27,0.26,0.29,0.24,0.23,0.3,0.28,0.24,0.27,0.2,0.25,0.22,0.22,0.24,0.19,0.19,0.23,0.26,0.21,1.25,0.23,0.2,0.24,0.21,0.2,0.24,0.21,0.19,0.19,0.17,0.21,0.19,0.19,0.18,0.21,0.17,0.17,0.18,0.19,0.0,0.2,0.22,0.19,0.18,0.14,0.2,0.17,0.18,0.16,0.14,0.15,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.15,0.14,0.14,0.14,0.19,0.16,0.14,0.12,0.17,0.14,0.15,0.15,0.12,0.13,0.13,0.11,0.13,0.14,0.14,0.15,0.14,0.17,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.0,0.12,0.0,0.13,0.11,0.0,0.11,0.0,0.11,0.13,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.13,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.59
09/24/2021,6.06,5.96,3.94,2.28,2.22,2.12,1.41,1.63,1.38,1.24,1.16,1.03,0.99,0.95,0.95,0.84,0.85,0.83,0.79,0.71,0.79,0.68,0.7,0.69,0.64,0.63,0.63,0.62,0.58,0.58,0.58,0.59,0.6,0.55,0.57,0.51,0.52,0.54,0.53,0.55,0.51,0.5,0.49,0.49,0.5,0.47,0.44,0.48,0.42,0.41,0.41,0.42,0.44,0.4,0.35,0.37,0.39,0.33,0.36,0.36,0.36,0.31,0.35,0.32,0.34,0.29,0.37,0.33,0.34,0.33,0.32,0.29,0.32,0.34,0.41,0.33,0.26,0.29,0.27,0.26,0.3,0.24,0.23,0.29,0.28,0.24,0.26,0.2,0.25,0.22,0.22,0.24,0.19,0.19,0.22,0.26,0.21,1.19,0.23,0.2,0.24,0.21,0.2,0.25,0.21,0.2,0.19,0.17,0.21,0.19,0.2,0.18,0.2,0.16,0.17,0.18,0.2,0.0,0.2,0.22,0.19,0.18,0.14,0.2,0.17,0.18,0.16,0.14,0.15,0.17,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.14,0.14,0.15,0.19,0.16,0.15,0.12,0.17,0.14,0.15,0.15,0.12,0.13,0.13,0.11,0.13,0.14,0.14,0.15,0.14,0.17,0.12,0.14,0.13,0.13,0.12,0.12,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.0,0.12,0.0,0.12,0.11,0.1,0.12,0.0,0.11,0.13,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.0,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.66
09/27/2021,6.15,6.0,3.99,2.19,2.23,2.14,1.48,1.65,1.39,1.3,1.15,1.01,1.01,0.94,0.95,0.86,0.87,0.81,0.83,0.7,0.83,0.68,0.71,0.73,0.65,0.64,0.66,0.62,0.57,0.59,0.58,0.6,0.6,0.56,0.56,0.51,0.53,0.54,0.53,0.55,0.51,0.51,0.5,0.5,0.52,0.47,0.44,0.49,0.42,0.41,0.41,0.43,0.43,0.4,0.36,0.39,0.39,0.34,0.37,0.35,0.36,0.31,0.35,0.33,0.34,0.29,0.36,0.32,0.35,0.33,0.33,0.3,0.33,0.35,0.43,0.35,0.25,0.29,0.27,0.26,0.31,0.24,0.23,0.31,0.3,0.24,0.28,0.21,0.26,0.23,0.23,0.24,0.19,0.19,0.23,0.26,0.21,0.43,0.23,0.2,0.25,0.22,0.2,0.24,0.21,0.19,0.2,0.16,0.2,0.2,0.2,0.18,0.2,0.16,0.17,0.19,0.22,0.0,0.19,0.23,0.19,0.18,0.14,0.21,0.17,0.19,0.16,0.14,0.15,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.15,0.14,0.15,0.2,0.16,0.15,0.12,0.17,0.14,0.15,0.15,0.13,0.13,0.13,0.11,0.14,0.14,0.14,0.15,0.15,0.17,0.12,0.14,0.14,0.13,0.12,0.12,0.11,0.0,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.0,0.13,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.12,0.12,0.0,0.0,0.1,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.14,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.89000000000001
09/28/2021,6.15,6.0,3.99,2.19,2.23,2.14,1.48,1.65,1.39,1.3,1.15,1.01,1.01,0.94,0.95,0.86,0.87,0.81,0.83,0.7,0.83,0.68,0.71,0.73,0.65,0.64,0.66,0.62,0.57,0.59,0.58,0.6,0.6,0.56,0.56,0.51,0.53,0.54,0.53,0.55,0.51,0.51,0.5,0.5,0.52,0.47,0.44,0.49,0.42,0.41,0.41,0.43,0.43,0.4,0.36,0.39,0.39,0.34,0.37,0.35,0.36,0.31,0.35,0.33,0.34,0.29,0.36,0.32,0.35,0.33,0.33,0.3,0.33,0.35,0.43,0.35,0.25,0.29,0.27,0.26,0.31,0.24,0.23,0.31,0.3,0.24,0.28,0.21,0.26,0.23,0.23,0.24,0.19,0.19,0.23,0.26,0.21,0.43,0.23,0.2,0.25,0.22,0.2,0.24,0.21,0.19,0.2,0.16,0.2,0.2,0.2,0.18,0.2,0.16,0.17,0.19,0.22,0.0,0.19,0.23,0.19,0.18,0.14,0.21,0.17,0.19,0.16,0.14,0.15,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.16,0.15,0.14,0.15,0.2,0.16,0.15,0.12,0.17,0.14,0.15,0.15,0.13,0.13,0.13,0.11,0.14,0.14,0.14,0.15,0.15,0.17,0.12,0.14,0.14,0.13,0.12,0.12,0.11,0.0,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.12,0.12,0.0,0.13,0.0,0.12,0.11,0.0,0.12,0.0,0.11,0.13,0.0,0.11,0.12,0.12,0.0,0.0,0.1,0.11,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.14,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.89000000000001
10/15/2021,6.01,5.94,3.82,2.08,2.17,2.09,1.39,1.79,1.41,1.35,1.12,1.03,1.01,0.94,0.98,0.8,0.86,0.74,0.88,0.66,0.81,0.65,0.76,0.75,0.63,0.62,0.71,0.59,0.58,0.58,0.6,0.58,0.57,0.54,0.53,0.52,0.52,0.53,0.5,0.54,0.52,0.51,0.55,0.49,0.57,0.45,0.41,0.49,0.41,0.38,0.41,0.4,0.42,0.44,0.39,0.37,0.4,0.33,0.38,0.35,0.35,0.31,0.32,0.32,0.34,0.29,0.33,0.31,0.35,0.32,0.34,0.29,0.34,0.37,0.29,0.31,0.24,0.29,0.27,0.25,0.32,0.25,0.25,0.31,0.32,0.25,0.24,0.21,0.25,0.21,0.23,0.24,0.19,0.19,0.23,0.25,0.2,0.22,0.23,0.21,0.23,0.23,0.19,0.23,0.2,0.17,0.18,0.15,0.21,0.21,0.22,0.17,0.19,0.18,0.17,0.21,0.26,0.0,0.18,0.21,0.2,0.19,0.14,0.18,0.19,0.19,0.16,0.14,0.15,0.18,0.15,0.16,0.17,0.18,0.17,0.18,0.14,0.14,0.14,0.15,0.23,0.16,0.13,0.11,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.11,0.13,0.14,0.13,0.15,0.11,0.16,0.11,0.12,0.14,0.11,0.13,0.12,0.11,0.0,0.12,0.0,0.12,0.11,0.0,0.11,0.12,0.13,0.12,0.11,0.16,0.11,0.12,0.0,0.12,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.13,0.11,0.11,0.12,0.11,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.12,0.0,0.14,0.0,0.0,0.13,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.69000000000001
10/18/2021,5.99,6.03,3.79,2.08,2.19,2.12,1.44,1.8,1.39,1.3,1.12,1.06,1.0,0.93,0.99,0.81,0.85,0.74,0.9,0.67,0.79,0.63,0.74,0.76,0.63,0.62,0.71,0.58,0.58,0.6,0.6,0.59,0.56,0.54,0.53,0.52,0.53,0.52,0.5,0.53,0.52,0.49,0.53,0.49,0.57,0.46,0.42,0.48,0.43,0.39,0.41,0.41,0.43,0.43,0.4,0.38,0.41,0.32,0.37,0.36,0.34,0.32,0.31,0.33,0.34,0.3,0.32,0.31,0.37,0.34,0.33,0.29,0.34,0.36,0.29,0.31,0.25,0.29,0.27,0.25,0.31,0.26,0.25,0.31,0.32,0.25,0.19,0.22,0.25,0.21,0.23,0.24,0.2,0.21,0.23,0.25,0.19,0.31,0.23,0.21,0.22,0.23,0.18,0.23,0.2,0.18,0.18,0.16,0.2,0.22,0.21,0.18,0.19,0.19,0.17,0.2,0.26,0.0,0.18,0.2,0.21,0.19,0.15,0.18,0.19,0.19,0.17,0.14,0.15,0.19,0.15,0.16,0.17,0.18,0.17,0.19,0.14,0.14,0.14,0.17,0.22,0.16,0.12,0.12,0.16,0.15,0.17,0.16,0.14,0.12,0.15,0.11,0.13,0.13,0.13,0.17,0.0,0.16,0.0,0.12,0.15,0.11,0.14,0.12,0.11,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.12,0.13,0.12,0.11,0.15,0.12,0.12,0.0,0.13,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.12,0.0,0.0,0.0,0.12,0.12,0.11,0.13,0.0,0.0,0.12,0.12,0.0,0.14,0.0,0.0,0.13,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
10/19/2021,5.99,6.03,3.79,2.08,2.19,2.12,1.44,1.8,1.39,1.3,1.12,1.06,1.0,0.93,0.99,0.81,0.85,0.74,0.9,0.67,0.79,0.63,0.74,0.76,0.63,0.62,0.71,0.58,0.58,0.6,0.6,0.59,0.56,0.54,0.53,0.52,0.53,0.52,0.5,0.53,0.52,0.49,0.53,0.49,0.57,0.46,0.42,0.48,0.43,0.39,0.41,0.41,0.43,0.43,0.4,0.38,0.41,0.32,0.37,0.36,0.34,0.32,0.31,0.33,0.34,0.3,0.32,0.31,0.37,0.34,0.33,0.29,0.34,0.36,0.29,0.31,0.25,0.29,0.27,0.25,0.31,0.26,0.25,0.31,0.32,0.25,0.19,0.22,0.25,0.21,0.23,0.24,0.2,0.21,0.23,0.25,0.19,0.31,0.23,0.21,0.22,0.23,0.18,0.23,0.2,0.18,0.18,0.16,0.2,0.22,0.21,0.18,0.19,0.19,0.17,0.2,0.26,0.0,0.18,0.2,0.21,0.19,0.15,0.18,0.19,0.19,0.17,0.14,0.15,0.19,0.15,0.16,0.17,0.18,0.17,0.19,0.14,0.14,0.14,0.17,0.22,0.16,0.12,0.12,0.16,0.15,0.17,0.16,0.14,0.12,0.15,0.11,0.13,0.13,0.13,0.17,0.0,0.16,0.0,0.12,0.15,0.11,0.14,0.12,0.11,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.12,0.13,0.12,0.11,0.15,0.12,0.12,0.0,0.13,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.12,0.0,0.0,0.0,0.12,0.12,0.11,0.13,0.0,0.0,0.12,0.12,0.0,0.14,0.0,0.0,0.13,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
10/20/2021,5.99,6.03,3.79,2.08,2.19,2.12,1.44,1.8,1.39,1.3,1.12,1.06,1.0,0.93,0.99,0.81,0.85,0.74,0.9,0.67,0.79,0.63,0.74,0.76,0.63,0.62,0.71,0.58,0.58,0.6,0.6,0.59,0.56,0.54,0.53,0.52,0.53,0.52,0.5,0.53,0.52,0.49,0.53,0.49,0.57,0.46,0.42,0.48,0.43,0.39,0.41,0.41,0.43,0.43,0.4,0.38,0.41,0.32,0.37,0.36,0.34,0.32,0.31,0.33,0.34,0.3,0.32,0.31,0.37,0.34,0.33,0.29,0.34,0.36,0.29,0.31,0.25,0.29,0.27,0.25,0.31,0.26,0.25,0.31,0.32,0.25,0.19,0.22,0.25,0.21,0.23,0.24,0.2,0.21,0.23,0.25,0.19,0.27,0.23,0.21,0.22,0.23,0.18,0.23,0.2,0.18,0.18,0.16,0.2,0.22,0.21,0.18,0.19,0.19,0.17,0.2,0.26,0.0,0.18,0.21,0.21,0.19,0.15,0.18,0.19,0.19,0.17,0.14,0.15,0.19,0.15,0.16,0.17,0.18,0.17,0.19,0.14,0.14,0.14,0.17,0.22,0.16,0.12,0.12,0.16,0.15,0.17,0.16,0.14,0.12,0.15,0.0,0.13,0.13,0.13,0.17,0.0,0.16,0.11,0.12,0.15,0.11,0.14,0.12,0.11,0.11,0.12,0.0,0.12,0.11,0.0,0.11,0.12,0.13,0.12,0.0,0.15,0.12,0.12,0.0,0.13,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.12,0.11,0.0,0.0,0.12,0.12,0.11,0.13,0.0,0.0,0.12,0.12,0.0,0.14,0.0,0.0,0.13,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.97
11/08/2021,6.26,6.6,3.89,2.09,2.33,2.18,1.76,2.61,1.41,1.34,1.15,1.14,0.92,0.93,1.04,0.71,0.83,0.81,0.95,0.65,0.75,0.67,0.79,0.79,0.65,0.67,0.72,0.58,0.59,0.6,0.61,0.55,0.62,0.59,0.52,0.56,0.59,0.56,0.48,0.58,0.56,0.56,0.6,0.46,0.58,0.44,0.39,0.48,0.45,0.42,0.41,0.46,0.44,0.43,0.41,0.38,0.44,0.37,0.36,0.4,0.35,0.34,0.35,0.35,0.34,0.29,0.33,0.32,0.43,0.34,0.32,0.3,0.29,0.36,0.32,0.33,0.25,0.32,0.27,0.26,0.29,0.27,0.22,0.31,0.34,0.27,0.25,0.21,0.26,0.22,0.22,0.22,0.2,0.21,0.25,0.25,0.2,0.22,0.23,0.21,0.23,0.24,0.18,0.23,0.22,0.19,0.18,0.17,0.2,0.21,0.22,0.19,0.17,0.19,0.18,0.22,0.26,0.0,0.18,0.21,0.18,0.2,0.14,0.18,0.21,0.17,0.17,0.16,0.16,0.18,0.16,0.15,0.17,0.16,0.17,0.18,0.16,0.14,0.14,0.15,0.21,0.17,0.12,0.12,0.16,0.14,0.15,0.17,0.13,0.0,0.13,0.0,0.13,0.14,0.13,0.17,0.12,0.16,0.12,0.15,0.14,0.12,0.14,0.0,0.11,0.11,0.13,0.0,0.13,0.12,0.0,0.12,0.12,0.14,0.12,0.0,0.19,0.13,0.12,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.14,0.11,0.13,0.12,0.12,0.0,0.0,0.13,0.13,0.11,0.13,0.0,0.0,0.0,0.12,0.0,0.14,0.0,0.0,0.14,0.11,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.12,0.14,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,87.56
11/09/2021,6.23,6.64,3.99,2.11,2.34,2.21,1.97,2.65,1.4,1.32,1.15,1.14,0.93,0.93,1.05,0.7,0.83,0.83,0.93,0.65,0.76,0.66,0.77,0.8,0.64,0.67,0.73,0.57,0.59,0.6,0.61,0.54,0.62,0.6,0.5,0.57,0.6,0.56,0.47,0.59,0.56,0.54,0.61,0.47,0.59,0.44,0.39,0.48,0.46,0.47,0.41,0.47,0.44,0.43,0.41,0.37,0.44,0.35,0.35,0.39,0.35,0.35,0.35,0.35,0.33,0.3,0.32,0.32,0.45,0.35,0.32,0.3,0.28,0.36,0.26,0.35,0.24,0.32,0.27,0.26,0.3,0.28,0.22,0.31,0.33,0.27,0.23,0.22,0.27,0.22,0.22,0.22,0.21,0.21,0.25,0.26,0.2,0.28,0.23,0.21,0.23,0.23,0.18,0.22,0.22,0.19,0.18,0.17,0.2,0.22,0.21,0.19,0.17,0.19,0.18,0.21,0.26,0.0,0.18,0.22,0.18,0.2,0.14,0.18,0.21,0.17,0.17,0.16,0.16,0.18,0.16,0.15,0.17,0.17,0.17,0.19,0.16,0.14,0.14,0.16,0.22,0.17,0.0,0.13,0.16,0.14,0.16,0.17,0.13,0.0,0.13,0.0,0.14,0.14,0.14,0.18,0.0,0.16,0.13,0.15,0.15,0.12,0.14,0.0,0.11,0.0,0.13,0.0,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.0,0.2,0.13,0.12,0.12,0.11,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.14,0.0,0.13,0.12,0.12,0.0,0.0,0.13,0.13,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.14,0.0,0.0,0.14,0.12,0.11,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,88.11999999999999
11/10/2021,6.25,6.63,4.03,2.15,2.35,2.22,1.97,2.63,1.4,1.32,1.14,1.14,0.96,0.93,1.04,0.69,0.85,0.81,0.92,0.66,0.79,0.73,0.74,0.8,0.64,0.65,0.73,0.57,0.59,0.61,0.62,0.55,0.6,0.6,0.48,0.56,0.61,0.56,0.48,0.59,0.56,0.54,0.55,0.48,0.59,0.45,0.39,0.49,0.46,0.49,0.42,0.46,0.45,0.42,0.41,0.37,0.44,0.35,0.35,0.39,0.35,0.35,0.34,0.36,0.35,0.3,0.32,0.32,0.45,0.34,0.33,0.31,0.28,0.37,0.21,0.35,0.25,0.31,0.27,0.26,0.3,0.27,0.23,0.32,0.33,0.27,0.24,0.22,0.27,0.23,0.22,0.22,0.21,0.21,0.26,0.26,0.2,0.28,0.23,0.22,0.24,0.23,0.18,0.22,0.23,0.18,0.18,0.17,0.2,0.22,0.22,0.19,0.18,0.19,0.18,0.22,0.26,0.0,0.18,0.22,0.18,0.2,0.14,0.19,0.21,0.17,0.17,0.16,0.16,0.19,0.15,0.15,0.17,0.17,0.17,0.2,0.17,0.15,0.14,0.16,0.22,0.17,0.0,0.13,0.16,0.14,0.16,0.17,0.13,0.0,0.14,0.0,0.14,0.14,0.14,0.18,0.0,0.16,0.13,0.15,0.15,0.12,0.14,0.0,0.11,0.0,0.13,0.0,0.12,0.12,0.0,0.13,0.13,0.13,0.12,0.0,0.19,0.13,0.12,0.12,0.11,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.14,0.12,0.13,0.12,0.12,0.0,0.0,0.13,0.13,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.14,0.0,0.0,0.14,0.12,0.11,0.12,0.0,0.12,0.13,0.0,0.0,0.12,0.14,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,88.41
11/11/2021,6.21,6.65,4.0,2.13,2.35,2.22,2.04,2.5,1.41,1.33,1.14,1.15,0.98,0.92,1.04,0.7,0.86,0.81,0.93,0.65,0.79,0.72,0.75,0.81,0.64,0.66,0.74,0.57,0.58,0.6,0.6,0.56,0.61,0.58,0.49,0.55,0.61,0.55,0.48,0.58,0.55,0.54,0.55,0.47,0.6,0.45,0.39,0.48,0.47,0.5,0.42,0.46,0.44,0.42,0.42,0.37,0.44,0.35,0.36,0.39,0.35,0.35,0.34,0.36,0.34,0.3,0.32,0.31,0.5,0.34,0.33,0.32,0.28,0.37,0.22,0.35,0.25,0.31,0.27,0.27,0.31,0.28,0.23,0.32,0.33,0.28,0.25,0.22,0.27,0.23,0.22,0.22,0.21,0.21,0.25,0.26,0.2,0.28,0.23,0.21,0.23,0.23,0.18,0.22,0.22,0.18,0.18,0.18,0.2,0.22,0.22,0.19,0.18,0.19,0.18,0.22,0.27,0.0,0.18,0.22,0.18,0.2,0.14,0.19,0.21,0.17,0.17,0.15,0.16,0.19,0.15,0.15,0.17,0.17,0.17,0.2,0.17,0.15,0.14,0.16,0.23,0.16,0.0,0.13,0.16,0.14,0.16,0.17,0.13,0.0,0.14,0.0,0.14,0.14,0.14,0.18,0.11,0.16,0.13,0.15,0.15,0.12,0.15,0.0,0.11,0.0,0.14,0.0,0.12,0.12,0.0,0.13,0.13,0.13,0.12,0.0,0.2,0.13,0.12,0.0,0.11,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.14,0.12,0.13,0.12,0.12,0.0,0.0,0.13,0.13,0.11,0.13,0.0,0.0,0.11,0.13,0.0,0.14,0.0,0.0,0.14,0.12,0.11,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,88.4
11/12/2021,6.23,6.63,4.09,2.11,2.34,2.22,2.03,2.21,1.4,1.32,1.14,1.16,0.94,0.93,1.05,0.63,0.85,0.81,0.92,0.66,0.78,0.71,0.75,0.81,0.65,0.65,0.74,0.57,0.58,0.6,0.61,0.55,0.61,0.59,0.49,0.55,0.61,0.56,0.47,0.58,0.55,0.53,0.55,0.47,0.6,0.45,0.39,0.48,0.47,0.5,0.42,0.46,0.44,0.42,0.42,0.37,0.43,0.35,0.35,0.39,0.35,0.35,0.34,0.36,0.34,0.3,0.32,0.31,0.49,0.34,0.33,0.31,0.28,0.37,0.21,0.36,0.25,0.31,0.27,0.26,0.31,0.28,0.23,0.33,0.33,0.28,0.23,0.22,0.27,0.23,0.23,0.22,0.21,0.22,0.26,0.26,0.2,0.31,0.23,0.22,0.23,0.23,0.18,0.22,0.22,0.19,0.18,0.18,0.19,0.22,0.21,0.19,0.18,0.19,0.18,0.22,0.26,0.0,0.18,0.23,0.19,0.2,0.15,0.19,0.21,0.17,0.17,0.15,0.17,0.19,0.15,0.15,0.17,0.17,0.17,0.2,0.16,0.14,0.14,0.17,0.22,0.16,0.11,0.13,0.16,0.14,0.16,0.17,0.13,0.0,0.14,0.0,0.14,0.14,0.14,0.18,0.0,0.16,0.13,0.16,0.16,0.12,0.15,0.0,0.11,0.0,0.14,0.0,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.0,0.2,0.14,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.14,0.12,0.13,0.12,0.12,0.0,0.0,0.13,0.13,0.11,0.13,0.0,0.0,0.0,0.12,0.0,0.14,0.0,0.0,0.14,0.12,0.11,0.12,0.0,0.12,0.13,0.0,0.0,0.12,0.14,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.12,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,88.09
