,MSFT,GOOG,GOOGL,NVDA,TSLA,V,HD,PG,MA,PYPL,DIS,ADBE,VZ,CRM,INTC,CSCO,KO,PEP,ABBV,NKE,MRK,ACN,TXN,MCD,ORCL,UPS,LIN,UNP,BMY,LOW,AMGN,INTU,BLK,SBUX,AMAT,IBM,TGT,AMT,CAT,AXP,AMD,MMM,NOW,DE,SCHW,SPGI,ZTS,BKNG,PLD,LRCX,MDLZ,GILD,ADP,CI,COP,PNC,CME,CSX,EL,TFC,EQIX,CB,BDX,MMC,SHW,ITW,ILMN,NSC,EW,ICE,CL,ADSK,APD,MCO,ADI,ETN,HUM,HCA,PGR,IDXX,ECL,BIIB,VRTX,NEM,ROP,JCI,IQV,TROW,A,KMB,SLB,TEL,TT,ALGN,INFO,WDAY,DLR,CNC,APTV,DXCM,SRE,SPG,XTSLA,ALL,PRU,EA,PPG,BK,MCHP,PH,CDNS,MAR,SYY,MPC,TRV,HPQ,MSI,CTSH,SBAC,RMD,GIS,IFF,PSX,CMI,HLT,FTNT,ROK,SWKS,FRC,ADM,SWK,PXD,MTD,FAST,WLTW,AVB,PCAR,GLW,OKTA,VLO,SIVB,ANSS,AJG,WST,VFC,ES,NUE,EQR,OXY,CBRE,KEYS,WEC,STT,AMP,AWK,ZBRA,CPRT,KSU,WY,BBY,LH,DELL,BLL,KR,KHC,CERN,HES,KDP,ED,OKE,HIG,WORK,EXPD,TRU,DOV,XYL,PPL,TSCO,KMX,MKC,TDOC,WAT,FTV,URI,GRMN,NTRS,CLX,SPLK,DRI,KEY,ALB,PAYC,GWW,COO,FE,HBAN,TRMB,LNG,CMS,AVY,DGX,AMCR,TECH,DVN,OMC,ABC,HOLX,PEAK,DRE,DPZ,ULTA,CAG,RF,CFG,RCL,IEX,MTB,ANSGR.IS,ALLY,USD,PODD,ON,HPE,POOL,PFG,MS,STE,BISXX,BKR,VMW,ANTM,NXPI,SNPS,CARR,HUBS,WELL,WMB,DFS,SYF,CHD,STX,SUM
08/11/2021,10.02,3.9,3.94,2.44,2.59,1.98,1.72,1.68,1.6,1.5,1.55,1.46,1.1,1.18,1.06,1.13,1.12,1.03,0.98,1.06,0.92,0.99,0.86,0.85,0.83,0.67,0.77,0.71,0.74,0.67,0.64,0.71,0.66,0.68,0.63,0.62,0.63,0.61,0.55,0.57,0.64,0.55,0.56,0.53,0.5,0.51,0.46,0.43,0.46,0.45,0.42,0.42,0.44,0.36,0.37,0.39,0.36,0.36,0.36,0.37,0.35,0.38,0.34,0.37,0.37,0.35,0.35,0.31,0.35,0.33,0.31,0.35,0.31,0.31,0.31,0.31,0.26,0.33,0.27,0.28,0.27,0.25,0.25,0.23,0.25,0.25,0.23,0.24,0.23,0.22,0.19,0.24,0.23,0.25,0.22,0.2,0.21,0.19,0.21,0.24,0.2,0.21,0.0,0.19,0.2,0.19,0.19,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.18,0.16,0.16,0.17,0.2,0.18,0.15,0.17,0.16,0.15,0.15,0.17,0.15,0.13,0.15,0.13,0.15,0.14,0.13,0.16,0.16,0.13,0.15,0.13,0.15,0.15,0.14,0.12,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.12,0.12,0.13,0.14,0.13,0.13,0.15,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.0,0.1,0.13,0.12,0.0,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.62
08/13/2021,9.94,3.94,3.98,2.39,2.64,1.95,1.73,1.7,1.58,1.48,1.56,1.44,1.11,1.14,1.06,1.14,1.13,1.03,0.98,1.06,0.92,0.98,0.85,0.84,0.83,0.66,0.76,0.72,0.73,0.67,0.64,0.7,0.67,0.66,0.61,0.61,0.64,0.59,0.56,0.56,0.62,0.56,0.55,0.54,0.52,0.51,0.46,0.44,0.46,0.43,0.42,0.42,0.45,0.36,0.37,0.39,0.36,0.36,0.36,0.38,0.34,0.39,0.34,0.37,0.37,0.35,0.36,0.32,0.34,0.32,0.31,0.35,0.3,0.31,0.31,0.32,0.26,0.32,0.27,0.28,0.27,0.25,0.25,0.22,0.24,0.25,0.23,0.24,0.23,0.22,0.19,0.24,0.22,0.25,0.22,0.2,0.21,0.18,0.22,0.23,0.2,0.21,0.1,0.2,0.2,0.19,0.19,0.22,0.2,0.19,0.2,0.18,0.19,0.18,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.19,0.16,0.17,0.17,0.2,0.18,0.15,0.17,0.17,0.15,0.15,0.17,0.15,0.14,0.15,0.13,0.15,0.14,0.13,0.16,0.15,0.13,0.15,0.13,0.15,0.17,0.14,0.12,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.15,0.12,0.12,0.1,0.12,0.13,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.0,0.1,0.13,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.62
08/16/2021,9.99,3.93,3.97,2.37,2.67,1.89,1.73,1.69,1.54,1.47,1.57,1.46,1.11,1.16,1.05,1.15,1.12,1.03,0.98,1.04,0.93,0.98,0.83,0.85,0.83,0.67,0.77,0.73,0.72,0.68,0.63,0.71,0.67,0.66,0.57,0.61,0.63,0.6,0.58,0.56,0.62,0.56,0.55,0.55,0.52,0.51,0.46,0.43,0.46,0.4,0.42,0.43,0.44,0.35,0.37,0.39,0.36,0.38,0.36,0.38,0.35,0.39,0.34,0.37,0.37,0.35,0.36,0.33,0.34,0.32,0.31,0.35,0.3,0.31,0.3,0.32,0.25,0.32,0.27,0.28,0.27,0.25,0.24,0.22,0.24,0.25,0.23,0.24,0.23,0.22,0.19,0.24,0.22,0.25,0.22,0.2,0.21,0.18,0.22,0.23,0.2,0.21,0.1,0.2,0.21,0.19,0.19,0.22,0.2,0.18,0.2,0.18,0.19,0.19,0.19,0.18,0.19,0.2,0.18,0.19,0.17,0.19,0.16,0.17,0.16,0.2,0.18,0.15,0.17,0.17,0.16,0.15,0.17,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.16,0.15,0.13,0.15,0.13,0.15,0.18,0.14,0.12,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.15,0.12,0.12,0.1,0.12,0.13,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.0,0.12,0.12,0.13,0.12,0.11,0.1,0.12,0.0,0.1,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.58
08/17/2021,10.07,3.92,3.98,2.4,2.64,1.89,1.71,1.7,1.54,1.47,1.58,1.46,1.11,1.17,1.04,1.14,1.12,1.04,0.99,1.05,0.93,0.98,0.83,0.85,0.83,0.67,0.78,0.73,0.73,0.67,0.64,0.71,0.67,0.66,0.57,0.61,0.63,0.6,0.57,0.55,0.64,0.56,0.55,0.55,0.51,0.51,0.46,0.43,0.47,0.4,0.43,0.43,0.44,0.36,0.36,0.39,0.36,0.37,0.36,0.37,0.35,0.4,0.34,0.37,0.37,0.35,0.36,0.32,0.34,0.31,0.31,0.35,0.3,0.31,0.3,0.32,0.25,0.32,0.27,0.28,0.27,0.25,0.24,0.23,0.24,0.25,0.23,0.23,0.23,0.22,0.19,0.24,0.22,0.25,0.22,0.2,0.21,0.18,0.21,0.23,0.2,0.21,0.11,0.2,0.21,0.19,0.19,0.22,0.2,0.18,0.2,0.18,0.19,0.18,0.19,0.17,0.19,0.2,0.19,0.19,0.18,0.19,0.16,0.17,0.16,0.21,0.18,0.15,0.17,0.17,0.15,0.15,0.17,0.15,0.14,0.15,0.13,0.15,0.14,0.13,0.16,0.15,0.13,0.15,0.13,0.15,0.18,0.14,0.11,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.15,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.0,0.1,0.13,0.11,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.58
08/18/2021,10.07,3.92,3.98,2.4,2.64,1.89,1.71,1.7,1.54,1.47,1.58,1.46,1.11,1.17,1.04,1.14,1.12,1.04,0.99,1.05,0.93,0.98,0.83,0.85,0.83,0.67,0.78,0.73,0.73,0.67,0.64,0.71,0.67,0.66,0.57,0.61,0.63,0.6,0.57,0.55,0.64,0.56,0.55,0.55,0.51,0.51,0.46,0.43,0.47,0.4,0.43,0.43,0.44,0.36,0.36,0.39,0.36,0.37,0.36,0.37,0.35,0.4,0.34,0.37,0.37,0.35,0.36,0.32,0.34,0.31,0.31,0.35,0.3,0.31,0.3,0.32,0.25,0.32,0.27,0.28,0.27,0.25,0.24,0.23,0.24,0.25,0.23,0.23,0.23,0.22,0.19,0.24,0.22,0.25,0.22,0.2,0.21,0.18,0.21,0.23,0.2,0.21,0.11,0.2,0.21,0.19,0.19,0.22,0.2,0.18,0.2,0.18,0.19,0.18,0.19,0.17,0.19,0.2,0.19,0.19,0.18,0.19,0.16,0.17,0.16,0.21,0.18,0.15,0.17,0.17,0.15,0.15,0.17,0.15,0.14,0.15,0.13,0.15,0.14,0.13,0.16,0.15,0.13,0.15,0.13,0.15,0.18,0.14,0.11,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.15,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.0,0.1,0.13,0.11,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.58
08/19/2021,10.11,3.92,3.99,2.37,2.52,1.91,1.73,1.71,1.54,1.48,1.56,1.46,1.11,1.16,1.04,1.14,1.13,1.04,1.0,1.05,0.94,1.0,0.84,0.86,0.83,0.68,0.78,0.73,0.74,0.68,0.64,0.71,0.68,0.66,0.58,0.61,0.63,0.6,0.57,0.54,0.62,0.56,0.55,0.55,0.51,0.51,0.47,0.42,0.47,0.4,0.43,0.43,0.44,0.36,0.36,0.39,0.36,0.37,0.36,0.37,0.35,0.4,0.35,0.37,0.38,0.36,0.37,0.33,0.34,0.32,0.31,0.35,0.3,0.31,0.3,0.32,0.25,0.32,0.27,0.28,0.27,0.25,0.24,0.23,0.24,0.25,0.23,0.24,0.24,0.22,0.19,0.24,0.22,0.25,0.22,0.2,0.22,0.18,0.21,0.23,0.2,0.21,0.11,0.2,0.2,0.19,0.19,0.22,0.19,0.19,0.2,0.18,0.19,0.18,0.19,0.18,0.19,0.2,0.18,0.2,0.18,0.19,0.15,0.17,0.16,0.2,0.18,0.14,0.17,0.17,0.15,0.15,0.17,0.15,0.13,0.15,0.13,0.15,0.13,0.13,0.16,0.15,0.13,0.16,0.13,0.15,0.18,0.14,0.11,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.14,0.15,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.0,0.1,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.67
08/20/2021,10.15,3.91,3.97,2.33,2.47,1.92,1.67,1.72,1.56,1.46,1.54,1.47,1.12,1.16,1.03,1.14,1.13,1.05,1.02,1.05,0.96,1.01,0.83,0.87,0.84,0.69,0.79,0.73,0.75,0.64,0.65,0.71,0.67,0.66,0.57,0.61,0.62,0.62,0.56,0.54,0.63,0.56,0.55,0.54,0.51,0.52,0.47,0.42,0.48,0.4,0.44,0.44,0.44,0.36,0.36,0.38,0.36,0.37,0.36,0.37,0.36,0.4,0.36,0.38,0.38,0.36,0.37,0.32,0.35,0.32,0.31,0.35,0.3,0.31,0.3,0.32,0.26,0.32,0.27,0.28,0.28,0.26,0.25,0.23,0.25,0.25,0.24,0.23,0.24,0.23,0.18,0.24,0.22,0.25,0.22,0.2,0.22,0.18,0.21,0.24,0.2,0.2,0.14,0.2,0.2,0.2,0.19,0.22,0.19,0.19,0.2,0.17,0.19,0.18,0.19,0.17,0.19,0.2,0.19,0.2,0.18,0.19,0.15,0.17,0.16,0.2,0.18,0.14,0.17,0.17,0.15,0.14,0.17,0.15,0.13,0.15,0.13,0.15,0.14,0.13,0.15,0.15,0.13,0.16,0.12,0.15,0.17,0.14,0.11,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.12,0.14,0.12,0.14,0.16,0.12,0.12,0.0,0.12,0.13,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.0,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.09,0.0,0.12,0.11,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66
08/23/2021,10.34,3.92,3.97,2.38,2.51,1.91,1.69,1.74,1.54,1.46,1.53,1.48,1.11,1.2,1.04,1.18,1.13,1.07,1.01,1.02,0.97,1.01,0.83,0.86,0.83,0.68,0.79,0.73,0.75,0.72,0.63,0.72,0.67,0.65,0.58,0.6,0.6,0.62,0.54,0.53,0.61,0.55,0.56,0.52,0.5,0.51,0.48,0.41,0.48,0.4,0.44,0.44,0.44,0.35,0.35,0.38,0.35,0.37,0.37,0.36,0.36,0.41,0.35,0.38,0.38,0.35,0.33,0.32,0.36,0.32,0.31,0.35,0.29,0.31,0.3,0.32,0.26,0.33,0.27,0.28,0.28,0.25,0.25,0.22,0.24,0.26,0.24,0.24,0.25,0.23,0.18,0.24,0.22,0.25,0.21,0.2,0.22,0.18,0.2,0.24,0.2,0.2,0.13,0.2,0.2,0.2,0.19,0.21,0.19,0.18,0.21,0.17,0.19,0.17,0.2,0.17,0.2,0.2,0.19,0.2,0.18,0.18,0.14,0.17,0.16,0.2,0.18,0.14,0.16,0.16,0.15,0.14,0.18,0.15,0.13,0.15,0.14,0.15,0.14,0.12,0.15,0.15,0.13,0.16,0.12,0.15,0.17,0.14,0.1,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.12,0.14,0.12,0.15,0.16,0.12,0.12,0.09,0.12,0.13,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.0,0.12,0.11,0.12,0.12,0.11,0.1,0.11,0.09,0.0,0.12,0.11,0.0,0.11,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8
08/24/2021,10.5,3.93,3.98,2.48,2.51,1.89,1.71,1.72,1.51,1.46,1.53,1.49,1.11,1.2,1.02,1.18,1.12,1.05,1.01,1.03,0.96,1.02,0.82,0.86,0.82,0.67,0.79,0.72,0.75,0.73,0.62,0.72,0.67,0.65,0.56,0.6,0.61,0.62,0.54,0.53,0.61,0.54,0.57,0.5,0.5,0.51,0.47,0.41,0.48,0.39,0.43,0.44,0.44,0.35,0.34,0.38,0.34,0.37,0.36,0.36,0.36,0.4,0.35,0.38,0.38,0.35,0.34,0.32,0.36,0.32,0.31,0.35,0.28,0.3,0.3,0.32,0.26,0.33,0.28,0.28,0.27,0.25,0.24,0.22,0.24,0.25,0.24,0.24,0.25,0.23,0.18,0.24,0.22,0.25,0.21,0.2,0.22,0.18,0.2,0.24,0.2,0.2,0.14,0.2,0.2,0.19,0.18,0.21,0.19,0.18,0.21,0.17,0.19,0.17,0.19,0.17,0.2,0.2,0.19,0.2,0.18,0.18,0.14,0.16,0.16,0.2,0.18,0.14,0.16,0.16,0.15,0.14,0.17,0.15,0.14,0.15,0.13,0.15,0.13,0.12,0.15,0.15,0.13,0.16,0.12,0.15,0.17,0.14,0.1,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.13,0.14,0.12,0.15,0.16,0.12,0.12,0.09,0.12,0.13,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.11,0.13,0.11,0.1,0.11,0.0,0.0,0.12,0.12,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.78
08/25/2021,10.5,3.93,3.98,2.48,2.51,1.89,1.71,1.72,1.51,1.46,1.53,1.49,1.11,1.2,1.02,1.18,1.12,1.05,1.01,1.03,0.96,1.02,0.82,0.86,0.82,0.67,0.79,0.72,0.75,0.73,0.62,0.72,0.67,0.65,0.56,0.6,0.61,0.62,0.54,0.53,0.61,0.54,0.57,0.5,0.5,0.51,0.47,0.41,0.48,0.39,0.43,0.44,0.44,0.35,0.34,0.38,0.34,0.37,0.36,0.36,0.36,0.4,0.35,0.38,0.38,0.35,0.34,0.32,0.36,0.32,0.31,0.35,0.28,0.3,0.3,0.32,0.26,0.33,0.28,0.28,0.27,0.25,0.24,0.22,0.24,0.25,0.24,0.24,0.25,0.23,0.18,0.24,0.22,0.25,0.21,0.2,0.22,0.18,0.2,0.24,0.2,0.2,0.14,0.2,0.2,0.19,0.18,0.21,0.19,0.18,0.21,0.17,0.19,0.17,0.19,0.17,0.2,0.2,0.19,0.2,0.18,0.18,0.14,0.16,0.16,0.2,0.18,0.14,0.16,0.16,0.15,0.14,0.17,0.15,0.14,0.15,0.13,0.15,0.13,0.12,0.15,0.15,0.13,0.16,0.12,0.15,0.17,0.14,0.1,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.13,0.14,0.12,0.15,0.16,0.12,0.12,0.09,0.12,0.13,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.11,0.13,0.11,0.1,0.11,0.0,0.0,0.12,0.12,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.78
08/26/2021,10.41,3.97,4.02,2.59,2.59,1.89,1.68,1.69,1.53,1.47,1.54,1.5,1.09,1.21,1.03,1.18,1.1,1.04,1.01,1.03,0.95,1.01,0.82,0.85,0.81,0.66,0.78,0.72,0.74,0.72,0.62,0.72,0.68,0.65,0.57,0.59,0.6,0.61,0.54,0.52,0.63,0.54,0.58,0.52,0.5,0.5,0.47,0.42,0.47,0.4,0.42,0.43,0.43,0.35,0.35,0.38,0.35,0.37,0.37,0.36,0.36,0.4,0.35,0.38,0.37,0.35,0.33,0.32,0.35,0.32,0.3,0.35,0.29,0.3,0.3,0.32,0.25,0.32,0.27,0.27,0.27,0.25,0.25,0.22,0.24,0.25,0.23,0.23,0.25,0.22,0.18,0.24,0.22,0.25,0.21,0.21,0.22,0.18,0.2,0.23,0.2,0.2,0.14,0.2,0.2,0.2,0.18,0.22,0.19,0.18,0.21,0.18,0.19,0.18,0.19,0.17,0.19,0.2,0.19,0.2,0.17,0.18,0.14,0.17,0.16,0.2,0.17,0.14,0.16,0.16,0.15,0.14,0.17,0.15,0.13,0.15,0.13,0.15,0.14,0.12,0.15,0.15,0.13,0.16,0.12,0.15,0.17,0.14,0.1,0.15,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.12,0.14,0.13,0.15,0.16,0.12,0.11,0.09,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.11,0.0,0.0,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.78
08/27/2021,10.33,4.0,4.05,2.57,2.59,1.89,1.67,1.68,1.53,1.48,1.54,1.5,1.08,1.2,1.04,1.19,1.09,1.02,1.01,1.03,0.94,1.0,0.82,0.85,0.81,0.66,0.78,0.71,0.73,0.71,0.62,0.72,0.68,0.65,0.57,0.59,0.6,0.6,0.55,0.53,0.62,0.54,0.58,0.52,0.51,0.5,0.46,0.44,0.46,0.4,0.42,0.43,0.42,0.35,0.36,0.38,0.34,0.36,0.37,0.36,0.35,0.4,0.34,0.38,0.37,0.35,0.33,0.31,0.35,0.31,0.3,0.36,0.28,0.3,0.29,0.32,0.25,0.32,0.27,0.27,0.27,0.25,0.25,0.22,0.24,0.26,0.23,0.24,0.25,0.22,0.19,0.24,0.22,0.25,0.21,0.21,0.22,0.18,0.2,0.24,0.2,0.21,0.14,0.2,0.2,0.2,0.18,0.22,0.19,0.18,0.21,0.18,0.19,0.18,0.19,0.17,0.19,0.2,0.18,0.2,0.17,0.18,0.15,0.17,0.17,0.2,0.17,0.14,0.16,0.16,0.15,0.14,0.17,0.15,0.13,0.15,0.13,0.15,0.14,0.13,0.15,0.15,0.13,0.16,0.12,0.15,0.18,0.14,0.11,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.15,0.16,0.12,0.11,0.0,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.09,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.72
08/30/2021,10.25,4.01,4.07,2.61,2.57,1.87,1.65,1.68,1.5,1.46,1.53,1.49,1.08,1.24,1.03,1.19,1.09,1.02,1.02,1.01,0.93,1.01,0.83,0.84,0.81,0.66,0.78,0.71,0.72,0.72,0.61,0.72,0.68,0.64,0.58,0.59,0.6,0.6,0.55,0.54,0.62,0.54,0.59,0.54,0.51,0.5,0.46,0.45,0.46,0.4,0.41,0.43,0.42,0.35,0.36,0.39,0.34,0.36,0.37,0.37,0.35,0.4,0.34,0.38,0.37,0.35,0.33,0.31,0.35,0.32,0.3,0.33,0.28,0.3,0.43,0.32,0.25,0.33,0.27,0.28,0.27,0.25,0.25,0.22,0.24,0.26,0.24,0.24,0.25,0.22,0.19,0.24,0.23,0.25,0.21,0.21,0.21,0.18,0.2,0.24,0.2,0.21,0.14,0.2,0.2,0.19,0.18,0.22,0.2,0.19,0.21,0.18,0.19,0.18,0.19,0.17,0.2,0.2,0.18,0.2,0.17,0.18,0.15,0.17,0.17,0.21,0.18,0.14,0.16,0.16,0.15,0.14,0.17,0.15,0.13,0.15,0.13,0.15,0.15,0.13,0.15,0.15,0.13,0.16,0.12,0.15,0.17,0.14,0.11,0.15,0.16,0.14,0.16,0.15,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.15,0.16,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.89
