,2319.HK,600519 C1,291.HK,000858 C2,6186.HK,168 HK,6969.HK,1044.HK,322.HK,603288 C1,600809 C1,151.HK,000568 C2,002304 C2,1579.HK,002714 C2,600887 C1,600438 C1,220.HK,200596 CH,3799.HK,6808.HK,002311 C2,9633.HK,3331.HK,300498 C2,000895 C2,600132 C1,000596 C2,RLX,000876 C2,600600 C1,600779 C1,603369 C1,601933 C1,300999 C2,002385 C2,603517 C1,300146 C2,600298 C1,603589 C1,000799 C2,600315 C1,603939 C1,002157 C2,600872 C1,603605 C1,002511 C2,000860 C2,002507 C2,600598 C1,002568 C2,002299 C2,603866 C1,000998 C2,000729 C2,603883 C1,603345 C1,603233 C1,002557 C2,603027 C1,600827 C1,CASH,002727 C2,n/a,MVRXX,600519.SS,000858.SZ,168.HK,603288.SS,600809.SS,002304.SZ,000568.SZ,002714.SZ,600438.SS,600887.SS,200596.SZ,002311.SZ,300498.SZ,000895.SZ,600132.SS,000596.SZ,000876.SZ,002385.SZ,600600.SS,300999.SZ,601933.SS,603369.SS,600779.SS,300146.SZ,603517.SS,600298.SS,603939.SS,600315.SS,603589.SS,000799.SZ,600872.SS,603605.SS,002157.SZ,600598.SS,000998.SZ,002507.SZ,000860.SZ,002511.SZ,002568.SZ,603866.SS,002299.SZ,000729.SZ,603883.SS,603233.SS,002557.SZ,603345.SS,603027.SS,600827.SS,002727.SZ,SUM
07/23/2021,10.92,9.18,9.21,7.27,5.08,3.9,4.2,3.12,3.06,3.12,3.32,2.71,2.45,2.39,2.44,2.04,1.67,1.49,1.27,1.3,1.13,1.2,1.01,1.2,0.77,0.8,0.81,0.87,0.74,0.52,0.59,0.64,0.66,0.64,0.51,0.56,0.49,0.44,0.46,0.39,0.37,0.35,0.31,0.32,0.28,0.27,0.29,0.24,0.26,0.24,0.24,0.25,0.2,0.21,0.22,0.18,0.19,0.16,0.16,0.16,0.13,0.11,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/26/2021,11.14,9.11,8.9,7.31,5.19,3.79,4.27,3.17,3.05,3.05,3.25,2.74,2.38,2.36,2.46,2.0,1.7,1.69,1.26,1.32,1.15,1.17,1.0,1.17,0.8,0.81,0.8,0.9,0.77,0.49,0.59,0.63,0.67,0.63,0.51,0.54,0.49,0.43,0.46,0.4,0.38,0.36,0.32,0.32,0.29,0.27,0.29,0.24,0.25,0.25,0.24,0.25,0.2,0.21,0.22,0.18,0.18,0.16,0.15,0.16,0.13,0.11,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/27/2021,11.14,9.11,8.9,7.31,5.19,3.79,4.27,3.17,3.05,3.05,3.25,2.74,2.38,2.36,2.46,2.0,1.7,1.69,1.26,1.32,1.15,1.17,1.0,1.17,0.8,0.81,0.8,0.9,0.77,0.49,0.59,0.63,0.67,0.63,0.51,0.54,0.49,0.43,0.46,0.4,0.38,0.36,0.32,0.32,0.29,0.27,0.29,0.24,0.25,0.25,0.24,0.25,0.2,0.21,0.22,0.18,0.18,0.16,0.15,0.16,0.13,0.11,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/29/2021,11.55,9.06,9.01,6.96,5.08,3.77,3.85,3.35,3.16,3.17,3.1,2.89,2.34,2.29,2.3,1.94,1.72,1.75,1.26,1.34,1.23,1.2,1.02,1.21,0.88,0.88,0.82,0.83,0.78,0.41,0.61,0.63,0.61,0.58,0.51,0.55,0.54,0.44,0.47,0.4,0.34,0.34,0.36,0.34,0.3,0.31,0.29,0.24,0.25,0.25,0.27,0.24,0.2,0.22,0.25,0.19,0.19,0.16,0.16,0.16,0.13,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/30/2021,11.79,8.99,9.29,6.74,4.47,3.76,3.58,3.44,3.24,3.22,3.25,2.97,2.33,2.32,2.18,1.89,1.7,1.79,1.32,1.4,1.24,1.21,1.11,1.27,0.88,0.9,0.82,0.79,0.79,0.42,0.6,0.64,0.58,0.58,0.53,0.55,0.55,0.44,0.48,0.4,0.35,0.35,0.36,0.33,0.3,0.3,0.3,0.24,0.25,0.25,0.28,0.23,0.21,0.22,0.26,0.19,0.2,0.16,0.16,0.16,0.13,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/02/2021,11.67,9.06,9.17,6.76,4.98,3.73,3.76,3.36,3.18,3.22,3.14,2.94,2.24,2.21,2.44,1.81,1.75,1.84,1.36,1.38,1.23,1.26,0.98,1.21,0.91,0.86,0.8,0.84,0.78,0.42,0.58,0.62,0.56,0.54,0.53,0.55,0.57,0.44,0.47,0.39,0.34,0.34,0.35,0.35,0.28,0.29,0.28,0.24,0.24,0.24,0.28,0.25,0.2,0.21,0.26,0.19,0.19,0.17,0.17,0.16,0.13,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/03/2021,11.67,9.06,9.17,6.76,4.98,3.73,3.76,3.36,3.18,3.22,3.14,2.94,2.24,2.21,2.44,1.81,1.75,1.84,1.36,1.38,1.23,1.26,0.98,1.21,0.91,0.86,0.8,0.84,0.78,0.42,0.58,0.62,0.56,0.54,0.53,0.55,0.57,0.44,0.47,0.39,0.34,0.34,0.35,0.35,0.28,0.29,0.28,0.24,0.24,0.24,0.28,0.25,0.2,0.21,0.26,0.19,0.19,0.17,0.17,0.16,0.13,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,12.03,8.93,8.89,6.53,5.08,3.59,3.72,3.45,3.23,3.31,2.93,2.98,2.13,2.17,2.5,1.89,1.83,1.87,1.4,1.42,1.24,1.24,0.99,1.22,0.96,0.9,0.82,0.78,0.75,0.42,0.62,0.58,0.51,0.52,0.55,0.55,0.62,0.43,0.47,0.4,0.33,0.32,0.35,0.35,0.29,0.31,0.3,0.24,0.25,0.26,0.28,0.23,0.21,0.22,0.28,0.19,0.18,0.16,0.17,0.17,0.14,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,11.93,8.99,8.59,6.67,5.02,3.48,3.82,3.41,3.27,3.28,3.07,2.92,2.16,2.21,2.61,1.93,1.81,1.91,1.46,1.37,1.21,1.27,0.96,1.19,0.97,0.91,0.81,0.79,0.74,0.43,0.62,0.58,0.5,0.53,0.54,0.57,0.63,0.43,0.47,0.4,0.33,0.34,0.35,0.34,0.29,0.31,0.3,0.24,0.24,0.24,0.28,0.24,0.2,0.22,0.27,0.19,0.18,0.17,0.17,0.17,0.14,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/06/2021,12.19,8.82,8.74,6.73,5.06,3.53,3.82,3.34,3.24,3.26,3.05,2.86,2.21,2.19,2.66,1.86,1.85,1.87,1.38,1.35,1.19,1.23,1.01,1.18,0.92,0.91,0.82,0.79,0.74,0.45,0.61,0.59,0.48,0.51,0.53,0.56,0.62,0.44,0.47,0.39,0.32,0.33,0.35,0.35,0.29,0.3,0.31,0.24,0.24,0.24,0.28,0.25,0.2,0.23,0.27,0.18,0.19,0.17,0.17,0.17,0.14,0.11,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/10/2021,12.35,8.72,8.75,6.48,4.82,3.54,4.1,3.34,3.19,3.27,3.06,2.88,2.12,2.21,2.53,1.8,1.86,2.14,1.38,1.35,1.16,1.24,1.03,1.23,0.91,0.91,0.82,0.83,0.71,0.44,0.61,0.58,0.5,0.51,0.53,0.57,0.66,0.44,0.48,0.41,0.31,0.33,0.34,0.33,0.28,0.3,0.33,0.24,0.24,0.23,0.29,0.25,0.2,0.24,0.3,0.18,0.19,0.18,0.16,0.17,0.14,0.11,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/11/2021,12.48,8.64,8.78,6.49,4.66,3.56,4.29,3.28,3.15,3.22,3.08,2.88,2.16,2.2,2.55,1.83,1.89,2.13,1.38,1.31,1.21,1.24,1.03,1.23,0.92,0.91,0.81,0.81,0.71,0.42,0.62,0.57,0.5,0.51,0.53,0.56,0.66,0.43,0.49,0.4,0.31,0.34,0.34,0.31,0.28,0.28,0.32,0.24,0.24,0.23,0.28,0.25,0.21,0.24,0.32,0.18,0.18,0.16,0.16,0.17,0.14,0.11,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/12/2021,12.06,8.61,9.09,6.5,4.31,3.65,4.21,3.24,3.19,3.34,3.04,2.87,2.14,2.18,2.56,1.98,1.89,2.05,1.38,1.28,1.23,1.2,1.07,1.22,0.9,0.94,0.86,0.85,0.7,0.42,0.65,0.59,0.5,0.51,0.54,0.58,0.65,0.45,0.5,0.4,0.31,0.34,0.35,0.34,0.29,0.3,0.32,0.25,0.25,0.24,0.28,0.27,0.21,0.26,0.31,0.18,0.18,0.18,0.17,0.19,0.14,0.11,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/13/2021,11.71,8.81,9.16,6.77,4.37,3.65,4.51,3.14,3.12,3.26,3.14,2.82,2.23,2.18,2.58,1.98,1.83,1.96,1.33,1.28,1.18,1.19,1.03,1.18,0.87,0.91,0.83,0.87,0.74,0.41,0.62,0.59,0.53,0.52,0.54,0.58,0.62,0.44,0.49,0.39,0.32,0.35,0.33,0.35,0.28,0.31,0.3,0.26,0.25,0.23,0.27,0.27,0.2,0.25,0.3,0.18,0.19,0.18,0.18,0.19,0.14,0.1,0.0,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/16/2021,11.78,8.55,8.94,6.69,4.55,3.68,4.75,3.27,3.09,3.19,3.13,2.86,2.2,2.18,2.46,2.02,1.83,1.96,1.25,1.3,1.17,1.2,1.04,1.18,0.9,0.92,0.83,0.85,0.76,0.46,0.63,0.59,0.58,0.53,0.54,0.56,0.64,0.43,0.49,0.39,0.32,0.36,0.34,0.36,0.28,0.29,0.31,0.26,0.24,0.23,0.27,0.27,0.21,0.24,0.31,0.18,0.19,0.17,0.18,0.18,0.14,0.11,0.0,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/18/2021,11.76,8.59,8.82,6.76,4.54,3.7,4.78,3.28,3.07,3.18,3.14,2.87,2.23,2.18,2.47,1.99,1.84,1.89,1.27,1.3,1.17,1.16,1.03,1.17,0.89,0.91,0.82,0.83,0.78,0.46,0.63,0.59,0.59,0.54,0.54,0.56,0.65,0.43,0.49,0.39,0.32,0.36,0.34,0.36,0.28,0.29,0.31,0.27,0.24,0.23,0.27,0.26,0.21,0.23,0.32,0.18,0.19,0.17,0.19,0.18,0.14,0.1,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
