,2319.HK,600519 C1,291.HK,000858 C2,6186.HK,168 HK,6969.HK,1044.HK,322.HK,603288 C1,600809 C1,151.HK,000568 C2,002304 C2,1579.HK,002714 C2,600887 C1,600438 C1,220.HK,200596 CH,3799.HK,6808.HK,002311 C2,9633.HK,3331.HK,300498 C2,000895 C2,600132 C1,000596 C2,RLX,000876 C2,600600 C1,600779 C1,603369 C1,601933 C1,300999 C2,002385 C2,603517 C1,300146 C2,600298 C1,603589 C1,000799 C2,600315 C1,603939 C1,002157 C2,600872 C1,603605 C1,002511 C2,000860 C2,002507 C2,600598 C1,002568 C2,002299 C2,603866 C1,000998 C2,000729 C2,603883 C1,603345 C1,603233 C1,002557 C2,603027 C1,600827 C1,CASH,002727 C2,n/a,MVRXX,600519.SS,000858.SZ,168.HK,603288.SS,600809.SS,002304.SZ,000568.SZ,002714.SZ,600438.SS,600887.SS,200596.SZ,002311.SZ,300498.SZ,000895.SZ,600132.SS,000596.SZ,000876.SZ,002385.SZ,600600.SS,300999.SZ,601933.SS,603369.SS,600779.SS,300146.SZ,603517.SS,600298.SS,603939.SS,600315.SS,603589.SS,000799.SZ,600872.SS,603605.SS,002157.SZ,600598.SS,000998.SZ,002507.SZ,000860.SZ,002511.SZ,002568.SZ,603866.SS,002299.SZ,000729.SZ,603883.SS,603233.SS,002557.SZ,603345.SS,603027.SS,600827.SS,002727.SZ,SUM
09/29/2021,10.37,9.59,8.35,5.68,4.34,3.47,5.62,3.04,3.17,2.9,3.23,3.09,2.32,2.16,2.25,2.02,2.04,2.06,1.29,1.31,1.24,0.91,0.94,1.21,0.96,0.98,0.84,0.65,0.89,1.87,0.77,0.57,0.61,0.56,0.53,0.57,0.57,0.38,0.47,0.38,0.3,0.41,0.32,0.37,0.28,0.27,0.32,0.21,0.26,0.25,0.29,0.23,0.21,0.24,0.3,0.2,0.19,0.2,0.19,0.21,0.11,0.11,0.0,0.1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/30/2021,10.19,10.15,8.13,6.04,4.16,3.4,5.52,2.98,3.1,2.97,3.16,3.03,2.46,2.2,2.17,2.1,1.98,1.96,1.26,1.32,1.25,0.85,0.97,1.22,0.94,0.99,0.85,0.67,0.94,1.83,0.76,0.58,0.63,0.57,0.52,0.58,0.56,0.39,0.47,0.37,0.31,0.4,0.31,0.38,0.28,0.26,0.32,0.21,0.28,0.26,0.28,0.24,0.23,0.24,0.28,0.2,0.19,0.19,0.18,0.2,0.12,0.11,0.0,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/01/2021,12.03,0.0,8.89,0.0,5.08,0.0,3.72,3.45,3.23,0.0,0.0,2.98,0.0,0.0,2.5,0.0,0.0,0.0,1.4,0.0,1.24,1.24,0.0,1.22,0.96,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,6.53,3.59,3.31,2.93,2.17,2.13,1.89,1.87,1.83,1.42,0.99,0.9,0.82,0.78,0.75,0.62,0.62,0.58,0.55,0.55,0.52,0.51,0.47,0.43,0.4,0.35,0.35,0.33,0.32,0.31,0.3,0.29,0.28,0.28,0.26,0.25,0.24,0.23,0.22,0.21,0.19,0.18,0.17,0.17,0.16,0.14,0.11,0.11,99.90000000000002
10/04/2021,10.09,9.95,8.04,5.97,4.28,3.37,5.7,2.96,3.12,3.04,3.04,3.12,2.64,2.1,2.21,2.21,1.99,1.98,1.27,1.3,1.32,0.88,1.01,1.25,0.96,0.99,0.83,0.63,0.93,1.79,0.77,0.56,0.62,0.55,0.51,0.55,0.56,0.38,0.47,0.41,0.29,0.38,0.3,0.37,0.28,0.26,0.3,0.2,0.27,0.25,0.28,0.25,0.23,0.23,0.29,0.19,0.18,0.2,0.18,0.2,0.11,0.1,0.0,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/05/2021,10.09,9.95,8.04,5.97,4.28,3.37,5.7,2.96,3.12,3.04,3.04,3.12,2.64,2.1,2.21,2.21,1.99,1.98,1.27,1.3,1.32,0.88,1.01,1.25,0.96,0.99,0.83,0.63,0.93,1.79,0.77,0.56,0.62,0.55,0.51,0.55,0.56,0.38,0.47,0.41,0.29,0.38,0.3,0.37,0.28,0.26,0.3,0.2,0.27,0.25,0.28,0.25,0.23,0.23,0.29,0.19,0.18,0.2,0.18,0.2,0.11,0.1,0.0,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/06/2021,10.07,9.96,8.03,5.97,4.27,3.37,5.69,2.96,3.11,3.04,3.05,3.11,2.65,2.11,2.21,2.21,1.99,1.98,1.27,1.3,1.32,0.88,1.01,1.25,0.96,0.99,0.83,0.63,0.93,1.82,0.77,0.56,0.62,0.55,0.51,0.55,0.56,0.38,0.47,0.41,0.29,0.38,0.3,0.37,0.28,0.26,0.3,0.2,0.27,0.25,0.28,0.25,0.23,0.23,0.29,0.19,0.18,0.2,0.18,0.2,0.11,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/07/2021,9.86,10.06,8.18,6.03,4.19,3.46,5.59,2.94,3.11,3.07,3.08,3.07,2.67,2.13,2.01,2.24,2.02,2.0,1.27,1.31,1.36,0.84,1.02,1.24,1.0,1.0,0.84,0.64,0.94,1.68,0.78,0.57,0.63,0.56,0.51,0.55,0.57,0.39,0.47,0.41,0.29,0.38,0.31,0.37,0.28,0.26,0.3,0.21,0.27,0.26,0.28,0.26,0.23,0.23,0.29,0.19,0.19,0.2,0.18,0.2,0.11,0.11,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/08/2021,9.84,10.02,8.13,6.01,4.27,3.46,5.65,2.97,3.16,3.06,3.07,3.11,2.66,2.12,2.01,2.23,2.01,1.99,1.26,1.31,1.29,0.9,1.02,1.26,1.02,1.0,0.83,0.63,0.94,1.71,0.78,0.56,0.62,0.56,0.51,0.55,0.57,0.39,0.47,0.41,0.29,0.38,0.31,0.37,0.28,0.26,0.3,0.21,0.27,0.26,0.28,0.25,0.23,0.23,0.29,0.19,0.19,0.2,0.18,0.2,0.11,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
10/11/2021,9.7,10.02,7.92,6.01,4.4,3.43,5.61,3.02,3.2,3.06,3.07,3.07,2.66,2.12,2.06,2.23,2.01,1.99,1.25,1.31,1.29,0.95,1.02,1.24,1.0,1.0,0.83,0.63,0.94,1.9,0.78,0.56,0.62,0.56,0.51,0.55,0.57,0.39,0.47,0.41,0.29,0.38,0.31,0.37,0.28,0.26,0.3,0.21,0.27,0.26,0.28,0.25,0.23,0.23,0.29,0.19,0.19,0.2,0.18,0.2,0.11,0.1,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/12/2021,9.7,10.02,7.92,6.01,4.4,3.43,5.61,3.02,3.2,3.06,3.07,3.07,2.66,2.12,2.06,2.23,2.01,1.99,1.25,1.31,1.29,0.95,1.02,1.24,1.0,1.0,0.83,0.63,0.94,1.9,0.78,0.56,0.62,0.56,0.51,0.55,0.57,0.39,0.47,0.41,0.29,0.38,0.31,0.37,0.28,0.26,0.3,0.21,0.27,0.26,0.28,0.25,0.23,0.23,0.29,0.19,0.19,0.2,0.18,0.2,0.11,0.1,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/13/2021,9.5,9.96,7.98,6.18,4.19,3.44,5.24,3.06,3.18,3.08,3.12,3.06,2.68,2.25,2.09,2.32,2.09,1.95,1.24,1.3,1.26,0.99,1.0,1.21,0.97,1.05,0.85,0.65,0.95,1.92,0.78,0.58,0.63,0.57,0.53,0.57,0.6,0.4,0.39,0.4,0.3,0.39,0.31,0.36,0.29,0.27,0.3,0.21,0.28,0.26,0.29,0.24,0.23,0.23,0.32,0.19,0.2,0.2,0.18,0.2,0.11,0.1,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/14/2021,9.47,10.09,8.03,6.16,4.27,3.34,5.41,3.07,3.13,3.02,3.05,3.05,2.66,2.27,2.12,2.34,2.07,1.99,1.21,1.3,1.25,0.97,0.98,1.2,0.96,1.03,0.83,0.64,0.96,1.92,0.79,0.57,0.62,0.58,0.53,0.55,0.6,0.41,0.38,0.39,0.3,0.38,0.31,0.38,0.3,0.26,0.3,0.22,0.28,0.26,0.29,0.22,0.24,0.22,0.33,0.19,0.2,0.18,0.19,0.2,0.11,0.1,0.0,0.11,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/15/2021,9.24,10.14,8.15,6.22,4.2,3.37,5.29,3.09,3.1,3.14,3.07,3.04,2.68,2.3,2.23,2.29,2.04,2.04,1.21,1.31,1.27,0.97,0.98,1.19,0.97,1.04,0.83,0.64,0.95,1.83,0.74,0.57,0.65,0.58,0.53,0.56,0.61,0.4,0.38,0.39,0.31,0.37,0.31,0.38,0.29,0.27,0.31,0.22,0.28,0.26,0.29,0.22,0.24,0.22,0.33,0.19,0.2,0.17,0.2,0.2,0.12,0.1,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,9.13,10.25,8.06,6.44,4.15,3.33,5.23,3.06,3.06,3.06,3.24,3.01,2.81,2.32,2.2,2.23,2.03,2.08,1.19,1.29,1.26,0.96,0.97,1.17,0.95,1.0,0.82,0.67,0.93,1.98,0.72,0.58,0.68,0.57,0.53,0.56,0.61,0.4,0.38,0.41,0.32,0.38,0.3,0.37,0.28,0.27,0.3,0.22,0.27,0.26,0.28,0.22,0.22,0.21,0.31,0.19,0.2,0.17,0.19,0.2,0.12,0.1,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/19/2021,9.13,10.25,8.06,6.44,4.15,3.33,5.23,3.06,3.06,3.06,3.24,3.01,2.81,2.32,2.2,2.23,2.03,2.08,1.19,1.29,1.26,0.96,0.97,1.17,0.95,1.0,0.82,0.67,0.93,1.98,0.72,0.58,0.68,0.57,0.53,0.56,0.61,0.4,0.38,0.41,0.32,0.38,0.3,0.37,0.28,0.27,0.3,0.22,0.27,0.26,0.28,0.22,0.22,0.21,0.31,0.19,0.2,0.17,0.19,0.2,0.12,0.1,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/21/2021,9.24,9.81,8.17,5.87,4.1,3.37,5.82,2.98,3.05,3.12,3.02,3.01,2.69,2.18,2.41,2.39,2.04,2.17,1.23,1.29,1.23,1.14,0.98,1.18,1.01,1.04,0.79,0.64,0.88,2.35,0.72,0.56,0.63,0.53,0.52,0.5,0.62,0.38,0.4,0.4,0.31,0.35,0.31,0.36,0.28,0.26,0.32,0.21,0.25,0.25,0.28,0.22,0.23,0.21,0.31,0.19,0.2,0.17,0.19,0.19,0.12,0.1,0.0,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
10/22/2021,9.23,9.67,8.09,5.85,4.34,3.3,6.15,2.93,3.07,3.14,3.13,2.98,2.71,2.2,2.27,2.49,1.99,2.06,1.17,1.26,1.18,1.06,0.99,1.15,0.98,1.1,0.86,0.61,0.91,2.31,0.76,0.55,0.62,0.52,0.51,0.48,0.63,0.38,0.39,0.39,0.31,0.35,0.3,0.36,0.3,0.27,0.32,0.21,0.26,0.25,0.28,0.22,0.23,0.22,0.3,0.18,0.2,0.17,0.18,0.19,0.11,0.1,0.0,0.11,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000001
