,ROKU,LBRDK,CABO,MSI,CHTR,COMM,LITE,CIEN,DISH,ANET,ATUS,T,CMCSA,TMUS,CSCO,UI,VZ,VSAT,JNPR,LUMN,SHLS,ENPH,FSLR,PLUG,CLR,OXY,XEC,COG,AA,FANG,OKE,TPL,EOG,MRO,SCCO,PXD,COP,AM,LNG,FAST,RGLD,EQT,DVN,KMI,ALB,FCX,HES,XOM,CE,HUN,IFF,GRA,NEU,WMB,HXL,HAL,NEM,PSX,IP,CHPT,CF,MOS,TRGP,CVX,ECL,APA,MPC,CC,CLF,TKR,AVY,SLB,STLD,SMG,LYB,VLO,NUE,ASH,OLN,DOW,VVV,EMN,ESI,RS,BKR,APD,HFC,X,WLK,UNVR,RUN,NOV,NFE,NRG,BEPC,FMC,RSG,PCG,WM,CLH,VST,AEP,NEE,EIX,CMS,SRCL,FE,AES,PNW,AWK,XEL,WEC,D,CNP,UGI,OGE,PPL,PEG,ES,NFG,EXC,DUK,WTRG,HE,SO,LNT,AGR,ATO,AEE,IDA,NI,ED,EVRG,ETR,SRE,SEB,KMB,CLX,HLF,PG,CTVA,DAR,SPB,HSY,DTE,PPC,KDP,REYN,PEP,LW,MKC,INGR,CHD,MCK,STZ,ACI,USFD,CPB,MO,BF.B,SYY,FLO,CL,HRL,BG,FRPT,TSN,K,PM,CAG,MDLZ,POST,KO,GIS,MNST,ABC,GO,BYND,CVS,SJM,SAM,ADM,CASY,KHC,KR,HAIN,TAP,WBA,RYN,Z,EXR,WELL,CONE,LSI,COR,AIRC,CUBE,INVH,PSA,AMH,MAA,WY,AVB,CPT,UDR,ESS,ELS,EQR,SUI,ARE,PEAK,JLL,CBRE,KIM,MRNA,SBAC,PLD,LAMR,OPEN,UPST,AMT,DTM,VTR,PK,EQIX,HTA,HST,SPG,EPR,BRX,JBGS,KRC,AGPXX,VNO,SLG,FRT,REG,CUZ,BXP,CTRA,CSGP,DRE,FR,REXR,VER,ACC,O,DEI,FLNC,SLVM,OLPX,IRM,CCI,DLR,MPW,CHV.,NRA.,AWC.,PEO.,4I1.,PEP.,8CW.,HHC,OHI,SUM
09/15/2021,0.42,0.51,0.5,0.52,0.52,0.32,0.48,0.43,0.47,0.43,0.36,0.43,0.47,0.4,0.49,0.47,0.43,0.45,0.45,0.38,0.24,0.25,0.32,0.2,0.28,0.22,0.28,0.29,0.36,0.22,0.24,0.21,0.21,0.22,0.26,0.24,0.24,0.25,0.26,0.26,0.24,0.24,0.26,0.22,0.36,0.25,0.2,0.22,0.25,0.26,0.25,0.25,0.26,0.23,0.22,0.22,0.22,0.19,0.24,0.16,0.22,0.26,0.24,0.23,0.26,0.22,0.24,0.22,0.27,0.22,0.26,0.21,0.27,0.2,0.22,0.2,0.29,0.26,0.26,0.23,0.23,0.23,0.22,0.24,0.25,0.22,0.22,0.27,0.23,0.22,0.18,0.21,0.17,0.24,0.23,0.2,0.24,0.19,0.23,0.24,0.21,0.22,0.24,0.22,0.23,0.21,0.21,0.19,0.19,0.24,0.21,0.22,0.21,0.22,0.2,0.21,0.22,0.21,0.23,0.21,0.23,0.21,0.21,0.2,0.22,0.22,0.21,0.2,0.22,0.22,0.2,0.21,0.22,0.22,0.2,0.18,0.18,0.17,0.18,0.19,0.17,0.19,0.2,0.18,0.19,0.23,0.18,0.16,0.18,0.0,0.17,0.16,0.17,0.19,0.16,0.27,0.15,0.16,0.19,0.17,0.18,0.17,0.16,0.15,0.17,0.14,0.18,0.17,0.18,0.16,0.17,0.17,0.18,0.17,0.18,0.18,0.0,0.0,0.17,0.16,0.0,0.17,0.17,0.15,0.19,0.16,0.14,0.16,0.0,0.0,0.15,0.0,0.14,0.15,0.14,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.15,0.14,0.24,0.17,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.41
09/16/2021,0.41,0.52,0.5,0.52,0.52,0.32,0.49,0.43,0.48,0.44,0.37,0.43,0.47,0.4,0.49,0.46,0.44,0.46,0.46,0.4,0.26,0.25,0.34,0.2,0.29,0.24,0.29,0.3,0.36,0.22,0.25,0.21,0.22,0.23,0.25,0.25,0.24,0.25,0.26,0.26,0.24,0.24,0.26,0.22,0.34,0.24,0.21,0.22,0.25,0.26,0.25,0.25,0.26,0.23,0.23,0.23,0.22,0.19,0.24,0.17,0.23,0.26,0.25,0.23,0.26,0.24,0.24,0.23,0.26,0.22,0.26,0.22,0.26,0.2,0.22,0.21,0.28,0.26,0.26,0.23,0.23,0.23,0.22,0.24,0.25,0.22,0.23,0.26,0.23,0.22,0.19,0.21,0.17,0.24,0.22,0.2,0.24,0.2,0.23,0.24,0.22,0.22,0.24,0.22,0.22,0.21,0.21,0.19,0.19,0.24,0.21,0.21,0.21,0.22,0.2,0.21,0.22,0.21,0.22,0.2,0.23,0.21,0.21,0.2,0.22,0.21,0.21,0.19,0.21,0.21,0.2,0.2,0.22,0.22,0.2,0.19,0.18,0.17,0.18,0.19,0.17,0.19,0.2,0.18,0.18,0.22,0.18,0.16,0.18,0.0,0.17,0.17,0.17,0.19,0.16,0.27,0.16,0.17,0.19,0.17,0.18,0.17,0.16,0.15,0.17,0.14,0.18,0.17,0.18,0.16,0.17,0.17,0.18,0.17,0.18,0.18,0.0,0.0,0.17,0.16,0.0,0.17,0.17,0.15,0.19,0.16,0.15,0.16,0.0,0.0,0.15,0.14,0.14,0.15,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.15,0.14,0.25,0.16,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.61000000000001
09/17/2021,0.41,0.5,0.48,0.52,0.5,0.32,0.48,0.42,0.46,0.44,0.36,0.43,0.44,0.4,0.5,0.46,0.44,0.45,0.46,0.4,0.27,0.25,0.34,0.21,0.29,0.24,0.29,0.3,0.35,0.22,0.25,0.21,0.22,0.23,0.25,0.25,0.24,0.25,0.26,0.26,0.24,0.24,0.26,0.22,0.35,0.24,0.2,0.22,0.25,0.25,0.24,0.25,0.26,0.23,0.23,0.22,0.22,0.19,0.24,0.17,0.23,0.26,0.25,0.23,0.26,0.23,0.24,0.22,0.26,0.22,0.26,0.22,0.26,0.19,0.23,0.21,0.27,0.26,0.26,0.23,0.24,0.22,0.22,0.23,0.26,0.22,0.23,0.25,0.23,0.22,0.18,0.21,0.17,0.24,0.23,0.2,0.24,0.2,0.24,0.23,0.21,0.22,0.24,0.22,0.23,0.2,0.21,0.19,0.19,0.24,0.21,0.21,0.21,0.21,0.2,0.21,0.22,0.22,0.22,0.2,0.23,0.21,0.21,0.2,0.22,0.22,0.21,0.19,0.22,0.22,0.2,0.21,0.22,0.23,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.2,0.2,0.18,0.19,0.23,0.18,0.16,0.18,0.0,0.17,0.17,0.17,0.19,0.17,0.27,0.16,0.17,0.18,0.17,0.17,0.17,0.16,0.15,0.17,0.15,0.18,0.17,0.18,0.16,0.17,0.17,0.18,0.17,0.18,0.18,0.0,0.0,0.17,0.16,0.0,0.17,0.17,0.15,0.19,0.16,0.15,0.16,0.0,0.0,0.14,0.0,0.14,0.15,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.15,0.14,0.25,0.16,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.45
09/20/2021,0.41,0.5,0.5,0.52,0.5,0.32,0.48,0.42,0.47,0.44,0.35,0.43,0.45,0.39,0.49,0.46,0.44,0.45,0.46,0.4,0.26,0.24,0.33,0.21,0.31,0.25,0.31,0.31,0.38,0.24,0.26,0.21,0.23,0.25,0.26,0.25,0.25,0.26,0.27,0.26,0.24,0.25,0.28,0.22,0.35,0.25,0.21,0.23,0.25,0.26,0.24,0.25,0.26,0.24,0.24,0.23,0.22,0.19,0.23,0.16,0.24,0.27,0.26,0.23,0.26,0.24,0.25,0.23,0.26,0.22,0.26,0.23,0.27,0.19,0.23,0.21,0.28,0.25,0.27,0.23,0.24,0.22,0.22,0.24,0.26,0.22,0.23,0.26,0.23,0.22,0.17,0.22,0.17,0.24,0.22,0.2,0.24,0.2,0.23,0.24,0.21,0.22,0.24,0.22,0.22,0.2,0.21,0.19,0.18,0.24,0.2,0.21,0.21,0.21,0.2,0.21,0.22,0.22,0.22,0.21,0.23,0.21,0.2,0.2,0.22,0.21,0.2,0.19,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.18,0.18,0.17,0.14,0.19,0.17,0.2,0.2,0.17,0.18,0.23,0.18,0.16,0.18,0.0,0.17,0.17,0.17,0.19,0.17,0.28,0.16,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.18,0.15,0.18,0.17,0.18,0.16,0.17,0.17,0.18,0.17,0.18,0.19,0.0,0.0,0.18,0.16,0.0,0.18,0.17,0.15,0.18,0.16,0.14,0.16,0.0,0.0,0.14,0.0,0.14,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.15,0.14,0.25,0.16,0.14,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66
09/21/2021,0.44,0.44,0.46,0.45,0.45,0.45,0.44,0.44,0.45,0.46,0.43,0.46,0.44,0.45,0.45,0.44,0.46,0.48,0.46,0.48,0.27,0.25,0.26,0.26,0.28,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.24,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.26,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.0,0.24,0.26,0.27,0.26,0.24,0.25,0.24,0.24,0.27,0.27,0.26,0.25,0.24,0.27,0.26,0.23,0.23,0.24,0.24,0.27,0.23,0.23,0.25,0.26,0.23,0.24,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.24,0.26,0.23,0.25,0.25,0.22,0.26,0.24,0.2,0.2,0.24,0.21,0.23,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.2,0.21,0.21,0.18,0.17,0.17,0.15,0.18,0.17,0.19,0.18,0.18,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.19,0.17,0.18,0.16,0.18,0.18,0.17,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.97
09/22/2021,0.44,0.44,0.46,0.45,0.45,0.45,0.44,0.44,0.45,0.46,0.43,0.46,0.44,0.45,0.45,0.44,0.46,0.48,0.46,0.48,0.27,0.25,0.26,0.26,0.28,0.27,0.26,0.26,0.26,0.27,0.26,0.26,0.27,0.26,0.24,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.26,0.25,0.23,0.24,0.26,0.25,0.24,0.25,0.22,0.0,0.24,0.26,0.27,0.26,0.24,0.25,0.24,0.24,0.27,0.27,0.26,0.25,0.24,0.27,0.26,0.23,0.23,0.24,0.24,0.27,0.23,0.23,0.25,0.26,0.23,0.24,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.24,0.26,0.23,0.25,0.25,0.22,0.26,0.24,0.2,0.2,0.24,0.21,0.23,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.21,0.21,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.2,0.21,0.21,0.18,0.17,0.17,0.15,0.18,0.17,0.19,0.18,0.18,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.18,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.19,0.17,0.18,0.16,0.18,0.18,0.17,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.97
09/23/2021,0.44,0.45,0.46,0.45,0.45,0.44,0.45,0.44,0.45,0.46,0.43,0.47,0.44,0.45,0.45,0.44,0.47,0.5,0.46,0.48,0.26,0.24,0.25,0.26,0.28,0.26,0.27,0.27,0.26,0.27,0.26,0.26,0.27,0.26,0.24,0.25,0.26,0.25,0.25,0.25,0.24,0.24,0.25,0.25,0.23,0.23,0.25,0.25,0.24,0.24,0.23,0.0,0.24,0.26,0.27,0.26,0.24,0.24,0.24,0.23,0.27,0.26,0.25,0.25,0.24,0.25,0.25,0.22,0.21,0.23,0.24,0.26,0.22,0.24,0.25,0.25,0.22,0.24,0.24,0.24,0.25,0.23,0.24,0.24,0.25,0.25,0.25,0.22,0.25,0.24,0.21,0.26,0.23,0.2,0.2,0.25,0.22,0.22,0.22,0.21,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.18,0.18,0.18,0.15,0.18,0.17,0.19,0.18,0.18,0.21,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.16,0.19,0.18,0.17,0.13,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.14,0.14,0.0,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.98
09/24/2021,0.44,0.45,0.45,0.45,0.45,0.43,0.44,0.43,0.44,0.46,0.44,0.46,0.44,0.45,0.44,0.45,0.47,0.5,0.46,0.48,0.26,0.24,0.24,0.26,0.28,0.26,0.26,0.26,0.24,0.27,0.26,0.26,0.27,0.25,0.24,0.25,0.27,0.25,0.25,0.25,0.24,0.23,0.25,0.25,0.23,0.22,0.25,0.25,0.24,0.24,0.22,0.0,0.24,0.26,0.27,0.26,0.24,0.24,0.24,0.24,0.27,0.26,0.26,0.25,0.24,0.25,0.26,0.22,0.22,0.23,0.24,0.26,0.22,0.24,0.25,0.25,0.22,0.24,0.24,0.23,0.25,0.23,0.24,0.24,0.25,0.24,0.25,0.21,0.25,0.26,0.21,0.25,0.23,0.2,0.2,0.24,0.22,0.23,0.22,0.22,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.2,0.21,0.21,0.2,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.18,0.18,0.18,0.15,0.18,0.17,0.19,0.18,0.18,0.21,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.19,0.18,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.21,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.16,0.19,0.18,0.17,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.24,0.0,0.14,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.86
09/27/2021,0.45,0.44,0.44,0.45,0.43,0.43,0.44,0.43,0.45,0.46,0.37,0.45,0.43,0.46,0.44,0.44,0.46,0.51,0.46,0.47,0.25,0.24,0.23,0.27,0.29,0.28,0.26,0.26,0.25,0.29,0.27,0.26,0.28,0.28,0.24,0.26,0.28,0.25,0.27,0.25,0.23,0.24,0.29,0.26,0.23,0.23,0.27,0.26,0.24,0.25,0.22,0.0,0.24,0.26,0.28,0.27,0.23,0.25,0.24,0.23,0.29,0.27,0.27,0.26,0.24,0.28,0.27,0.21,0.22,0.23,0.24,0.27,0.22,0.23,0.25,0.26,0.22,0.24,0.26,0.24,0.25,0.23,0.25,0.24,0.25,0.24,0.27,0.21,0.26,0.26,0.21,0.25,0.23,0.2,0.2,0.24,0.21,0.23,0.21,0.22,0.2,0.19,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.21,0.18,0.17,0.17,0.15,0.18,0.17,0.18,0.18,0.17,0.2,0.18,0.17,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.18,0.2,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.18,0.17,0.17,0.18,0.17,0.18,0.15,0.19,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.24,0.0,0.14,0.0,0.0,0.14,0.14,0.14,0.0,0.0,0.14,0.23,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.82
09/28/2021,0.44,0.44,0.43,0.45,0.43,0.43,0.45,0.43,0.45,0.46,0.35,0.45,0.43,0.45,0.44,0.44,0.46,0.51,0.46,0.48,0.24,0.24,0.23,0.26,0.29,0.28,0.27,0.27,0.25,0.29,0.27,0.26,0.29,0.28,0.24,0.27,0.29,0.25,0.27,0.25,0.23,0.25,0.29,0.26,0.23,0.23,0.27,0.26,0.25,0.25,0.22,0.0,0.24,0.26,0.27,0.27,0.23,0.25,0.24,0.23,0.3,0.28,0.27,0.26,0.24,0.29,0.27,0.21,0.22,0.24,0.24,0.27,0.22,0.23,0.25,0.26,0.22,0.25,0.26,0.23,0.25,0.23,0.25,0.24,0.26,0.24,0.27,0.21,0.26,0.26,0.21,0.25,0.23,0.2,0.19,0.24,0.22,0.23,0.21,0.22,0.2,0.19,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.21,0.18,0.17,0.17,0.15,0.18,0.17,0.18,0.19,0.18,0.2,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.19,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.18,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.18,0.17,0.17,0.18,0.17,0.18,0.15,0.19,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.24,0.0,0.14,0.0,0.0,0.14,0.13,0.14,0.0,0.0,0.14,0.24,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.96
09/29/2021,0.44,0.44,0.43,0.45,0.43,0.43,0.45,0.43,0.45,0.46,0.35,0.45,0.43,0.45,0.44,0.44,0.46,0.51,0.46,0.48,0.24,0.24,0.23,0.26,0.29,0.28,0.27,0.27,0.25,0.29,0.27,0.26,0.29,0.28,0.24,0.27,0.29,0.25,0.27,0.25,0.23,0.25,0.29,0.26,0.23,0.23,0.27,0.26,0.25,0.25,0.22,0.0,0.24,0.26,0.27,0.27,0.23,0.25,0.24,0.23,0.3,0.28,0.27,0.26,0.24,0.29,0.27,0.21,0.22,0.24,0.24,0.27,0.22,0.23,0.25,0.26,0.22,0.25,0.26,0.23,0.25,0.23,0.25,0.24,0.26,0.24,0.27,0.21,0.26,0.26,0.21,0.25,0.23,0.2,0.19,0.24,0.22,0.23,0.21,0.22,0.2,0.19,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.21,0.18,0.17,0.17,0.15,0.18,0.17,0.18,0.19,0.18,0.2,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.19,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.18,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.18,0.17,0.17,0.18,0.17,0.18,0.15,0.19,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.24,0.0,0.14,0.0,0.0,0.14,0.13,0.14,0.0,0.0,0.14,0.24,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.96
09/30/2021,0.43,0.43,0.42,0.45,0.43,0.43,0.44,0.43,0.46,0.45,0.32,0.45,0.43,0.44,0.44,0.44,0.46,0.51,0.46,0.48,0.24,0.24,0.24,0.28,0.31,0.3,0.29,0.29,0.27,0.31,0.28,0.27,0.3,0.3,0.24,0.28,0.3,0.26,0.27,0.25,0.22,0.28,0.3,0.26,0.23,0.24,0.28,0.27,0.25,0.26,0.21,0.0,0.25,0.27,0.28,0.28,0.23,0.26,0.24,0.23,0.3,0.29,0.28,0.26,0.24,0.3,0.27,0.23,0.22,0.24,0.24,0.28,0.23,0.23,0.26,0.27,0.23,0.24,0.26,0.24,0.25,0.24,0.26,0.24,0.26,0.24,0.27,0.22,0.27,0.26,0.21,0.26,0.24,0.2,0.19,0.24,0.21,0.23,0.21,0.22,0.19,0.19,0.19,0.21,0.2,0.21,0.2,0.21,0.2,0.19,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.22,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.2,0.21,0.2,0.2,0.2,0.19,0.2,0.18,0.17,0.17,0.15,0.17,0.17,0.19,0.18,0.17,0.2,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.19,0.2,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.15,0.17,0.18,0.17,0.17,0.18,0.17,0.18,0.15,0.19,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.25,0.0,0.14,0.0,0.0,0.14,0.13,0.14,0.0,0.0,0.14,0.24,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.27
